"Time"	G1	G3	G8	G5	G4	G22	G83	G7	G6	G85	G86	G87	G54	G88	G89	G30	G29	G35	G100	G99	G32	G19	G18	G20	G81	G23	G80	G82	G51	G31	G58	G50	G78	G94	G95
50	0.0029017	0.0354195	0.7579215	0.6735236	0.1380486	0.6626620	0.0345884	0.4750406	0.4726817	0.1178649	0.6500033	0.5695217	0.0398598	0.7516848	0.3565231	0.5266944	0.2594445	0.1865607	0.7667687	0.0003817	0.5842570	0.2658252	0.6417661	0.6737203	0.0098415	0.4247049	0.1648866	0.2968030	0.4456522	0.2079405	0.7555374	0.0484015	0.1489851	0.5955644	0.7148189
100	0.0128360	0.0092191	0.6415365	0.6101235	0.0517087	0.8382001	0.0299439	0.4347214	0.3934790	0.1088415	0.6700703	0.6068421	0.0441481	0.6546377	0.3738650	0.5245066	0.3455989	0.1531922	0.6124069	0.0066476	0.6225494	0.3054853	0.6339090	0.6748767	0.0022863	0.4719320	0.1373673	0.4127612	0.5825700	0.1838612	0.6458347	0.0501582	0.0696915	0.4141811	0.5008815
150	0.0002920	0.0054993	0.6072837	0.7328204	0.0961882	0.8124599	0.0744539	0.5504132	0.4109546	0.0926054	0.6693294	0.6112905	0.0496069	0.6048160	0.2306804	0.6631755	0.2175642	0.1500777	0.6084479	0.0010167	0.5812353	0.3455670	0.6646044	0.6877980	0.0157515	0.4397393	0.1435841	0.2960849	0.5207593	0.2094267	0.7701910	0.0094546	0.0538829	0.1880603	0.2632592
200	0.0000208	0.0028239	0.6380525	0.6287044	0.0841487	0.6849400	0.0920219	0.5330557	0.4430333	0.0398198	0.6836365	0.6127509	0.0511157	0.7066568	0.2101368	0.5674972	0.1942109	0.1766233	0.6241367	0.0005338	0.7094863	0.2728118	0.7008238	0.7702171	0.0327490	0.3922288	0.1689459	0.3070915	0.6521393	0.1743161	0.7428820	0.0368568	0.0578991	0.1277692	0.1106690
250	0.0001843	0.0027650	0.5793018	0.6752617	0.0669456	0.7255982	0.0448618	0.4588279	0.4628967	0.0365225	0.7057191	0.4888531	0.0322170	0.6398084	0.1885029	0.6506616	0.1520110	0.2000272	0.6014630	0.0020376	0.7487183	0.2482367	0.6975493	0.6773534	0.0030349	0.4834172	0.1485593	0.3779083	0.6516295	0.3029044	0.7979444	0.0478056	0.0599232	0.0533998	0.0641828
300	0.0000412	0.0107416	0.6446291	0.6870954	0.1200658	0.6560635	0.0414877	0.4013034	0.3730160	0.0537143	0.7867011	0.5259964	0.0316769	0.6420510	0.2439313	0.5840496	0.1978061	0.1194230	0.7681378	0.0006399	0.7304009	0.2599458	0.7224353	0.7570661	0.0051136	0.5119311	0.1341501	0.4189307	0.6397403	0.2583762	0.6671303	0.0466892	0.0704619	0.0820422	0.0466029
350	0.0000154	0.0160538	0.6886182	0.6882669	0.0671883	0.6083254	0.0829501	0.4848255	0.3762783	0.0644621	0.6890536	0.6296358	0.0546103	0.6107841	0.1732089	0.6960184	0.1068633	0.1422415	0.5441806	0.0003975	0.7367251	0.2511177	0.6134880	0.7002573	0.0031958	0.4608620	0.1136173	0.4756345	0.6293543	0.2834878	0.6239803	0.0284678	0.0324249	0.0473223	0.0852481
400	0.0006610	0.0040312	0.6626122	0.6922922	0.0956912	0.8103540	0.0322244	0.3831612	0.5635237	0.0210432	0.6328646	0.5309277	0.0421080	0.6866356	0.1986033	0.5582574	0.0853603	0.1497255	0.5799828	0.0064827	0.7357087	0.3207740	0.5809210	0.6854050	0.0075359	0.3829759	0.1498609	0.4240239	0.5292350	0.3658639	0.6754130	0.0722508	0.0859512	0.0753425	0.0423774
450	0.0023198	0.0150323	0.6622627	0.7994775	0.0585886	0.6768756	0.0790969	0.5173287	0.4371395	0.0403609	0.6370071	0.5257288	0.0886559	0.7373881	0.2602777	0.6940639	0.0664749	0.1920873	0.7398742	0.0007936	0.5657074	0.2316670	0.6482876	0.7219570	0.0048626	0.4667915	0.1297877	0.4103371	0.6551992	0.3996624	0.7261041	0.0359878	0.0893456	0.0715539	0.0312670
500	0.0008186	0.0388016	0.7164062	0.5517202	0.0654468	0.7388055	0.0367372	0.4449435	0.4869831	0.0471536	0.6618098	0.5550129	0.0491876	0.6386827	0.2862964	0.6634690	0.1180466	0.0922675	0.7142396	0.0015864	0.7836871	0.3293859	0.6312895	0.6965448	0.0093458	0.5622446	0.1714556	0.3887114	0.6552190	0.3204263	0.6781351	0.0378738	0.0440134	0.0407086	0.0398724
550	0.0227963	0.0127133	0.6782212	0.6032193	0.0767422	0.6244002	0.0390203	0.5979151	0.5870618	0.0466467	0.7409564	0.4193666	0.0417100	0.7235951	0.1970501	0.6794505	0.0757861	0.6191967	0.6780937	0.0100668	0.7243868	0.2621540	0.7172163	0.6980563	0.0119615	0.4586783	0.1631773	0.3719378	0.2135808	0.3648703	0.6015711	0.0360143	0.2173054	0.0458108	0.0558194
600	0.0362657	0.0445738	0.6874622	0.5582081	0.0698401	0.7124468	0.0570487	0.7942131	0.7722212	0.0323564	0.7084061	0.4514456	0.0489597	0.8254462	0.2432006	0.6022806	0.0804459	0.7053996	0.6340600	0.0003947	0.6374474	0.2724718	0.7055443	0.6228672	0.0179773	0.4895465	0.1671497	0.3276934	0.0618628	0.4058100	0.7135778	0.0277973	0.2944523	0.1674550	0.3171632
650	0.0277426	0.0209051	0.8027165	0.6492453	0.0549289	0.7112389	0.0587976	0.8016522	0.7487021	0.1027133	0.5440456	0.4026511	0.0464908	0.6856165	0.2685971	0.6445190	0.2170832	0.6948726	0.5707717	0.0014311	0.7621015	0.1943264	0.6972151	0.6088356	0.0142464	0.4594472	0.1211289	0.4153006	0.0120920	0.4076761	0.6412946	0.0343217	0.2837091	0.3841973	0.6222356
700	0.0307781	0.0076414	0.6492717	0.5475137	0.0936340	0.6815931	0.0539011	0.7041366	0.7397435	0.0523020	0.7604956	0.4746278	0.0538555	0.6209955	0.3043519	0.4143485	0.1867823	0.6205827	0.7268536	0.0038084	0.7365284	0.3626693	0.6599122	0.6408525	0.0223925	0.4849508	0.1522779	0.4166629	0.0087289	0.2665765	0.6334170	0.0343348	0.3649048	0.5554111	0.6311240
750	0.0578455	0.0276352	0.8066835	0.6533589	0.1144913	0.7072849	0.0384865	0.6733060	0.6382777	0.0924208	0.5704533	0.4924893	0.0473284	0.6762356	0.3272345	0.4746188	0.1769838	0.7873926	0.6928084	0.0010415	0.5785376	0.4015406	0.7460256	0.6779564	0.0033171	0.4713962	0.1213577	0.3461330	0.0012435	0.2265115	0.6817104	0.0415026	0.3006822	0.5480366	0.7832894
800	0.0233202	0.0169082	0.6718736	0.5453098	0.0865127	0.7177762	0.0608495	0.7335097	0.7447611	0.0639293	0.8102150	0.4811733	0.0260760	0.6557456	0.3559810	0.4310119	0.2237531	0.6014351	0.7116760	0.0016236	0.6104409	0.2729214	0.8221382	0.6082365	0.0019027	0.4155511	0.1869322	0.4118756	0.0089356	0.2404162	0.6898473	0.0653377	0.2891345	0.6554476	0.7334901
850	0.0254549	0.0174604	0.8227068	0.4679213	0.0840764	0.8241503	0.0421721	0.7743847	0.7634645	0.0322679	0.6256614	0.4412159	0.0485606	0.6154077	0.3533278	0.4864310	0.1069490	0.6405881	0.6837242	0.0009501	0.6888544	0.2650981	0.7221524	0.7858884	0.0042311	0.4695702	0.1070350	0.3347780	0.0260282	0.2332680	0.6336189	0.0320411	0.3917274	0.6982103	0.5881571
900	0.0312510	0.0184600	0.6157110	0.6122051	0.0722095	0.8116018	0.0399080	0.7893771	0.8341746	0.0400117	0.6578436	0.3702343	0.0968134	0.6623980	0.3670595	0.6309358	0.1435351	0.6557324	0.7300314	0.0006260	0.6554566	0.2277650	0.6917929	0.6319780	0.0068660	0.4390711	0.1688092	0.4422587	0.0028228	0.3877703	0.6764237	0.0290843	0.3479759	0.6944689	0.5834053
950	0.0552709	0.0221378	0.7479764	0.6452980	0.0907011	0.6155234	0.0264033	0.7381920	0.7898482	0.0352146	0.5636659	0.3968112	0.0694703	0.6640422	0.3378586	0.5031900	0.1314664	0.6461189	0.6102479	0.0017248	0.7681231	0.2798969	0.7551441	0.5547704	0.0131193	0.4194159	0.1565117	0.3747389	0.0218298	0.3257973	0.6488634	0.0269559	0.3472670	0.7426315	0.6320183
1000	0.0413945	0.0070776	0.9080464	0.6691047	0.0822291	0.8181333	0.0356979	0.7377846	0.7134980	0.0249778	0.6937712	0.5010880	0.0669103	0.7561310	0.3306537	0.4533388	0.2211695	0.6435620	0.7953094	0.0028473	0.7114028	0.2938916	0.6289413	0.6385734	0.0027715	0.5307790	0.1336737	0.3369117	0.0066614	0.2951609	0.6414344	0.0347095	0.3092607	0.5484075	0.7402725

0	0.0300914	0.0165677	0.7185855	0.7077529	0.1606095	0.6703638	0.0521698	0.8183298	0.7622291	0.1138943	0.6970091	0.4995138	0.0467810	0.6849990	0.3161743	0.4551009	0.2075880	0.8242166	0.6877071	0.0093675	0.7643510	0.3433682	0.7643955	0.5798623	0.0118617	0.5293679	0.1636338	0.4225404	0.0178536	0.2917224	0.8013515	0.0293934	0.3742958	0.7250204	0.6971678
50	0.0405348	0.0202520	0.6632396	0.6081251	0.0418075	0.7310578	0.0761102	0.7991896	0.6556463	0.1636755	0.3671000	0.6156371	0.0422670	0.7252240	0.3996188	0.3874945	0.2996933	0.7556809	0.5785900	0.0022574	0.6586407	0.3093080	0.6397353	0.6670971	0.0013419	0.5177388	0.1323663	0.1515914	0.0034813	0.2319287	0.5264683	0.0325932	0.3855321	0.7515722	0.6824390
100	0.0019414	0.0085922	0.6590737	0.6596258	0.0833418	0.6095662	0.0597086	0.6850686	0.6606043	0.0871661	0.3852452	0.5148471	0.0320006	0.7720718	0.3797841	0.4053991	0.2622671	0.8093898	0.5016070	0.0024411	0.6409580	0.3982626	0.7105106	0.5455882	0.0142073	0.5697355	0.1094174	0.0846085	0.0019823	0.1641139	0.7312626	0.0404776	0.3366663	0.6520085	0.6221507
150	0.0051716	0.0121239	0.6393543	0.5736997	0.0868236	0.7556790	0.0596256	0.7137242	0.5962694	0.1331849	0.4678635	0.6266284	0.0808182	0.6017306	0.3517817	0.3186067	0.1735847	0.7602515	0.5253435	0.0003662	0.5540706	0.3312121	0.6819254	0.7005900	0.0031722	0.7704641	0.1058082	0.0960093	0.0025629	0.1636433	0.6950224	0.0712980	0.2865643	0.6138929	0.6793615
200	0.0006188	0.0225067	0.6785780	0.7644251	0.0769600	0.6898877	0.0627375	0.7121508	0.6926277	0.0512948	0.3896686	0.6305813	0.0519645	0.6613999	0.4675584	0.4414743	0.1733009	0.6102827	0.5204201	0.0052703	0.5710376	0.3840865	0.7822477	0.6840575	0.0072699	0.6816921	0.1213984	0.0547712	0.0091811	0.1793075	0.6472321	0.0387399	0.3409969	0.7163922	0.6578534
250	0.0005368	0.0122368	0.7689449	0.6566163	0.0890531	0.6353578	0.0673541	0.6153117	0.6440497	0.0363670	0.3202711	0.5489889	0.0526768	0.6128448	0.3687687	0.3956264	0.1691653	0.7260094	0.4981770	0.0003164	0.6115607	0.3172667	0.6528381	0.7080688	0.0151655	0.5665184	0.1757849	0.0604592	0.0034853	0.1916379	0.7331660	0.0451025	0.2757947	0.6721730	0.6234142
300	0.0004125	0.0094425	0.8180242	0.7546435	0.0593476	0.5876654	0.0352105	0.6801648	0.6921407	0.0597045	0.3480298	0.4740745	0.0445715	0.8296744	0.5450947	0.5309305	0.1676703	0.5817512	0.4820289	0.0041562	0.4988663	0.3384575	0.7257996	0.7617627	0.0108219	0.6909800	0.1575087	0.0538845	0.0053139	0.2485069	0.6044741	0.0157386	0.3916651	0.7757550	0.5781583
350	0.0014199	0.0078275	0.7380112	0.7631921	0.1081948	0.6029146	0.0397774	0.8090484	0.6565529	0.0487714	0.3421684	0.4186530	0.0622053	0.7388455	0.3053939	0.5196545	0.1431806	0.7339043	0.4173017	0.0004685	0.5568995	0.2597798	0.6824899	0.7268080	0.0120578	0.6500914	0.1327213	0.0753636	0.0116055	0.1651523	0.5887799	0.0143351	0.3650137	0.6738834	0.6131728
400	0.0000617	0.0205034	0.7395659	0.8043566	0.0617502	0.7289281	0.0345710	0.6410938	0.7329772	0.0353885	0.3266563	0.5423300	0.0550863	0.6495296	0.3880581	0.5911935	0.1857097	0.7395192	0.5891747	0.0017099	0.6426900	0.3324339	0.6018219	0.6493017	0.0055668	0.6006826	0.1119710	0.0623851	0.0036292	0.2739572	0.8022297	0.0157875	0.3442352	0.6203516	0.7861552
450	0.0000909	0.0168077	0.6690931	0.7293168	0.0740903	0.7274983	0.0361310	0.7221799	0.7346646	0.0867749	0.2522519	0.5468865	0.0637274	0.6696588	0.3720163	0.4938059	0.2033955	0.8340273	0.5302476	0.0003269	0.7364713	0.3261453	0.6830491	0.6869384	0.0054368	0.5948347	0.1297643	0.1226699	0.0033053	0.2007112	0.6698183	0.0349316	0.3299809	0.5915742	0.5311159
500	0.0000229	0.0101798	0.8642599	0.5303131	0.0808730	0.6689768	0.0564255	0.6133446	0.8078114	0.0600393	0.3223028	0.4137909	0.0434664	0.8440254	0.4141703	0.4078522	0.1886132	0.6101373	0.4660445	0.0037819	0.7925242	0.2730927	0.5615039	0.5911213	0.0033975	0.5516747	0.1235030	0.0863433	0.0063413	0.2078980	0.7583940	0.0480774	0.3650026	0.5877395	0.7085156
550	0.0427964	0.0029672	0.6673906	0.6616962	0.1054503	0.6873762	0.0341748	0.6410159	0.6439871	0.0638619	0.4502386	0.4548144	0.0576762	0.7149228	0.4884911	0.3621169	0.1666024	0.7325855	0.6724677	0.0030095	0.7362446	0.2469713	0.7925796	0.5367297	0.0243573	0.4083560	0.0722015	0.2651996	0.0155659	0.2260180	0.7921974	0.0410310	0.4012913	0.6689465	0.7386981
600	0.0269553	0.0102260	0.8278181	0.7231154	0.0976951	0.6638455	0.0659948	0.7400309	0.8137818	0.0785494	0.5988608	0.4482239	0.0356217	0.8716314	0.3036110	0.3499908	0.2653429	0.6522841	0.6831156	0.0008204	0.6374280	0.2248457	0.7314140	0.7122945	0.0111047	0.4459365	0.1205470	0.3014036	0.0042658	0.2661664	0.7198656	0.0361217	0.3749480	0.6251251	0.7015511
650	0.0147868	0.0060265	0.6751128	0.7420821	0.0757263	0.6468787	0.1003499	0.7885765	0.7317258	0.0702327	0.7165825	0.4352322	0.0736207	0.7072650	0.2667389	0.4636787	0.2446316	0.6160385	0.6408817	0.0075135	0.7007178	0.2428859	0.7001371	0.6477733	0.0039914	0.5183069	0.1407620	0.4279700	0.0055626	0.2286457	0.8425713	0.0352469	0.4191878	0.6872134	0.7667231
700	0.0301183	0.0044042	0.8682973	0.7029196	0.0967131	0.7086955	0.0529135	0.8063570	0.7506306	0.0674636	0.6859116	0.4186655	0.0239673	0.7780460	0.3006359	0.4230883	0.1465888	0.6222153	0.6901621	0.0011879	0.7996982	0.3009230	0.6148684	0.7325198	0.0064288	0.3773664	0.1507297	0.3557439	0.0034663	0.3210895	0.7588615	0.0224655	0.3269451	0.6760656	0.7019811
750	0.0681400	0.0153864	0.6056843	0.5882881	0.0940435	0.6863608	0.0561329	0.6437766	0.7305051	0.0557627	0.6556700	0.4033098	0.0618634	0.6579560	0.3746560	0.5631354	0.1598329	0.7087948	0.6502241	0.0008465	0.6650308	0.2808615	0.6824715	0.6149432	0.0066576	0.4458641	0.1718101	0.2972989	0.0055607	0.3230645	0.6304607	0.0652237	0.3733111	0.8015246	0.7143006
800	0.0215482	0.0156045	0.6950556	0.6424157	0.0852201	0.6702455	0.0913548	0.7185568	0.6458317	0.0403829	0.6705353	0.4143229	0.0382414	0.5775889	0.2998980	0.6033286	0.1532650	0.6395079	0.6827622	0.0002644	0.7760347	0.2781809	0.8138045	0.6043900	0.0085997	0.3739848	0.1787176	0.3352211	0.0103738	0.2748517	0.6189121	0.0343632	0.2786375	0.6552317	0.6798556
850	0.0370341	0.0124802	0.6350897	0.6543288	0.0715927	0.6695568	0.0351462	0.7777489	0.7103769	0.0765440	0.7909473	0.4109056	0.0385369	0.6730746	0.4927535	0.5016419	0.1184226	0.6587896	0.6950475	0.0004239	0.8962173	0.3353327	0.6843419	0.6620033	0.0156314	0.4464808	0.0907278	0.4380891	0.0096943	0.3613580	0.7222219	0.0189716	0.3324599	0.7317452	0.6549294
900	0.0432719	0.0389459	0.4934450	0.5067353	0.1200049	0.5196958	0.1063809	0.8670417	0.5957653	0.0544557	0.6600070	0.5544027	0.0623299	0.7061401	0.2577159	0.4312462	0.1764965	0.6629512	0.7987941	0.0034344	0.6314400	0.2728879	0.7336757	0.6374596	0.0144526	0.4290135	0.1454860	0.4469342	0.0042239	0.3336559	0.6468067	0.0321846	0.4224973	0.7479675	0.6412146
950	0.0435820	0.0249357	0.6592746	0.8328059	0.1017685	0.6011762	0.0546109	0.6531035	0.6985306	0.0324568	0.8835406	0.4414780	0.0563633	0.6434889	0.4441885	0.5365273	0.1660420	0.6364922	0.6906496	0.0016807	0.6757820	0.3239554	0.6514282	0.6655818	0.0082720	0.4387615	0.1759539	0.3658154	0.0148016	0.4183787	0.7525156	0.0448849	0.3894046	0.6641979	0.5621466
1000	0.0229317	0.0213509	0.7175747	0.7545400	0.0885545	0.6032496	0.0450133	0.6525348	0.6841441	0.0478235	0.7405188	0.3922787	0.0339677	0.7307561	0.2672499	0.6659575	0.1241653	0.4977044	0.7555228	0.0002460	0.7022889	0.2802557	0.5945741	0.6947506	0.0110816	0.3565175	0.1164284	0.4893342	0.0075264	0.3447071	0.6487989	0.0882649	0.2737299	0.7146371	0.6826177

0	0.0426457	0.0328250	0.6852684	0.6707966	0.1630842	0.6161339	0.0661890	0.8005536	0.6513668	0.1770783	0.6851829	0.4370780	0.1568854	0.7596566	0.3580954	0.3573317	0.2183803	0.7337869	0.6424478	0.0022418	0.6669178	0.2858517	0.7340595	0.6095910	0.0087092	0.5063931	0.1784338	0.3715027	0.0054307	0.3873982	0.6665278	0.0150327	0.3521195	0.6360793	0.6369937
50	0.0174866	0.0329415	0.6938078	0.4006988	0.1253738	0.6869306	0.0652640	0.2569685	0.6113039	0.0856051	0.7959155	0.4408234	0.0721518	0.6137036	0.4584422	0.1471811	0.2239977	0.5728516	0.1095717	0.2229625	0.7404220	0.2163311	0.6426121	0.6543964	0.0003703	0.5091943	0.0090637	0.3670707	0.0184897	0.2314901	0.7174002	0.3639702	0.3754106	0.6926579	0.5705361
100	0.0492242	0.0171171	0.5704911	0.2677791	0.0867483	0.6558750	0.0360672	0.0696433	0.7947428	0.0905020	0.6878609	0.6242460	0.0748146	0.7302062	0.4535151	0.0823408	0.1755918	0.5810717	0.0715473	0.2773073	0.6953081	0.2669275	0.6880259	0.6332767	0.0021848	0.4541767	0.0002245	0.4158278	0.0067964	0.2583310	0.6319588	0.4435610	0.3340257	0.5974127	0.7027369
150	0.0241472	0.0113267	0.5066615	0.2684131	0.0941665	0.6672502	0.0341501	0.0251606	0.7995826	0.0650720	0.6154091	0.4233375	0.0536168	0.7091200	0.4343701	0.0459453	0.1741571	0.5914359	0.0847654	0.3184711	0.7352255	0.2525862	0.8049729	0.6086644	0.0077374	0.3915193	0.0000000	0.4219933	0.0016415	0.2896021	0.7687393	0.4745177	0.3341099	0.6382709	0.6111976
200	0.0219319	0.0053361	0.5892141	0.1723301	0.0765906	0.6814223	0.0435603	0.0063898	0.5866770	0.0609271	0.6955218	0.4766425	0.0378241	0.8268329	0.5025636	0.0814897	0.2090114	0.5928912	0.0855621	0.3202395	0.7288260	0.3419410	0.6240655	0.6286447	0.0016919	0.5488446	0.0029561	0.4065763	0.0034252	0.3507175	0.7737399	0.4843946	0.3498299	0.6907914	0.5875759
250	0.0208121	0.0082041	0.5725360	0.2129714	0.0658975	0.6474784	0.0390228	0.0132752	0.7593517	0.0750374	0.5769215	0.4775371	0.0793339	0.7732633	0.4597774	0.0703764	0.1885233	0.6360805	0.0829125	0.2553245	0.6807005	0.3352803	0.7185493	0.7402090	0.0003285	0.4996646	0.0005980	0.4293371	0.0051185	0.3458146	0.7633161	0.5377831	0.2786358	0.6619644	0.6119658
300	0.0252292	0.0821809	0.4782935	0.1959812	0.0766441	0.6222464	0.0672334	0.0120609	0.6402122	0.1121891	0.7241396	0.4160280	0.0627833	0.6643566	0.4483010	0.0983414	0.1273955	0.5697720	0.1031426	0.3961424	0.6128822	0.2359111	0.6425284	0.6569601	0.0128311	0.4465842	0.0026150	0.3853991	0.0025614	0.2678527	0.7058549	0.4525834	0.3550010	0.6252099	0.5879555
350	0.0346408	0.0288920	0.4162208	0.1640337	0.1501722	0.5919606	0.0233691	0.0313906	0.5878271	0.0561655	0.6105522	0.4347838	0.0987002	0.7435774	0.4203689	0.0688707	0.1676291	0.5236645	0.0918037	0.3274083	0.6103000	0.2530429	0.7105822	0.7305490	0.0046984	0.4508509	0.0012803	0.3895359	0.0197556	0.3038862	0.7314410	0.4801234	0.3285193	0.7605028	0.6341037
400	0.0443327	0.0350974	0.4055628	0.2446398	0.0958691	0.8279052	0.0539308	0.0209918	0.6294700	0.1184479	0.7431536	0.4749705	0.0648823	0.7685032	0.4080401	0.0692593	0.2000890	0.6411625	0.0870475	0.3383977	0.7256468	0.2564156	0.7120942	0.8159180	0.0052571	0.5076871	0.0019968	0.3428613	0.0031022	0.3292150	0.6132476	0.5593912	0.3464365	0.6083153	0.6632338
450	0.0169450	0.0216832	0.5628229	0.1947805	0.0424547	0.6899544	0.0653841	0.0366485	0.6778179	0.0806249	0.6706128	0.5036222	0.0560183	0.8526359	0.4967853	0.0512713	0.2718080	0.5370964	0.1385955	0.2875801	0.6914308	0.3127217	0.7197690	0.6689474	0.0037369	0.3763929	0.0019904	0.3982596	0.0124394	0.3129894	0.6299609	0.4518127	0.3042894	0.7370277	0.5731937
500	0.0184656	0.0160104	0.5764019	0.3000231	0.1070081	0.6726905	0.0559805	0.0257119	0.6299129	0.0935657	0.6462429	0.5707011	0.0377815	0.7475687	0.4340738	0.0619209	0.2336631	0.5170356	0.0861813	0.2373602	0.6524109	0.3074168	0.6917617	0.6912675	0.0027790	0.4362710	0.0063963	0.5263984	0.0039442	0.3055446	0.7315981	0.4765990	0.2829638	0.7458956	0.7653371
550	0.0438170	0.0288975	0.6707781	0.5206324	0.0797129	0.6602251	0.0452202	0.5640230	0.7322283	0.0796790	0.6835238	0.5628218	0.0354320	0.7123915	0.4059151	0.3900969	0.1915976	0.6428909	0.5406192	0.0873946	0.5317554	0.2813891	0.7372125	0.5880713	0.0128455	0.5159655	0.1335027	0.4090049	0.0050183	0.2375897	0.6529830	0.1703984	0.3219525	0.8176135	0.6777364
600	0.0350809	0.0224376	0.6900232	0.6292032	0.0784530	0.7532848	0.0639397	0.6209725	0.7533902	0.0532245	0.6959672	0.5230894	0.0304110	0.6601593	0.4666181	0.4505340	0.2109546	0.7416123	0.6637103	0.0098453	0.6737184	0.3183050	0.6895406	0.6809428	0.0031816	0.4689659	0.0917155	0.3448084	0.0062802	0.2410496	0.7223097	0.0756523	0.2875204	0.7902155	0.7131242
650	0.0596225	0.0158579	0.5857123	0.5605636	0.1051775	0.7455521	0.0424780	0.7454371	0.6496985	0.0437180	0.6869434	0.4446585	0.0558177	0.7240748	0.3346632	0.4882039	0.1738053	0.8158581	0.7046287	0.0119423	0.6315738	0.2651757	0.6585650	0.7576508	0.0057505	0.3363123	0.1365392	0.4639745	0.0003933	0.2742686	0.7057941	0.0675183	0.3164549	0.6431441	0.6720294
700	0.0233866	0.0166743	0.5998028	0.5913946	0.1147084	0.7067234	0.0514164	0.6535229	0.6598583	0.0589044	0.7895148	0.4020843	0.0355761	0.7990420	0.3879492	0.3999542	0.1940634	0.7598460	0.7319813	0.0005565	0.5859946	0.3583754	0.6786756	0.6336488	0.0017400	0.3648105	0.1606271	0.3974340	0.0061314	0.2914032	0.5523287	0.0464282	0.3510540	0.6279806	0.7137556
750	0.0576123	0.0238919	0.4944090	0.5603826	0.0985012	0.6231532	0.0651755	0.6428792	0.7867705	0.0474700	0.6734474	0.4251804	0.0541252	0.7070542	0.4368429	0.3886672	0.1561445	0.5946551	0.7469714	0.0021575	0.6472925	0.3636440	0.7693810	0.6605397	0.0073782	0.3842790	0.1319888	0.4580190	0.0142365	0.2722949	0.6286302	0.0597629	0.3300473	0.6449260	0.7174010
800	0.0362084	0.0176800	0.6539820	0.6530145	0.1167214	0.6519388	0.0471719	0.6357016	0.8866702	0.0560952	0.7519390	0.4034237	0.0371162	0.7725256	0.3794186	0.4471385	0.2164632	0.7115513	0.7191420	0.0036266	0.6426092	0.3081804	0.7076671	0.6690941	0.0033280	0.3640879	0.1437759	0.3514877	0.0242248	0.3413910	0.7095100	0.0626160	0.3041779	0.5510067	0.6709136
850	0.0278521	0.0091796	0.7937471	0.5456849	0.1087980	0.6607520	0.0413801	0.7464394	0.6629295	0.0857436	0.7278325	0.5318564	0.0377188	0.7991936	0.3055186	0.3787099	0.3213566	0.6285245	0.6983248	0.0004965	0.6131284	0.3207181	0.5676701	0.5975844	0.0011217	0.4037566	0.1070775	0.4278939	0.0089376	0.2659620	0.7153261	0.0332056	0.4336776	0.6057751	0.6427915
900	0.0584298	0.0520640	0.8443232	0.4384292	0.1122951	0.7533376	0.0563345	0.7059137	0.6079214	0.0970308	0.7590062	0.5550730	0.0326916	0.6317088	0.3351007	0.2933652	0.2218823	0.6025868	0.7988601	0.0010168	0.6083017	0.3332184	0.6337792	0.6438547	0.0121209	0.3968977	0.1855565	0.3499056	0.0079550	0.2069009	0.6839679	0.0158310	0.3178285	0.6288752	0.5724023
950	0.0339574	0.0563452	0.6153973	0.5584696	0.0949056	0.7172754	0.0602589	0.6391323	0.6736399	0.0569409	0.6783521	0.4558282	0.0461975	0.6479244	0.3689345	0.3041867	0.1790580	0.7198921	0.6211881	0.0005039	0.6812414	0.3278445	0.7844360	0.6842326	0.0099324	0.4705913	0.1339391	0.4501495	0.0082224	0.2177161	0.5414549	0.0214076	0.3146919	0.5572626	0.8419214
1000	0.0583841	0.0318254	0.7107690	0.6246399	0.1338593	0.6650197	0.0462129	0.5682205	0.7574422	0.0962397	0.6748465	0.6340672	0.0806970	0.6288531	0.3279594	0.3858619	0.2162469	0.5341487	0.6512924	0.0033331	0.6567894	0.3143308	0.6660657	0.6403922	0.0040655	0.4614975	0.1452133	0.3631703	0.0044750	0.2919936	0.6329039	0.0355837	0.2847513	0.5553393	0.7408689

0	0.0331610	0.0142754	0.6527363	0.5753111	0.0841962	0.6590580	0.0989814	0.7912941	0.7358265	0.1236776	0.8855532	0.5399847	0.0615745	0.7080455	0.3125470	0.4896686	0.2976791	0.7150797	0.6475768	0.0056266	0.6865336	0.1993028	0.6815729	0.5351623	0.0074601	0.4382764	0.1885787	0.4589451	0.0446433	0.2938435	0.5528361	0.0447259	0.3125056	0.6693736	0.8318663
50	0.0366523	0.0580037	0.7330195	0.6339959	0.0975942	0.6406236	0.0166589	0.5524793	0.5825437	0.2480853	0.6532404	0.6735854	0.0203523	0.6917447	0.3434869	0.5686433	0.0844088	0.1582643	0.6799288	0.2319106	0.8543609	0.3717061	0.8460744	0.7841245	0.3468250	0.4569435	0.0034325	0.3657136	0.0515471	0.3184721	0.7414594	0.0378585	0.3804353	0.6801250	0.5940522
100	0.0438198	0.0483010	0.6571576	0.5333455	0.1028436	0.6071560	0.0137693	0.5271089	0.6102095	0.4886525	0.9054201	0.6463368	0.0017994	0.6392983	0.4150375	0.5744239	0.2077371	0.0173589	0.7967021	0.1996784	0.5943342	0.2946057	0.7256962	0.6935434	0.3421489	0.4199335	0.0029942	0.2730188	0.0457718	0.3784310	0.7014715	0.0316953	0.3336581	0.7497632	0.5738441
