"Time"	G1	G3	G7	G8	G4	G83	G6	G87	G86	G89	G54	G85	G88	G30	G29	G35	G99	G100	G32	G81
400	0.6172105	0.7605760	0.2836754	0.1266780	0.7085790	0.7016987	0.1713341	0.1518482	0.3367916	0.0509428	0.6611303	0.1578410	0.1644430	0.2178378	0.8204071	0.2718369	0.7352733	0.0003725	0.0318208	0.4216908
450	0.8172062	0.7660551	0.3870665	0.1830604	0.6936320	0.6582519	0.1666156	0.1915575	0.3717361	0.0471213	0.7039254	0.2058900	0.1871262	0.2086799	0.5854365	0.2152903	0.6445682	0.0004476	0.0089843	0.3403155
500	0.6862347	0.8338011	0.2891977	0.1997752	0.7133194	0.7009711	0.1958437	0.1257552	0.4021204	0.0420855	0.6741270	0.2121560	0.2162998	0.2805062	0.7275355	0.2412014	0.6171103	0.0013134	0.0050044	0.3583021
550	0.6288247	0.7509265	0.2901978	0.2262328	0.6833661	0.7933800	0.1393917	0.1075410	0.4353942	0.0496250	0.7610498	0.2044148	0.4382332	0.1856212	0.3049369	0.6156096	0.6784184	0.0238895	0.0122295	0.4172779
600	0.7244615	0.7358853	0.3085228	0.2448165	0.7525384	0.6790126	0.2088745	0.1793401	0.4453713	0.0575373	0.7796100	0.2066773	0.3533449	0.2237693	0.1415070	0.6621936	0.6279269	0.0474008	0.0562211	0.3374405
650	0.6245700	0.6596961	0.3229573	0.1568249	0.8012328	0.9151155	0.1703819	0.1178831	0.3644952	0.0632968	0.8756772	0.2469166	0.4258414	0.4160111	0.0289206	0.8520402	0.7415651	0.0952343	0.2123596	0.4232297
700	0.7905954	0.7442319	0.3988199	0.1876070	0.7897377	0.8144567	0.1205337	0.1544516	0.3328161	0.0690463	0.7104741	0.3075409	0.4704303	0.5196588	0.0173319	0.7162179	0.7023074	0.0498511	0.2371554	0.3169442
750	0.9229983	0.7094606	0.4679650	0.1747831	0.5911742	0.8222835	0.1829093	0.1382937	0.3509451	0.0403880	0.5942511	0.1794707	0.4525621	0.6007485	0.0050515	0.7461917	0.7505834	0.0601553	0.5287208	0.4252653
800	0.7692721	0.6718916	0.3407211	0.1900497	0.7732258	0.7424137	0.1424605	0.2707756	0.3881550	0.0582104	0.4971487	0.2044021	0.4241537	0.6890084	0.0129906	0.5547022	0.7162660	0.0586390	0.7175854	0.3255189
850	0.7049534	0.7231679	0.3288992	0.1326394	0.7998614	0.8051287	0.1490624	0.2694038	0.3736850	0.0400587	0.3365062	0.1954839	0.6153974	0.6651491	0.0032950	0.6538269	0.7568158	0.0348322	0.8531789	0.3668056
900	0.7649919	0.7503390	0.3140205	0.1660845	0.6416778	0.7463922	0.1309012	0.3991281	0.3946974	0.0330024	0.2201184	0.2551718	0.7314200	0.5659022	0.0066784	0.6348540	0.7463851	0.0454138	0.7659925	0.2664533
950	0.8685522	0.7325859	0.3873308	0.1360966	0.6099540	0.6663846	0.1004501	0.3700026	0.3375595	0.0188434	0.2264917	0.2298909	0.5825526	0.5485210	0.0179424	0.5732865	0.5370629	0.1050468	0.8335059	0.2479174
1000	0.8108713	0.6462655	0.2833731	0.1697448	0.7055482	0.9425419	0.2213413	0.4643864	0.4355369	0.0090374	0.1843609	0.1817557	0.6236864	0.6286021	0.0088992	0.6329210	0.5939213	0.0820960	0.5397650	0.2113723

0	0.7722739	0.8123941	0.3294340	0.1929561	0.7043271	0.6690876	0.1424599	0.5181014	0.5208724	0.0193633	0.2497913	0.2184579	0.6403457	0.4842225	0.0402646	0.8758768	0.4741023	0.0757603	0.6543725	0.2000086
50	0.3473151	0.6994318	0.2165985	0.0557693	0.6544375	0.5570366	0.2118723	0.4407937	0.4718522	0.0336496	0.1069389	0.4267823	0.6373158	0.4105461	0.0632294	0.8103031	0.4338829	0.0346969	0.7178855	0.1222621
100	0.3511151	0.7913823	0.2546285	0.0125611	0.8265451	0.5376012	0.2827216	0.5178012	0.4260154	0.0065715	0.1495058	0.2981448	0.6440959	0.4196394	0.0450911	0.8723908	0.3585268	0.0432958	0.6210642	0.1375687
150	0.3861920	0.5931258	0.3615733	0.0123219	0.7912422	0.5091684	0.3517160	0.5392257	0.4616567	0.0057810	0.2006832	0.4027176	0.7666503	0.4865273	0.0704073	0.7535091	0.4876348	0.0529931	0.6389133	0.1594853
200	0.2866627	0.6985405	0.4318917	0.0346605	0.6901143	0.6057102	0.4266556	0.4930818	0.4710619	0.0163127	0.1665933	0.4425158	0.7352121	0.4360699	0.1384721	0.7117704	0.4291893	0.0640268	0.5797632	0.1302450
250	0.3454418	0.5724562	0.5612709	0.0118779	0.7245353	0.5353808	0.4965731	0.5045279	0.5150238	0.0388871	0.1953391	0.3961841	0.6847568	0.4784943	0.0777710	0.7259082	0.5611435	0.0359642	0.5518261	0.1465434
300	0.2722364	0.6350518	0.4495943	0.0240973	0.8952898	0.4655726	0.3369730	0.6325443	0.6323301	0.0615424	0.1994726	0.4734098	0.6503811	0.4049896	0.0877164	0.7119887	0.4542111	0.0505201	0.3972765	0.1378514
350	0.2787982	0.6199728	0.4843680	0.0323279	0.6754615	0.4891729	0.3399024	0.6196849	0.6173751	0.0544044	0.2391421	0.4281931	0.7271663	0.5616292	0.0167660	0.6804422	0.4506790	0.0267256	0.5213353	0.1669740
400	0.3657086	0.6170333	0.5522290	0.0128503	0.7786086	0.5140276	0.4520153	0.5710035	0.5401099	0.0743076	0.2747634	0.4270738	0.6104827	0.5150948	0.0397863	0.6729694	0.4518793	0.0320095	0.5506611	0.2072313
450	0.3340392	0.5068516	0.4074849	0.0544127	0.7611030	0.5049717	0.5166455	0.5655385	0.5032616	0.0670560	0.2644386	0.3336784	0.6293728	0.6108076	0.0186930	0.7918629	0.5623662	0.0263226	0.7015544	0.3161352
500	0.2829433	0.4095984	0.4586122	0.0189993	0.7463761	0.4799136	0.4414832	0.5513969	0.5599799	0.0901631	0.2260948	0.3887143	0.6786238	0.5816773	0.0301564	0.7733185	0.5795709	0.0174745	0.6887431	0.2191800
550	0.6870213	0.5866018	0.5432854	0.2158075	0.7264500	0.5838755	0.4168497	0.5363755	0.5203890	0.0732347	0.1282717	0.5025614	0.7908886	0.4302321	0.0307512	0.7719384	0.5349969	0.0596638	0.6049116	0.1949512
600	0.6797798	0.6046779	0.5657882	0.1519196	0.8738665	0.5156542	0.2407189	0.6576043	0.5286784	0.0687689	0.2015621	0.4100509	0.6749666	0.5779380	0.0492077	0.6462586	0.5138754	0.0955026	0.6907406	0.1911244
650	0.8208839	0.7910798	0.4317359	0.2010866	0.6470454	0.5924870	0.1536513	0.6142191	0.5180051	0.0529385	0.2300402	0.3603970	0.6158897	0.4819073	0.0643141	0.6009799	0.5494613	0.0989855	0.6983471	0.3039002
700	0.7750414	0.7717451	0.2985739	0.2301138	0.7093037	0.5926544	0.1559750	0.4517850	0.4973486	0.0232209	0.2025248	0.2958803	0.6585474	0.4213419	0.0259351	0.8138297	0.5467246	0.1465782	0.6711873	0.1587005
750	0.6875711	0.6604667	0.3179345	0.1792666	0.7013117	0.6887304	0.1718486	0.5563909	0.5065088	0.0087003	0.2129408	0.3041998	0.6770853	0.5433999	0.0423155	0.6780966	0.5398779	0.0873250	0.6163174	0.1419205
800	0.7005050	0.6461259	0.4029173	0.1887436	0.7114211	0.6275174	0.1116092	0.5105392	0.4234443	0.0028410	0.2101273	0.2441136	0.6955253	0.5120915	0.0334910	0.6047452	0.4929613	0.0982380	0.7890673	0.1524483
850	0.8129326	0.7483376	0.3709351	0.1604161	0.8188242	0.7324170	0.2028232	0.4484706	0.5285118	0.0250838	0.1488083	0.3464341	0.7375279	0.5860987	0.0295409	0.6194043	0.3567309	0.1238796	0.6604107	0.1588712
900	0.7335558	0.6538169	0.3145217	0.1728714	0.6540187	0.6699084	0.1780783	0.4924717	0.4955214	0.0021797	0.1544328	0.3485139	0.7346130	0.4445858	0.1157461	0.6717666	0.3624568	0.1378681	0.6988764	0.1754447
950	0.6852068	0.7235048	0.3031686	0.1776971	0.7083266	0.7180806	0.1210127	0.4358558	0.4426509	0.0082488	0.1493490	0.3149291	0.5894327	0.4500981	0.0806736	0.7118949	0.4530445	0.1509685	0.5429490	0.1443726
1000	0.7054333	0.5874269	0.3393377	0.1472121	0.6948037	0.6432381	0.1018924	0.4837142	0.4325128	0.0143496	0.1350365	0.4119284	0.7464056	0.4422256	0.0342600	0.6800626	0.5174953	0.1026973	0.7053182	0.1560688

0	0.6956116	0.7716608	0.3158677	0.1910509	0.7161502	0.7024063	0.1403277	0.5505064	0.3965824	0.0214328	0.2672229	0.2881483	0.7476689	0.4406103	0.0357528	0.6480933	0.5077930	0.1056139	0.5958119	0.1759796
50	0.7467107	0.6745216	0.3945896	0.0748813	0.6577491	0.5138070	0.1796401	0.5668223	0.2791403	0.0282237	0.1886956	0.0310985	0.3737601	0.5045249	0.3807461	0.6723854	0.5270801	0.0823017	0.1757287	0.5612295
100	0.6894610	0.7039279	0.3476780	0.0064069	0.8262883	0.4244449	0.1888936	0.4347143	0.3012453	0.0177573	0.2237641	0.0250678	0.2632837	0.2459704	0.5065158	0.7996452	0.6643630	0.0767842	0.0593470	0.6266956
150	0.7604894	0.7217587	0.3364113	0.0022526	0.7095947	0.4324786	0.2050956	0.4464081	0.2935648	0.0491965	0.3319702	0.0133598	0.3340660	0.1956300	0.5544956	0.8650945	0.6262902	0.0896841	0.0156986	0.6150105
200	0.6912280	0.6424108	0.3561876	0.0024995	0.6628707	0.3331902	0.1484943	0.3835255	0.2919422	0.0452606	0.5508532	0.0005787	0.3058284	0.1500029	0.6008481	0.7188599	0.6424904	0.0808180	0.0289507	0.6102076
250	0.6972913	0.7367585	0.3060892	0.0123711	0.7313972	0.2871384	0.1248431	0.2847730	0.2685694	0.0661734	0.6158568	0.0046127	0.1646686	0.1948016	0.7273364	0.7021528	0.5980512	0.0482724	0.0033329	0.5280843
300	0.7507108	0.6576852	0.3101843	0.0034252	0.7577130	0.3034224	0.1419388	0.1589271	0.2455529	0.0693059	0.7503059	0.0018050	0.1080810	0.2313534	0.6512594	0.5930937	0.7407705	0.0257373	0.0015601	0.7025968
350	0.6041614	0.8579675	0.3939545	0.0010885	0.7037012	0.3579902	0.1485280	0.1409024	0.2131761	0.0857917	0.6081141	0.0016406	0.0924480	0.2226622	0.5429706	0.6903852	0.7070761	0.0333047	0.0007652	0.6199700
400	0.6474904	0.6909439	0.3397661	0.0028066	0.6426833	0.3588853	0.1386633	0.1438364	0.2615341	0.0320134	0.7426457	0.0037200	0.0681461	0.2150858	0.6065774	0.7006606	0.7426925	0.0194643	0.0003140	0.7288249
450	0.8178721	0.6665939	0.3097676	0.0012394	0.7958466	0.4281998	0.1539071	0.0991747	0.2559407	0.0486925	0.6146316	0.0184693	0.1135573	0.1727870	0.6758881	0.7958185	0.6446412	0.0440762	0.0006281	0.7300623
500	0.6024308	0.7174026	0.4148795	0.0039059	0.6095094	0.3868140	0.1455667	0.1733275	0.3227305	0.0786135	0.6406935	0.0094139	0.1658872	0.1812736	0.6248638	0.7164578	0.8300390	0.0381533	0.0006162	0.6034038
550	0.7301918	0.7401912	0.3164115	0.1347403	0.6252586	0.5349198	0.1802479	0.1769580	0.2947659	0.0876933	0.7426322	0.2296747	0.5295658	0.2456706	0.2456149	0.7338843	0.6537611	0.0485390	0.0166889	0.3991072
600	0.6731511	0.6647072	0.2742559	0.1538213	0.6830293	0.7953364	0.1632494	0.1351119	0.3674814	0.0651224	0.8629340	0.2019809	0.4123737	0.2415938	0.0828013	0.7901750	0.6723642	0.0526927	0.0437995	0.4655913
650	0.7205052	0.6226500	0.2939866	0.1572979	0.7197516	0.6539559	0.2232310	0.1938726	0.2716548	0.0916813	0.8099083	0.2373542	0.4205112	0.4729017	0.0316229	0.5948371	0.6291552	0.0320440	0.2449833	0.3750127
700	0.8074948	0.6321223	0.2734815	0.1298122	0.7183162	0.7424088	0.1522533	0.1895726	0.3979558	0.0719044	0.5236171	0.2805472	0.4319837	0.5771752	0.0210923	0.7118054	0.6916345	0.0292423	0.4254169	0.3870683
750	0.6585812	0.8810203	0.3135970	0.1537310	0.6212547	0.8096934	0.1814485	0.1645263	0.3945968	0.0865694	0.4924026	0.2491156	0.4586325	0.6505791	0.0109083	0.8264358	0.6744055	0.0495460	0.6552413	0.3269039
800	0.7983482	0.7031789	0.2389729	0.1425568	0.6763357	0.8685353	0.1951563	0.1944262	0.3136249	0.0597062	0.2841654	0.2527779	0.5620326	0.5684674	0.0037131	0.6996644	0.5663727	0.0395537	0.7109603	0.3652190
850	0.7625837	0.8177888	0.3505695	0.1414243	0.6556614	0.7139113	0.1697073	0.4009698	0.3064028	0.0349540	0.3098316	0.2290488	0.6392965	0.6236360	0.0009176	0.6708683	0.6362981	0.0528490	0.7389363	0.2667725
900	0.8022175	0.8154932	0.3099568	0.1451950	0.6191608	0.6442216	0.1725709	0.3903655	0.4307020	0.0191981	0.1924523	0.1937501	0.6668180	0.5190107	0.0051382	0.7961448	0.5605831	0.1150417	0.6960126	0.1326732
950	0.7793249	0.8499137	0.3549564	0.1720772	0.6580015	0.8601888	0.1521342	0.4756462	0.5358534	0.0170524	0.1882958	0.3050630	0.7828003	0.4253546	0.0059184	0.7742326	0.4936468	0.0554529	0.8418342	0.1337212
1000	0.6618018	0.6459576	0.4094597	0.2700046	0.7958136	0.6722660	0.1266163	0.4625729	0.4342899	0.0124189	0.3195727	0.2158971	0.7875173	0.4872195	0.0205858	0.7810307	0.5221883	0.0912609	0.7672202	0.1635995

0	0.6758508	0.7746579	0.3116969	0.1756398	0.8975653	0.6424550	0.1826458	0.5471333	0.4232404	0.0121452	0.1784006	0.2694368	0.7648771	0.5815521	0.0342158	0.7600551	0.4544242	0.1157788	0.7914660	0.2158504
50	0.6684688	0.7720371	0.3110043	0.0760410	0.6433775	0.7770148	0.0624420	0.5096626	0.5222435	0.0047358	0.1967177	0.2304903	0.6625491	0.5783464	0.0369371	0.2909289	0.5622822	0.0808802	0.5457718	0.5250329
100	0.6606568	0.7695779	0.3053349	0.1593556	0.7149635	0.8271027	0.0451575	0.4511758	0.4293595	0.0131255	0.2161522	0.2967548	0.7937102	0.6140235	0.0214710	0.1130042	0.5383609	0.0604629	0.6959262	0.5284959
150	0.6386976	0.7540612	0.2605176	0.0582311	0.7547052	0.5840339	0.0375258	0.3972229	0.2873359	0.0215564	0.2115390	0.1202871	0.6901456	0.7885702	0.0185060	0.1522619	0.4374733	0.1071364	0.7422843	0.4657400
200	0.9000427	0.6934417	0.3862816	0.0648963	0.7367131	0.6973681	0.0068478	0.4862365	0.4067134	0.0033441	0.1690955	0.2390527	0.8042460	0.6338482	0.0111433	0.1781285	0.6814618	0.0857428	0.6518832	0.5302290
250	0.8233323	0.7114628	0.2729532	0.0551361	0.7698357	0.6552525	0.0070692	0.3583841	0.3337592	0.0032887	0.2514910	0.2250559	0.7771045	0.7831611	0.0129263	0.1500710	0.4584517	0.0587143	0.7539472	0.6638683
300	0.6096422	0.6183813	0.3651584	0.0700652	0.6607790	0.6822053	0.0473184	0.5105686	0.3161094	0.0156393	0.2160396	0.2363441	0.7645221	0.7608489	0.0057965	0.1760070	0.4655010	0.0841071	0.6451909	0.6323218
350	0.7194957	0.7398335	0.3153410	0.0604960	0.7926607	0.8249749	0.0239202	0.4497735	0.3459304	0.0049200	0.1411821	0.2259306	0.7428704	0.6642502	0.0148576	0.2005711	0.5555704	0.0746771	0.7182741	0.6354444
400	0.6679424	0.7672746	0.3259863	0.0996226	0.7880231	0.8653848	0.0135979	0.4909546	0.3611887	0.0114487	0.1769715	0.1688708	0.6822062	0.6750594	0.0079462	0.1483216	0.4638334	0.0938342	0.7052064	0.4424562
450	0.6516597	0.7371636	0.3361383	0.0916076	0.7844811	0.7557240	0.0284433	0.3924054	0.2802768	0.0061031	0.2041992	0.3541382	0.7859811	0.7704430	0.0142096	0.2277684	0.3563999	0.0852089	0.7446147	0.6173650
500	0.7311020	0.6516850	0.4514777	0.0791145	0.7718134	0.7067622	0.0096057	0.5384439	0.3894373	0.0051254	0.2036266	0.2046022	0.6567728	0.6545781	0.0018295	0.1503313	0.4120674	0.0935352	0.6266525	0.5466894
550	0.6619033	0.7732775	0.3132976	0.1240461	0.6138572	0.7648653	0.0854678	0.3748660	0.3274422	0.0042208	0.1734474	0.1807213	0.6377282	0.5068331	0.0046617	0.5255029	0.4356176	0.0827279	0.6899793	0.3784400
600	0.6625284	0.7001772	0.2687152	0.1519901	0.6736761	0.7377694	0.1496258	0.4570581	0.3838750	0.0050620	0.1672876	0.2824449	0.7512557	0.5841536	0.0246686	0.8354022	0.4896656	0.0825039	0.4667549	0.2295294
650	0.7007271	0.8105060	0.1887754	0.2346582	0.7207246	0.7648040	0.1960022	0.3546056	0.4025874	0.0114692	0.1900715	0.2495909	0.6519576	0.4346322	0.0333290	0.7030817	0.4686227	0.0903630	0.7004225	0.1497294
700	0.5857447	0.6658692	0.3566977	0.1470101	0.6688124	0.7267880	0.1524748	0.4218417	0.4095266	0.0142753	0.2440985	0.3396409	0.7857958	0.3882420	0.0332915	0.8247161	0.4466497	0.0973259	0.7367568	0.2142116
750	0.7880653	0.5394071	0.3415594	0.2095362	0.7606339	0.6523687	0.1545831	0.6059472	0.5197868	0.0059432	0.2202843	0.3033662	0.5834484	0.4281343	0.0461188	0.7332091	0.5092083	0.0566224	0.7045553	0.1520352
800	0.6996287	0.6341500	0.3331583	0.2920282	0.6009615	0.6497833	0.1458660	0.4824534	0.4071661	0.0191144	0.2230154	0.2981714	0.8567693	0.5107858	0.0339704	0.6094196	0.4011081	0.0841164	0.6760974	0.1315089
850	0.6368099	0.8537316	0.2961586	0.1901605	0.6829293	0.5991261	0.1085376	0.4854606	0.4147410	0.0134248	0.1589887	0.2373026	0.7443369	0.4935426	0.0170279	0.6633185	0.5551415	0.0966062	0.7408393	0.1313723
900	0.7277991	0.6504682	0.4202574	0.1607688	0.6936388	0.7745556	0.1494614	0.4872484	0.4297361	0.0178759	0.1387928	0.3022764	0.7948597	0.5298519	0.0136719	0.7816207	0.5458667	0.0907297	0.7161552	0.2157742
950	0.7948760	0.6080317	0.2961118	0.2042651	0.7597072	0.7763724	0.1720143	0.4548579	0.4421681	0.0130526	0.1525649	0.3285054	0.8463245	0.4155850	0.0347676	0.7276247	0.5305185	0.1000147	0.7918195	0.2379405
1000	0.6336370	0.7447568	0.2826030	0.2230860	0.7296811	0.7710753	0.1898111	0.3683599	0.3737765	0.0198588	0.2360797	0.3907987	0.6711636	0.4398262	0.0612700	0.7626058	0.4699136	0.0746540	0.6895462	0.1970741

0	0.6344828	0.8145969	0.3496212	0.1424359	0.7901505	0.6668920	0.2375272	0.5248799	0.4006195	0.0142547	0.2051912	0.2516966	0.7298849	0.4063134	0.0284990	0.6842176	0.4967788	0.1374086	0.6042594	0.2479920
50	0.8550301	0.7277327	0.2932419	0.2469571	0.7688252	0.5861037	0.0585786	0.4389806	0.3876063	0.0136393	0.1741409	0.2732863	0.7170412	0.6450987	0.0311751	0.6819304	0.4819877	0.0986799	0.1806341	0.2902858
100	0.6612707	0.6972114	0.2767113	0.1745018	0.7606999	0.7619701	0.0027942	0.3707200	0.4467541	0.0124002	0.1059368	0.6245842	0.7139607	0.4539492	0.0279546	0.7268393	0.3325936	0.1742136	0.1156463	0.2276893
150	0.6805633	0.7949463	0.2064697	0.1774930	0.6963967	0.6120230	0.0076389	0.3925805	0.4429064	0.0116722	0.0829070	0.6391144	0.7853629	0.6292588	0.0068351	0.7161662	0.1776940	0.1935523	0.0533990	0.2133432
200	0.6941766	0.7475252	0.2515947	0.2050851	0.6877746	0.7174082	0.0026631	0.4782584	0.3801615	0.0087854	0.1873848	0.5683197	0.9118888	0.4954852	0.0061273	0.8229481	0.2186135	0.1347208	0.0286707	0.2037740
250	0.8031831	0.7097557	0.1948509	0.2308341	0.6654974	0.6970398	0.0011788	0.4469782	0.4339237	0.0059493	0.1732926	0.5422649	0.6489970	0.6067194	0.0166311	0.6328019	0.2837449	0.0983963	0.0320086	0.2052432
300	0.8974603	0.7335632	0.1591141	0.1932848	0.7456936	0.7337550	0.0050563	0.4392625	0.4306690	0.0091178	0.1738069	0.5342914	0.6905256	0.4955473	0.0108297	0.7785636	0.2955485	0.1727035	0.0321273	0.2350867
350	0.7489871	0.6947150	0.1959393	0.1774457	0.7652375	0.7660350	0.0006525	0.4854816	0.4158541	0.0157184	0.1907581	0.3258812	0.7714011	0.6237346	0.0173226	0.7730842	0.3660618	0.1632559	0.0197143	0.2312501
400	0.6356885	0.9092438	0.2501177	0.1962674	0.6225709	0.7423871	0.0002895	0.4706508	0.3984096	0.0104743	0.2390418	0.2178585	0.7234363	0.5554470	0.0077086	0.6739999	0.5897084	0.0964803	0.0129468	0.2782349
450	0.6481382	0.7584152	0.1961023	0.1544251	0.6554448	0.6550509	0.0014942	0.4492120	0.3739192	0.0151717	0.2826741	0.1979464	0.7121258	0.6362568	0.0029055	0.6198443	0.5357453	0.0565553	0.0188697	0.2441635
500	0.7711765	0.7376424	0.1791784	0.1863234	0.8206311	0.6893263	0.0041869	0.4096844	0.4853494	0.0092337	0.2469681	0.1569384	0.6748446	0.5988410	0.0070631	0.6293888	0.5576994	0.0560902	0.0137972	0.2400065
550	0.7845059	0.7160497	0.2125071	0.1814457	0.8528022	0.6663795	0.1510229	0.4692641	0.3822756	0.0004975	0.4809888	0.1149169	0.7103481	0.6655633	0.0126459	0.7513545	0.6084875	0.0444210	0.5880589	0.3109453
600	0.6823606	0.7170455	0.3823701	0.1943350	0.7082939	0.7363471	0.1398646	0.3650148	0.2427840	0.0102774	0.4362289	0.1410373	0.6705508	0.5883122	0.0049970	0.8094260	0.6128475	0.0419657	0.5712518	0.3025990
650	0.7206833	0.7231718	0.2954583	0.1982581	0.8251979	0.7601727	0.2389291	0.4111372	0.4441129	0.0308527	0.3130606	0.2635139	0.7959894	0.6218234	0.0204455	0.7587214	0.6968519	0.0955196	0.6715824	0.2513654
700	0.7261438	0.7736768	0.3137159	0.1167364	0.7976627	0.7620702	0.1758605	0.3710527	0.4244464	0.0666961	0.3037855	0.2738875	0.7078889	0.5447810	0.0137415	0.7518280	0.6216129	0.0328220	0.7745242	0.2242401
750	0.8370102	0.7595204	0.4596757	0.2165820	0.7294841	0.7153276	0.1324257	0.2615399	0.5465415	0.0360432	0.2658947	0.1963412	0.7211460	0.5354604	0.0072378	0.7009339	0.5894380	0.0420632	0.6182831	0.2077869
800	0.5700930	0.5488046	0.3322727	0.1664431	0.8276158	0.7772786	0.1810345	0.3229261	0.4614890	0.0041393	0.2374608	0.1975854	0.7367033	0.5507269	0.0266247	0.7308749	0.5756320	0.0832826	0.7669432	0.1765238
850	0.5991548	0.6889535	0.4132761	0.1845632	0.7176576	0.8528225	0.1664338	0.3901971	0.5729932	0.0167320	0.1680562	0.2244633	0.7469926	0.4257509	0.0271433	0.6869351	0.4928772	0.0810769	0.6777539	0.2020864
900	0.7785689	0.7721656	0.2973787	0.1919671	0.8372860	0.5979241	0.1756471	0.4206691	0.5412461	0.0188074	0.1386730	0.3770907	0.8541081	0.4077866	0.0246857	0.8304734	0.3929832	0.0575326	0.5353997	0.1697179
950	0.6768304	0.7575420	0.3492341	0.2132742	0.6183694	0.6693217	0.2449963	0.5087269	0.4582549	0.0133871	0.1466024	0.4719040	0.7748565	0.3642342	0.0802638	0.7829430	0.4584739	0.0927663	0.6727139	0.1239127
1000	0.7539748	0.7429982	0.3580587	0.1188997	0.7098638	0.6759091	0.2175620	0.4766035	0.4838738	0.0096792	0.1839952	0.3383283	0.6501979	0.3889418	0.0749278	0.7534131	0.3364850	0.1159354	0.5681258	0.1242810
