"Time"	G1	G2	G10	G20	G4	G17	G16	G9	G11	G18	G94	G56	G3	G5	G19	G13	G12	G14	G15	G50	G41	G51	G53	G52	G42	G55	G21	G22	G54	G40	G49	G44	G35	G39	G45	G48	G95	G61	G47	G98	G43	G8	G72	G67	G57	G79	G60	G82	G88	G80	G84	G81	G83	G89	G85	G77	G78	G91	G90	G75	G86	G59	G58	G99	G92	G69	G93	G87	G68	G34
550	0.4885912	0.0041006	0.3839236	0.3601111	0.5827965	0.3631225	0.5442553	0.0472117	0.3854806	0.6846396	0.7203592	0.4882676	0.0069706	0.2670020	0.4630193	0.3208840	0.7323222	0.4582485	0.3057087	0.2423393	0.1893467	0.4255183	0.2524477	0.5442692	0.4676476	0.0304115	0.1851491	0.4844082	0.0706628	0.3644379	0.5466975	0.7074543	0.7926617	0.2232784	0.4416435	0.3990151	0.5618803	0.4054230	0.2279895	0.7970782	0.0184868	0.3186447	0.7159036	0.6253414	0.5103433	0.7296799	0.3379472	0.0145162	0.0013260	0.0024525	0.6856407	0.3157124	0.6456016	0.4472834	0.1899825	0.0367265	0.5322831	0.2904284	0.6888966	0.4320150	0.6999147	0.1963016	0.0194868	0.5166276	0.1995756	0.3118203	0.2841764	0.6988557	0.1653197	0.6123589
600	0.3996270	0.0000159	0.3439975	0.2840709	0.7298833	0.4619792	0.4248756	0.1063624	0.3336372	0.6361829	0.7078017	0.4990732	0.0016334	0.3165411	0.2727855	0.3245814	0.7747787	0.5225806	0.3604040	0.3395760	0.2605811	0.3706934	0.2607286	0.4334999	0.4633759	0.0199968	0.1947251	0.6856594	0.0146066	0.3738167	0.5650223	0.6459367	0.5392095	0.2477003	0.2899002	0.3978408	0.7514949	0.5413985	0.3220875	0.5866962	0.0040477	0.3879954	0.7243058	0.6903945	0.5774482	0.7543654	0.2568411	0.0043425	0.0022246	0.0105547	0.6280809	0.3020972	0.6065567	0.4964697	0.2769594	0.0342843	0.6161985	0.3303816	0.8059359	0.2831246	0.5578258	0.2033709	0.0228959	0.7260677	0.1208620	0.3876534	0.3540348	0.7006042	0.2506738	0.6892311
650	0.3185259	0.0011588	0.3204561	0.2119115	0.6177228	0.5681234	0.5464191	0.0911873	0.4306150	0.5310230	0.6540547	0.6239740	0.0058267	0.3027276	0.2745204	0.3664773	0.8253060	0.4839453	0.2816228	0.3365911	0.1943534	0.3613790	0.2769441	0.4420652	0.4887436	0.0178561	0.2166723	0.6020630	0.0199944	0.3077272	0.4478298	0.6584197	0.5928863	0.2447900	0.3330960	0.4361847	0.7212368	0.4959902	0.1973026	0.6418680	0.0117291	0.3614561	0.6495405	0.6808924	0.6186736	0.7743952	0.3197984	0.0324697	0.0013836	0.0031181	0.6310829	0.4311248	0.5597948	0.3456821	0.2540677	0.0635911	0.7589543	0.2990362	0.5651776	0.3413955	0.6919879	0.2843247	0.0376024	0.7967493	0.0482106	0.2932061	0.2065291	0.6741050	0.2868720	0.5906622
700	0.3854379	0.0031145	0.4034308	0.1210627	0.6774167	0.5534980	0.5550403	0.1141822	0.3208760	0.4402193	0.6835624	0.4850991	0.0087887	0.3700315	0.3062718	0.3758283	0.6494501	0.6088694	0.4126063	0.2528685	0.1865151	0.3609498	0.2120078	0.3902181	0.5369721	0.0212602	0.1297447	0.6912687	0.0138115	0.3923560	0.4021911	0.7095634	0.6454470	0.2422044	0.2791066	0.3714445	0.7037739	0.5017647	0.1433798	0.7725623	0.0018438	0.3881941	0.6713539	0.8116069	0.6116060	0.8521943	0.2217270	0.0038665	0.0020490	0.0126997	0.7299191	0.3416314	0.4987135	0.3629042	0.2843743	0.0398266	0.6238537	0.3568531	0.7152712	0.3547408	0.6525020	0.2806194	0.0388057	0.8562097	0.0439617	0.2538083	0.2936882	0.6402344	0.2250829	0.6578102
750	0.3622874	0.0077283	0.4375920	0.1774415	0.6942583	0.6124113	0.5655636	0.1670835	0.3911141	0.4093744	0.6418264	0.4357761	0.0008619	0.3815335	0.2598468	0.5100290	0.7009697	0.4960534	0.2204123	0.3392400	0.1638166	0.3439479	0.3098590	0.3617929	0.4720979	0.0177903	0.1468983	0.6210802	0.0305378	0.2949284	0.5110660	0.5891868	0.5684643	0.3381452	0.3749528	0.3828239	0.6713134	0.5600560	0.2636293	0.7698409	0.0135672	0.3763847	0.7568944	0.7138441	0.5011018	0.8244786	0.2371820	0.0079667	0.0053301	0.0128367	0.7753708	0.3761826	0.4968544	0.4187970	0.1998890	0.0141585	0.6758799	0.3719993	0.5954332	0.4003079	0.7464978	0.2856097	0.0204716	0.7427098	0.0332990	0.2984064	0.2660185	0.5660579	0.2179058	0.7989113
800	0.4662301	0.0009978	0.3252781	0.1947217	0.6850586	0.6534830	0.6188722	0.1138707	0.3620740	0.3790184	0.6927886	0.5654188	0.0000000	0.3865986	0.2257229	0.4372756	0.7575469	0.5110296	0.3150989	0.2832388	0.1693500	0.2932884	0.1956694	0.3243759	0.4921523	0.0217832	0.1457752	0.6879365	0.0183692	0.4062047	0.4047696	0.6621406	0.6757465	0.3564499	0.3524354	0.3434278	0.6718755	0.4720570	0.2438797	0.6916695	0.0072908	0.4294355	0.6900118	0.6800282	0.4784993	0.6009605	0.2446942	0.0088090	0.0032212	0.0052196	0.6589727	0.3121799	0.4583844	0.3400525	0.2180099	0.0403369	0.6538380	0.3222399	0.5376087	0.3201500	0.7809359	0.3072775	0.0350435	0.8001543	0.0403854	0.3933708	0.2213916	0.6312443	0.2877743	0.5631336
850	0.4648986	0.0058836	0.3741744	0.1433877	0.6581169	0.6257096	0.6771495	0.1049999	0.3327941	0.3605058	0.7590258	0.4700926	0.0001760	0.4134192	0.2757279	0.4626583	0.6502145	0.4953994	0.3193150	0.2351298	0.1977417	0.3622417	0.1919995	0.2734310	0.4741805	0.0279745	0.2391421	0.5368495	0.0176542	0.4427348	0.4936559	0.7811424	0.5658739	0.2891053	0.3830358	0.4574728	0.5777740	0.3788067	0.2550075	0.6860215	0.0064031	0.2767827	0.6719547	0.7123953	0.6357902	0.6978651	0.1789283	0.0019543	0.0020284	0.0094696	0.7046150	0.3923771	0.3640293	0.3206001	0.2703486	0.0372006	0.6418080	0.3499946	0.6240332	0.4350641	0.6985148	0.2242078	0.0959719	0.7431191	0.0209923	0.3470763	0.2344400	0.7065382	0.3345829	0.7346190
900	0.4743989	0.0021800	0.3045192	0.1617817	0.7381070	0.5656021	0.7891746	0.0819494	0.3572370	0.3834205	0.7012437	0.4640867	0.0015716	0.4486665	0.2553520	0.4312912	0.6676032	0.5178899	0.2519305	0.2440784	0.2595766	0.2973833	0.2035387	0.3827035	0.4100017	0.0132670	0.2721024	0.5981893	0.0232361	0.4108594	0.5078100	0.5331656	0.5881655	0.3189106	0.4329332	0.4744093	0.7471523	0.4232690	0.2852029	0.7616176	0.0045756	0.3315334	0.5180521	0.6580749	0.6432893	0.7544384	0.2474817	0.0083257	0.0028184	0.0013525	0.6484623	0.2720140	0.5195559	0.3856558	0.2997678	0.0292285	0.6930988	0.2928999	0.6341476	0.4903259	0.6613404	0.3123237	0.0265408	0.6708389	0.0388628	0.2779718	0.2408742	0.8392050	0.3220968	0.6651305
950	0.3277710	0.0027173	0.3692098	0.1237041	0.6346484	0.5288824	0.5481107	0.1008754	0.4358062	0.3739484	0.7471019	0.4786458	0.0050284	0.2943144	0.3287844	0.4616133	0.6970033	0.3834150	0.3310999	0.2336895	0.2428650	0.3782591	0.2314331	0.3711416	0.5805272	0.0259811	0.2878865	0.6175980	0.0067800	0.5048139	0.5754210	0.7473282	0.6690898	0.2866235	0.4587527	0.3697022	0.7519329	0.4203671	0.2438273	0.5342013	0.0032716	0.3768905	0.6375874	0.7310254	0.5951123	0.7238754	0.1101921	0.0138507	0.0189694	0.0058244	0.7296087	0.2821721	0.4424606	0.4789875	0.2084623	0.0250612	0.9145163	0.3699448	0.6964214	0.4973857	0.6376826	0.2214755	0.0189062	0.7184451	0.0183536	0.3049956	0.2421679	0.7459037	0.3133211	0.6107194
1000	0.4333956	0.0004132	0.3170784	0.2446479	0.7086140	0.5518608	0.4696315	0.0924200	0.4659114	0.3652804	0.5986859	0.5010459	0.0019806	0.3452595	0.3006209	0.3939501	0.6643876	0.3973566	0.2729732	0.2408089	0.2061285	0.2562824	0.3002883	0.4299628	0.5889312	0.0541315	0.2856797	0.6049623	0.0145637	0.4492043	0.4711559	0.6726011	0.5955365	0.2740943	0.3554414	0.3717434	0.6821111	0.4326961	0.2555614	0.6960106	0.0063959	0.2992385	0.7002616	0.5981079	0.5276975	0.8253764	0.2079367	0.0117130	0.0041353	0.0060015	0.6766699	0.4933514	0.4277613	0.4140511	0.2706954	0.0360322	0.5785126	0.2767899	0.6776624	0.3329715	0.6512927	0.2932076	0.0337793	0.5923896	0.0180241	0.2894796	0.2724844	0.7261084	0.2057823	0.7116404

0	0.3608381	0.0003177	0.4021797	0.1603990	0.6708757	0.5765996	0.5414079	0.0877971	0.4321479	0.4892888	0.5669383	0.4769882	0.0024258	0.3563180	0.2609242	0.3483795	0.7506406	0.5365364	0.4358599	0.2540303	0.2249734	0.2475983	0.2699744	0.3495342	0.5494621	0.0133270	0.2001877	0.5900991	0.0079797	0.3663890	0.4905603	0.6961836	0.6446119	0.2764327	0.4691459	0.2702528	0.7042299	0.4482526	0.3145637	0.6797952	0.0069820	0.3778166	0.7163441	0.6846998	0.5468146	0.8413867	0.1747155	0.0305643	0.0143183	0.0044330	0.7897202	0.3678918	0.4926423	0.4061223	0.2947401	0.0390550	0.6949592	0.3718502	0.5045160	0.4086038	0.7991302	0.3830112	0.0339521	0.7096163	0.0473867	0.3382334	0.2222467	0.6910522	0.2375383	0.6448980
50	0.6104481	0.0000000	0.4119960	0.2189265	0.6009651	0.4172732	0.4849386	0.0863223	0.4409817	0.3506898	0.8307207	0.5145473	0.0002903	0.2824595	0.3480213	0.2866304	0.6467410	0.4973538	0.2400340	0.3101137	0.1776982	0.1277524	0.1006419	0.2141402	0.4000407	0.0325221	0.2700124	0.6181403	0.0331348	0.3945878	0.3199427	0.5898025	0.7250521	0.2256288	0.3365152	0.3735269	0.7199094	0.5864032	0.2168379	0.6569129	0.0021525	0.3451085	0.3320639	0.7438665	0.5926047	0.7613276	0.3387197	0.0016518	0.1328655	0.0070244	0.7045981	0.3985103	0.6840777	0.3546617	0.0985911	0.0117106	0.6210367	0.3357143	0.6938219	0.4025976	0.6776100	0.2526914	0.0219257	0.7468924	0.0273886	0.5203379	0.2805113	0.3812834	0.2474312	0.6688016
100	0.6590254	0.0031613	0.3357398	0.3124077	0.6985390	0.5948682	0.4692366	0.0451103	0.3485392	0.3624113	0.6648751	0.4625823	0.0004776	0.3004437	0.3474891	0.3149923	0.6299525	0.5435577	0.2087955	0.4220846	0.1539536	0.1283655	0.0871273	0.1824299	0.4747860	0.0163890	0.3295846	0.7676785	0.0490809	0.4229125	0.2940931	0.7130352	0.6160782	0.3563848	0.4190355	0.3364842	0.6608022	0.4612879	0.2188304	0.7233124	0.0048808	0.2903243	0.1974908	0.7672965	0.5624325	0.8023416	0.4802358	0.0024775	0.1589271	0.0019993	0.8507992	0.3823954	0.6257875	0.3212694	0.0659160	0.0271850	0.6015065	0.3650760	0.4373902	0.3491705	0.6216853	0.2492688	0.0302451	0.6101060	0.0274528	0.6576086	0.3241551	0.1999990	0.6178230	0.6453537
150	0.5524906	0.0088925	0.2837576	0.2986062	0.7269906	0.5236350	0.4321213	0.0331244	0.3098124	0.3940763	0.7606378	0.5148931	0.0013121	0.2645206	0.3535945	0.3316111	0.7056259	0.6234862	0.1984269	0.2466928	0.1419986	0.2266480	0.0451328	0.2803192	0.4704272	0.0181125	0.2682319	0.7083657	0.0193171	0.4319233	0.2577198	0.6088569	0.6459285	0.4231022	0.2732232	0.3766453	0.7580572	0.3327609	0.2032716	0.6629794	0.0023984	0.2720149	0.2175685	0.8241408	0.5222018	0.8021334	0.4553171	0.0089090	0.1978396	0.0101825	0.7530160	0.4288890	0.5931694	0.3964029	0.0494125	0.0642604	0.5997771	0.3104319	0.6290988	0.3284470	0.6773336	0.2713028	0.0414326	0.6106077	0.0392291	0.7500784	0.3085137	0.1846153	0.7150472	0.7170845
200	0.5266758	0.0093259	0.2010874	0.3248891	0.6503905	0.5239945	0.4691639	0.0423710	0.4519015	0.5002907	0.8034438	0.5026203	0.0034322	0.3287107	0.3540940	0.3021010	0.7694256	0.5228350	0.2582007	0.2626235	0.1329083	0.2436517	0.0480700	0.3543876	0.3757498	0.0237100	0.3956264	0.7257430	0.0279541	0.3958070	0.1478762	0.6590788	0.6758259	0.5964711	0.4115306	0.3594014	0.6534353	0.4140521	0.1783330	0.7694872	0.0023181	0.3293454	0.1817252	0.7934333	0.5125535	0.6791681	0.3979742	0.0050021	0.2208994	0.0156076	0.7442911	0.3998679	0.7516347	0.4671218	0.0731287	0.0366845	0.5560934	0.3318273	0.4535340	0.3530531	0.6651577	0.2783224	0.0304518	0.7712270	0.0450870	0.6168967	0.2821170	0.2549574	0.6205566	0.8136103
250	0.5960332	0.0012076	0.3205372	0.3154209	0.6871575	0.4240882	0.4130183	0.0200148	0.3531890	0.3366899	0.7920501	0.4957223	0.0008475	0.2597937	0.3666832	0.2990484	0.6611543	0.5100321	0.2980605	0.2782610	0.1849975	0.2168346	0.0543533	0.3944893	0.3666527	0.0322556	0.3944485	0.6584950	0.0202085	0.2742338	0.1502580	0.6104202	0.7538473	0.5141480	0.3944259	0.4967355	0.6567864	0.5159064	0.2418721	0.6476166	0.0079393	0.2124727	0.1701566	0.7789592	0.4871884	0.7723800	0.4282543	0.0073530	0.2258653	0.0053360	0.6960647	0.4737271	0.6436694	0.4052206	0.0736953	0.0297914	0.6930180	0.3933469	0.3022768	0.3528062	0.5837822	0.3421920	0.0212738	0.5938167	0.0304866	0.6998664	0.2549404	0.2703647	0.7043784	0.6554517
300	0.5122340	0.0016941	0.3269095	0.3188077	0.7067503	0.4631773	0.3460122	0.0309058	0.3413112	0.4264203	0.7514565	0.4892019	0.0004142	0.3777839	0.3873516	0.3013139	0.7872871	0.4165498	0.2887350	0.3154095	0.1753963	0.2309260	0.0641267	0.4164923	0.4120349	0.0166465	0.3943525	0.7223937	0.0226092	0.3637680	0.1262707	0.6576342	0.7761284	0.5998006	0.4154816	0.3581813	0.7064065	0.4391837	0.2604292	0.8201992	0.0038263	0.2475101	0.1542617	0.6677425	0.4807967	0.6563552	0.4517686	0.0025048	0.1827331	0.0089690	0.7463875	0.4660789	0.5915747	0.4346597	0.0313100	0.0258202	0.6574256	0.3732922	0.4562845	0.4441398	0.7217183	0.3662138	0.0310299	0.7933495	0.0173386	0.6905204	0.3501460	0.2296681	0.7293243	0.6719007
350	0.6775942	0.0082098	0.3593176	0.3813509	0.6758418	0.4320887	0.3299269	0.0387224	0.3736845	0.3487515	0.7203444	0.4770412	0.0094914	0.3033132	0.3994501	0.2738354	0.6942139	0.4934743	0.2785119	0.3264842	0.1765824	0.3161924	0.1143479	0.3611931	0.4978474	0.0210790	0.3105099	0.6772324	0.0272294	0.4717481	0.2109209	0.7544016	0.6057051	0.6544581	0.3085420	0.4562397	0.6682913	0.5647996	0.3029261	0.7989855	0.0031545	0.2300463	0.2209263	0.7994596	0.5617656	0.7129134	0.4219454	0.0064915	0.1495183	0.0084588	0.6453451	0.5231856	0.6117857	0.3098287	0.0146464	0.0360748	0.5709645	0.4233603	0.6746967	0.4416020	0.7269555	0.3022184	0.0467120	0.6028132	0.0326323	0.6508478	0.2705545	0.1606509	0.7209649	0.7317146
400	0.5631940	0.0016168	0.3044195	0.3253476	0.7405260	0.4053726	0.3538389	0.0340509	0.4050283	0.4277372	0.7639562	0.4579024	0.0028469	0.2842558	0.3727567	0.2518214	0.8169126	0.6083066	0.2621221	0.3906943	0.2315094	0.1968426	0.0741500	0.3466888	0.5447870	0.0068638	0.3085320	0.6307395	0.0454686	0.4285730	0.2120157	0.7865603	0.5860672	0.5705904	0.2477194	0.4282375	0.6370115	0.4603764	0.2925430	0.6228664	0.0023402	0.2655303	0.2116631	0.6600092	0.5258705	0.7178383	0.4993571	0.0027346	0.1903773	0.0210367	0.6390900	0.5236826	0.5363557	0.3958579	0.0124256	0.0270825	0.6979709	0.3787086	0.5789743	0.4550438	0.7445932	0.2806412	0.0490160	0.7328331	0.0170445	0.6556390	0.2097503	0.1537704	0.5652334	0.6411542
450	0.6290396	0.0089223	0.2412704	0.3186048	0.6917376	0.5183169	0.3907018	0.0526188	0.3480552	0.5033698	0.5742971	0.4018248	0.0037116	0.3293970	0.4130183	0.3048256	0.6700494	0.7122789	0.3035172	0.2784974	0.1912519	0.1898937	0.0599871	0.3332692	0.4635660	0.0254459	0.2818181	0.7181249	0.0618917	0.4380404	0.2103183	0.6912108	0.6621258	0.6512934	0.3129785	0.4594355	0.7457860	0.4607634	0.2821161	0.7149439	0.0054265	0.2487916	0.1944410	0.6188901	0.3808072	0.6727518	0.5080889	0.0037817	0.1706681	0.0045668	0.7646178	0.6928841	0.6570945	0.3568480	0.0108264	0.0305366	0.6198581	0.3400511	0.5637886	0.3212491	0.7664550	0.2156988	0.0098844	0.7030698	0.0276481	0.5781445	0.3089558	0.2468248	0.6078702	0.6825288
500	0.5429991	0.0051768	0.2834575	0.3496312	0.7415464	0.4058633	0.3767951	0.0323869	0.4182861	0.4466383	0.6912208	0.4744724	0.0015130	0.3544666	0.3643448	0.2870410	0.6480719	0.5365940	0.2530927	0.2124979	0.1426562	0.2441789	0.0671419	0.3823970	0.4642259	0.0283566	0.3736188	0.7071430	0.0297852	0.4579042	0.1642235	0.7106481	0.7562213	0.5839928	0.3134115	0.3669151	0.7437145	0.5330573	0.3080329	0.7253251	0.0014646	0.2763699	0.1752028	0.8569989	0.6389726	0.7723703	0.3703003	0.0164569	0.2224580	0.0060388	0.7845673	0.4295294	0.5918061	0.4776479	0.0297526	0.0301683	0.6141221	0.3068465	0.4771214	0.3104492	0.8276789	0.2429298	0.0189884	0.6051725	0.0172501	0.7243378	0.2306384	0.2711981	0.5930973	0.7620184
550	0.4372399	0.0010006	0.3358138	0.4141746	0.6340285	0.5098424	0.4746143	0.0357482	0.2915933	0.4834410	0.7230161	0.5570402	0.0004234	0.3640694	0.3822910	0.2704674	0.6269548	0.5185724	0.3283814	0.3361856	0.2226751	0.4192603	0.1664432	0.5127400	0.4066212	0.0194451	0.2684968	0.5285620	0.0132947	0.4212361	0.3923629	0.5772904	0.8327038	0.6408825	0.4724296	0.4143425	0.7094153	0.4859451	0.1926688	0.7580268	0.0023276	0.2751670	0.5757786	0.6996661	0.6378376	0.7116916	0.2506460	0.0044724	0.0500491	0.0039585	0.6355449	0.3693511	0.5962516	0.4302012	0.1080678	0.0463327	0.6746983	0.3688786	0.3870443	0.3624309	0.7541861	0.2889949	0.0377138	0.8048208	0.0290911	0.4577567	0.2504904	0.6265315	0.5021959	0.7962797
600	0.4240201	0.0012174	0.2671745	0.3358042	0.7449395	0.4633755	0.4168337	0.0633441	0.4218872	0.5872542	0.7587062	0.5185837	0.0026958	0.4894582	0.3953191	0.2850961	0.6742986	0.4734851	0.3056999	0.3120477	0.1754976	0.3678701	0.1552023	0.3639020	0.5733033	0.0163492	0.2807539	0.5100681	0.0111231	0.3986121	0.5057857	0.5994006	0.7360447	0.4214276	0.4379030	0.4107144	0.6448309	0.4369328	0.2337060	0.7735615	0.0031775	0.2822514	0.7231437	0.7122516	0.5812296	0.6521633	0.3099136	0.0141391	0.0148097	0.0131317	0.7607549	0.3357127	0.4774437	0.4187621	0.1901702	0.0403361	0.6182509	0.2677036	0.4720663	0.3863111	0.7514656	0.2948276	0.0208576	0.8032485	0.0167728	0.3269308	0.2648799	0.6092799	0.4033258	0.7263799
650	0.4615047	0.0000000	0.3308552	0.2731939	0.6878721	0.6528735	0.5812154	0.0774330	0.4831845	0.3733583	0.6416368	0.4382311	0.0062365	0.3586508	0.3150930	0.3550512	0.8432216	0.4856968	0.3417662	0.2031683	0.1761001	0.3547679	0.2319953	0.3820251	0.6442934	0.0326404	0.2994811	0.5987341	0.0051915	0.3717128	0.5921366	0.6987878	0.6600467	0.2396662	0.3901436	0.4862086	0.6487911	0.3963249	0.2183671	0.8308063	0.0047955	0.2922481	0.7089358	0.7630425	0.4292169	0.6241699	0.2414517	0.0163980	0.0336469	0.0049264	0.7792293	0.3055666	0.5479687	0.3431283	0.2261482	0.0320062	0.6205491	0.3836757	0.6397166	0.4238115	0.7509831	0.2425189	0.0200334	0.7741807	0.0184150	0.3760986	0.2190956	0.6601308	0.3008090	0.5929574
700	0.3659936	0.0072581	0.3197281	0.1823982	0.6257684	0.5457119	0.5588474	0.1235773	0.3560652	0.4576159	0.6201531	0.5789081	0.0012878	0.3273773	0.2160520	0.4589836	0.7252487	0.4857813	0.3911774	0.3023242	0.1813359	0.3714173	0.3216284	0.4135069	0.6885284	0.0246353	0.2386325	0.5249773	0.0009583	0.3666435	0.4576403	0.7734187	0.6582031	0.3905673	0.3221051	0.3899139	0.7400330	0.5519556	0.3046305	0.6628225	0.0159521	0.4097853	0.7240617	0.6745088	0.6117001	0.7191740	0.2523036	0.0201354	0.0055821	0.0026688	0.8003946	0.4036348	0.4488130	0.4075737	0.1963796	0.0178840	0.5798149	0.3709117	0.7137258	0.3934831	0.6513925	0.2588428	0.0364753	0.7339257	0.0268716	0.3385796	0.2631649	0.7738562	0.3008366	0.6131384
750	0.4441510	0.0037319	0.3321027	0.1075684	0.7131276	0.6197350	0.6587610	0.1025416	0.4066878	0.4964737	0.6988768	0.4081440	0.0032114	0.3615598	0.2935290	0.2813744	0.7037635	0.4616121	0.3216216	0.2458291	0.2086009	0.4121196	0.2640311	0.3273726	0.5996207	0.0266475	0.2222029	0.6430056	0.0133113	0.2872577	0.5441679	0.5883796	0.6837852	0.2401125	0.4750330	0.4011343	0.6949446	0.4718940	0.2424916	0.6548758	0.0013624	0.4056170	0.6391093	0.7426870	0.5096388	0.7319535	0.1649567	0.0090756	0.0039437	0.0017623	0.7380967	0.3832190	0.4998729	0.3700420	0.2387203	0.0242491	0.5377591	0.3753461	0.5242202	0.3605755	0.7489832	0.2093614	0.0105014	0.7809003	0.0156282	0.2741055	0.3085520	0.8102439	0.3119481	0.6541946
800	0.4352935	0.0012382	0.3334330	0.1103940	0.7140070	0.5775977	0.7789361	0.1446892	0.4276673	0.4081445	0.5543301	0.4015810	0.0048909	0.4055619	0.1916194	0.3898964	0.7720359	0.4046378	0.2780070	0.2749907	0.1644121	0.2720681	0.2744807	0.2584685	0.5978450	0.0157171	0.3026680	0.6513789	0.0044279	0.3019041	0.4644002	0.6301115	0.5933894	0.2918358	0.4145489	0.3559351	0.7614622	0.5492431	0.1777712	0.7144790	0.0003958	0.3347407	0.6818704	0.6451874	0.6359821	0.7264483	0.1468534	0.0043316	0.0047709	0.0149748	0.6360623	0.4003241	0.5852962	0.4155069	0.2828966	0.0256060	0.6909933	0.4342969	0.4658805	0.4086975	0.6806735	0.2422055	0.0215032	0.7606307	0.0359605	0.3733871	0.3571182	0.7526119	0.1990334	0.7638710
850	0.4027539	0.0026019	0.3177505	0.1666445	0.6530872	0.5419312	0.6784598	0.0942091	0.4399836	0.4313046	0.7296739	0.5531593	0.0010487	0.3979216	0.1989916	0.3977436	0.6006772	0.5242865	0.2426716	0.2022743	0.2812009	0.3404450	0.3126071	0.3732059	0.5229194	0.0159946	0.3173773	0.5024853	0.0050368	0.4051459	0.5090189	0.7078565	0.7931993	0.3791219	0.3990788	0.4411917	0.7866705	0.4449902	0.3352328	0.7034490	0.0019466	0.3968430	0.6936251	0.6864488	0.5709141	0.6533939	0.1865130	0.0161723	0.0035303	0.0015916	0.6732189	0.3622578	0.4857139	0.3834774	0.2016348	0.0368415	0.5032260	0.3089046	0.3782320	0.3822203	0.8414887	0.3462388	0.0272929	0.7260273	0.0222008	0.2774996	0.3371446	0.6777218	0.2533599	0.8657784
900	0.4080524	0.0033784	0.4260604	0.2160430	0.6425354	0.5107626	0.4740138	0.0996827	0.4011507	0.4394320	0.7290843	0.4290690	0.0013485	0.4150089	0.2039782	0.3429621	0.7803104	0.4572610	0.3139822	0.2500888	0.2312089	0.3191375	0.2707193	0.3728246	0.5802513	0.0244336	0.1997530	0.5490085	0.0119867	0.3184410	0.5323956	0.6500444	0.7058581	0.2465232	0.4366826	0.3847635	0.6197626	0.3990827	0.2358446	0.6892691	0.0006608	0.2777478	0.7748226	0.7112498	0.4472260	0.7553954	0.1919933	0.0094837	0.0027451	0.0028723	0.7460441	0.3069381	0.4789289	0.3677525	0.2884933	0.0442957	0.5857962	0.3095367	0.5584999	0.4069684	0.7146617	0.2303336	0.0206605	0.7344559	0.0475065	0.3138911	0.3248391	0.7397919	0.3141215	0.7520814
950	0.5275534	0.0006240	0.3084952	0.2222093	0.6559362	0.6515454	0.4648627	0.1008299	0.4494408	0.4546657	0.7356498	0.4897986	0.0013709	0.3645332	0.2577786	0.4492188	0.7494399	0.4762429	0.3441119	0.2567095	0.2716157	0.2970520	0.2992693	0.4406855	0.5911464	0.0111239	0.2078832	0.6092717	0.0085496	0.3422825	0.4947626	0.6907420	0.7448030	0.3429413	0.3546847	0.4026440	0.6813912	0.3948544	0.2488546	0.6442190	0.0023177	0.2829484	0.6989238	0.7012127	0.5399562	0.5806562	0.2269216	0.0030485	0.0022566	0.0155535	0.7536614	0.3337259	0.5840055	0.3947053	0.2830919	0.0273053	0.6259480	0.3631394	0.5595594	0.4206587	0.7705082	0.2868253	0.0126306	0.6974676	0.0371437	0.3138174	0.3236393	0.6379889	0.2224624	0.7162447
1000	0.4367233	0.0035107	0.2654926	0.2078085	0.6883318	0.4883798	0.4963249	0.0315191	0.4421774	0.5713801	0.6866485	0.4841518	0.0023665	0.3994399	0.2977148	0.3561075	0.7401013	0.4157497	0.3422621	0.2828571	0.2855306	0.3178988	0.2678758	0.4859017	0.6151811	0.0205841	0.2645338	0.5478786	0.0089549	0.3486998	0.6106028	0.7976133	0.7428288	0.2412899	0.4353031	0.4527840	0.7336018	0.5391787	0.2643934	0.7159699	0.0065054	0.3436123	0.5955805	0.6115180	0.6135818	0.6930291	0.2353093	0.0165588	0.0053887	0.0011816	0.8191807	0.2769797	0.5744948	0.4757596	0.2710432	0.0170037	0.7225554	0.3558777	0.6079296	0.4589478	0.7035350	0.3418603	0.0185190	0.7707026	0.0123250	0.3083438	0.2766144	0.7552912	0.2573354	0.6449942

0	0.3639663	0.0009911	0.4481954	0.1634799	0.6352105	0.5470216	0.4958066	0.1049347	0.4138728	0.3671759	0.7512552	0.4679415	0.0054590	0.3604013	0.3238452	0.3691119	0.7236970	0.5344423	0.2578793	0.2716233	0.2849329	0.2822557	0.2408800	0.3551407	0.6515191	0.0277222	0.2023734	0.5506161	0.0068997	0.3929645	0.5231115	0.7446435	0.6670738	0.2908037	0.3477382	0.3297385	0.5812993	0.4013504	0.4356729	0.7023029	0.0141029	0.4128679	0.7333955	0.8754432	0.5926512	0.8401591	0.2408135	0.0069170	0.0058657	0.0042560	0.7236491	0.3705579	0.4562541	0.4041661	0.1674452	0.0458016	0.6221299	0.3620703	0.5445291	0.4483035	0.7160672	0.3170261	0.0394923	0.7605214	0.0355888	0.3288027	0.3731262	0.6783123	0.2160631	0.7073960
