"Time"	G1	G3	G7	G8	G5	G22	G4	G83	G6	G88	G85	G89	G54	G86	G87	G30	G29	G35	G99	G100	G32	G19	G18	G20	G81	G23	G82	G80	G58	G31	G50	G51	G78	G94	G95	G93	G91	G90	G2	G69
700	0.3236561	0.6606117	0.4294207	0.3523925	0.0237671	1.0000000	0.4864421	0.6168843	0.4122929	0.7620281	0.5626757	0.3220730	0.0253919	0.5816576	0.3248603	0.2607037	0.3569219	0.4247284	0.0087476	0.7246541	0.4883181	0.5278068	0.5714035	0.7800787	0.2455766	0.6196976	0.0677025	0.1031752	0.6108404	0.0586547	0.0659190	0.0036492	0.5208639	0.3736843	0.7462830	0.5761650	0.3110366	0.6901291	0.3596846	0.6850639
750	0.3480915	0.4973085	0.4512245	0.5761392	0.0310200	0.8379546	0.3299298	0.6413714	0.4823038	0.7167168	0.4260384	0.5140281	0.0316418	0.6784723	0.3038248	0.2398122	0.3709164	0.4748076	0.0081038	0.6501113	0.6264568	0.5754220	0.5763213	0.5993760	0.1735968	0.7240544	0.0828511	0.1042853	0.7166182	0.0383246	0.0593912	0.0074536	0.4732366	0.3762293	0.7108661	0.5839487	0.2445776	0.6680964	0.3820699	0.5821018
800	0.4180616	0.4731647	0.5851432	0.5943893	0.0162278	0.7477422	0.2632351	0.4929896	0.4485564	0.8054169	0.6025485	0.4302464	0.0283103	0.7144951	0.4239606	0.2197154	0.3846112	0.4769770	0.0248970	0.6928327	0.5967799	0.5747928	0.5909551	0.5396059	0.2156603	0.7332578	0.0569954	0.0968540	0.6453143	0.0572283	0.0734571	0.0005563	0.5558765	0.2303071	0.8146722	0.5006333	0.4042556	0.6723624	0.4644605	0.6977350
850	0.3001891	0.4355644	0.5774922	0.5992450	0.0376655	0.7012146	0.2046091	0.6790572	0.4718031	0.6502262	0.5093640	0.3892228	0.0274507	0.6971720	0.4840907	0.2434188	0.4155765	0.3525502	0.0105699	0.6414764	0.5714458	0.5887673	0.7230909	0.6874997	0.2152784	0.8045955	0.0692740	0.0934180	0.6307082	0.0065274	0.1142679	0.0042200	0.4669664	0.2114585	0.7401301	0.5318585	0.3421087	0.6971419	0.5180431	0.7939308
900	0.2815800	0.3795849	0.5854944	0.5163335	0.0417309	0.6966415	0.2291181	0.6313764	0.4526024	0.7277801	0.5398832	0.3523861	0.0254334	0.6144006	0.3574653	0.2004140	0.3860766	0.2631810	0.0240506	0.7575560	0.6885522	0.5973923	0.5638231	0.6608068	0.1703244	0.7996795	0.0778102	0.0875533	0.7701991	0.0252230	0.0866982	0.0042034	0.5232108	0.2428621	0.6269210	0.5372947	0.2603490	0.6267127	0.4867172	0.6519740
950	0.3516010	0.4559210	0.6402061	0.4588814	0.0349389	0.6739581	0.2895471	0.7462201	0.4564558	0.7352707	0.4484334	0.3473690	0.0206503	0.7161906	0.3511679	0.1916846	0.4765119	0.1531321	0.0350333	0.7465501	0.4616975	0.4593627	0.6686413	0.7524435	0.3237042	0.6544205	0.0552346	0.0835571	0.6777015	0.0108431	0.0842771	0.0007880	0.4132119	0.2806141	0.5813762	0.5638626	0.2297436	0.6047942	0.4143273	0.6063086
1000	0.3394500	0.3598356	0.8694422	0.5097017	0.0349726	0.7003759	0.2724121	0.6964159	0.4977877	0.7642036	0.6140889	0.4986846	0.0201296	0.5536134	0.3125788	0.1443782	0.3611216	0.0557482	0.0406186	0.6453370	0.4311132	0.3791223	0.6931083	0.5404067	0.3027637	0.5835136	0.0582596	0.0892313	0.7289865	0.0194334	0.1037065	0.0044126	0.3886108	0.3423913	0.6808511	0.4479828	0.2188845	0.7389940	0.4007180	0.5937441

0	0.3370449	0.4544036	0.6665037	0.5475571	0.0799445	0.6194628	0.2569880	0.6742023	0.4649056	0.7337905	0.5569534	0.4760623	0.0091524	0.7617015	0.4874992	0.2700390	0.4833415	0.4337496	0.0135405	0.6655112	0.4849865	0.4110784	0.5638306	0.6916905	0.1832918	0.7000990	0.1260669	0.0906525	0.5662233	0.0138916	0.0700364	0.0033613	0.4590185	0.3960758	0.6713105	0.6828690	0.3162016	0.7686889	0.2994376	0.7229766
50	0.0906317	0.2445874	0.5981583	0.6468570	0.1517216	0.7239195	0.1156886	0.6958902	0.1947795	0.7605439	0.4755620	0.4000982	0.0042617	0.6128007	0.2187460	0.4198309	0.4374350	0.5022077	0.0287684	0.7612828	0.1609830	0.6237070	0.2347468	0.6146231	0.1971178	0.7594153	0.0557452	0.0947734	0.5780786	0.0166807	0.1238310	0.0049329	0.5314452	0.3061047	0.7956348	0.5595329	0.2075374	0.6810902	0.4860077	0.6880571
100	0.1041666	0.1342636	0.5891830	0.6764715	0.4173821	0.6880616	0.0788111	0.6604416	0.3093674	0.6875977	0.5522709	0.4404382	0.0437489	0.7005839	0.1017010	0.4032808	0.3687907	0.5424805	0.0137262	0.6432541	0.1284385	0.5365213	0.2250302	0.7752893	0.2348733	0.6776923	0.0611849	0.1057870	0.6034337	0.0033808	0.0599269	0.0058947	0.4887514	0.3488211	0.6478371	0.6135012	0.2509003	0.7488010	0.5844753	0.6752681
150	0.0888267	0.0568668	0.5757809	0.7004208	0.5069843	0.7328409	0.0744565	0.6533943	0.2717713	0.6771834	0.3920629	0.5675667	0.2415041	0.6758851	0.0482281	0.4358746	0.3382464	0.3885284	0.0212738	0.6816216	0.0546003	0.5702299	0.1852075	0.5899914	0.2213588	0.7173724	0.0492093	0.1128433	0.7186818	0.0112420	0.0585242	0.0011009	0.4408840	0.4864661	0.6329419	0.7343997	0.2541881	0.8053533	0.7597719	0.6768784
200	0.1493682	0.0637751	0.6430493	0.8006928	0.5166670	0.6939692	0.0320331	0.6749044	0.3208645	0.8579242	0.4277659	0.6125175	0.4741654	0.5165249	0.0184846	0.3935670	0.2545646	0.1325149	0.1365450	0.6889746	0.0967420	0.4351797	0.2853757	0.6744764	0.3416020	0.6007429	0.0809819	0.0821920	0.6603223	0.0133448	0.0809560	0.1222334	0.2854660	0.2427852	0.6840160	0.6483938	0.2190221	0.6491967	0.6303484	0.7091368
250	0.1240186	0.0627535	0.6643823	0.6251687	0.4491158	0.7275658	0.0194514	0.6607859	0.3939812	0.6255695	0.3867264	0.6759957	0.6230156	0.5264741	0.0109391	0.5990624	0.1653180	0.0605436	0.3152326	0.5331125	0.0740352	0.5019504	0.2526298	0.7133785	0.4728188	0.7859735	0.0538377	0.0482351	0.7115123	0.0313413	0.2938662	0.3940408	0.1901500	0.2056692	0.6250885	0.5082538	0.1936985	0.6353877	0.6806398	0.6229100
300	0.1377982	0.0698036	0.7182224	0.6952610	0.3806748	0.6223080	0.0271402	0.7752499	0.2101545	0.3961079	0.3295167	0.6041012	0.6780348	0.3979057	0.0210535	0.4872006	0.0669616	0.0341844	0.4966659	0.4271289	0.0721082	0.4975678	0.2604763	0.6358024	0.4289535	0.5768154	0.0725991	0.0604243	0.5993706	0.1628284	0.4220347	0.5517137	0.1880435	0.0858327	0.6784579	0.4540484	0.1960691	0.6231934	0.5458094	0.6629334
350	0.0927966	0.0923273	0.8098235	0.6801845	0.4764271	0.5702189	0.0310426	0.6742359	0.3152206	0.3996923	0.2770414	0.7143226	0.6113471	0.2403405	0.0083763	0.5968556	0.1032081	0.0562646	0.5504215	0.3263088	0.0523091	0.5408242	0.1945982	0.6483627	0.5138490	0.6617649	0.0970705	0.1138725	0.6555946	0.6033002	0.4059734	0.6511261	0.2568333	0.1156179	0.7614780	0.4372937	0.1523724	0.7138772	0.5277570	0.6111190
400	0.0895199	0.0893199	0.7064794	0.8455604	0.5445120	0.6438122	0.0170623	0.6835730	0.3243759	0.4497186	0.2385476	0.7331685	0.5951798	0.2474314	0.0101148	0.6697271	0.0554187	0.0160356	0.5992982	0.3185779	0.0353702	0.6576026	0.2248733	0.7238792	0.5984517	0.6692983	0.0546711	0.1032162	0.5779843	0.4631061	0.4739436	0.7393884	0.2175489	0.1104282	0.6962567	0.3878504	0.2246199	0.5551031	0.5991789	0.7609957
450	0.1119759	0.0453037	0.6638690	0.7010346	0.5460688	0.6115285	0.0363275	0.7243536	0.4098038	0.4012376	0.1923543	0.4632502	0.6481957	0.2937739	0.0021178	0.5806753	0.1005685	0.0156840	0.5535563	0.2190218	0.0716231	0.5580417	0.1875704	0.4944125	0.4851417	0.6761603	0.0891972	0.1496633	0.6376598	0.6311237	0.5653346	0.7141470	0.1843803	0.1428870	0.7414318	0.4117571	0.2407254	0.6155706	0.6133458	0.7064991
500	0.1238904	0.0564494	0.6213847	0.5748221	0.5681404	0.8663297	0.0243857	0.5990086	0.3741526	0.3250914	0.2157673	0.6756325	0.6847920	0.2401145	0.0109791	0.5374787	0.0624779	0.0092797	0.5958119	0.1887840	0.0421344	0.5059827	0.1694772	0.5091568	0.5362078	0.6519325	0.1183548	0.1279511	0.6902922	0.6721813	0.6497930	0.5863680	0.1843716	0.1325386	0.5997050	0.4324131	0.1715795	0.6870823	0.6113582	0.7839498
550	0.3359203	0.1738577	0.6598175	0.5885595	0.2373486	0.6836283	0.0460859	0.6285887	0.4549118	0.2054604	0.2631183	0.5992381	0.5184470	0.2929891	0.1036066	0.4226641	0.1002281	0.0082002	0.7854449	0.3358231	0.3850112	0.4837612	0.6004483	0.6526277	0.4519103	0.6664846	0.1351148	0.1087850	0.7448883	0.5090528	0.5485479	0.6802629	0.1558536	0.1286559	0.7400693	0.3336208	0.2216440	0.6414250	0.5324355	0.6909758
600	0.3249194	0.3477511	0.6832635	0.5616150	0.0849337	0.6540449	0.1402066	0.5630455	0.3735043	0.1918654	0.2675419	0.6740998	0.2337617	0.3793786	0.2632300	0.4105188	0.0764741	0.0170106	0.5466034	0.2428055	0.4725120	0.5782499	0.6941696	0.6736275	0.5993870	0.7326245	0.0956702	0.1747885	0.6064331	0.5978812	0.5518539	0.6450937	0.1670538	0.0971716	0.6816807	0.3114081	0.1663815	0.6182365	0.4225558	0.7017966
650	0.3163488	0.4287966	0.7875094	0.5973251	0.0404280	0.7655754	0.1576562	0.6343858	0.5362155	0.3262889	0.3682283	0.8118300	0.1432289	0.6019099	0.3183697	0.3753061	0.1495967	0.0071988	0.4743568	0.3400985	0.6930458	0.4737415	0.6290730	0.7376103	0.5873916	0.6439585	0.0587649	0.1195722	0.7289598	0.5985309	0.3169665	0.6284712	0.1436320	0.1073752	0.7470548	0.1837358	0.1667036	0.5974479	0.3862782	0.7451130
700	0.2962288	0.4661575	0.6147365	0.5066189	0.0533377	0.7372678	0.2480054	0.6020053	0.4671181	0.4257717	0.5199295	0.5834222	0.0419325	0.4670758	0.3721862	0.2937677	0.2417386	0.0062295	0.3576365	0.5507808	0.6716481	0.5359672	0.7773381	0.6720224	0.5162377	0.7105890	0.0706120	0.0678797	0.6824866	0.5635058	0.2247329	0.3746788	0.1490030	0.0722128	0.6950909	0.1871682	0.1535556	0.6823518	0.3504147	0.6981411
750	0.3789655	0.5710833	0.5762803	0.5606989	0.0372383	0.6605472	0.2588980	0.6246636	0.5390632	0.5431479	0.4342615	0.6620477	0.0145882	0.6645512	0.3122828	0.3725706	0.3492970	0.0120883	0.1794301	0.6235079	0.5365127	0.5866472	0.6263372	0.5414550	0.4280827	0.5910661	0.0559714	0.0893257	0.7387608	0.2903215	0.1121436	0.0995074	0.1695815	0.0881509	0.6694530	0.2602367	0.1439095	0.6337713	0.4184340	0.6248224
800	0.3793538	0.4927451	0.5295508	0.6102805	0.0429231	0.6650393	0.2083780	0.6312000	0.4893051	0.7157123	0.5300709	0.6815182	0.0072356	0.8000804	0.1941413	0.2347381	0.3089748	0.0053990	0.0795111	0.7513637	0.4792299	0.4339474	0.7798254	0.6804811	0.3119447	0.6376210	0.1283626	0.0810991	0.6851056	0.1224402	0.0766577	0.0400537	0.2936162	0.0968692	0.6656640	0.3142537	0.1318102	0.7023781	0.4347022	0.7195924
850	0.3392478	0.5536817	0.5351372	0.5574014	0.0396792	0.7619427	0.2090066	0.6116610	0.5216746	0.5152922	0.4733875	0.5720217	0.0029926	0.6973789	0.4545250	0.1657933	0.4166924	0.0152742	0.0348661	0.6160170	0.5740373	0.4874824	0.6595635	0.7469178	0.2995278	0.6622894	0.0808723	0.1333337	0.7476279	0.0632657	0.0629086	0.0237112	0.3337727	0.1620013	0.7848181	0.3285379	0.1312430	0.7075813	0.4065760	0.5978497
900	0.2983141	0.4671273	0.6261956	0.4692157	0.0497760	0.6901503	0.1144480	0.5761775	0.5059648	0.5822389	0.4613843	0.4211952	0.0154062	0.6606022	0.4898573	0.2066686	0.4888855	0.0621385	0.0741097	0.7081859	0.5418492	0.4953214	0.6199685	0.6925771	0.2709690	0.7338293	0.0644238	0.1740660	0.6512144	0.0651692	0.0547904	0.0085100	0.4408104	0.1923677	0.7918215	0.4326073	0.1513761	0.6478257	0.3197000	0.6528954
950	0.3086343	0.4083104	0.5910052	0.6340546	0.1019876	0.7022991	0.1524263	0.6684342	0.6365131	0.6492350	0.4316075	0.3915057	0.0252801	0.7232615	0.5008296	0.1742641	0.3470627	0.3070438	0.0199295	0.7790213	0.6007779	0.4248092	0.6103362	0.7704455	0.1928829	0.6881442	0.0431762	0.0905780	0.7378932	0.0278021	0.0615749	0.0128195	0.4665729	0.2339270	0.5691226	0.4960709	0.2303959	0.6240969	0.5056054	0.6538756
1000	0.3443210	0.3361781	0.5843947	0.5846308	0.0892701	0.6255376	0.1119280	0.6611967	0.4986829	0.8004421	0.4945902	0.2689699	0.0196249	0.6557822	0.6647581	0.1809321	0.4075844	0.2991802	0.0274372	0.6510159	0.5524475	0.5759413	0.6704540	0.6730302	0.1353312	0.6698841	0.1162893	0.0863320	0.7160900	0.0275670	0.0712309	0.0028708	0.3772152	0.2769356	0.6588385	0.5922578	0.2078296	0.7278498	0.4806291	0.6855495

0	0.3125178	0.4752526	0.6880001	0.6376736	0.0616819	0.6204574	0.2246530	0.6072963	0.5126129	0.6785431	0.5094234	0.3881790	0.0131034	0.6050958	0.5127893	0.2496092	0.4517198	0.4387457	0.0144260	0.6307316	0.5759963	0.3505202	0.7631765	0.6493591	0.2105088	0.7209846	0.1039498	0.0666004	0.5619856	0.0301189	0.0977574	0.0028521	0.4094813	0.3262410	0.8704821	0.5718762	0.2827624	0.8062656	0.4177161	0.6398548
50	0.0661984	0.4033914	0.6781604	0.6711208	0.0694660	0.6929532	0.1910480	0.7109028	0.4826520	0.6094395	0.5695549	0.3322849	0.0075630	0.8255507	0.4387480	0.2307169	0.3703121	0.6070185	0.2760692	0.5795980	0.4341905	0.5076122	0.4499563	0.6771503	0.2133337	0.6302872	0.0320930	0.0719022	0.5840254	0.0562073	0.3119699	0.0049267	0.3714892	0.2277472	0.5989560	0.5923300	0.1812342	0.2497042	0.5945624	0.3522829
100	0.0292118	0.1561150	0.7529779	0.6448117	0.4072898	0.6920497	0.1214781	0.6050614	0.5807823	0.6239005	0.5507659	0.3907424	0.0012744	0.6320180	0.3881633	0.2748572	0.4117115	0.5425166	0.5031711	0.6550193	0.4213560	0.5577537	0.3990482	0.6329185	0.1736279	0.7156692	0.0097193	0.0192737	0.7398866	0.0221625	0.2160672	0.0005022	0.5093305	0.2877269	0.6703328	0.5347574	0.3113783	0.1556041	0.5000501	0.3072319
150	0.0178409	0.0472233	0.6888044	0.6416144	0.6150017	0.5098068	0.0667555	0.5576049	0.6848430	0.6194404	0.4943081	0.3051250	0.0020696	0.5493771	0.4462625	0.1741215	0.4545578	0.6816765	0.4587284	0.5174872	0.4269002	0.4445984	0.2735374	0.6747985	0.1520850	0.5930201	0.0172169	0.0394588	0.6346266	0.0209606	0.2760145	0.0017445	0.3580763	0.3185750	0.5854460	0.4498723	0.3318506	0.1436818	0.4740342	0.2075190
200	0.0196253	0.0186497	0.7085337	0.7958283	0.6485486	0.6899377	0.0376507	0.6635208	0.6009096	0.6038004	0.5378958	0.2931722	0.0007977	0.5161097	0.3567794	0.1338693	0.3233758	0.5619555	0.5090579	0.6725507	0.3787550	0.6109001	0.4575716	0.7080839	0.1673180	0.8095032	0.0158017	0.0290057	0.7047071	0.0328893	0.3144188	0.0043604	0.3564210	0.2762257	0.6192519	0.6978026	0.3780084	0.1527231	0.5607369	0.2427922
250	0.0112868	0.0259620	0.6532128	0.7514769	0.5802348	0.6711292	0.0561066	0.6657919	0.6840320	0.5559053	0.5210738	0.3241778	0.0002158	0.6457890	0.4311913	0.1214331	0.4643263	0.6049759	0.4223483	0.5981118	0.5821663	0.4704061	0.4407451	0.7335120	0.1779634	0.7303665	0.0198319	0.0127718	0.6388983	0.0465428	0.3311951	0.0097222	0.3863718	0.3446570	0.7999743	0.5179818	0.4236663	0.2122314	0.3985301	0.2193243
300	0.0029409	0.0095673	0.7636700	0.5970118	0.6665841	0.6443329	0.0327476	0.6326608	0.5655756	0.6286687	0.5410258	0.3043107	0.0017927	0.6018047	0.3608457	0.1015103	0.4877492	0.6695666	0.4782457	0.5993561	0.5434263	0.5476006	0.4760711	0.7289385	0.1982040	0.6570497	0.0123189	0.0207310	0.6224702	0.0202666	0.4010611	0.0103992	0.4092566	0.2697943	0.7070122	0.4939239	0.3636908	0.1495669	0.4737267	0.2152699
350	0.0052932	0.0134484	0.6860640	0.8186114	0.6027930	0.5868504	0.0237776	0.5910479	0.6625682	0.6474495	0.5756670	0.4824676	0.0007260	0.6740403	0.4140776	0.1177254	0.4355724	0.5719912	0.5609050	0.7387833	0.4469069	0.4992433	0.5282120	0.5958155	0.1679108	0.6295316	0.0237076	0.0191529	0.6197800	0.0110097	0.3238097	0.0038839	0.3758352	0.2256012	0.6453588	0.4898754	0.3439886	0.1566602	0.4153860	0.2494417
400	0.0055429	0.0095774	0.5159356	0.7288859	0.7107067	0.6348580	0.0382712	0.5794331	0.6527722	0.6853597	0.5126282	0.4684266	0.0000506	0.6857772	0.4878510	0.1455146	0.3386050	0.6159199	0.5996238	0.7092899	0.4338944	0.5019895	0.3973215	0.6111222	0.2018197	0.6807119	0.0090346	0.0196397	0.6898534	0.0406746	0.2872682	0.0015515	0.4252101	0.3311934	0.6623753	0.5580904	0.4604090	0.1771373	0.4951656	0.2634790
450	0.0168105	0.0144786	0.5893739	0.6288944	0.5798374	0.6440575	0.0179923	0.7536236	0.6687823	0.8043080	0.5883455	0.2553969	0.0000425	0.7967084	0.4273115	0.1261940	0.4609430	0.6197526	0.4379173	0.6609816	0.4695852	0.5065557	0.4071765	0.7136156	0.1806689	0.7083433	0.0129138	0.0440911	0.7632654	0.0439720	0.4207922	0.0071378	0.4397882	0.3247243	0.6435715	0.5350705	0.4784407	0.2017100	0.4661380	0.2124890
500	0.0062012	0.0203307	0.6616845	0.5878048	0.6886604	0.7410701	0.0163406	0.6917233	0.5890473	0.6447974	0.6724601	0.3214539	0.0000000	0.6982781	0.4043861	0.0968952	0.4631091	0.6165056	0.5164095	0.7469501	0.4254727	0.4917711	0.3882441	0.7259881	0.2295518	0.7002970	0.0092611	0.0241750	0.6199551	0.0224802	0.3629532	0.0005683	0.4570508	0.2525080	0.5878678	0.5380585	0.4156985	0.1367164	0.3775269	0.2375385
550	0.3544513	0.0410866	0.6760266	0.7479890	0.6145463	0.6604963	0.0274634	0.6379905	0.6121307	0.7475730	0.6642494	0.3472302	0.0105359	0.7221766	0.5834484	0.1307483	0.3733855	0.6875649	0.1691898	0.7587779	0.4892964	0.5477184	0.5975522	0.5971410	0.1701320	0.6160393	0.0503180	0.0699856	0.7015657	0.0204869	0.1371905	0.0009885	0.4812020	0.3290671	0.7010303	0.5246361	0.3524254	0.6278447	0.3009658	0.4770676
600	0.3839896	0.2224871	0.6715298	0.6450216	0.1768864	0.6018301	0.0282591	0.6488797	0.4304252	0.6229608	0.5851147	0.3524481	0.0062124	0.7079123	0.5464794	0.1983926	0.4606274	0.3841939	0.0368186	0.6596751	0.6452770	0.5146632	0.5392505	0.6680511	0.1998123	0.7472394	0.0494055	0.0703696	0.5992016	0.0250948	0.0924789	0.0011493	0.3810165	0.3010896	0.6209679	0.5071246	0.2602238	0.6327187	0.2340998	0.4914058
650	0.3546984	0.4063848	0.6960472	0.6319374	0.0692416	0.5151051	0.1524083	0.6396771	0.3604676	0.6690862	0.5469598	0.4763779	0.0137577	0.6300850	0.5292046	0.1682376	0.3740824	0.3948528	0.0240861	0.7974418	0.5516520	0.5703241	0.7901589	0.6838135	0.1947115	0.6914291	0.0436549	0.1027584	0.6623905	0.0210536	0.1034491	0.0044993	0.4507823	0.3163693	0.9016357	0.5413180	0.3091083	0.7004349	0.3039360	0.5813479
700	0.2866665	0.3697396	0.5742702	0.5535592	0.0591425	0.7624712	0.1163868	0.5846075	0.5406677	0.7648890	0.5441029	0.4148027	0.0126425	0.6361370	0.4860144	0.1872163	0.5081329	0.2708235	0.0350363	0.6318255	0.4244800	0.4712796	0.6422284	0.8460937	0.1449363	0.7027214	0.0631530	0.1341659	0.7119052	0.0342176	0.1013657	0.0045305	0.3848363	0.3067726	0.7657007	0.5154968	0.2404211	0.6318287	0.3453624	0.6379077
750	0.2917381	0.4024180	0.4796141	0.5002279	0.0516948	0.6656180	0.1620898	0.6714374	0.4739355	0.6764682	0.6110909	0.4112674	0.0211651	0.7905316	0.4629864	0.2030018	0.4858317	0.4528707	0.0335559	0.6468065	0.4841916	0.5554562	0.6201572	0.7868113	0.2081483	0.6982814	0.0758415	0.1165535	0.5831941	0.0213528	0.0738305	0.0067446	0.4756903	0.2648516	0.7618632	0.5433700	0.2214174	0.6636993	0.3868094	0.6395207
800	0.2207178	0.4493357	0.6270538	0.5875320	0.0972651	0.7240368	0.1313487	0.6596826	0.5178513	0.7123882	0.5368884	0.4242495	0.0126717	0.6041360	0.4742840	0.2648082	0.3641238	0.4350268	0.0154701	0.7165389	0.4467477	0.5937035	0.6892416	0.6240202	0.1660223	0.6887716	0.0628720	0.1111055	0.7647038	0.0145866	0.0817995	0.0016503	0.6535790	0.2864469	0.6510926	0.5379605	0.2074884	0.7405006	0.4297195	0.6189389
850	0.2844323	0.4673731	0.6089194	0.6320746	0.0629034	0.8829030	0.1422480	0.6866548	0.4895041	0.6916651	0.4697968	0.4374843	0.0184866	0.8282069	0.4399172	0.1652143	0.4024198	0.5137850	0.0239239	0.8159702	0.4750491	0.5629414	0.6133052	0.6878496	0.2372905	0.6335213	0.1105365	0.1104891	0.6652476	0.0520130	0.0741388	0.0031432	0.4150564	0.3194903	0.7261185	0.5652035	0.2812895	0.6071797	0.3316424	0.6600667
900	0.3110322	0.5118609	0.5718219	0.5087193	0.0601271	0.6389625	0.2030990	0.6296878	0.3907836	0.7007569	0.5100190	0.4175278	0.0472486	0.7446006	0.4083988	0.2125375	0.3034680	0.3978013	0.0263334	0.5767500	0.4927500	0.4992687	0.6877556	0.6121933	0.1822487	0.6445751	0.0860883	0.0958643	0.5991853	0.0296616	0.0690143	0.0031144	0.4624941	0.2604584	0.7604397	0.5738320	0.2301307	0.7608062	0.4993612	0.5729130
950	0.2782565	0.4594599	0.4906898	0.5620167	0.0321503	0.5905380	0.2119262	0.6367807	0.4326777	0.6384912	0.5479394	0.3904435	0.0224310	0.5957929	0.4227048	0.2026596	0.3705298	0.5298085	0.0087209	0.6147460	0.7288751	0.5225062	0.6435332	0.6475801	0.1669238	0.7033487	0.0921261	0.0956878	0.6745324	0.0521877	0.0715932	0.0040851	0.4393300	0.3138139	0.7785795	0.6434890	0.1732231	0.5826871	0.3869615	0.6286142
1000	0.3371243	0.5492093	0.5239443	0.6413010	0.0307481	0.5523800	0.2261233	0.6225892	0.4145377	0.6864881	0.4962540	0.4123996	0.0333733	0.7521310	0.4463792	0.2312117	0.4063728	0.4154301	0.0086436	0.6802206	0.4423354	0.4903562	0.6809996	0.6397386	0.1293532	0.6458409	0.0667033	0.1160452	0.6979803	0.0254577	0.0850031	0.0082269	0.5318956	0.2712812	0.5928348	0.5553617	0.2000359	0.6859894	0.4020780	0.6085211

0	0.3173852	0.4461113	0.6875096	0.5248377	0.0490759	0.7269554	0.2147201	0.6539538	0.5593640	0.6133449	0.6262532	0.3983356	0.0093937	0.6784049	0.4370569	0.2445146	0.3778803	0.3975191	0.0250491	0.6526905	0.4344035	0.4254933	0.6820619	0.6304084	0.2061187	0.6925617	0.2021152	0.1064833	0.6776793	0.0096902	0.1019343	0.0011381	0.4738173	0.3609852	0.7629627	0.5070041	0.2846206	0.6424366	0.4002544	0.6550676
50	0.2782702	0.4951053	0.4015550	0.5741435	0.0892597	0.5837383	0.1903432	0.6445103	0.5025782	0.6649925	0.4726905	0.4519988	0.0152287	0.6979324	0.3713762	0.1617993	0.5142779	0.1611263	0.0411780	0.6173799	0.1881261	0.5815326	0.6723775	0.5901246	0.2207951	0.6206296	0.0547456	0.1358986	0.7549123	0.0108527	0.1022493	0.1230900	0.3707265	0.2466813	0.6978962	0.4387356	0.1919785	0.6967780	0.3581023	0.2543580
100	0.2647045	0.4116825	0.3836628	0.6326769	0.0702171	0.6828568	0.1137931	0.6232627	0.4939409	0.7165991	0.6080796	0.5203252	0.0408458	0.5475414	0.3755821	0.2418675	0.4296943	0.1652101	0.0520866	0.6871967	0.1441048	0.4824560	0.6880054	0.5442598	0.1319604	0.6096681	0.0327805	0.1125296	0.6818782	0.0151861	0.1199528	0.1764337	0.4717397	0.2345546	0.6298739	0.4013999	0.2272766	0.6559162	0.4505630	0.1718402
150	0.2902680	0.3543457	0.4032049	0.5955893	0.0947608	0.6275464	0.1116998	0.6731474	0.4197394	0.6712145	0.5971080	0.3713968	0.0854949	0.6534825	0.3512096	0.1954144	0.4344259	0.1269167	0.0736830	0.5496606	0.1390375	0.5329357	0.6341711	0.6444178	0.2405609	0.6637794	0.0311281	0.0886390	0.5133360	0.0478385	0.0755715	0.1018186	0.3903833	0.2604075	0.6119354	0.4274910	0.2194412	0.6888467	0.3682226	0.2567540
200	0.2345304	0.4509080	0.3796843	0.5805572	0.0944268	0.6271634	0.0886611	0.6605478	0.3778163	0.6999176	0.5252805	0.5665182	0.1795543	0.6167608	0.2146033	0.1569758	0.4067325	0.0291684	0.0753462	0.6248753	0.1322612	0.5694825	0.5999078	0.6154386	0.2267875	0.6503050	0.0126690	0.1121120	0.6284116	0.0277349	0.0559139	0.1327027	0.3638329	0.2184855	0.5841861	0.5651248	0.1607020	0.7217252	0.2966008	0.1794176
250	0.2757522	0.3490633	0.3289232	0.6334319	0.0489427	0.7116874	0.1377861	0.7412988	0.5450327	0.5584990	0.5450479	0.7356064	0.3438405	0.6004599	0.2001399	0.2514985	0.4038882	0.0080246	0.0530384	0.6622055	0.1296513	0.5548483	0.7543054	0.6780048	0.3635986	0.6605764	0.0237053	0.0891270	0.8468187	0.0392778	0.1005027	0.1464008	0.2909690	0.2245922	0.5357808	0.6133955	0.1870294	0.6426611	0.2517143	0.2155383
300	0.3119291	0.4041643	0.3870069	0.4508750	0.0643963	0.8350246	0.1392102	0.7198165	0.4858619	0.5408790	0.4239082	0.8326332	0.4197275	0.5063195	0.1334288	0.2080344	0.2905105	0.0015785	0.2448358	0.6420013	0.1504125	0.4936219	0.5746640	0.6157328	0.4545578	0.6204541	0.0146382	0.0811197	0.5852140	0.0370969	0.0946638	0.2891066	0.2697899	0.2102057	0.7199601	0.4692871	0.1616271	0.6704197	0.2465979	0.2433549
350	0.2219401	0.2897186	0.3685962	0.6001605	0.0534895	0.5685956	0.1470613	0.6125868	0.4485221	0.6256016	0.4864075	0.6005221	0.5054669	0.4741888	0.1317495	0.2795055	0.1798847	0.0021299	0.3440070	0.6150099	0.1994646	0.4532242	0.7830369	0.5779542	0.5526257	0.6634055	0.0281728	0.1298092	0.6513340	0.0646035	0.1914578	0.4196047	0.1766419	0.2301099	0.5394458	0.3277421	0.1467327	0.6575072	0.2637612	0.1860372
