"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
300	0.7384631	0.0662447	0.4771200	0.3247738	0.2771660	0.4726375	0.5268371	0.0442022	0.3269085	0.2041543	0.6437840	0.6750019	0.5962029	0.3830253	0.1349902	0.2107927	0.1755534	0.3444667	0.2900674	0.7355579	0.1808192	0.0387083	0.6385675	0.4487793	0.5859575	0.0369491	0.0766247	0.6600105	0.5351007	0.6423142	0.3523035	0.8103276	0.0913300	0.6734032	0.5541262	0.4285627	0.5428114	0.5753329	0.5336343	0.2705367	0.0215507	0.0064127	0.5134752	0.6895729	0.6680333	0.1711117	0.0156511	0.5394330	0.4190196	0.6422484	0.2826259	0.4124171	0.3811296	0.4027100	0.5195691	0.1451259	0.3068211	0.5814814	0.5760304	0.4865510	0.6816403	0.7715238	0.3997047	0.3177881	0.2813322	0.7516975	0.0477852	0.0395698	0.5019241	0.0442574	0.1941578	0.0461050	0.1215677	0.0671000	0.3886856	0.3992452	0.0000647	0.4929639	0.6421626	0.0270115	0.6067559	0.2377705	0.4678181	0.0308211	0.3467613	0.7309778	0.0256982	0.4227051	0.2758305	0.7250131	0.2699050	0.2073895	0.4432237	0.7639023	0.6909838	0.4260846	0.5004823	0.7154206	0.6372730	0.3664276
350	0.7586800	0.0609232	0.3938164	0.4277415	0.1962800	0.4467780	0.4080646	0.0293849	0.3159183	0.2081483	0.5476090	0.7014666	0.4924438	0.4374191	0.1650470	0.2086044	0.1997078	0.4291602	0.2102838	0.6519784	0.2355075	0.0551542	0.7613871	0.4232697	0.8098649	0.0758725	0.0628159	0.7929341	0.5097354	0.6369958	0.3607883	0.8289475	0.0675419	0.5916405	0.5703136	0.3760385	0.4726415	0.5937296	0.6057189	0.2593523	0.0089938	0.0113155	0.5225496	0.6466131	0.5555059	0.1690268	0.0312025	0.6271951	0.4074090	0.5860586	0.2063221	0.3854192	0.3543124	0.4139222	0.6474830	0.0947207	0.3238689	0.5616722	0.5897682	0.4939568	0.6305809	0.6791273	0.3404655	0.2606402	0.2366277	0.5945760	0.0545457	0.0249561	0.5497734	0.0399100	0.1573949	0.0422189	0.1237612	0.0712886	0.3521195	0.4465783	0.0032080	0.4605974	0.8086012	0.0225607	0.5785783	0.2447522	0.5058554	0.0545118	0.3323027	0.6536797	0.0326335	0.4719980	0.2449484	0.8027067	0.3044461	0.1806331	0.5218692	0.5979170	0.6103143	0.4454797	0.3876741	0.6223200	0.7446645	0.4113186
400	0.7794427	0.1019239	0.3454003	0.6085077	0.2424977	0.5552671	0.4982793	0.0223543	0.3113833	0.2962654	0.4917094	0.6392439	0.4203011	0.4186567	0.1596983	0.1670350	0.1942763	0.4498124	0.2155583	0.6024126	0.2460054	0.0156325	0.6884256	0.4338226	0.6443338	0.0358662	0.0501321	0.6702203	0.5752551	0.6518071	0.5343660	0.5550666	0.1197268	0.6341475	0.5918918	0.2977946	0.6218804	0.5301151	0.6548187	0.3847368	0.0109579	0.0213047	0.5481679	0.6755570	0.6793219	0.1310261	0.0166790	0.6671231	0.3484534	0.5075477	0.2361206	0.3137220	0.3743773	0.4974826	0.5270413	0.1053669	0.3059856	0.5584103	0.6117772	0.4405609	0.4721943	0.6290622	0.4563548	0.2237481	0.3337905	0.6530969	0.0602957	0.0493436	0.5382919	0.0714894	0.1062661	0.0273855	0.1211603	0.0636540	0.3191596	0.3809929	0.0005390	0.5203704	0.6166541	0.0307723	0.5030634	0.2918230	0.4546044	0.0601657	0.4051101	0.7319753	0.0290472	0.3758453	0.0906401	0.5959668	0.3082921	0.1824717	0.4413598	0.5630978	0.5806000	0.5742527	0.4055243	0.6214437	0.6268915	0.4937751
450	0.7819890	0.0814965	0.3081031	0.3980537	0.2336865	0.5847804	0.5257170	0.0195454	0.3477997	0.1610266	0.6197676	0.7756355	0.4595353	0.4415535	0.2053497	0.1695481	0.1838099	0.2302865	0.2146080	0.6929864	0.2330687	0.0331482	0.8336297	0.4369730	0.6409895	0.0856899	0.0651993	0.6365759	0.5197153	0.5793750	0.3608141	0.6458491	0.1322610	0.7440320	0.6159765	0.3627470	0.5485421	0.5259086	0.6293408	0.4146970	0.0105909	0.0337942	0.5349622	0.6349777	0.4798264	0.1676776	0.0296358	0.6540714	0.3518840	0.5781496	0.1741236	0.3275221	0.3356212	0.5901530	0.6683171	0.0949222	0.3479972	0.5402364	0.5781264	0.6689594	0.3865539	0.6076006	0.3799919	0.2417827	0.2731967	0.5480737	0.0759598	0.0353395	0.5519590	0.0599420	0.1458361	0.0245333	0.0847500	0.0330714	0.3517710	0.4541572	0.0023630	0.3562435	0.6179327	0.0310365	0.5286262	0.2354376	0.4027544	0.0318366	0.3270172	0.7076561	0.0459943	0.3584333	0.0299165	0.5777570	0.3225381	0.1267724	0.5402665	0.6937557	0.8080989	0.3834034	0.5211375	0.6058377	0.7093744	0.5180388
500	0.7889214	0.0826321	0.2522700	0.3897622	0.2723269	0.5317815	0.3813384	0.0466339	0.2680885	0.2660592	0.5912395	0.6088698	0.5832695	0.3720862	0.1109363	0.1951187	0.1439052	0.3799444	0.2895901	0.5420961	0.2485184	0.0306479	0.6049247	0.4222522	0.5723204	0.0495699	0.1038452	0.7318188	0.4050094	0.7438142	0.3567451	0.7057032	0.0932134	0.7093841	0.5956115	0.3320915	0.4853893	0.5250825	0.6685501	0.5139905	0.0111987	0.0274271	0.5749051	0.6360810	0.4003546	0.1658148	0.0319989	0.7620398	0.4333484	0.6576519	0.2334412	0.4025765	0.3658541	0.3977580	0.5385322	0.1125069	0.3444078	0.5985687	0.6059348	0.6006158	0.3560866	0.6908152	0.3394069	0.2350815	0.2495495	0.7306094	0.0277181	0.0310187	0.6125731	0.0272057	0.1805569	0.0044874	0.1561709	0.0941798	0.3146220	0.3967593	0.0004910	0.4706891	0.6523862	0.0126820	0.5133218	0.2822491	0.4285597	0.0332034	0.3519628	0.6664974	0.0471516	0.2920204	0.0692048	0.6171453	0.3697611	0.1290588	0.4775665	0.6326816	0.6722567	0.3217723	0.4989439	0.7184222	0.7174217	0.3889722
550	0.7004972	0.0629315	0.5294240	0.4078329	0.2414668	0.4944155	0.4986700	0.0300944	0.2886679	0.2380735	0.5616878	0.7329930	0.6310897	0.3035265	0.4790691	0.1493197	0.2820957	0.3966008	0.2857887	0.6377274	0.2267670	0.0128257	0.6054194	0.4103078	0.0932269	0.0408755	0.0855214	0.5251536	0.5309309	0.5977707	0.4641247	0.6248737	0.0955881	0.6031064	0.5729154	0.3620856	0.5945354	0.5007525	0.4858804	0.3015355	0.0222992	0.1584784	0.2665034	0.5413341	0.4922122	0.0997362	0.2876919	0.6485135	0.4634611	0.4625776	0.2007745	0.4240534	0.1337811	0.4894696	0.5067504	0.1016674	0.3816800	0.4321191	0.5227275	0.5057874	0.4450136	0.6586546	0.3114717	0.2322963	0.2237118	0.6023534	0.0745136	0.1700208	0.6890189	0.1249650	0.1333601	0.1308758	0.0811455	0.2767438	0.2629821	0.1957559	0.0021644	0.5330766	0.7028247	0.0926357	0.4537079	0.3063535	0.4517947	0.0619853	0.3629913	0.7559019	0.2747142	0.4673501	0.1566353	0.6599169	0.3351993	0.1353896	0.5083355	0.6593981	0.7131657	0.5790396	0.3233750	0.6734902	0.8106533	0.6501419
600	0.7255677	0.0664300	0.4614676	0.4636513	0.2324013	0.3763523	0.4344677	0.0422020	0.4870079	0.1953256	0.5981524	0.6222497	0.5121774	0.3884415	0.6617327	0.2104787	0.2325870	0.4325337	0.2304726	0.8776946	0.2035026	0.0316573	0.6779178	0.3718123	0.0236692	0.0232294	0.0706551	0.5990188	0.5374492	0.7081244	0.4432319	0.5833525	0.1202132	0.7203029	0.4939227	0.2486477	0.4509245	0.4567980	0.4805170	0.2498031	0.0271694	0.2621391	0.2669884	0.6460162	0.6593418	0.0736839	0.3198754	0.5853173	0.3096789	0.5029044	0.1612950	0.6719441	0.0770054	0.4522201	0.4733972	0.1078598	0.3941077	0.5239741	0.6116159	0.5374436	0.5035131	0.6151841	0.3465968	0.2043828	0.2566212	0.5463076	0.1577138	0.2181367	0.6153711	0.1476131	0.1797617	0.0917792	0.1398339	0.3105715	0.3407856	0.1257296	0.0027747	0.4666937	0.6466509	0.1237219	0.4669963	0.2329206	0.3801103	0.0495824	0.3279062	0.6739671	0.3148353	0.5876563	0.2255068	0.6941541	0.2926693	0.2022396	0.5022742	0.7219089	0.6893414	0.7321534	0.3283287	0.6430316	0.6257781	0.5760957
650	0.8261619	0.0734209	0.4628169	0.3643412	0.3377581	0.4007643	0.4324560	0.0659544	0.6098929	0.1906687	0.6598037	0.6961815	0.5760393	0.3447392	0.6774336	0.1989912	0.3376844	0.4083508	0.2295109	0.5894064	0.2526103	0.0414670	0.6454735	0.3920689	0.0044798	0.0123898	0.1824682	0.6401444	0.5164532	0.6902574	0.3616509	0.8397672	0.0836187	0.6723462	0.4680689	0.3507285	0.4448024	0.4317838	0.4189749	0.3854690	0.0200539	0.3416864	0.2363195	0.6312173	0.5750366	0.0239646	0.2961518	0.5604964	0.3468518	0.6345224	0.2629098	0.4945503	0.0863482	0.3587119	0.6720779	0.1136725	0.3069814	0.4295602	0.4709148	0.6894529	0.5599337	0.7153189	0.2815655	0.2435798	0.2663830	0.6288307	0.1830536	0.2680775	0.5307264	0.2425030	0.1625382	0.1814437	0.1605088	0.3517592	0.4517797	0.1607333	0.0033121	0.5086198	0.5934344	0.1394117	0.3744134	0.2815947	0.4392772	0.0603680	0.4094597	0.5387861	0.2441992	0.6122103	0.4951899	0.6593585	0.2611359	0.3149671	0.4296958	0.6209938	0.6083756	0.6758142	0.2093966	0.6527778	0.7069248	0.6344741
700	0.5443340	0.0720690	0.4643872	0.4061529	0.1767157	0.4292823	0.5484916	0.0694723	0.5169184	0.2172677	0.4742330	0.6156559	0.5654308	0.3133797	0.6031278	0.1590368	0.3473159	0.3927326	0.2414382	0.9026812	0.2015780	0.0171069	0.6805032	0.3261742	0.0152580	0.0439081	0.1241274	0.6203773	0.5876712	0.6554330	0.4792861	0.6689490	0.0665432	0.6932877	0.5913718	0.3983073	0.3900897	0.6029912	0.5004879	0.2892160	0.0234179	0.2985970	0.2248469	0.5865472	0.6118594	0.0109645	0.2051409	0.5507116	0.4158664	0.5544677	0.1981674	0.5295541	0.0769450	0.4743230	0.6768679	0.2007561	0.4025642	0.5400516	0.5392511	0.5046219	0.5505303	0.5690495	0.3248103	0.1817829	0.3094117	0.4499073	0.2638392	0.2632398	0.6050577	0.1904798	0.1837989	0.1227858	0.1054733	0.3246472	0.4176911	0.1440019	0.0002808	0.4609461	0.6553098	0.1750861	0.3811014	0.2544343	0.4552559	0.0871204	0.4006387	0.6406822	0.2290215	0.4873742	0.4457307	0.6722805	0.3311280	0.3224086	0.4244630	0.6999350	0.6050619	0.5979825	0.2098983	0.6952579	0.5346370	0.5860953
750	0.5875919	0.0782490	0.5505488	0.3111687	0.2780743	0.5480697	0.5922677	0.0383270	0.7177973	0.2224280	0.6156696	0.6836411	0.4759314	0.3627139	0.6541898	0.2023450	0.2787086	0.5225685	0.2174770	0.7320153	0.1996413	0.0113325	0.7416185	0.3693819	0.0053296	0.0600418	0.2055248	0.6124406	0.4943845	0.6691867	0.3934855	0.8191083	0.0863983	0.6484793	0.4600872	0.3386342	0.4163358	0.5411768	0.3788828	0.3340913	0.0099841	0.2423708	0.2325943	0.7152685	0.6774389	0.0172849	0.1917123	0.5068056	0.4140352	0.6217488	0.1801981	0.6089016	0.0836322	0.4615325	0.4997647	0.1220550	0.3576628	0.5892075	0.6095422	0.7460345	0.6610249	0.8314137	0.3825264	0.2574818	0.2219714	0.6308543	0.2623338	0.1522633	0.7274613	0.1919468	0.1060969	0.1558470	0.1128326	0.3908518	0.3690466	0.0862432	0.0006312	0.5053598	0.5945501	0.1911473	0.3730211	0.2881823	0.5075477	0.1562765	0.3643150	0.6849057	0.2079262	0.5797929	0.5717396	0.5765260	0.3085205	0.3389078	0.3976223	0.7055550	0.6671911	0.6827813	0.2240388	0.8191786	0.7016399	0.7172717
800	0.6761690	0.0579646	0.4896745	0.3275909	0.2189180	0.5943645	0.4793900	0.0639896	0.6441497	0.1866144	0.5036191	0.8261009	0.5116343	0.4556802	0.6511064	0.1807310	0.3073999	0.4520217	0.3604250	0.6057292	0.1405656	0.0166224	0.6142926	0.2727221	0.0050862	0.0165674	0.1520719	0.6193970	0.5898209	0.6682535	0.4770374	0.5982917	0.0812612	0.7169597	0.4966348	0.2464448	0.4617469	0.6466803	0.3987964	0.3468033	0.0332456	0.2145641	0.1829272	0.6110436	0.6838740	0.0170150	0.1561463	0.4763309	0.4488729	0.6602131	0.2111002	0.5857316	0.0278870	0.4372187	0.4565307	0.1684174	0.3802114	0.5373507	0.7094846	0.5257473	0.5640752	0.5443983	0.3225718	0.1858242	0.2882594	0.6165311	0.2456754	0.2049228	0.6814772	0.1684685	0.1807217	0.1492669	0.1191096	0.4191107	0.4271409	0.1268021	0.0002238	0.3720875	0.5565266	0.2370820	0.2240755	0.2277626	0.4714619	0.1063302	0.3444847	0.6888087	0.2458972	0.4750191	0.5212339	0.6644181	0.3820475	0.3656551	0.4774113	0.6598736	0.6168933	0.6925394	0.3472199	0.5970881	0.6762380	0.7199310
850	0.6830159	0.0521205	0.5515161	0.4136727	0.2769609	0.4780675	0.5049948	0.0646332	0.7121750	0.1954889	0.5114288	0.5909972	0.5357076	0.3911052	0.7763239	0.1580811	0.3916810	0.4077952	0.1554272	0.6997525	0.1478464	0.0109147	0.6207004	0.4175988	0.0445191	0.0159729	0.0941628	0.7859020	0.5938233	0.6667449	0.5170806	0.6992338	0.0584164	0.5865108	0.4878160	0.3530118	0.4078104	0.4560250	0.4048459	0.3220346	0.0268414	0.1656877	0.2948385	0.6786492	0.7251988	0.0105662	0.0767400	0.5807567	0.4198981	0.4941986	0.2144484	0.6521983	0.0271191	0.4672778	0.5426248	0.1424771	0.3403318	0.5722276	0.6405558	0.5383624	0.5923537	0.8118927	0.3799868	0.2650702	0.2937403	0.4568186	0.2831673	0.2572186	0.8005969	0.1763307	0.1595274	0.1345202	0.0969517	0.4253432	0.4605806	0.1614114	0.0016900	0.3958999	0.5657728	0.1857097	0.3368581	0.2555106	0.4935300	0.0899288	0.4326476	0.7174632	0.2625276	0.5453172	0.3653567	0.6342490	0.4527805	0.3567849	0.5725567	0.6391313	0.7170545	0.6803172	0.2731258	0.6398089	0.7200234	0.7116066
900	0.7390835	0.0913350	0.5275869	0.4185720	0.3155890	0.5375580	0.4873871	0.0618688	0.6085953	0.1825814	0.5459864	0.5770141	0.5591941	0.3427293	0.6441246	0.1196839	0.3063568	0.4110307	0.2440403	0.7556610	0.1468592	0.0246567	0.5386183	0.3839318	0.0210731	0.0412093	0.1134315	0.6067939	0.5386651	0.6175185	0.4848313	0.6797547	0.0603704	0.7665626	0.4540149	0.3056762	0.4427565	0.4467263	0.4404941	0.3588038	0.0139169	0.2368354	0.2494064	0.5998117	0.7517994	0.0240724	0.0821850	0.4965920	0.3085432	0.6032487	0.1744402	0.5680647	0.0535487	0.3999139	0.6250866	0.1360519	0.3483555	0.4764661	0.6233532	0.4621118	0.6405279	0.7359761	0.3560074	0.2711093	0.2255226	0.5701852	0.3033716	0.2451449	0.6582066	0.1772628	0.1919848	0.1746686	0.1180105	0.4497363	0.3572661	0.0853530	0.0011674	0.5238374	0.6463176	0.2016811	0.2990768	0.2433414	0.5185685	0.1148159	0.2776001	0.7402906	0.2279146	0.6165523	0.3984932	0.7063022	0.3745156	0.4600994	0.4548424	0.6502916	0.5338257	0.6960228	0.2525316	0.6876797	0.6423677	0.6632181
950	0.8445060	0.0443626	0.4250350	0.5641990	0.2266794	0.4555295	0.5653967	0.0824106	0.6865446	0.2227374	0.5358610	0.5458050	0.5696817	0.3960402	0.5355257	0.1108015	0.4086205	0.4344363	0.2997290	0.6615489	0.2155028	0.0163341	0.6159214	0.3481136	0.0111603	0.0180342	0.1184835	0.7239662	0.5338056	0.6045713	0.5092438	0.6967534	0.0907838	0.7758206	0.5046336	0.3932460	0.5762620	0.5268675	0.4978674	0.2927822	0.0427821	0.2039322	0.2251738	0.6452402	0.5465709	0.0030177	0.1379770	0.4881636	0.3704649	0.5969017	0.2065187	0.6917068	0.0680452	0.4759221	0.6213650	0.0871949	0.3703466	0.4288961	0.6525516	0.6175850	0.5743962	0.7263088	0.4018556	0.2447479	0.3204350	0.6003267	0.2159656	0.2357744	0.7316067	0.1778764	0.1838973	0.1340596	0.0883059	0.3081694	0.4612903	0.0919463	0.0016582	0.5341356	0.5121180	0.1457255	0.3176219	0.2211766	0.5597544	0.1297419	0.4245538	0.6621819	0.2430939	0.5576613	0.4212199	0.6610289	0.4308469	0.3145622	0.5468028	0.6301864	0.6148870	0.6883969	0.2608101	0.6106420	0.7374304	0.7311648
1000	0.6052608	0.0553691	0.3705235	0.3979114	0.2957213	0.4648485	0.5138987	0.0767196	0.6579158	0.1508898	0.6125122	0.4656725	0.4948646	0.3661502	0.6054652	0.1806982	0.2461286	0.5044242	0.3048602	0.7735202	0.2591558	0.0170857	0.6131134	0.3264605	0.0310591	0.0263077	0.1442951	0.6572945	0.4901927	0.5917594	0.3902751	0.5425271	0.0992068	0.6775532	0.4764843	0.3494420	0.5205834	0.4626595	0.4570731	0.3287794	0.0114759	0.1807623	0.2995762	0.6104461	0.6487617	0.0157351	0.0959763	0.5576923	0.3588190	0.6919611	0.2549641	0.5409202	0.0724587	0.3942608	0.6462452	0.0974837	0.3114251	0.4568926	0.7382232	0.5199452	0.5032520	0.6893287	0.2927453	0.2523845	0.2764623	0.5066271	0.3074668	0.2556581	0.7365318	0.1802964	0.1926948	0.1646698	0.2136770	0.4412351	0.3736488	0.1305155	0.0032105	0.4390434	0.4591066	0.1690173	0.3450214	0.3617254	0.5989177	0.1302029	0.2815969	0.6984849	0.2411332	0.5302782	0.5248133	0.5690938	0.4483308	0.4544320	0.7182416	0.7038948	0.6514030	0.6366134	0.2823679	0.6045883	0.7881636	0.7041309

0	0.6237765	0.0678101	0.5237749	0.4528682	0.3086382	0.4787362	0.4018640	0.1056172	0.6633146	0.2595514	0.6319494	0.4998242	0.4743760	0.3467186	0.6542010	0.1865882	0.3659236	0.4438114	0.1701122	0.6356906	0.1808012	0.0313369	0.7109236	0.3166865	0.0120560	0.0247961	0.1560909	0.6135122	0.5266271	0.8353034	0.5732816	0.6764604	0.0952776	0.6227020	0.5508545	0.2523833	0.4251263	0.5517814	0.5287302	0.2429356	0.0389641	0.2971837	0.2696894	0.6386604	0.7730374	0.0088137	0.0952399	0.4553628	0.4639036	0.4915553	0.2084381	0.6651959	0.1027842	0.5185245	0.5606982	0.0811678	0.5116974	0.6517001	0.6209338	0.6483826	0.5558845	0.7968391	0.3707049	0.2657083	0.2943205	0.8084191	0.2250058	0.2327233	0.7097491	0.1367544	0.1785693	0.1267853	0.1125464	0.4059502	0.3882534	0.1283892	0.0211693	0.4690115	0.4942386	0.2380296	0.3909429	0.2588756	0.5581099	0.2282522	0.3608770	0.6532108	0.2386771	0.5903437	0.4683168	0.4609971	0.4424935	0.3312054	0.5342514	0.5971266	0.7653313	0.8189002	0.3007417	0.6259428	0.6635264	0.6503283
50	0.7434793	0.0697657	0.1606786	0.4168374	0.2575198	0.4247286	0.5210960	0.0658050	0.2983352	0.1783698	0.6796719	0.3354712	0.5464731	0.2988422	0.2575997	0.2005961	0.2208746	0.3977038	0.2696637	0.6029734	0.2229224	0.0233227	0.5374050	0.3667718	0.0127451	0.0138725	0.1392530	0.7141663	0.5431080	0.5958852	0.3914415	0.5896540	0.0801574	0.6550287	0.7196729	0.3078648	0.3485974	0.3547897	0.4693757	0.0577063	0.0090895	0.2527179	0.2497761	0.6292103	0.7423684	0.0002424	0.0972766	0.1372358	0.4483129	0.2320589	0.2128492	0.7358572	0.0731661	0.4431416	0.6002050	0.1343602	0.2751189	0.5384408	0.6583369	0.6423675	0.6015103	0.5906874	0.2784648	0.3052153	0.2250446	0.6231647	0.2936902	0.1771868	0.7977070	0.1610096	0.2378311	0.1469452	0.1740873	0.4295965	0.3746223	0.1235347	0.7061267	0.6155846	0.5260608	0.1439585	0.5266630	0.2765028	0.4874276	0.2055042	0.1496461	0.2324375	0.1135800	0.5826032	0.5350557	0.6718454	0.4291797	0.3605000	0.5550507	0.6827209	0.6057565	0.6446108	0.2919593	0.5867803	0.6103787	0.4469405
100	0.7006422	0.1230897	0.1063348	0.4610775	0.2252570	0.4265026	0.4387464	0.0620900	0.2496856	0.1278787	0.5496138	0.2314992	0.5846071	0.1816379	0.2705858	0.2071209	0.2599118	0.4670100	0.2039852	0.6714483	0.1925721	0.0188339	0.7150099	0.4309071	0.0295844	0.0010375	0.1313222	0.7160699	0.6568880	0.5092116	0.4240088	0.6353694	0.1085288	0.6659543	0.6259262	0.3625557	0.4455744	0.4587490	0.5043001	0.0277458	0.0092797	0.3127821	0.1944539	0.7876816	0.7067303	0.0010170	0.1549846	0.0451014	0.5391419	0.1187040	0.1778875	0.5977357	0.1862150	0.3911770	0.5474789	0.1158258	0.3712452	0.4251363	0.6501053	0.6077278	0.7383794	0.6716339	0.2920429	0.3159520	0.2296200	0.5977565	0.3571956	0.2328593	0.6805360	0.1319716	0.1598071	0.1966239	0.1224271	0.4078890	0.3359852	0.1194724	0.5552686	0.8037578	0.5371109	0.1368758	0.5765676	0.2832276	0.6189479	0.1758332	0.0812950	0.0389648	0.0734648	0.6986364	0.3918300	0.5952387	0.3362270	0.3106939	0.6046932	0.8450490	0.6611604	0.5926271	0.3305072	0.4731120	0.7138574	0.5048892
150	0.6492294	0.0564657	0.0762526	0.4077121	0.2924569	0.4774945	0.4931287	0.0618302	0.1920442	0.1799148	0.5925155	0.2124907	0.3852577	0.1632183	0.1366411	0.1302563	0.2799998	0.3168012	0.2065517	0.6463464	0.3456164	0.0416819	0.6007074	0.4182165	0.0340050	0.0042846	0.1621620	0.6615601	0.5821278	0.5743320	0.4938482	0.6241962	0.0850300	0.6426992	0.6620466	0.3193560	0.3964171	0.5695771	0.4638301	0.0089901	0.0109460	0.2952536	0.2164167	0.6805115	0.7346063	0.0010735	0.2537225	0.0303036	0.3970226	0.0659573	0.2536603	0.5887370	0.2922231	0.3542490	0.5566908	0.1384096	0.4094330	0.5974991	0.8379408	0.7537705	0.5227473	0.7309902	0.3386437	0.1698945	0.2311710	0.4780263	0.2886986	0.1754662	0.6134241	0.1858095	0.2069576	0.0896063	0.1508752	0.3957759	0.4618539	0.0914030	0.4762343	0.6971944	0.5974103	0.0820024	0.6173928	0.2131237	0.5047301	0.0721135	0.0357184	0.0962277	0.0993216	0.6310931	0.5090797	0.6095403	0.2835356	0.2729256	0.6470750	0.6923464	0.6307871	0.7101527	0.2967975	0.5234020	0.7473558	0.3924802
200	0.6389409	0.0663148	0.1028465	0.4503969	0.3163514	0.4355828	0.6081739	0.0462468	0.1814083	0.1816690	0.5497417	0.3402418	0.4103557	0.1194313	0.1872151	0.1212313	0.3405356	0.3292266	0.2245782	0.6713613	0.2558072	0.0303857	0.6095032	0.2517535	0.0105724	0.0044035	0.1727381	0.6651340	0.5196473	0.4892043	0.4614643	0.6236595	0.0950674	0.6722444	0.8328955	0.2741363	0.6021438	0.4917573	0.4738842	0.0011107	0.0212727	0.4826802	0.1835265	0.7434231	0.5572262	0.0000758	0.2672034	0.0261842	0.4878508	0.0329414	0.1574199	0.7021577	0.4958714	0.3755797	0.6913014	0.1371273	0.4258569	0.5757147	0.6065398	0.6803727	0.5701407	0.6367986	0.3320964	0.1946558	0.2602181	0.5381410	0.2425116	0.2764236	0.6261073	0.1320201	0.1754654	0.1614303	0.1563124	0.3226802	0.3387325	0.1195228	0.6401271	0.6376722	0.7687843	0.0855699	0.5076542	0.2946735	0.4009047	0.0821895	0.0054048	0.0234726	0.1328623	0.7073081	0.3753480	0.7034176	0.2456848	0.3042031	0.6383586	0.6476377	0.6990119	0.5788414	0.3194414	0.8170558	0.7202365	0.3508040
250	0.6486566	0.0846096	0.1513735	0.2448864	0.2431066	0.5244361	0.5403378	0.0379693	0.2329123	0.1860197	0.5725192	0.2825629	0.3937507	0.1169208	0.1282866	0.2371076	0.2765624	0.3257712	0.2534012	0.7758447	0.3229419	0.0164998	0.7255926	0.3444501	0.0531087	0.0002318	0.1104880	0.7077939	0.5521261	0.5054004	0.4804189	0.5888918	0.0652116	0.6403809	0.6862510	0.3560190	0.4609382	0.5560912	0.4153097	0.0009462	0.0294131	0.5556170	0.2779329	0.8389934	0.5712620	0.0020852	0.2845231	0.0226604	0.4658414	0.0647198	0.1606625	0.8238466	0.3663700	0.3103508	0.5512298	0.1631385	0.3197025	0.4326881	0.5588052	0.6732299	0.6447523	0.6193454	0.3074087	0.2138154	0.2123255	0.6589568	0.2023489	0.2261677	0.5416491	0.1357663	0.1450898	0.1375010	0.1239239	0.3814337	0.4245338	0.1608944	0.6170874	0.5777103	0.5924777	0.0743695	0.5550852	0.2593335	0.4120463	0.0621225	0.0031534	0.0257991	0.1630472	0.6090070	0.4331531	0.6274973	0.3111220	0.2360727	0.5476994	0.6349439	0.6800432	0.6464495	0.2431947	0.5457399	0.6170054	0.3199421
300	0.8412233	0.0735266	0.1184847	0.2883905	0.2650801	0.4687151	0.6212561	0.0642375	0.1790348	0.2245147	0.6074487	0.3719795	0.4002511	0.1143570	0.1659876	0.1511735	0.2585996	0.3643824	0.3286747	0.7109556	0.5487011	0.0580705	0.7224908	0.4135557	0.0118283	0.0016810	0.0713229	0.6948261	0.4751511	0.4881569	0.5570285	0.6578164	0.0982483	0.7024937	0.6138978	0.3923672	0.5345505	0.5535151	0.4378610	0.0036256	0.0075770	0.5612548	0.1846756	0.6690213	0.6776418	0.0028769	0.2098586	0.0427449	0.4771059	0.0470788	0.1534966	0.7613182	0.4014707	0.3093800	0.7154833	0.1104430	0.3479107	0.5614316	0.5543476	0.6390922	0.6264042	0.5870397	0.2793485	0.2401148	0.2432237	0.6488972	0.2261684	0.3287031	0.6830965	0.1849816	0.1925027	0.1194788	0.1132526	0.3635050	0.3462433	0.1164647	0.6290396	0.7125345	0.5217367	0.0739345	0.5338065	0.2522368	0.4263203	0.0910189	0.0110417	0.0196174	0.1163890	0.6519553	0.4084895	0.7659647	0.2729920	0.2857219	0.6195680	0.7040996	0.5905270	0.5645468	0.2802041	0.6052422	0.5651000	0.4249672
