"Time"	G1	G2	G20	G10	G16	G4	G17	G8	G11	G56	G3	G5	G19	G12	G13	G14	G15	G50	G41	G52	G53	G51	G21	G22	G55	G42	G54	G40	G44	G39	G35	G49	G45	G48	G61	G9	G47	G43	G79	G57	G60	G89	G80	G84	G81	G82	G83	G88	G86	G78	G77	G75	G91	G90	G85	G58	G59	G99	G92	G93
800	0.7421215	0.0047508	0.5314954	0.3233202	0.0816944	0.5527799	0.1672835	0.1105653	0.1433261	0.5574547	0.0562704	0.3300426	0.8154327	0.0353037	0.2285571	0.0200809	0.5572366	0.5203864	0.4110590	0.7080910	0.0158931	0.2923358	0.3532464	0.2796761	0.1575451	0.4613665	0.5592953	0.5916320	0.2564289	0.3217348	0.6028288	0.0263695	0.2777545	0.6574110	0.2944182	0.1081257	0.4078838	0.0473144	0.7267173	0.0399389	0.3988284	0.0641396	0.0044368	0.4377190	0.3604819	0.6523380	0.0865727	0.1995078	0.6418335	0.3284344	0.0379847	0.7849041	0.0211908	0.3577585	0.6182285	0.6733807	0.5505152	0.6948997	0.5837875	0.0063864
850	0.8057029	0.0081880	0.4773937	0.2853129	0.0709644	0.6178955	0.1286267	0.0469663	0.1520006	0.5359608	0.0321405	0.3325822	0.7044199	0.0182465	0.2759863	0.0244828	0.5968440	0.5549347	0.3865954	0.7085107	0.0116160	0.1881045	0.3682707	0.2078979	0.1673024	0.3806005	0.4701232	0.5459238	0.2426358	0.3180828	0.6117709	0.0497380	0.2797380	0.6436840	0.2282970	0.1123299	0.3712960	0.0178087	0.6389156	0.0182102	0.2881336	0.0764706	0.0090876	0.4347635	0.3305162	0.5685873	0.0374538	0.2283893	0.7918797	0.4149411	0.0643127	0.6980039	0.0352249	0.3770447	0.8714714	0.5929415	0.5423808	0.7405080	0.4394891	0.0065673
900	0.6739727	0.0024448	0.4722671	0.3701752	0.1068035	0.5948463	0.1427165	0.0486174	0.1095524	0.5623456	0.0260463	0.3071090	0.7799077	0.0135528	0.1811224	0.0099412	0.3806026	0.6425768	0.4431751	0.8060182	0.0275514	0.1803081	0.3618554	0.1760166	0.1645808	0.4651238	0.4691028	0.5412287	0.1622908	0.3474915	0.6578430	0.0484987	0.2881391	0.5713789	0.2269313	0.0838449	0.3817854	0.0176696	0.6724570	0.0257492	0.2244935	0.1114859	0.0009720	0.3732842	0.3187705	0.5845322	0.0316471	0.1718233	0.7010720	0.3627177	0.0364071	0.6375512	0.0244799	0.4005980	0.7051805	0.5047732	0.5656445	0.7941974	0.4916791	0.0028204
950	0.6985190	0.0015849	0.4711774	0.2683534	0.0387779	0.5014336	0.1528832	0.0749113	0.0967528	0.6407089	0.0276664	0.2823953	0.7002049	0.0269547	0.3184677	0.0305552	0.4352456	0.7222292	0.4037646	0.8154374	0.0109162	0.2109605	0.3484818	0.2469160	0.1534459	0.4220559	0.5039026	0.5106293	0.1316964	0.3274705	0.6447230	0.0932461	0.3215670	0.6599698	0.2532639	0.0459664	0.3017580	0.0295020	0.7926445	0.0114341	0.3036187	0.0860245	0.0005031	0.3795543	0.4527331	0.6135438	0.0795559	0.1794740	0.7947902	0.4021937	0.0304360	0.6864551	0.0147300	0.4410303	0.7362121	0.6068790	0.5297882	0.6798407	0.5466774	0.0058107
1000	0.7326670	0.0027795	0.6666945	0.2792466	0.0806867	0.5819893	0.1287436	0.0895208	0.1227725	0.5683559	0.0477077	0.2941115	0.6798012	0.0155981	0.2436553	0.0563558	0.5921481	0.8272169	0.3681364	0.7375486	0.0173817	0.1462298	0.3934151	0.1731043	0.1452745	0.4275982	0.5131715	0.4744968	0.1200868	0.2368768	0.6647475	0.0306120	0.2217986	0.6751835	0.3342095	0.0758676	0.4020952	0.0235540	0.7877779	0.0389751	0.3447819	0.0747287	0.0036746	0.3990453	0.3396681	0.5317569	0.0392797	0.1752463	0.6939388	0.4685911	0.0506446	0.7133457	0.0146102	0.5226301	0.7031133	0.5229672	0.5891917	0.6976617	0.4943362	0.0029226

0	0.6758804	0.0026877	0.3914304	0.3977580	0.0419827	0.6725447	0.1617371	0.0923623	0.1094073	0.6269213	0.0664261	0.2973650	0.7448860	0.0354375	0.2102011	0.0344839	0.5901595	0.6819493	0.6057963	0.5785417	0.0168543	0.2618359	0.3676582	0.2170972	0.2892914	0.5271222	0.5784962	0.4720446	0.1482070	0.4223736	0.6984899	0.0595670	0.2667368	0.6487378	0.2847109	0.0352841	0.3018523	0.0291270	0.6787637	0.0064872	0.3305610	0.0488836	0.0002552	0.3365769	0.4395836	0.5861324	0.0466673	0.1666056	0.6158698	0.3540949	0.0904874	0.7481205	0.0128317	0.4643054	0.6411038	0.6983980	0.5487141	0.6086129	0.4273293	0.0023389
50	0.6392946	0.0034408	0.5094777	0.0673427	0.0707098	0.6285241	0.1725976	0.5094566	0.1333268	0.2695500	0.0564150	0.2798869	0.7175842	0.0235441	0.1966322	0.0555465	0.5458701	0.6380732	0.3666204	0.5684764	0.0270865	0.2828021	0.3770472	0.4625217	0.1048460	0.4885246	0.2367108	0.4385063	0.3271805	0.3448089	0.6236624	0.0559082	0.2083258	0.6069662	0.2847888	0.0970943	0.3651693	0.0616745	0.4740794	0.0230730	0.5280062	0.2346827	0.0009316	0.4904611	0.4236657	0.5089834	0.0348669	0.1352442	0.7800890	0.3711587	0.2572516	0.3485814	0.0041549	0.3441430	0.6357261	0.5312656	0.6441364	0.6776354	0.6526079	0.0060967
100	0.8025785	0.0001265	0.4961500	0.0286865	0.0235212	0.6651095	0.1325804	0.4783125	0.1026676	0.2108664	0.0459374	0.2697970	0.7062131	0.0099750	0.2222554	0.0338953	0.4595039	0.6280553	0.3835972	0.5652587	0.0281355	0.4532120	0.4495095	0.5639482	0.1430553	0.4859346	0.2701092	0.5584091	0.3500056	0.3545670	0.7504922	0.0347211	0.1927924	0.5518017	0.3017962	0.0920758	0.3776359	0.0326262	0.2768579	0.0494099	0.6008033	0.2771906	0.0011242	0.3554370	0.3646009	0.6158938	0.0465375	0.0975539	0.6745866	0.1897445	0.3006810	0.2494152	0.0070115	0.4382315	0.5857020	0.6911282	0.6207200	0.6989749	0.8482488	0.0115351
150	0.7244578	0.0027469	0.4343459	0.0389473	0.0449332	0.7357705	0.1623354	0.6259961	0.1239031	0.1385102	0.0643014	0.2622305	0.6400595	0.0300270	0.2032910	0.0756540	0.4079178	0.6132867	0.5139120	0.6812263	0.0339047	0.3537799	0.4485257	0.5767646	0.2276909	0.5471178	0.2080582	0.5711325	0.3732508	0.3854358	0.6454865	0.0649813	0.2081056	0.4245669	0.2160557	0.0776646	0.3728522	0.0157451	0.3517083	0.0246298	0.7202550	0.2709629	0.0008368	0.2255959	0.2884304	0.4221934	0.0323971	0.1093633	0.6760384	0.2276672	0.3666582	0.1767832	0.0005644	0.5390085	0.6626293	0.6297746	0.5772143	0.7139183	0.7315388	0.0009237
200	0.7130889	0.0031716	0.3885907	0.0215418	0.0519594	0.7248871	0.1087742	0.6913963	0.1952298	0.0843074	0.0547183	0.1922579	0.7293594	0.0186519	0.2041534	0.0225545	0.5397472	0.6683798	0.3251723	0.5965689	0.0298599	0.3582125	0.4297314	0.5592322	0.1078638	0.5734415	0.1666372	0.4376480	0.3009016	0.3342739	0.7589763	0.0229311	0.2892161	0.4316172	0.1809865	0.0661735	0.4309741	0.0273428	0.4459089	0.0184591	0.6290000	0.3224512	0.0001844	0.2025040	0.2138618	0.4826467	0.0165407	0.0809147	0.6853495	0.1215739	0.3270175	0.1655652	0.0039590	0.5231832	0.5797126	0.6573098	0.6730117	0.6306163	0.7672703	0.0060496
250	0.7664568	0.0015958	0.5102612	0.0357714	0.0353496	0.7031347	0.1680488	0.7663769	0.3243264	0.0999251	0.1585024	0.3736340	0.7187398	0.0200787	0.2239816	0.0438469	0.4711052	0.6987559	0.4949233	0.6297923	0.0139390	0.5028542	0.3559358	0.4938835	0.1455695	0.4640782	0.2278288	0.4938837	0.3405727	0.3682654	0.7023130	0.0496606	0.2765514	0.5068534	0.1806425	0.0923445	0.3751918	0.0272967	0.4000855	0.0095565	0.6680577	0.2565669	0.0062223	0.2411462	0.2033599	0.5185899	0.0411275	0.0905287	0.7288370	0.1164107	0.3345959	0.2069278	0.0004260	0.5310504	0.6373426	0.6460357	0.5780245	0.7204290	0.5844496	0.0020538
300	0.7032048	0.0042666	0.4260936	0.0222840	0.0382806	0.6072442	0.1051159	0.6322829	0.2636810	0.0869214	0.0817899	0.2621205	0.6935545	0.0124760	0.2291892	0.0517457	0.5673614	0.7597093	0.4714275	0.5971952	0.0222023	0.3435544	0.3361026	0.5237964	0.1450722	0.4768585	0.2049906	0.4414208	0.3762065	0.4466714	0.6693814	0.0646028	0.2831272	0.5136817	0.2702787	0.0786640	0.3441636	0.0453044	0.4038698	0.0117509	0.6496767	0.4092088	0.0018010	0.3587363	0.2788193	0.5273974	0.0428812	0.1395524	0.7647695	0.1998682	0.4131609	0.2172575	0.0058559	0.6001156	0.8301823	0.6990705	0.7499493	0.6689779	0.6913694	0.0016190
350	0.6097276	0.0034523	0.3820411	0.0333879	0.0383420	0.6745619	0.1809428	0.5995321	0.4220412	0.0904645	0.0785580	0.2732674	0.7833692	0.0329668	0.1997413	0.0483171	0.5088417	0.6561846	0.4069049	0.6019956	0.0097022	0.3576558	0.2991249	0.5363249	0.1767027	0.4285763	0.3746052	0.5604008	0.4398678	0.3109293	0.5671467	0.0403817	0.2518084	0.4534792	0.2449160	0.0878308	0.3798054	0.0505541	0.4143373	0.0307280	0.5965412	0.3074687	0.0009837	0.1720906	0.2926569	0.4657114	0.0241918	0.0857167	0.6484727	0.2026901	0.3268356	0.1853296	0.0129115	0.4407891	0.7776566	0.6230824	0.6156218	0.5798703	0.5807740	0.0076822
400	0.7504987	0.0004273	0.5737795	0.0403350	0.0299740	0.5261063	0.1119939	0.6567255	0.2812348	0.1042245	0.1122896	0.3172814	0.6684456	0.0402250	0.2374873	0.0385679	0.5418114	0.6684311	0.4863979	0.5599939	0.0211264	0.3497615	0.3536809	0.4701196	0.2055164	0.5332632	0.2666873	0.5542282	0.3387258	0.3194478	0.6730326	0.0457675	0.3098869	0.4591934	0.2553344	0.1030426	0.3570147	0.0310349	0.4218896	0.0223156	0.6399068	0.3251438	0.0027934	0.2499812	0.1845890	0.4973616	0.0797541	0.1100419	0.7860968	0.1555277	0.3309205	0.1957278	0.0198884	0.5409043	0.6189460	0.5353846	0.6041130	0.7649371	0.7920846	0.0022756
450	0.5797594	0.0009399	0.4900997	0.0316488	0.0312761	0.5457837	0.1897962	0.6633988	0.2433202	0.0993011	0.0906843	0.3129531	0.7290345	0.0320745	0.2389247	0.0571789	0.5560908	0.5645160	0.3555316	0.5938104	0.0252084	0.4122961	0.3507043	0.4177455	0.1690907	0.5108738	0.2921094	0.5681759	0.4011589	0.3418911	0.6333443	0.0552430	0.3346939	0.4206693	0.1778832	0.0817759	0.3855011	0.0159756	0.4538439	0.0509480	0.6036186	0.2426779	0.0000343	0.2780219	0.2620190	0.5542057	0.0414949	0.1190683	0.6882431	0.1524879	0.3487332	0.1421914	0.0177823	0.3924772	0.6676231	0.5731805	0.7413963	0.7072739	0.6797656	0.0039147
500	0.6666490	0.0001954	0.4409114	0.0168260	0.0133851	0.5439254	0.1507857	0.7136012	0.3123515	0.0840622	0.0770373	0.2756464	0.7268056	0.0195264	0.1523006	0.0362322	0.5867329	0.7445343	0.4077568	0.5738761	0.0041853	0.5749793	0.4854747	0.4647352	0.1167720	0.5828393	0.3313703	0.6375034	0.4234668	0.3474361	0.6082633	0.1428224	0.3112506	0.5252122	0.2049357	0.0412055	0.4645403	0.0439340	0.4245098	0.0441080	0.7205421	0.2589494	0.0011923	0.2367319	0.2988248	0.5013489	0.0658495	0.1365775	0.6849275	0.1292074	0.2985197	0.1861507	0.0139997	0.5045478	0.7175227	0.5060622	0.7327934	0.9057339	0.6101971	0.0073441
550	0.6407274	0.0015796	0.4562291	0.2322980	0.1012616	0.5633701	0.1652679	0.2723290	0.2596991	0.3150057	0.1199140	0.3216332	0.8188017	0.0321359	0.2898925	0.0221546	0.5496062	0.7129112	0.4098467	0.7651748	0.0126594	0.2765827	0.4666125	0.2583369	0.1243035	0.4012707	0.6071059	0.4732187	0.3946368	0.3424057	0.6421859	0.0810367	0.2827554	0.6924929	0.2231227	0.0754524	0.4025138	0.0728219	0.6455567	0.0193140	0.3107467	0.1284747	0.0032012	0.3460201	0.3571644	0.4786334	0.0793677	0.1267038	0.6577332	0.2615064	0.0938100	0.5658750	0.0166870	0.4509197	0.8470832	0.5571929	0.6525725	0.8082197	0.6389224	0.0040871
600	0.6216248	0.0009222	0.4484099	0.3674634	0.0538341	0.7363441	0.2165825	0.0857131	0.1934392	0.4366288	0.1026578	0.2554435	0.7568824	0.0345642	0.2289056	0.0557989	0.4872056	0.7739481	0.4061763	0.6478057	0.0153328	0.2735780	0.3363658	0.2462652	0.2496315	0.4057396	0.4956157	0.3983990	0.1599118	0.2511986	0.6471311	0.0657708	0.2626131	0.5707661	0.2770491	0.1010296	0.4697585	0.0096205	0.6335069	0.0233736	0.3015032	0.1069073	0.0007894	0.3361521	0.4095506	0.5121289	0.0356448	0.1786954	0.6803845	0.3600876	0.0664245	0.7340909	0.0280776	0.4650005	0.8514691	0.6101078	0.5683396	0.8963281	0.4272911	0.0028178
650	0.6407220	0.0084474	0.4394511	0.3869402	0.0712199	0.7205977	0.1527713	0.0777680	0.2129062	0.4395383	0.0459495	0.2815186	0.6679534	0.0334889	0.1805783	0.0421351	0.5164120	0.5653589	0.4025576	0.7659325	0.0194087	0.2002761	0.4293849	0.2429603	0.1902694	0.4779591	0.5301518	0.4284825	0.1466011	0.2889486	0.6107380	0.0742356	0.3063760	0.7944108	0.3449471	0.0771214	0.4276081	0.0203991	0.6066353	0.0138800	0.3969980	0.1473772	0.0070581	0.3422818	0.3377978	0.5893737	0.0679544	0.1810262	0.6850372	0.3914624	0.0818010	0.7448015	0.0113314	0.4124361	0.7139882	0.5469367	0.5626036	0.7845704	0.4972539	0.0125349
700	0.7240008	0.0063733	0.5345886	0.3147472	0.0663511	0.6661605	0.1050680	0.0634938	0.1067512	0.5204218	0.0783331	0.3529274	0.6998890	0.0313395	0.2290124	0.0463006	0.5592566	0.7174459	0.4479358	0.7466054	0.0219393	0.2663343	0.4009651	0.2300327	0.1979156	0.4420585	0.6368270	0.5811792	0.1636312	0.3344003	0.5216253	0.0370389	0.2521081	0.7230584	0.4271725	0.0824678	0.3428204	0.0425633	0.7562895	0.0206043	0.2499385	0.0672996	0.0114461	0.3870852	0.3919560	0.6157603	0.0454545	0.1898510	0.5496692	0.4178461	0.0446710	0.6643679	0.0337593	0.4130497	0.6798745	0.6092797	0.5639028	0.5742416	0.4554751	0.0039051
750	0.6365528	0.0045843	0.6689578	0.3711049	0.0466550	0.6093791	0.1572722	0.0382219	0.1163997	0.6334424	0.0576244	0.3223679	0.6462746	0.0111479	0.2585959	0.0249805	0.6298925	0.6878745	0.4421568	0.5406284	0.0183898	0.2153766	0.3129871	0.2079136	0.1887919	0.4757657	0.5548351	0.4386403	0.2289788	0.3691247	0.5991810	0.0515202	0.3563939	0.5305081	0.3643033	0.0971471	0.4310044	0.0295780	0.6434863	0.0206945	0.2519957	0.0645981	0.0043872	0.3826552	0.2749822	0.5396652	0.0412450	0.1615815	0.6466842	0.3788484	0.0289915	0.6421672	0.0277543	0.5067769	0.7576669	0.5720915	0.4258652	0.7557195	0.4186239	0.0153280
800	0.6432307	0.0099372	0.5619304	0.2960890	0.0685064	0.5478592	0.1912533	0.0652994	0.1113156	0.6238142	0.0565923	0.3435891	0.6327970	0.0260393	0.2525219	0.0234139	0.5254176	0.6341490	0.4195478	0.7087684	0.0248512	0.1683641	0.3642327	0.1209155	0.1690579	0.4621155	0.5531525	0.4719139	0.2958024	0.3455598	0.5678991	0.0421240	0.2048968	0.6797137	0.3127042	0.1189461	0.3830172	0.0148893	0.6660820	0.0120600	0.2617127	0.0750355	0.0036077	0.3179188	0.3955193	0.5408187	0.0311699	0.1789557	0.7200918	0.5579716	0.0728667	0.7032414	0.0268037	0.5304171	0.8040718	0.5484104	0.4649529	0.6430278	0.4145896	0.0069889
850	0.7348419	0.0337967	0.4696212	0.3479029	0.0837212	0.6543085	0.1272611	0.0197108	0.1716399	0.4577340	0.0611651	0.2625381	0.7592593	0.0180046	0.3670186	0.0535803	0.4471687	0.6550325	0.4354296	0.6796255	0.0147060	0.2040943	0.4208489	0.1883110	0.1702427	0.6282201	0.4680839	0.3883252	0.1649557	0.3543933	0.6102171	0.0506187	0.2691788	0.7607647	0.3385960	0.1306590	0.4346112	0.0093876	0.6403529	0.0370675	0.2753980	0.0690731	0.0014247	0.3635020	0.3829148	0.5292333	0.0577253	0.1516151	0.6577588	0.4860303	0.0790722	0.7779342	0.0143059	0.4008689	0.5771712	0.5834022	0.4785806	0.6438419	0.5516377	0.0046987
900	0.6374505	0.0082895	0.4829862	0.3668419	0.1158506	0.6017001	0.1427735	0.0445640	0.1905442	0.6665022	0.0511499	0.2443629	0.6469166	0.0126853	0.3018249	0.0349587	0.6052034	0.6491891	0.3240208	0.6359859	0.0099309	0.3178684	0.3557896	0.2619342	0.2901321	0.4521124	0.4685956	0.3752299	0.1587828	0.3488987	0.6262885	0.0731628	0.3122625	0.4862165	0.2995518	0.1620055	0.4322411	0.0383757	0.7313343	0.0225606	0.3240099	0.0651936	0.0059446	0.4461473	0.3867837	0.6372233	0.0647032	0.1989383	0.6402711	0.3916608	0.0413246	0.8255701	0.0053422	0.4391361	0.6275961	0.6067744	0.5268128	0.5550237	0.3997200	0.0016052
950	0.6693229	0.0165696	0.4649888	0.3077703	0.0822916	0.7883372	0.1214089	0.0710851	0.1603376	0.5681356	0.0305431	0.3403566	0.7734390	0.0368395	0.2435595	0.0182658	0.6806038	0.7635520	0.3676782	0.5762666	0.0171755	0.1987919	0.3622302	0.1892081	0.1726949	0.4241216	0.4936166	0.3730948	0.1531161	0.3185157	0.6012983	0.0359659	0.2420906	0.5650508	0.2721250	0.0666420	0.3651512	0.0299747	0.7546214	0.0159555	0.2367192	0.0647102	0.0034786	0.4300489	0.2802966	0.5883752	0.0355473	0.1638836	0.6595165	0.4571741	0.0711640	0.6305942	0.0088909	0.4720124	0.8265080	0.5964063	0.5495770	0.6169601	0.4625141	0.0070962
1000	0.6591031	0.0075448	0.5372825	0.3700705	0.0684359	0.5835375	0.1172485	0.0448354	0.1594977	0.4698047	0.0316967	0.3593960	0.7657071	0.0106681	0.2158458	0.0422994	0.5270904	0.7148190	0.4455030	0.6968692	0.0243497	0.2212920	0.3569046	0.1098587	0.1160272	0.4687277	0.4544862	0.3977269	0.1473236	0.2990029	0.6168340	0.0810085	0.2730176	0.6996302	0.3397263	0.0911071	0.3703742	0.0360903	0.6641786	0.0109233	0.2582829	0.0845063	0.0025678	0.4899770	0.3466307	0.4551582	0.0226890	0.2186845	0.6354013	0.3324408	0.0523314	0.6427322	0.0372583	0.4351852	0.6802368	0.7012348	0.5504202	0.7315761	0.4754452	0.0015041

0	0.7325242	0.0054088	0.4624782	0.3567389	0.0626244	0.6064329	0.1537517	0.0746399	0.1466932	0.5490270	0.0532680	0.3007256	0.7130175	0.0290540	0.1880889	0.0333380	0.6532839	0.6353465	0.4336146	0.6714488	0.0106718	0.2193759	0.5468563	0.2253613	0.2278173	0.5654793	0.4568036	0.5686448	0.1071482	0.3289867	0.5472928	0.0642046	0.2691833	0.6000830	0.3317951	0.0857618	0.3813803	0.0152311	0.5874053	0.0247495	0.2632540	0.0613184	0.0006360	0.3366267	0.3745963	0.4998098	0.0642799	0.1775314	0.7269204	0.4033177	0.1133858	0.6557917	0.0457684	0.5585310	0.7494480	0.7046225	0.4501891	0.6213746	0.4090048	0.0019396
50	0.7909438	0.0015684	0.4751948	0.4180131	0.0874745	0.6486376	0.1166370	0.0699220	0.1362570	0.5158929	0.0343098	0.1613060	0.6417331	0.0331551	0.1246906	0.0101901	0.5623478	0.6861121	0.4852941	0.7090970	0.0336002	0.1868969	0.3907940	0.2014476	0.2294477	0.4661299	0.3873122	0.5594527	0.1753254	0.3307639	0.6268542	0.0813185	0.6010508	0.3273302	0.5406247	0.0558487	0.4179150	0.0350329	0.7230449	0.0716603	0.2956076	0.1715096	0.0091353	0.3047375	0.3554685	0.5086659	0.0174361	0.5080280	0.4500019	0.4706393	0.0753294	0.5156564	0.0169948	0.1277790	0.6282840	0.5152191	0.5569927	0.6103430	0.6813423	0.6300335
100	0.7467763	0.0000923	0.4575639	0.4674360	0.1037403	0.5598067	0.1113899	0.0596562	0.1091715	0.4639054	0.0282700	0.2306040	0.6615101	0.0212543	0.1669019	0.0006453	0.4868804	0.6737970	0.5975985	0.6183863	0.0297032	0.2489085	0.3092151	0.1934415	0.1346006	0.3601957	0.4716322	0.4713572	0.0599217	0.3057445	0.7175665	0.1515564	0.5388420	0.1154336	0.5572157	0.0298771	0.3568745	0.0312447	0.6635366	0.0187323	0.3267932	0.2246261	0.0073716	0.3789802	0.3369818	0.5056250	0.0501776	0.6342030	0.2885902	0.4317087	0.0949978	0.4636626	0.0207081	0.0942477	0.7309670	0.6149754	0.4729535	0.7252509	0.6618104	0.6236847
150	0.7998382	0.0015085	0.4979963	0.3576566	0.0583517	0.5783924	0.0330873	0.0739055	0.0807080	0.6327735	0.0353503	0.1382854	0.7097338	0.0522907	0.1295349	0.0015242	0.5160889	0.6888107	0.4372930	0.6666641	0.0118744	0.2722107	0.2972827	0.1031145	0.1075526	0.3741088	0.3216831	0.3542682	0.0482778	0.2973146	0.5441950	0.3292972	0.4968723	0.0490048	0.5288656	0.0084843	0.3384204	0.0296213	0.6919106	0.0132993	0.4085490	0.2280154	0.0019891	0.3862954	0.4609843	0.6013806	0.0455242	0.6711257	0.2676400	0.3916252	0.1040468	0.4438581	0.0268543	0.1043788	0.7322488	0.7122464	0.4366718	0.8004383	0.7443958	0.7254062
200	0.7850413	0.0028790	0.5293806	0.3004675	0.0549429	0.5956399	0.0252320	0.0471232	0.1750855	0.6434266	0.0683336	0.1441768	0.6507562	0.0479510	0.2623592	0.0244582	0.4412225	0.6469239	0.3439674	0.7150694	0.0090577	0.1570383	0.2010204	0.0994540	0.1339420	0.3669236	0.3412906	0.4326618	0.0553501	0.2912434	0.3779030	0.3947925	0.5755879	0.0325611	0.5478526	0.0158557	0.2418246	0.0265158	0.7166905	0.0062012	0.4661441	0.3013153	0.0010978	0.4079635	0.3117927	0.5230876	0.0236268	0.6623344	0.2363883	0.3142049	0.0536266	0.3327726	0.0231266	0.0944514	0.7746578	0.6867006	0.3544578	0.6902196	0.7598453	0.6386460
250	0.7106763	0.0023171	0.5367589	0.2607435	0.0805641	0.6899188	0.0184837	0.0483306	0.1390767	0.6085721	0.0653046	0.1319179	0.6165562	0.0315547	0.1465353	0.0026482	0.5542251	0.7302831	0.3641159	0.6777511	0.0060731	0.1325983	0.1546916	0.0736654	0.0542069	0.4504690	0.3356428	0.3457838	0.0249628	0.1598997	0.4284171	0.4226555	0.5387424	0.0229150	0.6267779	0.0330290	0.1895116	0.0534342	0.5951625	0.0115691	0.4822876	0.2008999	0.0083436	0.3944771	0.4989665	0.5632758	0.0604054	0.7191688	0.2114635	0.3854249	0.0630101	0.4574395	0.0037293	0.0701600	0.6052314	0.5123617	0.3998866	0.6124895	0.6329852	0.6895227
300	0.8875513	0.0082434	0.4901910	0.2254973	0.1011663	0.5450559	0.0101641	0.0789740	0.1197286	0.6986771	0.0476093	0.1159667	0.9270733	0.0293291	0.2822554	0.0014897	0.4989923	0.7223896	0.2863568	0.7536040	0.0313363	0.1582744	0.2651923	0.0583349	0.0954388	0.3924041	0.3120188	0.3499764	0.0265881	0.1630800	0.3877045	0.3696715	0.4970703	0.0558857	0.6026622	0.0083231	0.1784468	0.0467816	0.6312234	0.0270492	0.4943227	0.2325446	0.0060714	0.3629924	0.4429868	0.5704701	0.0259588	0.6079003	0.2729464	0.3581077	0.1266061	0.3481716	0.0181004	0.1024955	0.6793774	0.5895908	0.3927986	0.6460512	0.6503147	0.5911596
350	0.7637647	0.0015261	0.6273346	0.3827148	0.0671230	0.5945686	0.0079988	0.0521506	0.1683841	0.5921654	0.1062950	0.0911117	0.6603006	0.0287198	0.1849617	0.0002393	0.5010355	0.7909323	0.3195833	0.5779128	0.0067241	0.1338267	0.1799568	0.0426284	0.1570360	0.3492644	0.2715993	0.4842124	0.0217518	0.1625396	0.2971615	0.3569580	0.5375256	0.0265985	0.5536475	0.0054132	0.1750826	0.0308633	0.5486802	0.0098140	0.4579693	0.2118529	0.0081437	0.4084648	0.3289470	0.6460019	0.0397971	0.6759147	0.2053025	0.4368887	0.0777298	0.4545273	0.0118437	0.1015540	0.7124115	0.6426991	0.3427514	0.7940718	0.8140067	0.6808981
400	0.6954627	0.0008032	0.5426246	0.3128288	0.1080948	0.6335106	0.0120901	0.0947778	0.1489644	0.6487865	0.0948136	0.1071192	0.7818382	0.0357483	0.2227451	0.0023208	0.4921982	0.6530319	0.2295086	0.7870978	0.0070502	0.1864394	0.2024368	0.0602063	0.0862828	0.3300790	0.2786513	0.4604299	0.0382093	0.2128198	0.3989341	0.2477278	0.5416624	0.0209565	0.5953102	0.0118674	0.1997410	0.0281028	0.7915137	0.0061927	0.4952985	0.2393340	0.0001845	0.3798400	0.3684396	0.4737157	0.0290157	0.8395458	0.2338148	0.3562456	0.1107351	0.4421081	0.0034933	0.0983736	0.8511522	0.4954568	0.3456257	0.6108325	0.7564784	0.8142507
450	0.8221747	0.0036548	0.5144514	0.3389438	0.0988889	0.6278224	0.0219692	0.0529612	0.1724009	0.6337303	0.0743077	0.0886079	0.6773143	0.0053968	0.1594517	0.0047774	0.4143772	0.7502718	0.3443623	0.6882944	0.0107545	0.1838450	0.1738218	0.0677667	0.0888307	0.3424815	0.3672500	0.4593380	0.0339968	0.2045091	0.5674155	0.2726441	0.4852681	0.0442789	0.8700530	0.0237383	0.2396482	0.0232325	0.7025089	0.0050286	0.3904703	0.2271078	0.0049116	0.3536607	0.4301710	0.5047189	0.0388246	0.7552729	0.2307415	0.4022037	0.0689637	0.3639552	0.0133799	0.0375853	0.7193689	0.5391822	0.3738055	0.6444222	0.6467125	0.6773766
500	0.8057623	0.0084960	0.5361929	0.2533273	0.0757033	0.7150166	0.0024398	0.0387742	0.1839132	0.7057221	0.0686014	0.1264375	0.6226770	0.0182932	0.2622438	0.0019170	0.5564439	0.6710088	0.3013125	0.6793372	0.0148589	0.2171138	0.1487410	0.0582954	0.1210905	0.3732862	0.3079337	0.3776095	0.0388463	0.1395243	0.3908246	0.4285500	0.5294437	0.0348460	0.7432679	0.0278208	0.2491212	0.0317143	0.6315786	0.0056138	0.4854486	0.1775541	0.0048386	0.4922466	0.3475457	0.4350010	0.0434838	0.6834824	0.2289037	0.4110181	0.0803111	0.3743604	0.0190725	0.0610255	0.8004209	0.5838559	0.3187858	0.7441504	0.6829348	0.6334762
550	0.6982433	0.0185625	0.5162593	0.3666535	0.1002267	0.5617219	0.0088337	0.0274305	0.2692071	0.6560310	0.0597489	0.2147163	0.6920100	0.0122601	0.4098801	0.0843105	0.5754038	0.6731520	0.1381635	0.8093947	0.0359431	0.1744867	0.2083914	0.0448358	0.0986371	0.4056089	0.2994522	0.3688508	0.0191577	0.2806753	0.4749681	0.1840865	0.1099835	0.3614982	0.5012968	0.0586690	0.2550611	0.0768621	0.6141168	0.0059261	0.3934552	0.0976973	0.0017019	0.3363445	0.4311858	0.4803873	0.0764683	0.3295642	0.5452934	0.3777136	0.0859522	0.5956648	0.0401519	0.3531292	0.8566472	0.5153488	0.3568459	0.7534327	0.5074783	0.1490082
