"Time"	G1	G2	G20	G10	G17	G4	G16	G9	G8	G18	G94	G11	G95	G98	G7	G6	G46	G100	G36	G37	G38	G34	G3	G56	G35	G5	G19	G12	G14	G13	G39	G49	G22	G21	G41	G50	G15	G52	G53	G51	G55	G42	G44	G54	G45	G40	G48	G61	G43	G57	G47	G72	G67	G60	G58	G99	G59	G80	G84	G82	G89	G88	G83	G79	G81	G77	G78	G75	G85	G90	G91	G86	G69	G92	G93	G87	G68	G96	G97	G63	G27	G26	G25	G23	G24	G62	G74	G71	G76	G31	G30	G70	G29	G28	G73
400	0.3560707	0.0163623	0.2208890	0.4528178	0.4052019	0.5548716	0.0302211	0.4003576	0.3117445	0.0342792	0.6289445	0.0011054	0.7216806	0.7125157	0.5506215	0.2991382	0.0582435	0.6683824	0.7093116	0.8164569	0.6436238	0.7024686	0.7266791	0.1277957	0.6215792	0.4661695	0.0013222	0.0435562	0.0455599	0.1476642	0.3186026	0.4343552	0.2868251	0.1085814	0.2746252	0.0178563	0.3071748	0.6509421	0.6044847	0.2583075	0.6751895	0.0555502	0.6800757	0.1553717	0.7472120	0.0225336	0.6536104	0.3991860	0.0153816	0.0111747	0.4818538	0.0774109	0.0959231	0.7105130	0.1445937	0.7607873	0.5869579	0.0410030	0.6498595	0.6341720	0.3940356	0.5768240	0.3479903	0.6761369	0.5113388	0.0381432	0.2649466	0.3441143	0.1590457	0.0827458	0.3753077	0.6112441	0.6930417	0.3982069	0.6686659	0.0186259	0.1726639	0.1793435	0.6465748	0.0427372	0.2338310	0.0291015	0.0004295	0.5670023	0.4113219	0.7058487	0.1074779	0.1802999	0.1713485	0.3590903	0.1502865	0.0718485	0.7885477	0.6546874	0.3663461
450	0.2981290	0.0136216	0.1536521	0.5011399	0.5531440	0.6800641	0.0303184	0.4625499	0.4366847	0.0166348	0.6738029	0.0003748	0.6704137	0.7238350	0.5220318	0.3577839	0.0849176	0.7741670	0.6623225	0.6734304	0.6767494	0.7887570	0.6470458	0.1177790	0.5783264	0.4883578	0.0063639	0.0764994	0.0265951	0.1537103	0.2853924	0.4699265	0.4068238	0.0936794	0.3651204	0.0275080	0.2435845	0.4775649	0.7951647	0.2858211	0.6950991	0.1285300	0.6421137	0.2104585	0.7831737	0.0231930	0.7260324	0.5021785	0.0166616	0.0329930	0.4235405	0.0787264	0.0600426	0.8085492	0.1788644	0.7290173	0.6896481	0.0454050	0.6754217	0.6747937	0.3168073	0.6413404	0.4385280	0.7656362	0.3676394	0.0771639	0.2014554	0.3217240	0.1459099	0.1174779	0.4086292	0.6169177	0.7850092	0.3095479	0.7190340	0.0057876	0.1713996	0.3280954	0.5154122	0.0739114	0.1972667	0.0487827	0.0118959	0.5836540	0.4622844	0.6663019	0.0948955	0.2221596	0.3009329	0.3522411	0.0859786	0.0463247	0.7384686	0.5295971	0.2956544
500	0.3049161	0.0085211	0.1461434	0.5332308	0.4575475	0.6666874	0.0326794	0.4187975	0.3875510	0.0358487	0.7284360	0.0000178	0.6279664	0.7931334	0.4962685	0.2885829	0.0522036	0.6687687	0.6668275	0.5552247	0.5740694	0.6825681	0.7470733	0.1272179	0.6969729	0.5944166	0.0176199	0.0397281	0.0436176	0.1347316	0.3074373	0.4455630	0.4346905	0.0835939	0.2292534	0.0182793	0.1944914	0.5348236	0.6774567	0.2006834	0.6042979	0.0669497	0.5425869	0.1627086	0.7913340	0.0347617	0.9050870	0.5963469	0.0271770	0.0121635	0.3859759	0.0544787	0.0447475	0.7485213	0.2328321	0.7609864	0.6680662	0.0239630	0.6498262	0.6332332	0.2919970	0.7178685	0.4933506	0.6987088	0.4239689	0.0351237	0.3084445	0.3198822	0.1780745	0.1354865	0.4912262	0.6211740	0.7135243	0.2900436	0.6998220	0.0008792	0.2443943	0.3530296	0.4869577	0.0738958	0.1857081	0.0359767	0.0078111	0.5372034	0.3735969	0.6866745	0.0825870	0.1769478	0.2383422	0.3849265	0.1471044	0.0947564	0.5014038	0.6835987	0.3081189
550	0.3924268	0.0054349	0.1142264	0.6169100	0.3455730	0.6243102	0.0658371	0.3866775	0.4286689	0.0833261	0.6424822	0.0138200	0.6320682	0.6472887	0.3823376	0.3119094	0.0717453	0.6786002	0.5368258	0.6543556	0.7667648	0.6770182	0.6583554	0.1400280	0.6007313	0.5688304	0.1591369	0.0667290	0.0384891	0.4036315	0.4501762	0.4401588	0.5044021	0.1254141	0.3434186	0.0402120	0.2689677	0.6126022	0.7901108	0.4585295	0.7520386	0.1044096	0.6706127	0.2081820	0.3804880	0.0081206	0.8540008	0.3177464	0.0461134	0.0083007	0.4366727	0.2851506	0.0727889	0.7069823	0.2160584	0.7285504	0.5063821	0.0312882	0.6885853	0.4369352	0.4237368	0.2527714	0.5613396	0.6263028	0.4431167	0.0740170	0.2938360	0.2896894	0.1530870	0.0507210	0.1752567	0.6858452	0.5852802	0.3431742	0.7390366	0.0956399	0.3753159	0.5561488	0.3171501	0.4202671	0.3335281	0.0233411	0.0149494	0.6466621	0.4429926	0.6943655	0.1237271	0.2035263	0.1956292	0.2786552	0.5724072	0.0573783	0.6306365	0.6224771	0.2795044
600	0.3498967	0.0094719	0.1166088	0.5760879	0.4021461	0.6096320	0.0513480	0.4069159	0.4651396	0.0199069	0.6540883	0.0236017	0.6414467	0.7187577	0.3726325	0.3289644	0.0421022	0.6653999	0.5252387	0.7352644	0.6775925	0.7002992	0.7276821	0.0875645	0.6345031	0.6818894	0.2460487	0.0918677	0.0324912	0.7043729	0.4721183	0.4512994	0.5413157	0.0918535	0.2935711	0.0512668	0.3159896	0.6717299	0.8353525	0.4316288	0.5776742	0.1498184	0.5488756	0.1938030	0.4915333	0.0180984	0.6089436	0.2509057	0.0591945	0.0200208	0.5068447	0.2874129	0.1033730	0.5384841	0.2420912	0.7618125	0.6790401	0.0165293	0.6431167	0.2908538	0.3030820	0.1533923	0.5005031	0.7820530	0.4525069	0.0424045	0.2748391	0.3277611	0.1155928	0.0477410	0.0770970	0.6161299	0.7077075	0.4425853	0.6070406	0.1734671	0.4015912	0.6202786	0.4487069	0.5965860	0.3454008	0.0152386	0.0281833	0.6461713	0.4963762	0.6036738	0.1101919	0.1696993	0.1984728	0.3118357	0.7120437	0.0746830	0.8188664	0.6129463	0.3242491
650	0.4720017	0.0187989	0.2160508	0.5118710	0.4094257	0.7117899	0.0556081	0.4779583	0.3976729	0.0572206	0.7818885	0.0100886	0.5732795	0.7338452	0.3509930	0.2895057	0.0968852	0.7175314	0.5826780	0.7033210	0.6624614	0.8121122	0.7793506	0.0820494	0.5474780	0.6011232	0.2088036	0.0649814	0.0171515	0.6666446	0.4355288	0.3819945	0.3930500	0.1069474	0.3465541	0.0469007	0.2974701	0.6701321	0.7189272	0.4786337	0.6413868	0.1750739	0.5200037	0.1635513	0.4153962	0.0242036	0.8022860	0.2962934	0.0806944	0.0060759	0.3873410	0.2866678	0.1315487	0.7703897	0.4220192	0.5960517	0.6109129	0.0239710	0.7866356	0.2436652	0.2992659	0.0648998	0.4317960	0.7586646	0.3801150	0.0469614	0.2254151	0.3185760	0.1585407	0.0899567	0.0840121	0.6903901	0.7229261	0.5305757	0.6053000	0.1624580	0.3119719	0.7378516	0.4452433	0.5716218	0.1862957	0.0063020	0.0124404	0.8110469	0.4392904	0.6415150	0.1119456	0.1875719	0.2100857	0.2184060	0.7697279	0.0613988	0.6393385	0.7272627	0.3371160
700	0.4229716	0.0147143	0.2641866	0.3960797	0.3628903	0.6653550	0.0133032	0.5277605	0.3603629	0.0377537	0.7007732	0.0138206	0.6211509	0.7112148	0.3527281	0.2690050	0.0686805	0.7597723	0.6561181	0.6089292	0.6814230	0.7026059	0.6084331	0.1024601	0.6891920	0.5851903	0.3011599	0.0796877	0.0215640	0.5407937	0.5549491	0.3239607	0.4349909	0.1580728	0.2854171	0.0382348	0.2630556	0.4864146	0.8084651	0.4731625	0.6263280	0.2011961	0.6196406	0.1944211	0.4528999	0.0136671	0.7262993	0.1860942	0.0590514	0.0304716	0.4874596	0.2232981	0.1353989	0.7738104	0.3006526	0.7715175	0.6498033	0.0372417	0.7468726	0.2312215	0.4013210	0.1184307	0.4908520	0.7486607	0.3834412	0.0313947	0.2993736	0.3063089	0.1272912	0.0749100	0.0408199	0.5678361	0.6408372	0.6153945	0.5238606	0.1761569	0.3884405	0.8720353	0.4398576	0.5314684	0.1438995	0.0023783	0.0052023	0.7546096	0.3647445	0.5567661	0.0863584	0.1829029	0.2907830	0.2882069	0.6675554	0.0487577	0.6576846	0.6894756	0.2688390
750	0.4431419	0.0085575	0.2971026	0.3760304	0.3949585	0.6477728	0.0123449	0.5139622	0.3063750	0.0506465	0.8016443	0.0083094	0.6523157	0.6680793	0.3843901	0.2295932	0.0680121	0.6955604	0.5720347	0.6584588	0.7426481	0.7493882	0.6268267	0.1311632	0.6532436	0.4831065	0.2063034	0.0472475	0.0498757	0.5304341	0.4044369	0.4803301	0.3910789	0.1679923	0.2687088	0.0058083	0.2091817	0.5894405	0.5915243	0.5048757	0.5827701	0.1385318	0.6172222	0.1666631	0.4286687	0.0172442	0.5934634	0.2568720	0.0640943	0.0105102	0.5246551	0.3121629	0.3300315	0.5690613	0.3373759	0.7849718	0.7466230	0.0420225	0.7634999	0.2391644	0.3643048	0.1158995	0.5626797	0.8541314	0.3650126	0.0326201	0.3458031	0.2794569	0.1088299	0.0987051	0.0473354	0.6328621	0.6869341	0.6271598	0.6423950	0.2849677	0.4139960	0.6826609	0.5408324	0.4322259	0.1250412	0.0015085	0.0077136	0.7587305	0.3810135	0.6075203	0.1063085	0.1608366	0.1561666	0.2554000	0.6590516	0.0360568	0.6726156	0.6810561	0.3394195
800	0.3624589	0.0107374	0.2859859	0.4159139	0.4435785	0.6601954	0.0221840	0.4554321	0.3940540	0.0832415	0.7593503	0.0183717	0.7275139	0.6583411	0.3330811	0.3022435	0.1061410	0.7755575	0.6281021	0.7431590	0.5464835	0.6801701	0.7920414	0.1154858	0.7616870	0.5301953	0.2565304	0.0315015	0.0361798	0.6085416	0.4670049	0.4836572	0.4462467	0.1934443	0.2861761	0.0172399	0.1744607	0.5849008	0.7537425	0.5287640	0.6313620	0.1017701	0.5744856	0.1991522	0.4289496	0.0143832	0.6786553	0.2741756	0.0403129	0.0209952	0.4827881	0.2990891	0.1883352	0.6678516	0.3294998	0.5485394	0.5209514	0.0405972	0.6324258	0.2193158	0.4239930	0.0706734	0.4902923	0.7697255	0.4039050	0.0259590	0.3483986	0.2789191	0.2228891	0.1031527	0.0536435	0.5518241	0.5964562	0.6313157	0.6119901	0.1978253	0.4471205	0.7380170	0.6252210	0.7091622	0.0946400	0.0029046	0.0134180	0.7767360	0.3679951	0.6732334	0.0837842	0.2130773	0.1953383	0.2252652	0.6134708	0.0768954	0.6483457	0.7388829	0.1982567
850	0.5263358	0.0067974	0.2609993	0.4186180	0.4451834	0.5447057	0.0208457	0.4547306	0.4238817	0.0311943	0.7220248	0.0194243	0.6704448	0.7715600	0.3031137	0.3013506	0.0778858	0.7030466	0.6168637	0.8105469	0.5941507	0.6535591	0.7388884	0.1233019	0.6221348	0.5047789	0.2846536	0.0471316	0.0458704	0.4829441	0.3743113	0.3912399	0.4349777	0.1476272	0.3475909	0.0167286	0.2433690	0.6064028	0.7696821	0.5926509	0.6464167	0.1385343	0.6445000	0.2039591	0.4130649	0.0202481	0.7372330	0.2046780	0.0416319	0.0025745	0.4671258	0.3369032	0.2821189	0.8376994	0.2369466	0.6509544	0.6068008	0.0579043	0.7104046	0.2456730	0.3820438	0.2052631	0.4661576	0.6223080	0.6103760	0.0386936	0.3588651	0.4061975	0.1510171	0.0707836	0.0870190	0.6276034	0.6194144	0.7146662	0.6314732	0.1833631	0.3591700	0.8050747	0.5250454	0.5240674	0.0943258	0.0019151	0.0072034	0.6410649	0.3882634	0.5378245	0.0955612	0.2745480	0.2449808	0.3703356	0.6253535	0.0675818	0.6805268	0.5256895	0.2545681
900	0.2980985	0.0048959	0.2086724	0.4907234	0.4383995	0.6844115	0.0298478	0.4117868	0.2888518	0.0152870	0.6206669	0.0158325	0.7699989	0.7000499	0.3629609	0.2338241	0.0621026	0.6846979	0.6750034	0.6574274	0.7832127	0.7471651	0.7388435	0.1606007	0.5716223	0.4700954	0.3504984	0.0460296	0.0299795	0.4885544	0.4552043	0.5094061	0.4210582	0.0922080	0.3619653	0.0265343	0.2574555	0.5347157	0.7026473	0.5293225	0.6422664	0.0910047	0.5853964	0.1440847	0.3909561	0.0104402	0.7281730	0.2533527	0.0759333	0.0032729	0.4873372	0.2524315	0.2467157	0.6768000	0.2233225	0.6965730	0.6249229	0.0423006	0.7344610	0.1939394	0.2884027	0.2231234	0.5695915	0.6318685	0.4318772	0.0601624	0.2464468	0.2680823	0.1539666	0.0894986	0.0657347	0.5868466	0.6455042	0.6118406	0.5822215	0.2341073	0.4229156	0.7311790	0.6077406	0.4896260	0.0937832	0.0230990	0.0047729	0.7618187	0.3814173	0.6239282	0.0757243	0.2270572	0.2048785	0.2644553	0.6714334	0.0526816	0.5597923	0.6585544	0.3600137
950	0.2384341	0.0155011	0.1232272	0.4915209	0.3586402	0.6989427	0.0551285	0.4676688	0.4099880	0.0177670	0.6602655	0.0209588	0.5469727	0.6771982	0.3619950	0.3496524	0.1367208	0.6677293	0.7009984	0.7490554	0.7649379	0.7117456	0.6250638	0.2486297	0.5567665	0.4697256	0.2484831	0.0412523	0.0216405	0.6202580	0.5261481	0.5029777	0.4272037	0.0961274	0.3925017	0.0279435	0.2342439	0.5282686	0.7756695	0.5894269	0.6404647	0.0541709	0.6040287	0.1692695	0.4933331	0.0034279	0.6699740	0.3081380	0.0708531	0.0105109	0.5098959	0.2983465	0.3261016	0.6639735	0.2370165	0.6828944	0.6499534	0.0891239	0.7670028	0.2379980	0.3703004	0.1232716	0.5004818	0.7669377	0.4472922	0.0347585	0.3013932	0.3453078	0.1748947	0.0921619	0.1035490	0.5643434	0.5647792	0.7303332	0.6468833	0.2440722	0.4956239	0.7794389	0.4974046	0.5951646	0.0763835	0.0176344	0.0083370	0.6648440	0.4247639	0.7935584	0.0761970	0.2045105	0.2106610	0.3920437	0.6425489	0.0416641	0.7409425	0.6773938	0.3561103
1000	0.3477701	0.0067476	0.1246136	0.6564055	0.3504287	0.8561903	0.0514310	0.4092417	0.4644694	0.0156119	0.7855866	0.0064828	0.5875237	0.6521369	0.3479922	0.2544011	0.0979363	0.7057488	0.6787871	0.7023664	0.8096574	0.7039204	0.7368960	0.1339667	0.5700342	0.5565040	0.2617112	0.0901512	0.0490331	0.5715385	0.3859603	0.4114447	0.3914461	0.1232140	0.3463384	0.0222275	0.3065051	0.5642408	0.6469519	0.5299660	0.8009305	0.0860319	0.7130290	0.2158939	0.3846872	0.0167961	0.8748940	0.2460107	0.0550614	0.0062299	0.4357116	0.2768507	0.2114507	0.7151788	0.2566395	0.7575219	0.6002327	0.0539935	0.7135135	0.2077092	0.3813658	0.0803728	0.4583951	0.6222810	0.4362179	0.0592923	0.3145899	0.2796684	0.1722285	0.0632172	0.0363730	0.7363393	0.5750750	0.7155247	0.5329806	0.2866890	0.4004155	0.7434697	0.5622104	0.5868256	0.0848749	0.0017062	0.0013740	0.7982084	0.5147526	0.6943257	0.1135352	0.1707300	0.1720529	0.2560484	0.6386072	0.0493993	0.8058238	0.6665116	0.2794874

0	0.3842487	0.0061712	0.2569757	0.3533677	0.4349163	0.7336128	0.0191167	0.4373542	0.2949715	0.0322565	0.7037520	0.0161030	0.6604239	0.6982097	0.3692787	0.2668173	0.1669749	0.7037977	0.7210833	0.6874135	0.6503630	0.6706308	0.6056755	0.1557572	0.5102494	0.4382769	0.3086010	0.0467079	0.0136289	0.4645553	0.4371978	0.5042445	0.4330487	0.1872351	0.3825246	0.0379175	0.2455599	0.6642704	0.5957036	0.3664740	0.6427775	0.0903410	0.5358007	0.1521202	0.4454182	0.0119236	0.7983293	0.2485916	0.0563062	0.0049470	0.4802747	0.2938724	0.1806778	0.6160486	0.2604783	0.6242771	0.6705982	0.0335153	0.7906406	0.1969525	0.4331820	0.0931723	0.5950613	0.9054659	0.3502053	0.0421861	0.3564696	0.2560436	0.1545918	0.0596898	0.0604915	0.6379440	0.7039841	0.5841157	0.6193398	0.1454065	0.4176172	0.7116393	0.5591409	0.5390890	0.0811331	0.0046533	0.0180038	0.7116586	0.5361872	0.7150999	0.0754794	0.1908919	0.2383416	0.2903763	0.7502542	0.0576051	0.7493770	0.7574177	0.3327298
50	0.1628005	0.0068148	0.5816093	0.6702875	0.3741547	0.7977500	0.0094959	0.6599641	0.3211322	0.0350569	0.4970107	0.0037196	0.5617542	0.9503979	0.3680320	0.2678900	0.0921452	0.7702262	0.5844668	0.6914533	0.6255861	0.6476815	0.6473391	0.1322142	0.6160644	0.1865245	0.3209488	0.0209497	0.0585249	0.7251897	0.5961607	0.5544325	0.3738305	0.0766739	0.2838888	0.0325482	0.1942283	0.4822580	0.3559605	0.4764290	0.6795606	0.1011002	0.5975373	0.0965738	0.6962038	0.0131875	0.4275962	0.1872490	0.0524738	0.0010617	0.3029007	0.2388853	0.2571597	0.7563796	0.3380825	0.6781727	0.6279600	0.0146319	0.6803550	0.2243825	0.3039468	0.1030275	0.5684753	0.6854286	0.4653879	0.3843625	0.2080280	0.2950887	0.1903545	0.0702518	0.3187744	0.4741743	0.6389020	0.6951638	0.6051392	0.1827106	0.3839558	0.6181546	0.5831078	0.5406314	0.1740491	0.0086104	0.0031597	0.7704840	0.5093621	0.7917169	0.1085446	0.4785401	0.2864237	0.2062557	0.7295384	0.0491287	0.6231702	0.5859515	0.2384399
100	0.0373949	0.0264522	0.6181536	0.5879512	0.2398342	0.6074239	0.0021812	0.5561011	0.4800759	0.0155799	0.3848232	0.0014556	0.5035741	0.7099225	0.3693518	0.3536484	0.1857046	0.7391390	0.6021172	0.6276801	0.6481323	0.7024287	0.6787284	0.3562290	0.3850958	0.1133516	0.2362584	0.0231611	0.0698838	0.7749568	0.3974414	0.6303364	0.2856112	0.0172288	0.2141985	0.0193810	0.2647753	0.4218281	0.3630646	0.5882189	0.4747744	0.0357887	0.6391961	0.0852596	0.7035478	0.0034648	0.3852814	0.2686096	0.0916326	0.0019751	0.2118845	0.2743908	0.2588217	0.5991807	0.3834693	0.7375488	0.6199850	0.0139894	0.6391282	0.2183393	0.3712551	0.2054342	0.5419469	0.7585283	0.4572945	0.4770672	0.2110691	0.2486952	0.2213955	0.0873067	0.3526811	0.3891196	0.7833982	0.7558251	0.5088997	0.2027808	0.3504821	0.7987805	0.5349775	0.7096926	0.1683378	0.0105451	0.0000684	0.7775373	0.4337667	0.7639973	0.1261252	0.6729239	0.3976007	0.3213634	0.7152011	0.0665307	0.6047101	0.4398036	0.2579900
150	0.0227718	0.1012116	0.5541384	0.7041886	0.1558507	0.3587899	0.0010479	0.6206983	0.4316842	0.0294678	0.3911239	0.0005754	0.2829532	0.7085770	0.4106041	0.4350803	0.1871302	0.6294180	0.5979450	0.7263827	0.6790207	0.6300275	0.6276548	0.5043932	0.3793019	0.0975150	0.3159384	0.0499819	0.1550447	0.6398761	0.4850328	0.7057350	0.2828896	0.0505392	0.1353293	0.0277537	0.2354998	0.3384719	0.4898062	0.6778720	0.3326147	0.0043323	0.5470208	0.0286268	0.6887822	0.0087001	0.3453224	0.2303143	0.1585097	0.0061423	0.1143317	0.2909630	0.1879966	0.7799500	0.3796833	0.7061063	0.5609768	0.0330374	0.7672406	0.2288644	0.3115234	0.1016293	0.4987428	0.6432388	0.3678114	0.4358005	0.2272454	0.2345116	0.1426734	0.0576995	0.3064819	0.4561689	0.6688489	0.6214913	0.4550950	0.1797368	0.2706773	0.6852620	0.6604523	0.5261076	0.1809830	0.0020269	0.0000205	0.6478341	0.3791428	0.6438317	0.1000379	0.6323089	0.3333804	0.2557684	0.6498124	0.0498120	0.5714651	0.4140965	0.2940361
200	0.0123003	0.3314697	0.5819943	0.7258555	0.0869260	0.2025252	0.0057261	0.6046621	0.3517591	0.0267831	0.3962107	0.0003659	0.2001018	0.6768071	0.3882460	0.4597427	0.2116423	0.8797480	0.5789854	0.6627397	0.7231080	0.6125846	0.8064765	0.5571285	0.3356037	0.1169576	0.5482264	0.0945236	0.1797609	0.6599827	0.4781692	0.6422494	0.2798814	0.0126392	0.1421829	0.0142319	0.1622845	0.3643284	0.4703180	0.6204880	0.3057678	0.0092746	0.6344310	0.0411803	0.7406222	0.0291572	0.4111046	0.2513842	0.1759754	0.0079198	0.0737361	0.1984529	0.1789081	0.7453580	0.4019100	0.5875942	0.4500706	0.0869153	0.6387309	0.2297061	0.2975680	0.1064075	0.3767147	0.7039893	0.4491883	0.4586579	0.2114327	0.3729392	0.1272558	0.0697977	0.3583345	0.4336642	0.6743753	0.7762999	0.5476818	0.1991285	0.4310763	0.6627362	0.6512073	0.5230435	0.1099754	0.0117469	0.0000269	0.6440236	0.3234695	0.6318357	0.0351184	0.5302590	0.3844850	0.1806838	0.7813714	0.0554165	0.5319771	0.4996607	0.3406975
250	0.0184116	0.5993066	0.4874450	0.6711264	0.2283415	0.1756649	0.0120039	0.6260656	0.4618392	0.0265384	0.3339196	0.0003145	0.2423124	0.6557115	0.4584378	0.5192341	0.1869214	0.6327924	0.7003104	0.8043430	0.6810329	0.7697513	0.6148532	0.6948273	0.3022461	0.1079838	0.4748775	0.1196481	0.2590560	0.7325410	0.4128508	0.6367726	0.2164705	0.0198827	0.1063403	0.0135144	0.2265521	0.2560776	0.3652954	0.6338245	0.2590235	0.0018088	0.7411967	0.0171580	0.7181748	0.0094782	0.3469961	0.1666866	0.1854444	0.0352965	0.0848622	0.2657468	0.1063115	0.6018286	0.3575650	0.6608940	0.5381854	0.0460909	0.7043080	0.1935816	0.3226834	0.1166758	0.4851777	0.9403839	0.6069961	0.6263698	0.1190105	0.3500521	0.1700768	0.0619804	0.4366348	0.3763075	0.9192869	0.5975605	0.6326436	0.1722695	0.3592701	0.6967910	0.7173499	0.6166919	0.0864430	0.0048721	0.0008363	0.7531057	0.4548982	0.6842470	0.0816708	0.5662435	0.4329726	0.2269036	0.6879826	0.0460313	0.6367218	0.5558682	0.3953160
300	0.0158660	0.6590017	0.6525497	0.5990462	0.2377427	0.1594178	0.0034258	0.7757395	0.4437175	0.0197082	0.3506028	0.0035881	0.1699591	0.7528957	0.3765163	0.4672184	0.2246093	0.6797988	0.6611939	0.6829473	0.6130928	0.5947625	0.6174837	0.6003330	0.3228253	0.1678504	0.4134878	0.1490967	0.2496520	0.7143673	0.4573119	0.6554539	0.1893896	0.0112703	0.1419078	0.0440532	0.2577790	0.2513363	0.4588457	0.5280363	0.2800663	0.0016838	0.6266489	0.0066643	0.6304264	0.0067544	0.3568076	0.2285302	0.1739016	0.0161938	0.0932760	0.2533529	0.1563252	0.6952733	0.4019833	0.6243711	0.5179902	0.0216697	0.7165940	0.2190365	0.3646507	0.1732855	0.3838931	0.6143764	0.6437059	0.5061845	0.0963912	0.3336321	0.2025091	0.0478130	0.3429908	0.2878374	0.7849671	0.7155165	0.5721163	0.1531418	0.4739160	0.6237040	0.6301088	0.5217471	0.0451733	0.0058886	0.0002357	0.7207089	0.3804577	0.6909206	0.0879712	0.4836799	0.3857919	0.2384670	0.6494902	0.0353655	0.6078079	0.4114736	0.3848939
350	0.0065945	0.7447063	0.5966027	0.6240801	0.2781598	0.1949017	0.0068039	0.7463830	0.4584136	0.0171863	0.3928137	0.0058892	0.1517485	0.8679647	0.3722947	0.5483122	0.2704451	0.7124640	0.5455802	0.5948299	0.7827888	0.6170730	0.9316436	0.6003527	0.3303573	0.1463911	0.4403594	0.1065442	0.2390426	0.8569655	0.4867209	0.7188062	0.2007902	0.0148406	0.1029471	0.0248322	0.1908049	0.2602262	0.5680975	0.5256422	0.2999200	0.0023179	0.4519416	0.0110929	0.7468486	0.0085159	0.3628413	0.2615428	0.2238822	0.0041193	0.0654937	0.3917040	0.2541690	0.7250141	0.3196074	0.6694035	0.4794778	0.0324567	0.7127114	0.2745089	0.2869373	0.1080459	0.4336039	0.7586286	0.4869313	0.4960154	0.1054689	0.3416719	0.1473807	0.0940699	0.3301494	0.3173764	0.6808567	0.5702076	0.4683629	0.1695731	0.4233474	0.7698953	0.5290676	0.5807483	0.1051587	0.0074875	0.0000181	0.6591884	0.4163952	0.7243433	0.1047506	0.5789333	0.3692499	0.2723300	0.5667358	0.0432715	0.6101245	0.4145819	0.3505976
400	0.0027289	0.7599594	0.5160907	0.6130769	0.3128409	0.1325434	0.0075823	0.7371220	0.4927384	0.0201313	0.3694587	0.0003771	0.1095470	0.6054519	0.3872190	0.5184963	0.2394318	0.7549668	0.6588420	0.8211432	0.6073900	0.6639135	0.7308905	0.5164581	0.3035407	0.0825207	0.3993703	0.0845678	0.2742681	0.6775082	0.5038579	0.6025917	0.2685209	0.0311983	0.1447311	0.0142127	0.2168439	0.2994686	0.2923064	0.6182639	0.3353087	0.0076557	0.5752140	0.0209411	0.6466287	0.0004138	0.3282627	0.2629215	0.1546932	0.0068773	0.0334287	0.3035150	0.1869306	0.7063448	0.3929023	0.8176691	0.5308552	0.0239908	0.7042912	0.1995174	0.3087073	0.1065274	0.3626288	0.6427637	0.3991898	0.5114785	0.1443021	0.2746722	0.1762873	0.0844216	0.3800738	0.3167132	0.7019165	0.5801844	0.4880199	0.2578923	0.4565607	0.5991969	0.4755949	0.5304034	0.1380841	0.0116577	0.0001755	0.6541311	0.5693725	0.7690061	0.0971601	0.5618717	0.4238036	0.2585678	0.6445684	0.0653523	0.5851014	0.6398856	0.3161929
450	0.0178261	0.5708035	0.6541009	0.6512163	0.2751069	0.1060301	0.0046175	0.7120454	0.4570759	0.0369054	0.4017515	0.0002243	0.0864201	0.7757739	0.3320369	0.4731331	0.2350918	0.6511632	0.5112520	0.6808955	0.6251078	0.6993467	0.7762609	0.5162708	0.3761016	0.0879244	0.4553031	0.1100994	0.3184803	0.6623876	0.5494547	0.6909055	0.2797438	0.0125510	0.1378288	0.0206734	0.1499990	0.2863218	0.3094029	0.6984195	0.2978082	0.0015236	0.5744526	0.0247789	0.6129214	0.0117078	0.4877344	0.2248703	0.1407274	0.0147332	0.0222571	0.3266588	0.1335516	0.5392492	0.3954492	0.6962037	0.6562807	0.0339502	0.7681271	0.2575250	0.3279024	0.1044502	0.3880499	0.8311194	0.5152721	0.6673396	0.1618112	0.3365434	0.1425731	0.0663340	0.3329863	0.2713014	0.5842723	0.6346418	0.6039851	0.2253585	0.5067816	0.6218265	0.5175426	0.5833749	0.1260172	0.0133427	0.0000038	0.5382451	0.3966368	0.6433159	0.0810910	0.5531795	0.4467644	0.1911441	0.7692957	0.0588804	0.5172871	0.4405731	0.3746774
