"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
250	0.6388766	0.0752210	0.5979795	0.4315513	0.2788170	0.5475174	0.4205923	0.0597715	0.3396729	0.2684481	0.5042192	0.5686184	0.6061845	0.1918097	0.0866857	0.2186555	0.3179727	0.4054261	0.3564244	0.7135881	0.2147973	0.0291820	0.1555068	0.2423821	0.0113157	0.0414193	0.1583313	0.5552037	0.4859969	0.3824103	0.5077006	0.7207163	0.0018927	0.7071426	0.5634841	0.2460574	0.4712623	0.6874743	0.6654058	0.3209726	0.0233924	0.2435626	0.2168939	0.7030359	0.6491887	0.0292665	0.1329221	0.6803030	0.3713282	0.4855604	0.2521671	0.6999226	0.0791202	0.5604039	0.2598270	0.1079134	0.6265735	0.1163173	0.6707841	0.4459881	0.5064454	0.6652631	0.3612189	0.4548030	0.4808429	0.6442616	0.1732842	0.0951067	0.5468002	0.1892273	0.2901324	0.1748092	0.1323668	0.3751195	0.5174868	0.1435238	0.0004919	0.6222392	0.1240745	0.3029930	0.3075676	0.2066850	0.3259865	0.0220495	0.3442601	0.6178777	0.3776559	0.4234013	0.0224445	0.6052052	0.2309206	0.3579149	0.4385424	0.6700720	0.5587063	0.7430106	0.3447351	0.3151253	0.0204251	0.7679444
300	0.6210934	0.0774876	0.6052528	0.3514956	0.2539819	0.4461495	0.5237233	0.0823602	0.3197038	0.3033858	0.6191207	0.6893401	0.5872282	0.2621007	0.0500524	0.1618892	0.3337835	0.5187697	0.3476089	0.7698903	0.2021672	0.0155669	0.1514593	0.1167806	0.0580782	0.0613355	0.1856918	0.6316646	0.4851554	0.2983093	0.5470495	0.6465942	0.0039198	0.7496076	0.5363693	0.3012753	0.4611402	0.7262722	0.5439040	0.3426882	0.0267864	0.2872026	0.2801948	0.6062005	0.5626194	0.0028465	0.1346070	0.6860998	0.4130587	0.5370744	0.2911815	0.7235583	0.0891049	0.7007178	0.2589964	0.1323439	0.4023516	0.1574658	0.6978865	0.6826009	0.4699183	0.6493371	0.3359841	0.5398188	0.4856247	0.5466798	0.2709369	0.0852831	0.6573693	0.1832230	0.3138617	0.1394723	0.1196618	0.3430549	0.5873966	0.1180701	0.0007866	0.6000622	0.0542386	0.3631300	0.3485358	0.2758862	0.3338080	0.0193941	0.3768307	0.6777937	0.4104617	0.5035677	0.0041371	0.6603275	0.4115757	0.3119765	0.4459728	0.8058215	0.6995941	0.7672660	0.3177730	0.3285103	0.0789372	0.5519863
350	0.6734926	0.0911718	0.5098540	0.4459170	0.2792131	0.3970028	0.4158009	0.0445450	0.2990575	0.2367067	0.5794856	0.6796461	0.5193528	0.2757127	0.0464516	0.2449489	0.3337023	0.4544057	0.4235170	0.8303495	0.2127608	0.0160052	0.1892509	0.1619032	0.0269260	0.0935866	0.2228333	0.6630299	0.5899218	0.3439506	0.6014340	0.4886676	0.0001216	0.7100271	0.5304561	0.2780923	0.4866287	0.7050905	0.5442004	0.3445405	0.0148009	0.3479596	0.2523673	0.6573349	0.6620216	0.0054915	0.1085958	0.6317034	0.4144064	0.5066429	0.2128785	0.7308899	0.0915184	0.5097876	0.2114143	0.1251848	0.5785607	0.1929486	0.6036694	0.5872681	0.5156508	0.7470231	0.3004855	0.3555724	0.5999847	0.5702868	0.2826211	0.1337989	0.5938757	0.2823090	0.2797967	0.1773423	0.0924543	0.3532284	0.5036510	0.1024244	0.0002305	0.5461343	0.0462194	0.3898398	0.2793823	0.2692191	0.3231562	0.0257382	0.3086914	0.6362463	0.4203680	0.4509270	0.0158613	0.6996303	0.3085680	0.3910476	0.4139573	0.7479959	0.7117366	0.6756670	0.3270730	0.3746779	0.0506157	0.7213906
400	0.6483506	0.0584732	0.5465876	0.5533334	0.3527059	0.3733387	0.5097788	0.0684630	0.2357875	0.2163474	0.5525032	0.5771469	0.6290460	0.2615069	0.0503920	0.1806821	0.4294602	0.3990875	0.3542436	0.6718927	0.3144295	0.0117103	0.2055386	0.1871601	0.0042368	0.0474740	0.1983911	0.7726493	0.5358300	0.2990033	0.5154144	0.5815904	0.0039232	0.6967984	0.5686446	0.3243358	0.5337878	0.5886757	0.5743979	0.3307737	0.0036607	0.2671898	0.2229944	0.6120658	0.6492092	0.0097744	0.1275008	0.6746803	0.4757232	0.4459895	0.2966085	0.6612767	0.0642971	0.5550227	0.2684008	0.1544282	0.6533736	0.1040652	0.5402306	0.6247903	0.5327084	0.7193864	0.3364104	0.4303827	0.5563744	0.5923364	0.3120756	0.0865833	0.6717539	0.2278912	0.2675303	0.1478385	0.0708557	0.3130529	0.5800068	0.1784545	0.0000000	0.5538221	0.0534942	0.2952371	0.3322602	0.2586344	0.3919025	0.0272072	0.4146797	0.6667665	0.4847497	0.4558151	0.0095420	0.6294418	0.2153443	0.3662083	0.4746107	0.6711289	0.7835551	0.7548925	0.3173553	0.3237029	0.0110821	0.5772758
450	0.5734010	0.0649741	0.5560549	0.5433882	0.2548885	0.5070767	0.5072041	0.0231632	0.2514485	0.2024123	0.6676588	0.5080204	0.5400922	0.2901926	0.0241841	0.1799861	0.5448546	0.5487945	0.3918382	0.7726134	0.2531855	0.0145547	0.3243887	0.1729738	0.0268333	0.0596248	0.0985606	0.7577401	0.5798190	0.3974205	0.5736226	0.8034572	0.0009193	0.6506338	0.4696768	0.3584809	0.4493725	0.6878703	0.5374541	0.3342151	0.0272961	0.2356188	0.2471228	0.7160721	0.7973758	0.0147027	0.1379999	0.7109467	0.4661782	0.4669518	0.2570843	0.5681159	0.0648277	0.5775537	0.1900823	0.1197061	0.5371263	0.1383521	0.6200142	0.5681472	0.5194970	0.5928681	0.3657455	0.4494712	0.6624258	0.4940933	0.2685408	0.1191155	0.7387141	0.2206021	0.2421093	0.1365183	0.1396376	0.3801387	0.5488186	0.1337161	0.0012558	0.4884802	0.0529813	0.3873625	0.2815543	0.2629214	0.3859645	0.0184992	0.3335481	0.6124923	0.5218685	0.4503718	0.0057139	0.6776031	0.2924799	0.2660516	0.4413316	0.6613876	0.6930714	0.6526775	0.2953689	0.3720839	0.0388935	0.5886631
500	0.7581313	0.0666277	0.3881437	0.6115179	0.2974584	0.5170196	0.4900636	0.0193001	0.2520763	0.1820118	0.4941039	0.6458742	0.4832791	0.2308198	0.0626101	0.1876889	0.3641941	0.4183532	0.3273558	0.6938697	0.3105973	0.0386843	0.1457297	0.1746528	0.0201979	0.0459346	0.1734735	0.6781244	0.5496037	0.3591088	0.5051121	0.6659156	0.0020139	0.5854054	0.4639716	0.3224654	0.5439321	0.6991746	0.5357240	0.2550860	0.0412140	0.2787133	0.3007380	0.7594411	0.6656742	0.0149590	0.1152055	0.7516775	0.3812045	0.4837794	0.2499050	0.6193667	0.0879598	0.5259609	0.2672254	0.1423422	0.5701172	0.1395991	0.7137686	0.5206756	0.3927045	0.7351280	0.4035342	0.4116051	0.5489910	0.5136515	0.2348316	0.1257491	0.7014499	0.2093314	0.3070845	0.1873990	0.1091902	0.2857133	0.7329935	0.1836246	0.0042866	0.4435399	0.0555048	0.3947262	0.3695741	0.2545687	0.3262615	0.0351546	0.3567959	0.5711170	0.4522928	0.4380347	0.0175051	0.6324267	0.2737567	0.3343492	0.4401666	0.6850032	0.7215312	0.6437354	0.3497362	0.3878163	0.0503078	0.6000785
550	0.6999683	0.0759495	0.4371617	0.4026055	0.2194025	0.5172400	0.4691646	0.0464699	0.3658966	0.1869593	0.5863496	0.5719354	0.5934581	0.3650699	0.5317773	0.1849866	0.3878741	0.5719777	0.4186353	0.7835144	0.3356535	0.0364771	0.4523497	0.2278340	0.0215138	0.0325992	0.2347074	0.6386235	0.7083814	0.5353059	0.5057579	0.6437559	0.0635005	0.7164031	0.4941747	0.3078368	0.5118920	0.4300473	0.4701779	0.4118399	0.0110390	0.2726089	0.3001463	0.7401131	0.7073673	0.0184105	0.1162126	0.5976931	0.4095837	0.4796675	0.2300809	0.6166304	0.0468600	0.5045788	0.3480638	0.1494309	0.3550650	0.1976413	0.4140985	0.5037609	0.5678866	0.7377152	0.3829307	0.2701130	0.2863104	0.5400906	0.2998897	0.1539891	0.6573208	0.1651538	0.2193995	0.1850366	0.1376459	0.3746898	0.5146865	0.1463780	0.0081264	0.4643820	0.4096872	0.4418490	0.1612926	0.3249937	0.3758976	0.0314260	0.3210943	0.5567262	0.3678081	0.3120540	0.0193379	0.6280947	0.2568584	0.4862074	0.3852904	0.6642901	0.6799924	0.7247648	0.2804156	0.5173616	0.5248102	0.7088842
600	0.7031612	0.0730439	0.4494524	0.6998902	0.2230229	0.4303344	0.4594129	0.0621535	0.5454800	0.1930998	0.5668006	0.5064918	0.5551571	0.2447911	0.5923665	0.2036456	0.3567554	0.4783574	0.2476956	0.6542259	0.2301199	0.0236313	0.5501674	0.3183427	0.0208262	0.0422042	0.1823953	0.7787382	0.5400955	0.6882384	0.5220439	0.6785381	0.1420234	0.6115110	0.4144058	0.2806519	0.2808322	0.6097515	0.4419561	0.3191636	0.0143048	0.2794998	0.3076967	0.7404810	0.6303483	0.0078982	0.1679528	0.5498650	0.4452969	0.5422624	0.2217044	0.5985324	0.1061036	0.4184642	0.6619403	0.1303105	0.3832770	0.4563620	0.6014427	0.5215658	0.3948781	0.5335099	0.4111594	0.3963890	0.2737336	0.7523112	0.3341528	0.1908224	0.7248996	0.1662007	0.1584518	0.1524232	0.1371787	0.4337811	0.5272115	0.1295370	0.0067949	0.5192089	0.3420267	0.5807838	0.2220466	0.3064356	0.4463554	0.0675842	0.3182599	0.5832203	0.2867945	0.3467201	0.0629688	0.4273781	0.4668157	0.3975708	0.5775308	0.7146695	0.6210557	0.6675581	0.3068935	0.5976563	0.7340732	0.6162368
650	0.5925532	0.0721288	0.4679181	0.3911746	0.3099454	0.5167494	0.4930872	0.0351224	0.5169944	0.1691490	0.6975035	0.5872421	0.4780765	0.2945248	0.7153930	0.2063150	0.3864344	0.3968476	0.2240675	0.7056542	0.2270322	0.0332590	0.7085374	0.3873137	0.0233394	0.0324461	0.1440089	0.7538722	0.6173609	0.7708107	0.4486522	0.6267181	0.0704847	0.7752438	0.5371544	0.3392646	0.5434146	0.5193320	0.4636238	0.2534452	0.0144056	0.1071543	0.3847603	0.7207857	0.5762853	0.0086804	0.1018054	0.3902921	0.4050969	0.4333763	0.2765967	0.5459407	0.0714551	0.3410750	0.5493747	0.1625897	0.3777338	0.5566708	0.5645943	0.5599802	0.4749683	0.6826585	0.4289659	0.1955436	0.2032214	0.5395131	0.2434793	0.2206445	0.5989803	0.2277496	0.1736489	0.1937184	0.0769549	0.3907370	0.4890410	0.1327586	0.0099879	0.6648247	0.4204612	0.4032423	0.3026926	0.3230339	0.4774346	0.0785956	0.3055268	0.5790890	0.2368694	0.3966925	0.1891683	0.3710765	0.6256179	0.4047837	0.5988630	0.6906641	0.7074639	0.7694306	0.3567698	0.6296100	0.7400662	0.7070894
700	0.6321158	0.0732619	0.5449729	0.3937115	0.2081666	0.5004367	0.4349415	0.0357051	0.4743790	0.2476699	0.6159222	0.6354838	0.4933459	0.2995622	0.7351456	0.1714892	0.2761848	0.4235707	0.2480822	0.7088906	0.2328564	0.0356512	0.6683505	0.2942825	0.0111431	0.0277867	0.1547597	0.6408366	0.6049089	0.6507677	0.5153033	0.6335051	0.1310628	0.6658242	0.6113093	0.2330226	0.5270377	0.4717925	0.3784686	0.3751270	0.0032036	0.1111686	0.3271374	0.6469871	0.5221282	0.0206860	0.1061519	0.3696459	0.4677403	0.5218097	0.2898776	0.6719681	0.0762611	0.3805212	0.5480443	0.1209311	0.3944631	0.5097681	0.6952699	0.5863974	0.4831531	0.6701800	0.4822408	0.2598889	0.2298963	0.5246487	0.2490541	0.2299559	0.6420990	0.1706053	0.1401589	0.2140911	0.1299696	0.3675722	0.3527404	0.1986001	0.0013554	0.6024604	0.4276661	0.4398606	0.2944715	0.4309112	0.5564451	0.0872286	0.2504149	0.6551423	0.2245760	0.3858393	0.1659368	0.2928328	0.4983140	0.4285050	0.5890198	0.7106384	0.7549626	0.6088491	0.2537577	0.7052094	0.6762952	0.6753226
750	0.6024804	0.0969587	0.4892000	0.4787585	0.2733092	0.5976694	0.5522103	0.0725466	0.6550839	0.1917138	0.5920528	0.6955496	0.5184603	0.3784643	0.6895490	0.1712324	0.4316455	0.3659700	0.1738286	0.6733696	0.2550227	0.0360729	0.5257920	0.3223269	0.0102992	0.0724124	0.1136057	0.6109980	0.4530968	0.7191569	0.4440580	0.6227801	0.0568952	0.7484470	0.5797361	0.3515014	0.3908174	0.4748420	0.4625991	0.3895889	0.0409079	0.1028827	0.3637637	0.5578228	0.5294428	0.0229851	0.0702566	0.3554710	0.5338051	0.5189540	0.2841965	0.5708083	0.0970329	0.3860566	0.5301623	0.1376510	0.3921357	0.5671989	0.6202493	0.4892986	0.4878945	0.7721689	0.3664874	0.2330028	0.2586261	0.4762493	0.3941768	0.2133869	0.6939941	0.2369302	0.1570560	0.1337899	0.1345421	0.4249227	0.4251817	0.1336068	0.0064164	0.4772724	0.3555779	0.4676169	0.2748279	0.3565211	0.5870285	0.1543594	0.2970445	0.5995492	0.2114817	0.3896022	0.2577366	0.4039735	0.6180336	0.4319227	0.6475399	0.6791214	0.5787946	0.8325711	0.3493660	0.7530698	0.6786288	0.6614842
800	0.7211326	0.0797391	0.4511957	0.4861209	0.4491648	0.4521560	0.5479756	0.0689849	0.6565933	0.2269418	0.6349726	0.4930253	0.5278864	0.3699779	0.5855051	0.1629126	0.3346292	0.4581058	0.2119044	0.6325617	0.2201672	0.0557421	0.6527559	0.3493637	0.0276735	0.0332406	0.0989478	0.5942669	0.4905634	0.6607943	0.3858620	0.6755214	0.0951532	0.6764161	0.6655665	0.3145671	0.5560430	0.4729721	0.4959786	0.3158274	0.0257915	0.1364683	0.4488864	0.7805411	0.6701267	0.0098069	0.1150805	0.3923529	0.3999479	0.4738075	0.1776478	0.5710124	0.0830438	0.3750294	0.5728798	0.0782952	0.3652029	0.6724736	0.5100585	0.5238782	0.5731636	0.6612721	0.2855914	0.2357414	0.2358134	0.6656585	0.2960164	0.2164107	0.5430913	0.2131380	0.1935904	0.1075616	0.0944587	0.3360429	0.3973177	0.1209306	0.0034020	0.5391841	0.4953363	0.2778588	0.3386757	0.3466884	0.6191424	0.1181737	0.3139785	0.7726183	0.1439724	0.5498310	0.2224462	0.4298063	0.6094729	0.4874809	0.6113442	0.5963791	0.7350897	0.6870959	0.2873637	0.6811761	0.6448222	0.6604796
850	0.7811066	0.0522998	0.5134049	0.4825485	0.3399858	0.3344721	0.4697238	0.1125465	0.6331966	0.2664630	0.7082963	0.6443306	0.5767319	0.3490441	0.6693731	0.2186723	0.3712298	0.4225625	0.1484741	0.7534096	0.2539623	0.0099437	0.7274767	0.3604330	0.0230218	0.0440398	0.1987235	0.6317931	0.4957759	0.7523830	0.4125642	0.6020881	0.1126402	0.5663631	0.5699846	0.3772486	0.4687204	0.5279483	0.4264596	0.3524508	0.0599915	0.1782055	0.3695421	0.7178075	0.6847667	0.0113432	0.1006649	0.4384218	0.5416157	0.4873795	0.2364766	0.5016401	0.1107048	0.4614955	0.5353998	0.1042895	0.4009262	0.5682063	0.7570510	0.5813367	0.6854483	0.7435180	0.3633151	0.3282560	0.2376743	0.6352073	0.2101874	0.2687025	0.6379814	0.1749195	0.2426360	0.1501474	0.0982754	0.5045567	0.4133031	0.1080751	0.0026661	0.5720565	0.4581514	0.2874402	0.3328478	0.2163258	0.5621461	0.1019923	0.2944327	0.6439825	0.1454931	0.3981137	0.2999466	0.3866577	0.4980258	0.5600203	0.4421749	0.6517046	0.5919188	0.6853499	0.2584410	0.6268144	0.6707903	0.6640732
900	0.6909246	0.0496375	0.4193216	0.4701435	0.2191576	0.3204386	0.4898808	0.1622769	0.5769413	0.2426211	0.6958760	0.5864865	0.5637919	0.2823285	0.7097472	0.1694168	0.4357117	0.3839592	0.1558773	0.5566326	0.2521009	0.0190272	0.7208902	0.4254459	0.0293755	0.0285136	0.1789289	0.6223756	0.4517335	0.6239770	0.5419470	0.6668747	0.1036642	0.6719893	0.6518008	0.3417231	0.4688301	0.4740938	0.5034967	0.3475019	0.0412588	0.1592798	0.3403873	0.6534321	0.7117613	0.0165099	0.1147502	0.5111600	0.4996411	0.6028901	0.1956247	0.7665993	0.1109124	0.4886638	0.5222524	0.1141875	0.3596195	0.5142867	0.6951725	0.5522878	0.6184655	0.6710321	0.3537462	0.2500209	0.2298551	0.5411078	0.2880369	0.2815340	0.7067090	0.2184610	0.1331660	0.1657975	0.1593843	0.4219291	0.2916720	0.1353545	0.0005550	0.5919236	0.4219502	0.3052491	0.3330290	0.3204800	0.4701632	0.0528356	0.2470919	0.6173487	0.2192626	0.4466637	0.3067809	0.5395319	0.6251738	0.4265073	0.5011216	0.7352408	0.5551846	0.7936750	0.2582869	0.7644978	0.5996858	0.7102628
950	0.7628168	0.0987254	0.4666453	0.5336448	0.2148753	0.4912466	0.4200903	0.0398371	0.6467303	0.1893969	0.6259746	0.6171429	0.5861996	0.3214658	0.7650312	0.1634712	0.3369610	0.4084026	0.2364118	0.6747437	0.2523283	0.0332919	0.7226605	0.3080908	0.0368344	0.0336918	0.1387048	0.6707799	0.5342358	0.7358663	0.5677238	0.6943660	0.1358732	0.7132619	0.5163591	0.2959732	0.4975616	0.4842680	0.5381103	0.3493853	0.0211796	0.1817147	0.2734033	0.7892762	0.6840022	0.0093251	0.0880327	0.5221860	0.4970604	0.5462704	0.2147727	0.7050200	0.0652282	0.3937176	0.5736968	0.1049991	0.4741255	0.5852990	0.7028430	0.5638130	0.5408253	0.8077255	0.3949777	0.2293854	0.2601035	0.6655317	0.3000211	0.2970424	0.7091011	0.1626710	0.1558572	0.1995171	0.1604941	0.3820231	0.3939930	0.1375335	0.0018384	0.5512799	0.4581391	0.2465576	0.3261786	0.2281423	0.4108922	0.1238114	0.2545320	0.6675302	0.2931781	0.3849342	0.3624262	0.3791886	0.4815294	0.4748026	0.6064240	0.7256495	0.7365277	0.5410671	0.2697197	0.6753408	0.6694778	0.7436212
1000	0.6275754	0.1240503	0.5277558	0.4792056	0.2764667	0.4826229	0.5131961	0.0564551	0.5221620	0.1530617	0.5507555	0.6364928	0.6562970	0.3446934	0.6487283	0.1392679	0.3052046	0.5338344	0.2610415	0.6028396	0.2071733	0.0227901	0.8218547	0.4308831	0.0109742	0.0423844	0.0975940	0.6635980	0.5041492	0.7100907	0.4115865	0.5604598	0.1636232	0.5675449	0.6112377	0.3651821	0.4391868	0.5971538	0.3625494	0.3532672	0.0167500	0.1414046	0.3342495	0.6803356	0.7567212	0.0059121	0.1010512	0.4820379	0.4542624	0.4925778	0.1608540	0.6583583	0.1004470	0.4431383	0.5105024	0.1178906	0.3795418	0.5014257	0.7862942	0.5065141	0.5947299	0.6679168	0.3243556	0.2771387	0.2502870	0.6051658	0.3669510	0.2995497	0.5811882	0.2062485	0.1848499	0.2129071	0.1705984	0.4921838	0.3887500	0.1688747	0.0025373	0.5051100	0.5087524	0.2909463	0.3139936	0.2299606	0.4788117	0.1279339	0.2878477	0.8790203	0.2751201	0.5012694	0.2753895	0.5170895	0.4985329	0.4116598	0.5200165	0.6414224	0.6698017	0.6455709	0.2854763	0.6821721	0.7028256	0.6473717

0	0.7270525	0.0775211	0.4785827	0.4975407	0.3553974	0.5112056	0.4450226	0.0766927	0.6801623	0.1951017	0.5136957	0.5397008	0.6128319	0.3718614	0.6919257	0.1700130	0.3624859	0.3694251	0.2702080	0.6685336	0.2709634	0.0294482	0.6056606	0.5147122	0.0296354	0.0359941	0.1325469	0.7519296	0.4600611	0.7087711	0.5079257	0.7134777	0.0643848	0.5895799	0.5109836	0.3878678	0.4322242	0.5043677	0.4079471	0.2548083	0.0472896	0.2858664	0.2116003	0.5760762	0.7721437	0.0151940	0.1136815	0.5498674	0.4014630	0.4694158	0.1779710	0.6434466	0.1241347	0.5669525	0.4633792	0.1349124	0.4260039	0.4796689	0.7896387	0.6854202	0.6822041	0.7171792	0.3410105	0.1790571	0.2349559	0.6963636	0.2844465	0.2483162	0.6226530	0.1789931	0.1394254	0.1563342	0.1667236	0.5065497	0.3543848	0.1619510	0.0057820	0.5101701	0.5135504	0.1976160	0.3201536	0.3656470	0.4634345	0.1339776	0.3963638	0.8411539	0.1849449	0.4986448	0.4259635	0.6850936	0.4405575	0.4382413	0.5397609	0.7682670	0.7712987	0.6650566	0.3051846	0.6761866	0.6260277	0.7841901
50	0.7992047	0.0955555	0.0995756	0.4650565	0.2744070	0.3784972	0.5013338	0.1197991	0.4918765	0.1971793	0.5993629	0.6339999	0.4538137	0.3566303	0.5971324	0.1962917	0.3442955	0.4051480	0.2024761	0.6887952	0.2579704	0.0181166	0.4429937	0.3499538	0.0280890	0.0276265	0.1104625	0.7380215	0.6770378	0.6766439	0.3774921	0.5667180	0.0905372	0.5608579	0.5137410	0.4669428	0.4770082	0.3476175	0.4712041	0.1164098	0.0505639	0.2977303	0.3117195	0.6496081	0.7434665	0.0039270	0.1299282	0.2626048	0.3357215	0.4687129	0.2412768	0.2012278	0.0890096	0.5268401	0.6518536	0.0740821	0.5742224	0.6668865	0.6344942	0.6511601	0.6215913	0.8415439	0.3063326	0.2925381	0.2588252	0.4355688	0.2364030	0.1985092	0.5936490	0.0817679	0.1484251	0.0990509	0.1131581	0.4954904	0.1295136	0.1389226	0.0000785	0.6355490	0.6659810	0.2378906	0.2757591	0.3597218	0.6297133	0.1698652	0.3190908	0.7040729	0.1993890	0.6514870	0.5278664	0.7253520	0.3847018	0.4332174	0.5295721	0.7770382	0.6911390	0.5985087	0.2747175	0.6625984	0.6368790	0.6406836
100	0.7403620	0.0734661	0.0898482	0.5000091	0.2629724	0.3974597	0.5566998	0.0632004	0.6376755	0.2667809	0.6634203	0.5663221	0.5137065	0.3620557	0.5860721	0.1894887	0.4253035	0.4631658	0.1547944	0.7418907	0.2434875	0.0451719	0.2893044	0.3710238	0.0196525	0.0371406	0.1145488	0.7544923	0.7126822	0.6779452	0.5113251	0.6369352	0.1802585	0.4414574	0.6528585	0.3897751	0.3488601	0.4349780	0.4768765	0.0275267	0.0276246	0.2769931	0.2786648	0.5489853	0.8065198	0.0034948	0.1365076	0.1646740	0.4721290	0.6214911	0.2564107	0.2337595	0.0596803	0.6254830	0.5918185	0.0232089	0.5192837	0.6346127	0.7800501	0.6950554	0.6607423	0.6554453	0.3074524	0.2602760	0.1973273	0.6066699	0.2231921	0.1339044	0.7982744	0.0587700	0.1548710	0.1049802	0.0635585	0.3935197	0.1448151	0.1098860	0.0015187	0.6426029	0.5101937	0.2191137	0.3031625	0.2437752	0.5972506	0.1758006	0.3513284	0.6935858	0.2337088	0.6789535	0.4310610	0.6851476	0.5196332	0.3371482	0.5793600	0.7095448	0.7670044	0.6688034	0.1621638	0.7178549	0.7306845	0.7527897
150	0.6676364	0.0311724	0.0667963	0.3944224	0.3556492	0.3210331	0.4883894	0.0553521	0.5092393	0.2127245	0.6992288	0.5480677	0.4789515	0.3124911	0.6121325	0.2203871	0.3606475	0.4972564	0.1964485	0.7055612	0.2085993	0.0145026	0.2701321	0.3214853	0.0152418	0.0295228	0.1001803	0.7197505	0.6691473	0.7079810	0.4678870	0.6289734	0.1762033	0.4688434	0.5852648	0.4059052	0.3994725	0.4828140	0.3919856	0.0029573	0.0282145	0.2378755	0.3630261	0.8067688	0.7803966	0.0253295	0.0753224	0.1472635	0.4486074	0.6124351	0.2438663	0.2169135	0.1045625	0.3847311	0.7155430	0.0095946	0.5380224	0.5994665	0.8328732	0.5291778	0.7731684	0.7019579	0.3629256	0.3029256	0.2849798	0.4854951	0.2156677	0.1796026	0.6917504	0.0281599	0.1975507	0.0396394	0.0664032	0.3445731	0.0968013	0.0831026	0.0028529	0.6462845	0.6713109	0.2118071	0.3964840	0.3339345	0.5220183	0.2587643	0.3562197	0.7653807	0.2915419	0.7585869	0.4492369	0.6141688	0.4188179	0.4346878	0.5310579	0.6919119	0.7296236	0.6792146	0.2776498	0.7222373	0.5353694	0.6772833
200	0.7894948	0.0401859	0.0392305	0.4708907	0.2750166	0.3370293	0.4218174	0.0767297	0.6255589	0.2986096	0.6535364	0.6608695	0.5246975	0.3871642	0.6789665	0.1552069	0.3888996	0.4211980	0.1274572	0.8544396	0.1892872	0.0309268	0.1582814	0.1992470	0.0329215	0.0245596	0.1330956	0.7477329	0.7120273	0.6176546	0.4529477	0.6928205	0.1195586	0.4753695	0.5163800	0.4539577	0.3638768	0.4838877	0.5011036	0.0036798	0.0350283	0.2466459	0.2020971	0.6276367	0.7476666	0.0116807	0.1007242	0.1781357	0.4659672	0.5600928	0.2405703	0.1894564	0.0880227	0.4237784	0.6137923	0.0118578	0.5290359	0.7594521	0.6347035	0.5096413	0.6097018	0.7394949	0.3975009	0.3086567	0.2241326	0.5065016	0.1217825	0.2033086	0.6699083	0.0163233	0.1253270	0.0755554	0.0386861	0.4411988	0.0797968	0.0657625	0.0032018	0.8152296	0.6157197	0.1484051	0.3651888	0.2419374	0.5864603	0.3864146	0.2364445	0.7011925	0.2335551	0.6436959	0.5593160	0.5263595	0.4774151	0.3268014	0.5090645	0.6801456	0.6977699	0.5921178	0.2502508	0.6299921	0.5651773	0.8325484
250	0.7252437	0.0436257	0.0517638	0.5111102	0.2233761	0.5208122	0.4404124	0.0857762	0.6858242	0.1755386	0.6940382	0.6570125	0.5925182	0.4276285	0.7776963	0.2496713	0.3531378	0.4549544	0.1735350	0.7989406	0.2951925	0.0237540	0.1855622	0.2369967	0.0298480	0.0330248	0.2008922	0.8329519	0.8346468	0.6007162	0.4129219	0.7849927	0.1108023	0.4967243	0.5248786	0.4524403	0.5235036	0.4406627	0.5278256	0.0000724	0.0520389	0.1863284	0.2512002	0.5774396	0.7904613	0.0179654	0.1067504	0.1714523	0.5627369	0.5918286	0.1738687	0.1949608	0.0959529	0.6139765	0.6341033	0.0203103	0.7308214	0.7312122	0.5900478	0.5846348	0.6296339	0.7082558	0.3244352	0.1659940	0.2986070	0.5163653	0.0953727	0.1579969	0.6917184	0.0270845	0.1239281	0.0475141	0.0364932	0.3603051	0.0523798	0.0778797	0.0028484	0.8307929	0.4731196	0.2840057	0.2270523	0.2292088	0.6162203	0.2166034	0.3265795	0.7122071	0.2386558	0.7001594	0.5143427	0.5834206	0.3676258	0.5319114	0.5719945	0.6030278	0.6557705	0.7997988	0.2912154	0.6934875	0.6481932	0.8247648
