"Time"	G1	G3	G5	G22	G7	G8	G4	G83	G6	G87	G86	G88	G54	G85	G89
150	0.7683189	0.4312470	0.2303975	0.7933588	0.1234738	0.2577490	0.4484770	0.1731724	0.1106094	0.0355037	0.1641226	0.2741099	0.6339349	0.0544768	0.6245894
200	0.7980631	0.5394253	0.1765665	0.6633811	0.1153494	0.2120159	0.5004729	0.1367471	0.0980430	0.0323121	0.1182026	0.2550458	0.6002010	0.1529912	0.5086544
250	0.8826430	0.5489226	0.1935050	0.7563578	0.0652297	0.2058519	0.3765687	0.1504423	0.1433101	0.0414839	0.1726768	0.3119067	0.5897955	0.0622848	0.5446438
300	0.6613836	0.5670348	0.2227617	0.6590448	0.0947253	0.1710948	0.4544955	0.1736982	0.1538520	0.0561258	0.1217537	0.2800791	0.7644803	0.0737985	0.5867862
350	0.6571486	0.4542342	0.2235252	0.8441536	0.0877867	0.2174722	0.3901602	0.1572669	0.1171476	0.0585436	0.1353880	0.3254365	0.6894744	0.0575251	0.5598755
400	0.8890108	0.6000712	0.2038594	0.8067160	0.1266532	0.2306472	0.4126440	0.1358567	0.1300148	0.0447312	0.1666480	0.2660241	0.6353806	0.0552300	0.5530640
450	0.7753763	0.5193542	0.2359169	0.7521063	0.1168319	0.2142313	0.5118913	0.1270055	0.0965392	0.0507487	0.1748025	0.2905334	0.6179967	0.0845733	0.5869168
500	0.7663210	0.4555351	0.2658514	0.7798057	0.1630024	0.2503809	0.5117197	0.1083176	0.1168437	0.0557981	0.2083824	0.3455799	0.6495444	0.0763379	0.5541076
550	0.7398498	0.4691318	0.2744967	0.7506748	0.0956550	0.3470566	0.4343155	0.5640518	0.1316940	0.1994733	0.2372310	0.3563114	0.9363146	0.1414867	0.2580855
600	0.8535698	0.4735678	0.2148684	0.6928784	0.1058641	0.2841724	0.6061143	0.7345104	0.0856360	0.2808973	0.1331876	0.3841222	0.6689924	0.0854270	0.1164353
650	0.7714496	0.4955040	0.1591196	0.7175286	0.1402433	0.2859534	0.4334149	0.6236708	0.0940247	0.3103033	0.1132961	0.4665014	0.6869464	0.0705457	0.0975968
700	0.8223132	0.4812284	0.1956118	0.7530052	0.1037184	0.2095018	0.4271553	0.7138917	0.0838381	0.2632831	0.1258106	0.3769490	0.6003819	0.0703995	0.0973154
750	0.7700553	0.6162708	0.2087725	0.6889987	0.0977341	0.2691658	0.4788672	0.7923055	0.0801983	0.2512895	0.1254772	0.4989355	0.7312413	0.0839246	0.0727565
800	0.8022960	0.5231906	0.2961648	0.8248070	0.1015538	0.2911053	0.4616385	0.6816152	0.1082433	0.3030523	0.1518090	0.5054350	0.7779456	0.1408237	0.0817764
850	0.8219586	0.4206213	0.1939560	0.8477644	0.2028060	0.3493370	0.4975623	0.6675946	0.1130655	0.2716707	0.0868645	0.4502177	0.9010562	0.0671272	0.0482555
900	0.7385984	0.4560113	0.1860999	0.7296789	0.1404492	0.3126698	0.5587288	0.6842732	0.0925580	0.2784690	0.0906232	0.4445458	0.7598915	0.0662631	0.1191182
950	0.7031902	0.4892850	0.2577381	0.6972631	0.0864374	0.2578348	0.4599495	0.8363690	0.0979594	0.2271995	0.1182808	0.3972055	0.8735131	0.0945565	0.0859898
1000	0.7213487	0.4452033	0.2494354	0.8458805	0.0932751	0.3738997	0.4268342	0.6940999	0.1309685	0.2741488	0.1120635	0.4229137	0.6061040	0.0877228	0.1297332

0	0.6379401	0.4773377	0.2789213	0.7755794	0.1029115	0.3317869	0.4557963	0.9043493	0.1280639	0.2765153	0.0755987	0.4177462	0.7117779	0.0824497	0.0509597
50	0.7697810	0.3994100	0.1534395	0.6775725	0.1048008	0.0898135	0.4961388	0.8775598	0.1225417	0.0461673	0.1298824	0.3654857	0.7808176	0.0863760	0.0813916
100	0.8529229	0.4291884	0.2252866	0.7818810	0.1192046	0.0473096	0.4758164	0.6202303	0.1073076	0.0107708	0.1245522	0.2799448	0.6125070	0.0735872	0.0774377
150	0.7456643	0.5045621	0.1801431	0.8897274	0.1789319	0.0604423	0.4106724	0.7316087	0.1362342	0.0022012	0.1550432	0.3181107	0.7552004	0.0625256	0.0722124
200	0.7960735	0.4282850	0.2451781	0.7319368	0.1359760	0.0172634	0.4459561	0.7099537	0.1900396	0.0017261	0.1526488	0.2931134	0.7146122	0.0832274	0.0555263
250	0.7396647	0.5914079	0.1491408	0.7356989	0.1406593	0.0259745	0.4519302	0.7989365	0.1107946	0.0002803	0.1396157	0.2838685	0.7750888	0.0981965	0.0629892
300	0.8756994	0.4273522	0.1760542	0.7344014	0.1216624	0.0369458	0.4251399	0.6576333	0.0942025	0.0032879	0.1475959	0.3190789	0.7518713	0.1048888	0.0848344
350	0.8268070	0.4912668	0.2025532	0.6858931	0.1731650	0.0183290	0.4382035	0.8105213	0.1201528	0.0004586	0.1416520	0.2819971	0.7240892	0.0376802	0.0860862
400	0.6621927	0.4583061	0.2027301	0.7285344	0.1202033	0.0309703	0.4231401	0.7060855	0.1090520	0.0001670	0.1184364	0.2487615	0.7333414	0.0781704	0.0640737
450	0.6270946	0.5817706	0.2124310	0.7491673	0.1831297	0.0219032	0.4187982	0.6281978	0.0701380	0.0002255	0.1378370	0.2448984	0.8072673	0.0765418	0.0573477
500	0.7546168	0.3761473	0.1514423	0.5646725	0.1518192	0.0393567	0.5019052	0.7638804	0.1120994	0.0005229	0.2015050	0.2533078	0.6853061	0.0766706	0.0712186
550	0.7138927	0.4685352	0.1267343	0.8152803	0.1281778	0.1547802	0.5023220	0.8152992	0.1502111	0.2305664	0.1348629	0.3379161	0.6706075	0.0965545	0.0583694
600	0.6727831	0.5021208	0.1815731	0.8393513	0.1055480	0.1701890	0.3950791	0.6485177	0.1256064	0.2185835	0.1264483	0.3683638	0.8201122	0.0482784	0.0748750
650	0.8023238	0.4733607	0.1435237	0.7761844	0.0963615	0.2331910	0.4532012	0.6809906	0.0787248	0.2933840	0.1274412	0.3967829	0.8088879	0.1054052	0.0814655
700	0.7123443	0.4512971	0.1653627	0.7896856	0.1328989	0.2649169	0.4773273	0.7388079	0.1054923	0.2534128	0.1797022	0.3487493	0.7073430	0.0807848	0.0673207
750	0.8402190	0.3824158	0.2284366	0.8000870	0.1316386	0.2227426	0.4854040	0.6828882	0.0940956	0.4016034	0.1482914	0.3231500	0.7578511	0.1027647	0.0558218
800	0.9501460	0.4293579	0.2354115	0.7678829	0.0782825	0.2857180	0.4915279	0.6539999	0.1537891	0.2545111	0.1174682	0.3793298	0.8230733	0.0701304	0.0996453
850	0.6935504	0.4946939	0.1777994	0.7573596	0.1085667	0.2689149	0.4419423	0.6980164	0.1299958	0.2826626	0.1278893	0.3923287	0.7836054	0.0993048	0.0687832
900	0.7095704	0.5532883	0.1795068	0.6389995	0.1506806	0.3188457	0.4480276	0.7381890	0.0719442	0.2641800	0.1246887	0.4044210	0.7156209	0.0941385	0.0555942
950	0.7845774	0.4465264	0.2045705	0.7153146	0.1553425	0.1875462	0.4338047	0.7816852	0.1756745	0.3009747	0.1055211	0.4623778	0.8216879	0.0607094	0.0687119
1000	0.7107969	0.4782582	0.1856876	0.8238279	0.1550818	0.2496076	0.3644485	0.7258720	0.1094855	0.2165780	0.0957868	0.4180817	0.7690092	0.0804591	0.1177854

0	0.5722145	0.4841740	0.1672419	0.7837619	0.1344123	0.2876543	0.5155165	0.7472658	0.1867466	0.2839350	0.0793883	0.3963057	0.7836512	0.0963600	0.0653291
50	0.7582234	0.4797833	0.1112531	0.4138133	0.0654349	0.2700240	0.5048431	0.7152021	0.1283863	0.2693889	0.0698538	0.5319255	0.8459715	0.1939369	0.0541283
100	0.6120758	0.5106339	0.0748830	0.5087634	0.0638140	0.2051319	0.5008029	0.7300482	0.1257117	0.3530380	0.0370108	0.5405990	0.7515984	0.3038009	0.0865594
150	0.7393882	0.5146076	0.1123357	0.3939042	0.1831310	0.2366235	0.5509540	0.8052364	0.1214717	0.2800086	0.0639616	0.4324001	0.7883758	0.3362698	0.0600356
200	0.9738019	0.5669713	0.0514571	0.4959266	0.0874473	0.2247137	0.5369870	0.7976834	0.0846619	0.3022055	0.0487870	0.4761333	0.6655025	0.2655690	0.0691534
250	0.6206779	0.4405491	0.0424022	0.5059881	0.0650647	0.2510532	0.5597296	0.7249359	0.1261629	0.2793991	0.0113159	0.4291414	0.8502127	0.3668371	0.0906732
300	0.7574544	0.5529763	0.0849119	0.4945230	0.1612804	0.2742593	0.5034496	0.8350198	0.1416922	0.2374861	0.0269832	0.4246103	0.6637108	0.3213919	0.0548324
350	0.7339878	0.4542017	0.0682018	0.4715750	0.1525400	0.3041962	0.4765582	0.8059534	0.1235538	0.2391085	0.0290437	0.3930001	0.7438904	0.2406774	0.0533873
400	0.7251523	0.4142416	0.0817324	0.3913071	0.1074076	0.2914091	0.3298143	0.8674021	0.1402721	0.2999260	0.0245702	0.4534201	0.6547528	0.4116438	0.1002713
450	0.7211783	0.4158290	0.1067306	0.4625610	0.1336396	0.2360313	0.5363992	0.7450568	0.1175004	0.2684507	0.0100699	0.3873006	0.7367595	0.4794770	0.0631636
500	0.7880479	0.5643724	0.1136690	0.5565632	0.1021721	0.2634649	0.4762771	0.7112174	0.0709764	0.2204023	0.0198464	0.4004470	0.8730725	0.2643613	0.0480954
550	0.6300446	0.4911151	0.2881161	0.8366235	0.1336659	0.3432703	0.4076184	0.7945492	0.0950486	0.2355353	0.0886921	0.4472163	0.8798429	0.1310989	0.0525624
600	0.7500461	0.4221342	0.1933884	0.7303225	0.1398349	0.2409830	0.5640730	0.6591784	0.1043899	0.2155582	0.1246574	0.4412866	0.7141474	0.1469808	0.0430750
650	0.7166387	0.3782847	0.1558292	0.8136490	0.1447988	0.3034273	0.3662514	0.6139226	0.0897389	0.2430617	0.1458690	0.4566320	0.7023079	0.0685020	0.0529540
700	0.6837147	0.4693639	0.1791947	0.9375730	0.0811024	0.2661428	0.5654541	0.7052463	0.1266661	0.2994379	0.1582295	0.4277095	0.7341708	0.0877448	0.0619791
750	0.7068393	0.4986962	0.1624665	0.7784737	0.1535357	0.3559799	0.5663414	0.7848938	0.1045290	0.2560904	0.1606057	0.4861889	0.7177816	0.1109538	0.1194204
800	0.8107634	0.3655623	0.1929270	0.7028686	0.0978915	0.2786545	0.3977172	0.7640424	0.0620768	0.2947825	0.1382444	0.5121305	0.6585311	0.0660677	0.1007684
850	0.6160131	0.4582018	0.1880829	0.7341712	0.1228455	0.3290892	0.4300668	0.6257291	0.0803221	0.3017072	0.1654512	0.5409446	0.8062885	0.1232332	0.0439183
900	0.7827882	0.4359879	0.2361921	0.6942701	0.1082210	0.3576902	0.4184221	0.7182188	0.1070036	0.2055515	0.0902451	0.3519739	0.7740200	0.0785655	0.0719642
950	0.7092667	0.4217910	0.2145846	0.8186861	0.1114578	0.2606742	0.3584589	0.7296742	0.1495874	0.3023213	0.1385279	0.4610319	0.8435659	0.0934956	0.0563920
1000	0.8556949	0.4514235	0.1556721	0.7025463	0.1036917	0.2104393	0.5549044	0.7219125	0.1044197	0.2895863	0.1538028	0.3642486	0.7242190	0.1459960	0.0479883
