"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
400	0.5945737	0.0500722	0.4398869	0.5750998	0.2797099	0.4900100	0.4102357	0.0638748	0.5796398	0.2872434	0.3529150	0.4879309	0.4356929	0.1931311	0.5426638	0.1418272	0.1429231	0.6004675	0.1577097	0.7146024	0.3819820	0.0348221	0.6087506	0.3840624	0.0150847	0.0035410	0.0441396	0.7276626	0.6500048	0.6365602	0.4089835	0.5976569	0.0581162	0.6324025	0.5487221	0.6781577	0.5719598	0.3891686	0.4034843	0.3062632	0.4838147	0.2978835	0.2812551	0.7426695	0.6132845	0.2426117	0.0881180	0.2009343	0.4221365	0.3993627	0.4289636	0.6563150	0.0944812	0.6142721	0.6288088	0.1203870	0.4783563	0.2673094	0.6169292	0.4981304	0.5028359	0.6297053	0.6288895	0.0933875	0.2639140	0.4118195	0.0291056	0.0064556	0.6011696	0.1219858	0.2935882	0.0279030	0.0323890	0.3082988	0.4319423	0.3442268	0.0076117	0.7440415	0.5442653	0.1673274	0.3134874	0.1927310	0.4969539	0.0746708	0.0058654	0.7118235	0.2449632	0.4369774	0.4347513	0.6209276	0.3611767	0.3103278	0.5462572	0.6171065	0.6474789	0.6385003	0.4606647	0.6741211	0.1506367	0.6464276
450	0.7563013	0.0792134	0.4200582	0.5417382	0.3255178	0.5582386	0.4040638	0.0586793	0.5995346	0.2350775	0.3596123	0.5470632	0.5117268	0.1861623	0.5964442	0.1379788	0.1323392	0.7225566	0.1299213	0.5908635	0.2884129	0.0188918	0.6852205	0.4165261	0.0119258	0.0026192	0.0960431	0.5994775	0.6367504	0.6789606	0.4936544	0.5691063	0.0882661	0.6376895	0.5600577	0.6509646	0.5721827	0.5101271	0.4479519	0.2776435	0.4634591	0.3162814	0.2249824	0.6745872	0.7181144	0.2296817	0.1410178	0.1021310	0.3834992	0.4336149	0.3496481	0.6215072	0.1044067	0.5940310	0.5798997	0.1022397	0.4383306	0.3953175	0.5704931	0.5328220	0.4925374	0.5894361	0.7036690	0.1193044	0.2613571	0.5454693	0.0324873	0.0187003	0.5939956	0.1717405	0.2840999	0.0404679	0.0624446	0.3902424	0.3502049	0.4293756	0.0014901	0.6429801	0.5482444	0.1578160	0.3858496	0.1969543	0.4457671	0.0844363	0.0038870	0.6170558	0.2558653	0.3862401	0.3722806	0.5574692	0.4040539	0.4359124	0.5288693	0.7153298	0.6568408	0.7739868	0.4770639	0.7085099	0.1747930	0.5280840
500	0.5767075	0.0897309	0.4011105	0.4946989	0.2622522	0.5503859	0.3719613	0.1096334	0.6565527	0.2261477	0.2516075	0.5437212	0.5403983	0.1692989	0.6091101	0.1857116	0.0933793	0.5808263	0.1946138	0.7109354	0.1956948	0.0397758	0.6567781	0.3534309	0.0153652	0.0003455	0.1079095	0.6332419	0.7493637	0.6807263	0.3639099	0.6564787	0.1386351	0.8033177	0.5183127	0.6302625	0.7685390	0.4474534	0.4392499	0.3629410	0.3449275	0.3142294	0.2575533	0.6155553	0.6416637	0.2526973	0.1083603	0.1271353	0.4145100	0.3722421	0.3088364	0.7712343	0.0881012	0.6377280	0.6589775	0.1706517	0.4357338	0.2981892	0.5576329	0.4418347	0.5442861	0.5466094	0.6550129	0.1066775	0.2350922	0.5204793	0.0617415	0.0085494	0.6502433	0.1287995	0.2012862	0.0371822	0.0635733	0.3109731	0.4036031	0.4672685	0.0058157	0.6925091	0.5582136	0.1998275	0.3499084	0.2447548	0.4018920	0.1097109	0.0072830	0.7875651	0.2148348	0.4358248	0.4287133	0.6167729	0.4205672	0.3431865	0.5288606	0.7164090	0.6438844	0.7788397	0.5132241	0.6507995	0.2101265	0.6475270
550	0.7009155	0.0569646	0.4433564	0.4718875	0.3155435	0.5979598	0.3812773	0.0572317	0.5878268	0.3214383	0.5446149	0.5824078	0.6590062	0.2673781	0.6446369	0.1200419	0.2182665	0.4706336	0.2001218	0.6842868	0.2114193	0.0270032	0.7099407	0.3803538	0.0081361	0.0306110	0.1022738	0.8090652	0.6342404	0.7672963	0.4752982	0.6299201	0.1375473	0.7407940	0.5272817	0.3052934	0.6263346	0.5541069	0.4370467	0.2976316	0.1096831	0.3318494	0.2003891	0.6734922	0.6325783	0.0732167	0.0881062	0.4400002	0.3931017	0.4999570	0.2657783	0.8090049	0.0738202	0.4559131	0.5938048	0.0953707	0.3620320	0.4048296	0.5112957	0.5686116	0.4948444	0.6175426	0.5317645	0.3430933	0.2214131	0.4603777	0.0283238	0.1248108	0.7359775	0.1565852	0.1882701	0.0803681	0.0272441	0.2980868	0.3685031	0.1790867	0.0034674	0.5059204	0.5021830	0.2396702	0.3093880	0.2470404	0.5331695	0.1339888	0.2851290	0.6459220	0.2430926	0.4340003	0.3014769	0.5160321	0.3289429	0.2742049	0.6041418	0.6542200	0.6444590	0.6905171	0.4409329	0.7360014	0.5951512	0.6081986
600	0.5916790	0.0590268	0.4739927	0.5694837	0.3773859	0.4658388	0.3626228	0.0777489	0.5995219	0.2378246	0.5711375	0.5077981	0.5879302	0.3827686	0.6892834	0.2212142	0.3467776	0.4195990	0.1914406	0.6752084	0.2967890	0.0318669	0.6052233	0.4047837	0.0207144	0.0267741	0.1055925	0.7505830	0.4847030	0.6415450	0.4220694	0.6820892	0.0925717	0.6018897	0.5113194	0.3187654	0.5461940	0.4655914	0.4609230	0.3059457	0.0232827	0.1589571	0.2814218	0.7462570	0.5688259	0.0517177	0.0898166	0.4073323	0.5118966	0.5076874	0.2295780	0.6666686	0.0770982	0.3774769	0.5669963	0.1481070	0.3855349	0.4841029	0.5187021	0.5133475	0.5347091	0.5877798	0.3347035	0.3204312	0.2889038	0.4879081	0.0488496	0.1269655	0.5439571	0.1947845	0.1612953	0.0716787	0.0470285	0.3730091	0.2979695	0.1465404	0.0010412	0.4014221	0.3716241	0.2364007	0.3745743	0.2047795	0.5963695	0.1271756	0.3277516	0.6494260	0.1885975	0.4506827	0.3945485	0.5297364	0.4131109	0.3493643	0.5775055	0.6294176	0.6395529	0.6165997	0.4030235	0.5796657	0.6501007	0.6533295
650	0.6492859	0.0801073	0.4898532	0.6043905	0.3524072	0.4040741	0.3822967	0.0822530	0.5745135	0.2784687	0.5510586	0.6283805	0.4622559	0.3394683	0.5297348	0.1966318	0.2607191	0.3403736	0.1470150	0.6305375	0.2964610	0.0239616	0.7716460	0.4927866	0.0477565	0.0212542	0.0896066	0.6931180	0.4862824	0.6564683	0.3766479	0.7005831	0.1196432	0.7040515	0.5251662	0.3599108	0.3824721	0.4450710	0.5011209	0.2320352	0.0183978	0.2000214	0.2880698	0.7873622	0.6079804	0.0322383	0.1288240	0.4138316	0.4411723	0.4965545	0.1903280	0.5546330	0.0837260	0.4737098	0.6237840	0.1353604	0.4310498	0.5825302	0.6918189	0.5319102	0.4918001	0.5833045	0.3273155	0.2337524	0.2671347	0.4721947	0.1111987	0.1833491	0.7240043	0.1260724	0.1632541	0.1359762	0.0713780	0.3983089	0.3518711	0.0941207	0.0014899	0.5174642	0.4368949	0.2089851	0.3095828	0.2560316	0.4125410	0.1564412	0.2789640	0.6318497	0.1563066	0.5222875	0.4508196	0.4414263	0.4836202	0.3457139	0.5312343	0.6147356	0.6327169	0.7572066	0.2945744	0.7172084	0.6441357	0.6330248
700	0.7576793	0.0836147	0.3862919	0.5458960	0.2755468	0.3987193	0.4178006	0.1113895	0.5688673	0.1876557	0.5203148	0.5879204	0.4725986	0.3439585	0.5899246	0.1567415	0.3348679	0.4436881	0.2292891	0.6989686	0.3225625	0.0339111	0.6828776	0.3517091	0.0314820	0.0489909	0.0738192	0.6537199	0.5102963	0.6380874	0.4767450	0.6949862	0.0710203	0.6856411	0.6575446	0.2523516	0.5051396	0.4786851	0.4925103	0.3283934	0.0173322	0.2468550	0.3356293	0.6723199	0.6348070	0.0301294	0.0941144	0.4507907	0.5092755	0.5125222	0.2270935	0.4881802	0.1233387	0.5246514	0.5144610	0.0756488	0.4678975	0.5669811	0.5630957	0.5730047	0.5323331	0.6456658	0.3583692	0.2402518	0.2089456	0.5819770	0.1429663	0.1761429	0.6608883	0.2408493	0.2122115	0.1210654	0.0549164	0.3993779	0.3290012	0.1367095	0.0028744	0.4887420	0.5979314	0.2748531	0.2991783	0.3133086	0.4516367	0.1452872	0.2968516	0.5686721	0.2589158	0.3989244	0.4004776	0.5042197	0.4782828	0.4053445	0.5800146	0.6031351	0.7419206	0.6081771	0.3227318	0.5553165	0.5825110	0.5803137
750	0.6058059	0.0784917	0.4714676	0.3985786	0.2670677	0.4464377	0.4438772	0.0551995	0.6117538	0.2144142	0.6136154	0.5995459	0.5443154	0.3867940	0.5623874	0.1998206	0.3531529	0.4776321	0.1749415	0.6619580	0.3135056	0.0217405	0.6525622	0.3523989	0.0311003	0.0142850	0.1192585	0.5885582	0.4425667	0.6086571	0.5179598	0.7288310	0.0764976	0.6411930	0.6018040	0.3378815	0.5016598	0.4665127	0.5230991	0.3517423	0.0108753	0.2115290	0.3069424	0.7245968	0.5778127	0.0156790	0.0994155	0.3659802	0.3521069	0.4836033	0.2162538	0.6122228	0.0735843	0.4363787	0.5612113	0.1070199	0.3180790	0.5360899	0.6236461	0.4443079	0.5928610	0.6577371	0.3406145	0.2190485	0.2288934	0.4220359	0.2679371	0.1950848	0.6197240	0.2955467	0.1506630	0.0923996	0.1012315	0.4146708	0.4244459	0.0867887	0.0021232	0.4162348	0.5217786	0.3311320	0.3316813	0.3264120	0.5063358	0.1807228	0.3686549	0.6286076	0.1962404	0.5440317	0.3876557	0.5360783	0.3763991	0.4167048	0.5728845	0.6833719	0.6346342	0.5920021	0.2987514	0.8002144	0.6184914	0.6429205
800	0.5999198	0.0853608	0.5681580	0.5385916	0.2924753	0.4980427	0.4619897	0.0260308	0.5515078	0.2391376	0.5084885	0.5528135	0.5599143	0.4057932	0.6016839	0.1350195	0.2844101	0.4952373	0.1907828	0.6905677	0.2778930	0.0225319	0.6170517	0.3972398	0.0165115	0.0158665	0.1357833	0.7128402	0.5115138	0.7393924	0.4157059	0.5575777	0.0802681	0.6608278	0.4801244	0.2751195	0.4346278	0.4981076	0.4926355	0.3203279	0.0182645	0.1887081	0.2822815	0.7188375	0.7082474	0.0120914	0.1143676	0.4271599	0.4920567	0.5374622	0.2452698	0.6405808	0.0823602	0.4784334	0.5799990	0.1159339	0.4374929	0.5450664	0.6653820	0.5383981	0.5800215	0.6655231	0.3829717	0.1702731	0.2331375	0.6110097	0.2490691	0.2222605	0.6553509	0.2061121	0.1496305	0.1303417	0.1481113	0.3376854	0.3189521	0.1377721	0.0043150	0.4201744	0.4201361	0.2020849	0.3795642	0.2429993	0.4824585	0.1727902	0.2838436	0.6911583	0.2193345	0.4835489	0.3313057	0.5168828	0.4729830	0.3949815	0.5795787	0.6278323	0.6346325	0.6254538	0.2515504	0.6291865	0.6136200	0.6727377
850	0.7240290	0.0932276	0.5247365	0.5017553	0.2523288	0.4469500	0.4893328	0.0726835	0.5706349	0.2353441	0.5162561	0.4911836	0.4980051	0.4298812	0.5363091	0.1755088	0.4263471	0.3510247	0.1694812	0.7430783	0.2495321	0.0213127	0.6287977	0.4514437	0.0101954	0.0197766	0.1864168	0.7049176	0.5097918	0.7932428	0.4766860	0.6302459	0.1053175	0.6749379	0.4387625	0.3009254	0.3942796	0.4909810	0.4105576	0.4005932	0.0168113	0.1883901	0.3217355	0.6314715	0.8444227	0.0153271	0.0856458	0.3551956	0.5138275	0.5696795	0.1733852	0.6754289	0.0532539	0.4566139	0.5684429	0.1034903	0.3640646	0.5499936	0.5528146	0.5031599	0.5364213	0.6029528	0.2947695	0.2263916	0.2928496	0.4747530	0.2179020	0.1787547	0.6488635	0.2019242	0.0959172	0.1077234	0.1041560	0.4029974	0.2918595	0.1150763	0.0004660	0.3979942	0.4413362	0.1366046	0.2997281	0.2290441	0.5666350	0.1883405	0.3062595	0.6632369	0.2202820	0.4217013	0.4316120	0.4930128	0.4295174	0.4065527	0.5663095	0.6241935	0.6769467	0.6722434	0.2400849	0.6276186	0.8104936	0.6178229
900	0.5611807	0.0813598	0.4683088	0.5430151	0.3289924	0.4119560	0.5054733	0.0517344	0.5588022	0.3444626	0.5447250	0.5269451	0.5461694	0.3344129	0.6434230	0.2224134	0.3877057	0.4410199	0.1941542	0.6289108	0.2760827	0.0349889	0.6197279	0.4244093	0.0157660	0.0829812	0.1130876	0.6994466	0.4696788	0.7609838	0.4707399	0.6498996	0.1101949	0.6423096	0.4098178	0.2991480	0.4145129	0.4875292	0.5246337	0.2655878	0.0214521	0.2052974	0.3288056	0.7310691	0.7891701	0.0068512	0.1246625	0.3919991	0.4263701	0.4804888	0.2267877	0.6782306	0.1030150	0.5197046	0.5152655	0.1309369	0.4554541	0.4941278	0.6175668	0.4505673	0.5491499	0.6985533	0.3328743	0.1995167	0.2752517	0.5597513	0.1783968	0.1641093	0.7001875	0.2404967	0.1250159	0.0905422	0.1123015	0.4994099	0.3193149	0.1563238	0.0033490	0.4108650	0.4679637	0.2296723	0.3590501	0.2439456	0.5057118	0.1889662	0.3168160	0.6504593	0.1657364	0.4303239	0.3729534	0.5533214	0.4097069	0.2873374	0.4698236	0.7346968	0.6663619	0.7472441	0.2588143	0.6051643	0.6479986	0.5614298
950	0.6948599	0.0844996	0.5234182	0.5727922	0.2548730	0.3994065	0.4517825	0.0568315	0.6070774	0.1942150	0.5593156	0.6588384	0.6278857	0.3052829	0.6335145	0.2684007	0.4063550	0.4097063	0.2349272	0.6835560	0.2367574	0.0457933	0.6910837	0.3589897	0.0097736	0.0161270	0.1527652	0.5962518	0.5379628	0.5613495	0.4069065	0.6454619	0.0543851	0.7525336	0.6460276	0.3050253	0.3778622	0.5666905	0.4495084	0.2808791	0.0126232	0.1906226	0.2865406	0.6434421	0.6743792	0.0143031	0.1189851	0.5497159	0.5103647	0.4671791	0.2144791	0.5885391	0.0814983	0.5044487	0.6341145	0.1267056	0.4203061	0.5550768	0.6843697	0.4786798	0.5421987	0.6841171	0.3600449	0.3151267	0.2682444	0.6298016	0.2105868	0.1469711	0.7109276	0.2845863	0.1767428	0.1336852	0.0984284	0.3848710	0.3484721	0.1013552	0.0028573	0.5261258	0.5293954	0.1960745	0.3449650	0.2105573	0.5536163	0.1335465	0.3251844	0.5627404	0.1770213	0.5208872	0.4435629	0.4746258	0.2913151	0.3969427	0.5553951	0.7727222	0.6649013	0.6297562	0.2671105	0.6388025	0.5351468	0.7626788
1000	0.8369317	0.0717443	0.4357008	0.4353171	0.3068594	0.4943284	0.4067782	0.0461868	0.6332977	0.1883898	0.6037433	0.4543694	0.5029660	0.3529892	0.6295998	0.1939562	0.4153951	0.3862150	0.2308497	0.6280964	0.2374709	0.0502755	0.6704244	0.3369922	0.0245460	0.0115128	0.1105609	0.6979350	0.4672671	0.6903431	0.5473729	0.5488156	0.0946084	0.6480997	0.5757172	0.3837781	0.3534250	0.4910847	0.5243260	0.2876144	0.0127882	0.2635359	0.1970001	0.8007271	0.6412394	0.0071980	0.1257535	0.4207413	0.4342373	0.5313363	0.2357252	0.6498899	0.0625386	0.4074760	0.5948554	0.0886741	0.5195254	0.4390216	0.6341713	0.5765143	0.5548129	0.8138004	0.3420944	0.2681712	0.3603470	0.4431610	0.2366391	0.2144048	0.6109244	0.1370420	0.2284415	0.1352740	0.1219662	0.3840665	0.4167160	0.0761772	0.0025201	0.5154104	0.5479727	0.2462334	0.3007179	0.2901935	0.4436024	0.1298613	0.3487569	0.6978587	0.2031902	0.4689350	0.4024417	0.4678932	0.3561613	0.4799310	0.4659357	0.6884021	0.7909201	0.6029535	0.2341260	0.6719833	0.6767325	0.7573750

0	0.6144009	0.1235966	0.4716420	0.5395926	0.2941364	0.4267904	0.3885320	0.0598886	0.5236188	0.2330552	0.5746828	0.6599244	0.5583337	0.3120541	0.6800567	0.2498185	0.3142761	0.4156681	0.2044786	0.6746824	0.3296255	0.0248946	0.7736522	0.4019384	0.0169639	0.0474196	0.1028627	0.7545407	0.4861418	0.5948017	0.4618132	0.5549457	0.1545069	0.6522146	0.5644477	0.3738678	0.4311069	0.4904846	0.5545889	0.4375189	0.0325436	0.2120617	0.3485236	0.7433880	0.6183101	0.0148776	0.1066938	0.4013035	0.4564434	0.4475838	0.2379636	0.7257767	0.0680672	0.4459884	0.5327848	0.1309222	0.4402584	0.5116902	0.6191064	0.5262588	0.5090278	0.6626410	0.4107039	0.3090003	0.1935653	0.6096048	0.2675309	0.1982611	0.6906557	0.1568995	0.1253662	0.1458699	0.1105753	0.4370753	0.3778363	0.1549586	0.0117651	0.3910519	0.4876836	0.1874549	0.3754940	0.2425485	0.4615837	0.1712692	0.3371779	0.6455753	0.2158005	0.5323571	0.4601241	0.6601271	0.3648396	0.3535459	0.6339564	0.6410450	0.6651436	0.7410495	0.3970076	0.7201873	0.8480937	0.6330215
50	0.7120611	0.0320041	0.5832771	0.4503521	0.1649633	0.6508095	0.7355089	0.1723381	0.6061144	0.2035745	0.5603632	0.5358936	0.6695964	0.3910997	0.7407651	0.2138479	0.4004552	0.4396014	0.1932033	0.6131732	0.1008601	0.1906569	0.4756440	0.3742234	0.0249246	0.2188316	0.1423942	0.5759779	0.5020886	0.6502491	0.3604101	0.8137596	0.0971721	0.3529440	0.3787031	0.2325562	0.6201711	0.4034111	0.3167039	0.1441393	0.0158378	0.1583119	0.3128171	0.7130434	0.6259192	0.0036266	0.2192718	0.4902522	0.4643529	0.4907818	0.2172650	0.5116685	0.0833974	0.5009542	0.5630303	0.0916343	0.2668236	0.6346619	0.5848128	0.6075792	0.5252871	0.7257096	0.3215207	0.1557338	0.0927631	0.4595571	0.2907731	0.1218480	0.6988618	0.1910213	0.1537790	0.1752350	0.0955013	0.3385807	0.5008472	0.2238678	0.0019728	0.6212528	0.1524794	0.2174586	0.3090857	0.2519906	0.4692599	0.1167516	0.3596318	0.3226280	0.2270816	0.5121165	0.3256351	0.5217717	0.4725290	0.4393615	0.3952931	0.3996723	0.5641942	0.5523185	0.3983364	0.2896156	0.5622076	0.6735627
100	0.5936754	0.0247677	0.5220189	0.2152502	0.0952796	0.4976579	0.6645825	0.1939848	0.4767472	0.2253986	0.6064254	0.5751400	0.5002598	0.4102746	0.7294213	0.2086725	0.2297343	0.4780781	0.3412592	0.6578382	0.0331680	0.2609216	0.3006507	0.3377762	0.0315966	0.1951744	0.2143551	0.6673234	0.6316370	0.6868775	0.4640349	0.7067264	0.1125622	0.1950677	0.3102166	0.0665033	0.5921664	0.3638455	0.2981341	0.0883069	0.0065974	0.1975483	0.3740749	0.6499264	0.6752104	0.0068607	0.2434325	0.6349188	0.4185138	0.5010073	0.2064521	0.3600224	0.0544317	0.5018775	0.4186902	0.1357549	0.2507205	0.5195804	0.7194708	0.5339547	0.4921278	0.6299173	0.3384172	0.2505697	0.1089260	0.5049734	0.2682960	0.0325349	0.6045083	0.1814376	0.1188019	0.1792631	0.0632395	0.3400246	0.4036434	0.1125882	0.0082620	0.7015053	0.0698253	0.3348292	0.1964665	0.1715039	0.4805433	0.0411054	0.4053587	0.3225569	0.2960660	0.3494701	0.2096380	0.4596966	0.4571255	0.2923297	0.4155754	0.5755800	0.5523769	0.6299958	0.5704764	0.2477380	0.4581165	0.7162039
150	0.4317211	0.0081641	0.6372767	0.0465314	0.0640889	0.4835907	0.5859532	0.3142928	0.3949072	0.1890027	0.6369539	0.5952505	0.4545167	0.4084036	0.7071631	0.1276748	0.0955867	0.4368881	0.3547459	0.7224133	0.0234226	0.4504246	0.3334919	0.2141438	0.0468935	0.1895180	0.1928654	0.6236271	0.5476529	0.6598525	0.4712994	0.6768589	0.0588590	0.0895770	0.2122814	0.0179439	0.6734417	0.2798554	0.2942164	0.0478674	0.0110026	0.1507142	0.3137391	0.6863003	0.6342319	0.0032469	0.1648221	0.6379905	0.5278105	0.5836152	0.1693272	0.3903262	0.0294404	0.4032022	0.4054616	0.2296655	0.2074700	0.5544336	0.6690831	0.4832807	0.4938372	0.6128262	0.2626213	0.1734085	0.1379303	0.5172146	0.2609148	0.0266728	0.7195054	0.1979542	0.1748566	0.1328639	0.0722777	0.3010802	0.4512453	0.0886860	0.0012517	0.6746089	0.0582048	0.5811619	0.2130631	0.3071154	0.4392793	0.0314905	0.2993718	0.2167503	0.3196875	0.3751880	0.0492617	0.5229724	0.5145485	0.4371202	0.3318862	0.4840284	0.5214606	0.5827305	0.6391970	0.1653905	0.5182875	0.6659629
200	0.3129662	0.0054923	0.5696456	0.0380213	0.1290283	0.6066252	0.5773794	0.2828015	0.3279815	0.3216540	0.6311313	0.7714299	0.6083172	0.4849851	0.5824342	0.2068158	0.1246318	0.3145920	0.3604697	0.6840255	0.0055463	0.2412554	0.2812772	0.2677049	0.0298689	0.2400662	0.2238818	0.6953252	0.6003952	0.6514141	0.4372333	0.8238779	0.1028211	0.1060942	0.0854074	0.0020852	0.6854816	0.2075200	0.2810525	0.0288693	0.0138445	0.1466493	0.2154317	0.6211508	0.6717823	0.0053227	0.1435780	0.5093285	0.4923118	0.5427860	0.2015989	0.3014460	0.0060073	0.2387076	0.3198896	0.3679507	0.2451619	0.4486398	0.5620207	0.5486172	0.4486090	0.4398812	0.3266253	0.2245494	0.0888388	0.5739908	0.2324433	0.0309510	0.6461665	0.2637336	0.1830710	0.1124716	0.0703063	0.3736534	0.4808812	0.1002828	0.0014249	0.5770497	0.0861745	0.6439618	0.1819584	0.3122498	0.3880035	0.0195769	0.2263885	0.1447199	0.2987821	0.4492422	0.0311624	0.5906616	0.3636478	0.3650189	0.3625290	0.5652618	0.6956104	0.6475298	0.6690291	0.1697626	0.4410022	0.6312405
250	0.4047040	0.0077054	0.7599388	0.0440696	0.1047732	0.5574959	0.5657542	0.3984082	0.4375546	0.4525931	0.5380993	0.6214999	0.6076411	0.5341291	0.7366689	0.2717530	0.3152310	0.3213379	0.2598531	0.7446007	0.0226035	0.2875092	0.2465007	0.2103782	0.0388871	0.2170830	0.2744336	0.6912238	0.6055772	0.6705001	0.3247982	0.7364108	0.0930050	0.0653078	0.0737207	0.0130665	0.6230057	0.1979368	0.1911716	0.0359343	0.0135262	0.1185603	0.2277010	0.6700364	0.5923962	0.0171559	0.1383420	0.6028036	0.4644869	0.5927419	0.1198332	0.3524547	0.0088896	0.3280336	0.4417933	0.2375523	0.1977787	0.5676345	0.4686313	0.4448453	0.4177755	0.2003472	0.3602960	0.1967980	0.0521992	0.5667170	0.1636381	0.0072802	0.6144542	0.2838570	0.0811991	0.0813662	0.0525770	0.4435475	0.4715490	0.0873398	0.0001372	0.5413152	0.1369155	0.6090215	0.2955322	0.4087076	0.4038829	0.0359438	0.2263871	0.1157548	0.3447901	0.2554778	0.0210028	0.7004591	0.4075154	0.4299258	0.2563192	0.5266907	0.6618193	0.5737513	0.5776874	0.1302700	0.4989571	0.7746932
300	0.5469420	0.0201565	0.5175044	0.0495649	0.1210357	0.6242931	0.5735364	0.4156853	0.3756710	0.4293511	0.5265333	0.6783159	0.4929315	0.5310670	0.6035698	0.3437423	0.3006372	0.3031193	0.2835810	0.6133731	0.0110465	0.2562258	0.1995258	0.2621090	0.0296884	0.1945851	0.2193531	0.6719912	0.5719231	0.6126252	0.3625388	0.7205525	0.0811591	0.0668069	0.0519707	0.0070638	0.6333815	0.2408609	0.2938927	0.0632340	0.0086909	0.1464749	0.2442770	0.7494930	0.7384624	0.0324039	0.1238857	0.6902564	0.5196527	0.6020566	0.2021833	0.3917179	0.0146810	0.3185173	0.4726960	0.1382540	0.2720916	0.5290487	0.6822372	0.5990022	0.4236247	0.0546042	0.3703812	0.2236027	0.0986001	0.5892653	0.2178598	0.0133488	0.5572915	0.4641276	0.0725439	0.0619549	0.0376763	0.5195972	0.4673181	0.0592850	0.0025346	0.6697201	0.0642190	0.6199315	0.2878549	0.3578137	0.4379148	0.0172695	0.3072206	0.2064738	0.2751945	0.3037011	0.0123575	0.6357169	0.3903287	0.4671234	0.3613457	0.5202938	0.7893177	0.6685791	0.6542128	0.1782134	0.4322739	0.6749948
350	0.5778395	0.0237242	0.4988404	0.1165395	0.1252405	0.4581084	0.6391835	0.3147256	0.4264407	0.3129935	0.6681726	0.6890643	0.5011172	0.4937851	0.6170663	0.4352063	0.2034395	0.3855237	0.2145044	0.7933143	0.0239143	0.3170950	0.2748861	0.2638582	0.0206326	0.1836288	0.1824161	0.6911283	0.7128067	0.7440651	0.3033101	0.6026998	0.0924941	0.0907516	0.0545572	0.0128960	0.5927998	0.1786576	0.2126291	0.0510949	0.0250898	0.1256876	0.2427659	0.7755039	0.6665529	0.0096078	0.1502157	0.5832714	0.4256652	0.5793542	0.1901896	0.3041101	0.0421929	0.1879085	0.4394386	0.2367469	0.2204572	0.5652077	0.5913865	0.5502751	0.4750591	0.0722085	0.3609743	0.1868710	0.0703224	0.4767284	0.1637408	0.0204381	0.5798744	0.6284129	0.0655172	0.1036965	0.0378333	0.5905100	0.5072492	0.0565166	0.0024823	0.7061627	0.0597274	0.5955285	0.3532504	0.3523228	0.3447863	0.0375667	0.3112976	0.2592815	0.3872178	0.3478579	0.0147665	0.5720491	0.3940143	0.3896642	0.3224924	0.6017777	0.6521279	0.7117459	0.5289860	0.1609282	0.5769022	0.7887039
400	0.5552800	0.0094997	0.4870207	0.0854449	0.1369426	0.4140946	0.6282820	0.2181790	0.4169084	0.3206683	0.6050341	0.7018862	0.4434634	0.5427695	0.5985779	0.3919126	0.1256638	0.3618213	0.2691106	0.6168170	0.0092523	0.2917485	0.2961209	0.2055082	0.0250598	0.1999157	0.1547402	0.5956714	0.6978348	0.6860498	0.1687045	0.7035325	0.0780818	0.1207214	0.0460137	0.0101819	0.5928678	0.1371527	0.3396318	0.0427678	0.0077609	0.1167978	0.3055702	0.6519699	0.6038676	0.0091079	0.1473494	0.6750888	0.4743463	0.5622914	0.1405380	0.3542783	0.0412606	0.3127777	0.3911982	0.1049474	0.3081415	0.5837125	0.5146689	0.4699836	0.4772369	0.1513874	0.3557055	0.3200683	0.1004228	0.4625869	0.1163418	0.0170570	0.6814376	0.5752137	0.0548031	0.0851316	0.0283395	0.6393702	0.3816045	0.0229652	0.0025519	0.7683482	0.0767929	0.6890034	0.2585459	0.4065009	0.3218686	0.0501903	0.3966799	0.2491181	0.2918864	0.3560400	0.0074897	0.6100245	0.3585544	0.5504213	0.3985907	0.5999846	0.6628076	0.6685811	0.6754123	0.2005545	0.3982297	0.6890486
