"Time"	G1	G3	G5	G7	G4	G22	G83	G8	G6	G86	G87	G85	G54	G89	G88	G30	G29	G35	G100	G99	G32	G81	G23	G82	G80	G19	G18	G20	G50	G58	G51	G31	G78	G93	G94	G95	G91	G90	G2	G69	G70	G84	G97	G43	G44
400	0.5101295	0.5080694	0.0031160	0.2167624	0.6463971	0.4633856	0.4141952	0.3747391	0.2381274	0.2539130	0.8294156	0.3896905	0.0034901	0.2572771	0.6161915	0.3352291	0.6525299	0.3438655	0.0556789	0.3332308	0.3307230	0.3207435	0.1466707	0.6714534	0.3237704	0.1548650	0.2660954	0.0655280	0.0199966	0.7118789	0.0051146	0.0045593	0.6762874	0.4509875	0.9685375	0.7180870	0.0100426	0.8071209	0.6616377	0.6089608	0.6537551	0.7740810	0.9015964	0.3409833	0.1579554
450	0.5713126	0.4652210	0.0223942	0.2085996	0.6021983	0.4552403	0.3697655	0.3843675	0.1977329	0.2657813	0.7562555	0.3832115	0.0197757	0.2896083	0.5950238	0.2892528	0.6670791	0.3021793	0.0475724	0.2902105	0.4177662	0.3314918	0.0879707	0.6861061	0.3807521	0.1329482	0.3317598	0.0884973	0.0076643	0.7115826	0.0008749	0.0072734	0.6469570	0.4232785	0.7442740	0.5596089	0.0249771	0.6626520	0.6412413	0.7601015	0.6730254	0.7159736	0.7386510	0.3732109	0.1631139
500	0.5422425	0.5225693	0.0028661	0.2177306	0.7376573	0.4872519	0.2890396	0.3714997	0.2388050	0.2415966	0.6889426	0.3963170	0.0243429	0.2561172	0.5434765	0.2203612	0.6646802	0.3458557	0.0295136	0.1894879	0.3649166	0.4309685	0.1224593	0.7358768	0.5235036	0.0933217	0.3435844	0.0382314	0.0077718	0.7529549	0.0080952	0.0138093	0.5536316	0.4956846	0.6361818	0.8123642	0.0186754	0.6725838	0.4489675	0.7379249	0.7410789	0.7518775	0.7415103	0.3051350	0.0643282
550	0.5544801	0.4881652	0.0145529	0.2580405	0.6585527	0.6183942	0.3620528	0.4357128	0.2744070	0.5639651	0.7212353	0.3967703	0.0137280	0.1137402	0.5358816	0.2347180	0.7507174	0.3050663	0.4694325	0.0991837	0.3550560	0.0489734	0.2604054	0.7497213	0.4681842	0.1896075	0.5645758	0.1061275	0.0292651	0.6999368	0.0059365	0.0482936	0.7934119	0.4944060	0.5785536	0.5906053	0.0149967	0.5288658	0.5610066	0.7891176	0.6765154	0.6290967	0.6866774	0.3711729	0.1135867
600	0.3770704	0.5296672	0.0084693	0.3160953	0.7406563	0.7225823	0.2491831	0.3824099	0.2531817	0.6574995	0.6251155	0.4204592	0.0062921	0.0774257	0.5566523	0.1572541	0.6369947	0.2929069	0.7055161	0.0615057	0.3022047	0.0526898	0.4345355	0.6859963	0.2879185	0.2320934	0.5225227	0.3871366	0.0336595	0.5649732	0.0036923	0.0976587	0.6360715	0.4934183	0.7461667	0.5585521	0.0190667	0.6706896	0.6294340	0.6733242	0.6592953	0.5828566	0.6767836	0.3663043	0.1569976
650	0.3529783	0.4626619	0.0132326	0.2199558	0.6421726	0.6175356	0.3286974	0.4670154	0.2772334	0.8770953	0.6072169	0.3801066	0.0147165	0.0456185	0.6392599	0.2072495	0.5975362	0.3914236	0.7490941	0.0495228	0.3850746	0.0376944	0.5375254	0.7507261	0.3065444	0.2348093	0.6381992	0.6038077	0.0119606	0.6577671	0.0146484	0.1400926	0.6050135	0.5109487	0.6687742	0.5564034	0.0101211	0.7732744	0.4673854	0.7218515	0.6673192	0.7367123	0.7831923	0.3911122	0.1175367
700	0.2731407	0.3168211	0.0063981	0.2402273	0.5129128	0.7218465	0.4168005	0.4793383	0.4891984	0.7601767	0.6207521	0.5143807	0.0137688	0.0482831	0.4344788	0.2070183	0.6450050	0.2702310	0.5753490	0.0984708	0.3173591	0.0496810	0.5647352	0.4801627	0.2035628	0.1663157	0.8409440	0.6527873	0.0288155	0.6895129	0.0167585	0.1280124	0.6880876	0.3589702	0.6812148	0.5721570	0.0199935	0.6741895	0.6444515	0.6771891	0.6879970	0.6641939	0.7196309	0.3785524	0.0611392
750	0.2468168	0.4392475	0.0201880	0.3120938	0.3216782	0.7231401	0.4174631	0.5516819	0.3178122	0.7399553	0.7620894	0.4790271	0.0054574	0.0249268	0.4506321	0.1541392	0.6501988	0.3321623	0.7168974	0.1581166	0.3934459	0.0188966	0.5661264	0.4538892	0.2640382	0.2513552	0.5711174	0.5754151	0.0097223	0.6978633	0.0048770	0.0676007	0.7772526	0.4318635	0.6238390	0.4204828	0.0119307	0.6914254	0.7074238	0.6882325	0.7490793	0.6527370	0.7764864	0.3362186	0.1343965
800	0.2629222	0.3545096	0.0086505	0.2785285	0.2533250	0.6985755	0.6537043	0.6626363	0.4214160	0.7543218	0.7729632	0.4367749	0.0018889	0.0361866	0.5201950	0.1456160	0.7996396	0.2705605	0.7945437	0.0652035	0.3841961	0.0333045	0.5187465	0.5183785	0.2049184	0.2094715	0.6609267	0.6784565	0.0097851	0.8510032	0.0118138	0.1058759	0.6335334	0.5242545	0.6911899	0.5265458	0.0131432	0.6143443	0.6438901	0.6159466	0.6383454	0.6682405	0.7169648	0.2664065	0.0780620
850	0.3033257	0.3217166	0.0120827	0.2333228	0.2800148	0.8293031	0.6671292	0.6571255	0.4731143	0.7017342	0.7590237	0.6269265	0.0038710	0.0294442	0.6642277	0.1621751	0.7290484	0.2822115	0.8478504	0.0785712	0.4696036	0.0418841	0.5597887	0.4225529	0.2516115	0.2348068	0.6643771	0.8107297	0.0098901	0.6684347	0.0200753	0.0868667	0.6756819	0.5871885	0.9644569	0.5694324	0.0099157	0.6507941	0.7000858	0.7344704	0.6266891	0.5828645	0.7860431	0.2432111	0.1047991
900	0.2901571	0.3137036	0.0145061	0.2728053	0.1618460	0.8282717	0.7205033	0.5372169	0.3852806	0.6032487	0.6706939	0.4951549	0.0039600	0.0465801	0.4788092	0.0887107	0.7187994	0.2057012	0.6925649	0.0540945	0.2446660	0.0297734	0.5845806	0.3544724	0.2844720	0.2285688	0.6215244	0.5796332	0.0044950	0.7188751	0.0119532	0.0971625	0.6999534	0.5000770	0.7479379	0.7040168	0.0126452	0.6083084	0.7748193	0.7079537	0.6562368	0.6612324	0.7714545	0.2206259	0.1683583
950	0.2599643	0.2511950	0.0092473	0.3743478	0.1474304	0.7812055	0.7947344	0.6548749	0.4934361	0.7181554	0.7263890	0.6141800	0.0024052	0.0428648	0.4685743	0.0866643	0.8197202	0.3566731	0.7718694	0.0798200	0.3508629	0.0201940	0.4874594	0.4921533	0.1710506	0.2376630	0.7893437	0.6588639	0.0137388	0.7038142	0.0073817	0.0865917	0.8926289	0.5068250	0.7599618	0.5405423	0.0241114	0.8201597	0.7719829	0.6964641	0.6347654	0.6450821	0.7148678	0.2960358	0.1224804
1000	0.2309658	0.3866930	0.0127288	0.2507842	0.2491260	0.8569693	0.7647108	0.5883261	0.4800819	0.8296988	0.8441399	0.4641978	0.0064211	0.0549279	0.4878884	0.0810240	0.7199140	0.2835744	0.7368799	0.0752905	0.3727586	0.0183040	0.4454973	0.5290497	0.2148955	0.2642776	0.7092496	0.7380073	0.0061870	0.6892903	0.0017899	0.0471908	0.8715681	0.4823446	0.6939367	0.5408267	0.0157752	0.6795810	0.7803899	0.7679438	0.6627471	0.7357161	0.6854235	0.2617117	0.1085277

0	0.2437608	0.3140475	0.0165709	0.2559252	0.2234265	0.6497891	0.6183741	0.5784092	0.5367952	0.5696135	0.6613108	0.3885949	0.0581214	0.0418611	0.4788590	0.1346354	0.7224897	0.2955327	0.7286447	0.0731385	0.2869973	0.0201648	0.6934829	0.4278877	0.1922745	0.2760565	0.7394315	0.6364853	0.0168874	0.8134543	0.0093347	0.0478877	0.7183928	0.4644742	0.6710224	0.5547111	0.0090178	0.6970637	0.7464290	0.8650623	0.5837202	0.5862351	0.8089987	0.2181506	0.0869774
50	0.2872548	0.3525869	0.0400347	0.1976122	0.2036222	0.6994866	0.7655860	0.4356349	0.4489638	0.6449581	0.8233173	0.5789932	0.0075231	0.0291672	0.1950573	0.0379613	0.8527607	0.2828837	0.3362983	0.0867031	0.3363388	0.0200400	0.4418557	0.5283544	0.1438784	0.2453130	0.6441038	0.7248810	0.0100708	0.7400217	0.0147976	0.0804236	0.8238880	0.4472514	0.6699792	0.5655892	0.0148922	0.6814546	0.5911227	0.6731452	0.6777556	0.7702541	0.8164577	0.2553893	0.1430884
100	0.2852043	0.6972933	0.0084303	0.0828598	0.2001276	0.7297268	0.6050145	0.2526613	0.4682920	0.7317823	0.7551501	0.5308800	0.0165320	0.0248193	0.2584501	0.1054782	0.7096578	0.2347822	0.1776859	0.1479623	0.3278752	0.0244846	0.5942997	0.4385387	0.1756480	0.2163311	0.6906927	0.6269157	0.0194861	0.7205401	0.0033723	0.0524136	0.7067111	0.4509624	0.7318145	0.5993172	0.0313990	0.6534488	0.7672345	0.8394114	0.6456831	0.6436458	0.5729375	0.3047142	0.0992276
150	0.2292560	0.4831737	0.0058826	0.0892586	0.2819552	0.7347301	0.6913092	0.1928827	0.3633393	0.7262875	0.7413514	0.6228684	0.0096037	0.0469804	0.1900944	0.1083706	0.7340026	0.2647313	0.1719819	0.0755203	0.3547912	0.0307852	0.5720756	0.4648662	0.1888474	0.2365938	0.7569316	0.5970043	0.0124255	0.7841360	0.0042776	0.1221655	0.6004597	0.5284083	0.6190749	0.6010794	0.0276644	0.6986898	0.6983406	0.6812080	0.5885250	0.7873598	0.6280868	0.3399632	0.2023223
200	0.2648863	0.5495716	0.0192096	0.0527881	0.2265543	0.7341878	0.6171705	0.2297698	0.4370112	0.7453438	0.8120105	0.5467379	0.0029199	0.0603069	0.1287927	0.0828543	0.7778021	0.2938470	0.2314632	0.0783525	0.3638872	0.0350668	0.4732287	0.3748761	0.2427298	0.2751781	0.7065944	0.5607865	0.0175810	0.7253608	0.0075914	0.1040867	0.7629617	0.4086872	0.7360324	0.5998541	0.0352981	0.6297347	0.6110357	0.7015802	0.7611426	0.7768635	0.6971575	0.3575810	0.1150766
250	0.2555410	0.4630312	0.0143120	0.0981116	0.2839611	0.6792447	0.6198661	0.1400849	0.3956201	0.6932427	0.6648061	0.5907522	0.0112499	0.0279508	0.1446061	0.0583051	0.7037505	0.2823772	0.1890726	0.0605013	0.2758249	0.0412620	0.4508614	0.4882875	0.2918858	0.3359479	0.7001273	0.6751389	0.0245316	0.7284482	0.0123549	0.0754775	0.7572569	0.4835815	0.6205930	0.5878939	0.0106018	0.7266117	0.6356690	0.7015234	0.7064098	0.7675596	0.6914281	0.3271746	0.1759259
300	0.2234395	0.4802867	0.0041828	0.0469199	0.2827055	0.6475944	0.5998954	0.2247304	0.5617637	0.8260934	0.5766458	0.5434884	0.0061366	0.0185953	0.1731711	0.0693415	0.7788357	0.2522139	0.2135850	0.0872760	0.3378258	0.0475416	0.5002071	0.5629510	0.2046451	0.2651848	0.6797018	0.6458421	0.0174150	0.8309514	0.0163403	0.0752100	0.9224290	0.5025048	0.6331235	0.7389874	0.0226475	0.7077548	0.5808544	0.8056748	0.6154416	0.6424546	0.6529188	0.2597984	0.1030978
350	0.2517459	0.4530743	0.0103657	0.0404062	0.3337994	0.7890516	0.6834096	0.2099659	0.5853264	0.5867962	0.6966165	0.7096363	0.0414042	0.0394833	0.1147910	0.0768010	0.8382631	0.2649256	0.1750912	0.0900907	0.3641010	0.0997153	0.6063894	0.4720429	0.2044240	0.2379420	0.7141676	0.6511568	0.0039854	0.6656169	0.0099864	0.0724587	0.7096586	0.4730576	0.7804741	0.6322004	0.0281409	0.6700612	0.4894340	0.6981054	0.7771902	0.7115057	0.6932901	0.2390336	0.1171969
400	0.3098151	0.4239662	0.0181881	0.1670122	0.2346987	0.7501451	0.5906154	0.1475465	0.4383420	0.7366734	0.8068924	0.6436941	0.0257120	0.0411622	0.1265694	0.0395244	0.6913329	0.3349910	0.1699629	0.1461092	0.4296641	0.0404025	0.6082696	0.4803126	0.1797993	0.2514382	0.6046933	0.5417026	0.0195906	0.9282311	0.0125791	0.0489210	0.6960113	0.4987678	0.6225019	0.6415713	0.0297095	0.6357848	0.7085566	0.6850570	0.6010544	0.7320745	0.6780772	0.3807781	0.1481852
450	0.2277845	0.4967870	0.0044054	0.0612872	0.3000459	0.7962164	0.5958838	0.2139652	0.5212401	0.6883216	0.6659047	0.7437276	0.0237326	0.0152622	0.1226482	0.0952106	0.6298098	0.2772529	0.1886970	0.0900184	0.3556978	0.0644153	0.4582851	0.4986825	0.1595969	0.2071425	0.7077320	0.5882162	0.0208550	0.5972939	0.0111894	0.0760418	0.8314962	0.5073165	0.6035881	0.4712015	0.0139300	0.6792073	0.7083898	0.7804323	0.6683760	0.6795227	0.6734391	0.3120159	0.0757026
500	0.2335475	0.5354539	0.0259560	0.0607196	0.1905683	0.7197484	0.6455554	0.2517739	0.4029597	0.6216674	0.7065747	0.7998359	0.0083798	0.0180831	0.1120409	0.0507257	0.7100796	0.2157473	0.1940210	0.0674187	0.3456316	0.0536162	0.4977995	0.4655156	0.1936370	0.1514166	0.7098831	0.6875926	0.0059116	0.6980440	0.0273021	0.0642265	0.6505877	0.4221128	0.7737508	0.5630766	0.0160623	0.6796169	0.5907671	0.7134093	0.5523182	0.6718234	0.7108867	0.3433902	0.0976640
550	0.2712659	0.2676759	0.0235658	0.2125219	0.2445971	0.7829335	0.7934016	0.4412985	0.4222769	0.5765731	0.7159861	0.6523521	0.0082891	0.0192360	0.3303862	0.0494683	0.7647429	0.2866238	0.4262847	0.1235033	0.3094670	0.0285017	0.6070645	0.5493833	0.1874814	0.1362450	0.7028934	0.6903083	0.0222998	0.7749879	0.0054224	0.1439141	0.7269652	0.5341005	0.7362912	0.5653289	0.0232809	0.6378568	0.7301393	0.7667863	0.6883238	0.5976996	0.7531603	0.2729042	0.0964561
600	0.2306586	0.2559955	0.0113255	0.2746491	0.2070309	0.8067288	0.5716475	0.5204146	0.5434813	0.7983350	0.7294829	0.5521587	0.0031872	0.0184395	0.3951352	0.0176665	0.7610817	0.3326413	0.6271988	0.0876408	0.3188482	0.0328753	0.5069173	0.4586221	0.2283005	0.1492952	0.5854114	0.6542714	0.0099394	0.6762397	0.0114068	0.0519206	0.7443188	0.4810867	0.6866996	0.5080052	0.0104991	0.6797349	0.8019543	0.6180026	0.6068733	0.7764977	0.5836462	0.2981031	0.0683355
650	0.2874666	0.3452035	0.0131772	0.2720512	0.1831891	0.7560884	0.8734340	0.5465778	0.4659359	0.6605588	0.6083530	0.4321361	0.0099192	0.0328641	0.4489642	0.0549797	0.9151959	0.2688058	0.7262146	0.1076002	0.3042657	0.0313697	0.5311725	0.4772850	0.1769298	0.3278161	0.7938735	0.7752929	0.0078692	0.7431710	0.0085423	0.0772321	0.8044538	0.5050984	0.7432915	0.6132284	0.0286225	0.7488885	0.6789415	0.5963360	0.7031373	0.6248925	0.6720733	0.3740543	0.1951579
700	0.3634346	0.3359414	0.0099692	0.3024073	0.2217374	0.6788013	0.6178330	0.4222656	0.4619829	0.7862447	0.6716401	0.5671722	0.0033293	0.0178183	0.4160832	0.0936496	0.7115397	0.2850581	0.6847892	0.1149760	0.3192251	0.0487583	0.5855724	0.4533782	0.2687073	0.2259396	0.6410565	0.6082015	0.0087728	0.7088424	0.0021324	0.0780773	0.9308772	0.6343690	0.8495746	0.5314850	0.0427269	0.5708999	0.5799751	0.7211309	0.5709075	0.6776819	0.7343278	0.3115177	0.1438036
750	0.2982584	0.3770965	0.0068571	0.3222157	0.3424238	0.6159985	0.6724385	0.5845360	0.3815359	0.6774603	0.8498358	0.4871968	0.0273946	0.0432681	0.4749122	0.0719290	0.6988731	0.3249765	0.6930131	0.0720936	0.3375475	0.0569389	0.4753109	0.4320191	0.2145455	0.2813190	0.7132009	0.6719473	0.0078178	0.7532282	0.0089164	0.0971847	0.8366759	0.5665654	0.7176104	0.5106384	0.0089632	0.7550812	0.6774074	0.7096262	0.7205974	0.6143306	0.6113372	0.3541317	0.1399721
800	0.2462674	0.4228719	0.0176380	0.2500139	0.2608951	0.7087478	0.7314743	0.7127985	0.4607574	0.7776992	0.6595414	0.5201937	0.0102577	0.0205859	0.4254075	0.0801102	0.6451599	0.2595167	0.6254788	0.1292655	0.3935113	0.0242392	0.4648008	0.4261374	0.2287703	0.2842213	0.7411295	0.6955686	0.0237575	0.7651888	0.0211539	0.0706278	0.8519252	0.5856431	0.6955710	0.4971993	0.0237606	0.7137919	0.8181110	0.6173262	0.4844218	0.7288502	0.6013620	0.3002508	0.1290003
850	0.3167903	0.3598524	0.0286585	0.3460919	0.2732958	0.7667504	0.6960470	0.5962087	0.4540089	0.7085169	0.7667529	0.4915886	0.0046988	0.0334780	0.4803883	0.0907499	0.5796245	0.3165954	0.7087876	0.0772349	0.3493184	0.0219505	0.5328904	0.4692581	0.2441724	0.2682789	0.8279506	0.5844033	0.0159176	0.8036028	0.0136545	0.1145792	0.6523558	0.5745604	0.6581131	0.6058517	0.0307358	0.6091471	0.6425084	0.5845443	0.6096718	0.6130525	0.6810642	0.4150595	0.1359899
900	0.2812237	0.3323606	0.0097495	0.3145958	0.3184937	0.6671596	0.6043278	0.5214931	0.5128015	0.8241897	0.7711023	0.4114843	0.0152072	0.0449954	0.5856502	0.0823640	0.8299073	0.2873392	0.6012289	0.0507564	0.3824923	0.0596383	0.5183511	0.4167622	0.1781890	0.2096355	0.7018175	0.6842475	0.0224058	0.6756962	0.0012667	0.1116710	0.6931440	0.4423523	0.7818170	0.6097160	0.0222207	0.6222427	0.6434338	0.6210081	0.7150864	0.5731298	0.7049131	0.2961422	0.1217458
950	0.2762274	0.2758720	0.0149258	0.3680918	0.2100027	0.6590388	0.6737347	0.6044861	0.5064194	0.6212946	0.7891097	0.5473527	0.0130744	0.0463019	0.4849471	0.0655132	0.7695222	0.2893122	0.6970982	0.0688090	0.2938459	0.0582046	0.5408703	0.4935671	0.2150381	0.2230333	0.7900852	0.7117607	0.0148821	0.6640154	0.0016727	0.1681966	0.8042869	0.5700342	0.6201925	0.5860224	0.0501651	0.7959225	0.7603355	0.7413147	0.6375598	0.5097639	0.6406271	0.2118903	0.1572323
1000	0.2833217	0.3422641	0.0148733	0.3380397	0.1871243	0.6445024	0.6205671	0.7652811	0.5197434	0.7349611	0.8638102	0.5354719	0.0023681	0.0182701	0.4455631	0.0646143	0.7826045	0.2908477	0.6634969	0.0858434	0.3614209	0.0377445	0.5870851	0.4242972	0.2363478	0.2007532	0.6471791	0.6974534	0.0134131	0.7684019	0.0051688	0.0624858	0.7141183	0.5492328	0.7384039	0.6977600	0.0083568	0.5782827	0.5871436	0.7798342	0.6936078	0.5808367	0.7596137	0.2521765	0.1107539

0	0.2669748	0.3751640	0.0246904	0.2615489	0.2124075	0.7058367	0.7674307	0.6526886	0.4617134	0.5891802	0.6515427	0.4643524	0.0145725	0.0371990	0.4502300	0.0841229	0.6687875	0.2645977	0.8117233	0.0827289	0.3995778	0.0413467	0.6659127	0.4637756	0.2349602	0.2419041	0.6503207	0.7484790	0.0083350	0.7030337	0.0014924	0.0851262	0.6953918	0.5039579	0.6899520	0.5589873	0.0357766	0.6046378	0.6884097	0.8339020	0.6273340	0.6312147	0.7708478	0.2523693	0.0921300
50	0.2725462	0.2940352	0.0222344	0.2376450	0.3164105	0.5792839	0.6259264	0.2126300	0.4667280	0.6095327	0.3023121	0.4329319	0.0054638	0.0369998	0.6202213	0.1326132	0.6079322	0.1817667	0.7161716	0.0574299	0.3224980	0.0530122	0.5183950	0.5497912	0.1173816	0.3457598	0.8329296	0.6377606	0.0950288	0.6857898	0.4466647	0.1111590	0.6969494	0.5083349	0.6058674	0.4103904	0.0075120	0.8757047	0.2592684	0.7612838	0.6240343	0.5678823	0.7173790	0.2241196	0.1003161
100	0.2619053	0.2258800	0.0244605	0.2500712	0.3606748	0.6894543	0.5743786	0.1138879	0.4835403	0.6801584	0.1610233	0.4973780	0.0003251	0.0384331	0.4735791	0.0339919	0.6649415	0.3181829	0.7235741	0.1069098	0.3021316	0.0600772	0.5248732	0.6437541	0.0355175	0.4764824	0.6539819	0.7050462	0.0750049	0.7862367	0.6084027	0.1068901	0.7515226	0.5618478	0.7822478	0.5345572	0.0139567	0.8917988	0.1607470	0.7398345	0.6327807	0.6691406	0.8022225	0.4828448	0.1019830
150	0.1844767	0.3221031	0.0208086	0.3603923	0.3879787	0.7189595	0.5143353	0.0961870	0.5182637	0.6542287	0.1596077	0.4875252	0.0016091	0.0119588	0.4723509	0.0376819	0.7788044	0.3311229	0.6800284	0.0660704	0.1751667	0.0502390	0.4665265	0.5819568	0.0111412	0.3265883	0.6784662	0.5542415	0.0578471	0.7458480	0.5899217	0.0696677	0.7806973	0.4803723	0.7771831	0.5203864	0.0204546	0.8115461	0.1294904	0.8645174	0.5974144	0.6578707	0.6636482	0.5393064	0.0835727
200	0.2173508	0.2386382	0.0449025	0.2904751	0.4478004	0.6486058	0.6264029	0.0553801	0.5082514	0.7196938	0.1801709	0.5815900	0.0058714	0.0183765	0.4452369	0.0833559	0.6664682	0.2537499	0.6928141	0.0877757	0.3342761	0.0298965	0.6005760	0.4661717	0.0150239	0.2912762	0.7548894	0.6686490	0.0909787	0.8794618	0.6085933	0.0576809	0.6772786	0.6080961	0.6247785	0.6119082	0.0426314	0.8158247	0.0636448	0.6638954	0.6252301	0.6418306	0.7655825	0.3915712	0.1042360
250	0.2337679	0.2215664	0.0250062	0.2509969	0.3015774	0.6901776	0.7348295	0.0486767	0.5890263	0.6149349	0.1836800	0.5246219	0.0070034	0.0322613	0.4826292	0.0487829	0.8106925	0.2432840	0.6545664	0.0752753	0.2918321	0.0604474	0.5901465	0.4171253	0.0091824	0.3277527	0.5982224	0.5968494	0.1133299	0.8206424	0.5939285	0.0719362	0.7538657	0.4805223	0.6639985	0.5227631	0.0219755	0.7738594	0.0739632	0.7016612	0.5837758	0.5226183	0.6911566	0.5007533	0.1255287
300	0.3116962	0.2758613	0.0473593	0.2828429	0.3383245	0.7874853	0.5358218	0.0312449	0.4679439	0.6480046	0.1733588	0.5512851	0.0003233	0.0359774	0.3970043	0.0212493	0.7165516	0.2787246	0.6823172	0.1019231	0.3092037	0.0310810	0.5315979	0.4420199	0.0069176	0.4090267	0.7888853	0.6350511	0.0528458	0.7922986	0.6475785	0.0821842	0.6726887	0.4889844	0.7783435	0.4077813	0.0265787	0.7887214	0.1226022	0.6860512	0.7467384	0.5856264	0.5310948	0.5397287	0.1419291
350	0.2295462	0.2207558	0.0185085	0.2689338	0.3969600	0.7462296	0.5046240	0.0659964	0.4855487	0.7206278	0.2103825	0.3921066	0.0005852	0.0344034	0.3971245	0.0227930	0.7388253	0.2783138	0.7740540	0.0784918	0.2374964	0.0413953	0.5744128	0.4897880	0.0194739	0.3405805	0.7718835	0.5645839	0.1094079	0.6581911	0.6314707	0.1467683	0.7871029	0.5357136	0.6031380	0.5400997	0.0395992	0.7914156	0.0833254	0.7047669	0.7196639	0.7381084	0.5631690	0.6337529	0.0842973
400	0.2895774	0.3635075	0.0341425	0.2143609	0.4120514	0.6944406	0.5819665	0.0760585	0.5030153	0.6685880	0.1449227	0.5430988	0.0004062	0.0420501	0.4747319	0.0178607	0.6456856	0.2216380	0.6900708	0.0765290	0.2995080	0.0140473	0.5771605	0.4648873	0.0151530	0.3687590	0.6707855	0.5899499	0.0876121	0.7715010	0.7488391	0.0805265	0.6993707	0.5152378	0.6716110	0.4751823	0.0243247	0.6810158	0.0721966	0.6557653	0.7506439	0.6986156	0.6793286	0.4658518	0.1495007
450	0.3275298	0.3108796	0.0233737	0.2318526	0.4042681	0.6646797	0.4545688	0.0493284	0.3793467	0.5320626	0.2173431	0.6042242	0.0000576	0.0296339	0.4690617	0.0193042	0.6381608	0.1903319	0.6284467	0.0926088	0.2880820	0.0222039	0.5108296	0.5272609	0.0160060	0.4662730	0.6439714	0.5680753	0.0450925	0.7524898	0.6045490	0.0973932	0.7167740	0.6207815	0.6881184	0.5092876	0.0031502	0.6439053	0.1020970	0.8124024	0.6173864	0.6144174	0.7941470	0.5213901	0.0995160
500	0.2629043	0.2415256	0.0155246	0.2231839	0.3352667	0.6412944	0.5215854	0.0506380	0.4495999	0.4743693	0.1748645	0.5079903	0.0000000	0.0281621	0.5420180	0.0564764	0.6734063	0.3533704	0.6672658	0.1027938	0.2711356	0.0420292	0.5785308	0.5033637	0.0113900	0.3633771	0.7137814	0.5555105	0.0682438	0.5763468	0.6822885	0.0643905	0.7209345	0.5797496	0.7073958	0.5412619	0.0287990	0.7279267	0.1005756	0.6663835	0.6044141	0.6837920	0.4917621	0.6098809	0.1549489
550	0.2750458	0.2317113	0.0216337	0.1945245	0.3429711	0.5801177	0.6212284	0.4189115	0.4486724	0.6179682	0.6001365	0.6749603	0.0156986	0.0328213	0.4505975	0.0292597	0.6731642	0.3295638	0.6276025	0.0850330	0.3439434	0.0242441	0.5045952	0.4743040	0.1695817	0.1746366	0.7957884	0.6130984	0.0286303	0.6333700	0.2763828	0.0464128	0.6481501	0.5451056	0.7021207	0.5324800	0.0170273	0.8455365	0.5007790	0.6912741	0.6105368	0.8921830	0.7428619	0.5568244	0.1162857
600	0.3077689	0.3520506	0.0246173	0.1885156	0.2672984	0.7686758	0.5547285	0.6092723	0.5059077	0.8076194	0.7414535	0.5561895	0.0062692	0.0393963	0.4953281	0.0269379	0.7611074	0.2956174	0.7884420	0.1481350	0.2779329	0.0462877	0.5071471	0.4618991	0.1526911	0.2345874	0.7251736	0.6294626	0.0157311	0.8709426	0.0984071	0.0394036	0.7979660	0.6746642	0.6660793	0.5560724	0.0350637	0.7275856	0.6100665	0.7405348	0.6296272	0.6777922	0.6637888	0.3897648	0.1145794
650	0.2574593	0.2556117	0.0362693	0.3185704	0.2972848	0.6699236	0.7005018	0.5010561	0.4310028	0.7433246	0.6907166	0.4772972	0.0241987	0.0307813	0.4813913	0.0738421	0.7179390	0.2450086	0.7855161	0.0812591	0.3279941	0.0287001	0.4998382	0.3990737	0.1907407	0.2217361	0.6726894	0.6501192	0.0106777	0.6113767	0.0448186	0.0797687	0.6815847	0.5418192	0.6885232	0.5151890	0.0181518	0.7381488	0.6774910	0.7545324	0.6508065	0.5339153	0.6266767	0.3289188	0.1332218
700	0.3234207	0.3444560	0.0283040	0.3249133	0.1913707	0.6938120	0.6942680	0.5625861	0.5363061	0.7318403	0.6988713	0.3898132	0.0038016	0.0284841	0.3915266	0.0789196	0.7915573	0.3143865	0.6990250	0.1333961	0.4422140	0.0375027	0.4590125	0.5050398	0.2571421	0.2878880	0.6933743	0.5748558	0.0196571	0.7530227	0.0114443	0.0868678	0.7647656	0.5272564	0.7136883	0.5329942	0.0126349	0.6907320	0.7014845	0.8341840	0.6561724	0.5724359	0.7104210	0.3092915	0.1325447
750	0.1830227	0.2909364	0.0122946	0.2818931	0.3223450	0.7964983	0.5984125	0.5714165	0.5742458	0.7391804	0.7761916	0.5125113	0.0039125	0.0350598	0.3503282	0.0567638	0.7774969	0.2655064	0.7356351	0.0560223	0.4144997	0.0274794	0.5532572	0.4551019	0.2043312	0.2078871	0.7990636	0.6412281	0.0195719	0.5796829	0.0051264	0.0682738	0.7659341	0.5044336	0.7430730	0.4942646	0.0194570	0.7637878	0.7893650	0.7327259	0.6037848	0.7004808	0.6828669	0.4107264	0.0985243
