"Time"	G1	G2	G10	G20	G4	G17	G16	G9	G11	G18	G94	G56	G3	G5	G19	G13	G12	G14	G15	G50	G41	G51	G53	G52	G42	G55	G21	G22	G54	G40	G49	G44	G35	G39	G45	G48	G95	G61	G47	G98	G43	G8	G72	G67	G57	G79	G60	G82	G88	G80	G84	G81	G83	G89	G85	G77	G78	G91	G90	G75	G86	G59	G58	G99	G92	G69	G93	G87	G68	G34
550	0.3789970	0.0009404	0.3122545	0.1386168	0.6101016	0.6402164	0.5663710	0.1101772	0.3878311	0.6746296	0.5222407	0.4141048	0.0086140	0.3217574	0.1813924	0.3379808	0.7269129	0.3983793	0.2181328	0.2635026	0.2007768	0.2616573	0.2866300	0.2316905	0.6107138	0.0174107	0.2426941	0.5804989	0.0066155	0.3840357	0.4879031	0.6368112	0.5407575	0.5540198	0.3032979	0.4164363	0.6043967	0.4142761	0.2229657	0.6299209	0.0018342	0.2383165	0.6281965	0.6680442	0.5698084	0.6404599	0.1878967	0.0405456	0.0063383	0.0129063	0.3642833	0.3412947	0.3818876	0.3253986	0.2003892	0.0558307	0.5797659	0.2405809	0.6313410	0.3501556	0.5562227	0.3047526	0.0287039	0.7106441	0.0247085	0.2677438	0.2450047	0.5923605	0.2338741	0.5226418
600	0.3801638	0.0063746	0.3453271	0.1669113	0.5922148	0.6011795	0.5254541	0.0705006	0.4095567	0.5028503	0.6565973	0.4919602	0.0048518	0.3352939	0.1879724	0.2919879	0.6697503	0.4944922	0.2975637	0.1978957	0.2062669	0.2659688	0.2470251	0.2668376	0.5644090	0.0139403	0.3046577	0.4215157	0.0116554	0.3395687	0.5136855	0.4969374	0.6211304	0.4726914	0.3067546	0.3617732	0.6396086	0.4023642	0.2222008	0.5614902	0.0046563	0.2331952	0.7288261	0.6031199	0.5303646	0.7337263	0.2209468	0.0260379	0.0013587	0.0030806	0.5299332	0.3440330	0.4443304	0.3810187	0.1801977	0.0467922	0.6375329	0.2908036	0.4565293	0.3815487	0.6622518	0.2376797	0.0132522	0.5875892	0.0431395	0.2526747	0.2582707	0.6567261	0.2399743	0.5053533
650	0.5200530	0.0068816	0.3221828	0.1276930	0.5513155	0.5190633	0.4801634	0.0637897	0.3773778	0.4444878	0.6569988	0.4979239	0.0028408	0.3422350	0.1588522	0.2666246	0.6314432	0.3563912	0.3951766	0.1967690	0.1879946	0.2789275	0.2523741	0.2955106	0.5122723	0.0121842	0.1792131	0.6188447	0.0181000	0.3832670	0.4283825	0.6155897	0.6733781	0.3941939	0.3148677	0.3689519	0.6126128	0.3307827	0.2072733	0.6591106	0.0024913	0.3165439	0.6464918	0.5072896	0.5213428	0.6251192	0.1927692	0.0025863	0.0031145	0.0258763	0.6353448	0.3157513	0.4592490	0.3296612	0.2603382	0.0372398	0.6539000	0.3059457	0.6197726	0.3138995	0.6453277	0.2327246	0.0302462	0.6923412	0.0307648	0.2564624	0.3124325	0.8043725	0.2284836	0.6964456
700	0.4471620	0.0012398	0.3467834	0.2276057	0.7336831	0.6243230	0.4872927	0.0688519	0.4100603	0.5041818	0.7083892	0.4052685	0.0000000	0.3915743	0.2353795	0.3364471	0.5340411	0.3167249	0.3224065	0.2681365	0.1940123	0.2787078	0.2586509	0.3473592	0.4816470	0.0409956	0.1391974	0.4961229	0.0198010	0.3447915	0.4572914	0.6417103	0.7013707	0.2615987	0.3457375	0.3994632	0.6332782	0.4282423	0.2733062	0.6220193	0.0035169	0.3089159	0.6037333	0.6071317	0.4673091	0.6856429	0.2175890	0.0062411	0.0178415	0.0046325	0.7824407	0.3080618	0.5241760	0.3557746	0.2139790	0.0188735	0.5312604	0.2698416	0.4434292	0.3230016	0.5712640	0.2569531	0.0124582	0.6503623	0.0361697	0.3046795	0.2511700	0.6320581	0.2687407	0.6823667
750	0.5148687	0.0064205	0.3857057	0.1698636	0.7083682	0.5574801	0.5533799	0.0771247	0.2999862	0.4076881	0.7626369	0.5163306	0.0046080	0.4296080	0.2526225	0.3494076	0.7244689	0.4781552	0.2512493	0.3189087	0.2174708	0.3569685	0.2291394	0.3027571	0.5568251	0.0225383	0.2417547	0.5013564	0.0130784	0.4049483	0.4986953	0.5891310	0.7171210	0.2249606	0.4583034	0.3696862	0.6329544	0.4366183	0.2485748	0.6307513	0.0019763	0.3653753	0.5783038	0.6389979	0.4881519	0.5888597	0.1475807	0.0017230	0.0006415	0.0069840	0.5953366	0.4294007	0.4435767	0.3515106	0.2312454	0.0134131	0.6281297	0.3050035	0.4581467	0.3617580	0.6562949	0.2627896	0.0218125	0.6353883	0.0322846	0.2759152	0.2565486	0.7475237	0.2423566	0.6748491
800	0.4690184	0.0001857	0.2649041	0.1711785	0.6076827	0.5518609	0.4661607	0.1343259	0.3338193	0.3999954	0.5563216	0.4007470	0.0036398	0.3317665	0.2086021	0.3331033	0.5032823	0.4477008	0.2142276	0.2353407	0.2273697	0.3419317	0.2288343	0.4015549	0.5968292	0.0194012	0.2579464	0.4784949	0.0119663	0.3497643	0.4309878	0.6096461	0.5693293	0.2745044	0.3440788	0.3286164	0.6410216	0.4111579	0.2689622	0.6548323	0.0022674	0.2399950	0.7240954	0.6933892	0.4791903	0.8317080	0.2096731	0.0057216	0.0005864	0.0298123	0.6075965	0.3731259	0.5329706	0.3456540	0.1887744	0.0232660	0.5083916	0.2682546	0.4468017	0.3817122	0.5257498	0.1928505	0.0163794	0.6284179	0.0157649	0.4386370	0.2687157	0.8160533	0.1985945	0.7043230
850	0.4899009	0.0034795	0.3155326	0.1929508	0.7161223	0.5881795	0.4693217	0.0673271	0.3334232	0.4102953	0.6764809	0.4073018	0.0021126	0.3249825	0.1972198	0.4579332	0.7467683	0.4772106	0.2826305	0.2188064	0.2484445	0.2623701	0.2679774	0.3482423	0.4770050	0.0100438	0.2965450	0.4610742	0.0017559	0.3071842	0.4387191	0.5827201	0.6039034	0.3083860	0.3617989	0.3348656	0.5938622	0.3900368	0.2563190	0.6584758	0.0010101	0.2910760	0.7177497	0.7650830	0.5435363	0.6619423	0.1428341	0.0024385	0.0016466	0.0098626	0.6406176	0.3618216	0.5305032	0.3516837	0.2149941	0.0469280	0.6006449	0.3379773	0.4239192	0.3740465	0.7413376	0.2253500	0.0405869	0.6594330	0.0186940	0.3092717	0.1842911	0.6627027	0.2286924	0.6373595
900	0.3673568	0.0000777	0.3401374	0.1598271	0.6618534	0.5972655	0.4812971	0.0726011	0.4329999	0.4882263	0.6710852	0.4190363	0.0008349	0.3362761	0.2840356	0.3435336	0.6375732	0.3542311	0.3078178	0.2456895	0.1932694	0.2291925	0.3080342	0.2919396	0.5216555	0.0154593	0.2143903	0.5401727	0.0082509	0.3804877	0.4842273	0.5935898	0.6084834	0.2434473	0.3737779	0.3926315	0.5674132	0.4731500	0.3165257	0.7352812	0.0005104	0.3112764	0.6134476	0.6415823	0.5100338	0.7756200	0.1775396	0.0051553	0.0093731	0.0113876	0.5901417	0.3050248	0.5773105	0.3657959	0.2218219	0.0368929	0.5680721	0.3065758	0.4582666	0.4412984	0.8259939	0.2643345	0.0245154	0.6490385	0.0253707	0.2369693	0.3026281	0.6977017	0.1799577	0.6888568
950	0.3890277	0.0003324	0.4038198	0.1614415	0.6105341	0.5385722	0.5453137	0.0495497	0.3152144	0.4616983	0.6161741	0.4024396	0.0021328	0.3270437	0.2575353	0.3842166	0.7277648	0.4149782	0.2644170	0.2448438	0.2753808	0.3552121	0.2726108	0.2298223	0.6291942	0.0171750	0.2489719	0.5488389	0.0029561	0.3891899	0.4633795	0.5762319	0.7580104	0.3196103	0.3802770	0.2850449	0.5588807	0.5340559	0.2819364	0.6322382	0.0125818	0.3218465	0.7264807	0.6784828	0.4992140	0.5065744	0.1427091	0.0032693	0.0018002	0.0003824	0.6475139	0.3001302	0.5105233	0.3858227	0.1753901	0.0297803	0.6751750	0.3393565	0.4975997	0.4275554	0.6709029	0.2726987	0.0258910	0.7133889	0.0089267	0.3326433	0.2405858	0.6454547	0.1432456	0.6905716
1000	0.4343203	0.0001762	0.3046430	0.1545164	0.5293405	0.5873134	0.5453714	0.0969307	0.4036742	0.4329645	0.5477838	0.4831174	0.0090011	0.3725510	0.2442818	0.3578165	0.5635024	0.4269915	0.1730920	0.1736937	0.2682314	0.2413066	0.1860527	0.2898194	0.6402958	0.0333136	0.3516827	0.5445461	0.0105717	0.3686575	0.4885395	0.6168647	0.6341796	0.2876363	0.3254362	0.3696735	0.6086575	0.3943348	0.2763409	0.6609927	0.0106660	0.2892467	0.6172398	0.6143703	0.4948625	0.6261418	0.1918604	0.0025596	0.0020323	0.0088981	0.6519656	0.3508046	0.4398949	0.3255029	0.1978375	0.0489589	0.5896634	0.3698590	0.5081103	0.3503795	0.6518814	0.2463528	0.0150127	0.7262755	0.0141740	0.2855930	0.2341992	0.7555155	0.1960037	0.6668642

0	0.3791367	0.0017838	0.3543100	0.1571067	0.6043644	0.4940973	0.4569184	0.1147914	0.4615797	0.2855135	0.7266291	0.5306206	0.0006936	0.3666256	0.2502754	0.4202324	0.6213725	0.3706000	0.3230713	0.2567065	0.2030454	0.2751696	0.2200219	0.3367779	0.5330439	0.0463983	0.2023873	0.4974954	0.0119356	0.3042440	0.6020440	0.6657469	0.6397161	0.3103764	0.4139340	0.3405734	0.6641951	0.4341215	0.1899679	0.5999143	0.0073678	0.3212006	0.6371894	0.6369846	0.4664315	0.5929157	0.3025112	0.0030959	0.0050647	0.0164035	0.7200391	0.3925077	0.4886541	0.4035710	0.1770475	0.0363734	0.6232062	0.3133674	0.4116056	0.2789972	0.5265894	0.3407952	0.0372133	0.5582253	0.0419965	0.2837112	0.2526666	0.6037547	0.3165908	0.6717676
50	0.5279567	0.0041089	0.1372202	0.1463659	0.5884446	0.4427635	0.4576927	0.0600193	0.3152100	0.2007680	0.6023318	0.4728873	0.0015925	0.1341317	0.1444023	0.2543724	0.6432454	0.4192116	0.1279200	0.1013800	0.1002844	0.3316236	0.1284065	0.3144691	0.4448150	0.0203638	0.1936210	0.5251551	0.0193801	0.2498132	0.3019718	0.6156724	0.7038508	0.3785529	0.3256888	0.1060684	0.6232500	0.4970857	0.4090111	0.7415321	0.0025453	0.2910094	0.1039640	0.7261194	0.4386376	0.4981308	0.3873036	0.2361569	0.0293652	0.0051222	0.6188538	0.3508614	0.5274192	0.3583298	0.2414226	0.0147877	0.6854513	0.5293758	0.1480285	0.3660564	0.6262580	0.3910871	0.4934246	0.6540647	0.0188432	0.3317735	0.2495431	0.6991088	0.2018448	0.6015130
100	0.5136348	0.0008417	0.1724861	0.2654745	0.6095318	0.4160080	0.3630809	0.0217909	0.3425519	0.1986831	0.6132827	0.4345055	0.0017590	0.0521375	0.1544959	0.2889999	0.5939086	0.3583317	0.0308778	0.0547195	0.1190353	0.3044458	0.0656747	0.4800872	0.6103421	0.0262602	0.1470139	0.6421527	0.0059358	0.1988656	0.3099972	0.5978940	0.6817187	0.4238034	0.2702282	0.0641876	0.5770517	0.5833219	0.5690630	0.5976850	0.0061268	0.1893515	0.0478698	0.6527151	0.5454422	0.5444776	0.5851274	0.3388488	0.0255654	0.0090145	0.6765995	0.3390084	0.3733708	0.4000316	0.2805300	0.0227777	0.6633482	0.5598170	0.0285149	0.3481335	0.5353979	0.4554450	0.4777511	0.6755405	0.0222022	0.3083126	0.1874028	0.5977822	0.2260105	0.7622310
150	0.6617755	0.0030660	0.1130201	0.4668555	0.6722292	0.3689632	0.4157461	0.0461305	0.4348127	0.1220839	0.7302717	0.5329180	0.0018223	0.0412075	0.1267650	0.3057970	0.7268056	0.3131563	0.0188394	0.0920920	0.0473069	0.3675331	0.0428355	0.6008517	0.5509375	0.0352211	0.0656980	0.6136120	0.0022804	0.1784061	0.1934944	0.6789935	0.6247831	0.4216157	0.2224426	0.0678801	0.6439443	0.6079439	0.3326718	0.6322083	0.0105710	0.2299392	0.0159384	0.5855950	0.5866475	0.5921352	0.5348717	0.2344031	0.0303483	0.0034603	0.5553392	0.2816263	0.4254646	0.3504758	0.1883130	0.0336667	0.5803042	0.6746492	0.0489242	0.4598695	0.6081505	0.6552614	0.6171658	0.6740722	0.0180187	0.2100638	0.2903374	0.7195500	0.2119707	0.7208260
200	0.5472960	0.0042853	0.1603400	0.4672198	0.6216386	0.2205536	0.3772233	0.0312842	0.3908459	0.1562887	0.5732409	0.5163524	0.0006523	0.0130718	0.1480435	0.2239773	0.5124723	0.2862304	0.0103751	0.2002229	0.0102844	0.3080596	0.0130337	0.6876777	0.5428547	0.0511938	0.0520089	0.5626142	0.0015674	0.1131553	0.2698708	0.4980808	0.5819377	0.3660947	0.2133435	0.0940892	0.6765777	0.6686832	0.3962118	0.6685120	0.0108023	0.3384747	0.0156561	0.5688458	0.5493981	0.5597387	0.5598831	0.3684515	0.0603246	0.0071559	0.7427856	0.2505252	0.4357954	0.3781448	0.2283139	0.0836028	0.6288858	0.5805757	0.0263030	0.3882683	0.5927554	0.5211315	0.5044327	0.7535051	0.0286243	0.3211436	0.1912809	0.5815770	0.2616514	0.6543727
250	0.5037839	0.0051154	0.1107349	0.4570018	0.7460293	0.1789484	0.3718945	0.0255221	0.2692409	0.1391021	0.6967637	0.6053231	0.0017391	0.0318559	0.1848141	0.2767042	0.6449390	0.3138504	0.0034538	0.1354954	0.0134942	0.3761775	0.0103625	0.6352779	0.5275600	0.0310011	0.0343421	0.6064665	0.0073319	0.0944415	0.2100893	0.3983708	0.6840658	0.2879333	0.1716543	0.0479070	0.7531741	0.5781997	0.3670313	0.6383966	0.0088940	0.2656460	0.0069661	0.6230754	0.6246641	0.4316110	0.5494577	0.2946617	0.0245675	0.0340520	0.6755689	0.2431290	0.4415415	0.3294034	0.2879004	0.0611794	0.4928985	0.6028424	0.0216767	0.4687904	0.5470629	0.5298475	0.5471652	0.6955486	0.0396703	0.2348806	0.1712925	0.7451530	0.2051456	0.6910103
300	0.5917829	0.0109147	0.1339552	0.3946116	0.6910436	0.1345666	0.3957909	0.0495402	0.2645261	0.1206803	0.6687784	0.6267997	0.0039950	0.0140400	0.1494185	0.2231965	0.6656764	0.3023218	0.0035178	0.1712185	0.0062945	0.4603682	0.0239618	0.7003466	0.5726664	0.0158119	0.0169941	0.5245505	0.0034394	0.0265465	0.2534309	0.3593953	0.6007322	0.3705590	0.1660972	0.0792021	0.7063377	0.6211476	0.3662055	0.5458377	0.0020153	0.1919809	0.0037770	0.5291759	0.5086273	0.6310391	0.5524604	0.3398308	0.0246071	0.0038253	0.5845475	0.2294866	0.4834815	0.3745617	0.2565888	0.0169000	0.5023754	0.6257873	0.0285618	0.3871450	0.6211157	0.4838981	0.6080867	0.7259519	0.0262253	0.2632227	0.2177691	0.5458846	0.3082250	0.6000223
350	0.5085037	0.0011632	0.1807066	0.3432512	0.5448665	0.1429394	0.3841200	0.0313700	0.2946966	0.1236804	0.5328672	0.7311941	0.0029212	0.0118557	0.1777185	0.2536334	0.6546593	0.3496976	0.0008261	0.1035578	0.0017343	0.4556167	0.0037421	0.7227531	0.6534407	0.0236706	0.0168198	0.5090220	0.0016170	0.0046363	0.2378659	0.2942691	0.5206733	0.3093463	0.1469920	0.0663853	0.6210826	0.7440473	0.3847004	0.7175171	0.0042804	0.2080544	0.0092804	0.2733166	0.4457814	0.5237183	0.6918737	0.2885722	0.0388959	0.0057827	0.6212068	0.1961329	0.5343582	0.3995017	0.2640565	0.0236133	0.5733630	0.7043632	0.0136266	0.4705195	0.6783233	0.5693618	0.5471486	0.6850399	0.0163024	0.3621781	0.2845389	0.5329747	0.2179213	0.5883742
400	0.4402089	0.0005507	0.1167693	0.2154825	0.7371267	0.2213784	0.4667174	0.0290749	0.2416481	0.1443695	0.8169588	0.5941203	0.0018889	0.0141537	0.1407672	0.2727479	0.7247356	0.2998321	0.0114514	0.1515717	0.0035572	0.3847052	0.0035928	0.7066812	0.6113200	0.0160135	0.0291875	0.5387805	0.0033238	0.0031996	0.1704117	0.3532795	0.4826418	0.3561930	0.1168111	0.0452971	0.5212266	0.7636338	0.3741469	0.7077393	0.0091635	0.2241535	0.0147026	0.1563971	0.4817968	0.5888305	0.5566206	0.3042274	0.0208798	0.0043069	0.5845180	0.2633513	0.4934321	0.3295459	0.2654969	0.0199532	0.6123964	0.5150884	0.0211428	0.2893167	0.5907470	0.5993011	0.6387244	0.7329913	0.0322215	0.2744978	0.1857519	0.6561785	0.1944810	0.7567259
450	0.5110060	0.0022098	0.1306093	0.2693464	0.5734948	0.1560095	0.4231761	0.0359565	0.1663455	0.2101161	0.5800689	0.6337294	0.0051319	0.0095075	0.1706644	0.2766575	0.6151566	0.3965420	0.0060421	0.1411402	0.0011622	0.3769590	0.0055894	0.5976442	0.6044462	0.0194094	0.0585800	0.4133421	0.0020240	0.0114215	0.2478348	0.3163704	0.5243571	0.3061981	0.0942519	0.0358980	0.6455448	0.5857223	0.3932306	0.6648285	0.0032724	0.2465240	0.0080864	0.1176392	0.5333090	0.5108408	0.7107474	0.2598400	0.0351853	0.0328199	0.5189149	0.2870649	0.4254319	0.2716505	0.2487773	0.0176900	0.6192309	0.6082117	0.0389783	0.4890260	0.6657310	0.5356787	0.5728015	0.6934066	0.0525982	0.2611784	0.2109947	0.7169729	0.1957380	0.7453603
500	0.6308694	0.0015187	0.1063639	0.3000060	0.6776276	0.1117999	0.4295281	0.0431940	0.2155923	0.2287322	0.6811374	0.5894615	0.0162003	0.0063166	0.1116770	0.2456941	0.6714984	0.2971478	0.0052086	0.2119577	0.0050295	0.3938907	0.0082399	0.6597839	0.5459199	0.0544746	0.0166823	0.4924887	0.0034781	0.0026583	0.2533615	0.3850592	0.4717309	0.2988906	0.2388681	0.0529313	0.6586319	0.6598569	0.3758802	0.6452461	0.0076771	0.2155147	0.0098971	0.1599785	0.5695407	0.5883347	0.6203836	0.3544984	0.0215289	0.0084372	0.6898017	0.2414629	0.4207666	0.3863057	0.2835085	0.0310044	0.6860197	0.5666309	0.0347649	0.4134681	0.5837151	0.4947137	0.6229705	0.5970855	0.0340427	0.2027351	0.2433836	0.5264847	0.2886592	0.5951680
550	0.2190411	0.0070748	0.2553191	0.1606691	0.4702729	0.2663608	0.5254753	0.1114838	0.2158030	0.3786547	0.6753106	0.5688361	0.0152960	0.1903234	0.3551977	0.3264270	0.6449798	0.3273458	0.2287002	0.5562588	0.0644303	0.4180329	0.1377469	0.6171146	0.3764459	0.0158978	0.0142634	0.1769369	0.0284998	0.0991483	0.4604362	0.3912323	0.5354814	0.3060508	0.1460518	0.3511296	0.5802176	0.5440729	0.1205942	0.5874086	0.0071269	0.3086096	0.4340107	0.4090571	0.5202863	0.4819647	0.4457226	0.0768781	0.0152244	0.0000000	0.6225988	0.1922440	0.4160125	0.3318250	0.2345632	0.0337107	0.6069589	0.4250022	0.3120279	0.3668032	0.5525369	0.2811053	0.2129926	0.6955933	0.0286232	0.2691311	0.2458546	0.6820266	0.2522575	0.6171531
600	0.2354908	0.0011073	0.3529231	0.0707568	0.5738103	0.3808190	0.5518043	0.1608169	0.2665821	0.4216973	0.6988808	0.5257785	0.0045253	0.3832881	0.2294926	0.4665878	0.5756713	0.5510141	0.3319488	0.3779922	0.0794093	0.2726957	0.1462108	0.4811346	0.3493021	0.0241546	0.0402576	0.3778922	0.0462736	0.3532827	0.3962673	0.4837189	0.7069772	0.2680588	0.1847993	0.3505047	0.5680047	0.4478566	0.1172232	0.6381897	0.0037753	0.3700608	0.6477481	0.5617775	0.4283741	0.6243527	0.1905817	0.0161481	0.0068007	0.0015646	0.6120296	0.3222802	0.3858589	0.3094960	0.2206209	0.0185385	0.5279261	0.3105571	0.5365600	0.3714403	0.5741907	0.3662564	0.1073931	0.7287946	0.0300943	0.3238626	0.2221999	0.6958359	0.3692348	0.5843284
650	0.4836852	0.0026896	0.3769832	0.0363543	0.5155852	0.5994708	0.4711977	0.2454574	0.2424321	0.3602880	0.6885115	0.5299669	0.0081521	0.3906295	0.2089741	0.4879396	0.5770346	0.5009413	0.2852749	0.2334250	0.1442196	0.4132288	0.1289623	0.4352802	0.4926458	0.0104698	0.1481305	0.5142583	0.0508605	0.3520909	0.3827912	0.6666234	0.5897383	0.2801032	0.3836539	0.4104360	0.6787388	0.4327203	0.2417633	0.5971299	0.0157751	0.4167802	0.6100617	0.5527345	0.5077113	0.5951015	0.2134960	0.0272117	0.0051645	0.0058968	0.5950351	0.2855107	0.4667118	0.2872201	0.2439497	0.0154913	0.5388937	0.3198888	0.4926558	0.3542474	0.6260032	0.2652133	0.0329594	0.6367656	0.0188175	0.3303627	0.2744034	0.7252399	0.1775695	0.7082976
700	0.3768524	0.0009650	0.2984362	0.0479036	0.5887192	0.6140691	0.6282049	0.1632187	0.3017567	0.3463409	0.7050803	0.4720779	0.0028345	0.3191784	0.2192853	0.4168587	0.6779504	0.5496537	0.2306426	0.2416806	0.1544279	0.3606653	0.1972660	0.4126417	0.4652433	0.0066444	0.2230333	0.5106861	0.0128174	0.3338162	0.3490334	0.6090225	0.6958111	0.3137659	0.3272014	0.3201762	0.7875776	0.3909480	0.2778961	0.7248634	0.0113622	0.4037611	0.6913868	0.6159587	0.4945215	0.6695886	0.1929190	0.0123240	0.0034100	0.0112443	0.6303120	0.3313023	0.4762560	0.3123383	0.2025633	0.0401229	0.5665221	0.2790611	0.6028347	0.3857268	0.6107401	0.2468657	0.0162173	0.6036083	0.0293947	0.2332251	0.2348965	0.6002558	0.2508930	0.6626471
750	0.3472608	0.0005144	0.3305449	0.1990758	0.5598746	0.5482232	0.4590344	0.1047505	0.2780355	0.5295314	0.5196134	0.4374844	0.0015401	0.3350255	0.2207859	0.3575695	0.7432737	0.4175840	0.2334958	0.2296407	0.2469454	0.3340256	0.2820974	0.3561316	0.4895391	0.0069658	0.3201836	0.4909798	0.0231452	0.2993237	0.4762722	0.6253761	0.5276107	0.3269713	0.3588001	0.3648825	0.6465648	0.5311049	0.2621106	0.6978780	0.0052250	0.2844788	0.6401824	0.6456733	0.5520076	0.6852512	0.2287963	0.0046610	0.0016576	0.0058176	0.6637657	0.3418265	0.5350976	0.3392016	0.2694154	0.0468126	0.5318124	0.3369091	0.5523790	0.3852037	0.6240763	0.2191701	0.0060587	0.5911038	0.0287121	0.3140423	0.2559571	0.5688805	0.1850856	0.6007423
800	0.3892230	0.0052173	0.3239670	0.1281578	0.5415968	0.4793286	0.5481466	0.0642359	0.3211807	0.3638566	0.6007763	0.4322551	0.0006613	0.2756009	0.2372494	0.2852244	0.6745911	0.4697510	0.2342861	0.1798988	0.2660732	0.2728549	0.2354096	0.3337745	0.5982750	0.0336803	0.2858029	0.6223219	0.0170332	0.3858544	0.4480320	0.5855024	0.6376231	0.3302514	0.3292682	0.3687099	0.7050048	0.3757656	0.2698573	0.6658208	0.0043766	0.4017636	0.7239635	0.6212007	0.5104726	0.5317051	0.1912021	0.0088876	0.0007194	0.0067554	0.5943536	0.3213155	0.5192671	0.4189684	0.2257143	0.0489245	0.6939737	0.2612640	0.4373699	0.4367111	0.6064968	0.2913635	0.0088877	0.6732101	0.0147693	0.2579515	0.1838155	0.7098079	0.2342159	0.7624892
850	0.3558729	0.0033888	0.3859054	0.1522024	0.5742225	0.6305187	0.5767651	0.1727942	0.3371968	0.5454655	0.6866071	0.3821376	0.0033040	0.4050312	0.3060006	0.3543470	0.4699035	0.3312784	0.2183985	0.2062625	0.2860026	0.2031772	0.2641771	0.3637316	0.5407000	0.0238245	0.2497270	0.5594335	0.0131273	0.3001781	0.3939756	0.6310507	0.6853139	0.2638166	0.4303167	0.4397817	0.7792881	0.3643837	0.2895168	0.6910793	0.0032567	0.3106006	0.6540562	0.6837110	0.3636017	0.6907522	0.2289842	0.0101814	0.0026892	0.0024998	0.7334447	0.3201495	0.4813575	0.3632143	0.2227165	0.0213588	0.5918598	0.3059833	0.5263368	0.3057912	0.6109743	0.3690456	0.0296707	0.6027579	0.0490250	0.3080008	0.2205317	0.7263235	0.2283587	0.5698435
900	0.2972661	0.0031612	0.3895230	0.1427378	0.6929333	0.4845181	0.5541493	0.0586348	0.3185959	0.4352384	0.5726285	0.4657477	0.0004896	0.3572122	0.2069858	0.3154890	0.5302366	0.4737738	0.2151004	0.2257823	0.1985564	0.3123074	0.2935212	0.3671030	0.5558345	0.0194623	0.2100190	0.5229310	0.0037768	0.2444927	0.4041375	0.6183559	0.6522561	0.2390449	0.4446190	0.3285015	0.6189957	0.4571754	0.2466865	0.5409371	0.0134625	0.2549614	0.7154797	0.6884370	0.6555270	0.5612064	0.1876469	0.0068564	0.0073626	0.0112528	0.6933620	0.2632323	0.3586147	0.4388889	0.2219760	0.0500212	0.5781731	0.3264496	0.5703813	0.4088179	0.5198986	0.3036273	0.0223044	0.5687419	0.0320485	0.3568011	0.2202048	0.8380795	0.1878569	0.8308701
950	0.3670054	0.0036190	0.3052038	0.1505942	0.6245407	0.4916400	0.5479987	0.1005530	0.4018846	0.3994810	0.6224727	0.4495781	0.0010778	0.4137648	0.2904751	0.4464351	0.5788746	0.3969319	0.3103863	0.2839737	0.2610951	0.3005977	0.2609915	0.3075111	0.5117838	0.0164042	0.2058381	0.4616229	0.0223491	0.3244160	0.4400681	0.6215979	0.6747512	0.3208031	0.3338021	0.3505824	0.6098884	0.3367672	0.2595586	0.6113734	0.0074126	0.3098356	0.7871586	0.7083032	0.6017959	0.6596439	0.1732471	0.0043174	0.0019089	0.0082306	0.7245961	0.2873351	0.5233754	0.3221321	0.2304189	0.0297223	0.6280288	0.3259788	0.6338055	0.3108518	0.5311773	0.2832307	0.0277481	0.6379336	0.0156203	0.3180444	0.2280374	0.6653832	0.2060509	0.5398989
1000	0.4118114	0.0002691	0.4021361	0.1939336	0.5503737	0.6097748	0.5162425	0.1285123	0.3096404	0.4727280	0.6698236	0.4291775	0.0002712	0.3291204	0.2501497	0.4011318	0.5731562	0.3840017	0.2244467	0.3009151	0.2549538	0.2814239	0.2587756	0.3004746	0.4775165	0.0191605	0.1733191	0.4226417	0.0054785	0.3878039	0.4883847	0.5817151	0.6779982	0.1889336	0.4247824	0.3242823	0.6700319	0.4436220	0.2646914	0.7049043	0.0110817	0.2943995	0.7402537	0.6896739	0.5920356	0.7399288	0.2061090	0.0012295	0.0045880	0.0257108	0.6469079	0.2652190	0.4512700	0.3176319	0.1970294	0.0297452	0.6021937	0.3553383	0.4100621	0.4016187	0.6179488	0.2383175	0.0249129	0.6362077	0.0256642	0.2261033	0.2542702	0.7234321	0.1724755	0.6752845

0	0.3911693	0.0040901	0.3578891	0.1240665	0.6480479	0.5364024	0.5925227	0.1491452	0.4816319	0.4000133	0.6831572	0.3786392	0.0036243	0.3609049	0.2147948	0.3508801	0.6065936	0.5059275	0.3172748	0.1871729	0.1615997	0.3120976	0.2656237	0.2499527	0.6035485	0.0309281	0.2203339	0.4562627	0.0112044	0.4438155	0.4317911	0.6510852	0.5867333	0.2897222	0.4147418	0.3798710	0.6502356	0.5032458	0.2321763	0.5957831	0.0054227	0.2808174	0.6776499	0.6575749	0.4223572	0.5608118	0.1810080	0.0057694	0.0144105	0.0179724	0.6412908	0.3139654	0.5186112	0.4026792	0.1775281	0.0354902	0.5963404	0.3475256	0.5751409	0.3633687	0.5846220	0.3780854	0.0432214	0.5923371	0.0469154	0.3007707	0.3003796	0.6354652	0.2702620	0.5872941
