"Time"	G1	G3	G8	G5	G4	G22	G83	G7	G6	G85	G86	G87	G54	G88	G89	G30	G29	G35	G100	G99	G32	G19	G18	G20	G81	G23	G80	G82	G51	G31	G58	G50	G78	G94	G95
50	0.0010619	0.0178776	0.6480287	0.6900045	0.0645424	0.5278424	0.0219544	0.7095065	0.7620974	0.3724401	0.4244841	0.3889797	0.0073937	0.5161763	0.3603739	0.5755237	0.1700391	0.4737376	0.5692737	0.0030039	0.6341515	0.2852325	0.7328162	0.6676319	0.0211114	0.3920995	0.0029484	0.3839638	0.0161326	0.3245510	0.5646874	0.1198789	0.3121367	0.6269260	0.5918512
100	0.0000637	0.0237990	0.7373262	0.6464195	0.0621018	0.7087010	0.0128866	0.6133991	0.6974074	0.4749888	0.3754988	0.5209610	0.0018567	0.4828676	0.3380830	0.5028113	0.4278405	0.4065440	0.5318749	0.0012761	0.5810519	0.2585120	0.5952655	0.6954200	0.0443683	0.5297975	0.0003602	0.3974700	0.0043175	0.2580792	0.5970531	0.1764973	0.3246882	0.6137435	0.6390933
150	0.0000484	0.0071746	0.6294155	0.6219627	0.0788249	0.6472921	0.0015771	0.7566355	0.6248212	0.4781073	0.4095708	0.5862911	0.0004209	0.4713451	0.3617401	0.2882486	0.5315852	0.3960714	0.6026681	0.0013651	0.5406071	0.3137490	0.6653463	0.7600092	0.0099791	0.4347698	0.0000000	0.4211990	0.0039554	0.2443657	0.6942516	0.1685038	0.2709635	0.6726809	0.7127540
200	0.0002416	0.0061102	0.6460697	0.6918474	0.1038192	0.6760928	0.0002516	0.6579954	0.5616814	0.7848297	0.4427104	0.5464619	0.0012725	0.3729118	0.3659205	0.2372295	0.5305292	0.4368446	0.6023852	0.0000000	0.4762377	0.3716238	0.6691609	0.6979446	0.0390729	0.5498614	0.0000050	0.3531084	0.0013553	0.1854251	0.4762588	0.1483331	0.3479439	0.6539511	0.6039924
250	0.0000095	0.0074408	0.7213330	0.6984018	0.0410691	0.6877429	0.0000000	0.6386747	0.6403316	0.6060873	0.3939500	0.5503325	0.0123565	0.3871992	0.3550096	0.1854967	0.4741891	0.4973060	0.7131084	0.0026780	0.2656724	0.4038875	0.6855786	0.6256756	0.0306660	0.5538253	0.0000284	0.3081225	0.0128627	0.1195620	0.5405871	0.0965923	0.2468518	0.7116731	0.6456732
300	0.0000937	0.0071529	0.6752211	0.6004207	0.0716977	0.5704380	0.0115632	0.6387233	0.7280685	0.6494864	0.3558544	0.6225498	0.0029080	0.4522587	0.2849154	0.2328907	0.3592163	0.4014213	0.6112235	0.0114767	0.2234266	0.5029400	0.6541351	0.6270357	0.0434474	0.4561294	0.0000846	0.3064626	0.0005364	0.1284279	0.4353497	0.2107266	0.2604898	0.6507272	0.6642069
350	0.0000724	0.0086643	0.6939196	0.5911503	0.0652066	0.6985469	0.0013354	0.6649248	0.7605079	0.5474894	0.3908333	0.6445080	0.0062424	0.4163432	0.3149635	0.1650155	0.5367962	0.3795643	0.6833320	0.0000000	0.3031292	0.5553842	0.6774446	0.6136227	0.0244353	0.4762247	0.0000000	0.3330814	0.0158008	0.1591348	0.5096797	0.2044254	0.3081593	0.5048652	0.7119559
400	0.0011337	0.0058655	0.6394205	0.7016668	0.1057925	0.8081804	0.0035683	0.7955582	0.8251489	0.5617005	0.2906342	0.5063276	0.0017773	0.6077228	0.4239428	0.1158075	0.5312970	0.3706703	0.5293355	0.0022924	0.2174787	0.6320678	0.6296085	0.5189525	0.0202043	0.5108641	0.0009118	0.2806522	0.0037751	0.1641315	0.6520035	0.1582594	0.3422880	0.5180222	0.6832638
450	0.0000000	0.0070069	0.7215411	0.7090472	0.1177466	0.5695191	0.0006379	0.6220460	0.6376208	0.5966258	0.3159837	0.6091892	0.0025635	0.4191887	0.2860313	0.1455645	0.5462329	0.5296552	0.6674264	0.0030932	0.2460756	0.5968738	0.5813504	0.5628877	0.0084377	0.3955612	0.0028255	0.3086374	0.0054194	0.1407891	0.6074462	0.1670427	0.3077122	0.6096398	0.6162803
500	0.0000000	0.0057192	0.6175563	0.6763720	0.0502729	0.5454630	0.0001059	0.5777162	0.6626728	0.5922437	0.3786689	0.6800903	0.0143331	0.4286679	0.3962055	0.2450013	0.5365580	0.5184946	0.5601590	0.0016607	0.2619730	0.5423906	0.6429958	0.6787072	0.0330992	0.5776919	0.0013852	0.3629377	0.0049252	0.1362400	0.5858705	0.1449400	0.3285724	0.6307474	0.7807451
550	0.0242183	0.0061207	0.6511948	0.5686499	0.1261569	0.6470624	0.0379003	0.8533133	0.7378640	0.2840846	0.5706005	0.6014768	0.0795457	0.7019336	0.3115874	0.2492063	0.3508419	0.5824789	0.5935622	0.0023523	0.3783132	0.4459810	0.6295962	0.6377641	0.0008380	0.4231942	0.1420448	0.3549879	0.0066987	0.1647304	0.5574298	0.0867015	0.3213937	0.5563114	0.5131275
600	0.0486231	0.0200433	0.6225463	0.6331716	0.0654056	0.6776046	0.0630794	0.6040256	0.7326693	0.1925378	0.6310116	0.4623424	0.0597128	0.5750775	0.2728392	0.2068327	0.2846258	0.6470468	0.6331246	0.0056488	0.3353523	0.6378593	0.6111286	0.5379907	0.0071090	0.4558831	0.1218213	0.3257563	0.0111088	0.1131523	0.6528688	0.0404192	0.3404711	0.5905820	0.6533096
650	0.0330021	0.0085943	0.6448272	0.5146938	0.0956465	0.6938652	0.0422705	0.6825051	0.7922658	0.0756405	0.5823150	0.3796335	0.0461054	0.6070700	0.3744322	0.1692521	0.1942106	0.6531434	0.6316191	0.0017859	0.4849497	0.4610705	0.6604448	0.6322280	0.0025715	0.4606264	0.1386802	0.3384593	0.0020760	0.2110554	0.7369017	0.0433689	0.3069644	0.6337139	0.5100975
700	0.0296799	0.0063971	0.5902617	0.6239550	0.0886924	0.6754770	0.0257980	0.6579128	0.5960945	0.0413962	0.7224016	0.4690014	0.0534295	0.6678441	0.3956407	0.2754312	0.2051875	0.6455266	0.6722907	0.0041456	0.5294674	0.3982690	0.6235477	0.5789407	0.0036738	0.5463898	0.1179084	0.3685825	0.0043285	0.2720855	0.6424796	0.0430767	0.3152453	0.5895240	0.5704477
750	0.0190147	0.0389469	0.6662163	0.5892833	0.0878957	0.6516693	0.0171139	0.7354970	0.6010897	0.0499678	0.7808255	0.5000744	0.0365420	0.6265246	0.3951740	0.3055720	0.2608660	0.5440660	0.6498084	0.0004111	0.6465202	0.3585522	0.7773933	0.5780041	0.0042279	0.4612747	0.1549080	0.3849630	0.0030962	0.3068370	0.6835785	0.0352696	0.2396336	0.5696659	0.6088403
800	0.0338526	0.0253342	0.6664107	0.5384497	0.1158152	0.6842356	0.0272290	0.6708733	0.6111657	0.0802754	0.5801836	0.4551330	0.0446602	0.7247230	0.3431107	0.2609969	0.1955548	0.6644567	0.6391302	0.0007186	0.5880433	0.3106386	0.6395959	0.6632507	0.0000000	0.5260570	0.0894398	0.4098916	0.0124682	0.2475899	0.6046920	0.0214781	0.3245414	0.6382473	0.7088074
850	0.0353843	0.0131642	0.6468972	0.5465095	0.0663411	0.6350456	0.0366427	0.6474901	0.6405463	0.0507180	0.6424770	0.4237090	0.0303178	0.6707509	0.4740572	0.2948836	0.2248467	0.7052002	0.7613070	0.0005847	0.5347588	0.2882370	0.7891729	0.5786827	0.0011218	0.4335320	0.1190989	0.3533486	0.0040631	0.2809620	0.6892371	0.0278019	0.3520281	0.5780518	0.7017520
900	0.0437357	0.0486015	0.4969743	0.5454383	0.0811494	0.6984913	0.0657407	0.6114470	0.5878169	0.0563528	0.5938434	0.5000070	0.0324055	0.6029950	0.4035405	0.2500157	0.1965884	0.6068088	0.5812664	0.0014627	0.5487919	0.2577043	0.5971572	0.6597262	0.0043757	0.4350601	0.1221136	0.3744773	0.0059538	0.2201972	0.6007677	0.0436521	0.2551077	0.7523131	0.6120690
950	0.0116100	0.0198851	0.5793480	0.5562435	0.0650619	0.6409181	0.0372281	0.6105880	0.5872541	0.0478622	0.5386397	0.4190821	0.0335940	0.6367447	0.3609911	0.3900893	0.1843177	0.7465229	0.6857385	0.0005094	0.5814968	0.2654282	0.7741996	0.6317566	0.0041761	0.4384889	0.1254914	0.4015050	0.0042979	0.2890139	0.6587584	0.0292690	0.3880815	0.6463253	0.5961928
1000	0.0216973	0.0177315	0.5741750	0.5710552	0.0907037	0.7379040	0.0391462	0.5863374	0.5771334	0.0697792	0.6838544	0.4589489	0.0366767	0.6665944	0.3773600	0.3197470	0.2250197	0.5932469	0.6130165	0.0007706	0.6587227	0.2878708	0.6293216	0.6573528	0.0146555	0.4114225	0.1154127	0.3198381	0.0061928	0.1910151	0.6547864	0.0406850	0.2398513	0.7217938	0.4910844

0	0.0254900	0.0237157	0.5966888	0.6583030	0.0871331	0.6633979	0.0577431	0.5352213	0.6908224	0.0697659	0.5938649	0.4436837	0.0424774	0.6462053	0.3912475	0.4901966	0.1454048	0.6604662	0.6584462	0.0008992	0.6505537	0.3316544	0.6061998	0.7299016	0.0075192	0.4426655	0.0991457	0.3866034	0.0029257	0.2461694	0.6399822	0.0208140	0.3499121	0.6631183	0.7231947
50	0.0187244	0.0160548	0.6516245	0.5489375	0.0814128	0.2300056	0.0385258	0.7299526	0.7620701	0.1254460	0.5617016	0.5241966	0.0356569	0.5236920	0.4081300	0.5043952	0.2932336	0.5665402	0.6450215	0.0014754	0.4540857	0.3132064	0.6688478	0.5355217	0.0155183	0.4138293	0.1132761	0.2729121	0.0044414	0.3120246	0.5410439	0.0565396	0.2248443	0.5638919	0.5535060
100	0.0394976	0.0125509	0.6918757	0.6320071	0.0596248	0.2214557	0.0447462	0.7789485	0.6616661	0.1962881	0.5552051	0.5701009	0.0039221	0.6170993	0.4267584	0.3264502	0.4294490	0.6552659	0.7337375	0.0027697	0.2954893	0.4670272	0.7638724	0.6327072	0.0083551	0.4864519	0.1263959	0.3278493	0.0049306	0.2557569	0.5691192	0.0315802	0.2407012	0.6212336	0.6117368
150	0.0174535	0.0093145	0.6183663	0.5933365	0.0509428	0.2335002	0.0386952	0.7390955	0.6078186	0.2292228	0.6319109	0.6983493	0.0163462	0.7730802	0.4501470	0.2134373	0.4479193	0.7121388	0.5928471	0.0040645	0.1654675	0.5960108	0.6324935	0.5975951	0.0047413	0.4925164	0.1578444	0.3065466	0.0053325	0.2093349	0.6717188	0.0373155	0.1865756	0.6049836	0.6114796
200	0.0258071	0.0115313	0.7192272	0.7344572	0.0992620	0.1636182	0.0975107	0.6390121	0.6642453	0.2488584	0.6575145	0.6106323	0.0379202	0.6724589	0.4112647	0.2598475	0.3480747	0.6015902	0.7522407	0.0006631	0.1314124	0.5842697	0.6003108	0.7853449	0.0086122	0.6210358	0.1457104	0.3484473	0.0030550	0.1357865	0.6316499	0.0474060	0.2097633	0.3769441	0.6496548
250	0.0311459	0.0065818	0.6237361	0.6937994	0.1085969	0.1423616	0.0233586	0.5540731	0.5847324	0.1334340	0.7412905	0.5370698	0.0523343	0.6846062	0.5729288	0.2137983	0.2974582	0.6840405	0.6666975	0.0051009	0.1378168	0.5015395	0.6014245	0.4877063	0.0102998	0.5778562	0.1344615	0.3118186	0.0065201	0.2106881	0.6670703	0.0249887	0.1268211	0.3291823	0.6299836
300	0.0155003	0.0047408	0.6624290	0.6261135	0.0866936	0.2271464	0.0488564	0.6760859	0.6371432	0.0643763	0.6442297	0.5117376	0.0722042	0.7075813	0.4988610	0.2945385	0.2132139	0.5768613	0.6967373	0.0005617	0.1832052	0.5562154	0.5965235	0.6542049	0.0064389	0.5084883	0.0949655	0.2526219	0.0026072	0.2618716	0.5614363	0.0416029	0.1443131	0.3100702	0.7530426
350	0.0260989	0.0290625	0.6964865	0.6516259	0.0557988	0.1702528	0.0480560	0.6510212	0.5563507	0.0669138	0.6964114	0.4807255	0.0595825	0.5770398	0.6080806	0.3610169	0.1809581	0.6416027	0.6888963	0.0031707	0.1570455	0.6449456	0.5658073	0.5890191	0.0034731	0.5624891	0.1151229	0.2784482	0.0019526	0.2741653	0.6223159	0.0616265	0.1586227	0.3316735	0.6158464
400	0.0289275	0.0161825	0.6744928	0.6369082	0.1261788	0.1856423	0.0319026	0.6160668	0.6891415	0.1241410	0.6585256	0.6205408	0.0540959	0.7825123	0.5257881	0.3850830	0.2215432	0.6749604	0.6516214	0.0123553	0.1582602	0.5849389	0.6002482	0.5946289	0.0078736	0.4854144	0.1432817	0.2104637	0.0129675	0.2432058	0.5570797	0.0362998	0.1937847	0.4401953	0.6598403
450	0.0453476	0.0227015	0.7196031	0.6900487	0.1442074	0.1808100	0.0428424	0.5364555	0.7001310	0.1229812	0.6890766	0.5793161	0.0420293	0.6929980	0.5218189	0.3351506	0.2554636	0.6190500	0.7123684	0.0091320	0.1530679	0.6213693	0.7286993	0.6018397	0.0209246	0.5861687	0.1509098	0.2233415	0.0030413	0.2058101	0.6328585	0.0134049	0.1310714	0.4768410	0.5027071
500	0.0160097	0.0293759	0.7259254	0.7283891	0.0471491	0.2414486	0.0338886	0.5757905	0.4900055	0.1604033	0.7173274	0.5183218	0.0278263	0.5408767	0.4636512	0.2953900	0.2633537	0.6834322	0.6810999	0.0067365	0.1961168	0.6129190	0.6910308	0.5167155	0.0041770	0.6670480	0.0876868	0.1981762	0.0144767	0.2147704	0.6331941	0.0443694	0.1918541	0.3742923	0.5571504
550	0.0228626	0.0095426	0.6439025	0.6622771	0.1059758	0.6356568	0.0356522	0.7523667	0.6181359	0.0594863	0.7462850	0.4053200	0.0440107	0.5944471	0.3562555	0.2797801	0.2104435	0.6394772	0.6070308	0.0048857	0.4662975	0.5376160	0.5615702	0.5428064	0.0058531	0.2782164	0.0948143	0.2785423	0.0072241	0.2479068	0.7009238	0.0706016	0.2721632	0.3739993	0.6471885
600	0.0137926	0.0125039	0.7077677	0.7078323	0.0794520	0.6534041	0.0920746	0.7277273	0.6494804	0.0458552	0.8190016	0.4711305	0.0316189	0.6347914	0.3008056	0.3634696	0.2076208	0.6037562	0.6305029	0.0023962	0.6539897	0.4118681	0.5231534	0.5445542	0.0054546	0.1463233	0.1359072	0.4578342	0.0296638	0.3372774	0.7118425	0.0551854	0.2050001	0.5126742	0.5638630
650	0.0245745	0.0175261	0.6787884	0.5822473	0.0851106	0.6182673	0.0446708	0.5966020	0.6735616	0.0501678	0.6858832	0.4286894	0.0885799	0.6428136	0.2994917	0.4811102	0.1456967	0.7290251	0.6668550	0.0038154	0.6458131	0.3395316	0.5874848	0.5956288	0.0054295	0.2658743	0.1886420	0.5311108	0.0192645	0.3494604	0.6177846	0.0230379	0.3070986	0.5658404	0.5400862
700	0.0118423	0.0306764	0.5960555	0.5797222	0.0723002	0.6638077	0.0422753	0.6109955	0.7243713	0.0794069	0.5620727	0.4698741	0.0293467	0.6122274	0.3284292	0.4054394	0.2678456	0.6187144	0.5552878	0.0033247	0.6099738	0.2908372	0.5802289	0.5424235	0.0083210	0.2925051	0.1253323	0.5677087	0.0052808	0.2770761	0.6412043	0.0586756	0.2821859	0.7086387	0.6319326
750	0.0149339	0.0086090	0.7763075	0.5747533	0.0841163	0.6652159	0.0487681	0.7299590	0.7177109	0.0771861	0.6109175	0.4735730	0.0471563	0.5979058	0.4002435	0.4600906	0.2045538	0.6921309	0.7921524	0.0014610	0.7142428	0.2576995	0.6801431	0.6769837	0.0105674	0.3549241	0.1460344	0.4352960	0.0099880	0.2695109	0.6155835	0.0324083	0.3326234	0.6487620	0.5089554
800	0.0191081	0.0266438	0.7153131	0.4223391	0.0722029	0.5533832	0.0732364	0.5640884	0.5630915	0.0699908	0.8271071	0.4972414	0.0545456	0.6934258	0.3197603	0.3768424	0.2326045	0.5551451	0.6529278	0.0022885	0.6269523	0.3122929	0.7127366	0.5207058	0.0077934	0.3648057	0.1339195	0.4587395	0.0024346	0.2481205	0.7125354	0.0635022	0.3255565	0.5900297	0.5642561
850	0.0139064	0.0216049	0.6208457	0.5533488	0.1185909	0.6037935	0.0460037	0.7763380	0.5237286	0.0827489	0.6311864	0.5488480	0.0477383	0.5680845	0.3713179	0.3658012	0.1654172	0.5663038	0.7107981	0.0000785	0.5697605	0.2211953	0.6913745	0.6857895	0.0059386	0.3917226	0.1230316	0.3997392	0.0055253	0.2415269	0.7380706	0.0496769	0.2607756	0.6595047	0.6884401
900	0.0180256	0.0225312	0.5384506	0.5528316	0.0906450	0.6337710	0.0655421	0.5976821	0.6637325	0.0976691	0.5635591	0.4835911	0.0248937	0.6390378	0.3304936	0.3254085	0.2804784	0.6869256	0.7389290	0.0009249	0.5794559	0.3394488	0.6453851	0.5668178	0.0023381	0.5580419	0.1181600	0.4003109	0.0048534	0.2656535	0.7053190	0.0406460	0.3295512	0.5619395	0.5654398
950	0.0381633	0.0056791	0.5842224	0.4791919	0.1277297	0.5509497	0.0362846	0.7139508	0.6535047	0.1885751	0.6026485	0.5787349	0.0548356	0.6238827	0.3790127	0.3259184	0.2829874	0.5811113	0.5725321	0.0001585	0.6288342	0.3650134	0.6298407	0.5975976	0.0066223	0.4642542	0.1624172	0.3541656	0.0098116	0.1922595	0.6330435	0.0173138	0.3478367	0.5085545	0.7246694
1000	0.0632820	0.0210596	0.6266120	0.6879310	0.0809180	0.7240645	0.0575034	0.5785102	0.6497327	0.0737306	0.6210643	0.4816652	0.0499433	0.6941795	0.3523102	0.2025480	0.1994151	0.5666010	0.7170041	0.0014880	0.4780190	0.2695224	0.6955189	0.5865495	0.0036537	0.5166273	0.1602251	0.3448231	0.0095988	0.2097914	0.6881681	0.0493855	0.3048054	0.5380804	0.8573072

0	0.0319858	0.0167681	0.6499934	0.4929302	0.0999056	0.5901493	0.0410409	0.6756499	0.7408277	0.0551552	0.6343275	0.4830559	0.0791029	0.5633710	0.3375048	0.3786753	0.1684207	0.6812631	0.7165259	0.0025671	0.6759729	0.3048153	0.6739818	0.7384761	0.0077980	0.4028381	0.1431974	0.3928086	0.0089195	0.2305771	0.5759187	0.0332298	0.3065350	0.6239201	0.6231621
50	0.0057448	0.0070749	0.2387184	0.6142832	0.0870180	0.5867057	0.0351778	0.3342959	0.5623790	0.1891391	0.5862032	0.4845054	0.0061646	0.5399596	0.3545272	0.4013647	0.2305022	0.6470917	0.5782374	0.0020547	0.5059185	0.2596939	0.6548030	0.6810862	0.0075515	0.3849321	0.1325740	0.0832401	0.0054443	0.1545873	0.6831078	0.0663968	0.1158059	0.6988757	0.7000244
100	0.0172338	0.0118765	0.0949404	0.5555218	0.0620558	0.6660639	0.0476356	0.3456155	0.6405496	0.2881354	0.5149229	0.6826763	0.0119821	0.6120887	0.3567407	0.2738800	0.4450029	0.7302700	0.7414752	0.0012773	0.2769667	0.2548719	0.7720278	0.5966033	0.0070697	0.3641696	0.1466874	0.0628446	0.0015628	0.1534779	0.6454569	0.0378752	0.0474044	0.5792413	0.6539136
150	0.0058807	0.0133935	0.0422537	0.7995894	0.0529439	0.6782486	0.0122972	0.3891439	0.7506960	0.4055885	0.5197583	0.7807020	0.0026997	0.5336678	0.4451327	0.2182866	0.4904167	0.6764474	0.5256733	0.0028547	0.3239018	0.4163451	0.6800394	0.7060336	0.0054157	0.3672501	0.0791970	0.0369173	0.0077467	0.0617521	0.6176424	0.0747122	0.0370617	0.4198838	0.4634768
200	0.0000367	0.0144538	0.0080405	0.6490895	0.0682610	0.5966065	0.0273662	0.2868676	0.6996007	0.3863438	0.4615421	0.7980152	0.0036339	0.5686362	0.4126494	0.1271728	0.5422080	0.6199640	0.5709398	0.0013881	0.2918113	0.4483261	0.6357513	0.5716461	0.0092977	0.4665350	0.1594560	0.0341560	0.0045704	0.0714455	0.7267088	0.0392782	0.0034716	0.4512948	0.3381285
250	0.0000036	0.0053842	0.0018459	0.6332331	0.0969058	0.7922943	0.0223217	0.2737713	0.6215750	0.4061481	0.6695295	0.6668077	0.0100716	0.6657883	0.4321887	0.1065755	0.5409434	0.6256712	0.6138501	0.0004456	0.1582463	0.4775054	0.7304754	0.6260357	0.0029556	0.3903981	0.1208925	0.0972312	0.0040759	0.0624507	0.6100420	0.0135134	0.0063037	0.4085634	0.2856804
300	0.0000987	0.0046638	0.0052506	0.7169687	0.1716395	0.6868290	0.0548229	0.2663380	0.6512404	0.4794924	0.6244626	0.7639496	0.0287569	0.4795038	0.3418552	0.1336003	0.6163873	0.7300752	0.6620887	0.0048209	0.1790658	0.6245856	0.6997855	0.6512583	0.0037191	0.5042304	0.1683730	0.0584919	0.0028198	0.1028642	0.6153416	0.0698426	0.0025707	0.4645479	0.2415994
350	0.0002258	0.0097400	0.0010936	0.7199982	0.0776018	0.6461604	0.0356649	0.3038533	0.6681629	0.3626301	0.4568139	0.6379487	0.0306154	0.5061114	0.2992173	0.1117427	0.5963279	0.6712597	0.6430489	0.0013740	0.0939901	0.7257410	0.7857650	0.5275806	0.0149278	0.4601783	0.1511861	0.0693602	0.0029321	0.0664258	0.6809511	0.0332797	0.0037430	0.4885171	0.3711467
400	0.0012541	0.0169829	0.0014528	0.7429227	0.1243294	0.8357706	0.0177311	0.3020932	0.6394457	0.4256682	0.4923188	0.7000046	0.0658578	0.5221584	0.3481029	0.1423269	0.5413990	0.6230078	0.7038191	0.0033766	0.1012408	0.6921705	0.6212253	0.5993134	0.0094533	0.3783796	0.1120441	0.0600192	0.0048645	0.0466751	0.6692397	0.0235699	0.0019284	0.5232635	0.3422312
450	0.0003622	0.0163979	0.0066534	0.6901781	0.1027031	0.6829566	0.0377675	0.3615382	0.7564223	0.3918097	0.4952564	0.4787854	0.0556474	0.4984669	0.3740923	0.1893858	0.4990153	0.6620695	0.5354516	0.0005003	0.1711450	0.7086424	0.5702020	0.5972794	0.0084043	0.3997539	0.1892172	0.0950313	0.0064428	0.0673524	0.6265146	0.0595150	0.0009702	0.5005215	0.3580818
500	0.0001920	0.0181564	0.0153106	0.6560171	0.0860918	0.6041501	0.0311994	0.2684012	0.7895999	0.2724975	0.4669005	0.5028342	0.0369271	0.5601452	0.3561837	0.2737865	0.2918763	0.6963400	0.6725677	0.0017259	0.2144565	0.6907264	0.7270113	0.5677480	0.0072417	0.4275863	0.1693632	0.0807676	0.0042671	0.0790846	0.6657782	0.0160212	0.0041701	0.4742406	0.2223734
550	0.0250328	0.0070288	0.4225866	0.6058233	0.0518059	0.5772259	0.0335865	0.5416933	0.6531580	0.1338850	0.7777682	0.4535499	0.0670500	0.7033630	0.4304809	0.3140352	0.2347399	0.5246228	0.5658614	0.0023211	0.4399451	0.4871174	0.5964343	0.6194811	0.0159127	0.5126450	0.1373718	0.2111140	0.0029965	0.2184180	0.5590394	0.0395114	0.2201825	0.1728090	0.0818418
600	0.0590542	0.0129300	0.5366984	0.6126143	0.1062064	0.6660052	0.0541408	0.6758877	0.6670140	0.0871208	0.5641697	0.4319213	0.0393475	0.7467574	0.3027652	0.3002069	0.2076889	0.6662817	0.7574868	0.0005098	0.5095732	0.4867900	0.6324857	0.6653527	0.0023717	0.4996240	0.1557217	0.2727568	0.0052120	0.2759032	0.7129812	0.0340216	0.2796589	0.2207933	0.3612896
650	0.0182606	0.0099836	0.6731515	0.5787284	0.1299686	0.6036620	0.0426029	0.6761525	0.6500764	0.0553459	0.6927668	0.4181459	0.0587933	0.6282128	0.3344916	0.4659934	0.1627608	0.5563765	0.5685909	0.0003545	0.6173160	0.3160782	0.6610820	0.5085990	0.0042663	0.4156217	0.1100475	0.3600833	0.0024525	0.3528354	0.7317897	0.0482629	0.2914573	0.4360107	0.6029914
700	0.0324700	0.0149382	0.6919872	0.5650225	0.0869416	0.6272382	0.0386402	0.5635206	0.5950483	0.0386422	0.6989375	0.3714379	0.0573313	0.6053293	0.4101933	0.5136114	0.1101206	0.5066125	0.6240198	0.0036296	0.6292068	0.3792390	0.6473924	0.6254809	0.0096134	0.3734581	0.0750222	0.3738888	0.0036892	0.3339487	0.6294396	0.0321454	0.2545337	0.5558639	0.6575676
750	0.0163710	0.0071694	0.7359618	0.6173888	0.0842230	0.6903373	0.0495446	0.7541409	0.7283697	0.0574327	0.6797058	0.3530657	0.0646637	0.6807226	0.4086158	0.5018518	0.1453459	0.7401274	0.5980249	0.0028289	0.7420973	0.2996077	0.7014189	0.6812983	0.0025954	0.3940274	0.1125151	0.2895974	0.0093415	0.3985837	0.6696488	0.0380693	0.3134257	0.6125442	0.5807855
800	0.0207917	0.0119213	0.5753826	0.5980716	0.0906844	0.6712992	0.0224781	0.6429008	0.6355039	0.0418269	0.6120936	0.4004438	0.0619726	0.7673702	0.3769404	0.5094039	0.1318518	0.5989479	0.6766976	0.0006562	0.7729677	0.2223647	0.5458811	0.6565764	0.0073973	0.4161668	0.1426674	0.2910300	0.0095855	0.3139172	0.6039290	0.0536660	0.2939169	0.5810692	0.6209387
850	0.0649573	0.0171653	0.6774106	0.6262499	0.1035102	0.6424886	0.0333684	0.7352737	0.6841020	0.0521175	0.6569049	0.4204646	0.0735544	0.6215360	0.2951153	0.4724093	0.1133906	0.5693848	0.6345131	0.0002728	0.5520484	0.2991832	0.5484889	0.7136718	0.0147684	0.4426171	0.1094929	0.3711488	0.0133395	0.3691036	0.7009631	0.0613178	0.3688440	0.6475652	0.5885096
900	0.0474019	0.0177871	0.5794133	0.5410061	0.1482428	0.6793141	0.0293056	0.6689024	0.7336672	0.0622499	0.6963631	0.4674763	0.0420625	0.5758256	0.3470595	0.5571360	0.1570274	0.5620285	0.5671676	0.0026616	0.7047157	0.2574052	0.6965518	0.5744018	0.0091278	0.5492577	0.1533148	0.3267619	0.0027292	0.2811937	0.6544396	0.0572154	0.2218687	0.6610217	0.6449274
950	0.0441639	0.0116493	0.6452468	0.5643519	0.1269851	0.5694790	0.0452834	0.5464566	0.6183417	0.0867773	0.6829644	0.4006438	0.0470976	0.5805757	0.3663112	0.4761545	0.1024502	0.6060025	0.5610543	0.0041391	0.5802480	0.2862677	0.7080928	0.6907581	0.0062251	0.3986949	0.1185602	0.3627722	0.0156906	0.3837615	0.7296571	0.0240673	0.2181397	0.6680533	0.6004884
1000	0.0350627	0.0094855	0.6608909	0.6629696	0.0952675	0.6241564	0.0790913	0.6021980	0.6365206	0.0504117	0.6114520	0.3659852	0.0618534	0.6871596	0.3560154	0.5801951	0.1310621	0.6665059	0.5202245	0.0050860	0.6770291	0.2353524	0.8387911	0.6280958	0.0028501	0.3515672	0.1046323	0.3964198	0.0139560	0.3193569	0.5451387	0.0501127	0.3444524	0.5064088	0.6207245

0	0.0312684	0.0117398	0.5664687	0.5182333	0.1081942	0.6044645	0.0432844	0.9207594	0.5760099	0.0435520	0.6372782	0.3419750	0.0677731	0.6046907	0.3522746	0.4687082	0.1919735	0.7054502	0.7064959	0.0064166	0.6990530	0.2741076	0.6517706	0.6365249	0.0070552	0.4061903	0.0936537	0.4147420	0.0050619	0.2417743	0.6266102	0.0317017	0.2852520	0.6796780	0.6609205
50	0.0415446	0.0162352	0.6221626	0.6354363	0.1536753	0.6556947	0.0350215	0.3584873	0.5999028	0.1303166	0.5013095	0.5051823	0.0096903	0.6140300	0.4153614	0.2827138	0.2172750	0.4480524	0.5369447	0.0022692	0.6043450	0.2851711	0.7142612	0.7020301	0.3500157	0.4555433	0.0081653	0.1494318	0.0171296	0.2036569	0.6067562	0.0480357	0.3039442	0.6285273	0.7436319
100	0.0282530	0.0146640	0.7598762	0.5360165	0.1835195	0.6174661	0.0444476	0.2945097	0.6725696	0.2188980	0.4950102	0.5714063	0.0079393	0.6737208	0.3287765	0.2168826	0.3305280	0.4286925	0.5409692	0.0022664	0.6896958	0.2517860	0.6791047	0.6813493	0.3860668	0.4190777	0.0012056	0.1494867	0.0008414	0.1535759	0.6697417	0.0564645	0.3984638	0.6502435	0.7299168
