"Time"	G1	G3	G5	G8	G4	G83	G6	G7	G86	G85	G22	G87	G54	G89	G88	G30	G29	G35	G100	G99	G32	G81	G23	G19	G18
300	0.1593303	0.1201251	0.3973385	0.5326937	0.5048897	0.1458094	0.0587356	0.5711737	0.4629308	0.3272485	0.7311022	0.3374692	0.1080195	0.0075459	0.8029070	0.8191349	0.1095265	0.8190724	0.4357588	0.6077751	0.3425244	0.6789624	0.6805813	0.6684318	0.6666022
350	0.1860889	0.1073682	0.4966438	0.5965323	0.5851544	0.2074580	0.0424327	0.7037019	0.5509389	0.3401740	0.6822206	0.2737149	0.1150136	0.0394228	0.7348617	0.7552136	0.1393096	0.6673122	0.4854482	0.8070356	0.2620348	0.6524722	0.5930056	0.7028656	0.6737945
400	0.1561471	0.1070277	0.4285663	0.5353134	0.5855148	0.2203126	0.0258377	0.7267515	0.5216790	0.3859256	0.7713286	0.4472408	0.1049172	0.0212186	0.5981358	0.7031715	0.1643083	0.8069663	0.4369089	0.6616398	0.2180311	0.6119800	0.6760778	0.5591004	0.9134643
450	0.2418070	0.1357268	0.3146656	0.5279270	0.5849879	0.2147978	0.0284087	0.6914168	0.4275713	0.3783601	0.7301851	0.3123759	0.0916458	0.0240210	0.7476168	0.8432846	0.1001621	0.7131275	0.7029755	0.4507718	0.2498006	0.6053763	0.8703989	0.6289786	0.6810622
500	0.2155766	0.1922065	0.4301268	0.5689152	0.5422691	0.2217329	0.0303626	0.6949196	0.4194085	0.4039045	0.8799731	0.4261620	0.0453772	0.0050427	0.7154763	0.6478633	0.1862769	0.7560963	0.6696484	0.4563439	0.1789176	0.7480641	0.7677960	0.6479852	0.7627706
550	0.1986762	0.1590627	0.5098423	0.5183867	0.4532519	0.7189433	0.0307220	0.6695974	0.3495613	0.4190141	0.6871792	0.3552066	0.0717291	0.0088395	0.8487789	0.7513581	0.2784038	0.7299090	0.6537322	0.2100508	0.2461762	0.4996212	0.4769401	0.5913263	0.7127817
600	0.1290664	0.0830592	0.4498161	0.6869880	0.4442743	0.6221479	0.0363582	0.6566232	0.4202398	0.4475825	0.6877527	0.3880018	0.1611905	0.0185090	0.7828053	0.7124875	0.2782985	0.7656464	0.7344120	0.0930165	0.1497684	0.4658542	0.4351216	0.8003582	0.7380534
650	0.1703786	0.0938055	0.4076702	0.5126374	0.5734665	0.6504643	0.0636720	0.7828642	0.2956688	0.4654564	0.7991911	0.3550794	0.2557974	0.0350617	0.8675623	0.6901732	0.2315316	0.6924754	0.6790814	0.3364468	0.1620748	0.3464391	0.4401903	0.6592186	0.8869481
700	0.1629930	0.1312715	0.4061321	0.5432329	0.5855785	0.6049131	0.0330236	0.6656397	0.2908870	0.3714739	0.7650068	0.3541875	0.4957537	0.0121660	0.7040650	0.7657993	0.1485308	0.8225182	0.4584588	0.6239007	0.1753771	0.3463452	0.3508734	0.7337618	0.6629342
750	0.2473455	0.1003760	0.4091000	0.5280529	0.5494231	0.7933688	0.0665668	0.7517003	0.2994538	0.2582934	0.6616318	0.3602615	0.5533287	0.0156721	0.6287012	0.7383426	0.1673904	0.8592181	0.4485126	0.6963728	0.2082498	0.3310118	0.4215130	0.6037126	0.6595873
800	0.2230548	0.1467104	0.3663685	0.5147733	0.4766964	0.6678636	0.0267544	0.6687913	0.3105020	0.2064987	0.7561551	0.4164137	0.2073327	0.0114339	0.5389407	0.7261494	0.1424406	0.7549957	0.2663445	0.8022622	0.2785001	0.3959953	0.4051778	0.6608707	0.7268449
850	0.1719715	0.1446449	0.3108207	0.4870863	0.6514210	0.9204792	0.0182161	0.8542612	0.3317346	0.3188566	0.8050317	0.2839210	0.0911317	0.0240901	0.5780293	0.7402705	0.1702308	0.6226751	0.3395464	0.7777733	0.2347130	0.3312712	0.4574056	0.5061420	0.7906330
900	0.2070009	0.1309791	0.3597374	0.3762326	0.6745733	0.7363865	0.0158164	0.7322490	0.2616601	0.3902247	0.6362406	0.3524793	0.0770758	0.0082819	0.6844391	0.7100722	0.1797021	0.7377814	0.3494273	0.5632868	0.2033695	0.2791210	0.4484244	0.6608019	0.7676300
950	0.2248828	0.0869760	0.4479360	0.5642391	0.5402898	0.7645919	0.0305087	0.6583795	0.3070033	0.3407455	0.8356788	0.2886763	0.1393363	0.0265847	0.7800311	0.8348194	0.2378814	0.7097364	0.5139626	0.3206733	0.1571725	0.3283565	0.5503497	0.6733294	0.6044595
1000	0.1490137	0.1393323	0.4820636	0.4884301	0.5868014	0.8048070	0.0557520	0.6056017	0.2462304	0.3011470	0.6651376	0.3346842	0.1937746	0.0142157	0.7302541	0.6451044	0.2802930	0.8169634	0.6273302	0.3091190	0.2067462	0.2714575	0.3605944	0.6040484	0.7545393

0	0.2344540	0.1292109	0.4077343	0.4439784	0.7412364	0.7554599	0.0333452	0.6741412	0.3171244	0.3044196	0.7828395	0.5127764	0.2818807	0.0054530	0.7361465	0.6850355	0.1409696	0.6915956	0.5050122	0.5417472	0.2491636	0.3037582	0.4424543	0.8468701	0.6177584
50	0.1652506	0.1026898	0.3526961	0.3649643	0.5602263	0.1097513	0.0114524	0.5402044	0.2678708	0.2209818	0.8262979	0.4313231	0.2921049	0.0158377	0.5557578	0.7592494	0.1503315	0.1755980	0.4839972	0.5394497	0.1791837	0.3780651	0.5041630	0.6573986	0.8519242
100	0.2424201	0.1553775	0.3273039	0.4587855	0.6234095	0.0756245	0.0032979	0.6406165	0.1833770	0.1734098	0.9122325	0.4558270	0.1400095	0.0059375	0.6313271	0.7822269	0.1744712	0.0753390	0.4118034	0.6652757	0.1993022	0.3853713	0.4355727	0.5028705	0.7529276
150	0.1338057	0.0816268	0.3997002	0.6485195	0.6638858	0.0582739	0.0007981	0.6699508	0.1642356	0.1125056	0.6391799	0.4497640	0.1686960	0.0115119	0.6443497	0.6811088	0.1614189	0.0320919	0.4417991	0.5679352	0.1774009	0.3740512	0.5439778	0.6130250	0.7028849
200	0.1568176	0.0897892	0.4732566	0.4876876	0.5338801	0.0719727	0.0047045	0.7435648	0.0939350	0.2310628	0.6857708	0.4195888	0.2021490	0.0040759	0.4689634	0.6780440	0.1642244	0.0291437	0.5354091	0.6536462	0.1722711	0.3871376	0.4335395	0.6240106	0.6927023
250	0.3171118	0.1220669	0.3980851	0.4975486	0.5542413	0.0508506	0.0001315	0.6817960	0.1211625	0.1850410	0.7162865	0.3722165	0.2053709	0.0027718	0.5897917	0.6474761	0.1459525	0.0378063	0.5202729	0.6599318	0.1764828	0.2923938	0.4235825	0.6906740	0.6879092
300	0.2700228	0.0878660	0.3876322	0.4155075	0.5430426	0.0509707	0.0000000	0.6777108	0.0558747	0.0956023	0.8204760	0.4904755	0.2586269	0.0076800	0.5692000	0.6638841	0.2118432	0.0128873	0.5465318	0.6727691	0.1507180	0.3898390	0.4896817	0.6361649	0.6768428
350	0.2283760	0.2406916	0.2957711	0.5286821	0.6312986	0.0274833	0.0000000	0.5798134	0.0467987	0.1124777	0.6597056	0.3808703	0.3939449	0.0089831	0.6448335	0.7377450	0.1523282	0.0076004	0.5614577	0.6501067	0.1341378	0.3621628	0.5181109	0.6984823	0.7420863
400	0.2185663	0.0995345	0.3327627	0.4408907	0.6767153	0.0556665	0.0053676	0.7057124	0.0967001	0.1275939	0.8275901	0.3429362	0.3423957	0.0021243	0.4835971	0.7384741	0.1811148	0.0110181	0.3029686	0.6286864	0.2694155	0.3156104	0.3486224	0.6979367	0.6807437
450	0.1710862	0.1677773	0.4164427	0.4985274	0.6375131	0.0609548	0.0133768	0.6527490	0.1440083	0.1116544	0.6291886	0.3147747	0.2643148	0.0051610	0.4924128	0.7059971	0.1155428	0.0248810	0.2872752	0.6557648	0.1751077	0.3807966	0.4253582	0.8120870	0.8631439
500	0.2118541	0.1222905	0.4784791	0.4525601	0.5176962	0.0670213	0.0003619	0.7483515	0.0926132	0.1266350	0.7042526	0.3293288	0.1784763	0.0008214	0.5820828	0.6702440	0.1705942	0.0135517	0.2845391	0.8281984	0.2291454	0.2997777	0.4895327	0.5460033	0.7552336
550	0.2410188	0.1934840	0.4664073	0.4585234	0.5932420	0.6574259	0.0233832	0.6023323	0.1347424	0.2884056	0.7395921	0.2715751	0.1819539	0.0124216	0.6516883	0.6620986	0.1624575	0.6116584	0.4491152	0.5989995	0.1953701	0.2788885	0.4169417	0.5279005	0.6146047
600	0.2577926	0.1596874	0.4175624	0.4841759	0.5945337	0.8093129	0.0483376	0.6819798	0.1818218	0.2774931	0.6392065	0.2907351	0.1121204	0.0045572	0.7435135	0.7186112	0.2819109	0.7562999	0.5358237	0.4886967	0.1479898	0.2497764	0.4903986	0.7648647	0.7609268
650	0.2074861	0.1705529	0.3218355	0.4329619	0.6155618	0.6550906	0.0260736	0.7129162	0.2496694	0.3319524	0.6342125	0.2828588	0.1554277	0.0084527	0.6681848	0.7265080	0.2423783	0.7029325	0.5284568	0.3801700	0.1588256	0.2714520	0.4642430	0.6047387	0.7181835
700	0.2320639	0.1183119	0.3964491	0.4633217	0.5779988	0.7527144	0.0365155	0.6921937	0.2084095	0.3400866	0.8363849	0.3255961	0.3305750	0.0070000	0.6613503	0.6919546	0.2114359	0.7579087	0.4824801	0.5054567	0.2116193	0.3133821	0.4413846	0.6642211	0.7985554
750	0.1987782	0.1801990	0.4080592	0.4168079	0.5850038	0.6746409	0.0468410	0.7582824	0.2324734	0.3313409	0.7559787	0.2940142	0.2044682	0.0100001	0.6176344	0.6519875	0.1647358	0.8201338	0.5618981	0.5624920	0.1955537	0.3436330	0.4273048	0.6771632	0.7152707
800	0.1656909	0.1287009	0.4514824	0.5865581	0.5267680	0.7560587	0.0456993	0.6637003	0.2252033	0.3835890	0.7490580	0.2841507	0.1565926	0.0129504	0.6149979	0.6387372	0.1480598	0.7676806	0.4496014	0.5948465	0.2406236	0.3133718	0.5223870	0.6813629	0.8228038
850	0.2111351	0.0939149	0.4802009	0.6152770	0.5990158	0.6167127	0.0340142	0.7214479	0.2580213	0.2549245	0.6770937	0.3450469	0.2176653	0.0082153	0.6208801	0.6395930	0.1859276	0.7472078	0.5908174	0.5989044	0.3603922	0.3493124	0.4676556	0.8063683	0.8093432
900	0.1728968	0.0960069	0.4529003	0.6316913	0.4788178	0.6824840	0.0384016	0.7047363	0.2171924	0.3350406	0.7157701	0.4366291	0.1933822	0.0068196	0.6813220	0.7636480	0.2496311	0.5813108	0.5398483	0.5816328	0.2550522	0.3871873	0.4678085	0.7025670	0.7991918
950	0.1764823	0.1514435	0.3730777	0.7280054	0.5319731	0.7725206	0.0269857	0.7441282	0.2958207	0.3856090	0.6991547	0.4427936	0.1654915	0.0059928	0.6211351	0.6705668	0.2446273	0.8036904	0.4645812	0.4463475	0.2182148	0.2914871	0.3967652	0.5753013	0.7076403
1000	0.1929034	0.1547009	0.3798094	0.4993623	0.5387150	0.8500692	0.0473347	0.8305495	0.3153571	0.3481575	0.5523093	0.4088886	0.1493481	0.0065097	0.6607298	0.6644466	0.1621818	0.7273492	0.4675163	0.4882109	0.2202408	0.2919185	0.4813602	0.5909007	0.7480793

0	0.1818536	0.1906357	0.3633580	0.5423648	0.5313748	0.7261053	0.0210941	0.7344582	0.3641508	0.2829531	0.8118672	0.4397703	0.3043740	0.0030285	0.6472011	0.7523256	0.2099363	0.8750570	0.4843073	0.6183830	0.1881761	0.3505106	0.4556173	0.7162517	0.7159767
50	0.2307472	0.4137807	0.4535268	0.4588385	0.5899722	0.4075859	0.0277661	0.5673827	0.3143348	0.2992186	0.1989295	0.1416137	0.0885789	0.0158496	0.2519027	0.4031916	0.2363324	0.7450539	0.2916686	0.5339448	0.1909006	0.2864078	0.3507652	0.5507561	0.6424772
100	0.2014600	0.5866081	0.6446842	0.5371693	0.5920136	0.3154654	0.0400153	0.8598817	0.2970499	0.2824137	0.1344999	0.0816159	0.1601586	0.0031822	0.2007464	0.2325206	0.2759783	0.7346777	0.1786255	0.6037980	0.1429818	0.2672013	0.1238832	0.4934939	0.6717522
150	0.2375778	0.6466670	0.6420718	0.6818004	0.5502048	0.4727497	0.0245687	0.7728830	0.3100176	0.3033758	0.2292337	0.0224225	0.1357148	0.0019116	0.2343950	0.2054903	0.3127830	0.8479581	0.0696025	0.6964792	0.2126357	0.1462045	0.0881739	0.6820898	0.8198949
200	0.1916800	0.5558664	0.6458942	0.6337368	0.5237115	0.3375810	0.0268066	0.6326625	0.3136515	0.2997793	0.1985105	0.0091093	0.1378638	0.0090931	0.1337299	0.1734890	0.2834188	0.7271919	0.0642702	0.6883526	0.1974682	0.1266921	0.0796582	0.6900982	0.7283287
250	0.2282209	0.7547322	0.5207089	0.6474677	0.5129246	0.4171173	0.0418927	0.8722539	0.2740849	0.2859894	0.2586904	0.0106221	0.1921844	0.0133262	0.0908889	0.1468116	0.2317964	0.7260772	0.0967704	0.6754337	0.1778280	0.1078448	0.0496682	0.7384354	0.6145492
300	0.2026958	0.5608140	0.5404471	0.6068327	0.4819502	0.3827014	0.0315318	0.6621936	0.2351874	0.2470407	0.2306434	0.0101109	0.3162518	0.0160804	0.1221056	0.2032452	0.1848893	0.7036147	0.0520894	0.6566621	0.2097929	0.0596834	0.0666990	0.6396659	0.8215055
350	0.2512935	0.6547623	0.5433756	0.5812118	0.6394088	0.3366684	0.0241713	0.6544712	0.2269695	0.2339937	0.1359077	0.0101989	0.3129563	0.0142069	0.1334863	0.1702243	0.1361619	0.6423477	0.0250486	0.6922160	0.1440534	0.0484288	0.0508069	0.5898288	0.7032483
400	0.2216268	0.6080521	0.5883156	0.5982414	0.4625155	0.4347420	0.0389074	0.7199021	0.3973226	0.1971812	0.1799455	0.0073196	0.1683171	0.0105889	0.1555818	0.1619943	0.1084839	0.7365938	0.0227531	0.6951134	0.2315364	0.0912512	0.0318289	0.5419339	0.7246711
450	0.1809756	0.6348879	0.5905953	0.5148616	0.5902013	0.4024382	0.0357389	0.7303054	0.4110828	0.3364929	0.1637008	0.0009785	0.1652279	0.0173451	0.1285937	0.1484121	0.1796838	0.8771207	0.0182982	0.6646148	0.2560152	0.0433510	0.1146714	0.5197603	0.6381259
500	0.1955093	0.7282703	0.5938714	0.5439636	0.6225015	0.4884990	0.0321454	0.6371195	0.3974334	0.2268347	0.1632583	0.0044629	0.0990902	0.0112777	0.1038545	0.1576318	0.1741285	0.8975893	0.0331913	0.7170750	0.2132045	0.0539502	0.0662899	0.6619857	0.6919962
550	0.2067752	0.2406145	0.4860703	0.4319347	0.5165992	0.8979677	0.0515629	0.6471851	0.3534032	0.3723475	0.7577117	0.2450519	0.1022805	0.0053111	0.4216832	0.4469684	0.2066548	0.8378747	0.3272161	0.3375638	0.2026136	0.0235425	0.1486964	0.6022464	0.7785248
600	0.2196663	0.1890474	0.4163833	0.5660846	0.5119516	0.6806084	0.0510393	0.6167010	0.4724282	0.3646821	0.7038793	0.3143423	0.1441491	0.0154829	0.5385001	0.5607797	0.2013684	0.7240719	0.5705084	0.4194147	0.1548893	0.0551559	0.2849601	0.6300885	0.7155256
650	0.2031024	0.1699942	0.3792678	0.4714989	0.5930210	0.6970724	0.0262465	0.7590498	0.4321962	0.3230556	0.7949133	0.3371533	0.1659089	0.0127347	0.6163941	0.6762153	0.2045197	0.7649992	0.7312373	0.3932022	0.2282869	0.1453091	0.4238695	0.5608807	0.9044644
700	0.2487451	0.1871333	0.3546308	0.4832637	0.5682075	0.8607702	0.0397267	0.9287681	0.4567653	0.3194605	0.8531957	0.3739706	0.2087322	0.0318193	0.7734316	0.7836012	0.2512032	0.8258316	0.5639663	0.4428449	0.1763207	0.2055699	0.3148023	0.8313469	0.7746783
750	0.2480758	0.1059085	0.3832603	0.4472366	0.4975822	0.7124200	0.0382294	0.7916955	0.3595930	0.3611844	0.8153679	0.3627134	0.2967805	0.0159377	0.7522166	0.7283653	0.2332549	0.6672915	0.5857353	0.4972268	0.1668309	0.2312172	0.3866357	0.7288838	0.8009192
800	0.2025738	0.1976444	0.4117642	0.5192346	0.4541043	0.7324308	0.0545627	0.6975258	0.3181425	0.3923523	0.8078974	0.3894371	0.4841589	0.0243762	0.5560030	0.7505922	0.1208407	0.7004760	0.3743901	0.6857699	0.2168832	0.1920542	0.3658902	0.7200947	0.7158373
850	0.2315168	0.2081767	0.3691832	0.4967633	0.5284604	0.6498080	0.0396016	0.8397915	0.3468905	0.2349282	0.7390312	0.3350356	0.2729982	0.0133430	0.6792913	0.7906142	0.1367646	0.5317120	0.3246391	0.7369246	0.1777214	0.2639672	0.4647604	0.5916469	0.6528886
900	0.2581102	0.2267628	0.3946258	0.4732068	0.4884001	0.6885845	0.0396183	0.7502466	0.4060132	0.2409072	0.7223502	0.3333728	0.1288238	0.0322125	0.7829235	0.7532740	0.0923582	0.6805327	0.3410329	0.7288632	0.2842885	0.2254111	0.5462792	0.7746908	0.6837726
950	0.2892895	0.1261813	0.3573644	0.6091871	0.5287969	0.7199806	0.0198997	0.6975101	0.2879851	0.3609820	0.8122589	0.3764150	0.1495017	0.0384862	0.6958515	0.6847665	0.1473394	0.5658437	0.4918872	0.5018784	0.2629098	0.2897457	0.3589519	0.6489012	0.6449328
1000	0.1944115	0.2038700	0.3147507	0.3807558	0.6672070	0.8575539	0.0558616	0.8239176	0.2835741	0.3672025	0.7604025	0.3479671	0.0796871	0.0044496	0.8008958	0.7447912	0.2395553	0.6446652	0.5487461	0.5485517	0.2055869	0.3125318	0.3338242	0.6334440	0.8601633

0	0.2961063	0.1324074	0.4018654	0.5422969	0.5156673	0.8085163	0.0191785	0.7281980	0.3145295	0.3678057	0.8798833	0.3894853	0.2469541	0.0017204	0.6092450	0.7318564	0.2197869	0.8293162	0.4922833	0.6863637	0.2823702	0.3595379	0.3926974	0.6438733	0.5791475
50	0.1401597	0.6455376	0.3066277	0.4866605	0.6524050	0.8112171	0.0235624	0.6938298	0.3727623	0.3757340	0.6549145	0.3508091	0.0683526	0.0032057	0.8574963	0.7609063	0.1803061	0.7113959	0.6050312	0.6333396	0.2054551	0.2470663	0.4162038	0.5207855	0.1979785
100	0.0784651	0.6120363	0.2060634	0.6008427	0.7066216	0.7568547	0.0742758	0.6707156	0.2823802	0.3755234	0.6690200	0.4132550	0.0984524	0.0057910	0.7765119	0.6696318	0.1802453	0.6560606	0.6880781	0.5605305	0.1877212	0.2535271	0.3927652	0.2458534	0.1405325
150	0.1231408	0.6733807	0.1597613	0.6229051	0.6629368	0.6696808	0.1459597	0.6276126	0.2713505	0.5170320	0.8446500	0.3787659	0.0961987	0.0118117	0.6245121	0.8108209	0.2573359	0.6926887	0.5264671	0.7154358	0.1746464	0.2456048	0.4560253	0.2763189	0.0633189
200	0.0762635	0.7398723	0.1436845	0.6754609	0.5670531	0.6269947	0.0889985	0.5450725	0.4355429	0.4256315	0.7167719	0.3718613	0.2025562	0.0161883	0.6497456	0.8004747	0.3072936	0.7798127	0.7048922	0.4686592	0.1610480	0.2837417	0.5059314	0.3274461	0.0232447
250	0.0970186	0.6794410	0.1083995	0.9102164	0.6893181	0.7247886	0.1465058	0.5294047	0.4721357	0.3654073	0.7690304	0.3260174	0.2050679	0.0369275	0.5604952	0.7289622	0.2502606	0.7837148	0.6323286	0.5865247	0.1507117	0.2387091	0.4541525	0.3432152	0.0338025
300	0.1606703	0.8476687	0.0899836	0.7296614	0.6512661	0.8523347	0.0731235	0.6651438	0.4863808	0.4023676	0.5670616	0.4013682	0.2036312	0.0062334	0.6719833	0.5816277	0.1953108	0.6570072	0.6247655	0.5309494	0.1799199	0.2824933	0.3352940	0.3292559	0.0383995
350	0.0990413	0.6091201	0.1232961	0.6872409	0.7088028	0.6855454	0.0682036	0.5523665	0.4684884	0.3980221	0.7184188	0.4293582	0.2628018	0.0069004	0.6879909	0.7034460	0.1477280	0.7194466	0.5840266	0.6758812	0.2213231	0.3897577	0.3974594	0.2563037	0.0359948
400	0.0630007	0.5985893	0.1174011	0.5969901	0.6861680	0.6443882	0.0925844	0.6262531	0.4440942	0.3272248	0.6074517	0.3355864	0.1718236	0.0066272	0.8162456	0.8774535	0.1762099	0.7523221	0.4209863	0.6243455	0.1625476	0.2610357	0.3930239	0.4550165	0.0298136
450	0.1036755	0.5810880	0.1799808	0.8032964	0.6949329	0.7835557	0.1621934	0.5710884	0.4162688	0.3408451	0.7113531	0.3240506	0.1604839	0.0054305	0.7168627	0.7289186	0.1870382	0.7728582	0.4904004	0.6370103	0.1799529	0.2810598	0.4658650	0.3324075	0.0491454
500	0.0938460	0.7397347	0.1126567	0.6910563	0.5273762	0.7415726	0.0769697	0.4768562	0.5543405	0.4746736	0.7862504	0.3854199	0.1171499	0.0108457	0.6097578	0.6871559	0.2789345	0.8350805	0.5258588	0.6846732	0.1837944	0.2718066	0.5012318	0.3457762	0.0495666
550	0.5986009	0.3976549	0.2950584	0.3969130	0.6495409	0.7198196	0.0658006	0.6477536	0.4727285	0.3969576	0.7296316	0.3239775	0.1243255	0.0130761	0.5829402	0.6986551	0.3110454	0.8403218	0.5121717	0.3467416	0.2593442	0.2849891	0.3798312	0.3510756	0.6604417
600	0.3329983	0.3463487	0.2603052	0.2681255	0.6726887	0.6340395	0.0247914	0.6843998	0.4269449	0.3898857	0.8183091	0.3579364	0.2462099	0.0034174	0.7654190	0.7172299	0.2126997	0.7586087	0.5958225	0.3820464	0.1502385	0.2359590	0.4622794	0.5059593	0.6935162
650	0.3338672	0.3239899	0.2681160	0.3329355	0.8136278	0.6396075	0.0159722	0.6439268	0.3356006	0.3231929	0.6626552	0.3492808	0.2381506	0.0107311	0.7389773	0.6704224	0.1649017	0.6706284	0.5729549	0.5081684	0.1326169	0.3573617	0.5253027	0.6167380	0.6181208
700	0.2645554	0.2610094	0.4212711	0.3994214	0.5728954	0.7448558	0.0238453	0.7411148	0.2658611	0.4522416	0.7193143	0.3965470	0.2089598	0.0237683	0.6499832	0.8139838	0.1904894	0.7944831	0.4631279	0.5876946	0.1927981	0.2856096	0.4562992	0.5618866	0.8109877
750	0.2512250	0.2212391	0.4116561	0.3983631	0.6031984	0.6880495	0.0151148	0.7671443	0.2816434	0.4794527	0.7069599	0.3152801	0.2035442	0.0022140	0.8522455	0.7642207	0.2302988	0.7056626	0.7821322	0.5459291	0.1545954	0.3116125	0.3411927	0.6114007	0.6873395
800	0.1350296	0.2283821	0.4477771	0.3944196	0.6385489	0.6721460	0.0298915	0.8040998	0.4466261	0.3122049	0.7226177	0.3556259	0.2148044	0.0123225	0.7765072	0.8428945	0.2901009	0.7116607	0.6110383	0.5607089	0.1513282	0.2669600	0.4205206	0.6822511	0.8814221
850	0.1739447	0.0927635	0.5599472	0.5366095	0.6717812	0.7754625	0.0294822	0.7470100	0.3255405	0.3601698	0.6449171	0.4026096	0.2715952	0.0118908	0.6980875	0.8456939	0.2235183	0.6901217	0.5709628	0.4539782	0.1652970	0.3046572	0.3136403	0.6610274	0.7566898
900	0.1993060	0.0971928	0.3978353	0.4964503	0.4898900	0.7065698	0.0125169	0.6850420	0.3566752	0.2877756	0.7124587	0.4676369	0.4775904	0.0192031	0.6980330	0.8462972	0.1730116	0.6726396	0.5142324	0.6042694	0.1745933	0.3074367	0.3850857	0.7450338	0.6189167
950	0.1910510	0.0899484	0.4495679	0.5006830	0.5670299	0.7264093	0.0266335	0.8068722	0.2074435	0.2426967	0.7885541	0.3412790	0.4218427	0.0121766	0.6571141	0.6927865	0.1108897	0.7108813	0.4575624	0.6293609	0.2344245	0.3379506	0.4858598	0.5612215	0.6721219
1000	0.2080092	0.0944369	0.5642617	0.4996517	0.5814470	0.6811340	0.0255228	0.7787307	0.2228461	0.2368020	0.7970249	0.3455834	0.3148272	0.0063326	0.5779218	0.7591839	0.1623974	0.6909159	0.3785561	0.7031588	0.2680245	0.3729628	0.5370246	0.7097603	0.6665622

0	0.2271028	0.1408316	0.4023412	0.4866660	0.5130336	0.8015225	0.0428475	0.7247761	0.3442535	0.2776487	0.8019964	0.4239265	0.2192578	0.0099785	0.7445144	0.7412495	0.1979942	0.7528283	0.4973256	0.6968588	0.2460568	0.4899380	0.4659238	0.7244942	0.6768962
50	0.1244106	0.1334905	0.2440329	0.6249261	0.6255889	0.8427510	0.0415070	0.5174150	0.3180121	0.2680237	0.7301045	0.4063091	0.2223521	0.0320922	0.7082740	0.6113746	0.1275811	0.3063684	0.5768328	0.5619902	0.1706883	0.3042361	0.3524362	0.7302138	0.2504005
100	0.1082778	0.0515146	0.1432079	0.8356378	0.6600934	0.8036289	0.0788146	0.4580004	0.3886537	0.4000531	0.7917219	0.3655982	0.1657164	0.0087462	0.7316662	0.4447406	0.1876081	0.2776543	0.4033316	0.5753918	0.2491061	0.2571877	0.3733791	0.3581714	0.1335440
150	0.1105831	0.0720610	0.1220593	0.5613906	0.5807508	0.8605134	0.0538429	0.5185177	0.3983944	0.5059604	0.8200932	0.4612191	0.2531074	0.0220881	0.6896292	0.3624643	0.1590390	0.2055326	0.5455953	0.6064021	0.1567984	0.3015607	0.3785492	0.3176814	0.1287531
200	0.1441577	0.0626574	0.1550265	0.6080054	0.7556906	0.6859696	0.0703288	0.4658978	0.4301441	0.3567921	0.6816808	0.3850389	0.1300501	0.0034536	0.7585648	0.4655596	0.1924175	0.2077108	0.5992771	0.5345936	0.1786973	0.3059845	0.4893804	0.2567396	0.0740412
250	0.1247639	0.0671282	0.1190690	0.5605691	0.7309872	0.7062400	0.0524451	0.4063841	0.3304678	0.3236199	0.6310567	0.3466794	0.3994360	0.0119606	0.5753563	0.4438832	0.1873220	0.1631471	0.5901873	0.5025510	0.1582512	0.2998641	0.4971839	0.2777429	0.0933719
300	0.1729803	0.0820752	0.1050278	0.5089147	0.7139107	0.6704631	0.0610772	0.3832846	0.3566171	0.2918451	0.6925560	0.3109537	0.4030524	0.0211964	0.6130611	0.4613307	0.1649654	0.1359104	0.4694239	0.7769822	0.1808589	0.3058216	0.4914974	0.3131334	0.0852745
350	0.1970781	0.1115687	0.0845826	0.6420339	0.6394284	0.7568821	0.0425590	0.5332096	0.3064403	0.2400254	0.6463536	0.3729321	0.3349972	0.0423085	0.6441833	0.6462618	0.1492533	0.2130287	0.3990755	0.5793691	0.1697514	0.4373191	0.3959576	0.3682099	0.0836742
400	0.1398331	0.0794309	0.1280287	0.5593930	0.6877653	0.7707769	0.0407188	0.5416927	0.2848748	0.3268033	0.7338645	0.3665921	0.1416477	0.0215106	0.7183215	0.4137526	0.1460758	0.1960774	0.3698528	0.6414925	0.2289209	0.3160041	0.3702947	0.2652534	0.1221619
450	0.1464264	0.1182707	0.0938415	0.7290658	0.6692180	0.7832512	0.0445886	0.4593813	0.2651442	0.4088729	0.6979211	0.3616118	0.1584510	0.0041393	0.6536491	0.4549528	0.1502655	0.2119745	0.4061450	0.6543731	0.2872376	0.3482357	0.4994306	0.2949178	0.1522285
500	0.1482654	0.0924177	0.0925227	0.5615199	0.7138779	0.5400637	0.0434306	0.4715311	0.3959353	0.3230708	0.8301591	0.3086498	0.1381569	0.0126708	0.6027509	0.4397223	0.2138154	0.1999625	0.4919359	0.5675944	0.2676327	0.2804829	0.3873915	0.2547068	0.0714225
550	0.4642307	0.1753356	0.2702328	0.4277926	0.6571634	0.8117385	0.0290343	0.7767253	0.3899573	0.4107362	0.6685932	0.4397181	0.2013778	0.0127688	0.6978553	0.6224446	0.2371985	0.5055815	0.5800661	0.3994307	0.1846121	0.3607311	0.3509104	0.3287185	0.6220898
600	0.4468449	0.3320571	0.3674923	0.3181020	0.7065752	0.7431050	0.0185823	0.6994048	0.3081023	0.3062953	0.5688226	0.3185496	0.2272713	0.0100295	0.5881828	0.7087190	0.2408401	0.6770468	0.5548868	0.4042673	0.2392029	0.2760409	0.4782308	0.5591933	0.8586630
