"Time"	G1	G20	G10	G2	G17	G4	G16	G18	G94	G8	G95	G98	G7	G6	G46	G100	G36	G37	G38	G34	G3	G35	G11	G56	G5	G19	G15	G14	G12	G39	G49	G44	G22	G21	G41	G50	G13	G51	G53	G52	G55	G42	G40	G45	G54	G43	G57	G72	G67	G48	G9	G61	G47	G60	G59	G99	G58	G80	G89	G88	G81	G83	G82	G79	G84	G78	G77	G86	G91	G90	G85	G75	G93	G69	G92	G87	G68	G96	G97	G63	G27	G26	G25	G23	G24	G62	G76	G31	G30	G70	G74	G71	G29	G73	G28
450	0.5041292	0.3598674	0.0750464	0.0438604	0.1365380	0.3207977	0.0003899	0.6008782	0.5767733	0.7314307	0.7557038	0.7125697	0.4084689	0.6104091	0.3786189	0.1902711	0.4687919	0.2470195	0.0336989	0.1340972	0.7282637	0.0124602	0.7056286	0.7578996	0.0567826	0.6547988	0.0131143	0.0347124	0.3119688	0.0000722	0.6630868	0.6230678	0.5219899	0.3735810	0.7103338	0.0351957	0.3776993	0.4619419	0.2013620	0.1029666	0.6066369	0.3228610	0.2236364	0.2847309	0.4036822	0.6288420	0.2732800	0.3060584	0.5628211	0.4015737	0.3871539	0.6491074	0.4773882	0.0666485	0.0440656	0.7034855	0.0242113	0.0029843	0.3183345	0.0425817	0.5192300	0.1978248	0.2810132	0.5833424	0.0896324	0.5747950	0.0023570	0.6307864	0.3865787	0.0059686	0.1400509	0.1693632	0.3947089	0.5102910	0.3848817	0.6170836	0.0012824	0.6928388	0.7819555	0.3787084	0.3113295	0.0008083	0.1360387	0.7783366	0.7038123	0.2436216	0.3698777	0.5155444	0.6828503	0.3717598	0.1049122	0.0877358	0.5924624	0.0870181	0.5721396
500	0.5194642	0.2847473	0.1346717	0.0518739	0.1710441	0.3328197	0.0015832	0.6221494	0.6142474	0.6452619	0.7891607	0.6933165	0.2842922	0.5199900	0.3503676	0.1989436	0.5092080	0.2259204	0.0510447	0.0732003	0.6159506	0.0363631	0.5184065	0.6727079	0.0394892	0.5336998	0.0056765	0.0494590	0.3508876	0.0011304	0.7825281	0.7528325	0.6033687	0.4140708	0.6134297	0.0157529	0.3436855	0.5654110	0.2333996	0.1425262	0.5564582	0.3496907	0.2316244	0.3277371	0.3884193	0.8118483	0.3302793	0.3161067	0.5154437	0.5740026	0.6435648	0.6574993	0.5035216	0.0799009	0.0261371	0.7037267	0.0167138	0.0043241	0.2919380	0.0247463	0.4319996	0.2016091	0.3426187	0.6188593	0.1188424	0.4325963	0.0037346	0.6656704	0.3227322	0.0000181	0.1422461	0.1360765	0.4292120	0.5166157	0.4676343	0.6048987	0.0009631	0.6324623	0.6840654	0.4513595	0.2550152	0.0000390	0.1225975	0.7792391	0.6216306	0.3272309	0.3819244	0.4432457	0.7571314	0.4143876	0.0615275	0.0893692	0.7926412	0.0678405	0.5889181
550	0.1373754	0.1751735	0.1394133	0.0772270	0.1519392	0.2702581	0.1481155	0.5154382	0.7688359	0.2961544	0.7318466	0.8437464	0.1985695	0.3344779	0.3666232	0.5631435	0.5065702	0.2798377	0.2271638	0.4802436	0.7351362	0.0664357	0.6464559	0.6524084	0.0920085	0.4316846	0.0597008	0.4264449	0.3554888	0.0000000	0.6592535	0.5181017	0.5163354	0.4250210	0.1937857	0.6474470	0.3753356	0.3992531	0.6715222	0.0372995	0.4930351	0.3191383	0.2978836	0.1198780	0.3670222	0.6984753	0.3434976	0.2239805	0.5108005	0.5073777	0.5437082	0.6610298	0.2479074	0.0727958	0.0366449	0.7895514	0.0369604	0.0145927	0.3354520	0.0333110	0.1163568	0.4002305	0.2800611	0.8131778	0.1415917	0.3806066	0.0452483	0.6763972	0.2109682	0.1344161	0.0896700	0.7464566	0.2939681	0.5745901	0.4628885	0.7840046	0.0357456	0.8023247	0.7045788	0.4562727	0.4358672	0.0526010	0.1748508	0.7451353	0.7231029	0.3463524	0.3450816	0.4659774	0.7496436	0.4895163	0.1420765	0.0467138	0.5710929	0.0350396	0.6196817
600	0.0887012	0.0534593	0.2032778	0.3165127	0.2688229	0.3035736	0.4610923	0.5618213	0.7485286	0.2165130	0.6638152	0.7134726	0.0640720	0.2341715	0.3719600	0.7933645	0.7025869	0.3552265	0.1906149	0.7678710	0.8149082	0.0351385	0.5952347	0.7047115	0.5272861	0.4142841	0.2287016	0.4002057	0.6646481	0.0051622	0.6339598	0.4696501	0.7140030	0.2673740	0.2655801	0.5783439	0.4843632	0.3341546	0.5820183	0.0056925	0.1970703	0.2974518	0.2909374	0.1931717	0.4630137	0.6998188	0.3583185	0.3718685	0.6022127	0.4929502	0.7171387	0.6506721	0.1948326	0.0889983	0.0531249	0.6684644	0.0574083	0.0102175	0.3939321	0.0143864	0.0790706	0.3767803	0.4102180	0.7369831	0.0672996	0.4680122	0.0350491	0.6646512	0.0345708	0.2475365	0.1459171	0.7693284	0.3110665	0.6459777	0.5382590	0.7450621	0.0788426	0.7551333	0.6908998	0.5269240	0.4138759	0.1030230	0.4424340	0.7281087	0.5959234	0.2765393	0.4891265	0.4197921	0.7724318	0.4762106	0.0918027	0.0504934	0.4878910	0.1065467	0.7871928
650	0.2966264	0.0271754	0.3089225	0.3597980	0.3107145	0.4829352	0.5444120	0.5217079	0.7429070	0.2387684	0.6420771	0.4999630	0.0117664	0.2035877	0.3904117	0.6625475	0.6662084	0.3296514	0.2824241	0.7267016	0.4885163	0.1299185	0.2106245	0.5117876	0.5329107	0.1822087	0.3186666	0.2077357	0.5143346	0.0444637	0.6923187	0.4325924	0.5799558	0.4226200	0.4104702	0.5549830	0.4778278	0.1686271	0.4701424	0.0226245	0.2392511	0.3159779	0.3436457	0.4296052	0.5509604	0.4577580	0.2836297	0.4780497	0.5527834	0.3198538	0.7134623	0.6379347	0.3575962	0.0452131	0.1048555	0.6618414	0.2061646	0.0034006	0.3372054	0.0082783	0.0404280	0.5106330	0.3553650	0.8164948	0.1201809	0.4706681	0.0309494	0.7354132	0.0150018	0.2377332	0.0938780	0.6019781	0.3615970	0.5488056	0.3925735	0.6791285	0.0495061	0.6634741	0.7840791	0.5172062	0.4770660	0.1352085	0.5783167	0.7928550	0.6841442	0.4118946	0.4454001	0.3445728	0.7423645	0.4335479	0.1828055	0.1610541	0.4917458	0.1123546	0.5985909
700	0.3379285	0.0841317	0.2673295	0.1505149	0.3364454	0.5141038	0.4499813	0.4941469	0.7206746	0.2816826	0.6025151	0.7591929	0.0044316	0.3015972	0.3384935	0.7857065	0.7633301	0.3490026	0.3811645	0.7455979	0.4848162	0.2335878	0.1106859	0.4369853	0.1285211	0.2093580	0.1758422	0.1259147	0.4522085	0.0479183	0.7490537	0.5287004	0.7157256	0.3837174	0.4152195	0.5527913	0.4789576	0.1709426	0.4226423	0.0240985	0.3830570	0.3816207	0.2962498	0.5070358	0.5631431	0.6052061	0.3671893	0.4983612	0.6294052	0.4575694	0.7706419	0.7146319	0.4560369	0.0858186	0.1073409	0.8254412	0.2640945	0.0138402	0.2928538	0.0348003	0.0822855	0.3437729	0.3507080	0.8905893	0.0820607	0.6011299	0.0562688	0.7518433	0.0014935	0.3588024	0.1450565	0.6215434	0.3346505	0.5163071	0.5138002	0.7284952	0.0545158	0.6295342	0.6418020	0.4609295	0.3585638	0.2311066	0.6275404	0.6028534	0.6264995	0.3745450	0.4810178	0.3427788	0.6610999	0.3940535	0.1812658	0.1712210	0.4505240	0.2436508	0.8315465
750	0.2888227	0.1591394	0.2350667	0.0984507	0.2703764	0.4969326	0.1636427	0.4631704	0.7255067	0.2151738	0.7190635	0.6404041	0.0064831	0.2388077	0.3160258	0.6557023	0.6378849	0.4809349	0.3307166	0.6490410	0.5193189	0.0708988	0.0873485	0.6607964	0.0581462	0.2409379	0.0958172	0.2219332	0.5764131	0.0238854	0.6634875	0.4537713	0.5712640	0.3959503	0.3145138	0.6475281	0.5602946	0.1394329	0.3273903	0.0195103	0.3457171	0.3988265	0.2779346	0.4922862	0.6110907	0.6838513	0.2993270	0.6366064	0.6206374	0.3912344	0.5654010	0.6775551	0.4060609	0.0887082	0.1166719	0.7651253	0.1207621	0.0362178	0.3831803	0.0106512	0.0416611	0.4171206	0.3597785	0.7362878	0.1153768	0.4472193	0.0256923	0.7845822	0.0010590	0.3082102	0.0906527	0.6495174	0.2567240	0.5923485	0.5111127	0.8393747	0.0245249	0.7970103	0.6820906	0.4680161	0.3270620	0.1167942	0.6226327	0.7029527	0.5087270	0.3732153	0.4996777	0.3979236	0.7034215	0.4190339	0.1479855	0.1470938	0.5699514	0.1429194	0.7805035
800	0.1757944	0.0698937	0.2623014	0.1917472	0.3002412	0.2336059	0.2069545	0.6831160	0.6729060	0.3289812	0.6440360	0.6702063	0.0037459	0.2622878	0.3384035	0.8381036	0.7305906	0.4133611	0.3737587	0.6566411	0.5106074	0.1704762	0.0834326	0.5567227	0.2171433	0.2991428	0.1241041	0.3160215	0.6250739	0.0017217	0.6445978	0.5387303	0.5779369	0.3785895	0.2860569	0.6024617	0.5514164	0.1446481	0.4324069	0.0107189	0.4048082	0.3283714	0.3266793	0.3427491	0.6481352	0.5579334	0.4031389	0.5954352	0.5984927	0.3609056	0.7630100	0.7063783	0.3140612	0.1410918	0.0870988	0.8796076	0.1177726	0.0032844	0.3385414	0.0035336	0.0592942	0.5903393	0.3430012	0.7277501	0.1126773	0.4698248	0.0421092	0.7694713	0.0015773	0.2984568	0.1088123	0.6640077	0.3045962	0.4741580	0.5298411	0.7578815	0.1380706	0.7856788	0.8531464	0.5573010	0.3608410	0.1522040	0.7122631	0.6699092	0.6693252	0.2943874	0.5005805	0.3796709	0.7413461	0.3927552	0.1637252	0.1211318	0.4053863	0.1117544	0.6940429
850	0.2019516	0.0607624	0.3400251	0.3348508	0.2704985	0.3247568	0.4825832	0.5099609	0.7452535	0.2278771	0.7592955	0.6554108	0.0002107	0.2567668	0.3225749	0.7583374	0.6953048	0.4408350	0.3985732	0.6863373	0.5380005	0.0862026	0.1046458	0.8075703	0.4225214	0.2690732	0.2182371	0.1647153	0.5547351	0.0079967	0.7035120	0.4005470	0.6742607	0.3418488	0.3625518	0.6537123	0.5944868	0.2781837	0.4260773	0.0194384	0.2841186	0.4170163	0.2994217	0.4261451	0.6172794	0.7745482	0.3629078	0.5480850	0.6890717	0.3470552	0.7108671	0.5492670	0.2919096	0.0957697	0.1077863	0.8111014	0.1705588	0.0112531	0.3501355	0.0262536	0.1027606	0.4768281	0.3330111	0.6324135	0.1058169	0.4925820	0.0455486	0.7356122	0.0000000	0.2782929	0.1201765	0.6671960	0.2429286	0.3656455	0.4609767	0.7674271	0.1109816	0.7130167	0.6723490	0.5853763	0.3797003	0.1701611	0.6337085	0.5822921	0.7514424	0.5066060	0.4672851	0.4749114	0.8591031	0.4625246	0.1686969	0.0745111	0.4304206	0.1810128	0.6761486
900	0.4104371	0.0931883	0.3213103	0.3348251	0.3655498	0.5404766	0.4840367	0.5022301	0.7111327	0.2153311	0.7785138	0.7019218	0.0037556	0.2831784	0.3127030	0.6640443	0.7776141	0.4199809	0.3998355	0.8058967	0.4598271	0.1244181	0.0779989	0.5719097	0.4516176	0.1485266	0.2647244	0.1414879	0.5642680	0.0016495	0.6388798	0.4257071	0.6661035	0.2785021	0.3980077	0.5840893	0.5508832	0.1911133	0.4580303	0.0465263	0.3325061	0.3139158	0.2399616	0.6273938	0.6949381	0.6322668	0.3156685	0.5929111	0.7586803	0.4160628	0.6483719	0.6313185	0.3586132	0.0909829	0.1397202	0.7178334	0.2329094	0.0218661	0.3562106	0.0171453	0.0685009	0.3716133	0.3219112	0.7696918	0.1780740	0.4981510	0.0263678	0.7566149	0.0004211	0.3933063	0.1559557	0.7201328	0.2647436	0.5073755	0.4813753	0.6767891	0.0526625	0.6966978	0.7125988	0.5382766	0.3775241	0.0807492	0.7411418	0.7689315	0.7190105	0.4247763	0.4615395	0.3869785	0.6994679	0.3395162	0.1819251	0.1114586	0.4494045	0.1490894	0.7160395
950	0.3021245	0.0961230	0.2483538	0.1562363	0.1957110	0.6191627	0.2511984	0.4914429	0.7640592	0.2099424	0.7161680	0.7396523	0.0018986	0.3404731	0.3881624	0.7858185	0.5393853	0.5049430	0.3181637	0.8537776	0.4854322	0.1785763	0.0424482	0.4553998	0.1481628	0.2132549	0.1105959	0.1774929	0.5273344	0.0086227	0.6627020	0.4664493	0.6672963	0.3698028	0.2745176	0.7162657	0.4893946	0.1414237	0.4048184	0.0069546	0.3207053	0.3021383	0.3593177	0.5596131	0.5246686	0.6475070	0.2773913	0.5405878	0.7891543	0.4167446	0.7096520	0.6690868	0.3399735	0.0745661	0.1658835	0.6801876	0.2549763	0.0041486	0.5008282	0.0110990	0.1183436	0.3398234	0.4030596	0.8553055	0.1300984	0.5426840	0.0586054	0.7013937	0.0001442	0.4544293	0.0916638	0.7582036	0.3076460	0.3656405	0.6235771	0.8538614	0.0280126	0.5964488	0.6475831	0.5314922	0.4185397	0.1334084	0.7825364	0.7387793	0.5164084	0.3525992	0.4523056	0.3792359	0.8594836	0.3248083	0.1204761	0.1989947	0.4956946	0.1638673	0.7083136
1000	0.2453825	0.1282422	0.1660948	0.0998376	0.2575705	0.3616598	0.2821581	0.4840534	0.7483573	0.2309376	0.7409388	0.7287695	0.0073727	0.2706194	0.3638781	0.8176036	0.6747737	0.4350197	0.4087534	0.6029499	0.4962921	0.0653402	0.0254259	0.7149977	0.1709920	0.2148451	0.1441338	0.2542480	0.5219523	0.0033086	0.7715828	0.4656982	0.5813329	0.2927262	0.3503695	0.7119729	0.5131614	0.1398004	0.3360356	0.0122868	0.3790487	0.3219335	0.2683956	0.4952479	0.7275846	0.5833236	0.3214511	0.5798195	0.5963448	0.3773336	0.7397035	0.6876054	0.2765021	0.1328923	0.1266608	0.7338798	0.1488933	0.0275867	0.3346417	0.0075246	0.0835229	0.5693711	0.3611715	0.7360145	0.0622299	0.6223042	0.0421747	0.7022638	0.0000856	0.4067398	0.0805454	0.7222908	0.2552687	0.4824118	0.4636180	0.7112489	0.0416121	0.7548434	0.7726953	0.5205635	0.3525486	0.1886882	0.6064849	0.6725251	0.5751699	0.3339078	0.4422496	0.3268151	0.7360149	0.3649326	0.1519757	0.1548162	0.5769771	0.1231811	0.7613545

0	0.2241681	0.0613696	0.2214426	0.1586669	0.2076656	0.4195922	0.2765972	0.6216783	0.7135473	0.2476438	0.6386911	0.7841707	0.0570025	0.2762360	0.3409437	0.6534372	0.6180012	0.3791682	0.3008072	0.6948136	0.5588818	0.0406481	0.0724218	0.7402318	0.1997755	0.2457053	0.1867954	0.2847746	0.6455747	0.0221216	0.6685330	0.3140765	0.5594230	0.3270294	0.3514769	0.8708189	0.6987942	0.1614320	0.2810517	0.0102011	0.2592159	0.3295237	0.3070874	0.3367290	0.6087255	0.7169788	0.3506320	0.5093082	0.6583998	0.4123461	0.7547762	0.7786680	0.2721090	0.0751651	0.0976524	0.8058562	0.0837470	0.0106720	0.3924295	0.0088444	0.0547825	0.4258162	0.4390767	0.7810567	0.0778290	0.5024560	0.0265771	0.7686401	0.0042241	0.4312542	0.1612413	0.8172681	0.2543586	0.4986243	0.4867376	0.7581650	0.0409553	0.6948653	0.7655428	0.4915318	0.4169957	0.2441316	0.6263866	0.8359635	0.7037447	0.3519482	0.5066378	0.4851757	0.6000773	0.2709040	0.1426474	0.2137747	0.6277018	0.1142668	0.6913152
50	0.5038238	0.1964450	0.2177529	0.0668206	0.2233261	0.8514163	0.2128742	0.5749833	0.5974256	0.1552056	0.7344511	0.7416340	0.0135097	0.1000678	0.3283428	0.6887578	0.5816288	0.4037752	0.3874446	0.6516132	0.4529704	0.1001965	0.0395933	0.5393601	0.1074849	0.3237300	0.1311097	0.1800478	0.6042108	0.0140974	0.7540775	0.5938066	0.8398378	0.3108481	0.4080951	0.7062629	0.5467611	0.0855549	0.4111656	0.0311763	0.2633915	0.3843643	0.3625863	0.5148166	0.6850422	0.4812431	0.5499164	0.2892884	0.4195472	0.3214896	0.4151264	0.7241872	0.3290968	0.2075626	0.1622120	0.3325513	0.2008557	0.0158201	0.3419041	0.0215867	0.0678070	0.6000053	0.5715129	0.7347773	0.0850901	0.3222035	0.1425739	0.6358701	0.0012508	0.3699851	0.0125233	0.6145134	0.2608131	0.4744093	0.7531743	0.4380386	0.0511845	0.5522357	0.7445504	0.6034554	0.3730061	0.1217066	0.5180713	0.4806040	0.9087959	0.3946071	0.4375783	0.4470062	0.6119658	0.4019961	0.1028464	0.1827987	0.6356315	0.0637402	0.9049758
100	0.5265306	0.2320069	0.1651796	0.0115458	0.1299320	0.7631712	0.0722064	0.5613911	0.6084793	0.2044138	0.6902593	0.8653949	0.0454258	0.0624685	0.3490770	0.5886682	0.5931538	0.3373984	0.3049454	0.6745124	0.5346416	0.0709576	0.0979907	0.7061923	0.0654111	0.3596782	0.0515155	0.3059554	0.5132616	0.0043265	0.6924004	0.5271902	0.6253307	0.3246950	0.5987925	0.6669030	0.6430569	0.0332992	0.3417508	0.0195514	0.1707739	0.3655507	0.3583204	0.3850325	0.6527330	0.6013927	0.6242324	0.1330556	0.2811774	0.2281520	0.2783113	0.8031889	0.3157922	0.2109223	0.1932190	0.1501500	0.1778303	0.0115592	0.3516262	0.0197368	0.0723598	0.6548803	0.7738013	0.9267644	0.1334691	0.2594210	0.1804076	0.4883053	0.0002787	0.3787383	0.0100459	0.5631364	0.2494677	0.4549165	0.6700712	0.3866681	0.0651404	0.5144622	0.6726243	0.4059301	0.3734376	0.1772638	0.7048111	0.1821514	0.5478765	0.3547805	0.4806718	0.4473458	0.6843413	0.2503812	0.0936871	0.1258146	0.7232277	0.1069242	0.6742702
150	0.5447882	0.2503887	0.0951508	0.0233713	0.0926465	0.6342777	0.0712820	0.5824948	0.4204334	0.2691736	0.9143959	0.7242008	0.1025288	0.0547756	0.3290899	0.6790109	0.6591599	0.4094871	0.2951153	0.6100556	0.4650682	0.0443779	0.1724813	0.7521690	0.0780390	0.4974165	0.0383755	0.2753483	0.5848464	0.0011991	0.7180619	0.5988668	0.6928395	0.2260681	0.5142365	0.7154809	0.6582296	0.0608076	0.3491261	0.0108483	0.1660827	0.3548506	0.4377272	0.2618337	0.4535212	0.5612938	0.5497503	0.1047365	0.1806207	0.1646296	0.1982936	0.6828877	0.1977103	0.1996757	0.1216743	0.1534235	0.0516633	0.0242435	0.4036554	0.0337082	0.1010351	0.7403258	0.7281557	0.6283049	0.1022389	0.2832890	0.2150205	0.6008427	0.0004641	0.3756051	0.0000979	0.7313318	0.3418901	0.6232394	0.6044108	0.3136799	0.1203663	0.5102603	0.6973504	0.4904060	0.4304505	0.1548340	0.6944368	0.1933366	0.5977749	0.3664957	0.4385668	0.3362524	0.7432632	0.2477880	0.0296755	0.1073354	0.5901122	0.1149305	0.6397076
200	0.5339260	0.3248373	0.1179872	0.0155540	0.0734238	0.7642102	0.0290684	0.5288646	0.3830829	0.3576727	0.5987009	0.8658351	0.1680863	0.0184632	0.3012529	0.6378083	0.4778502	0.3726610	0.3111724	0.5435416	0.7517173	0.0322664	0.3177504	0.8218020	0.0651198	0.3667801	0.0483612	0.3819148	0.6849307	0.0005626	0.7472184	0.4794580	0.4540276	0.1961327	0.3551346	0.6978681	0.6250724	0.0448141	0.2981016	0.0076728	0.0376274	0.3114174	0.4671952	0.1344444	0.5317868	0.4774941	0.6192048	0.0457324	0.1975095	0.2388277	0.2426531	0.6850156	0.1748476	0.1961963	0.0806301	0.1089907	0.0489204	0.0155622	0.4580348	0.0136609	0.0675846	0.7351696	0.6881817	0.6659927	0.0822106	0.2555815	0.1374483	0.6222441	0.0003717	0.4477509	0.0015233	0.7573836	0.3086427	0.5369428	0.6153160	0.3498671	0.0905751	0.5187056	0.6230701	0.3826459	0.4070518	0.1585702	0.6260161	0.1626673	0.6141836	0.3910243	0.3683803	0.3553740	0.7965249	0.2533789	0.0356442	0.1562602	0.7484454	0.1029024	0.8094819
250	0.4935226	0.2345388	0.1293155	0.0070456	0.0818780	0.7934004	0.0440604	0.5224581	0.4663950	0.2071367	0.6856213	0.7433580	0.1872118	0.0179387	0.3459406	0.5316952	0.5636098	0.3167021	0.2839010	0.6648812	0.6393804	0.0450419	0.3919235	0.6878477	0.0522925	0.5032067	0.0698945	0.3732011	0.6032082	0.0044813	0.7434515	0.5209709	0.4526505	0.1991649	0.3821898	0.7023785	0.6573470	0.0277214	0.3939586	0.0085757	0.0146567	0.3034448	0.4714635	0.1680459	0.4627440	0.6128345	0.6900415	0.0639316	0.1420323	0.2752256	0.3036229	0.8020584	0.1426827	0.2539532	0.0745620	0.1189997	0.0470168	0.0155834	0.3890689	0.0241128	0.0912677	0.6579422	0.7769856	0.8249041	0.1012629	0.3152732	0.1410153	0.5654966	0.0000380	0.3356245	0.0012353	0.7298107	0.2068125	0.6288796	0.5235279	0.3638383	0.1278434	0.4321511	0.4987290	0.3649334	0.5380334	0.1512621	0.6947826	0.2005528	0.5257870	0.3430654	0.4674166	0.4402540	0.7878348	0.2336808	0.0898090	0.0741400	0.5974742	0.0565912	0.8747231
300	0.4228207	0.2918194	0.1131531	0.0083379	0.1452482	0.6606281	0.0223465	0.5835302	0.4676925	0.1944212	0.7335302	0.7833451	0.1592834	0.0134692	0.3602535	0.6107915	0.6689559	0.4491271	0.3687384	0.6557297	0.5498281	0.0292171	0.5351464	0.6827780	0.0454966	0.4292004	0.1290686	0.3556380	0.6483103	0.0001187	0.6741960	0.6937519	0.5060692	0.1673547	0.3644041	0.8327173	0.6449609	0.0475120	0.2379110	0.0080577	0.0125142	0.2834878	0.4952685	0.1056507	0.4063228	0.6102148	0.6117142	0.0741880	0.0775978	0.2408980	0.2786239	0.5780312	0.1582862	0.2134397	0.0831727	0.1751166	0.0373766	0.0046859	0.3710891	0.0131411	0.0490389	0.7941576	0.7729505	0.6470044	0.0829695	0.2061747	0.1249745	0.5587741	0.0006463	0.2945666	0.0002789	0.7511074	0.2277175	0.6824347	0.6322879	0.3958082	0.1429735	0.4365360	0.5107980	0.4450033	0.5813927	0.2054951	0.7462769	0.1186874	0.5880067	0.4031864	0.3861922	0.3582339	0.6902075	0.1886866	0.0496501	0.1658659	0.7082103	0.0822505	0.7236876
350	0.4471711	0.2320576	0.1183885	0.0200233	0.1315539	0.8155239	0.0148019	0.4673805	0.4460280	0.1840582	0.6440345	0.6489187	0.1724843	0.0203818	0.3394798	0.5859190	0.7714241	0.3900560	0.2813976	0.6025302	0.6445524	0.0462843	0.5380968	0.7084440	0.0320660	0.4098784	0.1109304	0.3337493	0.7195606	0.0000000	0.6896164	0.5091049	0.4162327	0.2186177	0.4374874	0.7779918	0.6515961	0.0704153	0.3170176	0.0199048	0.0079461	0.2414648	0.3478340	0.1196327	0.3888253	0.5027916	0.6257471	0.0672090	0.0963043	0.2887320	0.3184500	0.7237335	0.2015695	0.2442746	0.0569137	0.0853974	0.0179738	0.0099399	0.3609479	0.0103450	0.0694766	0.7130781	0.8173100	0.6119006	0.1009401	0.2455171	0.1797323	0.6866925	0.0003211	0.3869218	0.0009063	0.7904330	0.1568779	0.5063508	0.5797452	0.2724683	0.0971076	0.5822674	0.5660851	0.3876234	0.5285079	0.1747783	0.6065950	0.1423633	0.5520092	0.3900237	0.5102959	0.5541186	0.6588669	0.2378927	0.0353060	0.1725964	0.7041225	0.0832247	0.8760815
400	0.3544322	0.2426199	0.1939861	0.0065203	0.0857662	0.6025745	0.0086713	0.5332282	0.4935343	0.1961908	0.8091378	0.8311649	0.1252778	0.0112212	0.3946647	0.6298007	0.5906273	0.3536054	0.2988010	0.6514457	0.7652426	0.0362798	0.4821200	0.5553126	0.0264278	0.4283269	0.1692845	0.4507962	0.5004962	0.0008551	0.5971664	0.5139909	0.4704404	0.1523441	0.3765109	0.6781542	0.5595697	0.1182325	0.3624493	0.0098665	0.0011277	0.2204784	0.4179179	0.0852050	0.4780329	0.4946706	0.5830195	0.0987443	0.1681171	0.3153971	0.2872550	0.6204900	0.1407397	0.2676650	0.0637012	0.1276449	0.0369527	0.0105101	0.3635186	0.0346909	0.0901163	0.7082121	0.7027281	0.6796584	0.1484063	0.2491200	0.1900354	0.5000141	0.0001689	0.3106332	0.0014292	0.7379620	0.2071879	0.4999755	0.5930816	0.2646330	0.1729978	0.5153263	0.5810729	0.3715296	0.4673522	0.1285299	0.5924131	0.1233825	0.4857072	0.4492428	0.4781856	0.3447440	0.6882968	0.2446684	0.0395369	0.1504530	0.6799438	0.0313578	0.7596168
450	0.3865344	0.1897847	0.1323925	0.0094435	0.0864417	0.6033811	0.0440345	0.5547781	0.4667576	0.2215818	0.6654570	0.7151802	0.1400134	0.0178217	0.3199864	0.5664723	0.6366436	0.4844136	0.3204764	0.5632343	0.7148898	0.0249563	0.7498353	0.7804035	0.0308985	0.4349532	0.1212172	0.5412244	0.8032906	0.0000911	0.7442244	0.4665051	0.4008969	0.1763537	0.4172626	0.6868852	0.5595139	0.0674128	0.4070515	0.0107697	0.0035489	0.2771891	0.3228977	0.0538250	0.3594689	0.5213119	0.5616527	0.0668668	0.1276367	0.3869693	0.3560296	0.7147572	0.2159032	0.2193691	0.0460111	0.1266721	0.0178573	0.0104661	0.3128615	0.0442153	0.0573051	0.7143782	0.7408860	0.6693914	0.1018564	0.2033091	0.1678667	0.5707879	0.0002589	0.2425954	0.0029533	0.7322499	0.1878146	0.4763759	0.7192944	0.3372594	0.1392475	0.5380644	0.6194363	0.4365661	0.4252770	0.1805130	0.6554174	0.1166453	0.4959494	0.3761448	0.4068064	0.4348786	0.7693887	0.2329949	0.0377890	0.1618741	0.7407092	0.0732417	0.6672946
500	0.4227408	0.1368244	0.1260691	0.0606616	0.2074783	0.5508057	0.0848390	0.5784630	0.5320230	0.2533522	0.8091120	0.6646902	0.1757028	0.0244924	0.3748487	0.6002687	0.6304801	0.4015912	0.2359556	0.5517993	0.6965589	0.0258192	0.5981714	0.8182195	0.0573196	0.3856936	0.1460675	0.4226391	0.7647853	0.0000000	0.6615692	0.5813021	0.4087537	0.2828901	0.4490609	0.8215367	0.5704412	0.0770174	0.3374449	0.0081432	0.0006919	0.2845417	0.3757115	0.1525554	0.3484957	0.5398387	0.6291020	0.0696548	0.1208436	0.4435604	0.3291498	0.6658722	0.2325625	0.2605092	0.0723700	0.1355606	0.0111563	0.0095018	0.3709801	0.0276397	0.0688346	0.7564191	0.6479600	0.7496846	0.1081891	0.2122914	0.1693210	0.6270280	0.0040331	0.3757982	0.0007675	0.7394382	0.2285120	0.5927837	0.6447019	0.4033834	0.1442019	0.5695192	0.6313694	0.3614080	0.6329717	0.1178482	0.6282549	0.1041711	0.5405514	0.4256864	0.4501553	0.3772184	0.7421265	0.1808180	0.0501786	0.1573000	0.8381313	0.0474082	0.7545581
