"Time"	G1	G10	G2	G20	G17	G4	G16	G9	G8	G11	G18	G94	G95	G98	G7	G46	G6	G100	G36	G37	G38	G34	G3	G56	G35	G5	G19	G14	G15	G12	G44	G41	G22	G21	G50	G13	G51	G53	G52	G42	G55	G39	G49	G40	G45	G54	G47	G48	G61	G57	G43	G72	G67	G60	G59	G99	G58	G79	G81	G88	G83	G89	G82	G80	G84
650	0.3145505	0.3837689	0.3108686	0.6157583	0.6423714	0.3774453	0.0354132	0.1175825	0.5176995	0.5192722	0.2983619	0.6902157	0.6678644	0.6791107	0.0564214	0.4256425	0.0025297	0.7568888	0.7910620	0.6920870	0.6680544	0.6940765	0.1863902	0.1015938	0.6407630	0.5891813	0.1066654	0.5498762	0.1440065	0.1406869	0.1659205	0.5790556	0.0717486	0.2870160	0.3011853	0.4036360	0.0002643	0.1815171	0.8186897	0.3626128	0.4260234	0.5676432	0.4188615	0.7067141	0.6025585	0.3588962	0.0561037	0.4967369	0.2543870	0.1800624	0.2723457	0.6930656	0.3544727	0.0581728	0.7039866	0.9113834	0.6274447	0.1484245	0.2878517	0.5335649	0.4650594	0.5631625	0.2796855	0.7000613	0.3063467
700	0.2451377	0.3750334	0.2888119	0.6092569	0.5500009	0.5043084	0.0303438	0.0713051	0.5533842	0.4392973	0.3387902	0.6499123	0.8009072	0.8213204	0.0449914	0.3740047	0.0026204	0.6212856	0.7294398	0.6957296	0.5710684	0.6559986	0.1810596	0.1605565	0.6985990	0.5739935	0.1704736	0.8238801	0.1339299	0.1612795	0.2160212	0.5158015	0.0807100	0.3065457	0.2783048	0.5101559	0.0084473	0.1214739	0.6809608	0.3690784	0.5609584	0.5463351	0.4168057	0.7436284	0.6456311	0.2943634	0.1039365	0.6389438	0.2148811	0.2382831	0.4109298	0.7911782	0.5019726	0.0671571	0.7316032	0.6861571	0.6407066	0.1428127	0.3154809	0.3777593	0.5028644	0.5031858	0.2920099	0.6551946	0.3341384
750	0.2596386	0.3056638	0.2755332	0.5186315	0.5703485	0.4855215	0.0237992	0.0806949	0.5851048	0.4931548	0.3404122	0.6815176	0.6449825	0.6777707	0.0253318	0.2886718	0.0046941	0.6769012	0.4877352	0.7670948	0.6024006	0.7056312	0.1950939	0.1791978	0.5824313	0.6794076	0.1120171	0.8154273	0.1011619	0.1866569	0.2198524	0.4955563	0.0889711	0.3272107	0.3450461	0.4668057	0.0037240	0.1959569	0.7068108	0.3924192	0.4380461	0.5413387	0.2511536	0.6857845	0.5783499	0.3401652	0.0707046	0.6685667	0.3157179	0.2146030	0.3024748	0.7329875	0.3844468	0.0560782	0.6123334	0.6721537	0.6643805	0.1628532	0.2774912	0.3693329	0.4568000	0.4869911	0.2876976	0.5271491	0.2798950
800	0.3261217	0.4443700	0.2758379	0.6842095	0.5911865	0.5477959	0.0323607	0.0653296	0.4652307	0.3862442	0.3628047	0.7675914	0.6354313	0.7314014	0.0530564	0.2436482	0.0004588	0.7882887	0.3438634	0.6656861	0.5473861	0.6778257	0.2517356	0.0703965	0.6062517	0.5410678	0.1250084	0.6804788	0.0771303	0.1083520	0.2573094	0.5903451	0.1081431	0.3724208	0.2596219	0.4029784	0.0104083	0.2228064	0.8751316	0.4581478	0.4681347	0.5438088	0.2936528	0.7157271	0.5930566	0.3856908	0.0593359	0.6386993	0.3008559	0.3062555	0.2907569	0.6231079	0.3686368	0.0359867	0.5913206	0.7848239	0.7308316	0.1460907	0.3049065	0.3900126	0.4466806	0.5836166	0.4621648	0.6989368	0.2708874
850	0.2355102	0.3972896	0.2700244	0.6190919	0.6131226	0.5191099	0.0088551	0.0741027	0.5151775	0.3964906	0.3309362	0.8105075	0.6836240	0.7786260	0.0268872	0.1606853	0.0016101	0.6558662	0.3149134	0.8137211	0.7907782	0.6834782	0.1873552	0.1050796	0.7402286	0.5336436	0.1468488	0.6508983	0.0911074	0.1639752	0.2423624	0.6115076	0.1605098	0.3089170	0.3261766	0.4229936	0.0051157	0.1359666	0.7074974	0.2413183	0.4120325	0.5737635	0.2727220	0.6597114	0.5235321	0.3876987	0.0654268	0.5977324	0.3117610	0.2366000	0.2862312	0.6022535	0.3860555	0.0479705	0.7488902	0.7266938	0.5907884	0.1230488	0.2744126	0.4247486	0.4260694	0.4688824	0.3678148	0.6596546	0.3115329
900	0.2773298	0.4937406	0.2361514	0.6190745	0.6430484	0.4559113	0.0253586	0.0704896	0.5077942	0.4927007	0.3718495	0.7453480	0.7426065	0.5654815	0.0613558	0.1475290	0.0019491	0.5761313	0.4405323	0.5648196	0.7827005	0.6489130	0.2068984	0.1398868	0.7241895	0.6383258	0.1633938	0.6294034	0.0949607	0.1548043	0.2464804	0.5785569	0.1037245	0.3695146	0.3844756	0.4701421	0.0158259	0.1522287	0.6792525	0.4566371	0.4255486	0.4398657	0.2594322	0.6215646	0.5959527	0.4003201	0.0657604	0.6677418	0.2684786	0.1416806	0.3602033	0.7047318	0.3750837	0.0902260	0.6718389	0.8142672	0.5934804	0.1593629	0.3031031	0.4044066	0.4396695	0.4815041	0.2992455	0.5410808	0.2894413
950	0.3138484	0.4917682	0.2568709	0.5765006	0.6411205	0.4352441	0.0274447	0.0408082	0.4251802	0.3984512	0.2936830	0.5061710	0.7081066	0.6887258	0.0346779	0.1340845	0.0005249	0.6113202	0.3018904	0.6245854	0.6122533	0.7419134	0.1530404	0.1336377	0.6540714	0.6334920	0.1420976	0.6514701	0.0884148	0.1469860	0.2613233	0.7092983	0.0882477	0.3716504	0.2750164	0.4949401	0.0021103	0.1857783	0.7335898	0.3593574	0.4418178	0.4986107	0.2760287	0.6783486	0.5386976	0.4168283	0.0591374	0.7627145	0.2473002	0.2206331	0.2331556	0.6380901	0.3467493	0.0844870	0.6581293	0.7376831	0.4261516	0.1074372	0.2459073	0.3795755	0.4125649	0.5080747	0.2654697	0.5983935	0.3177808
1000	0.2762225	0.3631302	0.2495490	0.8036761	0.5675508	0.4608114	0.0198918	0.0412737	0.5029832	0.3299701	0.3167928	0.6611462	0.7916553	0.6838357	0.0240396	0.1308916	0.0020218	0.6793226	0.2350988	0.6973167	0.5984234	0.7602942	0.1239546	0.2016776	0.5776785	0.5385167	0.1823901	0.6090329	0.1275541	0.2014307	0.2583394	0.5242813	0.1191328	0.3630293	0.2479573	0.5165908	0.0038063	0.2056460	0.6396150	0.4037401	0.4748033	0.5336490	0.2983102	0.7343859	0.5657731	0.3242708	0.1100290	0.6531436	0.3202948	0.2116646	0.3360473	0.7583848	0.3258096	0.0412280	0.7141091	0.8066646	0.6512025	0.1053151	0.1988084	0.3635034	0.3729001	0.4923480	0.2786699	0.6360761	0.3716786

0	0.3140927	0.3284951	0.2766843	0.6366003	0.5629747	0.4607267	0.0194863	0.0444458	0.5724745	0.3843847	0.2516097	0.6015417	0.6633811	0.8115330	0.0259589	0.1535063	0.0065740	0.7506853	0.3900139	0.7361206	0.5134853	0.5920065	0.1389753	0.0996378	0.6284292	0.6206817	0.0790486	0.6103030	0.1174060	0.1473873	0.2397486	0.6701667	0.0764981	0.3746450	0.3359706	0.5133147	0.0066819	0.1093098	0.6766348	0.2967933	0.5107598	0.5533644	0.3039725	0.7664247	0.6859764	0.4066583	0.0459942	0.6150661	0.2769746	0.2646698	0.3001836	0.7118517	0.4287667	0.0756941	0.6505003	0.6170553	0.5784689	0.1400023	0.3474875	0.4609602	0.4257375	0.5004007	0.2823546	0.6768167	0.3644776
50	0.4464017	0.3258568	0.2934225	0.5965898	0.5101016	0.5730869	0.0563575	0.0506496	0.4512733	0.4032440	0.5572629	0.6365870	0.6283154	0.6563071	0.0299385	0.0921903	0.1302410	0.8290688	0.3521322	0.5611039	0.6343411	0.5811515	0.0660254	0.1813196	0.7157087	0.4027435	0.1506364	0.7266179	0.0954037	0.0600580	0.4701397	0.5630350	0.1189688	0.3853175	0.3202891	0.4612325	0.0084852	0.1416586	0.4173762	0.3534068	0.4607143	0.3983876	0.3210273	0.6089167	0.5687592	0.2606919	0.1191441	0.3103087	0.1873290	0.1579698	0.2590353	0.6333653	0.4734541	0.0576975	0.5563468	0.7337310	0.6137260	0.1363903	0.3301394	0.4139531	0.4552537	0.5816361	0.3135150	0.6698441	0.4300932
100	0.4554432	0.3417215	0.1891638	0.6156520	0.4794389	0.4239956	0.0095792	0.0658792	0.4285370	0.4333732	0.6177810	0.6589131	0.6276757	0.6442965	0.0157528	0.1775333	0.1883388	0.6096855	0.3581577	0.6306057	0.7355586	0.6842110	0.0497741	0.2318967	0.5565616	0.4542862	0.1352999	0.5988699	0.1261109	0.0214636	0.4374543	0.5520337	0.0868456	0.2345793	0.4271316	0.5726197	0.0011436	0.1034602	0.3217706	0.3686948	0.2927440	0.5953625	0.3929783	0.7427061	0.5825183	0.3272947	0.1268463	0.3156009	0.2866392	0.1660370	0.2456375	0.7538638	0.4426738	0.1001188	0.8069164	0.7497784	0.5495519	0.1732700	0.3252422	0.3286421	0.3601116	0.5588631	0.3604859	0.7070592	0.4196375
150	0.4097354	0.4014575	0.3259109	0.7203190	0.4387475	0.3673682	0.0137213	0.0358301	0.3562110	0.5090091	0.6409800	0.7469927	0.6032348	0.6933600	0.0403952	0.1679188	0.1817539	0.7676808	0.4163558	0.6249966	0.5974330	0.6964549	0.0365295	0.2521050	0.7080638	0.4713403	0.1614976	0.7513507	0.0665589	0.0446158	0.4453667	0.6533661	0.0441307	0.2688066	0.4908883	0.4655093	0.0062925	0.0472929	0.2008403	0.4041286	0.2251742	0.5582780	0.3279746	0.7017694	0.6808530	0.3378366	0.1829561	0.2634648	0.2129805	0.1478786	0.3607863	0.6655904	0.3766611	0.0958698	0.6072736	0.7783921	0.6336062	0.1261810	0.3192529	0.4288318	0.4273245	0.6317233	0.2050490	0.7647258	0.2892544
200	0.4091765	0.2667340	0.2747260	0.5943755	0.4431709	0.3085915	0.0263187	0.0587177	0.3401266	0.4099835	0.5828700	0.6995919	0.8787043	0.6163593	0.0244250	0.1485412	0.1822624	0.8710636	0.2437040	0.6263326	0.6102696	0.6273772	0.0272202	0.3099711	0.5919945	0.4399646	0.1836656	0.6156642	0.1036038	0.0183772	0.4246508	0.5130924	0.0664895	0.2977137	0.4379424	0.4512638	0.0063709	0.0689738	0.2845176	0.3964057	0.2192006	0.4331985	0.2373738	0.6587505	0.6562286	0.3162319	0.1226325	0.4057208	0.2316582	0.1008888	0.2919938	0.6328156	0.5195244	0.0896897	0.7466840	0.7855662	0.6921507	0.1271584	0.3071222	0.3984956	0.3941158	0.6750266	0.2100632	0.6405910	0.3038788
250	0.4101852	0.2293269	0.1992055	0.6950690	0.4122267	0.4540462	0.0297391	0.0698907	0.4472547	0.4266699	0.6059868	0.8383461	0.7627392	0.7045041	0.0396804	0.0947889	0.1696398	0.6006173	0.4066872	0.7361645	0.5242927	0.6784552	0.0064070	0.2659158	0.7597221	0.4564501	0.2463056	0.6592510	0.1147902	0.0398128	0.3753262	0.5679558	0.0725415	0.2723875	0.4557397	0.5099179	0.0109019	0.0303886	0.3850221	0.4052506	0.2525525	0.4974660	0.2199358	0.6501167	0.6112201	0.3787569	0.1609508	0.3275653	0.2595207	0.1336157	0.2568678	0.6143356	0.4817062	0.0722655	0.5364216	0.7829414	0.6123991	0.1121762	0.2548174	0.5082830	0.4262123	0.5077830	0.2346044	0.6646582	0.3499134
300	0.4673045	0.3635705	0.2365772	0.6075003	0.5051748	0.3691099	0.0098891	0.0683078	0.3525959	0.3838755	0.6267129	0.6794041	0.6852980	0.6919171	0.0119330	0.0795049	0.1616210	0.7366218	0.3783966	0.6391614	0.5183193	0.6549180	0.0152270	0.2395365	0.5752519	0.4444127	0.2034132	0.7104671	0.0397154	0.0321268	0.4618207	0.4876705	0.0327438	0.2546665	0.4574444	0.5387887	0.0147280	0.0154799	0.3554044	0.3053281	0.2035223	0.4484338	0.2520047	0.7327401	0.5588602	0.3890652	0.1512331	0.2573982	0.2303451	0.1588970	0.3388704	0.8010545	0.4146087	0.0570171	0.5393589	0.8590957	0.5441677	0.0879389	0.3091997	0.3767104	0.5123458	0.4303340	0.2897706	0.6665734	0.3662865
350	0.4907311	0.3511460	0.2440813	0.7690492	0.4234080	0.4750265	0.0249165	0.0503365	0.3861868	0.4946059	0.7222925	0.7541967	0.7705252	0.6823929	0.0128194	0.0886756	0.1977681	0.5857721	0.2656665	0.5884622	0.4736839	0.6681837	0.0160011	0.2124680	0.6726776	0.3580897	0.1551209	0.6828335	0.0610143	0.0204853	0.5455917	0.5077468	0.0356399	0.2148282	0.3901440	0.4501586	0.0417905	0.0510158	0.2519927	0.3158576	0.1900567	0.5445569	0.3462798	0.7426111	0.6872277	0.4468638	0.1055852	0.2887260	0.1545762	0.1707329	0.2539603	0.6054414	0.4530281	0.1138030	0.7095144	0.8487940	0.4732236	0.0956786	0.3845427	0.4256030	0.3576975	0.6070746	0.2804199	0.6547061	0.2912542
400	0.4335466	0.3129475	0.2196753	0.7978772	0.4123274	0.2215903	0.0245335	0.0649561	0.3788206	0.6014170	0.6135074	0.6131294	0.6027705	0.5997167	0.0238664	0.0933689	0.0939170	0.6602244	0.3173195	0.6676495	0.5769504	0.6190024	0.0051560	0.2226793	0.4838190	0.3194290	0.1475651	0.7263428	0.1013923	0.0240586	0.4716794	0.4927474	0.0180514	0.1818894	0.5010608	0.5602727	0.0123263	0.0476956	0.2459528	0.2685638	0.2071532	0.4264086	0.3432234	0.8001893	0.6309849	0.4154342	0.0987132	0.2433842	0.2542414	0.1483195	0.2429093	0.6622227	0.3402414	0.1256800	0.6223627	0.6653068	0.5979398	0.1471922	0.2622634	0.4592359	0.4238423	0.5437817	0.2186716	0.6606323	0.3380401
450	0.4588221	0.3439742	0.2513582	0.7818171	0.3381094	0.2509687	0.0144118	0.0592039	0.3095158	0.5036945	0.7607742	0.7621452	0.6637960	0.6485996	0.0291430	0.1730384	0.2111885	0.6586579	0.3670544	0.6511847	0.6344842	0.6695176	0.0029608	0.3109061	0.4585136	0.3843448	0.1617222	0.6667610	0.1417636	0.0548635	0.4932191	0.5816377	0.0199729	0.1411826	0.5435400	0.4886229	0.0096321	0.0316205	0.3166860	0.3292895	0.0773970	0.5333244	0.2704010	0.6814162	0.5034669	0.4323886	0.1100512	0.3149874	0.2121515	0.0680663	0.4146390	0.7771936	0.3146410	0.1100547	0.5989575	0.8546499	0.5829456	0.1316814	0.3322448	0.2845833	0.3844746	0.5408169	0.1559752	0.7271801	0.3719396
500	0.4532275	0.2572957	0.1923989	0.8359836	0.3291380	0.2741008	0.0312271	0.0712006	0.4195538	0.4754319	0.5829818	0.6617184	0.6599103	0.7773534	0.0260703	0.1014034	0.1698007	0.6490907	0.3866599	0.7002067	0.4191187	0.6406603	0.0052730	0.3016328	0.6634972	0.4133890	0.1196663	0.6574844	0.0760603	0.0259692	0.4013231	0.5303094	0.0240694	0.2030128	0.5420738	0.5074610	0.0094296	0.0189799	0.3127328	0.3283877	0.1267799	0.5628510	0.2792652	0.6450398	0.6886595	0.4320702	0.0933455	0.2611811	0.2015801	0.1154475	0.2813259	0.7132547	0.3438475	0.0900438	0.6582327	0.7052834	0.5173467	0.1257258	0.2842561	0.3823542	0.4936057	0.6145765	0.1890746	0.7154241	0.3135421
550	0.2562764	0.3018662	0.1694374	0.7272574	0.4546937	0.3287790	0.0113024	0.0638520	0.4853581	0.3696921	0.4984988	0.7049637	0.7541913	0.6922546	0.0313623	0.0775387	0.0283421	0.6150949	0.3352870	0.6265837	0.5473269	0.7131293	0.0486149	0.2751531	0.5082106	0.4046777	0.2038310	0.7580768	0.0939268	0.0994976	0.2249036	0.4911677	0.0509799	0.1828851	0.5225511	0.4760538	0.0199127	0.0641526	0.5435362	0.3802416	0.1792875	0.4699490	0.4099874	0.7211926	0.7478665	0.5103286	0.0859260	0.5797178	0.2348263	0.1188787	0.2795642	0.6886438	0.3420165	0.0902614	0.5790782	0.5518396	0.5675777	0.1379516	0.3476569	0.3748686	0.4143707	0.5035735	0.2190618	0.6547941	0.3427916
600	0.2188001	0.3870336	0.2676658	0.5803355	0.5879937	0.2586400	0.0213686	0.0431635	0.5489278	0.3711712	0.3707598	0.6600733	0.7203430	0.6921250	0.0071076	0.1170332	0.0167144	0.7131825	0.3539552	0.6835738	0.6620970	0.7092765	0.0859567	0.2013316	0.6592383	0.4360318	0.1314090	0.6675830	0.0801298	0.1684330	0.1533426	0.6614871	0.0458205	0.2419138	0.4793412	0.4829889	0.0199311	0.0624759	0.5948770	0.3676983	0.2219664	0.5317453	0.2889519	0.8414901	0.6952630	0.4603564	0.0510826	0.7477700	0.3133482	0.1389344	0.2868670	0.6983463	0.3815722	0.0625232	0.6160858	0.6500035	0.5350749	0.0871325	0.4524489	0.3380594	0.4073816	0.5030253	0.2252407	0.7212038	0.2640885
650	0.1985253	0.4345270	0.3421893	0.6729372	0.5797326	0.2496083	0.0046361	0.1010569	0.4981977	0.4201685	0.3650737	0.6637651	0.5983960	0.6398789	0.0238896	0.0840762	0.0121658	0.6974512	0.4139995	0.6466482	0.5580171	0.6914234	0.0741110	0.2167046	0.6548122	0.4673611	0.1069906	0.7792349	0.0994419	0.1919800	0.1425992	0.5281030	0.0424225	0.3077368	0.3887623	0.4933975	0.0022459	0.0418326	0.7046551	0.3298993	0.2423072	0.5084447	0.3660317	0.5975218	0.7265546	0.3860773	0.1059645	0.5747133	0.2954189	0.2083551	0.3013571	0.7350514	0.3827072	0.0615091	0.6506290	0.7102997	0.4848587	0.1607547	0.3088707	0.3813439	0.2935928	0.5140350	0.2199474	0.8068664	0.3257725
700	0.3689416	0.3955389	0.3411487	0.4478956	0.6362457	0.2514489	0.0142232	0.0893986	0.5147758	0.4080330	0.3196704	0.7282986	0.4419197	0.6536203	0.0045237	0.0774852	0.0188748	0.5615961	0.2719748	0.6451387	0.6433156	0.8144615	0.0999675	0.1352127	0.6339089	0.4900341	0.0564420	0.6437452	0.1072373	0.1562823	0.1549768	0.4750378	0.0408755	0.2835686	0.3467240	0.4461651	0.0111478	0.0920366	0.6408903	0.3258474	0.4131970	0.6119033	0.3649901	0.8272117	0.6267543	0.4658322	0.0580410	0.5959576	0.2019640	0.1299223	0.2630867	0.6862278	0.3410089	0.0777253	0.7139919	0.7813973	0.5765259	0.1135835	0.3440703	0.3512774	0.5124912	0.6341323	0.3517840	0.4981431	0.3399215
750	0.2559257	0.4270369	0.2720499	0.5714287	0.6701285	0.3314262	0.0080729	0.0822513	0.6990485	0.4386706	0.2923964	0.7608727	0.6984714	0.7354868	0.0087040	0.0774247	0.0057328	0.7037778	0.3083579	0.7339085	0.5719858	0.7241103	0.1141920	0.1700574	0.5654009	0.5309250	0.0891749	0.7721992	0.1114182	0.1285358	0.2205910	0.5090424	0.0696484	0.3493833	0.3482254	0.6061785	0.0119928	0.0876696	0.7291191	0.3630478	0.3951756	0.5011862	0.2985943	0.6507615	0.6209815	0.3483401	0.0527052	0.5203774	0.2392404	0.2266138	0.3915295	0.7459584	0.3451852	0.0619007	0.6930742	0.7194151	0.5403022	0.0903891	0.3444620	0.3354204	0.4413202	0.4820676	0.2803042	0.6160425	0.2978108
800	0.2620425	0.4439596	0.3605650	0.5781454	0.5175485	0.4227815	0.0351568	0.0777536	0.5285299	0.4125860	0.3430571	0.6700704	0.6081472	0.6452208	0.0242508	0.0715800	0.0036189	0.5987736	0.3883719	0.7156067	0.6502778	0.7815881	0.1215108	0.1703161	0.7209980	0.6231094	0.1203757	0.6687810	0.0796985	0.1867713	0.2306106	0.5751941	0.0770867	0.3507655	0.2918607	0.5528382	0.0132796	0.1180830	0.7148374	0.2819043	0.5632489	0.4370902	0.2806402	0.5844035	0.6807438	0.3453491	0.0608798	0.7683884	0.2221801	0.1817610	0.3002161	0.7337323	0.3470574	0.0425229	0.6005279	0.6840974	0.5445061	0.1736344	0.2698669	0.3635269	0.4711562	0.4879022	0.2337731	0.6273877	0.3538215
850	0.3340725	0.2757307	0.3251424	0.6884074	0.6007335	0.4505172	0.0242390	0.0412629	0.5502601	0.3881247	0.2787582	0.7160614	0.7735539	0.8268845	0.0174576	0.1200364	0.0121696	0.6811321	0.2676802	0.7194011	0.6922515	0.7472047	0.2228396	0.1361966	0.6611948	0.5767203	0.1370586	0.6761005	0.1029162	0.1388726	0.2246532	0.6162232	0.0684838	0.3076903	0.3303414	0.4681395	0.0026125	0.1993001	0.6124427	0.3617568	0.4864357	0.4493940	0.2877429	0.6669692	0.5813563	0.3948751	0.0708029	0.6610745	0.3009084	0.2030487	0.2055893	0.6725000	0.4924718	0.0473984	0.7622458	0.6425359	0.6799709	0.1697870	0.3215304	0.3993827	0.3355316	0.5013905	0.2440848	0.6137965	0.2944993
900	0.2486259	0.4424213	0.2105106	0.6163881	0.6174685	0.4144330	0.0491122	0.0343248	0.4070188	0.4359978	0.3051920	0.7197736	0.7188628	0.6230845	0.0164434	0.0824063	0.0073619	0.6109647	0.2708259	0.5746527	0.4875875	0.6902811	0.1619773	0.1482068	0.6114073	0.5884019	0.1318945	0.7210117	0.0627242	0.1682594	0.2385039	0.5629909	0.0626976	0.3004164	0.3323132	0.4297220	0.0011578	0.1143584	0.7602466	0.4001233	0.3981887	0.4914160	0.2656735	0.7367774	0.5396730	0.3344359	0.0764546	0.7201219	0.3473295	0.2154550	0.2592005	0.6391468	0.4372481	0.0694250	0.5572501	0.6865572	0.4876053	0.1334022	0.2446314	0.3326109	0.2795987	0.5526916	0.2964716	0.6399232	0.3378966
950	0.2701688	0.3611165	0.3060482	0.7267468	0.5946389	0.4065933	0.0268633	0.0607264	0.5418033	0.4151001	0.2325720	0.6022047	0.6404552	0.8081303	0.0293417	0.0549730	0.0105548	0.6203653	0.3378591	0.5949847	0.5478259	0.6160789	0.1896970	0.1139475	0.7353904	0.5085686	0.1004988	0.6885920	0.1498084	0.1288521	0.1808427	0.5294917	0.1121203	0.3768010	0.4177393	0.4499872	0.0021783	0.1535405	0.6080684	0.3222640	0.4617984	0.6085106	0.2550299	0.6615821	0.6650262	0.3280425	0.0694727	0.6780689	0.2465550	0.2080460	0.2803999	0.6321737	0.5951259	0.0684347	0.7365812	0.7987820	0.6185553	0.0690663	0.2166110	0.2809415	0.3623308	0.5973732	0.3344060	0.7491996	0.2687246
1000	0.3511852	0.3793283	0.3075423	0.5711400	0.5531920	0.5395300	0.0154582	0.0368817	0.5115741	0.4504443	0.2565184	0.6478014	0.5868901	0.7326074	0.0312018	0.0863549	0.0132540	0.7844014	0.2992395	0.7004753	0.7533950	0.5920720	0.1195318	0.0749849	0.6114693	0.6144502	0.1499615	0.5635803	0.1161754	0.1089584	0.2476462	0.5597049	0.0891418	0.3180593	0.3700184	0.4478543	0.0014019	0.1576212	0.7327828	0.3193465	0.4455005	0.4985435	0.2754034	0.6978463	0.7273178	0.3468634	0.0447591	0.5345734	0.2411193	0.1888137	0.2711844	0.7276224	0.3158907	0.0204772	0.7315548	0.7414860	0.6204646	0.0809204	0.2536945	0.3606454	0.4426537	0.6528125	0.2693843	0.7647948	0.3976219

0	0.3939317	0.3670214	0.3001197	0.4447928	0.5787651	0.4357304	0.0139008	0.0444023	0.4766640	0.5169248	0.2347902	0.6091166	0.6387805	0.8248922	0.0377059	0.1233972	0.0094706	0.6996095	0.3457669	0.7988261	0.6549496	0.6014953	0.1496968	0.0802244	0.6580325	0.6593469	0.0906133	0.6570281	0.1972722	0.1177483	0.2736285	0.5613629	0.0449109	0.4761929	0.3917782	0.4304887	0.0053597	0.1259801	0.6991361	0.3931972	0.4873792	0.4347861	0.2295798	0.7582426	0.6096074	0.3447639	0.0673791	0.7535057	0.3244904	0.2060169	0.2520051	0.7694086	0.4936651	0.0977727	0.6759199	0.6413210	0.6519144	0.1828910	0.3429967	0.4270688	0.4339613	0.4617342	0.2849486	0.7563481	0.3245335
50	0.2924364	0.3891122	0.3547799	0.6594188	0.5920753	0.3307274	0.0015876	0.0461861	0.6938820	0.5205585	0.2781265	0.7107782	0.7561816	0.8298196	0.1180392	0.1010029	0.0453562	0.7490107	0.3298788	0.6659226	0.6214558	0.6415172	0.1427224	0.1142383	0.6167923	0.5805673	0.0871057	0.5400345	0.1160508	0.0512232	0.1710441	0.3727974	0.1560042	0.3249339	0.4144082	0.5360076	0.0015617	0.2048958	0.6738938	0.4687522	0.3597728	0.4883072	0.3247674	0.6034618	0.5926487	0.4111435	0.0693988	0.4053648	0.3535544	0.1601941	0.3141729	0.5957936	0.3776593	0.0498637	0.6094399	0.7884353	0.5791022	0.0292538	0.1656261	0.5546601	0.3984002	0.5443587	0.2259470	0.2927971	0.1996905
100	0.2649015	0.4856513	0.2900848	0.5881373	0.5923712	0.3983425	0.0006351	0.0655004	0.6592705	0.5931248	0.3345980	0.5632245	0.6598411	0.6572750	0.2082737	0.1174659	0.0352352	0.7803373	0.4704322	0.6839081	0.4907657	0.7256622	0.2154877	0.0366782	0.7334711	0.6475920	0.1231116	0.5848317	0.1788215	0.0270555	0.3366507	0.6384545	0.0624921	0.3601762	0.2951246	0.4697239	0.0000000	0.1923141	0.7980093	0.5194619	0.1817615	0.6636599	0.3042809	0.6632540	0.5437227	0.4107843	0.1416010	0.2649133	0.2102809	0.1959040	0.2546260	0.7598571	0.3622449	0.0411734	0.6094228	0.8065710	0.5470395	0.0017201	0.1050736	0.5475324	0.2266200	0.4714057	0.1222341	0.2621612	0.1261707
150	0.3401063	0.4127764	0.2031184	0.6542271	0.5218818	0.4361893	0.0006311	0.0643979	0.5017382	0.4721212	0.2746118	0.7656034	0.8115385	0.5986578	0.2334013	0.1933805	0.0045887	0.6365388	0.5491774	0.7571186	0.5052611	0.6997268	0.1862837	0.0411899	0.6655404	0.5834480	0.2636848	0.5822784	0.1224035	0.0195447	0.2268357	0.6144062	0.1039271	0.3208044	0.3003259	0.4444847	0.0044987	0.2827135	0.7436587	0.5731633	0.1930237	0.4209736	0.2956082	0.5731155	0.4399771	0.5406198	0.3068365	0.3636119	0.1595733	0.1970288	0.1798738	0.6753092	0.4756134	0.0187326	0.6545859	0.6421647	0.4898858	0.0309235	0.0469650	0.4796323	0.0951971	0.5373407	0.0595953	0.2191357	0.0244062
200	0.2725728	0.4112280	0.3210542	0.7166491	0.6280308	0.4261110	0.0008040	0.0356945	0.5620307	0.6487204	0.3361383	0.6576339	0.5762061	0.7307865	0.2698748	0.1975080	0.0179033	0.7487482	0.5805387	0.6125269	0.5638024	0.7185917	0.2699442	0.0442665	0.6730787	0.5852446	0.3690137	0.5156979	0.1094108	0.0377988	0.2477945	0.5681347	0.0810760	0.3048224	0.3959323	0.4856447	0.0108789	0.3026995	0.5811530	0.6518265	0.2347432	0.4999755	0.2879794	0.6365791	0.4911398	0.5710300	0.2853171	0.3362270	0.1669935	0.1950122	0.1886104	0.6414097	0.3850733	0.0495389	0.8321919	0.7658659	0.4250274	0.0395321	0.0413859	0.5982621	0.0916296	0.4991601	0.0684589	0.2259114	0.0208528
250	0.3066768	0.3798645	0.3352236	0.8202646	0.6138559	0.4101753	0.0011095	0.0353736	0.5706998	0.5988380	0.2535255	0.7791888	0.6157830	0.6742547	0.2628248	0.2426791	0.0134959	0.5846914	0.5671737	0.6289614	0.5422742	0.7046741	0.4929489	0.0319854	0.5272907	0.4220891	0.4466315	0.4263968	0.1920401	0.0212596	0.1962364	0.6173450	0.0881841	0.3757475	0.3553251	0.4363772	0.0009745	0.2817244	0.6778861	0.6283270	0.1950413	0.4573081	0.2823420	0.6588976	0.4941336	0.3763775	0.3540415	0.3600388	0.1363239	0.1839945	0.1314077	0.7326575	0.3712796	0.0566625	0.6025553	0.6804408	0.5117925	0.0188533	0.0240239	0.6622772	0.0407974	0.4968060	0.0460494	0.1684945	0.0130328
