"Time"	G1	G2	G10	G20	G4	G17	G16	G8	G9	G11	G56	G3	G5	G19	G13	G15	G14	G12	G50	G41	G52	G53	G51	G21	G22	G55	G42	G54	G40	G49	G39	G35	G44	G45	G47	G18	G94	G98	G95	G43	G48	G61	G57	G79	G60	G84	G81	G80	G83	G88	G82	G89	G85	G90	G91
1000	0.3531186	0.3870595	0.5152523	0.3608250	0.3453965	0.2787218	0.0060108	0.2570975	0.0706465	0.3380975	0.4644543	0.0148602	0.3748416	0.0128614	0.5970798	0.0926396	0.2334531	0.1209434	0.0868639	0.7925107	0.3214986	0.7958738	0.1545201	0.4374191	0.7336848	0.6680418	0.5816450	0.4124037	0.0452737	0.2342320	0.2034849	0.5710287	0.4295725	0.2657122	0.3741785	0.6200894	0.7146436	0.6847984	0.5019155	0.1990912	0.2608307	0.0203098	0.5515852	0.3178879	0.3102475	0.6576900	0.6953999	0.5653509	0.0837962	0.0795559	0.7500321	0.4888245	0.0448810	0.1303067	0.7472608

0	0.3910432	0.4771968	0.5455652	0.3250936	0.4167474	0.4852474	0.0053332	0.2330715	0.0363359	0.3900159	0.3812388	0.0258381	0.5511298	0.0373666	0.6147154	0.0962879	0.2443027	0.1136831	0.0708745	0.7474895	0.2836689	0.7843489	0.2316339	0.4751851	0.8580683	0.5198613	0.5572872	0.4114620	0.0268902	0.1636789	0.2433730	0.5100590	0.4339158	0.2517525	0.4452856	0.5770901	0.8398710	0.7620687	0.4579873	0.2665111	0.3788830	0.0326228	0.7135453	0.4055738	0.2081859	0.6099734	0.7325228	0.6082465	0.0779534	0.0393842	0.7272644	0.4585495	0.0472351	0.1870407	0.7218376
50	0.2702751	0.1898007	0.4936554	0.3786953	0.3893185	0.2049485	0.0005476	0.2779307	0.4659547	0.4153049	0.3923583	0.0450461	0.1197675	0.0776779	0.5248740	0.0743957	0.2029430	0.1550291	0.0665282	0.7821136	0.3462860	0.7963325	0.2404686	0.2068057	0.7318914	0.3116734	0.6609236	0.1658069	0.0169074	0.3170063	0.2770564	0.4621812	0.4327526	0.1775284	0.1271426	0.5970905	0.7975315	0.6116520	0.4452127	0.3569815	0.3263476	0.0844379	0.5864755	0.3366422	0.3039489	0.6341466	0.7496267	0.6209532	0.0410451	0.0343469	0.7242387	0.6090922	0.0299271	0.1984621	0.7018808
100	0.0775376	0.1581470	0.6328189	0.1036672	0.2798221	0.1569644	0.0000000	0.3312194	0.6409424	0.3975564	0.4389814	0.0419591	0.0881655	0.0124357	0.5679457	0.1430753	0.2812563	0.2088547	0.1516761	0.8624035	0.2451151	0.5805288	0.1627483	0.1524529	0.6953634	0.2702986	0.5626770	0.1403658	0.0282108	0.1710723	0.0950748	0.3710306	0.4009366	0.0933975	0.0184599	0.5406031	0.7097133	0.7686937	0.5184119	0.3679873	0.2590681	0.0309702	0.6853051	0.3407128	0.4524883	0.6046714	0.8981962	0.7242799	0.0651401	0.0483090	0.7226271	0.6209439	0.0182307	0.2533729	0.7499979
150	0.0332415	0.1628032	0.6238197	0.0195363	0.1001307	0.0839606	0.0019286	0.5736775	0.4860578	0.6196809	0.4204572	0.0594861	0.0824286	0.0089260	0.5069034	0.0952493	0.1716724	0.2615449	0.2719184	0.8928904	0.2912664	0.4798498	0.1274420	0.1307385	0.3268460	0.2604728	0.5636448	0.0948067	0.0004971	0.0705195	0.0771560	0.2427434	0.3935343	0.0496973	0.0057480	0.5486080	0.7869033	0.7458476	0.5727921	0.3627397	0.2545509	0.0342283	0.5800267	0.4057936	0.3980259	0.6591620	0.5760723	0.8244119	0.0722528	0.0936352	0.6670823	0.6415135	0.0323157	0.1129683	0.7172665
200	0.0546727	0.1807738	0.7752461	0.0505925	0.1186813	0.0597126	0.0335115	0.5357142	0.6092525	0.5654386	0.6354008	0.0315155	0.1130691	0.0092069	0.5389620	0.1312277	0.1741968	0.2857322	0.3575206	0.7510086	0.1370626	0.4785779	0.1188058	0.0894589	0.2624707	0.2525367	0.5685761	0.0366325	0.0106324	0.0531682	0.1038298	0.1329370	0.4368512	0.0254594	0.0035656	0.5200170	0.7463021	0.7173810	0.3825111	0.3844912	0.2464555	0.0253154	0.7894682	0.4316354	0.3187954	0.6929450	0.6949019	0.7227998	0.0479252	0.0502066	0.7698983	0.6151046	0.0607703	0.1213030	0.6831675
250	0.0314992	0.2093645	0.7739826	0.0141189	0.0902967	0.0715339	0.0224398	0.6176527	0.5908530	0.3894177	0.4406194	0.0703850	0.1386827	0.0045492	0.5894137	0.1827823	0.3219664	0.3479079	0.2120199	0.7190021	0.2105832	0.4494233	0.1076017	0.1083590	0.2820904	0.2108596	0.4076140	0.0540218	0.0143536	0.0301526	0.0966242	0.1534368	0.4056833	0.0210306	0.0017051	0.6331924	0.7112753	0.6713428	0.4860642	0.4749877	0.1981588	0.0199120	0.7148645	0.4000462	0.4129209	0.6613559	0.7313913	0.5291578	0.0525410	0.0673918	0.7697256	0.6251056	0.0761033	0.1660959	0.7432640
300	0.0461198	0.1777214	0.7251273	0.0052080	0.0473181	0.0578612	0.0220511	0.6848325	0.6348069	0.4721394	0.4158487	0.0642014	0.1886726	0.0113184	0.6921042	0.1948404	0.2761728	0.4800981	0.3106949	0.5982504	0.1090347	0.4210746	0.1387545	0.0724184	0.1438894	0.2466619	0.4820123	0.0575517	0.0124355	0.0206557	0.0555775	0.1717741	0.4621827	0.0510312	0.0007069	0.5501382	0.6483465	0.7289968	0.5089133	0.3293156	0.2382936	0.0343235	0.6689787	0.4078602	0.4508256	0.6437343	0.6443833	0.5341599	0.1397036	0.0847735	0.7704619	0.6971002	0.0560472	0.1551275	0.7168169
350	0.0139157	0.1763689	0.6588778	0.0283061	0.0438409	0.0326192	0.0590201	0.5134178	0.5476591	0.6727288	0.5843099	0.1045470	0.1261593	0.0010614	0.5536251	0.1774189	0.2883950	0.3978969	0.3810014	0.6289951	0.1464815	0.3958565	0.1768547	0.0965395	0.1721302	0.2324285	0.4751678	0.0610960	0.0108164	0.0791534	0.0472347	0.1173434	0.3701845	0.0521574	0.0028839	0.5551671	0.6661466	0.9131144	0.4619914	0.3124783	0.2885720	0.0103254	0.6593639	0.3823630	0.4594996	0.6399725	0.8127293	0.6465953	0.1002734	0.0668104	0.7014638	0.6776271	0.0568371	0.1094328	0.6865233
400	0.0479528	0.2782583	0.8046370	0.0275166	0.0279930	0.0451702	0.0373064	0.4706829	0.5921551	0.5066091	0.6188389	0.0889253	0.1534012	0.0055087	0.4763277	0.2201375	0.2284826	0.5730606	0.2746215	0.6227795	0.1417567	0.4242651	0.1585954	0.0804764	0.1838267	0.1466171	0.4494775	0.0454733	0.0213416	0.0254701	0.0856525	0.1608127	0.4928309	0.0202371	0.0013122	0.5572941	0.7053731	0.8017784	0.5167911	0.3999141	0.3136643	0.0169190	0.6250279	0.2837296	0.3697702	0.6658370	0.7795433	0.6412093	0.0713538	0.0471969	0.8577836	0.5926088	0.0297070	0.1287658	0.6534145
450	0.0129121	0.1690896	0.8488293	0.0154973	0.0288518	0.0338943	0.0336681	0.4961388	0.7214967	0.4027205	0.4831456	0.1215524	0.0926621	0.0113368	0.5773425	0.1413586	0.1791152	0.4759160	0.3074390	0.5696610	0.1609990	0.4254874	0.1742413	0.1089747	0.1479279	0.2021397	0.5142227	0.0514190	0.0381280	0.0733387	0.0633787	0.1092448	0.3213082	0.0240048	0.0016640	0.5661201	0.7867067	0.7443101	0.4496821	0.5353151	0.2636751	0.0253876	0.5919970	0.3836242	0.3768694	0.5807095	0.7387935	0.6198155	0.0557984	0.0624326	0.7203157	0.6893456	0.0529749	0.1649792	0.8288385
500	0.0629764	0.2089811	0.8188965	0.0289634	0.0644936	0.0396035	0.0485444	0.4551726	0.6438532	0.4291273	0.4721708	0.1340053	0.1040547	0.0062020	0.6186601	0.1543217	0.1776814	0.4316096	0.2696152	0.6122999	0.2039077	0.4289158	0.1648960	0.0747897	0.1652615	0.2190929	0.6541038	0.0301512	0.0107688	0.0163598	0.0435195	0.1561956	0.2983512	0.0564885	0.0000000	0.6664635	0.6358264	0.7356724	0.4325072	0.3500465	0.2895606	0.0112227	0.6184261	0.3528975	0.3813524	0.6860144	0.6905345	0.7078945	0.0800337	0.0361221	0.8748897	0.6591330	0.0785457	0.2529002	0.8751545
550	0.1922428	0.4986658	0.8638373	0.0205121	0.0607249	0.2160010	0.0458653	0.4170972	0.3018820	0.4856318	0.5183683	0.0611217	0.5470394	0.0032121	0.5149281	0.1061448	0.2667259	0.4670339	0.1557884	0.6006548	0.1693267	0.6133911	0.2732743	0.2392307	0.7015646	0.3896783	0.4984713	0.3790424	0.0432042	0.0187281	0.0828724	0.2612535	0.2292181	0.1001640	0.2942604	0.4761738	0.7428954	0.7681189	0.4863766	0.2339505	0.3498048	0.0133124	0.5045993	0.2947949	0.3909367	0.5862486	0.5746694	0.6208161	0.0478860	0.0689075	0.7003181	0.5008464	0.0460353	0.1819636	0.6110669
600	0.5321656	0.5644752	0.7218248	0.0583563	0.2287126	0.3757852	0.0285040	0.2739526	0.1055552	0.4099565	0.2812487	0.0143553	0.6702254	0.0023391	0.6482560	0.1002393	0.2647785	0.2906165	0.0809932	0.8078444	0.2858641	0.5351120	0.2719270	0.3305261	0.6070096	0.6566110	0.6392574	0.4435221	0.0743152	0.0595823	0.2367606	0.5092433	0.3743148	0.3261408	0.3707624	0.5700673	0.8449342	0.6829210	0.4618787	0.1790115	0.3596327	0.0410687	0.6127289	0.3133359	0.2169252	0.5872667	0.7662720	0.7924356	0.0339756	0.0691005	0.7356642	0.3780233	0.0487398	0.1992068	0.6604209
650	0.5261611	0.5255135	0.6930313	0.3999924	0.3308455	0.4359599	0.0071525	0.2278264	0.0733985	0.3610057	0.3713022	0.0299254	0.4425701	0.0482555	0.4416970	0.0906002	0.2484957	0.2243637	0.0672916	0.6303792	0.3531607	0.7354529	0.2914566	0.3001065	0.7784406	0.4790708	0.5837272	0.4323190	0.0880836	0.2548112	0.2360781	0.6146078	0.4347362	0.3986861	0.4781564	0.5744010	0.6995668	0.5937362	0.5168938	0.1978236	0.4136981	0.0377371	0.5734976	0.4175748	0.1587805	0.6678621	0.6638107	0.5650462	0.0896527	0.0475349	0.7575950	0.5183262	0.0582105	0.1864163	0.5976190
700	0.4911717	0.4065254	0.5859276	0.5146680	0.4156786	0.4219141	0.0092190	0.1369423	0.0655117	0.2174676	0.4557315	0.0062608	0.2988439	0.0574377	0.5182220	0.0910836	0.1889655	0.2076856	0.0297917	0.6908504	0.3613393	0.6639193	0.1836006	0.3897867	0.7525223	0.6151859	0.5465186	0.5249831	0.0930343	0.2325333	0.2098847	0.6733773	0.4571860	0.3104842	0.4471924	0.5420224	0.9172254	0.8228317	0.4705701	0.2585117	0.3754458	0.0651913	0.5809537	0.3173323	0.2035804	0.7489238	0.6851388	0.7031167	0.0874337	0.1167783	0.6108680	0.4225748	0.0294906	0.1529837	0.7199070
750	0.3529232	0.3102059	0.5831910	0.5273812	0.5114339	0.3849300	0.0091181	0.1751905	0.0703900	0.2339025	0.4133232	0.0186572	0.2680752	0.0889449	0.6169228	0.0693197	0.1694652	0.2357657	0.0881427	0.7769973	0.3115745	0.6888462	0.1725389	0.4433132	0.8338890	0.6088559	0.5481155	0.5011807	0.0284244	0.2615107	0.2730228	0.5000360	0.3857974	0.2728149	0.3855057	0.5983591	0.7699994	0.7943792	0.3693194	0.2121608	0.3899012	0.0663067	0.5629916	0.3372791	0.3098744	0.6270066	0.6843661	0.6176189	0.0579924	0.0501695	0.6851670	0.4632540	0.0471850	0.2108045	0.5853645
800	0.4629394	0.4165729	0.5650713	0.2560599	0.4546983	0.5344759	0.0138039	0.2711424	0.0727801	0.3566045	0.4234365	0.0177200	0.5118618	0.0079557	0.7645751	0.1710154	0.2802406	0.2853910	0.0488798	0.7884494	0.3193719	0.8370062	0.1789982	0.4418934	0.6816142	0.5635746	0.5981569	0.4433531	0.0272219	0.2268470	0.1948992	0.4751383	0.2782483	0.3168346	0.4069320	0.5920225	0.8464553	0.7181312	0.4972979	0.2481976	0.2779734	0.0181132	0.6817064	0.4178855	0.3395454	0.6082523	0.6415970	0.5716610	0.1054864	0.0542675	0.8009510	0.6067707	0.0381698	0.1828963	0.6157688
850	0.5012067	0.4219079	0.6335380	0.3664906	0.4192095	0.4306794	0.0083718	0.2988053	0.0543658	0.3411210	0.4034352	0.0103641	0.3438583	0.0395456	0.5733566	0.0774960	0.2311458	0.2233135	0.0446772	0.8614746	0.3742422	0.6931851	0.2423450	0.4729620	0.6638830	0.6156954	0.6058067	0.5060397	0.0372279	0.1997264	0.2146328	0.4810828	0.3560164	0.3148183	0.4183563	0.6353281	0.7655087	0.7450061	0.4358082	0.2605159	0.3543979	0.0116334	0.6831051	0.2958525	0.3132050	0.6315683	0.8085520	0.5587964	0.1006040	0.0643602	0.7335125	0.4359468	0.0582202	0.1784099	0.5664386
900	0.5195991	0.5193515	0.5372652	0.4484268	0.5272414	0.3546919	0.0097964	0.2658596	0.0651023	0.3421716	0.4365271	0.0113624	0.3880711	0.0487534	0.5957921	0.0578342	0.2520914	0.1734957	0.0648419	0.8112182	0.2785458	0.6779897	0.1913510	0.4819617	0.8251590	0.5244098	0.6087774	0.5531512	0.0377880	0.3251005	0.2589421	0.6528123	0.3991411	0.3328158	0.3640873	0.5471698	0.6876340	0.7921488	0.6607617	0.2259289	0.3383142	0.0754793	0.5332217	0.3808459	0.2277764	0.6414032	0.7406732	0.6632939	0.1050222	0.0785915	0.8100448	0.4748034	0.0395055	0.1129672	0.7140704
950	0.4314187	0.4493190	0.5839631	0.4077853	0.4571665	0.3937071	0.0117287	0.1701104	0.0373100	0.3055727	0.4436724	0.0139803	0.2945649	0.0688912	0.5412139	0.0882420	0.2852525	0.1436194	0.0908902	0.8667541	0.3384973	0.6829969	0.1602876	0.4433517	0.6554743	0.5255703	0.5819406	0.5194346	0.0485897	0.2695760	0.1990843	0.6171217	0.2553835	0.3340425	0.4130825	0.6471546	0.6041107	0.8169728	0.5825802	0.2514711	0.3147595	0.0350819	0.6580529	0.2921674	0.2667649	0.7242635	0.7211062	0.7036813	0.0705964	0.0460837	0.6781351	0.5076165	0.0462760	0.1463999	0.6192172
1000	0.2936924	0.4262541	0.6579268	0.4007661	0.4592402	0.4049085	0.0100781	0.2157566	0.0246888	0.2968100	0.5657083	0.0349912	0.5025072	0.0316014	0.6287521	0.0818916	0.2309027	0.1861073	0.0770284	0.6650748	0.3045230	0.7423760	0.1485077	0.4665744	0.8704721	0.6657082	0.5870788	0.4505396	0.0289275	0.2231636	0.2330907	0.6455774	0.2885469	0.1883277	0.5607735	0.6411280	0.6438168	0.7749259	0.5025526	0.2320333	0.3620549	0.0701878	0.6352931	0.3019113	0.3354643	0.7485004	0.7991251	0.6936349	0.0917837	0.0639357	0.7559645	0.5616716	0.0177982	0.1850407	0.7867675

0	0.5108509	0.4389806	0.5771026	0.3234250	0.3780739	0.5746988	0.0072708	0.2774415	0.0713078	0.3731861	0.3320463	0.0274520	0.4046838	0.0370490	0.6542504	0.1016693	0.2409921	0.1378650	0.0514295	0.7427033	0.3342736	0.8647056	0.2329469	0.5910858	0.7836545	0.6104412	0.6097515	0.4846947	0.0232302	0.1364959	0.2231264	0.5451577	0.4043543	0.3258270	0.4716895	0.5750433	0.6623982	0.7389212	0.4567846	0.3080101	0.3975628	0.0455933	0.7171641	0.4445122	0.3061762	0.6619593	0.7870415	0.5823468	0.0554217	0.0198036	0.7873628	0.4921967	0.0295310	0.1764874	0.6186651
50	0.3084062	0.3747294	0.4694121	0.4323844	0.2523723	0.3480175	0.0013887	0.1982570	0.0338806	0.4647948	0.0084797	0.0124349	0.3150651	0.0195257	0.4487660	0.1235956	0.3388471	0.1980745	0.0651084	0.7307428	0.1608836	0.9350377	0.2205433	0.5143899	0.6083281	0.5714496	0.5522334	0.3091643	0.0419264	0.1987433	0.2613930	0.5344655	0.2396463	0.1930509	0.4564110	0.6240062	0.3702212	0.7874667	0.5753758	0.6279427	0.2883998	0.2653776	0.6132010	0.3124765	0.3046393	0.6132179	0.7917058	0.5327099	0.1706753	0.0921123	0.8109926	0.4077023	0.0550442	0.1201877	0.6726036
100	0.4178399	0.4300218	0.4439933	0.2878697	0.2563498	0.2104864	0.0001224	0.2298712	0.0351071	0.5678011	0.0063633	0.0181593	0.3639753	0.0239882	0.5033121	0.1234058	0.3190106	0.1756208	0.0533323	0.6312354	0.1264616	0.7086861	0.2564002	0.5261549	0.7608345	0.6183507	0.4536907	0.2105884	0.0328806	0.1554322	0.2299939	0.5505498	0.2039735	0.2170405	0.3803049	0.5462377	0.2840686	0.7228395	0.5619276	0.6724624	0.3059446	0.2240402	0.6193793	0.3173997	0.2138802	0.6998043	0.7310958	0.5341808	0.2501935	0.0946712	0.6303336	0.3670438	0.0967441	0.2282444	0.5536648
150	0.5815870	0.5303832	0.4097233	0.3234985	0.3356995	0.2970034	0.0000000	0.2169259	0.0821753	0.4972679	0.0176530	0.0314457	0.5918104	0.0105589	0.5271551	0.0736404	0.4446111	0.1601601	0.0909360	0.7068706	0.1146139	0.7442409	0.2967991	0.4024749	0.7035041	0.7082136	0.4619542	0.2954514	0.0312530	0.1396088	0.2973975	0.5219744	0.4683129	0.3576154	0.5433870	0.5184959	0.3171773	0.7403718	0.5693303	0.6517620	0.3058124	0.2281249	0.5791479	0.4475242	0.2974987	0.8703808	0.6372138	0.6340409	0.1954049	0.0755073	0.6116446	0.4278798	0.0697914	0.1761561	0.6804539
200	0.5103644	0.4415824	0.3091507	0.4707523	0.3471396	0.2406953	0.0001567	0.2593393	0.1058381	0.4145559	0.0085475	0.0658680	0.4628654	0.0331251	0.4617987	0.0906387	0.1946970	0.1211244	0.0659739	0.5350981	0.0796088	0.8066913	0.2819388	0.5170726	0.7976415	0.6835599	0.5180812	0.2956292	0.0402839	0.2455131	0.2868424	0.4820304	0.3774921	0.3479449	0.4274659	0.5670877	0.3467189	0.8006612	0.6551012	0.7804949	0.2666135	0.2825853	0.7350600	0.2939781	0.2272072	0.7418867	0.7222328	0.5788827	0.1889169	0.0594266	0.6883832	0.4548153	0.0606444	0.1621436	0.6916450
250	0.4203759	0.3704110	0.3522815	0.4736224	0.4825388	0.2402189	0.0000314	0.1785386	0.0555307	0.7029738	0.0235024	0.0244040	0.4042276	0.0261523	0.5248339	0.0762537	0.3328784	0.1216204	0.0698766	0.5890026	0.0665251	0.7872529	0.2534770	0.4464213	0.8743967	0.6370108	0.5405470	0.3075257	0.0552926	0.2732793	0.2384949	0.5779837	0.3526217	0.3174785	0.4188209	0.5195845	0.2944092	0.9219606	0.6546599	0.5984763	0.3711912	0.3043761	0.5952613	0.3221306	0.2594726	0.5403619	0.5748992	0.6108322	0.2250861	0.0367068	0.7492103	0.3680830	0.0535248	0.1894886	0.5983150
300	0.4638316	0.4008423	0.3198683	0.3189928	0.4823479	0.2795802	0.0000000	0.2319684	0.0478430	0.6559393	0.0129642	0.0226219	0.4311247	0.0131726	0.5754139	0.0860271	0.5099839	0.2304352	0.1050620	0.7566778	0.0528490	0.8076367	0.2276632	0.5882484	0.6855001	0.6436510	0.6018151	0.1803031	0.0408944	0.1852670	0.2210648	0.5293500	0.3143881	0.2354682	0.5047854	0.5892604	0.2516406	0.7924751	0.6230307	0.6761569	0.3514583	0.2674165	0.6290296	0.3926765	0.2048805	0.6277533	0.7682534	0.6167257	0.1770190	0.1022266	0.7726921	0.4515150	0.0616538	0.2015357	0.6519986
350	0.4304028	0.4100080	0.2921395	0.4861268	0.3886778	0.2764316	0.0008782	0.1968027	0.0679601	0.5172771	0.0224387	0.0376482	0.3690139	0.0581066	0.5424770	0.0495329	0.3298899	0.1240139	0.0753509	0.5835638	0.0818184	0.7790696	0.2179931	0.5261203	0.9447854	0.6605092	0.5319840	0.2589125	0.0632512	0.1761147	0.1940632	0.5859664	0.3413110	0.2307251	0.5523612	0.6817727	0.3048140	0.6689897	0.5984749	0.7715167	0.2800553	0.2110814	0.7635141	0.2471683	0.3373686	0.5529592	0.8050712	0.6366531	0.1832183	0.0921413	0.6866316	0.4836774	0.0421824	0.1781112	0.6443182
400	0.3561432	0.3776994	0.2693406	0.4696585	0.4618967	0.2007074	0.0000000	0.1596585	0.0456747	0.5690224	0.0047126	0.0612541	0.3331033	0.0594966	0.4809432	0.0917456	0.1954408	0.1443170	0.0790134	0.7843541	0.1372743	0.7912438	0.2613487	0.5287974	0.6795639	0.5993403	0.6447907	0.2370235	0.0115239	0.2280847	0.2155910	0.5130610	0.3063914	0.2719409	0.4486316	0.6265818	0.3137116	0.6352571	0.6482370	0.7973011	0.2465360	0.2439216	0.7030412	0.4205700	0.3087712	0.7282593	0.6075913	0.6068689	0.1680359	0.0535905	0.6659725	0.4256103	0.0355222	0.1529197	0.6845491
450	0.3823013	0.4769112	0.3117421	0.3689512	0.4056951	0.2431659	0.0000000	0.2110465	0.0367354	0.4730867	0.0059601	0.0446336	0.3859282	0.0345166	0.4961281	0.0460492	0.1588263	0.1626067	0.0365391	0.5735469	0.1056620	0.6655770	0.2517707	0.5686809	0.7664839	0.5739351	0.5449474	0.2275147	0.0170773	0.2593539	0.2730459	0.5821928	0.3338921	0.4442210	0.5106741	0.5156392	0.2792935	0.6551865	0.5848095	0.6757401	0.2891393	0.4229935	0.6565749	0.2955420	0.4416422	0.6996899	0.7785109	0.6640444	0.1793709	0.1136774	0.7642516	0.4410160	0.0322697	0.1241471	0.6917024
500	0.5132153	0.3761992	0.3026052	0.3791357	0.4733221	0.2462933	0.0014566	0.2290863	0.0602876	0.6340828	0.0129180	0.0343546	0.5410479	0.0159787	0.3828030	0.0912088	0.2406744	0.1442078	0.0508689	0.6987796	0.0833137	0.7972585	0.1849885	0.5596511	0.7880596	0.6332757	0.5329435	0.2913145	0.0338785	0.2291139	0.2130945	0.5046223	0.3555271	0.2419230	0.3585420	0.4907327	0.3229521	0.7752882	0.6205331	0.6262908	0.3131243	0.3642162	0.6309479	0.2803960	0.2622938	0.7306692	0.7862101	0.7712324	0.1603355	0.0701520	0.8647311	0.5243078	0.0274837	0.1223337	0.6456108
550	0.4973976	0.3615805	0.5028981	0.3684963	0.3924350	0.3219153	0.0109156	0.2217304	0.0367910	0.5418417	0.3095502	0.0165203	0.5098116	0.0314182	0.5270112	0.1843385	0.2731148	0.1077287	0.0485422	0.6899716	0.2394919	0.7485651	0.2398007	0.5719582	0.7493762	0.4979914	0.6189767	0.5265886	0.0433070	0.2574007	0.2012587	0.4671815	0.4395833	0.3641782	0.4379870	0.6269623	0.7506561	0.8349500	0.3471946	0.3010132	0.3371594	0.1023944	0.7347190	0.2464073	0.3076976	0.6956491	0.6760621	0.6378892	0.1024321	0.0633657	0.7653377	0.4621593	0.0511273	0.2062568	0.6258240
600	0.4568381	0.3372995	0.3867893	0.5107755	0.4748406	0.3607061	0.0102851	0.1485705	0.0681080	0.2702345	0.3644198	0.0309661	0.4326922	0.0530615	0.5731579	0.0674964	0.2463079	0.1208265	0.0636156	0.6594276	0.3440776	0.7613758	0.2999864	0.4582139	0.7361117	0.6178891	0.5411778	0.5413305	0.0380126	0.2309610	0.2034836	0.5463282	0.4244892	0.4156274	0.4181184	0.5617811	0.7604505	0.7641905	0.2572953	0.4347248	0.3220277	0.0917642	0.7465587	0.3348498	0.2842304	0.6869695	0.7772478	0.6967619	0.1134630	0.0889006	0.7677182	0.5138978	0.0262874	0.2065696	0.7588557
650	0.4820840	0.5026941	0.5672706	0.4521490	0.4807241	0.3498049	0.0129757	0.1420442	0.0273021	0.3353436	0.5975097	0.0187498	0.3355914	0.0661931	0.5209202	0.0557163	0.2084343	0.1295523	0.0525595	0.7797557	0.3360860	0.8479534	0.2088584	0.5443900	0.8401958	0.5063414	0.5612017	0.4157510	0.0199029	0.1920006	0.2409565	0.4978865	0.2460940	0.2555587	0.4062757	0.7036183	0.8085132	0.7211136	0.4051673	0.3643648	0.3493391	0.0565190	0.5281373	0.3109665	0.3394368	0.5807896	0.6372516	0.5165728	0.0891014	0.0689587	0.7556502	0.4365537	0.0242633	0.1391982	0.6593806
700	0.2869945	0.4390250	0.5872359	0.3692539	0.3177448	0.4105201	0.0145840	0.2603809	0.0519599	0.3276387	0.4074425	0.0291873	0.4011756	0.0183080	0.5278939	0.1021154	0.2497659	0.1156067	0.0874418	0.7107626	0.3174568	0.6259981	0.2017940	0.4708253	0.6449690	0.6083446	0.5405253	0.5049262	0.0231040	0.2748939	0.1979542	0.5160012	0.2439346	0.2184247	0.4109312	0.5991700	0.8513609	0.7545764	0.4650692	0.3657653	0.3285709	0.0319904	0.6424236	0.3941637	0.2999530	0.7168626	0.7318167	0.6087657	0.0918407	0.0439253	0.7144950	0.5049566	0.0320937	0.1489276	0.6470944
750	0.4920973	0.4800189	0.5374207	0.2611852	0.3844389	0.5000757	0.0263650	0.2501317	0.0463494	0.3131963	0.4174103	0.0158590	0.4471317	0.0288445	0.5384506	0.1129964	0.2852991	0.1709696	0.0627821	0.6887781	0.3346503	0.7171559	0.2375789	0.5057863	0.6906745	0.5552893	0.5466134	0.4047700	0.0228076	0.1913339	0.3267939	0.5421855	0.3137180	0.2306248	0.4048969	0.4558453	0.7277851	0.7949315	0.5658546	0.2207562	0.3265640	0.0372085	0.5966183	0.4503937	0.3763433	0.7080133	0.6214097	0.7352132	0.0824159	0.0973448	0.7278523	0.4205501	0.0512737	0.1956844	0.6739039
800	0.3762292	0.5695975	0.5900182	0.2824262	0.3788871	0.3666367	0.0198396	0.2975381	0.0462600	0.3670988	0.4512114	0.0066226	0.4287819	0.0423005	0.5240656	0.1253829	0.4416869	0.1573237	0.0525268	0.6518536	0.3574514	0.6280733	0.2019295	0.5187213	0.7602833	0.5305543	0.5801644	0.4727955	0.0139917	0.2604249	0.2144762	0.5070024	0.3763650	0.2843167	0.4037818	0.6115305	0.9103451	0.7513566	0.6065941	0.2248714	0.3279263	0.0780005	0.7273511	0.2535830	0.3022206	0.6704810	0.6520438	0.5705664	0.1108882	0.0594003	0.7308308	0.4639384	0.0320934	0.2072829	0.6565439
850	0.4472244	0.4511049	0.4913346	0.5003143	0.4057670	0.4512990	0.0135049	0.2381126	0.0318514	0.3501116	0.4850907	0.0207004	0.2850877	0.0337319	0.6208149	0.0877846	0.2811709	0.1258407	0.0846615	0.8175553	0.3651539	0.6393218	0.2189471	0.4791837	0.8295695	0.6642735	0.5572544	0.4557817	0.0302360	0.2163090	0.2077118	0.5204461	0.3071401	0.2817088	0.4292139	0.6044277	0.6710911	0.7065311	0.4755327	0.2747494	0.3317479	0.0608273	0.5867871	0.4374170	0.3288922	0.6572099	0.7067514	0.7251036	0.0658445	0.0515847	0.8384550	0.5180660	0.0228932	0.1982839	0.7804760
900	0.3625000	0.4539118	0.6236466	0.3942478	0.4343335	0.4070923	0.0100785	0.1820401	0.0773337	0.3167963	0.4814576	0.0537836	0.2892470	0.0394898	0.6385541	0.0904586	0.1819322	0.1456642	0.0328868	0.7226071	0.3487222	0.7702650	0.2483609	0.4136371	0.7278259	0.6224071	0.6073322	0.3725686	0.0156626	0.2111874	0.2022467	0.5823284	0.2990900	0.2623487	0.5166085	0.6315522	0.6518989	0.8204469	0.3982173	0.2517106	0.4228292	0.0492819	0.6781111	0.3827041	0.3310201	0.6700008	0.6897282	0.5482774	0.0548160	0.0561852	0.7002674	0.4864254	0.0238248	0.2265434	0.6841360
