"Time"	G1	G2	G20	G10	G4	G17	G16	G9	G18	G94	G11	G98	G7	G6	G46	G100	G36	G37	G38	G34	G3	G56	G35	G5	G19	G14	G13	G12	G15	G39	G41	G50	G51	G53	G52	G55	G21	G22	G42	G44	G49	G40	G45	G54	G47	G72	G67	G57	G43	G48	G61	G8	G95	G60	G58	G99	G59	G79	G81	G83	G82	G84	G89	G80	G88	G90	G91	G86	G85	G78	G77	G75	G93	G92	G69
400	0.3637172	0.1746993	0.6769969	0.1047293	0.4470355	0.4314137	0.0860217	0.4377029	0.2199770	0.0957678	0.2594202	0.6301854	0.0090162	0.3946568	0.0136187	0.6155326	0.0023248	0.3115660	0.7167416	0.5955784	0.0520270	0.5889273	0.3622892	0.4132642	0.4096712	0.1983943	0.0071363	0.2171239	0.1866491	0.4226206	0.3521125	0.0981884	0.1138567	0.4341940	0.1267346	0.3618563	0.2437677	0.4338071	0.1538927	0.4599411	0.6364493	0.2260285	0.3830257	0.0440898	0.6604369	0.5599333	0.2987965	0.4638851	0.0157074	0.5286418	0.6229917	0.3608424	0.4088059	0.0244154	0.7013770	0.5712406	0.5159852	0.6394411	0.5424775	0.0655650	0.0351579	0.0454304	0.0225646	0.0148199	0.0476113	0.7739920	0.1888467	0.2577217	0.1966540	0.0203513	0.4122186	0.2838609	0.0325750	0.4198963	0.7457595
450	0.3173100	0.1152315	0.5804584	0.1036269	0.4984765	0.3982257	0.0684230	0.5858607	0.2761775	0.0996176	0.2447833	0.7184281	0.0064306	0.3849806	0.0005849	0.6823027	0.0006554	0.3920190	0.6627466	0.6792804	0.0676964	0.5282660	0.3435123	0.4129430	0.4386590	0.2397658	0.0015088	0.1990124	0.1625943	0.4330386	0.4637373	0.1440636	0.1099417	0.3680775	0.1470229	0.4081717	0.2727698	0.4018735	0.2730838	0.4006176	0.6342438	0.3048137	0.5701112	0.0828767	0.8356921	0.6015764	0.3710714	0.4428364	0.0266903	0.8000489	0.7721774	0.3551318	0.3728925	0.0057387	0.8052872	0.3870609	0.5868770	0.7005187	0.5652164	0.0765428	0.0300090	0.0653797	0.0074654	0.0092129	0.0847078	0.7000182	0.2105681	0.1989350	0.1110165	0.0267178	0.4181351	0.3017173	0.0471342	0.3327712	0.4841825
500	0.3740572	0.2227964	0.6580293	0.1055679	0.4550474	0.3537652	0.0683302	0.4030151	0.2383265	0.1042360	0.1808974	0.4893659	0.0046636	0.4109897	0.0049500	0.6684368	0.0023524	0.4069128	0.5610244	0.6339412	0.0252510	0.7966037	0.2936297	0.3885640	0.4764905	0.1860311	0.0008834	0.1695052	0.1765662	0.3845392	0.3053058	0.1854305	0.0739092	0.4896585	0.1301098	0.4171394	0.2108196	0.4516262	0.2244299	0.3939813	0.7099139	0.2747716	0.5200916	0.0505482	0.6383652	0.6074300	0.3013314	0.4225122	0.0163483	0.6627910	0.6707475	0.3520000	0.3060839	0.0093373	0.7250067	0.4301577	0.6155402	0.7335203	0.5606222	0.0986870	0.0240745	0.0320406	0.0253291	0.0146828	0.0379114	0.6801877	0.2517877	0.2680092	0.1118555	0.0275852	0.4694564	0.2636592	0.0551537	0.3487951	0.6670829
550	0.3829525	0.1143436	0.6602352	0.1212074	0.3937357	0.4044168	0.2808285	0.4833824	0.1993623	0.5493378	0.1588986	0.6904531	0.0062229	0.3430708	0.0158814	0.5723978	0.0256321	0.0922064	0.6767321	0.6838634	0.0950333	0.5285667	0.4263216	0.4601001	0.5129737	0.2002254	0.4092906	0.2317012	0.2706035	0.3096613	0.4742168	0.1311862	0.0417606	0.3750670	0.1262783	0.4373039	0.3262207	0.3187247	0.2776590	0.3412389	0.6726744	0.2557386	0.4686008	0.0610373	0.6424681	0.6879115	0.4111222	0.4766466	0.0067076	0.4696348	0.5975056	0.1403612	0.2179886	0.0153754	0.8037886	0.5958362	0.5759449	0.7221981	0.4514258	0.0684782	0.0178312	0.0335911	0.0084976	0.0098167	0.0578159	0.6295634	0.2551422	0.5631114	0.1847554	0.0357728	0.3597198	0.2543871	0.0473025	0.4128675	0.6203219
600	0.4836659	0.1216162	0.6280556	0.1312333	0.3851811	0.4474322	0.2773973	0.5470123	0.1777362	0.6944292	0.1256359	0.7218185	0.0018374	0.2916411	0.0091574	0.5887564	0.0066522	0.0326974	0.6095136	0.6075162	0.0655897	0.5409707	0.3001217	0.4733684	0.5207409	0.1962325	0.4205480	0.2362956	0.2563849	0.3790529	0.6273141	0.1720721	0.0549562	0.4148185	0.1246032	0.4020759	0.3752339	0.3380474	0.3929917	0.5322859	0.6861180	0.2224926	0.4600698	0.0997297	0.6432911	0.6134045	0.4227168	0.5158592	0.0198310	0.5564837	0.5247313	0.0221686	0.3934830	0.0336420	0.7166280	0.6825780	0.5851272	0.5217559	0.4517394	0.0832105	0.0559852	0.0449505	0.0111251	0.0039228	0.0583876	0.5994073	0.1816825	0.5824637	0.1518552	0.0429576	0.3950811	0.3504049	0.0509380	0.4968474	0.4389698
650	0.4107964	0.1283341	0.6812594	0.1342546	0.4975390	0.4760043	0.4227550	0.4795284	0.1936933	0.6960532	0.2006586	0.6382961	0.0008547	0.3496883	0.0019411	0.5844883	0.0060608	0.0088769	0.6536718	0.6279627	0.0406867	0.5252986	0.3272040	0.5830822	0.4222180	0.2029054	0.6644460	0.1721794	0.2680482	0.3989969	0.6471185	0.1290024	0.0956429	0.3916755	0.1696815	0.3949122	0.4938503	0.4271999	0.3723631	0.3902546	0.6916470	0.2583463	0.5225105	0.0897925	0.7484892	0.7122779	0.4777639	0.4140134	0.0076385	0.6114599	0.5814176	0.0093982	0.3800797	0.0123070	0.6250779	0.7506052	0.5907763	0.6637469	0.4472177	0.0611333	0.0731152	0.0179127	0.0175990	0.0044300	0.0481879	0.7549070	0.1725434	0.6481567	0.2032891	0.0223267	0.4377014	0.3781402	0.0243217	0.4456243	0.4868653
700	0.3918601	0.1464295	0.5723511	0.1132305	0.3229808	0.4992257	0.2739441	0.5718012	0.1637060	0.7289510	0.1008321	0.7231753	0.0064487	0.3640674	0.0101569	0.5702462	0.0086678	0.0172700	0.6510056	0.5976216	0.0615306	0.5757907	0.3226727	0.5212044	0.5069283	0.1715419	0.6352791	0.2234776	0.1936864	0.4859119	0.5779830	0.1744378	0.1113098	0.3828090	0.1639971	0.3619846	0.5338601	0.4496707	0.4097825	0.4396324	0.6306667	0.2347457	0.4395122	0.0966217	0.7675993	0.7239371	0.3543372	0.4221236	0.0244657	0.5640596	0.5472796	0.0054961	0.3886977	0.0125359	0.6296245	0.6414035	0.6713447	0.6552451	0.3655241	0.1110887	0.0287562	0.0385745	0.0136802	0.0046741	0.0439615	0.7025075	0.2007070	0.6138474	0.2158695	0.0438517	0.3325578	0.3116951	0.0596292	0.4627382	0.4352610
750	0.5058816	0.1267739	0.6377795	0.1225411	0.4542915	0.4193739	0.2596153	0.4547929	0.2697375	0.7131963	0.1227215	0.7861288	0.0046358	0.3730734	0.0081361	0.6211955	0.0029209	0.0126031	0.6976813	0.5985261	0.0645132	0.6223129	0.3123262	0.4845071	0.4949938	0.1847875	0.6108616	0.1419250	0.2108919	0.4327570	0.5929038	0.1484762	0.1210225	0.5041512	0.1492505	0.4024515	0.4815305	0.4964385	0.3505843	0.3571661	0.5107552	0.2565865	0.4745299	0.0883684	0.6759302	0.5273864	0.3620022	0.4209128	0.0195942	0.6241113	0.7647186	0.0103848	0.5053765	0.0195970	0.7204345	0.7012288	0.6242284	0.6557278	0.5963744	0.1048419	0.0236115	0.0265938	0.0209297	0.0058050	0.0371724	0.7018091	0.2120071	0.6560214	0.1517954	0.0344001	0.3846090	0.3352886	0.0412874	0.3425544	0.3423929
800	0.3956825	0.0659851	0.6602647	0.1519681	0.4703395	0.3990161	0.3140836	0.5873548	0.2697455	0.5867976	0.1591429	0.7237216	0.0085450	0.3739183	0.0392794	0.6764811	0.0070407	0.0166917	0.8153584	0.6217691	0.0497653	0.5788379	0.3478041	0.4492968	0.4849653	0.1540737	0.6113993	0.2003877	0.1471478	0.4119939	0.5257598	0.1354243	0.0545405	0.5727714	0.1291441	0.4388473	0.5149609	0.5871114	0.3395225	0.3317814	0.6952106	0.2605247	0.4358874	0.0736890	0.7601040	0.7386895	0.3638750	0.4847811	0.0122026	0.5034814	0.6295534	0.0018338	0.5804725	0.0060513	0.5893059	0.5838755	0.6190782	0.6217647	0.3788308	0.1007420	0.0364442	0.0475957	0.0186151	0.0073322	0.0577421	0.6295853	0.2134215	0.6121361	0.2028652	0.0284744	0.3701687	0.3312657	0.0548047	0.4022386	0.3582841
850	0.4288769	0.0985602	0.6143890	0.1515232	0.3940341	0.3939897	0.4013598	0.5517145	0.2341809	0.7366285	0.1375511	0.5645571	0.0054250	0.3540474	0.0170776	0.7337864	0.0117887	0.0108628	0.6985886	0.7643192	0.0290830	0.5825899	0.3268774	0.6640274	0.4787301	0.2076604	0.6049292	0.1911007	0.1448029	0.4670609	0.6202491	0.1193310	0.0720994	0.3751825	0.1396275	0.4438137	0.4338565	0.5310897	0.2975375	0.4191824	0.6895925	0.2392014	0.5000454	0.0749264	0.6896676	0.6835689	0.3372458	0.5050512	0.0133179	0.4930179	0.5361336	0.0090673	0.5459058	0.0142118	0.5813379	0.7492460	0.5846338	0.5953023	0.4995343	0.0790274	0.0198917	0.0231371	0.0177566	0.0089165	0.0360603	0.6286846	0.1489497	0.6195159	0.1413623	0.0235551	0.4572394	0.3037898	0.0596001	0.3954119	0.3364223
900	0.3150261	0.1597775	0.6428885	0.1511276	0.3673200	0.3707543	0.2819561	0.5232883	0.2818977	0.6344396	0.1550895	0.6980439	0.0118654	0.3514846	0.0119170	0.6179605	0.0031080	0.0294304	0.6833426	0.7779406	0.0426152	0.5343444	0.2885037	0.5855355	0.4425136	0.2181443	0.6709074	0.1918543	0.1700063	0.4469767	0.5732235	0.1198184	0.1023737	0.3951138	0.1607226	0.3823780	0.5238344	0.5932410	0.3536623	0.4054456	0.5148383	0.2777579	0.4900218	0.0678210	0.5696119	0.6000460	0.3298268	0.4124416	0.0352063	0.6438195	0.6879310	0.0033164	0.4640204	0.0224800	0.6270529	0.7815309	0.6579409	0.6304625	0.6198506	0.1306663	0.0290049	0.0648473	0.0145786	0.0185963	0.0446313	0.6393614	0.1432260	0.5876844	0.1085928	0.0341097	0.4812615	0.3242832	0.0433758	0.3273032	0.3435195
950	0.3083169	0.1149537	0.5455866	0.0873246	0.5052064	0.4853268	0.3921661	0.5576526	0.2736091	0.6283585	0.2237650	0.6461224	0.0119780	0.3814419	0.0135294	0.6880751	0.0058012	0.0040178	0.8798975	0.6723257	0.0707024	0.5365030	0.3313323	0.4142802	0.4904537	0.2040963	0.6903772	0.2477162	0.1765249	0.4306689	0.6015022	0.1661189	0.0770668	0.3659528	0.1464434	0.3805616	0.4820800	0.3957368	0.3903012	0.3523321	0.6236297	0.2896244	0.5208150	0.0553868	0.6409852	0.6884442	0.3437416	0.4753256	0.0211474	0.4646736	0.5668652	0.0083794	0.5835056	0.0345138	0.6293648	0.6708265	0.6131671	0.6480196	0.3424380	0.0847069	0.0389293	0.0308732	0.0012382	0.0043145	0.0616723	0.7247805	0.1807243	0.7886620	0.1543876	0.0313987	0.4017405	0.2767991	0.0597772	0.4152065	0.4293666
1000	0.4237628	0.1348705	0.6003515	0.1210281	0.4716077	0.4390450	0.3581712	0.5496760	0.2640008	0.7011044	0.1820322	0.6787183	0.0184654	0.2965781	0.0015015	0.8187784	0.0073309	0.0110065	0.7190548	0.6260387	0.0548424	0.6786239	0.2605441	0.4447333	0.4895844	0.2146170	0.6815471	0.1458588	0.2617661	0.5030671	0.5852811	0.1568688	0.0859903	0.4345003	0.2165044	0.4866678	0.4256298	0.4050615	0.4146450	0.4417747	0.6586703	0.2480672	0.3557622	0.1043346	0.6685709	0.6577413	0.3943895	0.6044004	0.0097346	0.5085052	0.5477467	0.0105841	0.4300467	0.0157819	0.7392095	0.7145161	0.5878034	0.6524446	0.3689048	0.0654709	0.0151993	0.0309995	0.0091308	0.0088465	0.0173522	0.6880539	0.1832805	0.7514090	0.1446391	0.0212305	0.4433956	0.3148424	0.0517041	0.4039569	0.3589537

0	0.4861328	0.1349203	0.6043298	0.1167041	0.3940437	0.3074467	0.2963629	0.5476040	0.2631464	0.7188807	0.1200283	0.5644940	0.0019583	0.3896444	0.0145792	0.7446102	0.0011977	0.0066960	0.6948501	0.6245348	0.0602871	0.5728442	0.3230951	0.5215630	0.4797491	0.1274065	0.6220774	0.2011118	0.1921576	0.4457195	0.5685651	0.0983596	0.1538882	0.4705832	0.1425621	0.4833811	0.6316990	0.5250215	0.3803301	0.4954684	0.7020970	0.2990059	0.4354638	0.0988511	0.6541506	0.6395217	0.4822589	0.4676350	0.0045909	0.5477452	0.6019561	0.0042353	0.4099675	0.0518829	0.6091211	0.6623689	0.6757031	0.6493664	0.4663943	0.0547393	0.0407895	0.0508864	0.0505231	0.0179748	0.0350778	0.6876626	0.2201081	0.7402870	0.1372430	0.0472209	0.5155562	0.4851663	0.0391325	0.4165027	0.4312071
50	0.4154822	0.1350827	0.8537235	0.1222725	0.4307376	0.4096176	0.2633438	0.4924171	0.2201256	0.1498280	0.1657273	0.7213177	0.0026194	0.3658527	0.0090227	0.6784328	0.0086191	0.2377399	0.5825279	0.6345477	0.0401785	0.1864378	0.3943749	0.4855640	0.0764522	0.2029217	0.7170966	0.0182185	0.2694213	0.4786449	0.6784601	0.0284329	0.1549904	0.4067405	0.1703149	0.5106789	0.6215667	0.5059463	0.4757907	0.4837868	0.5819380	0.1353193	0.4720141	0.0632993	0.7338124	0.7161336	0.3940597	0.5858826	0.0110687	0.6393659	0.5457438	0.0104795	0.3699055	0.0188922	0.5762731	0.7017741	0.8747160	0.4241835	0.5555113	0.1172212	0.3935275	0.0146854	0.0236266	0.0133124	0.1167013	0.5922501	0.1634607	0.7611831	0.1675155	0.0400310	0.3390091	0.2296493	0.1820018	0.4972908	0.4389627
100	0.3462734	0.0809887	0.6837475	0.1201981	0.4271946	0.4318077	0.3292282	0.3374330	0.2076376	0.1218473	0.3315670	0.7152607	0.0008344	0.3294606	0.0032571	0.7376404	0.0067605	0.2281926	0.5767414	0.8403808	0.0621568	0.0432611	0.3221481	0.3762810	0.0630056	0.1678840	0.6353541	0.0006686	0.3231367	0.3526844	0.5630654	0.0716551	0.2510505	0.3855574	0.2293552	0.4490151	0.5682140	0.6023501	0.5620142	0.4328982	0.7305320	0.1168554	0.4822028	0.0648875	0.5885855	0.6609988	0.3587994	0.7262319	0.0109777	0.4850915	0.6245917	0.0054169	0.3822588	0.0142241	0.7311814	0.7128391	0.6906832	0.3364163	0.3161235	0.0720211	0.4875109	0.0354697	0.0205484	0.0018802	0.0381906	0.7124986	0.1891472	0.5498817	0.1681401	0.0367408	0.4538040	0.3049472	0.1915639	0.6254237	0.4147936
150	0.3491916	0.1441426	0.8068296	0.1458436	0.4394916	0.4661805	0.3402900	0.4233304	0.2183345	0.1329081	0.3820373	0.6768037	0.0008432	0.3662764	0.0069399	0.6364857	0.0019385	0.2334580	0.6363693	0.7114997	0.2734886	0.0174911	0.3313804	0.6358596	0.0097103	0.2148980	0.6754378	0.0006549	0.3153276	0.3827485	0.5968022	0.0425362	0.2196403	0.4881398	0.1572064	0.2845930	0.5380832	0.6476054	0.4747034	0.4090875	0.4924733	0.0829727	0.4045350	0.1232698	0.6119454	0.6093448	0.3266705	0.6959371	0.0209228	0.5347732	0.4678785	0.0066305	0.3676094	0.0116641	0.5940309	0.5156676	0.6948915	0.2376239	0.1676620	0.0759213	0.6433026	0.0373318	0.0276594	0.0174812	0.0392278	0.7668510	0.1519227	0.5344994	0.1349959	0.0271657	0.4481866	0.4024298	0.2637955	0.6424457	0.2644402
200	0.4696896	0.1136413	0.6424865	0.1213874	0.3316263	0.3511076	0.2697278	0.3453810	0.2155986	0.0861902	0.4443508	0.7087837	0.0021099	0.3597938	0.0035398	0.6487498	0.0026674	0.2938673	0.6528027	0.7434943	0.4286277	0.0149133	0.3262280	0.5271529	0.0190276	0.1918762	0.6022177	0.0007635	0.2876346	0.3882375	0.6788474	0.0107960	0.2659027	0.4397901	0.2098251	0.2184118	0.5895392	0.6450490	0.5560335	0.4305740	0.6233096	0.0990626	0.3543087	0.1268680	0.5543516	0.4971749	0.3225636	0.5438114	0.0061902	0.6813876	0.4941821	0.0088070	0.3869677	0.0120635	0.5796045	0.6491309	0.6204973	0.3492447	0.0830437	0.1073184	0.6786140	0.0635190	0.0478594	0.0387336	0.0597334	0.6989068	0.1261446	0.5922928	0.1488464	0.0439060	0.5013542	0.3687721	0.2634648	0.6504202	0.3329733
250	0.4320786	0.1138938	0.6643809	0.0954539	0.3550139	0.4342469	0.3234520	0.3187938	0.2083329	0.0570869	0.3790433	0.6040854	0.0033080	0.3762058	0.0085482	0.7875153	0.0008219	0.2687139	0.6370366	0.6953571	0.4055938	0.0193550	0.4464903	0.4382865	0.0313298	0.2587924	0.7081676	0.0001960	0.3615396	0.4198752	0.7125129	0.0383933	0.4627759	0.4424307	0.3109396	0.3791522	0.5505119	0.7211999	0.5439951	0.3173619	0.5717713	0.1157671	0.3849603	0.1050859	0.6199524	0.5248731	0.3483749	0.5726504	0.0102187	0.6681403	0.4186442	0.0029057	0.2194870	0.0111696	0.5988387	0.6465630	0.8125459	0.3126344	0.1661948	0.0611099	0.5965613	0.0245391	0.2201360	0.0192617	0.0701997	0.7496416	0.1282732	0.6640604	0.1100475	0.0376824	0.3949255	0.3430531	0.1866043	0.5172621	0.2658628
300	0.4697013	0.1626787	0.6426230	0.0716829	0.4990582	0.4360442	0.2837298	0.3113321	0.1934937	0.0640615	0.3970368	0.6663284	0.0000689	0.2935950	0.0046727	0.7717575	0.0000000	0.2833025	0.6860824	0.5666244	0.4268713	0.0145284	0.3923328	0.5703280	0.0175028	0.1842759	0.6526522	0.0000745	0.3260493	0.4526996	0.6244810	0.0282287	0.3142176	0.4287301	0.1765242	0.2786423	0.5151785	0.6462610	0.5226837	0.4126149	0.5992794	0.0949648	0.5088044	0.0808061	0.7889139	0.7343799	0.3293061	0.6278131	0.0100461	0.7052336	0.4214697	0.0051312	0.3081174	0.0238453	0.6560467	0.6971146	0.5915816	0.4150665	0.2502723	0.1548681	0.6305291	0.0168806	0.1989383	0.0084071	0.0383004	0.5988491	0.1190273	0.6726550	0.1581489	0.0153142	0.3764991	0.3934441	0.3490870	0.6119774	0.3465733
350	0.4314877	0.1533922	0.6657835	0.1093365	0.4056981	0.4633286	0.3560180	0.3002148	0.2572838	0.1073352	0.4068381	0.7103050	0.0000000	0.3735813	0.0027824	0.6492357	0.0131154	0.2599009	0.7139777	0.6797875	0.3555732	0.0206689	0.3064828	0.5125777	0.0244676	0.1727534	0.6913027	0.0000027	0.2724334	0.4435625	0.7498685	0.0248820	0.3024108	0.4587696	0.2375343	0.2535321	0.5279976	0.7028028	0.5921032	0.5170734	0.6316287	0.0749208	0.3879306	0.1059369	0.6291459	0.5363874	0.2913132	0.5782140	0.0035098	0.5538858	0.5330075	0.0070357	0.3064834	0.0199078	0.5676541	0.7092647	0.6093299	0.3558189	0.1321873	0.0819413	0.6561770	0.0581922	0.0827569	0.0231881	0.0465388	0.6206483	0.1152791	0.6225663	0.1151878	0.0106942	0.4180103	0.4264801	0.2232604	0.7670483	0.4095615
400	0.3984447	0.1145379	0.6624419	0.1015002	0.3960145	0.4110692	0.3788219	0.5252953	0.2222642	0.1036305	0.4302305	0.5794882	0.0000202	0.4217159	0.0066630	0.7240187	0.0115899	0.2416440	0.6005726	0.6845801	0.4554960	0.0324462	0.2953121	0.3987587	0.0370098	0.1841023	0.6346120	0.0001530	0.3283913	0.3697404	0.7314779	0.0310902	0.3323487	0.4187890	0.1625129	0.2332764	0.5782860	0.5840867	0.6391655	0.4235094	0.6848072	0.0944188	0.3975065	0.1492445	0.7044758	0.6594627	0.3285908	0.6506747	0.0076011	0.6223312	0.4986757	0.0046912	0.2958590	0.0107805	0.6598757	0.6060348	0.6937339	0.4168536	0.0997650	0.0426439	0.6092155	0.0227102	0.0992729	0.0272640	0.0646096	0.6312055	0.1039980	0.5776852	0.1069764	0.0235425	0.4217548	0.4327760	0.2252603	0.7073183	0.4124158
450	0.4648266	0.1291690	0.6167638	0.1097747	0.4408403	0.4412304	0.2427896	0.4465929	0.2190355	0.0997495	0.3682550	0.5992849	0.0005983	0.2983104	0.0098178	0.6893247	0.0262935	0.2269054	0.6211765	0.6538608	0.3217427	0.0229673	0.3920043	0.4927395	0.0309964	0.2223562	0.7219413	0.0004797	0.3186117	0.5533370	0.7636568	0.0680173	0.2572687	0.3580708	0.1856159	0.2676557	0.5524500	0.7192697	0.5736157	0.3961872	0.7373770	0.1386726	0.5764724	0.1103644	0.5569862	0.5824569	0.2921783	0.6396181	0.0221779	0.4669159	0.5045155	0.0057605	0.3935137	0.0198050	0.6067664	0.6647520	0.6510458	0.3183238	0.0990534	0.0512878	0.6744834	0.0491661	0.1567981	0.0300659	0.0697846	0.5722027	0.0951031	0.6268794	0.1676032	0.0282834	0.4195871	0.4709364	0.2502293	0.8370431	0.3201558
500	0.4420330	0.1523791	0.6102797	0.1251549	0.4787220	0.4380628	0.3703537	0.3491399	0.2478997	0.0733810	0.4080967	0.6476906	0.0065315	0.3478843	0.0064231	0.7405963	0.0049535	0.2731590	0.6708649	0.6294594	0.2678093	0.0244212	0.3373992	0.5402380	0.0359134	0.2261513	0.7319125	0.0000000	0.2940160	0.3975607	0.7146541	0.0699671	0.3072519	0.4030704	0.1934640	0.2260497	0.4817401	0.7482009	0.4912753	0.4277414	0.6626384	0.1603008	0.4134003	0.0976998	0.6515434	0.5992340	0.3961499	0.6158071	0.0142973	0.5783092	0.4572778	0.0100061	0.2777526	0.0153891	0.7291357	0.6576436	0.6012804	0.3492335	0.1006975	0.1148018	0.7503370	0.0216635	0.1402258	0.0201983	0.0295866	0.7310115	0.0897848	0.6702153	0.1864007	0.0218629	0.4856754	0.4144142	0.1980801	0.7571653	0.2931741
550	0.3597375	0.1561033	0.6472981	0.1363495	0.4722275	0.4608644	0.3495021	0.4171017	0.2575611	0.4842769	0.3464417	0.5924364	0.0038992	0.3484643	0.0041052	0.7551921	0.0017152	0.0866589	0.7384312	0.7184324	0.3720669	0.3418442	0.2813540	0.5875336	0.4157392	0.1579267	0.7266640	0.2557507	0.2980145	0.3929870	0.6554188	0.1159102	0.2159197	0.4218141	0.2102906	0.1669182	0.6529996	0.5845040	0.5143141	0.4702590	0.6065396	0.2210617	0.4919004	0.1313898	0.6405765	0.5567430	0.3027534	0.4417621	0.0092939	0.5112173	0.5249276	0.0039505	0.1913182	0.0240585	0.6147462	0.6762307	0.6580161	0.4497673	0.2626684	0.0735988	0.2805300	0.0556147	0.2073975	0.0262539	0.0324815	0.6057233	0.1206293	0.6540711	0.1308822	0.0271023	0.3950205	0.4403890	0.0855620	0.4798084	0.3519600
600	0.4023665	0.1524996	0.5900460	0.1121539	0.3745572	0.4343218	0.3195608	0.4695140	0.2286880	0.6390807	0.3053942	0.6179555	0.0044695	0.3824142	0.0027760	0.5706947	0.0008222	0.0384689	0.6904447	0.7243740	0.2836692	0.4507786	0.3311115	0.6378639	0.4563044	0.1048408	0.7109306	0.2061006	0.2893395	0.3910156	0.6371294	0.1185832	0.0998435	0.5073300	0.1902344	0.2905335	0.4405058	0.5996505	0.3527547	0.4670915	0.5792507	0.2349598	0.4892054	0.0602845	0.6126137	0.5989886	0.3422687	0.4655443	0.0021505	0.6565814	0.5375202	0.0045787	0.3197928	0.0243454	0.7583333	0.7323020	0.6956191	0.5871155	0.4560993	0.0866259	0.1072744	0.0579364	0.2499422	0.0206009	0.0953060	0.7603162	0.2067037	0.7234498	0.1424662	0.0342821	0.4458044	0.3904555	0.0798399	0.4341413	0.4789277
650	0.4065724	0.1782248	0.6654894	0.0739414	0.3794451	0.5292541	0.2719836	0.4643991	0.2216424	0.7173479	0.2311932	0.7075619	0.0064431	0.3844983	0.0002734	0.7524442	0.0043250	0.0106140	0.7623528	0.7033474	0.1109961	0.4350131	0.4136476	0.6408151	0.3738682	0.2872180	0.6549694	0.1902217	0.2040177	0.4308338	0.5574405	0.0523015	0.1068935	0.4230025	0.1744117	0.3400250	0.5785523	0.6229736	0.4340824	0.4291023	0.6332483	0.2567314	0.3954907	0.0855081	0.7901336	0.5989804	0.3135255	0.5069527	0.0023758	0.5203727	0.5997237	0.0119700	0.3706971	0.0088806	0.6662235	0.6850109	0.7233154	0.5194896	0.5182736	0.0949381	0.1212166	0.0516846	0.1569834	0.0079279	0.0539594	0.7536918	0.1310653	0.8312129	0.1441495	0.0551323	0.3324807	0.2878018	0.0623566	0.3600475	0.3482075
700	0.4412413	0.1175533	0.6373932	0.1019908	0.4176916	0.4224579	0.2628606	0.4906676	0.2812377	0.6540226	0.2319725	0.6136309	0.0017124	0.3201023	0.0252558	0.6366093	0.0101959	0.0118116	0.6108827	0.6430238	0.0925844	0.4034701	0.3375182	0.4172192	0.4016990	0.1996208	0.6366171	0.2013587	0.2127281	0.3966936	0.8124551	0.1225452	0.0997293	0.5753489	0.2247887	0.3261801	0.4719986	0.6454488	0.4341391	0.3866163	0.6932771	0.2746771	0.3484315	0.1261326	0.6145348	0.6232602	0.2729802	0.4533636	0.0080066	0.4920245	0.5448333	0.0105864	0.4563285	0.0197277	0.6712743	0.5916478	0.6298245	0.6393531	0.4184739	0.1044739	0.0368588	0.0380774	0.0336403	0.0074585	0.0464967	0.7823511	0.1985691	0.6921575	0.1253172	0.0312151	0.3637925	0.3401169	0.0494402	0.3797507	0.2812491
750	0.3653686	0.1107239	0.6679706	0.1067634	0.4750521	0.3955898	0.3319942	0.6509348	0.2806543	0.5597766	0.2084678	0.7120658	0.0067713	0.3177242	0.0006176	0.6572215	0.0022147	0.0038350	0.6431102	0.7890368	0.0643006	0.7054104	0.3707180	0.4906248	0.3880809	0.1820028	0.7078359	0.2117324	0.2414616	0.3635619	0.5808082	0.0985612	0.0841605	0.4264624	0.1502084	0.2870756	0.5838946	0.6637191	0.3629869	0.3727537	0.6739007	0.3600088	0.4174947	0.0653193	0.6165013	0.7101735	0.3876885	0.4151394	0.0077597	0.6704171	0.7556920	0.0160890	0.3774320	0.0142880	0.7071583	0.5242604	0.5816964	0.6236039	0.3703614	0.1287377	0.0405074	0.0172465	0.0163395	0.0118732	0.0425908	0.6318331	0.1921388	0.7852705	0.1446552	0.0449064	0.3441536	0.3949458	0.0877060	0.4616484	0.3163368
800	0.3933058	0.1459974	0.6105544	0.0880262	0.3958314	0.4164527	0.3554092	0.5338505	0.2166337	0.6051024	0.2033926	0.6816513	0.0065197	0.3575979	0.0059115	0.6546550	0.0084995	0.0106522	0.7863802	0.6680596	0.0854390	0.5811604	0.3210091	0.5122209	0.4680935	0.1997416	0.6209517	0.2084536	0.1563967	0.4792551	0.7289857	0.1467340	0.1115142	0.3909219	0.2197753	0.4029132	0.5828572	0.6267668	0.3967252	0.4101660	0.5361992	0.2621140	0.4262793	0.0607662	0.6914209	0.6862204	0.4119058	0.3845720	0.0038636	0.5151840	0.7170075	0.0278324	0.4174677	0.0165803	0.6088435	0.7342415	0.6001863	0.7066113	0.3763276	0.0739336	0.0167050	0.0381630	0.0286907	0.0064151	0.0700863	0.7283641	0.1833961	0.6616369	0.1362187	0.0260625	0.4483704	0.3489587	0.0702917	0.3789871	0.3475347
