"Time"	G1	G3	G5	G7	G8	G4	G83	G22	G6	G87	G85	G86	G54	G89	G88	G30	G29	G35	G99	G100	G32	G19	G18	G20	G81	G23	G80	G82	G51	G50	G58	G31	G78	G94	G93	G95	G91	G90	G17	G65	G16	G57	G52	G34	G55	G56	G33	G36	G37	G72
150	0.0988434	0.0906668	0.0796120	0.7279330	0.6908339	0.5272362	0.4580393	0.6810842	0.0211528	0.0013835	0.4920057	0.7909477	0.1378986	0.0595572	0.7263769	0.3289669	0.1443616	0.1459096	0.7467576	0.4647813	0.4704018	0.4053580	0.7930672	0.4268985	0.2591987	0.4495461	0.3587642	0.6809079	0.2453896	0.1544643	0.6896033	0.1223170	0.5632998	0.6912386	0.4423608	0.4241610	0.0214235	0.6910346	0.4429372	0.8914021	0.3360447	0.4741549	0.8876802	0.4932046	0.3546514	0.2353856	0.4530047	0.6697322	0.1343138	0.7453003
200	0.1402795	0.1034363	0.1326885	0.6193546	0.7482257	0.4178117	0.5346634	0.7560077	0.0431724	0.0020661	0.6907972	0.7428018	0.0822365	0.0449145	0.6452792	0.3644525	0.1752637	0.1310128	0.8135660	0.6872188	0.5324192	0.4342254	0.8528706	0.3919447	0.3582952	0.3860803	0.3253913	0.5756888	0.2065083	0.1557406	0.7116073	0.1227823	0.7925856	0.6220203	0.3625971	0.3521574	0.0113518	0.6193904	0.3764960	0.7825649	0.2662948	0.5970205	0.4454306	0.4417947	0.4968932	0.2625141	0.5464775	0.4882554	0.1834699	0.6632564
250	0.1029014	0.1145483	0.1817406	0.7019004	0.7234383	0.4495729	0.4116999	0.6850168	0.0317169	0.0007517	0.6165086	0.7206318	0.1008334	0.0393549	0.6524534	0.4132424	0.1384757	0.1370209	0.6796674	0.6911006	0.5172730	0.4439154	0.7127697	0.5324499	0.2809304	0.4195159	0.3409728	0.6045805	0.1743268	0.2093082	0.7673806	0.1696957	0.6313442	0.6617283	0.3217872	0.3763163	0.0159552	0.6730798	0.4330308	0.7850812	0.3090089	0.5815287	0.3264333	0.4722866	0.4381987	0.4220722	0.5132450	0.6418034	0.1060342	0.6710171
300	0.0700742	0.0888310	0.1970262	0.6770631	0.5781442	0.3740716	0.4966622	0.7794732	0.0177987	0.0055543	0.6053666	0.6454810	0.0715379	0.0742274	0.6786086	0.4496773	0.2137864	0.2115367	0.8113155	0.5557148	0.5719714	0.4045533	0.6546737	0.4839132	0.2990084	0.4252537	0.2465087	0.5325011	0.2300126	0.1475437	0.6072381	0.1001357	0.7505944	0.7290957	0.3860066	0.4146264	0.0075901	0.7103040	0.3185687	0.7418713	0.2948644	0.5899537	0.3897443	0.4599383	0.4994533	0.3481321	0.4875404	0.4918185	0.2359820	0.7312268
350	0.0726792	0.0891442	0.1839847	0.6899866	0.6049463	0.4844888	0.4478085	0.7390236	0.0468033	0.0017109	0.6786098	0.6406577	0.1953210	0.0863086	0.7137103	0.4046415	0.1811392	0.1274396	0.7211712	0.5427139	0.5665211	0.5389632	0.8223396	0.4127072	0.2354752	0.3766097	0.3339146	0.6413299	0.2549606	0.1562177	0.6922295	0.1691885	0.6299801	0.7311504	0.3310277	0.3389670	0.0174062	0.6054346	0.5047472	0.8286578	0.3093990	0.5689778	0.4822178	0.5715892	0.4233366	0.2538059	0.4041110	0.4797744	0.1199495	0.7396652
400	0.0851641	0.0995913	0.1635447	0.7562523	0.5867875	0.4385787	0.5148417	0.7358491	0.0357709	0.0018029	0.5476045	0.8141955	0.1422231	0.1055875	0.6487697	0.3991815	0.1597072	0.1850112	0.7099641	0.4776226	0.4988859	0.5368876	0.7017601	0.3742802	0.2728426	0.4430357	0.3269524	0.7576559	0.2154385	0.1726625	0.6867063	0.1542758	0.7519573	0.7017110	0.3599960	0.3590482	0.0114966	0.7251240	0.4015187	0.7457652	0.3158453	0.6724548	0.4905021	0.5474155	0.4166364	0.3754583	0.4214360	0.6445667	0.0842156	0.6869038
450	0.0824192	0.0746160	0.2258400	0.6757442	0.6732100	0.4105402	0.4760252	0.6870787	0.0480985	0.0033202	0.5542962	0.7935235	0.1166156	0.0825852	0.6806615	0.4134168	0.1481254	0.1421203	0.7203270	0.4322710	0.6090676	0.5319309	0.7101577	0.4195583	0.3741465	0.4091591	0.3752905	0.5463023	0.2443675	0.1531625	0.8279241	0.1567745	0.4841551	0.6389298	0.4114967	0.4126974	0.0199177	0.7637786	0.5005403	0.7262283	0.2435595	0.6214746	0.6491553	0.4214621	0.4780966	0.2957994	0.3663699	0.4756482	0.0981843	0.6618625
500	0.1207170	0.1143517	0.1473473	0.7193008	0.9070355	0.3874171	0.5115497	0.7851075	0.0495567	0.0111866	0.4292350	0.8638274	0.1438859	0.0544031	0.7865025	0.4307026	0.1180675	0.1672890	0.6376940	0.4494745	0.6494893	0.4216483	0.8293241	0.3794021	0.3051923	0.3586290	0.3930402	0.6245271	0.2514848	0.3184522	0.6303513	0.1658400	0.6501585	0.7098463	0.4248496	0.3573975	0.0079777	0.8361435	0.4227876	0.6003489	0.3173262	0.5804124	0.6408942	0.4609915	0.4343513	0.2225405	0.4791692	0.5610544	0.1386746	0.7999852
550	0.1190814	0.0969769	0.1331932	0.6454190	0.6887419	0.3476834	0.5093719	0.7565953	0.0381888	0.0005736	0.4562183	0.7561449	0.0848916	0.1143344	0.7019168	0.4197560	0.2343602	0.2813071	0.2754361	0.6255665	0.6697152	0.4877842	0.6141734	0.4846685	0.3249862	0.3901786	0.6294070	0.6898145	0.1927911	0.0983404	0.6678990	0.1451860	0.6567751	0.6704298	0.3654224	0.4140588	0.0130385	0.7096154	0.4243292	0.8253721	0.3219032	0.1934478	0.5962226	0.4530159	0.3516602	0.3026325	0.4028571	0.6272203	0.1736886	0.5884305
600	0.1283350	0.1185877	0.1564146	0.8298672	0.7359947	0.1596869	0.5005122	0.7781244	0.1041572	0.0015205	0.5847812	0.6065015	0.1455312	0.1179753	0.7214982	0.3601395	0.4157344	0.3041480	0.1250711	0.6144384	0.6644149	0.6543798	0.7873803	0.3929629	0.3680854	0.4825354	0.6386072	0.6466172	0.2412011	0.0545526	0.6417348	0.1385576	0.7927268	0.6655948	0.3837048	0.3435952	0.0163523	0.7210383	0.4533593	0.7079401	0.2783598	0.1689961	0.5500155	0.5077075	0.2750153	0.3367467	0.4578510	0.6590433	0.1859600	0.6012470
650	0.1697783	0.0694115	0.1771328	0.7216034	0.8320004	0.1657490	0.6257188	0.7450232	0.0966499	0.0089589	0.5937325	0.6975664	0.1196306	0.1307521	0.7108451	0.4294265	0.2831038	0.3626868	0.1032374	0.5293696	0.5022231	0.5927771	0.7139116	0.5644756	0.4051440	0.4215265	0.4718722	0.4767994	0.2071619	0.0385749	0.7958174	0.1683434	0.7013867	0.6794608	0.4144180	0.3266584	0.0164048	0.5926807	0.3265184	0.6231316	0.2763736	0.0360909	0.7172309	0.3774511	0.3609632	0.3647552	0.4372552	0.5919709	0.1234992	0.6878204
700	0.1034348	0.0682254	0.1937791	0.6648373	0.6810193	0.1624132	0.6207055	0.4977563	0.0997127	0.0006502	0.4439240	0.6595702	0.1419931	0.1186351	0.7476896	0.4033914	0.2958515	0.2713901	0.0555302	0.5259235	0.6482276	0.7236237	0.8653751	0.4832405	0.4367243	0.4278633	0.5693710	0.5338950	0.2166039	0.0515822	0.7781553	0.1936427	0.7322114	0.6186972	0.3669063	0.3828732	0.0271061	0.6117527	0.4105411	0.7187368	0.3092585	0.0957246	0.5819893	0.4893750	0.4538510	0.4255771	0.4609588	0.6606245	0.1069618	0.5945622
750	0.0884321	0.0612968	0.2257671	0.8511503	0.7456852	0.1739256	0.5826923	0.7084661	0.0509864	0.0000000	0.5793009	0.7368975	0.1242661	0.1212790	0.8019231	0.3746621	0.3415763	0.3077629	0.0333966	0.5324510	0.7165667	0.6588761	0.7625517	0.3736166	0.3210766	0.4319454	0.6034261	0.5258676	0.1649569	0.0599447	0.6865505	0.1538994	0.8336160	0.7238282	0.4158052	0.3766074	0.0196765	0.7074438	0.3253804	0.7667872	0.2821609	0.0655758	0.5316262	0.4195006	0.4811816	0.3379191	0.4243112	0.6366308	0.0807277	0.6194678
800	0.0951322	0.0874900	0.2464888	0.7098363	0.7179497	0.2621078	0.6717436	0.7226209	0.0615734	0.0007727	0.6701332	0.7830550	0.1333668	0.0976625	0.7692920	0.4148911	0.4204673	0.3498405	0.0770551	0.4952713	0.5234625	0.7023946	0.7803353	0.4331173	0.2832221	0.3671808	0.5640675	0.6480173	0.2411490	0.0505964	0.7391064	0.0885845	0.6136651	0.6392168	0.4701866	0.2667515	0.0146543	0.8269710	0.3715384	0.6008300	0.3000414	0.0851221	0.5947781	0.5093790	0.3330472	0.3914524	0.5225010	0.7694779	0.0963644	0.5748629
850	0.1676435	0.1465666	0.1681641	0.7090564	0.6564292	0.3433426	0.6210027	0.7215792	0.0547701	0.0186995	0.5451042	0.6940747	0.1705669	0.1193093	0.6199888	0.4526091	0.3717113	0.3384787	0.0310149	0.5871677	0.5540446	0.5419889	0.5836623	0.5777256	0.3573149	0.4328402	0.5281635	0.6867596	0.1828352	0.0978382	0.8836945	0.1159012	0.6949148	0.6710146	0.3267780	0.3411467	0.0192005	0.8585279	0.3602774	0.7025269	0.3356043	0.0762281	0.5364934	0.3738092	0.3876997	0.4037953	0.4244616	0.7505983	0.1723239	0.6819560
900	0.0783029	0.1729411	0.1746197	0.7031529	0.6216226	0.3954436	0.6002236	0.7709066	0.0311966	0.0018767	0.5678744	0.6359982	0.1328829	0.1362706	0.6507605	0.4703574	0.3399546	0.3408899	0.0868970	0.6247538	0.6722033	0.6488003	0.6031930	0.4213229	0.3148452	0.3580781	0.6480235	0.6274641	0.2176794	0.0363233	0.7634962	0.0909893	0.7868003	0.7154091	0.4658104	0.4102702	0.0093201	0.7578305	0.4272048	0.7933613	0.3083149	0.0474509	0.4996758	0.3719070	0.4265415	0.2754640	0.5050625	0.6016179	0.1679528	0.7707656
950	0.1020058	0.1204341	0.2864669	0.6132022	0.6506863	0.2033726	0.5446379	0.6237075	0.0535010	0.0004540	0.6078439	0.9622344	0.0773648	0.0492235	0.6458376	0.3160725	0.4630234	0.2862540	0.0376733	0.6431793	0.6323417	0.6129594	0.5803568	0.3671243	0.4536642	0.3973381	0.6434768	0.6191964	0.1861714	0.0355752	0.7457509	0.1380340	0.6723230	0.6842996	0.4371176	0.3715615	0.0407715	0.6944974	0.5423910	0.7662699	0.4530757	0.0635573	0.5426683	0.4681426	0.4158400	0.2080205	0.4421245	0.5543489	0.1987120	0.6684228
1000	0.0767973	0.0849037	0.1721724	0.8095372	0.5886429	0.2042630	0.6379049	0.7133445	0.0380246	0.0014634	0.5419490	0.7657757	0.0970104	0.1009657	0.7099840	0.4373742	0.4237574	0.2511801	0.0544334	0.4962514	0.5004790	0.5577770	0.7030008	0.3643139	0.3215456	0.4715545	0.6844230	0.5325943	0.2621267	0.0360822	0.6525716	0.1096246	0.6737150	0.6243891	0.3665198	0.3043487	0.0142432	0.7430250	0.5049388	0.7275299	0.2731466	0.0998333	0.5191323	0.5272544	0.4045883	0.2257335	0.5307353	0.7277516	0.2393679	0.7353092

0	0.0857506	0.1984320	0.1442042	0.8496212	0.8733922	0.2918312	0.5186898	0.8064329	0.0330381	0.0013063	0.7289781	0.7021760	0.1126553	0.0436792	0.7689306	0.4069234	0.3083441	0.3969178	0.0608600	0.5510719	0.5664322	0.6505243	0.7243673	0.4642444	0.4086089	0.4126264	0.7287895	0.6385867	0.2351479	0.0431237	0.8127577	0.1111031	0.7608122	0.6930898	0.4308729	0.4651464	0.0158053	0.7229604	0.4352452	0.7176585	0.3261577	0.0766372	0.4197279	0.4082864	0.5398023	0.2674651	0.4775763	0.7374857	0.1404564	0.7113521
50	0.0562526	0.0986789	0.2263775	0.2749703	0.7861068	0.2389175	0.6077254	0.4365929	0.0344750	0.0016885	0.4576925	0.8355598	0.1453509	0.0653678	0.1616308	0.3986912	0.3358740	0.2852986	0.2590266	0.6538860	0.1855463	0.6526441	0.7031303	0.6322725	0.4150389	0.3744377	0.5828908	0.3315300	0.2414262	0.0526147	0.8425249	0.1204483	0.6397389	0.6301063	0.3414671	0.5243625	0.0311124	0.8617610	0.4690996	0.8414640	0.3531768	0.0845316	0.5914358	0.4166528	0.3959934	0.3543210	0.6271825	0.6735951	0.2591073	0.7926895
100	0.1186898	0.0737612	0.3140742	0.1538061	0.7544845	0.1669735	0.7274425	0.5243285	0.0440218	0.0006179	0.5638903	0.7486630	0.1493474	0.0752601	0.0410285	0.3809008	0.2539194	0.3072639	0.4292159	0.4857644	0.1333089	0.6313016	0.7728147	0.5871973	0.2291976	0.1922617	0.7221545	0.2510007	0.2160605	0.0465567	0.7786205	0.1710264	0.7045814	0.6193494	0.3989704	0.5450373	0.0392975	0.7853898	0.3526210	0.6688188	0.3285270	0.1221555	0.6054077	0.5155671	0.4945500	0.3690813	0.6251439	0.4254684	0.3989960	0.7812642
150	0.1296341	0.1454205	0.3866876	0.1484703	0.8219315	0.2001259	0.6582292	0.4271107	0.0139746	0.0009084	0.4464839	0.7150009	0.1919993	0.0426698	0.0558863	0.2931359	0.2516733	0.4885183	0.3986704	0.4947226	0.1567595	0.7581760	0.6771038	0.4877728	0.1953365	0.2112059	0.7294320	0.2357817	0.2185571	0.0284678	0.8572810	0.1410669	0.6777593	0.6924270	0.3112702	0.4425792	0.0363516	0.6044714	0.3917835	0.7761434	0.3861051	0.0721702	0.5597760	0.5247797	0.4735743	0.2578146	0.5755143	0.3644219	0.3299196	0.5953640
200	0.0789170	0.1188949	0.3706680	0.1518168	0.7300485	0.2793955	0.6129234	0.4864821	0.0289572	0.0003161	0.5535490	0.6277012	0.1825875	0.0975173	0.0206153	0.4466703	0.2965157	0.3483559	0.3641935	0.4063185	0.1329196	0.6956482	0.6944344	0.4124604	0.1064586	0.1892336	0.7137059	0.2625146	0.1945384	0.0204166	0.8248281	0.1397638	0.7342332	0.6106985	0.3749678	0.4801220	0.0401088	0.6575154	0.4376755	0.8690770	0.3621873	0.0613110	0.6401744	0.6730473	0.3132264	0.2461246	0.4854253	0.3735595	0.3397225	0.6542232
250	0.1232764	0.1123721	0.3308115	0.1289454	0.7196635	0.2210252	0.5947025	0.4851186	0.0241873	0.0004674	0.3474602	0.7528683	0.1895641	0.0669587	0.0262112	0.3735756	0.2933837	0.3471025	0.3641959	0.4204125	0.1884673	0.8094063	0.6187237	0.4443909	0.1264717	0.1916582	0.8013918	0.2178263	0.2802246	0.0342169	0.8413966	0.2026817	0.6175119	0.6825539	0.4315942	0.3996374	0.0688684	0.6427330	0.3938319	0.7685990	0.3834518	0.0688459	0.6720652	0.5984283	0.5270830	0.2663829	0.6106085	0.3589412	0.4086211	0.5602407
300	0.1118096	0.1790357	0.3331985	0.1380509	0.6766298	0.3156096	0.5568229	0.5506084	0.0253007	0.0011953	0.3905930	0.7661763	0.2626900	0.0594828	0.0477042	0.4493592	0.3835133	0.3415968	0.3658783	0.4478264	0.1649286	0.8056230	0.7541892	0.4577695	0.1256129	0.1370518	0.6511913	0.2227693	0.2661439	0.0635335	0.7392722	0.2073538	0.7615540	0.7357821	0.3392375	0.5017271	0.0697032	0.6560602	0.4646081	0.7157261	0.3474144	0.0674255	0.7764433	0.4782561	0.5131875	0.2337812	0.7359031	0.3115279	0.2550783	0.5548547
350	0.1321450	0.1866989	0.2252278	0.1888533	0.6911116	0.5086545	0.6033264	0.5776404	0.0082048	0.0006431	0.3877797	0.8088701	0.1930024	0.0932928	0.0183638	0.4476406	0.2334030	0.2856850	0.4656836	0.4237488	0.2469306	0.7908818	0.6435264	0.4929811	0.1520295	0.1106096	0.7443560	0.2552276	0.3862142	0.0787674	0.6931842	0.1203721	0.7233609	0.6275139	0.4790964	0.4758375	0.0695647	0.7335876	0.4256434	0.7605183	0.4972556	0.0527235	0.7022401	0.5093219	0.4242177	0.2806736	0.6477690	0.3430172	0.2708574	0.6929684
400	0.0991810	0.1285650	0.2369415	0.1578783	0.7086226	0.3355325	0.5376163	0.5872136	0.0112578	0.0014644	0.3951739	0.7496490	0.2326053	0.0396857	0.0218457	0.4412596	0.1999094	0.2312094	0.4097262	0.4193582	0.1861631	0.7647322	0.6900339	0.3852982	0.1227139	0.1420675	0.7462618	0.3014901	0.3696717	0.1689527	0.8138176	0.1129103	0.6003054	0.6236499	0.3355939	0.4205506	0.0448371	0.6545260	0.3612337	0.5955471	0.4619899	0.0363922	0.7666452	0.5525201	0.5327798	0.1797555	0.5927776	0.3264609	0.3360049	0.6635526
450	0.1685644	0.1554647	0.2356096	0.1667752	0.7281467	0.3966710	0.4428702	0.5361502	0.0119061	0.0011055	0.3653204	0.6598751	0.1719473	0.0672776	0.0265909	0.3804930	0.1945924	0.2741725	0.3459253	0.4085939	0.1698690	0.8543218	0.7431507	0.4345332	0.1906040	0.1204231	0.8002948	0.2260087	0.3138555	0.0912677	0.6758599	0.1676409	0.6935281	0.6588743	0.3311240	0.5405310	0.0908333	0.5540894	0.5499860	0.8257464	0.4291990	0.0434100	0.6550538	0.6301524	0.4802162	0.1635486	0.5789981	0.3429955	0.2757132	0.6646788
500	0.1229256	0.1705861	0.1707116	0.1058361	0.6800025	0.6133774	0.5013245	0.4879622	0.0033212	0.0000000	0.3854827	0.5887167	0.2452864	0.0675726	0.0493422	0.3744447	0.2246930	0.2846688	0.3977877	0.4021394	0.1504769	0.8379838	0.7505288	0.3406769	0.1998419	0.1540025	0.7021342	0.2492192	0.3125333	0.0845676	0.7117769	0.1472070	0.6694107	0.6218622	0.3400698	0.5546994	0.0621786	0.6526693	0.4749333	0.7105808	0.3407116	0.0389539	0.5985824	0.5309162	0.5144151	0.1710055	0.5681513	0.3873819	0.3902829	0.5536068
550	0.1045110	0.1298816	0.1294654	0.6310564	0.6177269	0.5600862	0.4025102	0.7150298	0.0267447	0.0006265	0.4347301	0.7365615	0.1726755	0.0542947	0.5829781	0.4102879	0.2462381	0.3075595	0.2128542	0.3633828	0.6439527	0.7811429	0.7457322	0.4515624	0.1477816	0.2086166	0.7803674	0.5783843	0.4148365	0.0739185	0.7158051	0.1443041	0.7083255	0.6315990	0.4417428	0.3612533	0.0175095	0.7098661	0.4821192	0.7214498	0.4003047	0.0579574	0.7674865	0.5048977	0.6405588	0.1787904	0.5109845	0.5537228	0.3466420	0.7174815
600	0.0953136	0.1470857	0.1631702	0.6786185	0.7931070	0.4214443	0.4767621	0.7676729	0.0253890	0.0003077	0.4059623	0.7881536	0.1242379	0.0436294	0.7475051	0.4682667	0.2543227	0.2674911	0.1063459	0.4597865	0.6180944	0.7794340	0.8001413	0.4582303	0.0822238	0.2963870	0.6730450	0.6176040	0.3230826	0.0721157	0.7738364	0.2035746	0.7933537	0.6887053	0.3447445	0.4447825	0.0080634	0.7314958	0.5176754	0.6818780	0.3154807	0.0949604	0.7765062	0.5952488	0.5142183	0.2412019	0.4706660	0.5105761	0.3063244	0.6616110
650	0.0993486	0.1789876	0.1285168	0.7470283	0.7239044	0.3840516	0.4213390	0.6997448	0.0279900	0.0003858	0.4598255	0.7480734	0.0980315	0.0965989	0.6487371	0.3934631	0.3666671	0.2627513	0.0812095	0.4581444	0.7809021	0.8797207	0.6840391	0.4701448	0.1515177	0.3368249	0.6965666	0.6708602	0.3080105	0.0598731	0.7284870	0.1355219	0.7972418	0.6471444	0.3858926	0.3991482	0.0068204	0.6927885	0.3827046	0.6183862	0.4086424	0.0641882	0.6386006	0.5527099	0.4771852	0.2025353	0.5126587	0.6210333	0.2728807	0.6476732
700	0.1026599	0.0870977	0.1865063	0.7254145	0.7829809	0.1598147	0.3643862	0.5859152	0.0253920	0.0010666	0.5868474	0.7018818	0.1169540	0.0532560	0.5811187	0.4558804	0.3486514	0.3519307	0.1119399	0.4443000	0.7293999	0.6629886	0.6287786	0.3395869	0.2599240	0.4443812	0.9221413	0.7091108	0.3162399	0.0217468	0.7612121	0.1971251	0.7371206	0.7398264	0.4162217	0.3929986	0.0093462	0.8647676	0.4645513	0.6545662	0.3332283	0.0832386	0.6294842	0.5654004	0.5284709	0.1768624	0.4563163	0.5200365	0.1330868	0.8446539
750	0.1458974	0.1666490	0.3397816	0.7628359	0.8362909	0.1273345	0.6304694	0.7752572	0.1115674	0.0017038	0.4883698	0.6069008	0.1544864	0.1614299	0.7665532	0.4809812	0.3648961	0.3661200	0.0865610	0.5276771	0.6368879	0.5920680	0.9423328	0.3914392	0.2703494	0.3204035	0.7132782	0.7278313	0.3369819	0.0603592	0.8457351	0.1901865	0.6621149	0.7407548	0.3578186	0.5423565	0.0198796	0.8173450	0.3829823	0.8428506	0.2926936	0.0544336	0.7199469	0.4494601	0.4486961	0.2490243	0.3956157	0.6150074	0.1536404	0.6535372
800	0.1003587	0.0926734	0.2477464	0.7600052	0.8414527	0.2299777	0.5474412	0.8148169	0.0345431	0.0014380	0.7355071	0.7241725	0.0709017	0.1521425	0.6200750	0.3901933	0.3172237	0.3311998	0.0683791	0.4871512	0.7982759	0.5633535	0.6850907	0.4664951	0.3148456	0.2984113	0.7074966	0.6731316	0.3152670	0.0385307	0.8276486	0.1166648	0.7812534	0.5767688	0.3635855	0.3431898	0.0150815	0.8230276	0.4336095	0.6745428	0.2999609	0.0609717	0.5876801	0.6086648	0.4412576	0.2699483	0.4326396	0.6849605	0.1610261	0.5725022
850	0.1031062	0.1252123	0.2136743	0.6082122	0.6488095	0.2406288	0.4900431	0.7734848	0.0579401	0.0003773	0.4891428	0.6636658	0.1558872	0.0695850	0.7177050	0.3951684	0.3756853	0.4095706	0.0591808	0.4325226	0.6178336	0.6505959	0.6642742	0.3774919	0.2396207	0.3937769	0.6539796	0.5996421	0.3047137	0.0368164	0.6444990	0.1640701	0.5940768	0.7925026	0.4427052	0.4290308	0.0143264	0.6854845	0.3671014	0.7402430	0.2639766	0.0941397	0.6630884	0.4890644	0.4467993	0.2713970	0.4260043	0.8311200	0.1403687	0.5877271
900	0.1559783	0.1657442	0.1103038	0.6403130	0.7683186	0.3196989	0.5547978	0.7260039	0.0240933	0.0061209	0.6303260	0.7846059	0.1472994	0.1514918	0.6723843	0.4123771	0.4937967	0.3078229	0.0714043	0.5672316	0.5007604	0.6223321	0.6814599	0.3619270	0.3233088	0.4501652	0.6922719	0.7028882	0.2343759	0.0200131	0.7256713	0.1745681	0.7077690	0.6228100	0.3416384	0.4524959	0.0183436	0.7182939	0.4543959	0.6472834	0.3375274	0.0903229	0.5169591	0.4926287	0.5121412	0.2155202	0.3941831	0.6908990	0.1333544	0.6434188
950	0.1178323	0.1656148	0.1263804	0.6838042	0.6897184	0.4452813	0.5553863	0.7777942	0.0212137	0.0000542	0.5993203	0.6306721	0.1141885	0.0924219	0.6417976	0.4849186	0.4187893	0.3837098	0.0664325	0.6325507	0.5751696	0.5266890	0.7219183	0.4122316	0.3380497	0.4524414	0.7386296	0.6758073	0.2643330	0.0309270	0.7458084	0.1237645	0.7751565	0.6625112	0.3873358	0.3863525	0.0164076	0.7032616	0.4598765	0.7679448	0.2271525	0.0546719	0.7195045	0.4782478	0.4571605	0.2363187	0.4168350	0.6827770	0.1502836	0.7295984
1000	0.1340109	0.1772276	0.1667513	0.7525247	0.7099746	0.4435697	0.5168492	0.7081880	0.0324037	0.0000000	0.5759179	0.6415570	0.1265498	0.0991203	0.5797926	0.3590458	0.3612568	0.4148073	0.0360680	0.4864432	0.6505716	0.5952333	0.6506691	0.4929755	0.3487590	0.3571731	0.6876355	0.5698141	0.3237534	0.0690845	0.6807313	0.0746897	0.6409743	0.6436384	0.3584505	0.3513648	0.0308562	0.7831433	0.3668062	0.6874958	0.2964477	0.0759460	0.5623657	0.4533629	0.5068817	0.3272785	0.4450383	0.8082950	0.1844272	0.7578558

0	0.1305432	0.1517806	0.1557734	0.7373691	0.8484723	0.2539492	0.4963885	0.7198455	0.0252032	0.0012481	0.7435514	0.7798868	0.1226141	0.0696368	0.7006798	0.4991932	0.3477192	0.3379433	0.0660397	0.4754298	0.6368398	0.5905029	0.7315932	0.3250137	0.3014689	0.4954677	0.6391079	0.6446976	0.1864314	0.0366091	0.8435201	0.0813838	0.7497136	0.7498041	0.3674964	0.3960967	0.0099091	0.7569837	0.4303032	0.6068606	0.3569931	0.0637249	0.5675247	0.5047194	0.5089617	0.2391000	0.4403821	0.6288067	0.1450740	0.7038506
50	0.0783000	0.1284122	0.1057891	0.7239265	0.6682018	0.3070751	0.4490639	0.3210917	0.0346326	0.0002220	0.6937293	0.3905585	0.0864123	0.0878154	0.5901887	0.1363227	0.3353638	0.2790781	0.0965922	0.1833379	0.1069164	0.4052161	0.7922833	0.5370730	0.4006005	0.3398555	0.6581733	0.4899770	0.1090251	0.0314664	0.7255690	0.1189627	0.6275962	0.6836256	0.4299117	0.4508377	0.0104024	0.6727956	0.4703774	0.8287261	0.2480081	0.0867069	0.3759071	0.4564240	0.3563352	0.1938756	0.4816893	0.7337690	0.6317722	0.3813141
100	0.1155181	0.0866872	0.1021156	0.7317602	0.6920306	0.2840307	0.5329264	0.1898153	0.0305588	0.0036036	0.6208065	0.3892525	0.1194760	0.1699320	0.7583475	0.0278908	0.3797820	0.3820688	0.0921439	0.0633904	0.1004839	0.1998892	0.7445912	0.5036739	0.2510375	0.1689616	0.6640617	0.6205248	0.1654403	0.0082134	0.6847422	0.1888692	0.7070035	0.8525390	0.3911094	0.5705721	0.0197923	0.6585866	0.4287083	0.7795513	0.3046768	0.0810243	0.5768644	0.4715345	0.3528919	0.1098533	0.4749795	0.6236029	0.6690888	0.1977036
150	0.1409313	0.1708122	0.0705926	0.5898764	0.6788398	0.4476669	0.4826770	0.2286311	0.0386894	0.0019719	0.5227411	0.3414660	0.1694382	0.1033399	0.7206375	0.0118617	0.2765795	0.4712180	0.0580159	0.0372709	0.0797936	0.1457997	0.8062058	0.5727237	0.1038521	0.1017103	0.6883410	0.5602137	0.2510448	0.0361223	0.7020827	0.1438268	0.6502604	0.6281409	0.4292382	0.5101583	0.0129969	0.6936193	0.5024672	0.6973719	0.2922232	0.0956729	0.7385709	0.4080205	0.4702601	0.1047732	0.4308465	0.5455893	0.5941165	0.2324950
200	0.1019957	0.1309645	0.0770869	0.7513237	0.6231569	0.4266251	0.4483323	0.2102287	0.0293958	0.0048915	0.3407755	0.4133615	0.2955130	0.0987556	0.6304281	0.0294732	0.2977639	0.3670829	0.0836426	0.0291038	0.0837111	0.0607481	0.6215246	0.5877586	0.1695666	0.0455516	0.6609454	0.6658382	0.2229032	0.0841666	0.8313034	0.1693459	0.6642508	0.6139801	0.3219530	0.4703595	0.0112513	0.8091852	0.5066068	0.8285712	0.4222245	0.0612577	0.8155403	0.4763159	0.3329167	0.1183409	0.4121390	0.4974161	0.6414532	0.2142252
250	0.0726833	0.1220679	0.0578816	0.6349322	0.6966693	0.5370884	0.4218643	0.2745510	0.0640144	0.0000268	0.3507932	0.2836991	0.3421791	0.0964125	0.6003600	0.0433020	0.2525619	0.3013749	0.0584878	0.0112834	0.0567600	0.0639740	0.6159117	0.4544129	0.2111265	0.0473931	0.8210321	0.7572042	0.4008571	0.0688321	0.7399922	0.1602203	0.6780457	0.5840797	0.3266804	0.5876221	0.0257728	0.7726608	0.3954381	0.7112782	0.2362624	0.0575158	0.7309105	0.4312596	0.4426932	0.0989506	0.5439305	0.6026221	0.7105889	0.1370160
