"Time"	G1	G3	G5	G8	G4	G83	G6	G7	G86	G85	G22	G87	G54	G89	G88	G30	G29	G35	G100	G99	G32	G81	G23	G19	G18
300	0.0584817	0.0131978	0.4518608	0.6038293	0.1912012	0.6536659	0.1265166	0.7335033	0.3926929	0.1711237	0.6255786	0.1620561	0.5699763	0.3816300	0.3934447	0.8081705	0.0314543	0.0411942	0.1317915	0.7265864	0.2926547	0.4207898	0.5124561	0.6835259	0.5513832
350	0.0915550	0.0325201	0.4207842	0.7333341	0.2497042	0.6458546	0.1261549	0.6967755	0.4168754	0.1211939	0.7370643	0.2115354	0.1972311	0.4117743	0.4465065	0.7298213	0.1017535	0.0532683	0.1700275	0.6169723	0.2671618	0.5086634	0.4765930	0.6319388	0.6908221
400	0.1054729	0.0208074	0.3612615	0.6521627	0.1999148	0.6478662	0.1068326	0.7350800	0.4628954	0.3188284	0.7107150	0.2750901	0.0722565	0.3915591	0.5720740	0.6442276	0.1386782	0.1937911	0.2191716	0.7156174	0.1193030	0.3265195	0.4539441	0.5775424	0.7048124
450	0.0608645	0.0209750	0.4129460	0.6140471	0.2359187	0.6862085	0.1056123	0.6150676	0.4050946	0.3678767	0.7486164	0.3948660	0.3409568	0.3521540	0.5353146	0.6200165	0.2011467	0.3274793	0.3356575	0.6026268	0.0783348	0.2854527	0.4225412	0.6856116	0.7455674
500	0.1037340	0.0396549	0.5197129	0.6603630	0.1692025	0.6873293	0.1172869	0.7557188	0.5640535	0.3075049	0.6977415	0.3407143	0.6750396	0.4377816	0.5167472	0.6800269	0.1486201	0.2724679	0.2958039	0.7182677	0.0413339	0.3033201	0.3754770	0.6399907	0.5986865
550	0.1677311	0.0528999	0.3442754	0.5785457	0.2760141	0.7143625	0.0541281	0.7995505	0.3846482	0.2006098	0.5988961	0.2293805	0.6429709	0.0804494	0.4805883	0.7427243	0.0637941	0.2825200	0.2683650	0.6762593	0.1721266	0.3482009	0.4139644	0.7268055	0.6999803
600	0.1462474	0.0965428	0.3924161	0.4730717	0.4536745	0.6598457	0.0451577	0.6832070	0.3407584	0.1446854	0.6701051	0.2147293	0.2412142	0.0296083	0.5481288	0.8486121	0.0765135	0.3624110	0.1749437	0.5973780	0.2485381	0.3810397	0.3908862	0.6152165	0.7762340
650	0.1900577	0.0752055	0.3816585	0.4427077	0.4586251	0.6889373	0.0552334	0.7092392	0.3199188	0.2444124	0.6450335	0.3465205	0.1066987	0.0132189	0.4788684	0.7171351	0.0647562	0.4568510	0.3790058	0.6473310	0.2833702	0.3082147	0.3858963	0.5646156	0.6842563
700	0.1768144	0.1118911	0.4339719	0.4716858	0.5680015	0.6533548	0.0228788	0.6482804	0.3230128	0.2762627	0.7078315	0.2934956	0.0374976	0.0107290	0.6184424	0.7497770	0.1720539	0.6005064	0.3205308	0.5575478	0.2189974	0.3457229	0.4028602	0.5485417	0.6591379
750	0.1828530	0.1465590	0.4517719	0.4146266	0.6444986	0.5204492	0.0231721	0.7025191	0.2529595	0.3753268	0.7522021	0.4286309	0.0401543	0.0046130	0.6672735	0.9804694	0.3140044	0.7670709	0.4429044	0.3813808	0.2342740	0.2442658	0.4315382	0.5031774	0.6055287
800	0.2068070	0.1009380	0.3633244	0.6051212	0.5059947	0.6244325	0.0341625	0.6243895	0.2256753	0.3862903	0.6289236	0.3473136	0.1200516	0.0231448	0.5571867	0.7125642	0.2965181	0.6738976	0.5414730	0.2846584	0.1528518	0.2024969	0.3541504	0.5223932	0.5228150
850	0.2326437	0.1119056	0.3820290	0.5152198	0.5413035	0.7876437	0.0392237	0.8420876	0.2680973	0.2875575	0.6664891	0.3244211	0.2629531	0.0055781	0.6011929	0.6986878	0.2696379	0.6108642	0.6409832	0.3264468	0.1702254	0.2389428	0.3554563	0.6544500	0.6903304
900	0.1975464	0.1322083	0.4336746	0.5401417	0.5204885	0.8266550	0.0639483	0.8301387	0.3328232	0.2478342	0.5882386	0.2567018	0.2380459	0.0252672	0.6996383	0.7143773	0.2530019	0.7081510	0.4463858	0.4360309	0.1757167	0.2131657	0.4615000	0.6133024	0.6604027
950	0.1614241	0.1393471	0.3910890	0.4656454	0.6003568	0.7237340	0.0273217	0.6429709	0.3302474	0.2473064	0.7978258	0.3761565	0.3583093	0.0068181	0.6858186	0.6383492	0.1548579	0.7283155	0.4697070	0.5838388	0.1932443	0.2538770	0.3010898	0.4927863	0.7280629
1000	0.1553536	0.1363522	0.4547351	0.3786833	0.6011712	0.6649757	0.0394378	0.6649311	0.3025229	0.2473417	0.5842013	0.2905549	0.3287006	0.0122751	0.5459193	0.6564076	0.1003794	0.6196414	0.4192282	0.7474674	0.2117642	0.2644128	0.3927642	0.7311727	0.6347732

0	0.1824576	0.0958721	0.3331935	0.5358878	0.5642971	0.7043739	0.0329891	0.7375734	0.2083158	0.3022470	0.7415205	0.3638625	0.3095953	0.0083059	0.7268031	0.7320170	0.2233938	0.5601823	0.4670459	0.5437840	0.1956967	0.4385037	0.4211301	0.6319472	0.5732580
50	0.0864899	0.1733223	0.4230995	0.4026939	0.4854386	0.6176375	0.0454226	0.5714978	0.2293553	0.5794050	0.6929246	0.3566171	0.1343591	0.0325392	0.7002108	0.3762019	0.1800533	0.6788129	0.4226305	0.5773024	0.2208600	0.4174044	0.4340183	0.6238804	0.7086286
100	0.0831627	0.0910872	0.4712613	0.5828995	0.4513840	0.6850125	0.0732569	0.7408438	0.2464590	0.4481655	0.6700297	0.3822307	0.1986166	0.0159210	0.5982464	0.2263483	0.2126665	0.7516537	0.4657655	0.6462024	0.1680039	0.2861515	0.4610741	0.4960469	0.6385880
150	0.0672391	0.0513112	0.4267760	0.8056492	0.1556475	0.8056419	0.0958613	0.6916422	0.3532949	0.5201539	0.6501429	0.3495074	0.3320884	0.0284629	0.5888343	0.1686402	0.1977972	0.7074123	0.3528435	0.6251981	0.1615161	0.2797188	0.3832124	0.5352042	0.7317229
200	0.0386246	0.0548933	0.3975978	0.6897299	0.0864794	0.5787131	0.1668407	0.7671171	0.3908176	0.4976967	0.6670997	0.4160229	0.3227728	0.0388437	0.5233592	0.1603851	0.1214957	0.6031015	0.3678829	0.6127414	0.1706961	0.3191694	0.3957024	0.6029648	0.6208541
250	0.0648645	0.0185115	0.3903268	0.5647966	0.0545715	0.8284069	0.3011967	0.8178303	0.5789676	0.4090976	0.6730068	0.4179636	0.2273922	0.0638858	0.6401324	0.1512128	0.1020445	0.4185378	0.3183960	0.6723305	0.2141219	0.3095722	0.3957781	0.5100442	0.6522629
300	0.0365263	0.0095117	0.4761089	0.6831957	0.0560517	0.6445504	0.3253867	0.7883445	0.5626350	0.6527902	0.6774576	0.3658519	0.1069889	0.1156946	0.6084292	0.1925089	0.2272318	0.3460577	0.2459887	0.7197599	0.2692643	0.3011449	0.4477934	0.4566621	0.7350544
350	0.0402271	0.0090256	0.4408736	0.6449321	0.0673261	0.6433155	0.3722480	0.7106082	0.5722408	0.5256017	0.8177970	0.3666935	0.1482582	0.0568528	0.6233746	0.1427201	0.3219590	0.3035021	0.3662914	0.6463343	0.1703167	0.3182004	0.4853909	0.4761537	0.7374870
400	0.0963924	0.0205769	0.4228462	0.6943773	0.0566536	0.7656895	0.3005917	0.6886525	0.4898143	0.6513436	0.6751701	0.4109793	0.3980936	0.0722855	0.5957236	0.1138363	0.3678159	0.4645446	0.3201711	0.7144338	0.1656672	0.3540359	0.4642271	0.4955044	0.6486095
450	0.0678965	0.0196993	0.4074321	0.6581118	0.0506749	0.7751200	0.2004374	0.6782418	0.4768843	0.6098015	0.8553522	0.3984007	0.3897996	0.1079384	0.6167187	0.1328978	0.3202263	0.2954058	0.2970682	0.7019684	0.1383814	0.3901451	0.3672564	0.4718951	0.7917449
500	0.0635714	0.0218426	0.3333552	0.7032294	0.0718924	0.7643637	0.2800165	0.7541532	0.4793234	0.4178641	0.7722629	0.3734058	0.3738866	0.1166281	0.4618358	0.1331934	0.2226087	0.3071065	0.2449197	0.6566939	0.1705499	0.2984342	0.4317193	0.4615962	0.7210324
550	0.0699453	0.0170696	0.5808115	0.6792092	0.1061935	0.7530318	0.1592058	0.7250953	0.5024288	0.3623692	0.5881360	0.3206148	0.2802049	0.1558276	0.5313778	0.4933539	0.1728358	0.2645271	0.3331413	0.6808626	0.1560377	0.3270256	0.3736814	0.7484503	0.7290032
600	0.1968825	0.0449003	0.5448577	0.6015459	0.2076928	0.7991236	0.2051391	0.7020571	0.3885211	0.3247038	0.6679407	0.2886320	0.3737558	0.0639619	0.6415677	0.6313602	0.1439682	0.2377342	0.2381496	0.5944448	0.2032251	0.2857948	0.3588487	0.5773650	0.7858740
650	0.1655049	0.0574919	0.4106130	0.4687146	0.2879016	0.6941438	0.0603802	0.7204050	0.4965594	0.2407503	0.7947066	0.4018471	0.3336651	0.0359794	0.5563729	0.6390302	0.1169870	0.4126130	0.2881469	0.7061234	0.2150865	0.3096645	0.3943575	0.6527189	0.7317777
700	0.1979547	0.1105316	0.4224646	0.5363401	0.4453220	0.7165008	0.0658143	0.6257757	0.3727314	0.3554721	0.6251381	0.2683755	0.2346007	0.0243934	0.6190246	0.7451726	0.1517288	0.6633538	0.3454431	0.7729610	0.2165794	0.3423919	0.4300638	0.5479494	0.6581024
750	0.1653769	0.1149054	0.3958850	0.4609852	0.5569442	0.7913351	0.0475852	0.6409439	0.2744446	0.3110878	0.5585944	0.4028995	0.2202005	0.0148182	0.7172535	0.7402412	0.1102254	0.5360301	0.3083588	0.7594607	0.2666873	0.2569439	0.4090494	0.6731194	0.7687246
800	0.1765846	0.1149143	0.3549090	0.5815651	0.4868641	0.6880493	0.0369124	0.6839272	0.2417070	0.3098470	0.6325164	0.2826209	0.1043715	0.0281587	0.6358026	0.6355345	0.1083287	0.6266349	0.3937288	0.6392567	0.3135443	0.2770900	0.4602366	0.5733698	0.8191112
850	0.2086208	0.1397340	0.4266641	0.4249797	0.4958556	0.6717871	0.0303493	0.7315228	0.2840795	0.3238875	0.6645025	0.4002787	0.0588627	0.0101442	0.6023106	0.5292467	0.1242344	0.6179600	0.4689309	0.6175209	0.2421859	0.2541984	0.3559173	0.5605886	0.7569625
900	0.1586899	0.1607830	0.3991611	0.4139383	0.4452869	0.6225032	0.0435683	0.6307297	0.3300398	0.3943703	0.6391388	0.3579241	0.1454518	0.0114534	0.7736825	0.5581954	0.2107045	0.6741741	0.5519099	0.4027161	0.1509395	0.2920689	0.4275477	0.6619169	0.7332822
950	0.1777015	0.0940790	0.4120124	0.5176137	0.4636914	0.7728838	0.0165556	0.5974476	0.3040215	0.2702751	0.7778115	0.4161358	0.0908991	0.0116734	0.6494118	0.7275085	0.2478067	0.6987504	0.5070613	0.3504043	0.1923261	0.2674446	0.3737385	0.4970883	0.7558554
1000	0.2090921	0.1061824	0.3439001	0.4650835	0.5457061	0.6930466	0.0478458	0.7109568	0.2398740	0.2769310	0.7751674	0.3990391	0.1541003	0.0063864	0.6852971	0.7935049	0.2433415	0.6544583	0.5444608	0.2841782	0.1884521	0.2092342	0.4322425	0.6561786	0.6730422

0	0.1971343	0.1315279	0.3795211	0.4948274	0.7138557	0.7437431	0.0683059	0.7306441	0.2379821	0.2942300	0.6289650	0.3091750	0.2212053	0.0176045	0.6248086	0.7168058	0.1983413	0.7817859	0.5305637	0.6032955	0.2036551	0.4779617	0.4666806	0.7520649	0.5621429
50	0.0883433	0.0884660	0.1848716	0.6443494	0.3991947	0.7184118	0.0421686	0.2212066	0.4322397	0.2587776	0.5816099	0.3546987	0.1024964	0.0101435	0.2624650	0.7555745	0.1762521	0.2811808	0.4713984	0.5351823	0.1679846	0.3718482	0.3537690	0.6663340	0.4647430
100	0.0678575	0.0633246	0.2043364	0.6618013	0.2489581	0.5975411	0.0829326	0.2578216	0.6053201	0.3179744	0.6174799	0.4132902	0.1515831	0.0365224	0.1128245	0.7330521	0.2510958	0.1192948	0.4501969	0.5962953	0.2289831	0.2482837	0.3029520	0.6285256	0.4371944
150	0.0889560	0.0305780	0.1597566	0.6607685	0.1739421	0.6450580	0.0971936	0.1225264	0.7333719	0.3330548	0.4473635	0.2800363	0.0826754	0.0229157	0.1000748	0.6764880	0.1534792	0.1383736	0.4941412	0.4822755	0.1422465	0.3316515	0.3053463	0.5793005	0.4457321
200	0.1270499	0.0260698	0.1613200	0.6203617	0.1448610	0.6768957	0.1009386	0.1485098	0.6335798	0.2855958	0.5021364	0.2808080	0.2305090	0.0347034	0.0334041	0.7148327	0.2107189	0.1322101	0.5918419	0.4911014	0.1707774	0.2058356	0.3018306	0.5174916	0.4240619
250	0.0941170	0.0506491	0.1477582	0.6986214	0.1197540	0.7450793	0.0739504	0.1528553	0.5997319	0.3973349	0.4826012	0.4878574	0.1661158	0.0148869	0.0570557	0.7885040	0.2101415	0.1504077	0.4086059	0.5895051	0.1751553	0.2606934	0.3092513	0.4469091	0.4176843
300	0.1669509	0.0877967	0.1387478	0.7013657	0.1957536	0.7122272	0.1163016	0.1098956	0.5948769	0.3359263	0.5574701	0.3549079	0.1373824	0.0338789	0.0733825	0.7501092	0.1829583	0.1453064	0.4772533	0.4777679	0.1999216	0.3127655	0.2670512	0.5232113	0.4263477
350	0.1278722	0.0839343	0.1198566	0.4740657	0.3196920	0.6629325	0.0467414	0.1613869	0.5681642	0.3037595	0.6456762	0.3970645	0.1478490	0.0412824	0.0649123	0.6694782	0.2060126	0.1488654	0.5007562	0.5156104	0.2014598	0.2312738	0.3265407	0.4084345	0.4442250
400	0.0872493	0.0438842	0.1221937	0.7137715	0.1973398	0.7185356	0.0687107	0.1260995	0.5633029	0.3206081	0.4550877	0.3087762	0.0547558	0.0381102	0.0757175	0.6879153	0.2204139	0.1596882	0.4644344	0.5909088	0.2267375	0.1660979	0.2382503	0.5427829	0.3865777
450	0.1475402	0.0510340	0.1025323	0.6216192	0.3053241	0.6716600	0.0587557	0.1931349	0.5295280	0.3823146	0.4402852	0.2907704	0.0695522	0.0201795	0.0686914	0.6092520	0.2154061	0.1287279	0.5354624	0.2988506	0.1718385	0.2153290	0.3456786	0.4240913	0.4849642
500	0.1487634	0.0746792	0.1010776	0.5105994	0.3457079	0.7078402	0.0651172	0.1204967	0.6210791	0.4064752	0.5617168	0.2546550	0.0256346	0.0183241	0.0559873	0.6776111	0.2542588	0.1571779	0.6160593	0.1368526	0.1682397	0.2225508	0.2988518	0.4393030	0.3388566
550	0.2793323	0.1249684	0.3153271	0.5502979	0.3842712	0.7404643	0.0905456	0.5787202	0.5121058	0.3607889	0.7221086	0.2994541	0.1506426	0.0120282	0.4925709	0.5932005	0.3329993	0.5480053	0.7770048	0.1392422	0.2315541	0.2236382	0.3153140	0.4664939	0.5951770
600	0.2605551	0.2064885	0.3161192	0.3882639	0.5533479	0.6458884	0.0504917	0.7610832	0.3303539	0.3405078	0.7161487	0.3012557	0.1835758	0.0125273	0.5531044	0.7012979	0.2417486	0.6212077	0.5430394	0.2789662	0.1268605	0.2366615	0.2537969	0.6235557	0.6113877
650	0.2014162	0.2148342	0.3541766	0.4632525	0.5033227	0.5624443	0.0091431	0.5990774	0.2801046	0.3487896	0.6992213	0.3069874	0.2635124	0.0149759	0.6555166	0.6431600	0.1206706	0.6016051	0.5520107	0.3607960	0.1569975	0.2390223	0.3642771	0.6183881	0.7134792
700	0.2584220	0.1711597	0.4263899	0.4493010	0.5416110	0.6522154	0.0177109	0.7382702	0.2256307	0.3130803	0.6883605	0.3382446	0.3419262	0.0170599	0.7351415	0.5962233	0.1453568	0.5223166	0.5263626	0.6768302	0.2382019	0.2774451	0.5162471	0.7158038	0.6499137
750	0.1608779	0.1711195	0.3597692	0.3966487	0.5020363	0.7300610	0.0314463	0.7194755	0.2647990	0.2970995	0.7792933	0.4177623	0.1906097	0.0132608	0.6523573	0.7041982	0.2023443	0.7001370	0.4824856	0.6127127	0.1135458	0.1776234	0.4010654	0.6271167	0.6490616
800	0.2299746	0.1056737	0.3328592	0.4957409	0.5310640	0.7445770	0.0507285	0.7837689	0.2989512	0.3451761	0.6185406	0.3376366	0.1584639	0.0082351	0.6581567	0.7432689	0.1903493	0.5640744	0.4778152	0.5006663	0.2143608	0.3306151	0.4299568	0.6477795	0.7976237
850	0.1206231	0.0688926	0.4203924	0.4362413	0.4978431	0.7277419	0.0491224	0.7786836	0.2431186	0.3229301	0.6918929	0.3642132	0.2632228	0.0281437	0.8050244	0.7252306	0.2216266	0.6890422	0.6035599	0.4725095	0.2301228	0.3216586	0.3452439	0.6615083	0.5512854
900	0.2190593	0.1082623	0.4377187	0.5394957	0.5375228	0.6831256	0.0378063	0.8970805	0.2299307	0.4116584	0.6499597	0.3433462	0.2837450	0.0178266	0.5981517	0.6886983	0.2471102	0.7400053	0.5223439	0.5666085	0.1637794	0.2410765	0.3303439	0.6264068	0.6257366
950	0.1924127	0.1146206	0.3779840	0.5166388	0.5859254	0.6942056	0.0269061	0.6595916	0.3145400	0.3386079	0.5433463	0.3741947	0.3247868	0.0045464	0.6658422	0.6432360	0.1325358	0.8872803	0.5329650	0.6392125	0.1088684	0.3515561	0.3069645	0.5622553	0.5933675
1000	0.2069432	0.1041724	0.4594805	0.5105690	0.5950507	0.8766907	0.0463261	0.7126257	0.2590986	0.3442625	0.6782750	0.4019084	0.2899311	0.0234681	0.5409998	0.7519992	0.1108236	0.7466314	0.4341988	0.6506879	0.1970808	0.2426769	0.3971967	0.6067095	0.6391989

0	0.1942355	0.0994540	0.3346647	0.4428663	0.5079765	0.8500178	0.0373858	0.8809530	0.1960840	0.3173528	0.6527115	0.3029281	0.2261572	0.0081935	0.5357542	0.7708967	0.1970489	0.7337841	0.5130585	0.5561733	0.1993003	0.3997890	0.3512264	0.5547574	0.6809434
50	0.1110420	0.2994420	0.4657625	0.5341607	0.4700711	0.7784411	0.0036871	0.5513255	0.1568156	0.2466941	0.1973198	0.2915564	0.0636240	0.0211226	0.6416738	0.5612686	0.2050943	0.7218632	0.4619634	0.6506270	0.1905254	0.3164592	0.4771727	0.4689569	0.6310741
100	0.0916151	0.4898555	0.4979354	0.5371523	0.4415443	0.6166529	0.0100003	0.5441191	0.2277776	0.2601482	0.1791733	0.3919398	0.0710062	0.0047396	0.7317548	0.3409244	0.2032676	0.7495445	0.5665818	0.2880725	0.2305132	0.3897778	0.5800221	0.6191253	0.6075273
150	0.0587483	0.3392516	0.5601437	0.6064617	0.5128100	0.7706096	0.0029856	0.3976547	0.1083677	0.2054576	0.1536814	0.3077574	0.1412714	0.0231607	0.7767974	0.3979665	0.2629491	0.7390267	0.5962545	0.2568952	0.1966411	0.3847277	0.4630663	0.6016957	0.5744145
200	0.0939924	0.3677519	0.7308997	0.6262140	0.4869294	0.6709007	0.0118952	0.4765486	0.1653391	0.2626883	0.1982754	0.3929750	0.1607441	0.0050083	0.6511720	0.3646432	0.2986736	0.7085371	0.6665809	0.2739806	0.2053212	0.3477198	0.5980087	0.5844944	0.7752841
250	0.0739433	0.4459576	0.6081903	0.5208345	0.4873123	0.6485866	0.0083114	0.6069714	0.0974039	0.2004060	0.1842804	0.3252103	0.1018968	0.0041648	0.5182849	0.3393809	0.2603373	0.6485993	0.6340343	0.3860842	0.1466093	0.3845500	0.5732847	0.5630807	0.7652559
300	0.0653543	0.4213316	0.7330358	0.6244800	0.4028017	0.6981909	0.0139328	0.4632004	0.0824954	0.2064700	0.1392575	0.3154488	0.0914524	0.0061158	0.7505039	0.3610836	0.2284040	0.6943175	0.6117788	0.3259929	0.1979797	0.3561366	0.5779429	0.5767437	0.7498400
350	0.0548914	0.3563474	0.6677718	0.6526420	0.4191623	0.6696074	0.0352851	0.4687099	0.1997070	0.1866166	0.2104219	0.4042756	0.1167219	0.0232604	0.7068154	0.3824867	0.3483842	0.6868434	0.4778411	0.4369450	0.1720061	0.3276316	0.5125466	0.5479886	0.5919467
400	0.0695376	0.3302701	0.5198466	0.6989417	0.4612554	0.6762170	0.0351703	0.4472943	0.2207154	0.2038785	0.1749149	0.2936607	0.0659197	0.0072165	0.7021865	0.3139231	0.2093563	0.6258749	0.6436059	0.3230740	0.1139771	0.3929822	0.5095324	0.5867140	0.6269057
450	0.0813923	0.3905557	0.5028291	0.6618200	0.4489303	0.8403111	0.0308000	0.4592273	0.2760733	0.2317011	0.1087480	0.3224453	0.0657944	0.0048914	0.7483276	0.3917489	0.2469564	0.7526046	0.6407909	0.2955470	0.1728840	0.4229510	0.5433654	0.5582444	1.0000000
500	0.0412413	0.4414338	0.6720631	0.6526002	0.3902022	0.6059220	0.0196909	0.5498855	0.1591679	0.2378959	0.1481573	0.3476920	0.0317373	0.0030442	0.5660605	0.3290650	0.3567122	0.6640802	0.6060987	0.2074748	0.0895975	0.4318215	0.5246843	0.5968179	0.5411691
550	0.1752946	0.1471936	0.5413093	0.6696642	0.2529304	0.6333667	0.0913474	0.6093601	0.3090036	0.3170216	0.7261416	0.2938551	0.2632871	0.0061546	0.6133618	0.5656469	0.2430037	0.7806763	0.7485493	0.2143163	0.2023363	0.2811849	0.2479614	0.6884293	0.6756880
600	0.1368895	0.0823225	0.5432091	0.5288834	0.3259903	0.6768199	0.0415908	0.6736432	0.4444192	0.2565130	0.5607208	0.3437437	0.2590868	0.0206681	0.5996026	0.6058273	0.1846538	0.7324169	0.6809618	0.3752647	0.1776639	0.2951242	0.3168855	0.5329755	0.5876668
650	0.1345045	0.1031327	0.4392041	0.6097933	0.3276554	0.5478138	0.0296065	0.5514998	0.4051691	0.3082221	0.6513531	0.2820275	0.2698745	0.0064296	0.6025554	0.6924663	0.1279851	0.8879871	0.5654928	0.5822761	0.1747170	0.2474074	0.4712070	0.6739438	0.7331038
700	0.1013666	0.0812833	0.3573134	0.4358893	0.4169426	0.6930195	0.0378584	0.7320645	0.3788374	0.2620352	0.6821752	0.3952637	0.2896753	0.0402236	0.6341439	0.6006435	0.1121091	0.6975336	0.4813558	0.6213292	0.1329372	0.2883092	0.3786354	0.5979298	0.6142663
750	0.1584998	0.0684586	0.3963814	0.4728080	0.4701919	0.6341641	0.0531092	0.7207089	0.3092274	0.2867418	0.7449242	0.3156294	0.2379074	0.0358162	0.6856999	0.7077773	0.1018341	0.6467733	0.4798206	0.6040268	0.2665000	0.2536347	0.3312760	0.6367009	0.6787721
800	0.1971942	0.0913139	0.4428552	0.5218883	0.3797501	0.7706439	0.0186654	0.6243750	0.2979870	0.3115881	0.6558519	0.4154000	0.2354095	0.0074478	0.6750389	0.7137418	0.2097785	0.7219349	0.4657916	0.6534419	0.1988780	0.3292022	0.3016294	0.6590084	0.8030698
850	0.2064620	0.1117433	0.3532765	0.5059308	0.5129849	0.6236381	0.0492581	0.6835547	0.3507856	0.2963807	0.6351895	0.3081239	0.2668906	0.0223546	0.6428197	0.6229755	0.1511796	0.6778597	0.4165433	0.5988145	0.2221537	0.3206912	0.3197759	0.6049184	0.5453512
900	0.1568154	0.0982748	0.5015017	0.5505981	0.5193989	0.7210753	0.0264186	0.6147990	0.2852069	0.3658904	0.7422603	0.4073153	0.2789966	0.0157097	0.5929816	0.6574542	0.1436892	0.7377875	0.3712517	0.7453864	0.1652613	0.2145492	0.3978896	0.6434375	0.6005925
950	0.1224871	0.1273456	0.3619533	0.5014361	0.3996618	0.6108046	0.0279646	0.7154602	0.2526291	0.2446681	0.7196195	0.3169774	0.1877139	0.0147467	0.5235312	0.7473801	0.1326094	0.7855546	0.3590902	0.7546791	0.1744425	0.2812473	0.3753654	0.6496287	0.6416182
1000	0.2460565	0.0985210	0.3635200	0.5170697	0.4855446	0.5805294	0.0154130	0.7480849	0.3893271	0.4095600	0.5570013	0.3218824	0.0739534	0.0081094	0.6103694	0.7289159	0.1589352	0.7221674	0.3959737	0.6693167	0.2634194	0.1613985	0.3891345	0.5492600	0.5549299

0	0.1673359	0.0947752	0.4023771	0.4645658	0.5915593	0.7733150	0.0359300	0.7942875	0.2203835	0.3657444	0.5805681	0.2637426	0.2243392	0.0092878	0.6236065	0.6882977	0.2235949	0.7195527	0.4940596	0.5925403	0.1919604	0.4326112	0.4206256	0.6072355	0.7205094
50	0.1683566	0.0827840	0.3799813	0.4575744	0.5251309	0.5081674	0.0312536	0.7145031	0.5551993	0.3414560	0.6177742	0.5245449	0.2076805	0.1968676	0.6719774	0.7642919	0.1793986	0.6213324	0.2720041	0.5596068	0.0729196	0.4348068	0.3848217	0.5045428	0.2551608
100	0.3233282	0.1812440	0.3740652	0.4285499	0.7735204	0.4335695	0.0137946	0.8049696	0.6244274	0.2922007	0.6822413	0.6005665	0.5113820	0.2942566	0.6550835	0.7117086	0.1161584	0.6390604	0.2013000	0.6020419	0.0512570	0.5312172	0.4321286	0.4291687	0.1982551
150	0.4764145	0.2941855	0.2351131	0.1699160	0.6779557	0.4173129	0.0288094	0.6153108	0.6199518	0.1553778	0.7252237	0.5059498	0.6846851	0.2988541	0.5089761	0.5692219	0.0580598	0.6864879	0.1058023	0.6306276	0.0622808	0.6203787	0.3906352	0.3589414	0.1660609
200	0.4473559	0.3631690	0.2405509	0.1018796	0.7606335	0.4756245	0.0185725	0.4897144	0.6012706	0.0834026	0.6163405	0.6214181	0.6436075	0.3322932	0.4714757	0.7452329	0.0488709	0.5045596	0.0647891	0.7380795	0.1244195	0.4582741	0.4327684	0.3539859	0.1236863
250	0.6001650	0.3639939	0.2566434	0.1246003	0.6634465	0.4240942	0.0215225	0.5928339	0.6493824	0.1430371	0.8801323	0.4695950	0.7097545	0.2820112	0.3132279	0.8022900	0.0336166	0.6292454	0.0702663	0.8749210	0.1163179	0.5443054	0.4991757	0.3119544	0.1657908
300	0.7697475	0.4205185	0.2253022	0.0883053	0.6975088	0.4974236	0.0133212	0.4570329	0.6685165	0.2037133	0.7907954	0.4897357	0.6449958	0.3687968	0.2741330	0.5912230	0.0261228	0.6950228	0.0517184	0.5868788	0.0858735	0.5646332	0.3771017	0.3301709	0.1250610
350	0.6783669	0.6175863	0.1330575	0.0401281	0.7674192	0.4914440	0.0114338	0.3403716	0.6502053	0.1260959	0.6963351	0.4275429	0.5719555	0.2642735	0.3357704	0.7339684	0.0371450	0.5877264	0.0724911	0.6316934	0.1081725	0.6635348	0.5168962	0.3077439	0.1459372
400	0.5591701	0.4456494	0.1397618	0.0470484	0.8064826	0.4862492	0.0371218	0.2174423	0.5641735	0.1714089	0.6036095	0.4987868	0.5688923	0.2840942	0.5011290	0.7441580	0.0241521	0.6381849	0.0378043	0.7592830	0.1618252	0.5908425	0.3321023	0.3852643	0.2085737
450	0.6247632	0.4293235	0.2246806	0.0862803	0.6201631	0.3801857	0.0317447	0.3205689	0.7276500	0.1443271	0.7298969	0.5132502	0.6339833	0.2707914	0.4774983	0.7145595	0.0870205	0.5723906	0.0140549	0.6902351	0.1352965	0.5623573	0.3335328	0.3520903	0.1525969
500	0.7388400	0.3875736	0.2055118	0.0720509	0.6349016	0.5189702	0.0233216	0.2939062	0.7071693	0.1256595	0.6265184	0.4987054	0.4526859	0.2850517	0.4630460	0.6305809	0.0863003	0.6830922	0.0282810	0.7018428	0.1401583	0.6249443	0.4402049	0.2961136	0.1833370
550	0.5575753	0.4635607	0.2141447	0.0759463	0.6193906	0.6360323	0.0265286	0.3834318	0.2879579	0.1692592	0.6169740	0.3730492	0.2173367	0.0609489	0.6253015	0.6163208	0.0832272	0.7122145	0.0692272	0.7519508	0.3213719	0.4341970	0.4039853	0.3890910	0.4969664
600	0.4069432	0.4288945	0.2590819	0.1047218	0.6991928	0.5765749	0.0152532	0.3535481	0.2256004	0.2912691	0.8077331	0.4083650	0.0798155	0.0227083	0.4746043	0.6332120	0.1068050	0.6923526	0.2788979	0.7179438	0.3214491	0.4382916	0.4404319	0.5158412	0.7209182
