"Time"	G1	G3	G7	G8	G5	G22	G4	G83	G6	G88	G85	G89	G54	G86	G87	G30	G29	G35	G99	G100	G32	G19	G18	G20	G81	G23	G82	G80	G58	G31	G50	G51	G78	G94	G95	G93	G91	G90	G2	G69
700	0.3282338	0.3487211	0.8518414	0.6472764	0.0564809	0.7671759	0.1384179	0.7750615	0.3756698	0.6260704	0.5366960	0.7502324	0.0467618	0.7462114	0.2404505	0.2512510	0.3896892	0.0259316	0.1552624	0.7308465	0.7017582	0.5191568	0.6782074	0.7872647	0.4894341	0.7445424	0.0818512	0.1036944	0.7148121	0.2979267	0.1292594	0.0698852	0.2649046	0.1466050	0.6914869	0.3586346	0.2599720	0.7232998	0.3193011	0.7460118
750	0.3175361	0.4408486	0.6124052	0.6834292	0.0772766	0.7556617	0.2053642	0.6946278	0.4394293	0.5966013	0.5315583	0.5951226	0.0161752	0.8080118	0.2953817	0.2933284	0.4670472	0.0318087	0.0612689	0.6404011	0.5255459	0.5003715	0.7895617	0.6678417	0.2908743	0.7934163	0.0873852	0.1493300	0.6176352	0.1109298	0.0818650	0.0584170	0.3607248	0.1414115	0.7548089	0.3922811	0.2387652	0.7715128	0.3647540	0.7625148
800	0.3101296	0.4818382	0.5970689	0.6497030	0.0653640	0.6660532	0.2247042	0.7854575	0.4433626	0.7238954	0.6007753	0.3841820	0.0216361	0.7408994	0.4096681	0.2268022	0.3749612	0.0489942	0.0299422	0.9348596	0.5153605	0.4778449	0.8195836	0.7185094	0.3196420	0.6439241	0.0833304	0.0988625	0.6847542	0.0934507	0.0979739	0.0245519	0.4102900	0.1859351	0.7274116	0.4129660	0.1998789	0.7223300	0.3182816	0.7864290
850	0.3596925	0.4080666	0.6851579	0.5912478	0.0345085	0.5464236	0.2219496	0.6847653	0.6087604	0.8296963	0.5275666	0.4067293	0.0262317	0.6644613	0.3535208	0.1819773	0.4328235	0.0558407	0.0556949	0.7461019	0.5382626	0.5625778	0.7110635	0.7145825	0.2934249	0.6328406	0.0823435	0.1070586	0.6971541	0.0243993	0.0523804	0.0053581	0.5185533	0.1922345	0.7089608	0.4946959	0.1606069	0.7597641	0.4752378	0.8163976
900	0.2439447	0.3621782	0.7316358	0.5778997	0.0882727	0.8028436	0.1798011	0.6373120	0.5563108	0.5863013	0.5044082	0.4607964	0.0122229	0.7257551	0.4890548	0.1869764	0.4901818	0.0846731	0.0396432	0.7649295	0.5324103	0.5351653	0.7219409	0.6424445	0.2238688	0.6679906	0.1384245	0.1064310	0.7714184	0.0423231	0.0592901	0.0139804	0.5651375	0.2313896	0.7082004	0.5976604	0.2523028	0.7473064	0.4574407	0.6900670
950	0.3206150	0.3456946	0.7299929	0.7040529	0.0943274	0.5804834	0.1641021	0.7075462	0.5730164	0.6159851	0.4809768	0.3512113	0.0237222	0.6985370	0.3963548	0.1871358	0.4213930	0.2688714	0.0190603	0.7075971	0.5094423	0.5984089	0.7900854	0.6872638	0.2386252	0.7076626	0.1055849	0.1111075	0.6609142	0.0322231	0.0710090	0.0044030	0.4215755	0.2786446	0.8035165	0.5246612	0.2506926	0.7961659	0.4008938	0.6712338
1000	0.2462361	0.3434055	0.6194565	0.7475799	0.1262445	0.6173444	0.1433342	0.7534383	0.4277049	0.7458890	0.5524716	0.4629462	0.0115856	0.7266982	0.5828315	0.1781182	0.5157394	0.4682255	0.0205344	0.7004931	0.5296457	0.4940214	0.8302793	0.6750054	0.2621974	0.8034419	0.0707385	0.1127231	0.6756810	0.0379241	0.0662502	0.0054830	0.5123525	0.2354168	0.6851863	0.6284872	0.2341210	0.7542437	0.3708652	0.6827856

0	0.3925781	0.5626947	0.7333441	0.5930670	0.0548004	0.8417579	0.2968996	0.7109841	0.4105745	0.8114144	0.4773055	0.4887065	0.0109358	0.6841725	0.4436479	0.2372485	0.3917606	0.5608453	0.0133773	0.7438950	0.4956656	0.4993824	0.6558256	0.7163607	0.2353996	0.6830967	0.1079502	0.1528689	0.8251249	0.0609797	0.0944296	0.0060515	0.5410496	0.3808974	0.7535820	0.5316083	0.2407536	0.6635393	0.4467293	0.7258226
50	0.2941561	0.4355598	0.6773539	0.6608703	0.0596764	0.5820970	0.3372031	0.7057929	0.5305499	0.8388517	0.6765269	0.3808828	0.0259992	0.6686213	0.2876043	0.3754893	0.6744107	0.6228125	0.2454103	0.6812542	0.4934740	0.5668702	0.6946466	0.7235746	0.2660989	0.6997941	0.0352987	0.0813614	0.7618194	0.0198450	0.1101826	0.0034991	0.6209078	0.3070549	0.6490938	0.6761519	0.2773909	0.5112721	0.6075619	0.5326077
100	0.3230137	0.4466453	0.6960172	0.5550646	0.0601030	0.6993226	0.4364973	0.6473892	0.5430110	0.8280161	0.6548979	0.4758952	0.0156674	0.6087820	0.1278806	0.3522194	0.6520069	0.3767490	0.3869289	0.8476961	0.4947113	0.5569528	0.6612345	0.9770003	0.3103526	0.7400634	0.0339603	0.0933130	0.7167895	0.0246075	0.0957297	0.0063344	0.4652430	0.2926229	0.8196549	0.6343944	0.1408182	0.4354562	0.6764648	0.5647389
150	0.3650438	0.4100153	0.6848103	0.5500906	0.0811323	0.7473341	0.4995612	0.6260137	0.5546057	0.7440986	0.6550881	0.4125075	0.0144605	0.6616012	0.1143696	0.4563675	0.5783590	0.4569369	0.4153462	0.7456075	0.3444322	0.4868766	0.7263077	0.6448097	0.2272430	0.7633671	0.0235647	0.1608539	0.7097096	0.0164351	0.0621878	0.0037119	0.3380587	0.3040089	0.6477520	0.6147884	0.1109224	0.4249281	0.5903484	0.5108262
200	0.3758847	0.4672751	0.7386149	0.5687272	0.0590195	0.6174063	0.4164126	0.6647922	0.5471623	0.6322158	0.6967815	0.3959066	0.0017595	0.7530923	0.0602960	0.4140050	0.6281628	0.4598900	0.4378741	0.5016493	0.2568817	0.5537353	0.7291123	0.7172244	0.2328128	0.7785311	0.0065316	0.1344964	0.7954707	0.0070938	0.0605213	0.0034857	0.4374951	0.2280344	0.7216171	0.7643648	0.1314789	0.4630714	0.7285877	0.4930623
250	0.2786443	0.4068025	0.6316854	0.5977941	0.0414478	0.7692951	0.3942395	0.7379597	0.5677872	0.7447309	0.5572402	0.4074623	0.0213764	0.5966809	0.0944598	0.4101902	0.6502804	0.2939814	0.4977670	0.7404335	0.2252512	0.6419626	0.7412975	0.7927793	0.2524380	0.6167188	0.0029523	0.1141641	0.8122789	0.0236615	0.0803802	0.0005294	0.4752545	0.2796072	0.7584381	0.6757891	0.1418024	0.6019202	0.5586720	0.4738908
300	0.3141459	0.4630811	0.6740015	0.6511324	0.0424736	0.7331591	0.4005846	0.6809828	0.5752197	0.8378634	0.7101617	0.2859301	0.0363943	0.6518525	0.0761848	0.4021577	0.7722488	0.1573227	0.4445953	0.7060025	0.2576494	0.5413174	0.5901617	0.7156438	0.1857022	0.7681558	0.0091343	0.1085142	0.6796767	0.0150044	0.0743979	0.0095271	0.5441522	0.3101495	0.6961810	0.5532313	0.1581040	0.4023569	0.5137282	0.5064598
350	0.3617100	0.3971000	0.6673368	0.5343617	0.1003866	0.8991285	0.5927796	0.6989337	0.4964403	0.8010808	0.7148007	0.5190231	0.0380868	0.5920954	0.0479462	0.4820317	0.6183238	0.1133952	0.5522817	0.7105393	0.3545718	0.5523285	0.7921521	0.8667154	0.2377475	0.6956380	0.0034681	0.1203240	0.7016226	0.0382868	0.0797234	0.0102118	0.5159147	0.1876113	0.6554507	0.7127562	0.1798930	0.4335026	0.5595864	0.6194499
400	0.4591645	0.4337160	0.7086887	0.6605252	0.1035922	0.8495067	0.4395665	0.5883805	0.4459579	0.5953133	0.4996286	0.5174472	0.0392997	0.6972327	0.1211417	0.4162828	0.6481345	0.0317205	0.5220976	0.7131938	0.4350487	0.6015331	0.6320068	0.7957861	0.2502720	0.7094440	0.0082999	0.0778288	0.6870327	0.0217291	0.0697341	0.0034389	0.4432270	0.2963396	0.7105634	0.6813524	0.1226289	0.5881884	0.6166358	0.5253018
450	0.3795794	0.5598014	0.5767615	0.4756029	0.0807934	0.7380810	0.4174424	0.6320052	0.4678734	0.6952331	0.5462878	0.4939183	0.0264826	0.6986544	0.0636888	0.4069023	0.6558075	0.0615934	0.5294094	0.7741704	0.2339063	0.5304004	0.7812242	0.6477739	0.1734206	0.7463299	0.0081328	0.1079933	0.7110355	0.0297095	0.0610266	0.0026108	0.4164974	0.2866077	0.7602647	0.7446703	0.1756704	0.4984086	0.5614418	0.5884678
500	0.2408109	0.5575948	0.6327281	0.6527039	0.0373283	0.7990100	0.5133884	0.5968505	0.4557770	0.7031183	0.6029097	0.4226344	0.0461967	0.5757635	0.0451758	0.4554831	0.6441840	0.1796871	0.5224218	0.6997343	0.2690379	0.5517529	0.7412716	0.8134498	0.2268472	0.6809365	0.0030427	0.0910929	0.7473622	0.0300217	0.1049174	0.0099497	0.4711876	0.2737397	0.7663785	0.6120973	0.1344078	0.5223120	0.5559335	0.4678313
550	0.3573725	0.4974608	0.6961424	0.5250707	0.0338713	0.7647493	0.3268051	0.6788897	0.5639834	0.6674168	0.5285254	0.3587863	0.0542340	0.7811411	0.2706855	0.4107020	0.4513281	0.0993569	0.1492504	0.6642416	0.2953554	0.6124868	0.6220394	0.7807354	0.1737110	0.7433305	0.0387212	0.0681180	0.6534562	0.0297549	0.0477535	0.0008550	0.4963748	0.2517263	0.6630900	0.5837846	0.2573295	0.5695604	0.3897297	0.5544418
600	0.4076159	0.4871700	0.6305553	0.4822236	0.0282813	0.6569328	0.1932696	0.6194388	0.5101855	0.6791073	0.5956181	0.4323032	0.0505893	0.6505235	0.3234786	0.2065373	0.4371512	0.0418602	0.1238484	0.6933760	0.4430460	0.5357584	0.7168987	0.7104568	0.2159677	0.6598528	0.0750202	0.1409164	0.5846442	0.0188886	0.0440851	0.0092355	0.4255551	0.2563776	0.9605374	0.5501267	0.3004924	0.5719206	0.4623707	0.8722176
650	0.4175359	0.5613690	0.7271687	0.5796833	0.0505265	0.7010635	0.1895247	0.7258507	0.4849407	0.6059356	0.4579778	0.5696783	0.0187532	0.7148602	0.3806698	0.2204711	0.5148207	0.0062995	0.0575515	0.8358194	0.5776108	0.6228858	0.7267037	0.7278476	0.1908668	0.6901575	0.0887567	0.1036807	0.6883039	0.0192762	0.1023074	0.0057731	0.3582594	0.2964188	0.7195923	0.4294081	0.2016564	0.6269830	0.4337806	0.8349113
700	0.3492672	0.4395649	0.6467437	0.5519598	0.0497948	0.7276308	0.2576291	0.7461864	0.5075348	0.7764050	0.5677657	0.4595910	0.0228443	0.8044766	0.3719409	0.1901532	0.4599127	0.0879171	0.0246587	0.7602913	0.5042844	0.6225161	0.6877453	0.7372440	0.2318016	0.6828714	0.0610187	0.1197468	0.8229734	0.0233695	0.0801460	0.0043953	0.4258004	0.2366540	0.8503733	0.4979685	0.2403135	0.6218046	0.4397489	0.8265220
750	0.3678654	0.4575140	0.6940694	0.5979693	0.0619100	0.8333147	0.2158532	0.6652314	0.4911379	0.6416367	0.5412655	0.3443391	0.0311677	0.7852434	0.4200041	0.1910701	0.5062452	0.1077121	0.0065775	0.9459790	0.5331568	0.5972232	0.8734569	0.6484373	0.1638741	0.6720759	0.0786145	0.1017798	0.6309478	0.0592483	0.0868469	0.0004436	0.3717786	0.2039365	0.8361899	0.5377692	0.3027238	0.6509867	0.4074594	0.6787213
800	0.2197370	0.4827183	0.5845373	0.4547969	0.0285976	0.7718315	0.2463590	0.7230387	0.4137637	0.8342374	0.6733911	0.3472477	0.0231004	0.7083160	0.5183755	0.2040000	0.4585935	0.1482689	0.0251820	0.7244679	0.5139750	0.4875621	0.7837132	0.7290522	0.1765573	0.7171210	0.0807417	0.1141455	0.6875438	0.0221737	0.0586237	0.0115167	0.4502444	0.3199828	0.8477735	0.6633206	0.2725853	0.6359230	0.4336647	0.7542848
850	0.4440228	0.4653405	0.5133862	0.6567365	0.0899447	0.7429945	0.1359755	0.7112331	0.5327970	0.6006945	0.4399920	0.3926461	0.0113009	0.7089265	0.3877546	0.2177464	0.4840624	0.3263804	0.0293283	0.6959811	0.5367865	0.5418006	0.5702544	0.7803115	0.1814792	0.7176457	0.0922143	0.1289416	0.7031038	0.0384423	0.0803483	0.0020619	0.4968906	0.2896637	0.8448736	0.7149218	0.2833344	0.8076538	0.5266897	0.8071029
900	0.4148901	0.5227581	0.6336177	0.6755799	0.0576785	0.7198797	0.2235341	0.7437587	0.4151714	0.6329705	0.6300620	0.4248340	0.0180042	0.6359229	0.4452565	0.2128360	0.4199515	0.3558393	0.0265213	0.7566041	0.5080343	0.6009695	0.6989704	0.7392589	0.1696875	0.5759094	0.0670988	0.1516762	0.7676591	0.0185507	0.1044698	0.0176159	0.5409255	0.3142595	0.6994063	0.6303341	0.2527908	0.7737947	0.5052836	0.8678296
950	0.3536844	0.4016189	0.6463546	0.6478061	0.0733746	0.8619404	0.2411264	0.6787994	0.5581142	0.7153968	0.5353064	0.4160528	0.0188229	0.6197892	0.4353102	0.2629029	0.4652905	0.2898669	0.0296900	0.6833706	0.5159953	0.5296822	0.7777148	0.7593243	0.1708379	0.8375325	0.0792757	0.1102625	0.6929208	0.0427124	0.0763497	0.0019012	0.4535093	0.3564392	0.7506716	0.5847296	0.2691294	0.7710310	0.4898725	0.7222828
1000	0.2719137	0.4791588	0.6646538	0.6260793	0.0945440	0.7896004	0.2029462	0.7069789	0.4832500	0.6637338	0.6327179	0.4933153	0.0197793	0.7413281	0.3750709	0.2638416	0.5599820	0.2174613	0.0157049	0.7233700	0.4365955	0.5832223	0.8367468	0.6154885	0.1865778	0.6024189	0.0687484	0.0698270	0.7404234	0.0146537	0.0715617	0.0000464	0.4648506	0.2774326	0.6188737	0.5810554	0.3407347	0.6768103	0.3489136	0.7662508

0	0.4149342	0.4665059	0.6224534	0.7006734	0.0822420	0.6817034	0.2739439	0.6414935	0.4099288	0.7080342	0.4365378	0.5182365	0.0145189	0.6426942	0.4223792	0.2389241	0.4201394	0.3477669	0.0031668	0.6469070	0.7123928	0.5909534	0.6907377	0.5557099	0.2582426	0.7473247	0.0763233	0.0977246	0.6811136	0.0341774	0.1097907	0.0032410	0.5192145	0.2710503	0.8956816	0.4611957	0.3001319	0.8251159	0.3259140	0.7450940
50	0.2881650	0.4574230	0.4370161	0.5593186	0.0304989	0.8659964	0.3245140	0.7507783	0.2102434	0.6773895	0.3991983	0.4330445	0.0337648	0.2859768	0.3943329	0.1564542	0.3794629	0.4590871	0.0090578	0.6986353	0.5640890	0.5889996	0.3605361	0.7810866	0.2215367	0.6615797	0.0670853	0.0787765	0.5907100	0.0159722	0.0727520	0.0020421	0.5764411	0.3416945	0.7111610	0.6188145	0.2882677	0.7226704	0.3480766	0.6116170
100	0.5398143	0.6125467	0.4176786	0.5706984	0.0265500	0.8189413	0.2656330	0.7018978	0.1079266	0.8387832	0.3418019	0.3954772	0.0076248	0.1442989	0.2848504	0.1628679	0.2752116	0.3471818	0.0101973	0.6884588	0.5597806	0.6784575	0.5216280	0.6528963	0.2310303	0.7292878	0.0212551	0.0874884	0.5415493	0.0083402	0.0807460	0.0079033	0.4329361	0.3048803	0.5969755	0.7513376	0.3231790	0.7367524	0.5397798	0.6580114
150	0.4816227	0.4895782	0.3897167	0.6033191	0.0355957	0.5637928	0.2127034	0.6509463	0.0888972	0.6571722	0.2432376	0.5483135	0.0282065	0.1930312	0.1592821	0.1163174	0.2587146	0.4721108	0.0238188	0.6485103	0.6174824	0.5487947	0.3940945	0.7218106	0.2559150	0.7423735	0.0061893	0.1053398	0.4441523	0.0212166	0.0924149	0.0018253	0.4476647	0.3640253	0.7545869	0.7166436	0.2962650	0.7752148	0.3232710	0.6572437
200	0.4784666	0.5801330	0.3261433	0.4526720	0.0386464	0.6696004	0.2984970	0.7053567	0.1215779	0.6821594	0.1524055	0.3689071	0.0358901	0.2092598	0.2082775	0.1416021	0.2903644	0.6634448	0.0139803	0.7412797	0.6639422	0.7711508	0.4111052	0.7048599	0.2031903	0.7702427	0.0508685	0.1123700	0.4403482	0.0102059	0.0629995	0.0018598	0.5387368	0.3639906	0.5666709	0.5972783	0.3647438	0.7504213	0.3343963	0.6950770
250	0.4586561	0.6415206	0.2413252	0.3460505	0.0287341	0.8314549	0.3836995	0.7215755	0.0864893	0.7818716	0.2378328	0.3153192	0.0152881	0.1777435	0.1683174	0.0973088	0.3300502	0.6902855	0.0233226	0.6700345	0.6390491	0.6362129	0.4536117	0.6974860	0.1886779	0.6987528	0.0090942	0.0968122	0.5146646	0.0142422	0.0677297	0.0130892	0.5808430	0.3337637	0.7155751	0.6145898	0.2996865	0.7229349	0.3616946	0.6652476
300	0.4859735	0.6440149	0.2205997	0.3514642	0.0244121	0.7600800	0.3903105	0.6511893	0.0924517	0.8101904	0.1947810	0.3928650	0.0111005	0.2187490	0.1249478	0.0893715	0.2245061	0.7683095	0.0103919	0.6742732	0.6886530	0.6109468	0.3809638	0.7404413	0.2295319	0.8140022	0.0035546	0.1083912	0.4880689	0.0308325	0.0769232	0.0022847	0.6128244	0.3828063	0.5184324	0.6240356	0.3226476	0.6778959	0.3644351	0.7571074
350	0.3805972	0.6199868	0.2252449	0.4415046	0.0140159	0.7746797	0.3650979	0.6834205	0.0845368	0.6340337	0.1774109	0.4056380	0.0103667	0.1463316	0.2991864	0.1211765	0.2438394	0.7875744	0.0205974	0.7741577	0.7059268	0.6310677	0.3948754	0.5788539	0.1868224	0.6297705	0.0098424	0.1089679	0.4731209	0.0933027	0.0892352	0.0075426	0.6715780	0.3445657	0.6711625	0.5809188	0.3361684	0.7951706	0.3401288	0.6776123
400	0.5277472	0.5405894	0.3202660	0.4285360	0.0409617	0.7398057	0.3807633	0.7345051	0.1150001	0.7461499	0.2528944	0.4224611	0.0199238	0.1840940	0.2557187	0.1935188	0.2299228	0.6487599	0.0241110	0.5688260	0.6735528	0.6483795	0.3991952	0.6698151	0.2700948	0.6918539	0.0073281	0.0774328	0.4914730	0.0865386	0.1253733	0.0015853	0.6453074	0.4124551	0.6350042	0.7261907	0.4745878	0.6893222	0.4148007	0.6758575
450	0.4703235	0.6571530	0.2386358	0.4312264	0.0372281	0.6460396	0.4736944	0.6718620	0.0585893	0.8399729	0.2026012	0.3437935	0.0305687	0.1305138	0.2494043	0.1382244	0.2137374	0.7837123	0.0468500	0.7564310	0.6647230	0.6214548	0.4494578	0.6436189	0.1656699	0.7914845	0.0099732	0.0975362	0.5068235	0.1817818	0.0620117	0.0055659	0.7003326	0.4371202	0.7032082	0.6971785	0.3556149	0.8423127	0.3911090	0.8531910
500	0.4631150	0.6252431	0.2774617	0.4810714	0.0196531	0.6158455	0.3873801	0.6749806	0.0444440	0.6487673	0.1599558	0.2944731	0.0048028	0.1846651	0.3159784	0.0643816	0.2311434	0.8125856	0.0104213	0.6562743	0.6112738	0.6420259	0.3865832	0.6976170	0.2035980	0.7840421	0.0041395	0.1218226	0.4764846	0.2361003	0.0582447	0.0261802	0.7101758	0.4322694	0.6846876	0.7606485	0.4200829	0.7198925	0.3184847	0.7054190
550	0.4121777	0.6267540	0.4084309	0.4516081	0.0413692	0.7628764	0.3878867	0.7194812	0.3064462	0.6516071	0.3072235	0.4615820	0.0095116	0.6716879	0.2704280	0.2458744	0.1638526	0.6290763	0.0129285	0.6004967	0.6798271	0.5243214	0.5993340	0.6889916	0.2143706	0.7090373	0.0602806	0.1352774	0.5623019	0.2142636	0.0602509	0.0033127	0.5826498	0.5169348	0.6536290	0.7453656	0.3111428	0.6117027	0.3690073	0.8340964
600	0.4405476	0.5300059	0.5603830	0.3975496	0.0285884	0.8047740	0.3418197	0.6989121	0.3003541	0.6523873	0.5491983	0.3721650	0.0241924	0.6624003	0.3526268	0.2766309	0.2463341	0.6572662	0.0190569	0.6025665	0.7293080	0.5613929	0.6463357	0.9082681	0.1814269	0.7200925	0.0961975	0.0844953	0.6726903	0.2272686	0.0780687	0.0034749	0.5736541	0.4653714	0.6918464	0.5874221	0.4015584	0.7249482	0.4172178	0.6431021
650	0.4073693	0.6140986	0.5157027	0.5862183	0.0612442	0.7221004	0.3620042	0.7062913	0.4088949	0.7512749	0.4865906	0.4736500	0.0215851	0.7601982	0.4479391	0.2532171	0.3493664	0.6038424	0.0623844	0.6810916	0.7084503	0.4898167	0.6469472	0.7393998	0.1750555	0.8087784	0.1140709	0.1358376	0.6099062	0.1341384	0.1162716	0.0023358	0.5636044	0.4622114	0.7028826	0.6301284	0.3377809	0.7294770	0.5050972	0.7441034
700	0.3314629	0.5084553	0.6250000	0.5911792	0.0470258	0.7327762	0.2955279	0.6101976	0.4527572	0.7540919	0.4940462	0.2935408	0.0067854	0.8400154	0.4930096	0.2626924	0.4349633	0.6323904	0.0362152	0.7354263	0.7191849	0.5749073	0.7033377	0.6532567	0.1756928	0.5978266	0.1240673	0.0941486	0.5559754	0.0494426	0.1141997	0.0009066	0.5459579	0.3913637	0.6687712	0.6303959	0.3081629	0.7393932	0.5081509	0.7815840
750	0.3094869	0.5077920	0.6682107	0.5899277	0.0598018	0.9006292	0.2427592	0.7364316	0.4434836	0.6218455	0.5700695	0.3450269	0.0122760	0.7054958	0.5362106	0.2192442	0.4581577	0.6432308	0.0097122	0.6701737	0.6286857	0.4483831	0.7847366	0.8050902	0.2283499	0.6856262	0.0833270	0.0974444	0.5991947	0.0143556	0.0624046	0.0012085	0.4603629	0.3200183	0.6945006	0.6158758	0.3051926	0.6217307	0.4774210	0.7200688
800	0.3360104	0.5962484	0.6169538	0.5774646	0.0206514	0.8002477	0.2725623	0.7550507	0.4832719	0.6939817	0.5178362	0.3706161	0.0339574	0.7052351	0.5967574	0.3038858	0.3821504	0.6191326	0.0133686	0.7320423	0.4336794	0.5800863	0.6534275	0.6777954	0.2111703	0.7401873	0.1073219	0.0858655	0.7165864	0.0441535	0.0608443	0.0030274	0.3952193	0.3537193	0.6968638	0.6450591	0.2375273	0.7308633	0.5218503	0.7443933
850	0.2740578	0.4666444	0.6055599	0.6508879	0.0529621	0.8820060	0.2898390	0.6844295	0.4574157	0.6425149	0.4944451	0.4551332	0.0340302	0.7523470	0.6477931	0.2014309	0.4561887	0.6613515	0.0369011	0.6788724	0.4478372	0.5360497	0.6642555	0.7865573	0.2915891	0.6607978	0.1304736	0.1603477	0.7733763	0.0142860	0.0856263	0.0016462	0.5615909	0.2533001	0.6755874	0.6127901	0.2661308	0.8177645	0.4658063	0.6883468
900	0.4081031	0.6397025	0.6450353	0.6107981	0.0565882	0.7415268	0.2744912	0.6676338	0.4426360	0.6446731	0.7409884	0.2688260	0.0150377	0.7426907	0.6416621	0.2217441	0.3868430	0.3693061	0.0083355	0.7125908	0.4888778	0.5488898	0.8341477	0.7744231	0.1860727	0.6216057	0.1134284	0.1115877	0.7766484	0.0197745	0.0522820	0.0033376	0.4614131	0.3196235	0.6896445	0.5486613	0.2855412	0.7042193	0.5346859	0.6888488
950	0.3326028	0.4196436	0.5245989	0.6567864	0.0474354	0.6523929	0.2550042	0.6925539	0.5338123	0.6833654	0.4793620	0.3884690	0.0066787	0.7813542	0.4100928	0.1825831	0.4360512	0.3746653	0.0022423	0.7848417	0.4547411	0.4968253	0.7593441	0.7003675	0.2226452	0.8454615	0.0927349	0.0972366	0.7295635	0.0265949	0.0884395	0.0313328	0.4006079	0.3469065	0.7709010	0.6273918	0.1983295	0.7285781	0.4387913	0.7445634
1000	0.2789385	0.3942309	0.6267932	0.5935249	0.1287642	0.7331704	0.2585475	0.6155201	0.5078062	0.7746494	0.5796586	0.3909856	0.0051000	0.6864796	0.6265557	0.2014056	0.4362811	0.5465626	0.0108104	0.6944134	0.5747583	0.4529923	0.6148248	0.7496374	0.2035867	0.6288298	0.1153867	0.1213894	0.7574769	0.0264721	0.0673825	0.0089159	0.4906560	0.3037750	0.8569816	0.6232814	0.2253856	0.6033471	0.4499234	0.6616659

0	0.4079000	0.5025171	0.6446519	0.6355828	0.0595764	0.6715199	0.3495813	0.6403500	0.4757367	0.6567116	0.5311298	0.5770274	0.0116671	0.7409348	0.4637783	0.3168628	0.4195943	0.4091142	0.0085202	0.7319789	0.5221292	0.5792914	0.5977701	0.6750543	0.2610045	0.6661485	0.1549134	0.1387757	0.9428668	0.0463082	0.0695992	0.0073155	0.4878194	0.2529553	0.8394054	0.5064748	0.2570014	0.8204029	0.4328951	0.6877378
50	0.2244073	0.4993425	0.6090736	0.5651963	0.0322015	0.7936761	0.2074445	0.2960271	0.5728331	0.7308591	0.2594812	0.4159298	0.0048130	0.7006592	0.5334743	0.2285441	0.4481002	0.4240345	0.4035224	0.6084808	0.5402965	0.5228229	0.6840693	0.7787916	0.4673007	0.6500172	0.0899731	0.0401521	0.7807629	0.0188932	0.0589705	0.1119556	0.4835473	0.3729706	0.6709660	0.6605545	0.3077961	0.6590725	0.4050252	0.6942742
100	0.2548399	0.4358790	0.6608431	0.6023382	0.0811990	0.7734072	0.1102190	0.1388763	0.5301423	0.6476746	0.2207944	0.3963633	0.0004470	0.7466769	0.5610299	0.1730493	0.4728779	0.6047605	0.5283994	0.5772818	0.4735428	0.5546921	0.8819918	0.6120225	0.4736665	0.5767085	0.1162351	0.0194972	0.7002779	0.0369581	0.0621941	0.1152826	0.5215579	0.2724665	0.6973974	0.6169795	0.3050118	0.7163288	0.4076525	0.6177344
150	0.1204139	0.3741104	0.5096198	0.7216021	0.2213946	0.5864684	0.0607354	0.0475791	0.6835397	0.7223503	0.1999721	0.4368644	0.0005353	0.7536694	0.7089747	0.1766792	0.4116009	0.7657053	0.6128348	0.5489211	0.4883342	0.4683095	0.6125298	0.6878153	0.4281394	0.6560863	0.0867473	0.0123533	0.7829595	0.0840734	0.0622978	0.1219473	0.5520351	0.3127495	0.9034167	0.6969694	0.2387557	0.7852719	0.5538325	0.5652685
200	0.1437232	0.1588442	0.5890830	0.6307799	0.2344894	0.6775149	0.0279093	0.0189294	0.5863739	0.7494188	0.2751900	0.3524631	0.0028682	0.7534585	0.8202597	0.1531004	0.5725233	0.7011186	0.5182059	0.6921554	0.5375387	0.6219742	0.7052816	0.7054599	0.4027989	0.7792368	0.0780731	0.0327905	0.7580793	0.0206676	0.0544956	0.0951384	0.4442299	0.2857483	0.7018134	0.6233876	0.2462897	0.6102298	0.6054879	0.7763492
250	0.1274697	0.2179284	0.6084741	0.7672625	0.2148791	0.7618500	0.0452609	0.0135594	0.6750205	0.8614813	0.2637415	0.3456164	0.0036501	0.6502410	0.6950256	0.1626040	0.4696088	0.6475597	0.6585010	0.6493009	0.4355743	0.7091039	0.6649908	0.6028473	0.4398788	0.7943329	0.0783182	0.0143713	0.8452902	0.0161114	0.0504178	0.1021272	0.3902573	0.2685227	0.8304475	0.6005456	0.1682305	0.7381237	0.5044705	0.7265500
300	0.1361909	0.2471560	0.6584865	0.5747748	0.2837926	0.7827149	0.0725722	0.0007945	0.7068708	0.8153878	0.2328389	0.4058127	0.0007633	0.6424079	0.6252654	0.1760617	0.4898940	0.7112807	0.5123643	0.7328385	0.5197932	0.5008464	0.7166532	0.7011718	0.4819101	0.7579802	0.0892990	0.0152746	0.6436675	0.0187209	0.0919983	0.0997450	0.5292200	0.3119256	0.7476850	0.5211038	0.1915232	0.6793125	0.6809815	0.7375033
350	0.1354269	0.2019030	0.6388366	0.7963440	0.2756207	0.6967244	0.0348611	0.0015431	0.6293356	0.7454917	0.2433734	0.4222425	0.0033589	0.6566717	0.7171576	0.1607867	0.4316162	0.7802934	0.6752128	0.6528364	0.5203685	0.4327572	0.6722575	0.6890957	0.6519793	0.7797869	0.1164315	0.0258311	0.6427594	0.0227968	0.0905239	0.1450856	0.4161575	0.3336622	0.5196972	0.5035729	0.2305370	0.7224748	0.4816598	0.8204800
