"Time"	G1	G10	G20	G2	G17	G16	G4	G9	G8	G18	G94	G11	G95	G98	G7	G46	G6	G100	G36	G37	G38	G34	G3	G56	G35	G5	G19	G15	G14	G12	G49	G39	G41	G44	G22	G21	G50	G13	G52	G53	G51	G55	G42	G40	G45	G54	G61	G47	G43	G48	G57	G72	G67	G60	G59	G99	G58	G80	G84	G83	G89	G82	G81	G79	G88	G78	G77	G85	G75	G90	G91	G86	G69	G93	G92	G87	G68	G96	G97	G63	G27	G26	G25	G23	G24
250	0.6811081	0.1765194	0.7198273	0.3724493	0.0357976	0.2796817	0.4641647	0.0253443	0.3812937	0.3226156	0.7532577	0.1000300	0.4432371	0.4418609	0.0206305	0.2823309	0.4904094	0.7379629	0.5348468	0.5498711	0.7177884	0.7093326	0.4344673	0.5948350	0.0141514	0.1761374	0.4139460	0.1818766	0.6985657	0.6949363	0.3621651	0.3168024	0.1385947	0.5200500	0.0831251	0.3212963	0.5926804	0.1272845	0.4289572	0.2936406	0.6472995	0.1193098	0.3378937	0.0678397	0.0045728	0.1938191	0.1946308	0.3314304	0.3459035	0.6325607	0.3898707	0.7672103	0.6887865	0.0622363	0.6426951	0.7158571	0.3269629	0.7803458	0.0825802	0.6114437	0.4305491	0.0092542	0.3633194	0.0035255	0.4580612	0.0069476	0.4057499	0.0252090	0.1476285	0.6583192	0.2690786	0.2898051	0.3716231	0.5212687	0.3199494	0.4748899	0.6020646	0.6391248	0.4315829	0.7151260	0.0544735	0.1175263	0.2208114	0.4097634	0.6179037
300	0.6169565	0.1996394	0.7124475	0.2655613	0.0407311	0.2653414	0.5684255	0.0183918	0.3929205	0.3042461	0.6664646	0.0757216	0.4330582	0.3621981	0.0272746	0.2777224	0.4181613	0.6856790	0.4208449	0.4487479	0.7125080	0.7058801	0.5064237	0.5832972	0.0340267	0.1039890	0.3854157	0.1763212	0.8590961	0.6371924	0.4716056	0.3225992	0.1713121	0.5291175	0.1000835	0.2888359	0.6021569	0.1419895	0.5186377	0.2965671	0.6862025	0.1106895	0.2797721	0.0702705	0.0062428	0.1433267	0.2390606	0.3423667	0.2496806	0.6068477	0.4273593	0.6548914	0.7062722	0.0438201	0.7643448	0.6757020	0.4278459	0.6778479	0.0634865	0.4605013	0.5233035	0.0236364	0.4920959	0.0087696	0.4119142	0.0154252	0.4359223	0.0140831	0.1043483	0.5682332	0.3129405	0.3529640	0.3953003	0.4731487	0.4225728	0.4860801	0.6450620	0.7010059	0.4868984	0.7728293	0.0593862	0.1124615	0.1777817	0.4552292	0.7754841
350	0.6376180	0.1440261	0.6732229	0.4117929	0.0344891	0.1999954	0.5120171	0.0139106	0.4535245	0.4273109	0.7549788	0.1090365	0.5125126	0.4016950	0.0348770	0.3763105	0.4683782	0.6858141	0.4974393	0.5338122	0.6193225	0.6680691	0.5409232	0.6204098	0.0281205	0.1055277	0.4848913	0.2325610	0.7287500	0.6548728	0.4053699	0.2820635	0.1809818	0.4246925	0.0732824	0.3065751	0.5625817	0.0979785	0.3981320	0.2689707	0.6466985	0.1425993	0.3783972	0.0562354	0.0077248	0.2591000	0.1917695	0.3333072	0.3140494	0.6981602	0.5043732	0.7619015	0.7197267	0.0242028	0.5826819	0.7118835	0.3511082	0.6172829	0.0558080	0.5643921	0.4587205	0.0033654	0.4689222	0.0082757	0.4145371	0.0029138	0.4368016	0.0125799	0.1363281	0.6405200	0.2343823	0.3578119	0.3102609	0.3671025	0.4053542	0.4696690	0.5838228	0.7415677	0.4776328	0.5795185	0.0364153	0.0817331	0.2340989	0.4148484	0.6401878
400	0.6742860	0.2334818	0.6517805	0.3005570	0.0393496	0.2701217	0.5985069	0.0404163	0.3269375	0.4132280	0.6709418	0.1076920	0.5111426	0.3606111	0.0454812	0.2732148	0.4560123	0.7037588	0.5325023	0.5922224	0.6629095	0.7325551	0.3713357	0.6320408	0.0078644	0.1415019	0.4369062	0.2012763	0.6777517	0.6261317	0.5217995	0.3063045	0.1667950	0.3399943	0.0654562	0.3297781	0.6575392	0.1427002	0.4680640	0.2112055	0.6295330	0.1764958	0.2889726	0.0275551	0.0024229	0.1877412	0.1511199	0.3564253	0.3189863	0.6899158	0.4056705	0.7757729	0.6528047	0.0514530	0.7119151	0.7107336	0.5119159	0.6806281	0.0506877	0.5539181	0.4507091	0.0075056	0.4657209	0.0056979	0.4011879	0.0080324	0.4868851	0.0178910	0.0978954	0.6906309	0.2193977	0.3590065	0.3274571	0.4641345	0.3383723	0.4619765	0.6577241	0.6858692	0.5441946	0.7555023	0.0622013	0.1058437	0.2585456	0.4244575	0.6742496
450	0.6984795	0.1090749	0.6582427	0.3145320	0.0351319	0.2784976	0.4942492	0.0113697	0.3964194	0.2814915	0.7095147	0.0900473	0.5324850	0.4694225	0.0200644	0.2395411	0.5570767	0.7170691	0.4902524	0.7394029	0.8138803	0.5951319	0.5180128	0.6350355	0.0137347	0.1027705	0.4520643	0.1594276	0.7190058	0.6947038	0.5172941	0.2986396	0.1513467	0.3232884	0.0699261	0.2686921	0.6243898	0.1215688	0.6044328	0.2388456	0.5951996	0.1983190	0.3200156	0.0489392	0.0031218	0.1161097	0.2096996	0.3810600	0.3044767	0.8001979	0.4369412	0.6768895	0.8188908	0.0290275	0.8675599	0.7401400	0.3297704	0.8042950	0.0246351	0.6341586	0.3706494	0.0040021	0.4385477	0.0050444	0.4652955	0.0026176	0.4035154	0.0344471	0.1782531	0.8044044	0.2930407	0.4217098	0.3497185	0.3100361	0.3925805	0.5010654	0.6295302	0.7184744	0.4500448	0.5705215	0.0438497	0.0931895	0.2657761	0.4809780	0.6712499
500	0.7540313	0.1477049	0.5955952	0.3552417	0.0229869	0.2244994	0.5715396	0.0364578	0.4051674	0.2945550	0.6534561	0.0696046	0.5839466	0.4204259	0.0263746	0.3086694	0.4186935	0.6230197	0.5480251	0.6417336	0.6826133	0.6944099	0.4232753	0.6022299	0.0114531	0.1542215	0.4336869	0.1642202	0.6325287	0.7080888	0.3976048	0.2180976	0.1359190	0.3528494	0.0857361	0.2965710	0.6210130	0.1601824	0.5300363	0.2278546	0.5991084	0.1967679	0.3216762	0.0250395	0.0098646	0.1769650	0.1857592	0.3278699	0.3115379	0.7753889	0.3971901	0.7822451	0.6885041	0.0985634	0.6862362	0.6738075	0.3103716	0.7262726	0.0680640	0.6250125	0.5238795	0.0012117	0.4082016	0.0045942	0.4448470	0.0047152	0.4529883	0.0070717	0.1590281	0.5810737	0.2797422	0.3071819	0.4424936	0.4868981	0.3604332	0.4706634	0.5520504	0.6559497	0.5202367	0.7936326	0.0473858	0.1515023	0.2765374	0.4964259	0.6466015
550	0.6704594	0.2331597	0.5604992	0.3214226	0.1017374	0.2471730	0.3440630	0.0330112	0.1188669	0.4388331	0.6780425	0.0408702	0.4310939	0.7476308	0.0792449	0.4967922	0.3333077	0.7809986	0.3689573	0.7029910	0.6661964	0.8462299	0.5094930	0.5927926	0.0134615	0.1250887	0.4584836	0.1965531	0.6431531	0.7512168	0.3180444	0.1754238	0.1063830	0.3459777	0.0683100	0.2557919	0.6507347	0.1921806	0.4787231	0.3307570	0.6411761	0.1375403	0.3156240	0.0524408	0.0046132	0.3464218	0.0821855	0.3173600	0.2769475	0.7243745	0.4212579	0.6681625	0.6794763	0.0955725	0.7319654	0.6034461	0.4100792	0.7697725	0.0622910	0.4914872	0.4957474	0.0114653	0.3798927	0.0051952	0.4581405	0.0131990	0.5284534	0.2811578	0.3039310	0.6657576	0.2499674	0.3067579	0.1520369	0.4321753	0.4534127	0.5392398	0.6335748	0.6788641	0.5574894	0.5642447	0.0577114	0.1978155	0.1534522	0.8335488	0.6120644
600	0.6294829	0.2094256	0.5954935	0.3010048	0.1987897	0.2136656	0.2678560	0.0168705	0.0291029	0.4191255	0.5949910	0.0509777	0.5322885	0.6859069	0.0838132	0.4839177	0.3720599	0.7644562	0.4754289	0.6473604	0.7882045	0.7227970	0.3426483	0.6040123	0.0106810	0.1298463	0.4562055	0.1837972	0.7148466	0.7440500	0.2395797	0.1457417	0.1205203	0.6230952	0.0957360	0.2049550	0.7010661	0.1723636	0.5266856	0.3080336	0.6400534	0.1626720	0.3920227	0.0719256	0.0012485	0.3882562	0.0552144	0.3687780	0.3206812	0.6759910	0.4241190	0.5958240	0.7596619	0.0446201	0.7499362	0.6323330	0.4130496	0.7360408	0.0778852	0.5565175	0.3913437	0.0107638	0.3410963	0.0038509	0.4131182	0.0116925	0.4289356	0.4247023	0.3170674	0.6027568	0.2159707	0.2536911	0.0688411	0.5356023	0.3767317	0.5372131	0.5783987	0.7267276	0.5139160	0.5641041	0.0650333	0.2437539	0.0605571	0.6780764	0.7490667
650	0.6311006	0.1594866	0.5671424	0.4424238	0.2441205	0.3363244	0.3282681	0.0115562	0.0133832	0.4357451	0.5838473	0.0487649	0.5119362	0.8151573	0.0874012	0.4726128	0.3657113	0.8038638	0.4829724	0.5914381	0.8472930	0.7414110	0.4881162	0.5182594	0.0315036	0.1893478	0.5484341	0.1855766	0.7138898	0.7371694	0.2241620	0.1335571	0.1266729	0.6399612	0.1111112	0.2765529	0.7101638	0.1134520	0.5449080	0.2346835	0.6483867	0.1832801	0.3866189	0.0464815	0.0103095	0.3663744	0.0470841	0.3324036	0.2714565	0.6968039	0.3975891	0.6313777	0.7379802	0.0612470	0.5923255	0.6897671	0.4446140	0.6993015	0.0290902	0.4568029	0.3930121	0.0062906	0.4407660	0.0038923	0.4189750	0.0323621	0.4442242	0.3999728	0.3374727	0.5452311	0.1685663	0.2616467	0.0368910	0.4295793	0.3025009	0.5659453	0.5748931	0.7327437	0.5466144	0.5707132	0.0871247	0.2660464	0.0301382	0.7203064	0.7222376
700	0.6071416	0.1332668	0.5499735	0.4800175	0.1806255	0.3102811	0.2567737	0.0166972	0.0063099	0.5252046	0.8517125	0.0631227	0.4289222	0.7104872	0.1407816	0.5442826	0.4630097	0.7618224	0.4222624	0.6945023	0.6662359	0.6098170	0.5265569	0.6907758	0.0245278	0.1476208	0.5006483	0.2150468	0.7470162	0.7132727	0.3124197	0.1098230	0.1879590	0.5230352	0.1181944	0.3669080	0.5407727	0.1318076	0.6606424	0.2821726	0.6982805	0.1348775	0.2050767	0.0519069	0.0036016	0.4082426	0.0339346	0.4340901	0.2609114	0.8589175	0.3820252	0.6155491	0.6620247	0.0711784	0.7109722	0.6519816	0.4799703	0.7276491	0.0722184	0.6570148	0.3232769	0.0069219	0.3446324	0.0088048	0.4165242	0.0435365	0.3699757	0.3478406	0.3131413	0.6063328	0.1948073	0.1903468	0.0330347	0.4372893	0.4439419	0.5934865	0.5687741	0.6491828	0.4763725	0.5910831	0.0554236	0.3307843	0.0102898	0.7087929	0.8694414
750	0.6244806	0.1960919	0.6057334	0.3656102	0.2013334	0.3178172	0.3046596	0.0164426	0.0016232	0.4969960	0.7794625	0.1243432	0.3798643	0.8005717	0.0945310	0.4637830	0.3610388	0.6186952	0.4952059	0.7220871	0.6433081	0.6872243	0.5549049	0.5344399	0.0520901	0.1539465	0.5170849	0.2440999	0.6984718	0.5292982	0.2919112	0.1265633	0.0940809	0.5151216	0.1009679	0.3212162	0.6241639	0.0989317	0.5250615	0.4044947	0.6111745	0.1921991	0.2426329	0.1146936	0.0047554	0.4004631	0.0351033	0.3116829	0.3001624	0.8339327	0.3974043	0.5817104	0.6854006	0.0699603	0.6748220	0.6517184	0.5087574	0.6505453	0.0768265	0.6150325	0.4783050	0.0140907	0.4808027	0.0014565	0.4334699	0.0171859	0.4218931	0.3649207	0.4487300	0.5770416	0.2553979	0.2048106	0.0282097	0.4821536	0.3393366	0.4203911	0.6026848	0.7145612	0.4894677	0.5253961	0.0872848	0.3627812	0.0101413	0.5714342	0.7148547
800	0.6665804	0.1270445	0.5779242	0.3002301	0.1949116	0.3072649	0.3256357	0.0150360	0.0007742	0.4206093	0.7114496	0.1506985	0.4188368	0.6315137	0.1090014	0.4706437	0.3055981	0.6653228	0.4256200	0.6941264	0.5854449	0.7474343	0.4883950	0.5595991	0.0121070	0.1864487	0.3616208	0.2381728	0.6236728	0.6977352	0.2281326	0.1582401	0.1589253	0.5618028	0.1078671	0.3846234	0.6295917	0.1098190	0.5321386	0.3582578	0.7196737	0.1674521	0.4151019	0.1109888	0.0013315	0.4589927	0.0108886	0.4109520	0.2559521	0.8681606	0.4155271	0.6015525	0.6941679	0.0652330	0.6082903	0.7279812	0.3656018	0.8178491	0.0450032	0.6880099	0.4930402	0.0117902	0.4147749	0.0006801	0.4066523	0.0157653	0.4697591	0.3485048	0.2772739	0.7549100	0.2135609	0.2163402	0.0493554	0.3486294	0.4161777	0.4386115	0.7071312	0.5480722	0.6652353	0.5600704	0.0631561	0.2857693	0.0077905	0.6496073	0.7708094
850	0.6132122	0.1452015	0.4801844	0.4360600	0.1387023	0.2824398	0.2235666	0.0309196	0.0016054	0.5703474	0.5936512	0.1337113	0.3379009	0.7181891	0.0793148	0.5594426	0.3348297	0.7138342	0.5494264	0.5681625	0.6207672	0.6051670	0.4579351	0.5615070	0.0118116	0.1475731	0.3105910	0.1584333	0.7437357	0.7210796	0.1585092	0.1469277	0.1864109	0.4752705	0.0801606	0.3382462	0.5944916	0.1879198	0.4274290	0.4178131	0.6340395	0.2082206	0.4464164	0.0573885	0.0010561	0.4491370	0.0138144	0.5252075	0.3675493	0.7453784	0.4010672	0.7263356	0.7517551	0.0675376	0.6009901	0.7912671	0.3488326	0.7582121	0.0918585	0.5381881	0.5350581	0.0078523	0.4148977	0.0206119	0.4385028	0.0278084	0.4528256	0.3771610	0.3126023	0.8115428	0.1748638	0.2099538	0.0271410	0.3905288	0.3464597	0.4953170	0.5882090	0.7480521	0.5383103	0.5969562	0.0769044	0.2998560	0.0177427	0.7021841	0.6534565
900	0.6504303	0.2227876	0.6875793	0.4183466	0.1995566	0.2904026	0.3282922	0.0295750	0.0011126	0.5099491	0.7824484	0.1253111	0.4753489	0.7204052	0.0743678	0.4574747	0.4098373	0.7986123	0.5010803	0.7725942	0.6736392	0.7089184	0.3806015	0.5529813	0.0208240	0.0996431	0.3983167	0.3064204	0.7975987	0.6894754	0.1482607	0.1142013	0.1241405	0.5059412	0.1252783	0.2940392	0.7750809	0.1543332	0.3108028	0.3648293	0.6271726	0.1632184	0.3338515	0.0463851	0.0017179	0.4261130	0.0514065	0.3594169	0.3543208	0.6826112	0.3256045	0.8103311	0.8157781	0.0527591	0.6502075	0.6210594	0.4108788	0.7515869	0.0810134	0.6136181	0.4380007	0.0144146	0.4022337	0.0133887	0.5387577	0.0086604	0.5522816	0.3382984	0.4168694	0.8241936	0.1809952	0.3344614	0.0135281	0.4366870	0.2472403	0.4164360	0.4953795	0.7742476	0.5865427	0.5210796	0.0966703	0.3213283	0.0151632	0.6603993	0.6821252
950	0.7704944	0.2103484	0.6632552	0.2827093	0.2176219	0.2324699	0.2163409	0.0182740	0.0002699	0.4438434	0.6751129	0.0716350	0.4339631	0.8056572	0.0792227	0.5136078	0.4708319	0.7001033	0.4149656	0.6888855	0.6447088	0.6730815	0.4746908	0.5043471	0.0176198	0.1507526	0.4451757	0.2257155	0.7133390	0.6297983	0.1657443	0.1335386	0.1538151	0.5429952	0.0827200	0.3691695	0.6689247	0.1213793	0.3709205	0.4566028	0.5578621	0.1389311	0.2988672	0.0396012	0.0045889	0.4832909	0.0221537	0.4394245	0.3309448	0.6157819	0.3978535	0.7179239	0.8386877	0.0547474	0.7485864	0.8603606	0.3906754	0.7356616	0.0574620	0.5615495	0.3449402	0.0205565	0.3815706	0.0079443	0.4785317	0.0157026	0.4534455	0.3337383	0.3702360	0.6871473	0.1937054	0.1873634	0.0211797	0.3265104	0.4118636	0.5967630	0.5029758	0.7146843	0.5163701	0.6285644	0.1137721	0.3076600	0.0355167	0.6792138	0.7012156
1000	0.6038773	0.1636180	0.5842407	0.3861965	0.1768288	0.1863563	0.2912155	0.0218778	0.0009860	0.6151545	0.7451971	0.1076985	0.4282467	0.8343677	0.1202171	0.5198455	0.3824837	0.8219844	0.4574944	0.6946762	0.6661000	0.7424949	0.4977143	0.6910447	0.0250115	0.2064136	0.4740070	0.2541667	0.8004131	0.7446060	0.1538833	0.0880790	0.1186733	0.5940186	0.0990271	0.3773480	0.6440130	0.1838924	0.3221911	0.3686356	0.6826605	0.1809733	0.3247161	0.0444370	0.0154736	0.4342492	0.0818800	0.3475689	0.2741090	0.5840571	0.3913139	0.7143297	0.7272322	0.0607712	0.6214312	0.7978613	0.3256659	0.6458947	0.0800864	0.4663991	0.2622547	0.0197446	0.4108058	0.0061973	0.4450545	0.0065296	0.3720311	0.4233763	0.2948024	0.6980952	0.1970102	0.2454818	0.0215081	0.4887433	0.3698226	0.4402714	0.6420467	0.7321236	0.6893514	0.5995587	0.0886894	0.2919902	0.0122480	0.7066764	0.7879128

0	0.7844952	0.1260558	0.6562368	0.2543521	0.2696783	0.2412184	0.3043975	0.0460096	0.0012936	0.4308326	0.6505871	0.0805654	0.4992751	0.6604904	0.1953535	0.5351521	0.4220872	0.8062649	0.4615682	0.6509796	0.7562115	0.6136790	0.4160764	0.6131293	0.0070552	0.0991492	0.3313475	0.2224339	0.5811422	0.6699691	0.2421865	0.0742637	0.1775337	0.4405424	0.1185133	0.3320311	0.5538978	0.2146005	0.4265371	0.3663813	0.5974944	0.1758469	0.3737451	0.0682055	0.0106208	0.5258425	0.0225168	0.3731412	0.2419247	0.6412648	0.3837437	0.7420373	0.8130418	0.0424575	0.6266915	0.7676947	0.3446601	0.7645869	0.0422203	0.4826964	0.4588286	0.0040893	0.4053509	0.0123085	0.4941014	0.0097926	0.4316202	0.4677783	0.4204986	0.7650650	0.2645817	0.1661070	0.0283806	0.4576325	0.4132450	0.5397158	0.5691011	0.7201284	0.5771126	0.6702193	0.0901447	0.3088428	0.0458906	0.8744543	0.6986451
50	0.5700238	0.1592262	0.5650477	0.3230371	0.1463770	0.2841859	0.2360073	0.0213322	0.0011899	0.4858262	0.7908178	0.0569181	0.3454689	0.8026920	0.0861831	0.2309374	0.4606905	0.7555525	0.3893846	0.7231523	0.7016417	0.5340462	0.7833355	0.6794570	0.0119977	0.1410563	0.4226211	0.3819152	0.7415581	0.6064661	0.2593591	0.1226988	0.1770270	0.5307652	0.1297400	0.2816449	0.6613166	0.1975515	0.3045938	0.3302323	0.6404329	0.3715386	0.3036923	0.1063203	0.0017220	0.4284908	0.0215087	0.4387105	0.3447173	0.7003621	0.6158204	0.6333552	0.7481110	0.0841270	0.6726045	0.8505425	0.5456352	0.6447297	0.0633384	0.5645232	0.3789240	0.0057193	0.3716898	0.0036034	0.4575426	0.0053630	0.6382048	0.3762781	0.3615895	0.5276314	0.2827439	0.3518694	0.0215546	0.4557315	0.2868776	0.1777073	0.7184535	0.7588382	0.6692936	0.6270643	0.0886447	0.2665935	0.0252370	0.6852236	0.7386550
100	0.6669248	0.1334486	0.5400946	0.3379984	0.1512412	0.2513948	0.2871190	0.0218158	0.0003799	0.5284232	0.6666078	0.0266086	0.4439156	0.5432258	0.0515955	0.1414969	0.4280062	0.7439178	0.4824075	0.6962127	0.8413640	0.4861151	0.7931518	0.5673000	0.0100135	0.1301561	0.4423757	0.4365446	0.7649133	0.7659238	0.2000118	0.1139747	0.1603575	0.5692438	0.1157327	0.3270453	0.5537042	0.2493827	0.2449763	0.4095168	0.5635524	0.3779488	0.2649516	0.0504206	0.0046361	0.4338481	0.0305289	0.5059506	0.2730614	0.6082024	0.6873038	0.5171453	0.7009299	0.1310116	0.7031305	0.8658115	0.4469949	0.7777309	0.0685520	0.5200153	0.3988561	0.0100724	0.4216016	0.0025176	0.5042704	0.0089084	0.5845879	0.3346256	0.3602309	0.6420232	0.4233244	0.4362185	0.0123032	0.5309353	0.3328701	0.1752826	0.6200442	0.7035035	0.7081072	0.5206819	0.0738511	0.2706727	0.0139242	0.7191977	0.6866763
150	0.6803098	0.1948873	0.5595016	0.4457850	0.2364327	0.2733864	0.3174961	0.0115121	0.0006048	0.4618300	0.7362000	0.0207109	0.3512503	0.6236690	0.1270681	0.1544947	0.4064637	0.6491944	0.5022795	0.6024425	0.6989552	0.5428959	0.7875008	0.5590028	0.0154681	0.1741518	0.4089165	0.4676171	0.6620884	0.7766195	0.1735626	0.1543655	0.2279945	0.6557917	0.0876153	0.3181593	0.5286626	0.1614691	0.3263817	0.4000855	0.6327188	0.4397168	0.3389343	0.0207168	0.0025558	0.4514370	0.0374978	0.4400394	0.2241997	0.6986328	0.7592618	0.6781462	0.7563459	0.0564655	0.7522593	0.7527042	0.3800464	0.6625806	0.0371096	0.6072911	0.4727172	0.0250060	0.4587811	0.0063648	0.4409800	0.0006147	0.5146221	0.2896768	0.2797838	0.7010625	0.3818039	0.4353348	0.0416461	0.4226532	0.3942568	0.1954615	0.7665645	0.7076659	0.6050505	0.6662671	0.0589025	0.2787575	0.0174094	0.7574112	0.7491175
200	0.6666025	0.1968492	0.5475456	0.3463879	0.2105910	0.3101410	0.2685935	0.0125967	0.0066118	0.5268054	0.6846137	0.0208722	0.3381555	0.7209157	0.1079845	0.1175990	0.4037512	0.6115747	0.3761309	0.6128521	0.7169868	0.6030478	0.9338568	0.6025885	0.0241680	0.1373611	0.3790500	0.6470661	0.7695656	0.7470677	0.1215423	0.2391017	0.1560545	0.5869119	0.0919688	0.3495998	0.6259061	0.2208838	0.2084066	0.5201724	0.5383588	0.3253241	0.3809974	0.0236023	0.0044031	0.3833083	0.0263508	0.4431311	0.3173146	0.6745175	0.7133171	0.7043667	0.6889446	0.0561017	0.6011799	0.6130054	0.3970870	0.8153072	0.0405033	0.5468739	0.3681128	0.0066749	0.3367602	0.0054216	0.4698504	0.0111781	0.4395727	0.3212067	0.3815453	0.6481487	0.3967485	0.4627519	0.0098406	0.5818951	0.3683364	0.1303021	0.7096346	0.7033727	0.6857720	0.4657198	0.0636012	0.2498552	0.0188885	0.7362091	0.6021336
250	0.6532019	0.1413244	0.4830635	0.3625180	0.2207398	0.2823833	0.2967853	0.0216947	0.0022512	0.4750681	0.6008927	0.0205186	0.3513404	0.6841766	0.0905809	0.1001611	0.4638950	0.6730765	0.3379725	0.7085500	0.5285906	0.6281356	0.6936711	0.5865218	0.0309273	0.1304547	0.4391292	0.4508615	0.6135104	0.5530616	0.1385930	0.1524179	0.1453211	0.4250601	0.1041341	0.3878844	0.5501538	0.2098731	0.1843465	0.4214490	0.7734314	0.5735174	0.3563525	0.0128990	0.0049478	0.4704367	0.0134996	0.3112812	0.3138660	0.6943388	0.6472563	0.6555693	0.7004107	0.0851230	0.5528135	0.7526313	0.3438944	0.7771715	0.0419977	0.5850817	0.5248147	0.0067158	0.4184131	0.0106572	0.3902273	0.0082063	0.5606382	0.3661024	0.3566098	0.7527239	0.5462501	0.2752222	0.0247598	0.5485313	0.3577781	0.1177265	0.6954011	0.6257524	0.7439318	0.6266420	0.0612982	0.2423491	0.0357007	0.6412110	0.6099238
300	0.6660731	0.1864911	0.5182314	0.3457289	0.1450599	0.2534471	0.3026388	0.0037159	0.0014214	0.5072840	0.6421758	0.0324245	0.4709389	0.6481725	0.1353945	0.1065897	0.4626287	0.7402496	0.2670765	0.6878088	0.6061214	0.5736729	0.7020477	0.5303508	0.0269878	0.1473144	0.3632957	0.3826559	0.6120521	0.8079164	0.1549584	0.1496071	0.1617174	0.6065838	0.0633260	0.3186858	0.5695861	0.2225847	0.1396779	0.2952873	0.6101105	0.4241995	0.3352472	0.0332672	0.0051666	0.3485205	0.0294104	0.3363671	0.3913490	0.7369640	0.7442686	0.6928998	0.6792144	0.0557559	0.6157221	0.7359174	0.3811083	0.6802461	0.0330324	0.5755274	0.6213227	0.0093139	0.4216729	0.0046412	0.3678850	0.0029605	0.5403032	0.3872498	0.3537190	0.6007623	0.4021849	0.3364391	0.0166080	0.5196099	0.4030691	0.1881073	0.6955070	0.6224961	0.7699774	0.7929598	0.0626480	0.2345465	0.0156454	0.6422922	0.7069856
350	0.7100749	0.2020609	0.6822112	0.3369548	0.1678903	0.3101938	0.2701473	0.0153338	0.0069866	0.5553822	0.7742482	0.0257533	0.4671506	0.6800641	0.0955669	0.0937651	0.5249867	0.6109071	0.3517740	0.7344483	0.6646518	0.6388247	0.7478273	0.5584924	0.0056770	0.1537499	0.3977795	0.5919774	0.7778035	0.7129677	0.2418993	0.1343036	0.1518853	0.3839306	0.0981769	0.2751653	0.6709857	0.2276746	0.1514225	0.2538231	0.5686250	0.3942275	0.2993343	0.0542559	0.0081035	0.3743701	0.0396007	0.3827416	0.4201588	0.7077499	0.7089480	0.7655335	0.7246276	0.0487909	0.6464206	0.7250012	0.4742977	0.6829415	0.0294281	0.5546970	0.4893367	0.0038518	0.4486388	0.0024842	0.3467810	0.0063163	0.6790393	0.4782833	0.2772692	0.6476585	0.3831952	0.3842228	0.0288827	0.5761915	0.4812412	0.1835714	0.8417069	0.5346019	0.6787751	0.5863698	0.0534602	0.2086141	0.0152644	0.8427033	0.6875697
400	0.5932088	0.1526284	0.5292670	0.2552659	0.2832974	0.2625415	0.3160071	0.0207905	0.0021760	0.4732352	0.6500344	0.0213920	0.3984919	0.7327116	0.0957883	0.1240942	0.3991080	0.6439630	0.4941602	0.5573365	0.5194161	0.5648817	0.8321619	0.6907440	0.0432618	0.1583889	0.4979623	0.4458421	0.6767561	0.7669363	0.2966513	0.1408811	0.1554098	0.5415601	0.0469045	0.3632741	0.6154217	0.1594114	0.1946968	0.2703530	0.4340878	0.3497993	0.4220961	0.0497744	0.0008201	0.3876602	0.0370712	0.5317737	0.3562315	0.6232469	0.6374669	0.7129470	0.6813882	0.0886898	0.6117837	0.7263469	0.4533534	0.6955247	0.0886594	0.5425810	0.3782537	0.0140845	0.3377406	0.0125442	0.4578723	0.0105059	0.4888174	0.3256193	0.2730683	0.7473821	0.3735686	0.4269106	0.0349760	0.4740246	0.3665114	0.1769521	0.6855449	0.7537736	0.6913929	0.5995261	0.0679020	0.1907375	0.0086997	0.6751488	0.7583645
450	0.7857494	0.1562923	0.5055020	0.3267331	0.2174696	0.2823459	0.3785898	0.0191603	0.0006166	0.4553507	0.6614896	0.0032517	0.5360933	0.7760715	0.1103255	0.1135566	0.4589118	0.6938889	0.3774977	0.5829178	0.6461193	0.4908813	0.8121159	0.5751337	0.0485118	0.1376484	0.4230777	0.4675640	0.6620851	0.6789911	0.2019119	0.0887659	0.1797694	0.5927937	0.0745376	0.3599422	0.6813264	0.1293315	0.2016482	0.3991713	0.5625952	0.5325898	0.2563395	0.0354822	0.0151161	0.4447019	0.0487530	0.4221877	0.3616890	0.6450521	0.6372004	0.6360111	0.7458816	0.0544244	0.6089687	0.7819641	0.4279191	0.6604861	0.0568803	0.4892043	0.3309452	0.0112627	0.3545747	0.0046735	0.4592161	0.0004244	0.4491204	0.4483855	0.3261309	0.7335975	0.4061961	0.3700369	0.0380582	0.4907282	0.4279612	0.1908460	0.6573663	0.5911630	0.7369421	0.5293042	0.0644052	0.2451150	0.0217253	0.7368101	0.8678044
