"Time"	G1	G10	G2	G20	G17	G4	G16	G9	G8	G11	G18	G94	G95	G98	G7	G46	G6	G100	G36	G37	G38	G34	G3	G56	G35	G5	G19	G14	G15	G12	G44	G41	G22	G21	G50	G13	G51	G53	G52	G42	G55	G39	G49	G40	G45	G54	G47	G48	G61	G57	G43	G72	G67	G60	G59	G99	G58	G79	G81	G88	G83	G89	G82	G80	G84
650	0.2541826	0.7053598	0.5051101	0.1490893	0.6969219	0.0773831	0.0516072	0.1052415	0.6167217	0.4632722	0.3136293	0.7078726	0.6891066	0.5926876	0.0331222	0.0781719	0.0001494	0.6956653	0.2618781	0.6270546	0.5118773	0.6475218	0.0902075	0.2899848	0.4003423	0.6576385	0.0952604	0.6831316	0.1388195	0.1813175	0.1542223	0.4347581	0.0304928	0.2841881	0.3362746	0.4480783	0.0024339	0.1336430	0.5980241	0.3174186	0.2169836	0.5138423	0.2564824	0.6930434	0.6655038	0.4628603	0.0473648	0.5052894	0.3144116	0.2246231	0.3281554	0.6802432	0.3185265	0.0852571	0.6294022	0.5802149	0.5896864	0.1411382	0.3658016	0.3939227	0.3210516	0.6533460	0.2335776	0.5940015	0.2829919
700	0.3194744	0.5422885	0.5312413	0.5812386	0.5796120	0.2891157	0.0290426	0.0951756	0.5575742	0.3223668	0.3142556	0.7114765	0.6131709	0.7558369	0.0159376	0.1161987	0.0082606	0.6557568	0.3160746	0.6764457	0.5059468	0.8002769	0.0685980	0.1283807	0.6759710	0.6834259	0.0860032	0.7249127	0.1348839	0.1515196	0.2701655	0.5170563	0.0649867	0.3027762	0.2863773	0.3972814	0.0061355	0.1746271	0.6191900	0.3161810	0.3293743	0.3993189	0.2699791	0.6447345	0.4879086	0.4157383	0.0537101	0.6957668	0.2607512	0.3225873	0.3559188	0.7597929	0.3302710	0.0503138	0.6848368	0.5904489	0.5822336	0.1069270	0.2336505	0.3481752	0.3503936	0.5497253	0.1628854	0.6659567	0.2544543
750	0.3482529	0.5214969	0.3709560	0.5885352	0.7127863	0.4775628	0.0158037	0.0598007	0.4958770	0.2403216	0.3432243	0.8323007	0.6392502	0.5886538	0.0101693	0.0888616	0.0023731	0.6863988	0.3742365	0.6328625	0.5837028	0.6594086	0.0397754	0.1299132	0.6682101	0.5854517	0.1065937	0.5634453	0.1189761	0.1116515	0.3030346	0.6208539	0.0562165	0.3765065	0.3444028	0.4082220	0.0096812	0.2124787	0.7748069	0.3063254	0.3932056	0.4909981	0.2234564	0.6549928	0.5729874	0.3541182	0.0638539	0.6813213	0.2312822	0.2723551	0.2914754	0.6500774	0.4812719	0.0479971	0.6444804	0.6921611	0.5535951	0.1169171	0.3235279	0.4204889	0.3900432	0.5110881	0.1742748	0.6160733	0.2466034
800	0.4280204	0.4068169	0.3431715	0.5333254	0.6161018	0.5734304	0.0381962	0.0688130	0.4366073	0.2827464	0.2386887	0.7325669	0.6472782	0.6955307	0.0100105	0.1146195	0.0030708	0.6895077	0.2762683	0.5934484	0.5760417	0.7183554	0.0448967	0.1027608	0.5811629	0.5443013	0.1348642	0.6759240	0.0903894	0.1242868	0.2542846	0.5884939	0.1147161	0.3331759	0.2796312	0.3763346	0.0052282	0.2124965	0.5037565	0.4282148	0.4523462	0.5394537	0.3610693	0.6397288	0.6433314	0.4175944	0.0497585	0.5514476	0.2477726	0.2763227	0.2354303	0.7293317	0.3824360	0.0394563	0.5876405	0.6341341	0.6522829	0.1628973	0.2872358	0.3381683	0.5494906	0.5041996	0.1437830	0.7710960	0.3362171
850	0.2683224	0.2903617	0.2164344	0.5737965	0.5469184	0.5487425	0.0217808	0.0743573	0.3365049	0.3596704	0.4362767	0.7022047	0.6531247	0.6820948	0.0152549	0.1242504	0.0127401	0.6014867	0.3014606	0.7053048	0.5337178	0.6593275	0.1060902	0.1179506	0.6196705	0.6311969	0.1422641	0.6297687	0.1006231	0.1300301	0.2741969	0.5648158	0.1196868	0.3546374	0.3204987	0.4431313	0.0098229	0.1821298	0.7030745	0.3527228	0.5537279	0.5776586	0.2706029	0.7883835	0.6451907	0.3728587	0.0595195	0.5764546	0.2448051	0.1673728	0.1916673	0.6787277	0.3906704	0.0401024	0.5331361	0.7406905	0.5315733	0.1410713	0.2001073	0.3513475	0.3609963	0.5160945	0.1889062	0.7158047	0.2459493
900	0.2627777	0.3371962	0.2774544	0.6431493	0.4790345	0.4506263	0.0215653	0.0469167	0.4092639	0.5074776	0.3606482	0.7265110	0.5955800	0.6047129	0.0123950	0.1093048	0.0052411	0.6816432	0.2573103	0.6960175	0.5534948	0.7119314	0.1515960	0.0922293	0.5996813	0.4712910	0.1532033	0.6696374	0.1198121	0.1358026	0.2665869	0.6411951	0.1062668	0.2715539	0.2492444	0.4270443	0.0013856	0.1251322	0.6697792	0.5190388	0.4095608	0.4190630	0.2710266	0.7239283	0.6121961	0.3485179	0.0742493	0.5623148	0.2718315	0.2293836	0.2602992	0.6014546	0.3517567	0.0489016	0.5648490	0.5637762	0.4445374	0.1131393	0.3251331	0.3777854	0.4339130	0.5191937	0.2205845	0.5802317	0.3234102
950	0.1820400	0.4304038	0.3302387	0.6084381	0.6467573	0.3427578	0.0122918	0.0723563	0.3945177	0.4680367	0.3338032	0.5563041	0.7184379	0.6263516	0.0289352	0.1375184	0.0040350	0.6471350	0.3679501	0.8234942	0.5688959	0.6896959	0.1639660	0.1731453	0.6756586	0.5459261	0.1528762	0.6241352	0.1076048	0.1698885	0.1420300	0.4935490	0.0768953	0.3428496	0.2387120	0.3223878	0.0059388	0.1167133	0.6073770	0.3033441	0.4668048	0.4252513	0.2099524	0.6710840	0.6218107	0.3227401	0.0716373	0.6280930	0.3621371	0.2331955	0.2877538	0.7254455	0.3475275	0.0707857	0.6139118	0.5957719	0.5667253	0.1014144	0.3351199	0.4043160	0.4390307	0.5833827	0.4003139	0.6468425	0.2462066
1000	0.3210977	0.3896483	0.3037453	0.6293817	0.4998349	0.3517329	0.0166234	0.0677181	0.4995061	0.4391446	0.2882530	0.6661477	0.7130343	0.7163366	0.0438829	0.2104394	0.0014272	0.5263357	0.3570106	0.5953562	0.6139822	0.6892137	0.1525615	0.0675175	0.6260478	0.5662580	0.1058028	0.5190060	0.1663872	0.1790202	0.1882380	0.5394124	0.1310302	0.2302758	0.3472334	0.4551228	0.0037817	0.0750327	0.5468780	0.4118510	0.4296480	0.5366764	0.2429345	0.5591752	0.5033627	0.3262259	0.0604737	0.5856407	0.2707951	0.2204299	0.2869076	0.7026422	0.3377092	0.0543271	0.6598538	0.6491178	0.7244123	0.0805536	0.3166747	0.3981454	0.4546962	0.5907112	0.2316283	0.6629781	0.2780693

0	0.2858926	0.3996940	0.2967125	0.6472925	0.4974938	0.5558967	0.0120356	0.0801835	0.4923656	0.4373579	0.2868525	0.7272543	0.7054062	0.6672959	0.0198514	0.0900919	0.0077955	0.7949393	0.3393731	0.6090595	0.5446029	0.6440514	0.1261239	0.0947163	0.7209106	0.6166830	0.1289504	0.5988275	0.0754907	0.1383960	0.2755985	0.6426841	0.1199150	0.4533686	0.3676789	0.3987814	0.0024937	0.1875267	0.7628549	0.4803430	0.5079355	0.5956842	0.3371667	0.6441909	0.6255224	0.4906651	0.0785061	0.6566483	0.2936340	0.2798443	0.2696800	0.6857070	0.5128882	0.0625542	0.6238914	0.8690939	0.5972184	0.1344075	0.3412791	0.3548594	0.3968397	0.6128420	0.2112842	0.5856375	0.3775008
50	0.2519895	0.1256497	0.1800513	0.6392942	0.5673608	0.3333620	0.0272319	0.0646629	0.5053109	0.5075185	0.3107987	0.6645566	0.5694295	0.6957066	0.0926003	0.0659759	0.0119626	0.6828155	0.3631566	0.6000643	0.5953632	0.7834985	0.0752982	0.0900406	0.6072594	0.5558078	0.1429906	0.6338988	0.0183882	0.1547630	0.1319378	0.2626013	0.0655287	0.3159149	0.3429785	0.3095916	0.0061090	0.1966851	0.6539360	0.4260225	0.3511919	0.4825835	0.2658420	0.7146738	0.6940069	0.3581800	0.0707194	0.3665029	0.3436676	0.2438593	0.3338241	0.7432562	0.3842558	0.1053329	0.6010061	0.4691934	0.6185642	0.1157418	0.1761785	0.5243824	0.3962525	0.4908267	0.1583876	0.4097182	0.3113269
100	0.2164381	0.0436915	0.1318622	0.5733161	0.7101653	0.3746091	0.0363012	0.0455615	0.5002001	0.4812643	0.3083508	0.5842914	0.7174580	0.6804241	0.1981314	0.0315879	0.0073474	0.6364933	0.4769049	0.4511656	0.6009059	0.6270101	0.1221356	0.1334434	0.5696882	0.5628746	0.1028798	0.6631128	0.0226559	0.2653986	0.1879366	0.1678475	0.0704644	0.3406752	0.3673586	0.3265665	0.0010472	0.1574987	0.7338558	0.4107074	0.2899012	0.4519837	0.2201706	0.7429218	0.3908496	0.3398905	0.1142979	0.5495233	0.3479573	0.2944346	0.1856978	0.6964358	0.5476231	0.0453924	0.5902029	0.5226841	0.5346584	0.1043703	0.2405833	0.6103062	0.2877766	0.6066509	0.2456406	0.3194509	0.1442283
150	0.2403566	0.0356902	0.1313073	0.5861024	0.5264150	0.4267037	0.0152287	0.0547028	0.3915619	0.4739493	0.2405286	0.5058728	0.6987488	0.6658375	0.1668803	0.0495953	0.0028050	0.6735736	0.3277165	0.5264748	0.6607730	0.6310546	0.0590757	0.1079883	0.5876172	0.6163404	0.1160943	0.6374856	0.0094206	0.1732619	0.2116763	0.1863405	0.0832177	0.2678726	0.2883767	0.3193814	0.0023603	0.1256944	0.6860755	0.5331007	0.2728941	0.5347315	0.2287549	0.6412930	0.4668616	0.3586346	0.1915597	0.4637291	0.3970072	0.2552676	0.2093671	0.6482732	0.5232434	0.0282802	0.5910342	0.4493007	0.6170709	0.2476032	0.0909410	0.4668681	0.1495573	0.5019116	0.1735526	0.3023229	0.0448404
200	0.3643520	0.0253361	0.0896174	0.7850709	0.5716584	0.5468515	0.0550205	0.0628588	0.5470204	0.3793527	0.3297517	0.6962707	0.6969056	0.5783899	0.2085005	0.0830130	0.0031338	0.5735351	0.5164825	0.4605137	0.6717129	0.7825559	0.0706536	0.0973697	0.5682019	0.6235971	0.1207135	0.6487686	0.0023429	0.2812683	0.2467270	0.1874824	0.0754190	0.3886392	0.2780694	0.3061637	0.0013791	0.1894826	0.6289963	0.5759965	0.4488155	0.4127268	0.2842242	0.6932001	0.5600206	0.4122578	0.2019891	0.5630856	0.3550077	0.2640065	0.1502203	0.6111955	0.4590775	0.0691182	0.7380515	0.4764387	0.5359248	0.1195834	0.1199593	0.4588551	0.0884501	0.4499037	0.1317671	0.2650027	0.0334687
250	0.3716541	0.0094967	0.1305887	0.5959094	0.7050156	0.4872662	0.0288975	0.0431813	0.4804931	0.4677128	0.3195960	0.7428832	0.6700560	0.6112843	0.1913400	0.1362456	0.0548113	0.5844681	0.5291837	0.5674536	0.6371384	0.6129367	0.0569448	0.0836671	0.6347698	0.5392498	0.2414130	0.7764381	0.0000155	0.2388556	0.2286556	0.0977177	0.1082701	0.3651520	0.2967033	0.2905452	0.0231543	0.1506602	0.5679086	0.6279350	0.3232244	0.5439073	0.2774477	0.5748924	0.4305568	0.4551207	0.2045474	0.4208173	0.3960308	0.3128902	0.1669238	0.5323441	0.5126420	0.0125463	0.5912687	0.4061908	0.5385717	0.1740010	0.1316560	0.3796605	0.0973427	0.4310733	0.1369384	0.2850338	0.0504271
300	0.3834925	0.0043596	0.1016744	0.5837371	0.7113709	0.5618504	0.0243849	0.0382570	0.4316749	0.4321581	0.2827076	0.6781147	0.6332281	0.6719553	0.2363161	0.1330297	0.0060807	0.8049830	0.5796161	0.7238411	0.5662753	0.6902704	0.1153929	0.1162471	0.5676339	0.5628985	0.2700923	0.5970663	0.0007401	0.3266548	0.3189381	0.2242437	0.0992084	0.4429994	0.3059625	0.3056186	0.0130428	0.2041566	0.6556588	0.5276065	0.4035695	0.4343407	0.2015823	0.8236771	0.4626613	0.3771612	0.1848688	0.4070985	0.4687735	0.3013285	0.1360086	0.7337511	0.5832763	0.0184568	0.6279714	0.4164569	0.4111229	0.1516901	0.0584781	0.3849401	0.1387364	0.4272421	0.1413614	0.2606410	0.0754771
350	0.2632785	0.0166774	0.1403674	0.5970159	0.6612371	0.6508975	0.0330206	0.0474672	0.5249886	0.3494086	0.2649023	0.6425509	0.5767658	0.6443374	0.1856155	0.1449319	0.0152140	0.6083904	0.6266404	0.6404881	0.6485521	0.6225814	0.1325556	0.0903528	0.7704477	0.5325781	0.1855159	0.5781526	0.0002693	0.2903895	0.2312757	0.2013315	0.1525196	0.3392123	0.2998715	0.3279499	0.0029000	0.1819125	0.6068308	0.5232722	0.4602515	0.5842305	0.2428419	0.8160699	0.4829531	0.4408877	0.2086774	0.4318490	0.3106830	0.3535204	0.2630814	0.6088299	0.5970745	0.0167599	0.6369738	0.5470182	0.5330029	0.1205240	0.0816146	0.4821899	0.0996176	0.4997253	0.1412023	0.2793300	0.0354675
400	0.3604208	0.0144610	0.1219092	0.5090161	0.6253852	0.6053706	0.0146879	0.0549146	0.3382340	0.3990779	0.2647177	0.7451199	0.6673481	0.6827298	0.1886993	0.1569619	0.0121318	0.7027089	0.5333322	0.6166082	0.6260816	0.6673107	0.1095259	0.0942667	0.7430505	0.5538069	0.1997127	0.7335734	0.0002866	0.1995896	0.2507910	0.1630377	0.0993482	0.4030035	0.2636628	0.2494785	0.0014536	0.1901050	0.6579426	0.5155759	0.3524165	0.5601067	0.3456475	0.6231008	0.4619951	0.3238129	0.2350666	0.4324174	0.3903472	0.4055313	0.1747109	0.6818977	0.4999224	0.0344386	0.5794968	0.4946271	0.5107793	0.1308389	0.0526376	0.3873337	0.0656353	0.3291058	0.1096376	0.2393067	0.0491111
450	0.2632132	0.0214221	0.0682768	0.6091711	0.5941894	0.5505273	0.0376516	0.0532555	0.3027759	0.5084025	0.3058791	0.6346339	0.7620963	0.6313581	0.2250097	0.1515126	0.0075441	0.7224215	0.7278272	0.5978231	0.6122957	0.7556357	0.1426105	0.0878640	0.6551181	0.5060563	0.1856319	0.6647288	0.0006532	0.2818713	0.1965462	0.1969409	0.0598313	0.3160768	0.4262401	0.3869596	0.0007538	0.1599483	0.7066906	0.6118237	0.2789652	0.4615344	0.2234435	0.7542695	0.4150215	0.4597444	0.2131140	0.4212025	0.3004870	0.3038159	0.2200873	0.6351431	0.4918494	0.0377382	0.6949224	0.5407471	0.3637235	0.1766543	0.0535624	0.4442678	0.0663347	0.4692832	0.0780959	0.2732389	0.0180172
500	0.2662886	0.0068808	0.1201232	0.5822550	0.5196849	0.4516415	0.0205542	0.0296526	0.2867525	0.5089352	0.2495131	0.6696059	0.7084258	0.7673080	0.1495199	0.1661934	0.0141032	0.6292675	0.6579706	0.7252753	0.6186783	0.6195635	0.2005405	0.1280659	0.6369593	0.5832382	0.2447518	0.6463014	0.0010388	0.3166534	0.1414296	0.1743371	0.0807353	0.2501269	0.3919293	0.3703747	0.0035002	0.1348738	0.6260696	0.5467557	0.3047602	0.4369222	0.2574589	0.7241669	0.4315972	0.4424862	0.2898486	0.4240262	0.2250352	0.2312376	0.1552008	0.6609955	0.4826006	0.0656512	0.6197476	0.5524292	0.5435786	0.1608656	0.0676661	0.4629824	0.1315789	0.4391829	0.0666873	0.2386663	0.0443789
550	0.3611902	0.3737876	0.1888165	0.6597049	0.5787007	0.4157133	0.0294350	0.0390177	0.3801039	0.5280973	0.2330521	0.7810873	0.7678634	0.8446895	0.1036663	0.2585626	0.0062701	0.6991665	0.6663543	0.6577339	0.6393658	0.7435671	0.1623126	0.0913178	0.6300652	0.5702361	0.1477253	0.7494127	0.0906761	0.2618248	0.3024217	0.4931562	0.0455890	0.3291971	0.3652274	0.4276354	0.0082328	0.0923275	0.5712255	0.5638333	0.3337941	0.4756980	0.2779108	0.6363515	0.4925590	0.3076272	0.2226464	0.6347998	0.1834509	0.2268428	0.2340015	0.6633937	0.4712773	0.0466316	0.4801157	0.5678887	0.5553281	0.1526034	0.1712370	0.2721889	0.2019950	0.4179058	0.2067252	0.6570586	0.0867178
600	0.1786824	0.3401716	0.2705063	0.5608555	0.5218034	0.3744332	0.0200147	0.0459334	0.4478268	0.5149153	0.2280985	0.6487339	0.6533014	0.7700978	0.0398464	0.1708382	0.0084910	0.6041785	0.5456239	0.6068904	0.5320657	0.6817881	0.1932414	0.1016763	0.5327219	0.5108778	0.1487928	0.8000319	0.1139335	0.2003763	0.1583367	0.5306094	0.0825888	0.2875236	0.4296020	0.4806444	0.0078107	0.0890817	0.6245163	0.4110301	0.2681686	0.4417296	0.3039796	0.6817108	0.6320993	0.3254607	0.1117481	0.4333262	0.2848027	0.2009175	0.1558776	0.6790620	0.4114976	0.0591971	0.6238133	0.6080628	0.5776219	0.0942383	0.1491725	0.3065716	0.2600681	0.5007474	0.1916171	0.5906049	0.2506034
650	0.2205761	0.4164454	0.3552242	0.5168519	0.7067622	0.4035772	0.0151148	0.0693093	0.5527218	0.3412139	0.2716306	0.6388985	0.7375719	0.7155816	0.0699429	0.2977280	0.0002877	0.6722276	0.4175813	0.5642434	0.5980995	0.6696447	0.2349356	0.1300647	0.5689393	0.6069950	0.0997722	0.6172699	0.0974032	0.2237373	0.1821178	0.5611726	0.0748306	0.2414887	0.3379687	0.3927493	0.0071870	0.0882049	0.7246089	0.4091970	0.3434345	0.5671879	0.2583367	0.7555035	0.6057079	0.3745763	0.0762006	0.6846052	0.1883375	0.2325931	0.2476515	0.7175204	0.3815943	0.1070937	0.5314479	0.7487957	0.5589957	0.1325191	0.2673913	0.4327167	0.2676089	0.4748722	0.2248820	0.5823768	0.2649781
700	0.2549440	0.3844423	0.2830752	0.5867921	0.5595566	0.4381714	0.0299996	0.0394615	0.5273581	0.3886535	0.3089727	0.6150378	0.7449311	0.6148712	0.0447939	0.1928477	0.0078601	0.7346254	0.4158446	0.6556925	0.6221177	0.6779091	0.2148325	0.1258392	0.5977134	0.5858633	0.1011089	0.6304191	0.0615555	0.1372454	0.2956693	0.5396623	0.0435737	0.3291359	0.2794045	0.4927387	0.0088360	0.2049100	0.7212134	0.3755788	0.4036932	0.6870531	0.2552399	0.8224448	0.6638632	0.4646185	0.0420470	0.6594248	0.2657311	0.1899750	0.2938262	0.7155990	0.3964678	0.0670482	0.6440839	0.6441786	0.5689775	0.1098176	0.2770329	0.3957250	0.4858004	0.4369738	0.2184990	0.7067473	0.3047949
750	0.3904033	0.3846315	0.2942742	0.6656454	0.6091610	0.4709985	0.0110136	0.0512053	0.5361248	0.3747609	0.2935978	0.7563678	0.6304887	0.6082758	0.0570992	0.2038645	0.0048867	0.6908404	0.3759617	0.6878453	0.5172006	0.7801725	0.2242386	0.0892490	0.6304765	0.5137708	0.1268415	0.6198577	0.0818303	0.1831242	0.2654172	0.5710066	0.0672488	0.2992661	0.2878552	0.4007101	0.0056909	0.1540561	0.5884793	0.3265725	0.4370248	0.5976577	0.3092915	0.6465122	0.4694725	0.4058301	0.0572501	0.6691571	0.2634296	0.1924320	0.2128325	0.7663586	0.3695928	0.0548731	0.5417730	0.7203741	0.5044983	0.1306624	0.2446891	0.3324002	0.3714189	0.5077787	0.1977913	0.6396360	0.2729849
800	0.3053418	0.3602150	0.2291156	0.5920218	0.5346325	0.3917558	0.0807967	0.0631327	0.6812952	0.4780458	0.2966771	0.5985953	0.6455905	0.6379887	0.0125721	0.1735986	0.0053448	0.7547114	0.2739160	0.6161008	0.5183973	0.5951621	0.1731383	0.1234691	0.5945103	0.4798369	0.1183115	0.6891269	0.0889094	0.1215305	0.1655712	0.6264650	0.0683334	0.2761242	0.3516583	0.4203177	0.0021966	0.1378561	0.6458190	0.4064592	0.4991106	0.4442388	0.3146231	0.5746712	0.6759253	0.2829487	0.0464747	0.5493042	0.2202705	0.2030941	0.2759639	0.6882382	0.3086099	0.0378166	0.5861916	0.6090289	0.6072847	0.2036504	0.3027926	0.4627517	0.4257704	0.5779352	0.1796549	0.6858538	0.2996328
850	0.3119397	0.4048587	0.3864763	0.5727039	0.6783583	0.3645510	0.0167375	0.0320683	0.5428571	0.4437911	0.2798046	0.7115643	0.6184087	0.6757303	0.0161210	0.1439034	0.0131086	0.7974356	0.3335146	0.6386621	0.5138036	0.7115128	0.0864774	0.0969617	0.7490901	0.4975054	0.1147837	0.6310718	0.0872359	0.1354732	0.2239368	0.6503905	0.1120686	0.3196711	0.3080913	0.4212501	0.0079484	0.1151093	0.6991244	0.3689016	0.4604736	0.4476516	0.2444644	0.6820394	0.6057518	0.3460501	0.0669761	0.5687862	0.2786243	0.1963586	0.3189952	0.6996968	0.4460280	0.0830551	0.5757043	0.7014890	0.6012629	0.0838770	0.2292249	0.3609716	0.4087277	0.5687420	0.2359275	0.6183274	0.3197028
900	0.3024512	0.3702489	0.3012844	0.5788819	0.6035301	0.3512786	0.0339863	0.0485697	0.4326863	0.4382422	0.3566802	0.6520137	0.5793827	0.6797802	0.0191343	0.0950430	0.0035857	0.7665706	0.2642575	0.6109401	0.6760835	0.6995636	0.1241994	0.2159404	0.7220310	0.4831731	0.1512744	0.6912254	0.1029209	0.2090002	0.1303605	0.4618433	0.0984805	0.2699766	0.3959971	0.5274979	0.0071095	0.0909751	0.6988789	0.2587085	0.3721387	0.5264647	0.2550043	0.6804335	0.5954597	0.3320485	0.0448921	0.5869524	0.3537202	0.2625961	0.2810489	0.7285860	0.3908253	0.0555090	0.5961570	0.6043989	0.4863523	0.1171483	0.2800268	0.3649364	0.3538681	0.5434727	0.2795746	0.6193568	0.3033461
950	0.2884396	0.4206016	0.2652405	0.6520078	0.5631036	0.3967641	0.0270315	0.0529949	0.5570511	0.4217898	0.3190844	0.7281735	0.7283787	0.7044051	0.0245171	0.0911325	0.0121844	0.7965034	0.3676866	0.6716347	0.6573528	0.7742994	0.1326977	0.2029314	0.6242279	0.6239207	0.1217636	0.6105956	0.1212052	0.0955385	0.2302161	0.5510578	0.0889965	0.3041538	0.3300649	0.4764131	0.0128886	0.1317149	0.5685496	0.2720915	0.3796347	0.4703888	0.3323154	0.7206677	0.6900796	0.3080301	0.0855775	0.5057646	0.3074358	0.2545537	0.2801851	0.7276287	0.3677479	0.0391942	0.5767913	0.8451582	0.4667152	0.1258523	0.3710127	0.2808358	0.3529912	0.5185830	0.3112057	0.6024628	0.2513259
1000	0.2830984	0.4303726	0.3301579	0.6604724	0.4429613	0.3845770	0.0157835	0.0556149	0.4535758	0.4608743	0.2746499	0.6560241	0.6966679	0.6697846	0.0230778	0.0799048	0.0027642	0.7987536	0.3519424	0.6893571	0.6054651	0.6457391	0.1858682	0.0941307	0.6648125	0.5442940	0.0920251	0.5441095	0.0989421	0.1547847	0.2655367	0.5923170	0.0559254	0.3079933	0.3412781	0.4449918	0.0112586	0.1037396	0.5904829	0.3848284	0.4391752	0.5567994	0.3180617	0.6633022	0.6010169	0.3621901	0.0658347	0.5766246	0.2168749	0.2128995	0.2289752	0.6661864	0.3209415	0.0460022	0.6175730	0.6839975	0.5228255	0.1322883	0.3225203	0.2929156	0.3564190	0.5069541	0.3528920	0.5771369	0.2901485

0	0.3039795	0.3681133	0.2809589	0.6632449	0.5039504	0.4782098	0.0224426	0.0596372	0.4553449	0.3851585	0.2670509	0.5917923	0.8095318	0.6799033	0.0265998	0.0837907	0.0050570	0.6727604	0.2745290	0.7561378	0.5304196	0.6685114	0.1477600	0.0861393	0.5609089	0.5417006	0.1364981	0.6743137	0.0534440	0.1480208	0.3559504	0.6531253	0.1087220	0.4656248	0.3466832	0.3160087	0.0035472	0.1847479	0.7299030	0.3979715	0.5939877	0.5195695	0.2537231	0.6695404	0.5617286	0.3326786	0.0463962	0.5595417	0.3840865	0.2174066	0.2735234	0.5926011	0.5488590	0.0904774	0.7264596	0.6843157	0.6225901	0.0981834	0.3510821	0.4132601	0.4994860	0.5305397	0.1570271	0.6937023	0.2822964
50	0.2721619	0.3116459	0.3067708	0.5002198	0.5806979	0.4738217	0.0002352	0.0407694	0.4585278	0.3879745	0.2828239	0.6356745	0.7753949	0.7062731	0.0184924	0.1138540	0.0050115	0.4764203	0.2821925	0.7168057	0.5485640	0.3108623	0.1362944	0.1602451	0.6319648	0.5015417	0.0971659	0.7907539	0.0948510	0.0525600	0.2194988	0.7287292	0.1330468	0.1904720	0.1578901	0.1197423	0.1295999	0.2681449	0.6259067	0.3050052	0.3544909	0.6025145	0.1906662	0.6398568	0.6914297	0.3480636	0.0932969	0.6916190	0.2700441	0.3539318	0.1031541	0.7347471	0.4362483	0.0655304	0.5432486	0.8154945	0.6528486	0.0108765	0.3996719	0.3862482	0.3488677	0.5585918	0.2120311	0.4748467	0.4230452
100	0.2720051	0.3836874	0.2691383	0.5335718	0.5472510	0.4301626	0.0002118	0.0606163	0.3514099	0.5830938	0.2708306	0.5223610	0.6882946	0.7730383	0.0102862	0.0613940	0.0131742	0.3377593	0.2188298	0.5862208	0.3375044	0.2100654	0.0997318	0.1559376	0.6493101	0.5500785	0.1344079	0.7283292	0.1323484	0.0270560	0.1995145	0.7284567	0.0679147	0.1172211	0.2063832	0.1451734	0.2040911	0.2217570	0.6536616	0.2728489	0.3203903	0.4484974	0.1657238	0.7292982	0.4490593	0.4415345	0.0790288	0.5966114	0.2041073	0.1604388	0.0316305	0.7269281	0.3473892	0.0467603	0.6484664	0.6894968	0.5729192	0.0017624	0.2299268	0.2362293	0.3133592	0.7578212	0.0547422	0.3228206	0.3238183
150	0.2448122	0.4140689	0.3157091	0.6348846	0.5802099	0.4026753	0.0005339	0.0571180	0.0986794	0.5153908	0.2888266	0.4826733	0.7815128	0.7780577	0.0047444	0.1640182	0.0222985	0.3736996	0.0997662	0.6523162	0.2043721	0.2627736	0.0748977	0.1476560	0.5376865	0.5669727	0.4766704	0.7026512	0.1599909	0.0409504	0.2265383	0.5561624	0.0797557	0.0486457	0.1974802	0.1975725	0.2543256	0.1998171	0.6914426	0.2641506	0.2367915	0.4628522	0.1561709	0.6950428	0.2845810	0.2841071	0.1176039	0.5585332	0.2139250	0.2281415	0.0126761	0.6181869	0.2854333	0.1270745	0.7176543	0.5777724	0.4789330	0.0000000	0.1229278	0.2055602	0.2058382	0.5890240	0.0353098	0.2657111	0.1558404
200	0.2617214	0.4247724	0.2565128	0.6197620	0.5528035	0.3267533	0.0007831	0.0620816	0.0871023	0.3981441	0.3243331	0.6886205	0.7492495	0.6940962	0.0070234	0.0391415	0.0097646	0.3341047	0.0687826	0.5418099	0.1106181	0.1538468	0.0254715	0.1238515	0.6017903	0.5099236	0.5352931	0.5988355	0.1552791	0.0344593	0.1743147	0.6632811	0.0373631	0.0888003	0.1362900	0.1524684	0.1704043	0.2555400	0.6541783	0.3804966	0.1691537	0.4987397	0.1003505	0.7234918	0.2684332	0.4614524	0.2062948	0.5495337	0.1168891	0.2420526	0.0091613	0.6075861	0.3944202	0.0427629	0.5877358	0.8085184	0.4793312	0.0045833	0.0840515	0.1668429	0.1697004	0.6524658	0.0277413	0.2454204	0.2331038
250	0.2283628	0.3321426	0.2773932	0.5130300	0.4722767	0.3442468	0.0002699	0.0295508	0.0527246	0.2731310	0.3374906	0.5508694	0.8619139	0.6048578	0.0001745	0.0436318	0.0353742	0.2980868	0.0328171	0.6816581	0.0650416	0.1780665	0.0207621	0.0952096	0.4248242	0.5174903	0.6296252	0.5971389	0.1500869	0.0305385	0.2271881	0.7915615	0.0336792	0.0824001	0.1505832	0.1403822	0.2311201	0.2441533	0.5925933	0.3821301	0.2208090	0.4900156	0.0991296	0.6274769	0.2402414	0.3295964	0.2355843	0.5987080	0.0914162	0.1750524	0.0225661	0.7058192	0.4155802	0.0242185	0.6808201	0.6926878	0.4762069	0.0056643	0.0698655	0.1249288	0.1609562	0.5764846	0.0422923	0.2663177	0.1843959
