"Time"	G1	G3	G7	G8	G5	G22	G4	G83	G6	G88	G85	G89	G54	G86	G87	G30	G29	G35	G99	G100	G32	G19	G18	G20	G81	G23	G82	G80	G58	G31	G50	G51	G78	G94	G95	G93	G91	G90	G2	G69
700	0.2906905	0.5366983	0.7116182	0.6836181	0.0760256	0.7521720	0.1485352	0.7794780	0.4742436	0.8098959	0.5312766	0.4890634	0.0155917	0.8100017	0.3824261	0.2490863	0.4610550	0.1796047	0.0389161	0.7109911	0.4726657	0.6707835	0.8730952	0.6879551	0.2582741	0.8089783	0.0603653	0.1573541	0.7118792	0.0410173	0.0868963	0.0011625	0.5810259	0.1920987	0.7408618	0.5870897	0.2812128	0.9175621	0.4110183	0.7731013
750	0.2902760	0.4219027	0.7101718	0.6842419	0.0873238	0.7465460	0.1198797	0.7848049	0.4506569	0.6609040	0.4535667	0.4695907	0.0109709	0.6758737	0.4349341	0.2573709	0.4725112	0.0944335	0.0064384	0.6686051	0.5093754	0.6831009	0.7217254	0.7873054	0.2334177	0.8033884	0.0746594	0.0792554	0.7418681	0.0305691	0.0768662	0.0005829	0.5093631	0.2706617	0.8009968	0.5926764	0.2430285	0.7017014	0.4474184	0.8140526
800	0.3819419	0.5155902	0.7037264	0.6749803	0.0606379	0.8184748	0.2088919	0.7059533	0.4721059	0.7756281	0.6252945	0.3595913	0.0136658	0.9089015	0.3707195	0.2150736	0.4518634	0.1742526	0.0252719	0.6924525	0.4725612	0.6500148	0.8093239	0.7707847	0.2448713	0.7071189	0.1192210	0.0895640	0.6912504	0.0353740	0.0589088	0.0048707	0.5040793	0.2797170	0.5557608	0.5732982	0.2222845	0.7654898	0.4851858	0.6108309
850	0.3600231	0.5481106	0.6162340	0.6165735	0.0849228	0.7368045	0.2132158	0.7423748	0.4841047	0.7891935	0.5110792	0.3780399	0.0023496	0.7149998	0.6284919	0.2310340	0.5808576	0.4452416	0.0086981	0.7454085	0.4727563	0.5259033	0.8275037	0.7641800	0.2304610	0.7456887	0.1466171	0.1255478	0.7663704	0.0269970	0.1090268	0.0040927	0.4564612	0.2490167	0.6768637	0.6860475	0.2756142	0.7221478	0.4839881	0.7262570
900	0.3667151	0.5873407	0.5674108	0.6626282	0.0477761	0.7596117	0.2308000	0.7115274	0.4601302	0.7970627	0.5501025	0.3457943	0.0113953	0.8191083	0.6239619	0.2407658	0.5329604	0.5009489	0.0332050	0.7011834	0.4910772	0.5309236	0.7544940	0.6247909	0.2449847	0.7818384	0.0748857	0.1107518	0.6458828	0.0314168	0.0655083	0.0020501	0.5137482	0.2897664	0.7846220	0.6827431	0.2728197	0.7840806	0.5095676	0.8023339
950	0.3087490	0.5396242	0.7886516	0.5404059	0.0511772	0.7814195	0.1939254	0.7768235	0.5073896	0.6119682	0.5365598	0.3888345	0.0173467	0.6295188	0.6200858	0.1737007	0.4758452	0.6742298	0.0605890	0.7201778	0.6155216	0.5358256	0.8016451	0.8897136	0.1852584	0.6797808	0.1098568	0.1654200	0.7457631	0.0368422	0.0517562	0.0125117	0.5371173	0.2463525	0.7086954	0.6041600	0.2339766	0.7477984	0.4115408	0.7523362
1000	0.3712764	0.4536563	0.5919688	0.6207051	0.0241872	0.6753478	0.3189159	0.7603121	0.5011949	0.6277956	0.5281902	0.3570845	0.0105872	0.8147727	0.7056036	0.1906436	0.4299497	0.6220328	0.0146134	0.8080921	0.4366837	0.6405618	0.7402145	0.7260458	0.2217475	0.6240251	0.1059457	0.0849207	0.7595780	0.0327212	0.0786174	0.0073493	0.5646050	0.3681165	0.6496367	0.5747811	0.3030550	0.8568751	0.3857520	0.7845957

0	0.3946183	0.4812096	0.6559942	0.6295947	0.0784961	0.6632688	0.2125042	0.7352056	0.4437843	0.7351462	0.4663875	0.3585899	0.0228095	0.6864733	0.5788082	0.1778197	0.4513436	0.5978776	0.0536046	0.7679877	0.5555171	0.4721774	0.6738668	0.7303420	0.2364080	0.7696345	0.0879515	0.0942091	0.6756294	0.0458052	0.0647997	0.0036742	0.5103585	0.2897019	0.6772367	0.6034505	0.3121394	0.6710953	0.4687112	0.7904196
50	0.3046273	0.6142258	0.6465620	0.5898193	0.0475718	0.7981661	0.2353237	0.6538706	0.4153430	0.7963743	0.5553909	0.5264673	0.0008359	0.8007817	0.6103088	0.1981304	0.3751799	0.6584371	0.3362528	0.2244270	0.4697778	0.5056453	0.6496251	0.8268826	0.2209925	0.6251293	0.0809437	0.1109201	0.7922428	0.0038007	0.0719418	0.0059282	0.4946845	0.3848825	0.7794312	0.5831243	0.3215889	0.6581286	0.3898882	0.5033975
100	0.3400197	0.4690372	0.8151022	0.6231677	0.0486997	0.6340139	0.1859192	0.6127644	0.3562661	0.6670883	0.6217372	0.5456629	0.0039854	0.7128328	0.5936468	0.1924171	0.4132576	0.7388877	0.5279937	0.0718948	0.4096614	0.6084685	0.6824985	0.7668704	0.2024544	0.9222505	0.0728203	0.0389036	0.6087849	0.0005877	0.0755704	0.0031667	0.5406790	0.2434277	0.7455292	0.4716696	0.2966846	0.7496771	0.3397432	0.4955745
150	0.3020310	0.4477999	0.8213174	0.6090512	0.0644751	0.8490036	0.1619975	0.6271518	0.2083452	0.8444144	0.4936523	0.4550387	0.0019628	0.6441023	0.6412690	0.1918526	0.4208233	0.6536393	0.4870405	0.0371388	0.4642757	0.6007315	0.6753744	0.7945964	0.1855960	0.5992295	0.0882188	0.0132082	0.7574466	0.0014748	0.1050668	0.0097743	0.6400795	0.3488449	0.7645460	0.5876860	0.2557732	0.8487664	0.2608608	0.3747297
200	0.3770759	0.4964763	0.6339183	0.5363213	0.0607893	0.7060526	0.2032953	0.6686705	0.2418386	0.5828747	0.5067939	0.4710166	0.0002631	0.7602125	0.5878857	0.1601486	0.4312604	0.8099974	0.4688677	0.0703782	0.6594796	0.7091296	0.6845436	0.6121864	0.1696299	0.6810416	0.0821614	0.0394400	0.7740563	0.0125615	0.0753444	0.0229704	0.6859952	0.3162164	0.7207037	0.6035716	0.3341067	0.6499731	0.2777320	0.4107061
250	0.4744198	0.5402603	0.7205252	0.5744429	0.0403586	0.8413455	0.2125983	0.6134903	0.1695065	0.7227128	0.5769293	0.5085875	0.0024340	0.7794009	0.5603848	0.2095254	0.4276868	0.6915350	0.5587272	0.0456031	0.5050510	0.7252478	0.5649430	0.7375121	0.1975084	0.6708157	0.0545916	0.0349954	0.8186177	0.0226763	0.0835383	0.0093989	0.6679251	0.3896792	0.6405678	0.5561521	0.3089054	0.7195867	0.3797375	0.3676396
300	0.4045806	0.5025879	0.7292081	0.5519357	0.0320167	0.8495141	0.2699623	0.5527980	0.1798780	0.6371713	0.4689017	0.5659364	0.0052005	0.7635597	0.6083394	0.2132419	0.4592442	0.6945504	0.5001938	0.0323445	0.5293744	0.7280671	0.7100047	0.7369363	0.2153574	0.7289668	0.0565722	0.0689902	0.7244814	0.0049761	0.0941327	0.0059713	0.7473163	0.3272748	0.7858140	0.6503793	0.3352456	0.7842341	0.3306341	0.4987543
350	0.3797502	0.5803269	0.7855886	0.5398060	0.1162173	0.6664073	0.3151600	0.5904087	0.2466918	0.7842378	0.4310535	0.5755326	0.0003245	0.6373360	0.7149147	0.2316964	0.2807317	0.7520339	0.6350730	0.0573463	0.5838329	0.5889510	0.7456185	0.6515989	0.1784427	0.6589472	0.0763919	0.0114644	0.8067046	0.0099327	0.1094605	0.0005001	0.7115405	0.4477478	0.6580300	0.6485577	0.3843633	0.7296205	0.2467697	0.3576447
400	0.3508855	0.5280031	0.7061827	0.5713321	0.0442579	0.6130366	0.2633284	0.5062622	0.2459035	0.6945637	0.4992728	0.5436363	0.0004964	0.7404320	0.7291518	0.1914533	0.3300659	0.6286799	0.6299984	0.0533937	0.5341877	0.5681036	0.7877766	0.7333954	0.1453325	0.6553659	0.0883418	0.0113292	0.7734390	0.0134310	0.0789554	0.0000000	0.7435851	0.4075967	0.6363429	0.6558500	0.3952697	0.6886634	0.2185720	0.4333713
450	0.3302957	0.5206779	0.5948445	0.5281465	0.0241686	0.7032316	0.2922717	0.5534755	0.2045862	0.6516432	0.3459094	0.5648433	0.0014891	0.6772364	0.7298085	0.2014191	0.3261825	0.7619481	0.5004749	0.0305976	0.5461738	0.7213396	0.7211909	0.7126590	0.2279183	0.8624510	0.0980288	0.0100723	0.7299730	0.0137597	0.0445061	0.0019517	0.6128805	0.4588883	0.7326529	0.6129705	0.2844812	0.5985518	0.2544209	0.3607912
500	0.2845744	0.4395120	0.5951936	0.6222406	0.0557955	0.7352775	0.2645026	0.4828777	0.2390500	0.7883730	0.5231222	0.6211757	0.0008908	0.7912408	0.7370829	0.2457515	0.3973222	0.7885000	0.4144701	0.0127845	0.6161354	0.5873639	0.6887308	0.7755043	0.2574497	0.5839387	0.0781724	0.0031017	0.8350000	0.0068357	0.0531008	0.0076355	0.7825575	0.4185385	0.6359483	0.5779998	0.4013715	0.6763996	0.2811704	0.3677662
550	0.2528344	0.5301688	0.5934504	0.6778333	0.0643311	0.7224586	0.2515338	0.6580888	0.3903155	0.7156172	0.6186001	0.3845594	0.0246989	0.6267615	0.6422462	0.2844670	0.4108843	0.7905348	0.1776102	0.5385277	0.5732171	0.6032955	0.7831489	0.8377440	0.2358139	0.5984239	0.1500761	0.0554295	0.6679115	0.0473952	0.0773141	0.0048381	0.5367203	0.4559232	0.6143916	0.5848467	0.3820963	0.7434617	0.2864661	0.7126716
600	0.3175130	0.3608050	0.7260577	0.6102817	0.1213581	0.8350563	0.1777605	0.6476037	0.4457088	0.7695706	0.4952388	0.4937817	0.0075473	0.7133513	0.7204251	0.2301376	0.4891957	0.7014830	0.0495856	0.6613847	0.5976558	0.5247091	0.6837539	0.7127134	0.1937125	0.6464638	0.1417687	0.0732762	0.6333969	0.0207764	0.0530442	0.0092173	0.5581861	0.3539187	0.6186914	0.5794246	0.3993588	0.6768392	0.3800552	0.7668859
650	0.3294696	0.5231957	0.6161840	0.5067058	0.0688541	0.7506624	0.1538353	0.7339942	0.4594729	0.8750169	0.5759665	0.3971118	0.0054536	0.6893704	0.6262349	0.2598465	0.4285175	0.7435944	0.0277908	0.7052289	0.5504571	0.6088809	0.6692319	0.6954481	0.1764475	0.6749938	0.0758310	0.0934947	0.7590035	0.0197455	0.1006503	0.0008057	0.5396326	0.2545758	0.7076689	0.6570741	0.3934535	0.7819940	0.4360302	0.7490198
700	0.4264256	0.5413085	0.6733196	0.5091816	0.0426487	0.6396590	0.3031498	0.6608186	0.4346367	0.8260652	0.7349849	0.4549732	0.0095928	0.8968445	0.6710599	0.2598030	0.4927030	0.8478611	0.0460561	0.6943969	0.4367911	0.6212343	0.7751099	0.7402934	0.1478515	0.7110274	0.1032678	0.1221714	0.8082482	0.0450601	0.0843679	0.0011904	0.5568191	0.2818888	0.6227640	0.5213029	0.3052437	0.8670509	0.3670695	0.7680549
750	0.2856077	0.5439017	0.6571449	0.5540013	0.0861248	0.6737417	0.1914815	0.5795624	0.5262249	0.6361510	0.5747157	0.4407052	0.0158266	0.7075498	0.7218790	0.1895303	0.5430677	0.5932056	0.0275041	0.6963381	0.4843326	0.6078748	0.7886990	0.8695512	0.2300101	0.8117179	0.1285337	0.0815021	0.7567169	0.0251174	0.0610918	0.0069955	0.4404329	0.2835385	0.5729510	0.5413251	0.2711432	0.6777294	0.5907207	0.7388695
800	0.3067540	0.4775757	0.6507344	0.5479915	0.1021500	0.7659370	0.2282393	0.6052543	0.5004960	0.6196263	0.5385190	0.5204276	0.0121184	0.7382149	0.5192748	0.2152368	0.4874232	0.6443149	0.0151811	0.6123399	0.5422387	0.6163313	0.7422003	0.6887021	0.2067400	0.7496360	0.1194603	0.0794384	0.7621063	0.0376797	0.0740589	0.0120805	0.4505787	0.1638115	0.6346280	0.6724905	0.2123996	0.6864312	0.3906233	0.7535994
850	0.3621856	0.4903831	0.5584534	0.5953336	0.0299950	0.7225560	0.2582375	0.6033460	0.4020600	0.6831263	0.5605927	0.4026939	0.0085181	0.7122520	0.6660423	0.1726556	0.3726684	0.6993409	0.0244266	0.7692117	0.5964361	0.6824469	0.6675095	0.7707126	0.2779435	0.6824372	0.0653798	0.1323044	0.7339465	0.0305218	0.0795114	0.0056274	0.5265048	0.2679935	0.8148412	0.4899514	0.2382563	0.6920414	0.4885953	0.7395408
900	0.3458001	0.5387015	0.6584726	0.5901809	0.0429887	0.7622099	0.2239557	0.6865175	0.4966511	0.7296480	0.4410230	0.3206450	0.0126687	0.6996108	0.5628779	0.1818519	0.4646867	0.7323106	0.0169621	0.7767547	0.6273498	0.5582797	0.6299333	0.6250845	0.1635040	0.6693512	0.0848916	0.1377011	0.7799950	0.0213233	0.0807328	0.0052182	0.5449124	0.2848368	0.6798476	0.6620992	0.2205625	0.6855909	0.4356333	0.7538074
950	0.3677134	0.5770156	0.6501796	0.5359659	0.0389242	0.7118675	0.1922656	0.7346879	0.5419846	0.6912237	0.6385296	0.4341516	0.0042695	0.7627662	0.7944391	0.2551553	0.3787947	0.7964345	0.0099870	0.7936984	0.5214162	0.5453798	0.6581850	0.7854310	0.1900881	0.5899720	0.0967717	0.1517547	0.7662515	0.0120205	0.0878093	0.0071276	0.6177825	0.4020478	0.6886149	0.6303566	0.2341364	0.8038165	0.3905783	0.8574925
1000	0.3161499	0.5327817	0.6488817	0.6531696	0.0536631	0.5957924	0.2121534	0.6913729	0.3935826	0.7469823	0.6477320	0.4638617	0.0121353	0.8233062	0.8185395	0.2612644	0.4196868	0.7146565	0.0141602	0.7156946	0.5171741	0.5580639	0.6248545	0.7003747	0.2270654	0.6970165	0.0829914	0.0810929	0.8419542	0.0177411	0.0883794	0.0079469	0.4373700	0.3096263	0.7009780	0.6420614	0.2368708	0.8247669	0.5072326	0.6643191

0	0.3730271	0.4717766	0.6566250	0.6597438	0.0541226	0.7925387	0.2084011	0.6299742	0.4680682	0.7725726	0.5035579	0.3790709	0.0157661	0.6412707	0.5262903	0.3028719	0.4271386	0.4840822	0.0107243	0.7562460	0.6485714	0.5656039	0.7380089	0.7705520	0.2833197	0.7668118	0.0696464	0.1261666	0.6030449	0.0339326	0.0826762	0.0066255	0.4862379	0.3334349	0.6934189	0.5420174	0.3583714	0.8085917	0.4294009	0.7462880
50	0.4498422	0.7827210	0.6713493	0.6019124	0.0579046	0.7187763	0.3689825	0.7304513	0.4482449	0.4044117	0.5500006	0.3254361	0.0188496	0.6588196	0.5866390	0.2377840	0.4601998	0.4673360	0.0338356	0.6322003	0.3791779	0.5845702	0.2596455	0.6871351	0.1949564	0.7896020	0.1271143	0.0825265	0.6674252	0.0459013	0.0802327	0.5031531	0.4870729	0.7967379	0.7845443	0.6805581	0.2525883	0.8470643	0.4517842	0.2493646
100	0.4771084	0.6281771	0.7310460	0.5892514	0.0271669	0.7115405	0.2539751	0.6512383	0.4616854	0.1252029	0.6087308	0.3807101	0.0004432	0.6903147	0.5934127	0.2825608	0.3220322	0.5135200	0.0112245	0.8361031	0.5839040	0.5240617	0.2618824	0.6785755	0.2756692	0.7518458	0.1189608	0.0280628	0.6577298	0.0212769	0.0898799	0.6801091	0.5229749	0.7402993	0.7349898	0.6475416	0.1637436	0.6872608	0.2760800	0.2170824
150	0.5453439	0.8837843	0.5927919	0.3444961	0.0252276	0.8036318	0.4746520	0.6804221	0.2986658	0.1019284	0.5925017	0.4745040	0.0000464	0.7430099	0.6340190	0.1934780	0.6199333	0.7847777	0.0129824	0.7039187	0.5912321	0.5441015	0.1664665	0.8543390	0.2753823	0.7906301	0.0640981	0.0542341	0.7098937	0.0490216	0.0756032	0.6745914	0.4790423	0.6706334	0.7407064	0.6845075	0.1507167	0.8005575	0.1736517	0.1444618
200	0.5812690	0.6570095	0.6791747	0.2787907	0.0275444	0.7376598	0.4554214	0.6870141	0.3681728	0.0698602	0.5474225	0.3430501	0.0001950	0.7503217	0.7407216	0.2278552	0.3585739	0.7091716	0.0438914	0.6993570	0.5318188	0.5440874	0.1821582	0.8221025	0.2440811	0.6822092	0.1036867	0.0089607	0.7761795	0.0397260	0.0838549	0.5351302	0.4864424	0.6622245	0.6872017	0.6213981	0.1607407	0.7531712	0.2210942	0.1466669
250	0.6356421	0.8608048	0.8232266	0.3270664	0.0511113	0.7943085	0.3871033	0.5530104	0.3114124	0.0627632	0.5784223	0.5034862	0.0000000	0.7609908	0.7038593	0.2310867	0.5448561	0.7914853	0.0228054	0.6695475	0.5279141	0.3727905	0.1381273	0.6908510	0.2011633	0.7408990	0.0657475	0.0158381	0.7377335	0.0215825	0.0595047	0.6132437	0.5765346	0.6168224	0.8103740	0.7068155	0.2024236	0.8524414	0.1113169	0.1193786
300	0.6908187	0.7746358	0.7627872	0.2226501	0.0306340	0.6215915	0.5733132	0.6692703	0.2482808	0.0536704	0.5354362	0.4373502	0.0012478	0.6813863	0.8891131	0.2930821	0.3616956	0.6902165	0.0108934	0.6348259	0.6078271	0.4116662	0.1610497	0.7139095	0.1845304	0.6656228	0.1094146	0.0137935	0.7207587	0.0248836	0.0902848	0.5799958	0.6879545	0.6990606	0.6961185	0.6676789	0.1814911	0.6474947	0.0777362	0.2252984
350	0.6781188	0.6958220	0.6880574	0.2509434	0.0436106	0.7120506	0.6308366	0.5622101	0.3039676	0.0447892	0.6032244	0.4010440	0.0063694	0.7965207	0.7912361	0.3011077	0.3199230	0.8199558	0.0155884	0.7303339	0.5737848	0.4132690	0.1677796	0.7917593	0.2314754	0.7449200	0.0996573	0.0203479	0.8024079	0.0239214	0.0781984	0.5637679	0.5203532	0.8340999	0.6656749	0.6020537	0.1944730	0.7104398	0.0783691	0.1295950
400	0.6175542	0.6830095	0.6108458	0.1895281	0.0459385	0.7690835	0.6433645	0.6712920	0.2178386	0.0409234	0.5572657	0.4351213	0.0019825	0.7433103	0.7096543	0.2734783	0.3272482	0.6659891	0.0252944	0.7676300	0.5361916	0.4332395	0.2191866	0.8043767	0.1866616	0.6768889	0.1161818	0.0323468	0.7176443	0.0300393	0.0985939	0.6365845	0.5821099	0.6038442	0.7254699	0.6600858	0.2265097	0.8218004	0.0719689	0.1969626
450	0.6417715	0.7612170	0.5927425	0.2492929	0.0343401	0.6599494	0.5642325	0.5801799	0.3709739	0.0644563	0.4956017	0.3504622	0.0000808	0.7333807	0.7782791	0.3106587	0.3130729	0.7113541	0.0069078	0.7588048	0.5670414	0.4012141	0.1491069	0.7529613	0.1955748	0.7014728	0.0978629	0.0782816	0.6657609	0.0395597	0.0793856	0.6954916	0.5584733	0.7738747	0.7617495	0.6565221	0.2075801	0.6958122	0.0790934	0.1922635
500	0.6232903	0.6227202	0.5275648	0.2571315	0.0156329	0.5931601	0.5650431	0.8682381	0.2510979	0.0558532	0.5705253	0.4227652	0.0000138	0.6381179	0.8116166	0.3367079	0.3484778	0.9019864	0.0036007	0.7508578	0.5164356	0.4121598	0.1816046	0.6929503	0.2302041	0.5620717	0.0803111	0.0453612	0.7123633	0.0316282	0.1168409	0.5786769	0.5228943	0.8345830	0.8518164	0.8434130	0.1865419	0.6933338	0.0420320	0.1749270
550	0.6012663	0.7485893	0.4698222	0.3272249	0.0274622	0.6453545	0.5100297	0.8219000	0.3776058	0.5643505	0.4370542	0.4203193	0.0032185	0.7108678	0.8449554	0.2358368	0.2483574	0.7057277	0.0036644	0.6796687	0.6994636	0.3484969	0.6818970	0.7649198	0.2267976	0.7792759	0.1436168	0.0909206	0.7144357	0.0420281	0.0949197	0.2213119	0.5314679	0.3958003	0.7633180	0.5958135	0.2945878	0.6893612	0.0757757	0.6025697
600	0.4109992	0.6370588	0.4633807	0.4143649	0.0305494	0.8493208	0.5349976	0.6115506	0.3814667	0.6940314	0.5734520	0.3940221	0.0059408	0.7311291	0.7148222	0.3046163	0.3209644	0.7460893	0.0139898	0.7605702	0.5992881	0.4697835	0.6793550	0.6930071	0.1626883	0.6134889	0.0516526	0.1012642	0.7274663	0.0455293	0.0906024	0.0541161	0.5894189	0.4094066	0.7070914	0.6684136	0.3566173	0.6332095	0.2317128	0.6021157
650	0.3343633	0.5268328	0.4652420	0.5439757	0.0570312	0.8153713	0.5155824	0.6721927	0.4019945	0.6607172	0.4907300	0.4368994	0.0135461	0.7058441	0.7514662	0.2634415	0.3634870	0.9038976	0.0252095	0.7377617	0.6754600	0.4935412	0.6767159	0.7551225	0.2716342	0.8002544	0.0865787	0.1050428	0.6543656	0.0339290	0.0762249	0.0193642	0.6410877	0.5031219	0.7082610	0.5261139	0.5192572	0.7157307	0.2925378	0.6603206
700	0.4299338	0.5364480	0.5232197	0.6918113	0.0313752	0.7045095	0.4610788	0.7160894	0.5634502	0.7430636	0.4892587	0.4672503	0.0077739	0.6030061	0.4887324	0.2994655	0.3676369	0.6222107	0.0138843	0.6031811	0.7175418	0.5030474	0.6489490	0.6826119	0.1401040	0.6571745	0.0915499	0.1058428	0.7535464	0.0527468	0.0481077	0.0062763	0.4873848	0.3316066	0.7810790	0.5309662	0.3349036	0.8596477	0.2730360	0.6424942
750	0.3028741	0.6234364	0.5571150	0.5604861	0.0481170	0.6636104	0.2907540	0.6906254	0.5727557	0.7003439	0.5739346	0.3527243	0.0304176	0.6971494	0.6350295	0.2429719	0.4357269	0.8118641	0.0161101	0.7642807	0.5849804	0.5243339	0.7869746	0.6491463	0.2320858	0.6275191	0.1346725	0.0661065	0.7587851	0.0399593	0.0505539	0.0035121	0.4866214	0.3533919	0.6983249	0.5382079	0.2979112	0.7329892	0.2547737	0.6920478
800	0.3442407	0.5959119	0.7168006	0.5522357	0.0775444	0.6208607	0.2524892	0.7726246	0.4959188	0.8367565	0.5215886	0.3959750	0.0102896	0.6930288	0.6225847	0.3224392	0.4749304	0.7540262	0.0480715	0.6771344	0.5915181	0.4888227	0.8313072	0.7944655	0.1968628	0.6151295	0.0966170	0.1176985	0.6531740	0.0375845	0.0703303	0.0009466	0.5094097	0.3974226	0.8131827	0.6153665	0.3304466	0.7396302	0.3958906	0.7973201
850	0.3566604	0.4023044	0.6237112	0.6857152	0.0810946	0.8191906	0.2356291	0.6328718	0.4244533	0.6542689	0.6231889	0.3761614	0.0139675	0.6833472	0.5700255	0.2852754	0.4149424	0.5816331	0.0085114	0.6571478	0.4804116	0.5564031	0.5693486	0.7195967	0.2451771	0.8765234	0.1068413	0.0815451	0.7149570	0.0623269	0.0712891	0.0011920	0.5328034	0.4230737	0.7340792	0.5987298	0.3152878	0.7325300	0.3646438	0.7918198
900	0.2795947	0.4237226	0.5876770	0.6104252	0.1054984	0.7198196	0.1902125	0.6886585	0.4935756	0.7254595	0.6487039	0.4219646	0.0563301	0.7269344	0.6400429	0.2567173	0.4784182	0.6952888	0.0185758	0.6833560	0.5540171	0.5447893	0.7836403	0.7821237	0.1939606	0.7066754	0.0960683	0.0835007	0.6667099	0.0062114	0.0631722	0.0043406	0.5492786	0.4180220	0.6573143	0.6364114	0.3483368	0.6601634	0.3016205	0.7896814
950	0.3214202	0.4874872	0.7489949	0.6857541	0.0583283	0.7141655	0.1887683	0.6187440	0.6012130	0.7428382	0.4649121	0.3365612	0.0314406	0.7777335	0.4617533	0.2507974	0.4686519	0.4121847	0.0132992	0.7798362	0.4270052	0.4797919	0.6985467	0.7855542	0.2065736	0.6193196	0.0625831	0.1612671	0.6711535	0.0236503	0.0817169	0.0002110	0.4854478	0.2852244	0.7821060	0.5681846	0.2676391	0.6535058	0.4665482	0.8460728
1000	0.4340969	0.4300093	0.8181314	0.5567462	0.0459514	0.7195779	0.2311582	0.7195084	0.3905484	0.8418059	0.5322276	0.4254028	0.0232778	0.7444408	0.4778711	0.2344657	0.4759447	0.2702456	0.0288945	0.7349062	0.4171687	0.5296899	0.6276184	0.7029436	0.2381227	0.6530888	0.1006109	0.1138971	0.7648368	0.0139737	0.0913169	0.0040955	0.5978430	0.3575393	0.6684527	0.5436008	0.3207656	0.6766502	0.4237716	0.7218590

0	0.3871184	0.3830080	0.5978026	0.6631591	0.0732309	0.7062272	0.1854008	0.7247330	0.6409284	0.7204595	0.5066111	0.3370416	0.0094722	0.7305292	0.4584737	0.2160044	0.4153371	0.5376906	0.0103949	0.6787390	0.5205224	0.5135411	0.8105945	0.6678099	0.2336122	0.7005282	0.0688744	0.1082788	0.7933167	0.0234328	0.0641925	0.0044716	0.5721834	0.2899325	0.6778003	0.6077230	0.3867786	0.7096002	0.4899634	0.8499028
50	0.3764306	0.5084632	0.6316969	0.7181046	0.0141489	0.2817498	0.2049982	0.6951804	0.4555086	0.4591785	0.3142424	0.3890898	0.0176014	0.1660233	0.1615849	0.2638467	0.4565849	0.5571234	0.0062609	0.4692100	0.4070604	0.6429705	0.2834437	0.8206434	0.1949066	0.6216953	0.1145141	0.1309605	0.2186351	0.0028808	0.0872743	0.3362177	0.4908316	0.3128590	0.7769318	0.6799768	0.2738989	0.6457970	0.3890175	0.4136895
100	0.4577441	0.5426680	0.7006419	0.6866395	0.0139635	0.2551788	0.1478114	0.7393003	0.5599893	0.4341510	0.2753073	0.4804250	0.0101717	0.0798278	0.0922061	0.2001774	0.4361291	0.5010495	0.0136285	0.3986731	0.4972610	0.6062609	0.2590010	0.6854477	0.1943853	0.5783533	0.0948861	0.1205365	0.0759787	0.0002998	0.0757250	0.4987928	0.5557007	0.2996647	0.6241903	0.7187571	0.3051354	0.6854548	0.3048181	0.4250833
150	0.5752446	0.6399918	0.6533970	0.4339533	0.0205347	0.2806484	0.2410313	0.7917460	0.4802036	0.5050101	0.2499623	0.4000438	0.0144130	0.0496282	0.0302407	0.2887361	0.3589346	0.5806766	0.0103797	0.4473330	0.3886860	0.5256797	0.2200930	0.6698875	0.1524580	0.6149253	0.1286238	0.0985978	0.0275870	0.0003241	0.0681341	0.4945262	0.4277160	0.3220110	0.6722069	0.7814883	0.2935801	0.7558672	0.3568741	0.3808691
200	0.6090951	0.7791580	0.6196443	0.6412953	0.0084750	0.2342025	0.4765764	0.8244005	0.4165332	0.4510230	0.2498580	0.4214971	0.0112161	0.0616645	0.0214240	0.2708879	0.5581888	0.8567664	0.0135795	0.3888116	0.6233471	0.4724499	0.2908636	0.6891831	0.0682014	0.3310974	0.1316700	0.1109254	0.0113369	0.0032319	0.0882169	0.5665046	0.5456663	0.2839509	0.8455838	0.7819080	0.2535002	0.6743728	0.2496928	0.3939305
250	0.5119047	0.6635962	0.5741690	0.3110759	0.0049419	0.2543782	0.4598024	0.7128205	0.3279045	0.4071476	0.2038860	0.4307715	0.0183618	0.0497376	0.0526127	0.3134264	0.4067645	0.6427106	0.0398183	0.4754946	0.4607072	0.5217669	0.2535346	0.6400153	0.0674573	0.3296880	0.1661688	0.1925571	0.0050822	0.0031169	0.0737555	0.5764664	0.4237888	0.2819391	0.7593925	0.7096868	0.2702302	0.6359248	0.1949875	0.4759871
300	0.5684215	0.7755700	0.5870078	0.3121488	0.0019828	0.2326165	0.5486150	0.5797119	0.4383569	0.4678371	0.2482634	0.3448590	0.0198724	0.0459323	0.0183993	0.2861870	0.3797846	0.6305625	0.0137505	0.4182585	0.5959377	0.4670750	0.1837675	0.8082437	0.0236091	0.3257739	0.1983255	0.2203397	0.0132490	0.0016924	0.0874452	0.4820691	0.5018147	0.3367978	0.7178121	0.8064057	0.3085798	0.6908335	0.1601318	0.3897920
350	0.5176328	0.9380499	0.5725504	0.2837383	0.0070317	0.2822499	0.5449502	0.7443539	0.4284741	0.3444671	0.2277628	0.4773670	0.0157295	0.0416109	0.0165715	0.3320217	0.3128492	0.7494760	0.0139833	0.4184020	0.5373330	0.4870200	0.2430335	0.7147967	0.0138183	0.4420432	0.1709275	0.2406748	0.0124875	0.0027882	0.0793899	0.4416264	0.4914358	0.4215244	0.7535837	0.6023905	0.3240113	0.7322221	0.1102315	0.2896663
