"Time"	G1	G10	G2	G20	G17	G4	G16	G9	G8	G11	G18	G94	G95	G98	G7	G46	G6	G100	G36	G37	G38	G34	G3	G56	G35	G5	G19	G14	G15	G12	G44	G41	G22	G21	G50	G13	G51	G53	G52	G42	G55	G39	G49	G40	G45	G54	G47	G48	G61	G57	G43	G72	G67	G60	G59	G99	G58	G79	G81	G88	G83	G89	G82	G80	G84
650	0.2539421	0.4025526	0.3504317	0.5666325	0.4926023	0.2851740	0.0236749	0.0573186	0.5318839	0.4213225	0.4137277	0.6911710	0.6537817	0.6204075	0.0092119	0.0623578	0.0051224	0.8399873	0.3499724	0.5976395	0.4917531	0.8015911	0.0533239	0.2457692	0.5177337	0.4586491	0.1821376	0.7563196	0.1519213	0.2305919	0.1617391	0.5213021	0.0367242	0.2432009	0.4243179	0.5732726	0.0352314	0.0491817	0.8210058	0.2664388	0.1429140	0.4667238	0.2648305	0.9411716	0.5497964	0.4027710	0.0686826	0.6815299	0.2503816	0.2159677	0.2954028	0.6630906	0.3742986	0.1005718	0.6803123	0.6435612	0.5440678	0.1366072	0.3154829	0.4301569	0.4170142	0.5830591	0.2639225	0.7407478	0.2456857
700	0.2793663	0.4260367	0.3769844	0.6508375	0.6254853	0.2573403	0.0362019	0.0605256	0.6143394	0.3000126	0.4256427	0.6760565	0.7129016	0.8249421	0.0167891	0.0502119	0.0169085	0.7050109	0.3231537	0.6294191	0.6669490	0.6668035	0.1476897	0.1389324	0.5993156	0.4967941	0.0830408	0.7868282	0.1457787	0.1735048	0.1518997	0.5749659	0.0523730	0.3061661	0.3338722	0.4235364	0.0183246	0.0894024	0.7017807	0.4449340	0.4052564	0.4815366	0.2966209	0.6027897	0.6250057	0.4729989	0.0482528	0.5605255	0.2864398	0.2277434	0.3475034	0.6416073	0.4254473	0.0749597	0.7139262	0.6847286	0.6033293	0.1231253	0.2459107	0.4275434	0.3873380	0.7026268	0.2250999	0.7709111	0.2706099
750	0.2695526	0.4765782	0.2997364	0.7765954	0.5895185	0.4230921	0.0377268	0.0775759	0.6446755	0.3081184	0.3733587	0.6521769	0.6791812	0.7623456	0.0258050	0.1230229	0.0164896	0.7426315	0.3740172	0.6101009	0.5225150	0.7822100	0.0775674	0.1126280	0.5749897	0.6291297	0.0931727	0.7331134	0.1012482	0.1616407	0.2464378	0.7477008	0.0756271	0.3853382	0.3378355	0.4237233	0.0082197	0.1348809	0.7542182	0.3154364	0.4933969	0.4798058	0.2978170	0.6650439	0.5020688	0.4361498	0.0539556	0.5205279	0.3423718	0.2431815	0.3142750	0.7759686	0.3677572	0.0558166	0.7616482	0.8773255	0.5191458	0.1315296	0.3263955	0.4035189	0.4449885	0.6108211	0.2302918	0.6593547	0.2954029
800	0.4536144	0.3420144	0.2653470	0.6319701	0.6454536	0.5307474	0.0174867	0.0685281	0.5749084	0.2718382	0.3227080	0.6957194	0.7087162	0.7212642	0.0146173	0.1264812	0.0087077	0.7122431	0.3186230	0.6831425	0.7063880	0.7762674	0.1080046	0.1380736	0.7504990	0.6060907	0.1213870	0.7993341	0.0950381	0.1105687	0.2778255	0.6505251	0.0746905	0.3248515	0.2994891	0.4372506	0.0228700	0.2557106	0.7234743	0.3824504	0.4918011	0.5914613	0.2888630	0.6812853	0.5709076	0.3743329	0.0694719	0.6940790	0.2865068	0.2497670	0.3046960	0.7634636	0.3224825	0.0581287	0.6528155	0.6553001	0.6507104	0.1596079	0.3158477	0.4515833	0.4313588	0.5760236	0.3387448	0.7416891	0.3671457
850	0.3040422	0.3517169	0.2498028	0.7221667	0.6265475	0.5974952	0.0240748	0.1176929	0.6412214	0.3622946	0.3518424	0.6333692	0.7699277	0.8144233	0.0381210	0.1065738	0.0324357	0.7788591	0.3209139	0.7512532	0.6370875	0.7895187	0.0895734	0.1567990	0.7434968	0.5454950	0.1961931	0.7317508	0.1035854	0.0846668	0.2863389	0.5363700	0.0748538	0.3007268	0.4537650	0.4136046	0.0147972	0.0926318	0.7430976	0.3939398	0.5478156	0.5180822	0.3515323	0.6595566	0.6538793	0.4184473	0.0700634	0.6669797	0.4024614	0.1724250	0.2976960	0.7165149	0.3518441	0.0829956	0.7505532	0.6449009	0.7460490	0.1255287	0.3803179	0.4183285	0.4099999	0.6101145	0.2978541	0.7753135	0.2696539
900	0.3458919	0.3275527	0.2713593	0.7944516	0.6357405	0.4894552	0.0154917	0.0630327	0.4376290	0.3128901	0.3561913	0.8228101	0.7143840	0.8031158	0.0257226	0.1775992	0.0089799	0.6380790	0.3352201	0.6016694	0.5401467	0.6779321	0.1314344	0.1873610	0.6697899	0.4347955	0.2938032	0.5625174	0.1136273	0.1349760	0.2094864	0.6168392	0.0966083	0.3553411	0.3361350	0.5234785	0.0077872	0.1428699	0.8093691	0.3689308	0.5321251	0.5351434	0.4015355	0.6255070	0.6068056	0.5026602	0.0529475	0.6780698	0.3508320	0.3235949	0.2344754	0.6097906	0.4069708	0.0721845	0.7378443	0.7585822	0.7295810	0.1044998	0.3410127	0.3791225	0.4542545	0.7032719	0.3836868	0.8137163	0.4490183
950	0.3037013	0.3592642	0.2323878	0.5966323	0.4926743	0.4411309	0.0138757	0.0434382	0.5500922	0.3993829	0.3399610	0.7856103	0.7509484	0.8033564	0.0225808	0.1391998	0.0071353	0.7713262	0.3838236	0.8859924	0.6176672	0.6924844	0.1090990	0.1286092	0.6626273	0.5896854	0.2203310	0.6302354	0.1071619	0.1323182	0.1794372	0.5711621	0.0904612	0.3747092	0.3421659	0.3917912	0.0075881	0.1630339	0.7192903	0.2970722	0.4836722	0.4567146	0.3466869	0.7244293	0.7164726	0.4098721	0.0437081	0.6266201	0.3549864	0.2020086	0.3403156	0.6296996	0.4504982	0.0399257	0.6383393	0.6416306	0.6776414	0.1090100	0.4773184	0.4715419	0.3475967	0.5786522	0.3407954	0.8049635	0.4761458
1000	0.3006831	0.4808734	0.3703109	0.7737603	0.6022536	0.3699982	0.0298582	0.0549174	0.5092614	0.4020112	0.2661102	0.6066518	0.5423135	0.7683606	0.0321881	0.0478440	0.0257980	0.6408896	0.2373759	0.7132738	0.6624063	0.7145663	0.1151970	0.1311768	0.7140688	0.7113413	0.1917588	0.6652839	0.0835731	0.1529158	0.2070618	0.6015878	0.0869223	0.4032632	0.4387281	0.4242226	0.0074411	0.1481008	0.7134366	0.3707493	0.4038649	0.4854958	0.3736641	0.8132062	0.6321318	0.3128536	0.0546523	0.7160641	0.2956742	0.1908434	0.2843508	0.8623424	0.4981230	0.1082400	0.6527793	0.5603368	0.6358986	0.1253052	0.3243000	0.4256627	0.3952389	0.6771534	0.2563015	0.7446668	0.3114305

0	0.3255799	0.3943315	0.3508310	0.6345744	0.7865494	0.5149020	0.0746471	0.0693805	0.5994547	0.4907373	0.2558046	0.5681419	0.7102861	0.7272824	0.0232489	0.0622664	0.0106455	0.7950516	0.4041842	0.6641411	0.6357141	0.7604150	0.1793856	0.1479828	0.8475091	0.5089211	0.1141273	0.7621774	0.0860708	0.1412685	0.2624990	0.6624639	0.0560152	0.2955160	0.4703971	0.4948589	0.0017435	0.1274007	0.7469906	0.3859341	0.4894761	0.5682341	0.3251925	0.7648281	0.6582043	0.3414947	0.0835866	0.5954063	0.3186253	0.2933804	0.2725157	0.7305901	0.2758093	0.0517648	0.6570076	0.6549966	0.6804850	0.1629667	0.3520939	0.4057119	0.4293844	0.6401949	0.2749069	0.7314340	0.3526213
50	0.3047492	0.3100985	0.2757721	0.5955160	0.5633207	0.4164399	0.0002007	0.0408439	0.5122705	0.6100437	0.3506328	0.7743229	0.8738558	0.2948759	0.0407976	0.1079717	0.0048526	0.5521641	0.3001614	0.7858799	0.7259420	0.6392105	0.2173818	0.0923151	0.6473254	0.5887268	0.1170140	0.6066229	0.1751472	0.1066492	0.3349461	0.5277062	0.0763803	0.2470243	0.0965370	0.5387518	0.0041069	0.1963021	0.3875846	0.3230410	0.3836101	0.4398441	0.3261334	0.7572604	0.7327878	0.4942651	0.0589762	0.6175875	0.5182382	0.4598193	0.2803578	0.7908393	0.4447215	0.5843543	0.7403855	0.2542542	0.7524383	0.0138659	0.4147173	0.3882156	0.4510286	0.5632342	0.2900898	0.8450381	0.2920455
100	0.3488166	0.3710451	0.3666877	0.5139773	0.5337936	0.4269667	0.0002134	0.0647342	0.1968175	0.5113715	0.2892462	0.8781636	0.6621860	0.1122112	0.1155633	0.2731393	0.0065660	0.7013381	0.4309757	0.6501676	0.6445736	0.7100831	0.1849932	0.0696902	0.7449927	0.6226145	0.1918175	0.6421035	0.1197169	0.0649075	0.3949479	0.6124272	0.1392654	0.3937125	0.0472531	0.4571717	0.0140741	0.1926079	0.2298000	0.3967570	0.3204961	0.4626512	0.2646377	0.7233648	0.6148787	0.5131988	0.0673367	0.5696075	0.6925862	0.5857437	0.2175101	0.8987421	0.3727504	0.6664181	0.7741709	0.2149481	0.6198505	0.0051218	0.3524280	0.3564223	0.4120485	0.5068169	0.1329431	0.7115423	0.3077357
150	0.2854574	0.3853300	0.2921577	0.6518502	0.5674668	0.5912733	0.0001815	0.0912358	0.0492104	0.5658703	0.4399330	0.7419490	0.6877357	0.0941379	0.1582465	0.3506295	0.0100110	0.5506536	0.7485623	0.7817163	0.6324451	0.7624189	0.2916951	0.0276369	0.7484363	0.6690108	0.5192995	0.5868134	0.1682535	0.0752519	0.2825191	0.5084992	0.1819031	0.4704296	0.0273537	0.4861794	0.0233555	0.2773429	0.1656987	0.4104523	0.2345375	0.5086452	0.3251743	0.6284438	0.5345021	0.4273678	0.0530699	0.5667216	0.7245681	0.4061248	0.2466638	0.7700035	0.4248595	0.5344330	0.8019565	0.1124067	0.7153284	0.0001660	0.3266688	0.4958770	0.4127260	0.4970300	0.0895233	0.7032748	0.3518056
200	0.2767925	0.4333273	0.3385963	0.7883896	0.6939483	0.4749515	0.0046331	0.0877255	0.0348014	0.5796794	0.4866090	0.6106585	0.7379116	0.0834188	0.2350288	0.6056221	0.0074772	0.5718933	0.7093906	0.7211212	0.6051116	0.7020207	0.3033247	0.0622268	0.7699034	0.4749776	0.6993884	0.6377571	0.1367274	0.0314829	0.2445804	0.4833718	0.1115712	0.5206012	0.0304064	0.4591748	0.0343452	0.2355889	0.2382612	0.3800488	0.2230986	0.6785189	0.3743795	0.7587427	0.4147873	0.4783459	0.0606370	0.7052623	0.6061455	0.5960141	0.3540396	0.6904975	0.5037874	0.7491055	0.5375145	0.1502905	0.8018482	0.0000000	0.3498447	0.3857876	0.4776179	0.5355185	0.0294799	0.6344955	0.3489411
250	0.3068713	0.3916580	0.3436304	0.6220142	0.6395991	0.5854830	0.0002110	0.1205769	0.0167425	0.7141270	0.5257253	0.6957732	0.6786758	0.0722705	0.2469296	0.5004291	0.0112645	0.6768029	0.7774993	0.6379050	0.6317095	0.7016103	0.4111647	0.0678160	0.5891732	0.4435884	0.6719654	0.6038055	0.1104886	0.0727789	0.3576861	0.4444727	0.1829859	0.5205674	0.0289484	0.4852697	0.0374262	0.2059027	0.2435757	0.3991342	0.3250341	0.6411242	0.2004185	0.7786149	0.4159788	0.5248522	0.0494404	0.6781942	0.5497884	0.7072876	0.2553142	0.7724023	0.2638011	0.6886892	0.5505630	0.1595735	0.7412835	0.0032388	0.2661097	0.3885017	0.4248916	0.5083973	0.0229921	0.6186820	0.3453416
300	0.2333682	0.4016278	0.2548516	0.6624298	0.5955233	0.3773870	0.0016465	0.0532676	0.0112848	0.5883572	0.3828495	0.6529480	0.7026446	0.1052126	0.2135385	0.6351408	0.0026893	0.7266522	0.7528951	0.6508821	0.5900260	0.6475387	0.3724093	0.0416872	0.6093155	0.7011553	0.8445561	0.5331453	0.1349474	0.0950872	0.3433319	0.5354121	0.1913729	0.5486940	0.0238432	0.5463304	0.0744343	0.2107493	0.2259933	0.5828898	0.3218818	0.5491672	0.2407040	0.6832941	0.3925893	0.6460153	0.0910648	0.6038331	0.5208077	0.5381406	0.3445116	0.7067158	0.3566053	0.6456301	0.5106002	0.1278422	0.7787832	0.0005224	0.3524184	0.3611679	0.4260588	0.3885905	0.0292104	0.6463457	0.3538796
350	0.3081680	0.3773378	0.2846395	0.6584852	0.4917055	0.4325231	0.0000000	0.0526623	0.0045627	0.7461560	0.4271575	0.7676997	0.7673610	0.0734008	0.2483683	0.5965042	0.0060592	0.6125035	0.6293184	0.6751171	0.5860658	0.7547196	0.4136532	0.0260026	0.5717466	0.6102605	0.7937650	0.5051797	0.1577089	0.0310387	0.4020696	0.5080448	0.2537378	0.6117526	0.0103848	0.4283425	0.0525262	0.3015899	0.2337553	0.4651641	0.2760543	0.5731072	0.2354637	0.7316896	0.4302023	0.5751710	0.0672665	0.6917909	0.6861375	0.7898864	0.2524313	0.5645039	0.3836346	0.7312892	0.5882138	0.1168383	0.7015476	0.0000151	0.3605094	0.3599387	0.5029289	0.3470761	0.0413906	0.6891649	0.3215937
400	0.3279976	0.4864749	0.4011782	0.6707092	0.6075709	0.4289642	0.0020035	0.0519995	0.0030564	0.7538953	0.5252282	0.6706071	0.7720894	0.0973614	0.2513976	0.6700422	0.0035997	0.6032124	0.7596660	0.6934533	0.7136223	0.6471764	0.4439894	0.0650029	0.6816655	0.5762650	0.6721426	0.5432687	0.2358456	0.0562542	0.4086834	0.5762901	0.2583602	0.5753857	0.0462185	0.3614475	0.0870341	0.2581586	0.2331833	0.4844852	0.2723965	0.4640043	0.2749720	0.6240338	0.4140263	0.5246245	0.0526592	0.5777313	0.7295894	0.4922346	0.2328131	0.6159029	0.3286221	0.5833716	0.5160571	0.1102211	0.6972049	0.0014920	0.3371431	0.3717980	0.4407720	0.4370440	0.0474495	0.6476130	0.2498042
450	0.2813122	0.3702553	0.2974266	0.6713109	0.5036000	0.4328366	0.0000000	0.0571383	0.0004098	0.7040751	0.4150491	0.7596906	0.7040501	0.0983014	0.2561479	0.7242732	0.0091723	0.6469705	0.8117495	0.5634945	0.6003198	0.8829084	0.4549451	0.0539312	0.7744562	0.5875394	0.7271511	0.4374856	0.1590879	0.0536291	0.2879765	0.4947880	0.2830211	0.6282561	0.0455490	0.4977601	0.0607162	0.1977875	0.1889773	0.3826901	0.2513003	0.6491623	0.1950131	0.9096215	0.5039412	0.6588301	0.0620851	0.6003431	0.5477307	0.4773494	0.2559831	0.7385546	0.4249173	0.6573635	0.7894402	0.1540060	0.7994134	0.0017772	0.3297323	0.4561366	0.5173949	0.3630020	0.0367079	0.8601883	0.2562684
500	0.2067685	0.4170696	0.2749838	0.5979657	0.6343218	0.5245066	0.0000577	0.0555597	0.0512321	0.5947939	0.3766809	0.7347270	0.6806001	0.0855038	0.2174661	0.6335352	0.0111244	0.6773450	0.6780977	0.6127722	0.5817879	0.6988752	0.4358304	0.0554922	0.7516746	0.6129713	0.5743470	0.4845329	0.1357803	0.0289581	0.3848281	0.4841729	0.4576607	0.5910011	0.0304625	0.4927929	0.0558954	0.2267782	0.2228649	0.4553431	0.2974439	0.5413236	0.2807627	0.8088596	0.3795276	0.7149991	0.0681342	0.6883190	0.5094847	0.5373614	0.2562603	0.6787912	0.3660736	0.6087461	0.7473306	0.1341468	0.6717557	0.0007769	0.3004388	0.4401526	0.4416121	0.3346673	0.0459018	0.7462745	0.3061149
550	0.3734818	0.5065910	0.3785851	0.6570494	0.5323338	0.5237019	0.0147776	0.0507481	0.1719383	0.6369874	0.5455742	0.8184484	0.7763338	0.5111943	0.2563315	0.6838096	0.0035111	0.7869908	0.6858950	0.8090634	0.5307092	0.6613700	0.3147246	0.0884391	0.6112063	0.7089134	0.5186826	0.4534375	0.1331297	0.1134780	0.3555660	0.7498496	0.3401694	0.5110741	0.2346127	0.5608299	0.0227909	0.2477876	0.5846427	0.3839131	0.3775645	0.4790510	0.2196074	0.7374806	0.6122200	0.4792778	0.0693685	0.5338869	0.3086979	0.3725544	0.2556503	0.5813833	0.3642025	0.1925023	0.7392491	0.6550907	0.5205872	0.0922218	0.4043474	0.4249411	0.4169330	0.4197860	0.0271705	0.7756412	0.3226253
600	0.2675580	0.3733992	0.2375751	0.8684144	0.5497399	0.5909438	0.0344749	0.0824549	0.4367007	0.6278408	0.3918939	0.7425821	0.7790723	0.7399586	0.1060339	0.5202985	0.0084001	0.6159190	0.5878158	0.6356161	0.5003645	0.6629995	0.2726624	0.1280324	0.6598433	0.6134623	0.3505141	0.5525125	0.0859817	0.0994560	0.3891237	0.7086429	0.2646245	0.3791576	0.3143243	0.4511669	0.0091636	0.2487961	0.6402727	0.4333355	0.5160677	0.6096752	0.3220798	0.6977326	0.7374113	0.3745948	0.0407806	0.5428038	0.2816050	0.3683642	0.2168238	0.6654098	0.3270958	0.0421082	0.5088483	0.6273821	0.5853538	0.1196745	0.3090892	0.4641567	0.3971302	0.5324772	0.0952853	0.7612381	0.3415899
650	0.2849551	0.3924089	0.3119392	0.6265429	0.5879570	0.4309935	0.0159854	0.0379315	0.4198827	0.6135623	0.4306227	0.8960816	0.7903809	0.7002794	0.0754055	0.4220953	0.0053586	0.6023211	0.6586073	0.6982860	0.7431645	0.7382494	0.2695321	0.1195316	0.6226935	0.4694129	0.3035035	0.7431384	0.1164773	0.2088714	0.2473582	0.5629938	0.1920961	0.3945932	0.3739678	0.4232007	0.0080238	0.1998575	0.6251617	0.4460731	0.4229650	0.6758019	0.2610122	0.8359634	0.6125256	0.3952522	0.0717054	0.6893871	0.2561122	0.2097055	0.2280070	0.6677589	0.3013573	0.0595617	0.6696750	0.6669051	0.5946791	0.1267885	0.3313525	0.3896808	0.4228717	0.5561218	0.2502194	0.7414791	0.3675356
700	0.2489053	0.3458923	0.3362271	0.7574142	0.4142138	0.3601674	0.0405809	0.0369928	0.5457175	0.6338236	0.4512625	0.8521740	0.7512827	0.7738656	0.0262978	0.3510856	0.0168020	0.5947041	0.6331015	0.7612052	0.5840845	0.7266151	0.2401407	0.1564056	0.6419657	0.5808786	0.1176352	0.6083005	0.1074238	0.1542369	0.1789212	0.6966851	0.0764393	0.2933712	0.3905409	0.4929549	0.0072101	0.1007987	0.6780818	0.3546300	0.4632668	0.5225366	0.2590444	0.6762844	0.7904674	0.3480528	0.0594112	0.6155074	0.2242385	0.1944521	0.2724433	0.6868095	0.4006690	0.0746044	0.6790273	0.8594275	0.5614042	0.1113912	0.3701154	0.3877453	0.4738453	0.5857176	0.3283332	0.5763956	0.3208734
750	0.2525051	0.3431852	0.2743934	0.6502170	0.5369719	0.5561913	0.0258072	0.0544440	0.5560539	0.5200235	0.3010455	0.8944915	0.7817686	0.6416431	0.0147082	0.3068767	0.0157405	0.5652065	0.4399905	0.6162410	0.6803135	0.8305541	0.1466838	0.2141824	0.6633336	0.5215578	0.1399254	0.7635455	0.0939410	0.1690323	0.1728115	0.5863304	0.0700379	0.3652528	0.3720296	0.4993632	0.0128505	0.0763651	0.7620611	0.4290307	0.3776255	0.6156061	0.2472060	0.7173876	0.7183199	0.3413975	0.1400597	0.5778609	0.3778598	0.2314161	0.2526108	0.6630986	0.2763878	0.0596213	0.6143750	0.7213308	0.5613271	0.1152976	0.3771361	0.3427595	0.4747999	0.5319996	0.2944963	0.7105599	0.3393921
800	0.3015657	0.4638464	0.2906845	0.6151694	0.5696065	0.4156289	0.0156984	0.1259650	0.5282092	0.5025423	0.3100655	0.7742893	0.6603876	0.6490644	0.0181098	0.1564341	0.0019086	0.7118365	0.4587580	0.7123824	0.5730024	0.8197668	0.1288535	0.1977446	0.6635131	0.6571067	0.1296234	0.6234195	0.0838307	0.0998056	0.1636319	0.7803057	0.0980858	0.3840010	0.3518828	0.4506908	0.0043812	0.1129803	0.7345779	0.3967702	0.4262240	0.5862108	0.3203493	0.6552621	0.5608842	0.3640116	0.1279083	0.6651211	0.2898829	0.2094751	0.2632724	0.7859386	0.3684778	0.0866632	0.7861667	0.6746934	0.7040066	0.1298408	0.3492069	0.4584309	0.4047367	0.5595772	0.3163882	0.6816309	0.3061458
850	0.3194547	0.3796754	0.3085646	0.6673713	0.7842244	0.5149880	0.0168972	0.0641420	0.4220028	0.3765009	0.3047350	0.8703821	0.5749427	0.7132333	0.0214128	0.1966272	0.0083608	0.6519969	0.2570232	0.6933632	0.5191823	0.8397646	0.0866273	0.1457015	0.6899870	0.5620857	0.0897167	0.6512813	0.0851989	0.1534526	0.1995479	0.7203517	0.0867665	0.2669457	0.2705938	0.5176634	0.0048181	0.1161231	0.6548187	0.3485977	0.3948472	0.4857155	0.3128771	0.7217212	0.8752939	0.4848575	0.0585941	0.6922306	0.3895729	0.2345365	0.3054926	0.8458479	0.3425456	0.0713092	0.6967296	0.6275035	0.6864833	0.1691113	0.3553833	0.4495334	0.4012968	0.4953676	0.2947288	0.7025387	0.3569625
900	0.3302840	0.3577673	0.2470246	0.7000097	0.6465236	0.4093339	0.0387207	0.0727996	0.5424654	0.5134052	0.3204969	0.7986315	0.6706758	0.7370347	0.0273828	0.2031986	0.0102877	0.7733654	0.3643395	0.6127555	0.5959282	0.6344442	0.2043015	0.1013580	0.6177780	0.6258832	0.1312038	0.6063651	0.0771881	0.1887950	0.1499866	0.5864797	0.0659536	0.3365253	0.3340233	0.5006737	0.0028320	0.1582610	0.6371802	0.2921125	0.4688287	0.6323083	0.3744314	0.7505131	0.5902923	0.3221845	0.0516307	0.8106661	0.2543672	0.2530325	0.3073714	0.6713672	0.3110948	0.0473353	0.6632813	0.7192846	0.6255159	0.1349198	0.3610337	0.4606922	0.5276070	0.5549603	0.3886381	0.7299336	0.3718591
950	0.2921304	0.4244876	0.2664503	0.6889828	0.6026136	0.4080647	0.0320960	0.0646782	0.5833833	0.5493293	0.3605910	0.7543002	0.8648895	0.7355916	0.0524295	0.1008892	0.0080800	0.6832868	0.2992950	0.7464730	0.6881153	0.6845565	0.2078494	0.1307163	0.6884342	0.5483814	0.1816584	0.7084859	0.0790786	0.1612255	0.1919965	0.6062899	0.1073254	0.3429215	0.3780931	0.4958640	0.0120331	0.2049286	0.7909768	0.3029463	0.5197013	0.6285829	0.3094318	0.7526971	0.7655054	0.3461565	0.0700661	0.6394440	0.3027553	0.2649234	0.3134875	0.7719721	0.3307580	0.0705912	0.5892681	0.6427861	0.6307899	0.0999617	0.4111671	0.4247428	0.4629978	0.6665845	0.2574536	0.7997607	0.4213471
1000	0.2807738	0.4448395	0.3117784	0.6481355	0.5323546	0.3359413	0.0318344	0.0665207	0.5336031	0.6211030	0.2813321	0.7356810	0.7182221	0.6500310	0.0140908	0.0784368	0.0088688	0.6272981	0.2727775	0.7348760	0.5600730	0.6474879	0.1524723	0.1710318	0.7589653	0.6929142	0.1220348	0.6017547	0.1200933	0.2288709	0.2111820	0.5254452	0.0658284	0.3042325	0.3302365	0.5054637	0.0209188	0.1863727	0.6171800	0.2804192	0.4833760	0.5121837	0.2912777	0.6750402	0.5805752	0.4625531	0.0820715	0.7371298	0.2895891	0.2608053	0.3093769	0.6939808	0.3842521	0.0738216	0.5709782	0.6143011	0.5593120	0.1794175	0.3138964	0.4550714	0.4868895	0.6163323	0.2320025	0.6356077	0.3752803

0	0.2688534	0.4115088	0.3265003	0.7407786	0.6476652	0.4168602	0.0181931	0.0615851	0.5796791	0.4503324	0.2869066	0.7668726	0.7188556	0.8092492	0.0441197	0.0558857	0.0116360	0.7099685	0.3803185	0.7158174	0.6305632	0.7577255	0.2093672	0.1078436	0.7886984	0.6254321	0.1466707	1.0000000	0.1207991	0.1836451	0.2218888	0.6250094	0.0403931	0.3199199	0.5027456	0.4656744	0.0034189	0.1320637	0.7742062	0.4841567	0.5351762	0.6041235	0.4412983	0.7194645	0.7673572	0.4752117	0.0708217	0.5657942	0.2953748	0.2280784	0.2942633	0.8605964	0.3580725	0.0767923	0.7267150	0.7086691	0.6290766	0.1288479	0.3959501	0.4787173	0.5117698	0.6120248	0.3324103	0.7405578	0.4140049
50	0.3290286	0.4249101	0.3250729	0.5239879	0.7065740	0.3118470	0.0019034	0.0793450	0.5125478	0.1588483	0.3266675	0.6761154	0.6961781	0.7768966	0.0202272	0.0877922	0.0115169	0.4238547	0.3902465	0.7170133	0.6557556	0.7464420	0.1835826	0.1324461	0.6606515	0.6369531	0.1110201	0.7635457	0.1581573	0.1586565	0.1621646	0.7068584	0.1058438	0.2168453	0.3866310	0.5467737	0.0017884	0.1324805	0.7730552	0.3412730	0.3889937	0.5626574	0.3892135	0.8779184	0.7752141	0.4254216	0.0535825	0.6416926	0.3095093	0.2317032	0.3545515	0.8429896	0.4595893	0.3041519	0.7938489	0.7397799	0.6351549	0.0963152	0.2682696	0.4294630	0.4968421	0.7043690	0.2679827	0.6665098	0.3164695
100	0.2984981	0.3625790	0.3031759	0.7193279	0.5883007	0.3787085	0.0000122	0.0617916	0.5199975	0.0959396	0.3219903	0.7541979	0.5845258	0.6268219	0.0261619	0.0807027	0.0112841	0.3526458	0.3040555	0.7448397	0.6796721	0.7301831	0.1271913	0.1213915	0.7175200	0.5918532	0.1052258	0.7458486	0.1228702	0.1385756	0.2927016	0.5715233	0.1023989	0.1785283	0.2705010	0.4853757	0.0033509	0.2088005	0.7576225	0.4001117	0.4348766	0.5225096	0.3489241	0.6059273	0.6165274	0.5786398	0.0710712	0.5756827	0.2651944	0.2126661	0.3237763	0.8401063	0.3914814	0.3545441	0.5956444	0.8148269	0.7237419	0.1469617	0.3226690	0.3577521	0.4485806	0.6158648	0.2664553	0.7419636	0.2711375
150	0.3917478	0.3351670	0.3236231	0.7060452	0.7022820	0.6046602	0.0000000	0.0286313	0.4404519	0.0318994	0.3455707	0.8395381	0.7397801	0.6852907	0.0341642	0.0764540	0.0067646	0.3013117	0.3976348	0.7192613	0.6370271	0.7096031	0.1763172	0.0891276	0.7370401	0.6440180	0.0857350	0.7303521	0.2145926	0.1769204	0.2220090	0.5890456	0.0794983	0.0987785	0.2709688	0.4988770	0.0029434	0.1816757	0.7449467	0.4616711	0.5194972	0.5618667	0.1797079	0.6353502	0.6062171	0.4361365	0.0329983	0.5521153	0.2661156	0.2056678	0.2480128	0.7407869	0.3899445	0.3787174	0.7001438	0.6260838	0.6683380	0.1589404	0.3309888	0.3681029	0.4149658	0.5893747	0.2694526	0.7022893	0.3378231
200	0.3903210	0.3850010	0.3670908	0.6737689	0.5898698	0.4920551	0.0026692	0.0528930	0.4770567	0.0642719	0.3070298	0.6744672	0.6181199	0.6860884	0.0197239	0.1567329	0.0045018	0.2460177	0.4108410	0.7590157	0.5412793	0.6481269	0.1958397	0.0810806	0.7341040	0.7622934	0.1648674	0.7507085	0.1376636	0.1242846	0.3732575	0.6172320	0.0705347	0.1606145	0.3281176	0.4629938	0.0039697	0.2375553	0.7312425	0.3181238	0.6398509	0.5079804	0.2236491	0.7656766	0.6496580	0.4295989	0.0365961	0.6758744	0.3589053	0.2901776	0.2842414	0.7241846	0.3619814	0.3105701	0.6207580	0.6637747	0.6524998	0.1674805	0.3389368	0.3655328	0.4797662	0.5579258	0.2343704	0.6738819	0.3961441
250	0.3176227	0.3824503	0.3117944	0.7593583	0.6667078	0.5182878	0.0012755	0.0829642	0.4309285	0.0233360	0.3125755	0.6837952	0.6526047	0.7146756	0.0336099	0.0972997	0.0041851	0.2057050	0.3496960	0.7419692	0.6715959	0.7132842	0.2149322	0.1559647	0.8096635	0.5369653	0.1825168	0.7016282	0.1238549	0.1358406	0.3395097	0.6981135	0.0465607	0.2127700	0.3747895	0.4701667	0.0073937	0.2244793	0.7135415	0.5404441	0.5013523	0.4893114	0.3534767	0.7574829	0.6958057	0.4463718	0.0393071	0.6431282	0.3272578	0.1949133	0.3041882	0.6729949	0.3638132	0.3556394	0.6298322	0.7696864	0.5795970	0.1919421	0.3715857	0.4222932	0.5256968	0.6125808	0.2666232	0.7201316	0.3470580
