"Time"	G1	G3	G5	G22	G7	G8	G4	G83	G6	G87	G86	G88	G54	G85	G89
150	0.7205269	0.3658048	0.1818612	0.6961687	0.1480745	0.1100570	0.5545065	0.2124017	0.0833575	0.2411679	0.0731033	0.3821250	0.6966539	0.0704651	0.0558813
200	0.7447836	0.4062549	0.2738859	0.6219379	0.1665157	0.1085287	0.6207708	0.2741812	0.0945710	0.2500950	0.0860763	0.4861466	0.7360357	0.0415716	0.1084464
250	0.7054929	0.4646885	0.2118637	0.6974179	0.0720294	0.0648690	0.5163798	0.2634256	0.0840044	0.2296976	0.0723183	0.3396738	0.6644355	0.1051748	0.0870399
300	0.7543821	0.4212060	0.1727191	0.6798783	0.0716065	0.0641008	0.6297157	0.2546937	0.0943188	0.2419207	0.1227122	0.4367425	0.7546905	0.0955377	0.0658338
350	0.6876744	0.4449638	0.1668156	0.7139829	0.0846390	0.0505773	0.5225609	0.2133685	0.1568788	0.2766017	0.1588523	0.4123682	0.6278121	0.0690712	0.0799304
400	0.7209706	0.3595200	0.2615639	0.6127005	0.0581556	0.0766910	0.6620864	0.1960790	0.0957432	0.2674558	0.1527391	0.3679856	0.6856581	0.0640384	0.0913623
450	0.8086682	0.5102310	0.1987613	0.6716538	0.0708624	0.0711867	0.7306115	0.1741668	0.0853424	0.1844568	0.1770853	0.4365125	0.6317409	0.1001065	0.0527433
500	0.6941961	0.3104540	0.1841416	0.5885999	0.0969695	0.0768594	0.6438050	0.2376486	0.1217298	0.3509377	0.1621623	0.3698684	0.7127822	0.0354023	0.0916659
550	0.6400781	0.4697515	0.1847936	0.8199300	0.1022448	0.1366328	0.5252363	0.6222476	0.1205620	0.3196403	0.0993972	0.3669057	0.7305856	0.1573347	0.1389807
600	0.6324724	0.3985465	0.1766155	0.7253125	0.0940389	0.2431410	0.5494427	0.6982655	0.0962120	0.2912269	0.1241862	0.3858119	0.6011860	0.0653248	0.0950906
650	0.5653142	0.4436496	0.1120432	0.6968491	0.1101973	0.2126757	0.4805559	0.7090533	0.1041009	0.2178190	0.1169720	0.2967299	0.5783136	0.0616009	0.1120165
700	0.7403371	0.4584434	0.1587914	0.6847687	0.0799734	0.2345629	0.5173157	0.7426337	0.0965464	0.2841843	0.1140807	0.5381944	0.7312259	0.0946338	0.0451434
750	0.6544421	0.4326043	0.1632082	0.7960749	0.0749113	0.2991484	0.4195938	0.6551227	0.1287521	0.2568321	0.0779999	0.3522763	0.8064243	0.0677940	0.0853042
800	0.7178119	0.5616826	0.1724366	0.7161907	0.0962414	0.2240011	0.3865974	0.7714840	0.0871580	0.2854821	0.1107245	0.3024664	0.7090385	0.0445280	0.0794324
850	0.7748514	0.4476726	0.2114313	0.7342426	0.0768117	0.1860258	0.4343004	0.6546601	0.1089065	0.2466529	0.1952229	0.3014560	0.7239177	0.0570205	0.0426106
900	0.7204435	0.4323611	0.2006226	0.6888925	0.1011699	0.1925342	0.4177949	0.6854563	0.0861954	0.1679451	0.1357589	0.4117887	0.7741936	0.0639713	0.0882179
950	0.7877859	0.4279921	0.1160923	0.8087574	0.1173112	0.2626052	0.4575531	0.6317389	0.0854976	0.3312983	0.0906270	0.4276548	0.6726646	0.0658913	0.0544865
1000	0.6892973	0.4391550	0.1508970	0.7371700	0.0964865	0.1934289	0.3528887	0.7723826	0.1034628	0.3439818	0.1371853	0.4160222	0.7882731	0.1043501	0.0741429

0	0.7306480	0.4116756	0.1543992	0.7093029	0.1779388	0.2714441	0.4106230	0.7475879	0.0883495	0.2916761	0.1718660	0.4262414	0.7122705	0.0907648	0.0653625
50	0.7769770	0.5209139	0.1355496	0.3341765	0.0693419	0.2552901	0.5791203	0.5998436	0.1004221	0.3434041	0.2905753	0.3637922	0.7088708	0.1156502	0.0916088
100	0.8220649	0.5071059	0.2399998	0.3043129	0.0580054	0.2388028	0.6384482	0.6639823	0.0624856	0.2640096	0.2781493	0.3464856	0.6150833	0.0765505	0.0707403
150	0.7175334	0.5979418	0.3024487	0.1619190	0.0392383	0.2073968	0.7205121	0.8367354	0.1021436	0.2914196	0.2358554	0.3635356	0.6653176	0.1092295	0.0420372
200	0.7155617	0.5409634	0.3422955	0.2129631	0.0726984	0.1774193	0.5762373	0.6571733	0.1222782	0.2671455	0.2847698	0.4414904	0.6027934	0.0719415	0.0674015
250	0.7296307	0.6233935	0.3011366	0.2698608	0.0740184	0.2091592	0.7678017	0.7499665	0.0680491	0.2442697	0.2045293	0.4380775	0.7235473	0.1013083	0.0619216
300	0.7303420	0.5964603	0.2673160	0.2022966	0.0645803	0.2472988	0.6344157	0.7220621	0.1313144	0.2577796	0.2338476	0.3889664	0.6560504	0.0809152	0.0671239
350	0.7116098	0.6719514	0.3252744	0.2538190	0.0509179	0.3103883	0.7664958	0.7547154	0.1006148	0.2805563	0.2651876	0.3687510	0.6980333	0.0676785	0.0374802
400	0.6014231	0.6691743	0.3180490	0.2581574	0.0515290	0.3219480	0.6288417	0.7066928	0.1708346	0.2287235	0.2933882	0.3480531	0.7603297	0.0870788	0.0651591
450	0.7266132	0.6546448	0.2996480	0.2149247	0.0466090	0.2348461	0.6117102	0.7042619	0.1133598	0.3011653	0.3157378	0.3222255	0.8020265	0.1163492	0.1107418
500	0.5852098	0.6022841	0.3499508	0.2334483	0.0419648	0.2238928	0.6896168	0.6325306	0.0844526	0.2239410	0.2664037	0.4014412	0.7250515	0.0948484	0.0829109
550	0.6098785	0.5159818	0.2908976	0.6547805	0.0560889	0.3006313	0.6054043	0.5802900	0.1073105	0.2620424	0.1655823	0.3806320	0.7448590	0.0819544	0.0366221
600	0.6593951	0.4661485	0.1960141	0.5839195	0.1428245	0.2381523	0.5042192	0.8115012	0.0844018	0.2360422	0.1977871	0.4022390	0.7944855	0.0808972	0.0485707
650	0.7147397	0.5204063	0.1627584	0.6846970	0.0782121	0.2261512	0.4085584	0.6831387	0.0894150	0.2475763	0.1529962	0.3107842	0.7778617	0.0779453	0.0940174
700	0.6665096	0.5549050	0.1614315	0.7232825	0.1105296	0.2790562	0.4159935	0.6600183	0.1473882	0.3651609	0.1122376	0.4406064	0.6930166	0.0545434	0.0778015
750	0.7202605	0.3945262	0.1414161	0.6070225	0.1330510	0.2331502	0.3842845	0.6921417	0.0735557	0.2839495	0.0881577	0.4238289	0.6986401	0.0911694	0.1078626
800	0.6929132	0.4763696	0.1417608	0.6419928	0.0711230	0.2447207	0.4282229	0.6439161	0.1422362	0.2778562	0.1391730	0.5895955	0.8262111	0.1016402	0.0517781
850	0.6619143	0.4081066	0.1469893	0.6146063	0.1202866	0.2458207	0.3932533	0.6020284	0.1123065	0.2411682	0.1314273	0.5190405	0.7324295	0.0942737	0.0745886
900	0.6953599	0.5458000	0.1506921	0.7627751	0.0997364	0.2695710	0.3728128	0.6244067	0.1016615	0.2248077	0.1486471	0.4019377	0.6903594	0.1327887	0.0321658
950	0.6626512	0.3419370	0.1761204	0.6130813	0.1299128	0.2565972	0.3712173	0.5898760	0.1249872	0.3009333	0.1358787	0.4175893	0.7546962	0.1214398	0.0812802
1000	0.7910212	0.3539582	0.2398034	0.7273905	0.0859747	0.2657034	0.4889292	0.7213450	0.1637928	0.3055183	0.0888853	0.4863769	0.6478026	0.0822904	0.0589123

0	0.7155856	0.3777024	0.1850974	0.7794568	0.1613436	0.2498053	0.4262361	0.7301696	0.0973382	0.3041579	0.1654742	0.4454007	0.7051966	0.0444442	0.0979621
50	0.7095066	0.5225818	0.1796940	0.7148740	0.0627951	0.2887529	0.4357136	0.7688981	0.0826960	0.1659516	0.1760780	0.4132517	0.2328063	0.1039172	0.0479096
100	0.7077324	0.4106589	0.1856513	0.7537450	0.0736038	0.2900915	0.4176095	0.8576194	0.1111085	0.0976445	0.3984161	0.4533139	0.1988760	0.1879563	0.0496851
150	0.6682181	0.4924746	0.1992403	0.6570848	0.0505467	0.1913896	0.4278754	0.7116150	0.1025913	0.0825955	0.3924196	0.5156943	0.1774850	0.1937905	0.0760803
200	0.7698015	0.5218171	0.1839971	0.7156917	0.0765407	0.2521969	0.4513185	0.6547740	0.1025145	0.1075465	0.4745375	0.5524962	0.1474448	0.2667894	0.0351798
250	0.6909760	0.5113594	0.2251477	0.6333538	0.0548712	0.2457975	0.3662586	0.7294920	0.0982445	0.0614229	0.3576503	0.5526923	0.1914816	0.2337485	0.0394885
300	0.6342387	0.3749930	0.1985690	0.7830392	0.0795082	0.2297039	0.3754279	0.6707852	0.0840321	0.1261144	0.3442832	0.6356945	0.1184019	0.2303499	0.0303552
350	0.6912136	0.4711545	0.1595732	0.7257673	0.0378892	0.2069421	0.4161471	0.6591071	0.1229315	0.0901713	0.3406897	0.6611614	0.1997758	0.2476604	0.0807537
400	0.6677379	0.3947448	0.2378730	0.7372285	0.0765022	0.3026725	0.4737412	0.7018241	0.1301300	0.1119273	0.3092739	0.5521119	0.1593742	0.2157237	0.0723632
450	0.6664309	0.3293745	0.2105247	0.8298417	0.1132699	0.2956187	0.4761290	0.6979457	0.0724621	0.0605599	0.3630921	0.5833389	0.1934816	0.3006410	0.0741946
500	0.8513578	0.4122424	0.2311391	0.7527728	0.0869870	0.2732336	0.4359143	0.6320424	0.0925245	0.1037542	0.4167425	0.5493836	0.1328862	0.2615398	0.0498665
550	0.7410499	0.4421630	0.1753718	0.5798255	0.0800066	0.3198441	0.4247737	0.7536661	0.0933337	0.3319807	0.3700153	0.5372395	0.4569770	0.1892467	0.0515182
600	0.7317396	0.4541805	0.1825498	0.6949589	0.0983539	0.2536900	0.3601534	0.6480074	0.1078946	0.2789273	0.3257661	0.5549376	0.7423891	0.1560305	0.0614066
650	0.7857099	0.4439326	0.1818018	0.7160933	0.0898596	0.3014052	0.5227302	0.7444449	0.1099198	0.3092688	0.1787877	0.4611041	0.7026341	0.0719388	0.0656121
700	0.6484277	0.3887222	0.1871743	0.8392522	0.1123223	0.2673392	0.4390687	0.6628385	0.1102151	0.2980209	0.1971197	0.4054557	0.7583137	0.0798457	0.0899857
750	0.6188291	0.4690094	0.1481548	0.6854447	0.1000447	0.2048494	0.3344268	0.5300923	0.0828073	0.1709941	0.1086783	0.3626321	0.7977032	0.0957664	0.0670325
800	0.6301017	0.5184306	0.1212876	0.7403237	0.0871432	0.2018930	0.3722472	0.6795856	0.0722309	0.2691782	0.1231907	0.3377929	0.7703530	0.0760501	0.0478821
850	0.6746091	0.4562898	0.1067939	0.7281153	0.0742814	0.2070892	0.4841759	0.8043591	0.0686593	0.2196658	0.1053227	0.4365312	0.6862081	0.0515440	0.0729202
900	0.7049775	0.4239272	0.1841202	0.6537698	0.1245176	0.2928190	0.4166571	0.7542968	0.1101975	0.2914582	0.1369259	0.4601279	0.6262230	0.0682988	0.0899344
950	0.6303375	0.5822043	0.1987091	0.6833357	0.1696168	0.2333968	0.4483544	0.8542091	0.0658910	0.3242377	0.1305237	0.4109647	0.6959272	0.1957066	0.0715020
1000	0.6237349	0.4516922	0.1379607	0.8103401	0.0740421	0.2771427	0.4850633	0.7950503	0.0911622	0.3311602	0.1889436	0.3415246	0.6156482	0.0925229	0.0706796
