"Time"	G1	G3	G8	G5	G4	G22	G83	G7	G6	G85	G86	G87	G54	G88	G89	G30	G29	G35	G100	G99	G32	G19	G18	G20	G81	G23	G80	G82	G51	G31	G58	G50	G78	G94	G95
50	0.0106968	0.0125596	0.7758924	0.6294956	0.0610546	0.9972794	0.0150263	0.4667077	0.4180758	0.0996648	0.6851999	0.5546865	0.0521128	0.3407083	0.5888831	0.5825301	0.0929744	0.7248463	0.5493926	0.0000817	0.6530365	0.4802559	0.6962143	0.6242347	0.0055551	0.4931882	0.0033294	0.4086254	0.0056124	0.2869037	0.4737301	0.0520333	0.2651026	0.5896360	0.7698839
100	0.0030427	0.0481184	0.7050685	0.7643975	0.0968469	0.7622869	0.0112748	0.3650174	0.4101535	0.0426154	0.7564596	0.4785299	0.0564034	0.3183144	0.6353276	0.6049922	0.1039737	0.7590609	0.6584482	0.0009738	0.8207921	0.4485811	0.6700247	0.6662621	0.0040598	0.5432439	0.0015161	0.3250036	0.0045143	0.3522566	0.4744833	0.0500169	0.2444193	0.6671034	0.6705941
150	0.0071050	0.0086498	0.7938302	0.7510175	0.0574906	0.7603137	0.0092765	0.3708932	0.3998363	0.0175734	0.7394339	0.5952359	0.0431092	0.2145876	0.5862745	0.7217065	0.0526811	0.6353078	0.6910614	0.0000000	0.5734732	0.4923271	0.7746293	0.7021483	0.0121458	0.5599820	0.0008824	0.3261380	0.0021887	0.3503274	0.4460214	0.0334609	0.2281179	0.7338118	0.6903449
200	0.0007681	0.0034701	0.7143473	0.6801776	0.0423054	0.7417105	0.0298893	0.3448638	0.3671998	0.0590376	0.7866020	0.5324937	0.0435479	0.2300635	0.5071291	0.6499085	0.0746997	0.7789893	0.6557679	0.0003306	0.5782032	0.5260333	0.6966427	0.6024011	0.0061375	0.4906552	0.0044722	0.2730276	0.0137401	0.4497187	0.5058238	0.0453150	0.2450657	0.6185334	0.6445895
250	0.0005877	0.0194482	0.7137305	0.6815798	0.0548857	0.6822996	0.0123872	0.4157874	0.4206026	0.0336145	0.7152521	0.5945549	0.0729077	0.3850425	0.5941148	0.6200485	0.0662823	0.7477871	0.6448425	0.0007990	0.6530687	0.4680569	0.6895488	0.6019702	0.0049028	0.4968506	0.0035208	0.3001231	0.0077730	0.4665777	0.4966974	0.0297367	0.2390271	0.5612817	0.6939162
300	0.0002984	0.0144461	0.6317513	0.7192904	0.0859177	0.6817874	0.0162500	0.3706629	0.4272630	0.0259245	0.7889017	0.4460197	0.0690872	0.2275093	0.5328003	0.5800465	0.0935115	0.7629996	0.6876534	0.0042011	0.6292415	0.4452498	0.6488445	0.8101466	0.0017135	0.4681011	0.0013761	0.3902931	0.0134613	0.4277359	0.5378368	0.0695003	0.2634137	0.5363326	0.6776744
350	0.0002597	0.0337786	0.7068288	0.7819040	0.0736362	0.5869458	0.0133620	0.3792736	0.3787388	0.0209274	0.5778367	0.4186291	0.0577974	0.2565864	0.5538131	0.6818163	0.0665013	0.7872246	0.7228871	0.0001616	0.6724112	0.4081729	0.7562365	0.6493129	0.0073912	0.4501607	0.0032727	0.4716235	0.0034067	0.4475511	0.3680140	0.0334851	0.2686146	0.5458036	0.6391433
400	0.0001190	0.0110837	0.7188813	0.7873492	0.0424133	0.6953649	0.0274612	0.3429806	0.3948178	0.0502556	0.8629745	0.5128502	0.0428792	0.3648242	0.6053397	0.7222903	0.1346685	0.7448027	0.7563599	0.0010441	0.5898893	0.4389865	0.8050895	0.7796081	0.0019002	0.4432197	0.0015666	0.6655949	0.0138049	0.5258959	0.3401044	0.0313942	0.2710520	0.5444149	0.6222917
450	0.0004955	0.0123811	0.7444103	0.6727223	0.0511585	0.5986683	0.0068284	0.3649952	0.4586461	0.0264425	0.7120123	0.4552781	0.0567418	0.2110881	0.4875800	0.6944450	0.1109365	0.7302645	0.6964337	0.0037806	0.7514275	0.4210652	0.6798622	0.5713890	0.0129052	0.4597290	0.0019230	0.5108329	0.0024990	0.3564842	0.4984784	0.0333394	0.3502353	0.6091591	0.5519356
500	0.0007151	0.0072296	0.6794074	0.7699103	0.0771975	0.7235272	0.0157097	0.4723940	0.4028385	0.0204825	0.6771014	0.5037213	0.0436738	0.2389125	0.5848209	0.6233252	0.0986481	0.7491655	0.7047582	0.0005300	0.8066079	0.4709405	0.7647530	0.6825200	0.0211487	0.4638820	0.0056831	0.4107087	0.0007302	0.3969823	0.5446383	0.0266310	0.3715118	0.6404102	0.7400970
550	0.0292572	0.0107262	0.7015832	0.6746483	0.0478695	0.8010036	0.1045777	0.6770477	0.5916930	0.0598867	0.8745547	0.5835342	0.0399926	0.6732229	0.2416413	0.6007656	0.1971853	0.7220018	0.8292988	0.0038149	0.8045538	0.2825272	0.7117267	0.7969773	0.0129266	0.5306954	0.1651536	0.4445735	0.0089852	0.4377962	0.7469408	0.0463049	0.3727288	0.7177551	0.7005148
600	0.0171716	0.0104436	0.6724486	0.6266230	0.1070801	0.6503707	0.0484064	0.6438479	0.7140567	0.0561525	0.6336607	0.5199734	0.0239090	0.7426003	0.3536804	0.6661213	0.2218725	0.7117713	0.7474836	0.0027063	0.8429057	0.3692610	0.7556571	0.8109855	0.0064400	0.4456814	0.2159240	0.4035625	0.0045970	0.4563846	0.6994144	0.0287859	0.3099869	0.7311746	0.6870866
650	0.0434802	0.0084160	0.6966004	0.6421535	0.0911034	0.7241845	0.0439783	0.6714962	0.6919854	0.0988173	0.6561491	0.6246188	0.0546740	0.7476188	0.3477346	0.5407754	0.1911686	0.7406728	0.6942882	0.0024399	0.7033002	0.2596471	0.6974467	0.6887959	0.0058802	0.4910259	0.1047433	0.3537974	0.0039614	0.3311674	0.7958756	0.0295901	0.3154929	0.7664755	0.5971549
700	0.0255430	0.0251079	0.6685878	0.6368922	0.1131905	0.7781365	0.0437898	0.4957298	0.6399973	0.0802638	0.6351460	0.5668038	0.0858105	0.6851666	0.3863682	0.3564123	0.2488084	0.7740645	0.7280986	0.0020441	0.7476113	0.2930148	0.8752548	0.6681044	0.0146743	0.3701372	0.1286351	0.5191300	0.0024656	0.2827362	0.7509261	0.0842953	0.3648343	0.7096739	0.6537885
750	0.0348567	0.0136484	0.6010901	0.6888406	0.1367154	0.7717774	0.0689481	0.8667332	0.7023202	0.0855542	0.7466846	0.4520760	0.0572836	0.6225785	0.3803462	0.5189596	0.2986451	0.6007142	0.7747790	0.0025353	0.6184573	0.3944154	0.8948048	0.5481202	0.0071926	0.5628994	0.1486705	0.3448542	0.0028922	0.3641186	0.6080133	0.0536243	0.3765261	0.5692777	0.6952531
800	0.0629810	0.0245098	0.8065179	0.5712028	0.0805168	0.7676264	0.0527714	0.7345171	0.8193444	0.0745575	0.7675832	0.4550259	0.0578311	0.6647240	0.3492075	0.3808806	0.1962741	0.7004184	0.7175717	0.0004967	0.7557081	0.3565284	0.8849379	0.7825378	0.0028997	0.5498290	0.1079579	0.3276765	0.0223911	0.2278430	0.6548443	0.0463190	0.3374212	0.7716228	0.6700521
850	0.0214854	0.0085166	0.7106941	0.6513050	0.0901180	0.6664501	0.0411569	0.7486912	0.7255813	0.0680450	0.7303444	0.4247314	0.0329869	0.5849069	0.3327385	0.4844964	0.1644708	0.5915231	0.7660884	0.0006367	0.9007981	0.3062878	0.7046826	0.5894313	0.0083164	0.4861740	0.1220140	0.3018116	0.0079580	0.3284753	0.7659017	0.0166038	0.3957077	0.6294387	0.7112785
900	0.0261191	0.0390922	0.7769169	0.6157615	0.0608981	0.6383097	0.1040189	0.8371510	0.6753779	0.0584833	0.9527840	0.6025775	0.0541519	0.6962785	0.3513281	0.5297358	0.2135257	0.6388650	0.6440600	0.0016972	0.7166630	0.2449953	0.6684139	0.6373715	0.0054609	0.4740376	0.1404624	0.3574786	0.0076680	0.2469860	0.7913814	0.0199096	0.3788355	0.7722033	0.5863426
950	0.0279815	0.0374645	0.5363249	0.6983246	0.0612204	0.7253715	0.0825203	0.7689384	0.6253427	0.1312287	0.7439673	0.4992917	0.0640192	0.7752143	0.3637661	0.5136290	0.2372815	0.7884639	0.6920491	0.0010286	0.7728703	0.2029729	0.7910147	0.6729469	0.0048477	0.4761049	0.2122794	0.3093766	0.0040523	0.2761946	0.6782643	0.0342956	0.3382878	0.7264641	0.6321524
1000	0.0387449	0.0227503	0.6561674	0.6826894	0.0634288	0.8224684	0.0336007	0.6410192	0.6295952	0.1322499	0.7063149	0.6230366	0.0606925	0.7027983	0.3782603	0.4067748	0.1819384	0.6909889	0.7070642	0.0004399	0.7571497	0.3016457	0.6407638	0.7000350	0.0060866	0.5245608	0.1205068	0.3574255	0.0070474	0.3365296	0.7051065	0.0381644	0.3480300	0.6815477	0.5899491

0	0.0221735	0.0209637	0.7391398	0.8403814	0.0734331	0.7155306	0.0561149	0.8761573	0.7333099	0.0558872	0.7049433	0.5107427	0.0658464	0.7156990	0.3627796	0.5153080	0.1815889	0.6760583	0.6891095	0.0081268	0.8112286	0.2705897	0.6735199	0.6766216	0.0033107	0.3992336	0.1105796	0.4548094	0.0151092	0.3293389	0.7156857	0.0379864	0.3375297	0.8672885	0.7039022
50	0.0322016	0.0314249	0.8728900	0.6376828	0.4858252	0.7825308	0.0256096	0.6426135	0.6666247	0.4135593	0.6236365	0.5431778	0.0612172	0.2813301	0.5892764	0.5116226	0.1703688	0.1651865	0.7031472	0.0057516	0.7166329	0.4373174	0.8201993	0.6779911	0.0027045	0.5536372	0.1610078	0.3326161	0.0186450	0.2315631	0.4061385	0.0613828	0.3012709	0.6447009	0.6504870
100	0.0325610	0.0308683	0.6957006	0.6514544	0.3959519	0.7689913	0.0206887	0.6403075	0.6598492	0.3846381	0.5877970	0.5236916	0.0486454	0.1329427	0.6292869	0.4828795	0.1749408	0.1632813	0.6031623	0.0021668	0.7165603	0.4346555	0.6988981	0.6005621	0.0238952	0.4488406	0.1268258	0.3179081	0.0272212	0.2137260	0.2126760	0.0569892	0.3498858	0.6522137	0.6216254
150	0.0364504	0.0323538	0.7263115	0.7992303	0.3924103	0.7027370	0.0166576	0.6697862	0.6920264	0.3741100	0.6017215	0.4595759	0.0518803	0.1121453	0.7121785	0.4251667	0.1743407	0.0771541	0.8127808	0.0025631	0.7025764	0.4604224	0.9221156	0.7075395	0.0112296	0.5243343	0.1235195	0.2565627	0.0163765	0.2009282	0.1743154	0.0552114	0.3385017	0.7039217	0.6851344
200	0.0297594	0.0290812	0.7943500	0.6574021	0.4558088	0.7462986	0.0117353	0.7167759	0.8335703	0.2823407	0.6797076	0.5533569	0.0635333	0.0888018	0.5804439	0.3284440	0.1973986	0.1214492	0.7559646	0.0016716	0.7341084	0.4370731	0.7774678	0.6739947	0.0041620	0.4854319	0.1205261	0.3579124	0.0084372	0.1998528	0.1042900	0.0560652	0.2987216	0.6645793	0.8937835
250	0.0327825	0.0160450	0.8178251	0.8016846	0.4390344	0.7295136	0.0212569	0.6821844	0.7449050	0.3265766	0.7933169	0.4963232	0.0522823	0.1032616	0.6106486	0.5692509	0.1567462	0.0880231	0.6583138	0.0041599	0.7300041	0.5088038	0.6525761	0.7223810	0.0125232	0.5367869	0.1716317	0.2497724	0.0022247	0.1650436	0.2040918	0.0209868	0.2963218	0.6574222	0.7354087
300	0.0190332	0.0504833	0.5773550	0.7250137	0.4314749	0.7921882	0.0248121	0.7757519	0.6461702	0.3285178	0.7676508	0.5370386	0.0300288	0.1225122	0.6564565	0.6050759	0.1487376	0.1132638	0.7566049	0.0000832	0.6988892	0.4977346	0.7590609	0.7334453	0.0001043	0.4898199	0.1345549	0.3296339	0.0084523	0.2571009	0.1423201	0.0470441	0.3187865	0.7098777	0.7792754
350	0.0354129	0.0243803	0.5752880	0.6902340	0.3792205	0.6845875	0.0046177	0.6170890	0.7160148	0.3165561	0.6674946	0.4744515	0.0591225	0.0826834	0.5431287	0.5164618	0.1798784	0.0942505	0.6497076	0.0018743	0.6506524	0.4604277	0.6956334	0.7006246	0.0189186	0.4820795	0.1184884	0.3534096	0.0181076	0.1795631	0.1711520	0.0541021	0.3768693	0.7981541	0.6692615
400	0.0259341	0.0453754	0.8349232	0.6886904	0.3916702	0.9944989	0.0192429	0.7633580	0.5933029	0.3342856	0.7670564	0.4357490	0.0578321	0.1062001	0.6067754	0.4756194	0.1556805	0.1659601	0.6699222	0.0000338	0.5969457	0.5047039	0.7557257	0.6605056	0.0113883	0.4621000	0.2028288	0.4017839	0.0107257	0.1858502	0.1526053	0.0627300	0.3756039	0.6399200	0.7272182
450	0.0237527	0.0327359	0.6799755	0.5604598	0.3933840	0.8314062	0.0213386	0.7084896	0.7128696	0.3372214	0.6166940	0.4637463	0.0591030	0.0880081	0.6050836	0.6409920	0.1477340	0.1076285	0.6526163	0.0018979	0.6635911	0.5397408	0.7567820	0.7602682	0.0092325	0.4797327	0.1804648	0.3299730	0.0035551	0.2532534	0.1354058	0.0420025	0.3790367	0.6881101	0.6613103
500	0.0306977	0.0255048	0.7901568	0.6251047	0.3152640	0.7273181	0.0147604	0.5573037	0.7634653	0.2349735	0.8908308	0.5400788	0.0566598	0.1135606	0.5930670	0.5497271	0.1258798	0.0626635	0.6529598	0.0016034	0.6272306	0.4252331	0.6595934	0.7267707	0.0015335	0.4297498	0.1946302	0.3313522	0.0077230	0.1845659	0.1490909	0.0572972	0.3720232	0.6080391	0.6178895
550	0.0267883	0.0388851	0.8471105	0.5695393	0.1653769	0.8076674	0.0291634	0.7426500	0.7726584	0.1515217	0.6471775	0.5195977	0.0634164	0.5898769	0.5683809	0.4827780	0.1817314	0.6260076	0.7193890	0.0005452	0.6794401	0.2721345	0.7151495	0.7645782	0.0101955	0.5007421	0.1456499	0.4394232	0.0058135	0.3361575	0.6015085	0.0205980	0.3930230	0.6613854	0.7854100
600	0.0458923	0.0128302	0.6920719	0.5795419	0.1581509	0.7784254	0.0575899	0.7785236	0.6908055	0.0727211	0.7643285	0.4274856	0.0538049	0.7430270	0.5073635	0.5824438	0.1217441	0.6268787	0.6583372	0.0008768	0.6089677	0.2321952	0.6592463	0.7108762	0.0117310	0.5862275	0.1229690	0.3337304	0.0008264	0.3358273	0.5782089	0.0972733	0.3280604	0.6627200	0.6331942
650	0.0262520	0.0466497	0.6732420	0.5954614	0.0805586	0.7392345	0.0401239	0.6481331	0.6961149	0.0790036	0.8116476	0.3891616	0.0422788	0.7347345	0.3967659	0.4820377	0.0934892	0.7170805	0.7450631	0.0010522	0.7626049	0.4319082	0.7246077	0.7699792	0.0044931	0.5990332	0.1112691	0.4944666	0.0007825	0.3412337	0.7934412	0.0358173	0.3335049	0.5593763	0.7387715
700	0.0666227	0.0302943	0.7417074	0.7032032	0.1106216	0.6875963	0.1103041	0.7783606	0.8185523	0.0581162	0.6377923	0.4438251	0.0481380	0.8277802	0.5278468	0.5583957	0.2483469	0.7666653	0.7167232	0.0035064	0.6506712	0.3298155	0.6980220	0.7408397	0.0009205	0.5336748	0.1777538	0.3759592	0.0090003	0.3405412	0.7948752	0.0471729	0.3019121	0.5729962	0.5400374
750	0.0444521	0.0271582	0.7047617	0.5474245	0.0635336	0.5627075	0.0221388	0.8140823	0.6871290	0.0451742	0.7070409	0.4999227	0.0629874	0.7089581	0.4045467	0.4586628	0.1376959	0.5749325	0.6489605	0.0005764	0.8137740	0.2594551	0.7106877	0.5889832	0.0047750	0.3877805	0.1477259	0.4626943	0.0432781	0.3640629	0.6717079	0.0250918	0.2302882	0.6708349	0.6883776
800	0.0399635	0.0268132	0.7101353	0.6305046	0.1309531	0.7326302	0.0320459	0.7915149	0.6074638	0.0467053	0.6579282	0.5171815	0.0618817	0.5712144	0.4126358	0.4572521	0.1995072	0.6285099	0.6683631	0.0018342	0.6854978	0.3338593	0.6333923	0.6820730	0.0039561	0.3763260	0.1282843	0.4096497	0.0028121	0.3677385	0.5612217	0.0507429	0.3218190	0.6869592	0.5987113
850	0.0323861	0.0240854	0.7331280	0.7216288	0.1226565	0.6409616	0.0808196	0.6735612	0.5633654	0.0776151	0.7435890	0.6005950	0.0563604	0.6320254	0.4762555	0.4789613	0.2062570	0.7024978	0.6681733	0.0102191	0.7343675	0.3025981	0.8274334	0.7065605	0.0042253	0.3078251	0.1506020	0.4674387	0.0103367	0.3148859	0.7951599	0.0979947	0.2581546	0.6634275	0.7451961
900	0.0478887	0.0312473	0.7026742	0.5914245	0.1227179	0.7989582	0.0573795	0.7706370	0.6753474	0.1094534	0.7295966	0.4990828	0.0779550	0.6990050	0.4165942	0.4605786	0.1544965	0.7816051	0.6657368	0.0104705	0.6835629	0.2745873	0.8833058	0.6487385	0.0026155	0.4945575	0.1499945	0.4565099	0.0057345	0.3689009	0.7553129	0.0390995	0.3832641	0.9055730	0.7304562
950	0.0254209	0.0252482	0.7835292	0.6261721	0.0850900	0.6555079	0.1034243	0.7706222	0.7310978	0.0700241	0.8219941	0.5520309	0.0352846	0.6628293	0.3937079	0.4683200	0.2571882	0.6504528	0.6615644	0.0008749	0.7387447	0.2830148	0.7407732	0.7853542	0.0038280	0.5585664	0.1224506	0.4043129	0.0035273	0.3564348	0.7381911	0.0555884	0.3230050	0.6742986	0.6295696
1000	0.0688319	0.0144028	0.7129407	0.7879113	0.0967401	0.6936937	0.0775054	0.6229210	0.7728481	0.0937411	0.7686197	0.4544839	0.0649596	0.8799835	0.4746043	0.4929163	0.1546077	0.6934036	0.7859222	0.0000000	0.7293565	0.2583717	0.6675460	0.6220890	0.0014520	0.5452061	0.1269331	0.3946767	0.0175400	0.3231340	0.7565672	0.0307606	0.3162968	0.7033636	0.6371453

0	0.0344213	0.0193559	0.7761642	0.7361211	0.0927415	0.7026266	0.0893405	0.8386198	0.6677511	0.0531242	0.6927755	0.4607739	0.0532121	0.6828228	0.3852598	0.6378011	0.1213282	0.6959962	0.7051804	0.0062157	0.8756096	0.3158081	0.7982902	0.7592188	0.0115918	0.3785482	0.1661554	0.3848862	0.0086027	0.4460172	0.8040795	0.0256517	0.3127310	0.6928652	0.7674086
50	0.0634202	0.0366887	0.4016951	0.5740082	0.0953700	0.7457801	0.0133646	0.7646519	0.6302403	0.1446550	0.6535628	0.5588429	0.0069640	0.7521159	0.4165518	0.3083467	0.1135817	0.7909564	0.5783227	0.3038545	0.7800161	0.6685993	0.6007128	0.7025468	0.1606252	0.5708457	0.0059893	0.4448186	0.0032022	0.3558909	0.5384823	0.1519745	0.1408258	0.7022726	0.6469204
100	0.0488524	0.0592397	0.3443676	0.6510000	0.1028639	0.6828977	0.0095666	0.6732908	0.7082156	0.3048672	0.8308932	0.5399850	0.0006453	0.8852124	0.3199369	0.2250682	0.2004210	0.6209939	0.6655813	0.2765943	0.7647904	0.5375662	0.6569658	0.6859287	0.1763321	0.4466791	0.0040184	0.3506344	0.0042687	0.3466800	0.5889060	0.1680829	0.0413501	0.4899611	0.6588831
150	0.0528070	0.0225278	0.2497270	0.7286646	0.1096005	0.7110074	0.0070654	0.7454453	0.7783540	0.3216629	0.7189085	0.6667218	0.0018450	0.8275980	0.3394604	0.1515141	0.2820052	0.7075741	0.6293071	0.3391047	0.7065352	0.7382706	0.5334954	0.7266496	0.2248997	0.6016449	0.0007888	0.3992140	0.0016944	0.2555835	0.4456408	0.1292814	0.0317387	0.2265140	0.3050739
200	0.0195359	0.0414570	0.2932681	0.6309879	0.1123631	0.7139171	0.0139699	0.8122588	0.8068691	0.3590813	0.7990413	0.7052844	0.0002823	0.7098548	0.4104013	0.1005189	0.2567409	0.7828484	0.6925915	0.3162291	0.6928343	0.6942873	0.5806149	0.6184996	0.2358112	0.5309910	0.0004492	0.3677642	0.0001101	0.2371411	0.4150030	0.1277905	0.0074971	0.1713393	0.0644965
250	0.0294552	0.0106735	0.2636557	0.5965787	0.0947416	0.6164182	0.0030156	0.7236886	0.5699375	0.3993102	0.7421002	0.6699996	0.0011695	0.7672162	0.4040278	0.1545766	0.2738189	0.6257925	0.6881931	0.3735638	0.7059994	0.5678711	0.6167895	0.7129298	0.2305826	0.4927786	0.0007052	0.4087879	0.0053609	0.2238212	0.4969326	0.1363168	0.0068073	0.1174908	0.0214728
300	0.0238728	0.0152120	0.2627892	0.5655078	0.0725048	0.5888570	0.0103204	0.6424518	0.8020655	0.3348875	0.6854755	0.5396575	0.0077011	0.6843062	0.2914539	0.1242177	0.2664654	0.6903821	0.7572240	0.3280375	0.7027414	0.6757393	0.6586330	0.6760246	0.1921819	0.3946175	0.0002364	0.5392032	0.0027086	0.2660265	0.5093313	0.1545569	0.0022025	0.1271263	0.0090449
350	0.0414742	0.0271891	0.3842028	0.5943451	0.0612869	0.5436309	0.0002318	0.7886468	0.7132181	0.3937975	0.6194879	0.5922967	0.0006334	0.5824697	0.3797012	0.1148796	0.2674722	0.7987116	0.6528693	0.3856150	0.6944264	0.5630322	0.7435973	0.6534205	0.2146816	0.2986860	0.0009771	0.5260741	0.0178416	0.2224989	0.4542337	0.1625276	0.0086227	0.1074458	0.0116851
400	0.0333963	0.0200437	0.2470992	0.6502106	0.1414822	0.5884345	0.0004699	0.7613568	0.6627799	0.3793435	0.6595233	0.6754186	0.0001369	0.7320176	0.3861332	0.1203237	0.2999399	0.7880744	0.6618546	0.4073073	0.5853301	0.5434856	0.6372445	0.5909871	0.2480706	0.2919679	0.0001954	0.5869478	0.0127859	0.2062636	0.4886747	0.1373056	0.0020485	0.1105774	0.0082423
450	0.0385733	0.0072811	0.3081713	0.6430939	0.0964821	0.7847176	0.0003801	0.7496716	0.6955690	0.4034589	0.7178954	0.7646785	0.0076079	0.6705259	0.3537414	0.0959802	0.3509309	0.7018582	0.5719364	0.3483552	0.8155180	0.6704047	0.6786452	0.6700013	0.2429344	0.4764703	0.0000279	0.5361172	0.0002725	0.2761204	0.4680006	0.1542983	0.0002476	0.0618191	0.0114584
500	0.0599722	0.0237691	0.2839099	0.6514755	0.1052720	0.6499484	0.0014097	0.7106905	0.7491257	0.3836978	0.8068602	0.8046692	0.0026896	0.6862077	0.3169793	0.1099394	0.4660489	0.6016723	0.6718002	0.3450541	0.6443774	0.5693142	0.7057439	0.7595538	0.1947354	0.4166545	0.0009640	0.5401818	0.0029471	0.2439207	0.6796593	0.1899682	0.0040392	0.1188655	0.0060522
550	0.0457551	0.0194251	0.5424356	0.5357874	0.0545828	0.8703744	0.0411398	0.8122368	0.7620620	0.3746951	0.6754103	0.6841856	0.0336630	0.5956663	0.3449660	0.2109532	0.3978673	0.5877918	0.8250107	0.0452787	0.6351711	0.4157027	0.8047346	0.7800027	0.1015446	0.4978564	0.1407031	0.5473439	0.0056707	0.3760767	0.7370147	0.0818497	0.2168724	0.0730952	0.0287493
600	0.0269965	0.0089892	0.6935307	0.6993011	0.0980382	0.9043920	0.0531293	0.6720821	0.7361305	0.1867968	0.7204597	0.6516046	0.0255126	0.7480793	0.3795260	0.1993350	0.3114565	0.6401746	0.6285515	0.0254469	0.4911509	0.3752886	0.7843308	0.6232959	0.0060916	0.4812608	0.1333501	0.4212927	0.0048526	0.1854444	0.7530744	0.0488785	0.2656157	0.1016655	0.2599389
650	0.0368583	0.0215208	0.7046840	0.6836110	0.1087435	0.6592852	0.0396550	0.7949726	0.8238986	0.2400975	0.7009926	0.5777913	0.0673230	0.6525725	0.3428444	0.2262346	0.3975683	0.6255441	0.6388303	0.0025062	0.6715119	0.5099717	0.7201233	0.6801710	0.0216089	0.5872429	0.1471443	0.3521491	0.0021229	0.2400107	0.7630461	0.0214016	0.2915149	0.3398354	0.3902588
700	0.0169965	0.0101412	0.6877309	0.6546200	0.0874288	0.7598827	0.0637233	0.7982437	0.7654669	0.0966880	0.6805259	0.5092498	0.0611923	0.7019072	0.4632916	0.2849490	0.2987202	0.6897528	0.6413699	0.0051357	0.4812266	0.4113965	0.7438919	0.5619794	0.0137862	0.5181513	0.1557278	0.2947653	0.0036363	0.2022646	0.7652222	0.0313113	0.3002121	0.5346346	0.6481229
750	0.0277063	0.0172863	0.6937388	0.6237861	0.0877915	0.7075744	0.0673130	0.7965648	0.7361260	0.0532579	0.8012623	0.5385987	0.0475133	0.7983323	0.4393124	0.5044530	0.1497755	0.6842842	0.7065244	0.0058502	0.7587617	0.3882959	0.7641905	0.7845905	0.0021140	0.4917204	0.1326705	0.2944154	0.0058473	0.3033736	0.6358009	0.0246319	0.3325905	0.5742010	0.6175510
800	0.0499499	0.0528682	0.6228786	0.6372072	0.0860197	0.7012127	0.0639880	0.7556453	0.8037290	0.0395134	0.6495524	0.4349571	0.0553084	0.6773088	0.3926442	0.5617769	0.0776169	0.5538562	0.6553933	0.0001275	0.6829223	0.3354626	0.6832580	0.7355297	0.0237377	0.5203500	0.1652260	0.3222293	0.0078926	0.2757537	0.7971415	0.0558042	0.3106912	0.7394408	0.7427076
850	0.0486244	0.0544701	0.7823383	0.5827863	0.0838412	0.7527449	0.0500953	0.6076327	0.6598861	0.0709074	0.6681674	0.4146401	0.0570990	0.6511318	0.3723746	0.5068954	0.0884784	0.6249781	0.7892267	0.0005110	0.6503173	0.2846465	0.6540025	0.5974011	0.0237033	0.5322390	0.1012132	0.5066241	0.0127188	0.4713546	0.7684497	0.0370653	0.3544913	0.7620977	0.6656946
900	0.0243831	0.0387135	0.6761969	0.6582197	0.1269088	0.8157941	0.0915968	0.6794833	0.7448386	0.0478073	0.6759033	0.3987514	0.0602437	0.8034897	0.2775235	0.5049103	0.1470066	0.6796066	0.7295920	0.0009837	0.7542160	0.2840878	0.7528861	0.6411142	0.0031468	0.4429964	0.1754885	0.4051159	0.0106660	0.4944400	0.7995161	0.0510388	0.4112000	0.6356828	0.6816581
950	0.0224594	0.0184697	0.7412030	0.6456906	0.0901018	0.7725646	0.0573786	0.6902735	0.6652693	0.0943334	0.7368487	0.4281082	0.0585163	0.8041973	0.3815052	0.5631064	0.1335263	0.6466387	0.7956175	0.0003269	0.7828273	0.3748172	0.7422764	0.6314104	0.0060299	0.4911888	0.1370885	0.3301143	0.0133071	0.3067219	0.7853934	0.0417427	0.4467415	0.6141408	0.6712356
1000	0.0164637	0.0123422	0.7244400	0.7478446	0.0822744	0.7126865	0.0602999	0.6888741	0.7339061	0.0543497	0.6555542	0.5202337	0.0525473	0.6691012	0.3744861	0.5398177	0.1962487	0.6628982	0.7076533	0.0000024	0.7585922	0.2693878	0.6818162	0.7381580	0.0052246	0.6023785	0.1193137	0.3769467	0.0020806	0.2826257	0.7782177	0.0596890	0.3473274	0.6745937	0.8127925

0	0.0235893	0.0207115	0.7085523	0.6773494	0.0850420	0.7560942	0.1006377	0.6925014	0.7538567	0.0383764	0.7175292	0.4774203	0.0642998	0.8057682	0.3448212	0.6120812	0.0905543	0.5548752	0.7003735	0.0120772	0.8048474	0.2837779	0.9144922	0.8507242	0.0044574	0.5077012	0.1474328	0.3715357	0.0057671	0.3791802	0.7544938	0.0390257	0.3087968	0.6378468	0.5915278
50	0.0543519	0.1476835	0.6774916	0.5809737	0.1286156	0.7988611	0.0669800	0.3134192	0.7610460	0.0969048	0.7826854	0.4226465	0.0402835	0.4065707	0.4139426	0.4851911	0.2389018	0.1430626	0.6634687	0.0980809	0.3750493	0.3402453	0.7018645	0.6740412	0.4250056	0.5076009	0.0255165	0.4174862	0.0041092	0.2613530	0.7420549	0.0455835	0.3077669	0.9043941	0.8039062
100	0.0207356	0.2025696	0.6959027	0.5433941	0.0821006	0.8182948	0.0990412	0.4039017	0.8138781	0.2101387	0.6674543	0.5699928	0.0137380	0.3065758	0.3894603	0.4073518	0.2810681	0.2053174	0.6220503	0.0691969	0.2315142	0.4872265	0.6344266	0.6922216	0.5488214	0.5555952	0.0017044	0.4281424	0.0059302	0.2874094	0.6726749	0.0599693	0.3431830	0.6718009	0.7291262
