"Time"	G1	G10	G2	G20	G17	G16	G4	G8	G18	G94	G9	G95	G11	G56	G3	G98	G7	G46	G6	G36	G37	G100	G38	G34	G35	G5	G19	G14	G13	G12	G41	G44	G49	G39	G22	G21	G50	G15	G51	G53	G52	G55	G42	G54	G45	G40	G47	G48	G72	G67	G61	G43	G57	G60	G59	G99	G58	G80	G81	G83	G88	G82	G89	G79	G84	G75	G86	G78	G77	G85	G90	G91	G93	G69	G92	G87	G68	G27	G96	G97
350	0.0166766	0.5874409	0.6985093	0.0237647	0.2942613	0.3143394	0.0215161	0.6523114	0.0595506	0.0557074	0.4573144	0.2783639	0.6250651	0.0925237	0.7064328	0.6523577	0.2615074	0.3755740	0.2441607	0.8074146	0.2200643	0.6116117	0.5892434	0.6945065	0.0448996	0.0006939	0.2327814	0.4497407	0.6234073	0.0155580	0.0933593	0.0027352	0.5114826	0.0161074	0.6082658	0.3427758	0.4429758	0.8142002	0.2412264	0.4496109	0.0698755	0.4745266	0.0042073	0.1671359	0.7357137	0.0781589	0.2119516	0.2163947	0.5902548	0.2288842	0.3733990	0.8150915	0.4391904	0.5600224	0.2803607	0.1119717	0.6102070	0.6056552	0.5063534	0.5978115	0.3303362	0.6843135	0.0514257	0.2156998	0.6414362	0.0356537	0.2028427	0.1463590	0.6959313	0.5459328	0.3568665	0.7072169	0.6953660	0.4776004	0.0169616	0.0613785	0.8403081	0.2156399	0.6977652	0.7167286
400	0.0124571	0.6439497	0.7874937	0.0190549	0.2524968	0.2887056	0.0081826	0.5082430	0.0366583	0.0589517	0.4644384	0.2351568	0.4864109	0.1344209	0.8027186	0.6054105	0.3943763	0.4298126	0.3356777	0.5848637	0.2214270	0.6608637	0.6438912	0.7821178	0.0688379	0.0010025	0.2628964	0.4809047	0.6838805	0.0109771	0.0737561	0.0160990	0.5673426	0.0156344	0.6094338	0.2853886	0.3324005	0.6508110	0.2550740	0.2679464	0.0938750	0.4671990	0.0010971	0.1117093	0.6257270	0.0473229	0.2021904	0.2384396	0.6447716	0.3859350	0.4926372	0.6963834	0.5236282	0.6161160	0.2471337	0.1111138	0.7654676	0.5405150	0.6313615	0.5366253	0.2284745	0.7675019	0.0404974	0.2085323	0.5245279	0.0419621	0.1460954	0.1254299	0.6984715	0.5767097	0.4433606	0.6988433	0.4554586	0.4559216	0.0274147	0.0228925	0.6635781	0.1994983	0.6876183	0.6599395
450	0.0162662	0.7457017	0.6607166	0.0165639	0.2973733	0.3011958	0.0246220	0.5605318	0.0323956	0.0274499	0.5339024	0.2344217	0.7517682	0.1460520	0.6652326	0.6334958	0.3025794	0.5826867	0.3445279	0.8886334	0.2685482	0.7019269	0.5799874	0.6961917	0.0603606	0.0009371	0.3408991	0.4234647	0.5740561	0.0103490	0.1102217	0.0072296	0.5678356	0.0249812	0.6203712	0.2516856	0.4628133	0.7095914	0.4354840	0.3555973	0.1017319	0.4951311	0.0013388	0.1154481	0.6377988	0.0975333	0.1709908	0.1561567	0.7031842	0.3589593	0.3943859	0.6088614	0.4809834	0.6356943	0.2122249	0.1243310	0.7621679	0.5571963	0.4608292	0.6101593	0.2946778	0.7069802	0.0314809	0.1543852	0.5057086	0.0565853	0.1488124	0.0932770	0.6571617	0.5317668	0.4354046	0.5900989	0.5371954	0.4669726	0.0302698	0.0291301	0.6161221	0.2332687	0.7502613	0.8176982
500	0.0267009	0.6075319	0.6601884	0.0202723	0.4277906	0.4604769	0.0276382	0.5387421	0.0329856	0.0709555	0.5283882	0.3503686	0.6833017	0.1487371	0.7172599	0.6649099	0.3533539	0.4056374	0.3088020	0.7657464	0.2275268	0.6262869	0.6676605	0.6254962	0.0587321	0.0052082	0.3003242	0.5030870	0.7128010	0.0152412	0.1009293	0.0147393	0.6349985	0.0669741	0.5859666	0.2552012	0.3935341	0.6024427	0.3503383	0.3468493	0.0867783	0.5168141	0.0000972	0.0397389	0.5902765	0.1098047	0.2282646	0.1864824	0.7563620	0.3481300	0.4132644	0.7012746	0.5045069	0.5928067	0.1722318	0.1393120	0.7406808	0.5777879	0.5216515	0.5984141	0.3470166	0.6823863	0.0508092	0.1627342	0.5824733	0.0279555	0.1173544	0.1029479	0.5462862	0.5111211	0.3346623	0.5452969	0.5253755	0.4488704	0.0519763	0.0298035	0.6680484	0.2273819	0.6557171	0.6727881
550	0.3084558	0.6583959	0.7620545	0.0344147	0.3212238	0.6207537	0.0140036	0.5579151	0.0179120	0.6416378	0.4643114	0.2217302	0.6767917	0.5637552	0.7047874	0.7197897	0.3740739	0.3933725	0.1187688	0.6254869	0.1262949	0.7275525	0.6151192	0.6230625	0.1435508	0.4531883	0.2241147	0.5228250	0.7185450	0.5053423	0.3589544	0.0238143	0.4728537	0.0703162	0.4969723	0.2717663	0.5753157	0.6316460	0.3996737	0.5804033	0.1189894	0.5314806	0.0261268	0.2020984	0.5936048	0.4054654	0.2649977	0.1259276	0.6402125	0.5086767	0.4671985	0.4735118	0.6023603	0.4984768	0.1554697	0.6258138	0.3443470	0.6020044	0.5194187	0.4701858	0.1238035	0.6473008	0.0484078	0.1779218	0.4994552	0.0390098	0.1075965	0.0653507	0.6460898	0.5749698	0.4493843	0.6197846	0.4816916	0.4582668	0.0319194	0.2351113	0.7125519	0.2235115	0.6442029	0.7437668
600	0.6091041	0.4145910	0.5728751	0.1250355	0.2331231	0.6018786	0.1503968	0.4485958	0.0471891	0.7354391	0.4041833	0.3785361	0.2726732	0.4942355	0.5297983	0.7099480	0.3783496	0.4193995	0.0880364	0.6607953	0.0724156	0.7997126	0.6541904	0.9732887	0.4397258	0.4905910	0.1162668	0.3138327	0.6957743	0.6252507	0.4151294	0.0351208	0.1858146	0.1774120	0.5734569	0.2669259	0.2972604	0.5066320	0.3803995	0.5253130	0.0795178	0.6262404	0.0380857	0.4723701	0.4575109	0.4697955	0.2145928	0.3220876	0.7683269	0.3792657	0.4050075	0.1262250	0.5114025	0.6358369	0.1747343	0.5888042	0.5476762	0.6015050	0.5079928	0.3932405	0.0937526	0.5914482	0.0400468	0.1907950	0.4894418	0.0406204	0.1266949	0.0990652	0.5541162	0.5636526	0.5391262	0.6170322	0.3915694	0.6267911	0.0239290	0.3166833	0.6564554	0.2126215	0.6044395	0.6773967
650	0.7222690	0.2295719	0.5870322	0.2146564	0.0827774	0.5263791	0.2359453	0.3225608	0.0283827	0.8160133	0.3657160	0.4393998	0.0680229	0.5277198	0.6432556	0.6765960	0.3865403	0.4850957	0.1846183	0.7242679	0.0662377	0.7355463	0.5911449	0.7965929	0.4306935	0.2593588	0.0906575	0.1933440	0.7064351	0.6916382	0.4707285	0.0394591	0.2534292	0.1558619	0.5930669	0.3880070	0.1985264	0.3892715	0.4150701	0.5871897	0.0941540	0.6449293	0.0768643	0.3165210	0.3889699	0.6345717	0.1846467	0.3720561	0.6122854	0.3257818	0.4908639	0.0995722	0.5189226	0.6457561	0.2023053	0.7526898	0.5809827	0.6893529	0.5276676	0.4111360	0.0415910	0.7090362	0.0442303	0.2387198	0.5512927	0.0328614	0.0839545	0.1879264	0.5996183	0.3933069	0.4209772	0.5577210	0.4945463	0.5040656	0.0296840	0.4004724	0.4763678	0.2693334	0.7499523	0.8277989
700	0.5322991	0.0614179	0.3990922	0.3761857	0.0826410	0.5235355	0.2817786	0.3074899	0.0403615	0.6674477	0.4025684	0.4391013	0.0705295	0.6085221	0.6330631	0.5652863	0.7088968	0.4455923	0.2265499	0.7186841	0.0375359	0.7471841	0.6383881	0.7703563	0.3516359	0.1810033	0.1637069	0.1765197	0.5962757	0.4737635	0.4580551	0.0128888	0.2691515	0.1238335	0.7465949	0.4175516	0.3141097	0.4487371	0.3875282	0.6312308	0.2147650	0.5471586	0.0844726	0.3899531	0.4615344	0.5142869	0.2187367	0.3381963	0.6480335	0.4223199	0.4937695	0.1108164	0.6404841	0.6169081	0.2579781	0.6542951	0.5512675	0.5847678	0.4774664	0.4420289	0.0802279	0.7083641	0.0237967	0.2979617	0.4794195	0.0268881	0.1822749	0.1080936	0.6252906	0.6146922	0.5329779	0.5551064	0.6266030	0.5404501	0.0565238	0.3482084	0.4296356	0.1943456	0.5709972	0.6609866
750	0.5485065	0.0703411	0.2329705	0.3570324	0.0711204	0.3553230	0.1604589	0.2476250	0.0391612	0.8033365	0.3767386	0.5276223	0.0509885	0.5831854	0.6828718	0.7473869	0.6298754	0.3928014	0.2816505	0.8755001	0.1062834	0.6903980	0.6472429	0.7310451	0.2283609	0.1023508	0.3177229	0.1427719	0.7752211	0.4956581	0.4805980	0.0131616	0.1569616	0.0814118	0.5512303	0.2950121	0.5261948	0.4988408	0.2627073	0.6386565	0.1193100	0.5962194	0.0599725	0.3546258	0.4259535	0.5337585	0.1963870	0.2779297	0.6632739	0.3983107	0.4785246	0.1465232	0.5288018	0.5884133	0.2360395	0.7632691	0.4305059	0.6175448	0.4779525	0.3600632	0.0462475	0.7377695	0.0416271	0.2003120	0.5716332	0.0271543	0.2057376	0.1042872	0.5732164	0.5749586	0.5195719	0.5851416	0.4635734	0.5753808	0.0095357	0.3803274	0.3900593	0.2363549	0.7174820	0.6639519
800	0.6167526	0.0585876	0.2989493	0.3916264	0.0156581	0.4017139	0.0647719	0.2674346	0.0185144	0.7620543	0.4974267	0.5758259	0.2115118	0.6955873	0.5439985	0.7328261	0.7419687	0.4453957	0.2433004	0.7398471	0.0975634	0.6821594	0.5901207	0.8582261	0.1491987	0.0860692	0.3545910	0.2449088	0.5653156	0.4969597	0.4898990	0.0001153	0.2412983	0.0681948	0.3902465	0.2113554	0.6850979	0.5650721	0.1437442	0.6044150	0.0614781	0.6483068	0.0662931	0.4609786	0.4137413	0.3060863	0.2372797	0.2576130	0.6958823	0.4419102	0.4365922	0.4249618	0.5568700	0.5646832	0.3497696	0.6292677	0.3482550	0.4858682	0.5866689	0.3760150	0.0467000	0.7184607	0.0714867	0.2200521	0.6338436	0.0151737	0.2095732	0.1307203	0.6703089	0.5763023	0.5251885	0.6181851	0.4919568	0.5583468	0.0131568	0.3356927	0.3916995	0.2363300	0.6500697	0.7076955
850	0.5565731	0.0317795	0.2998006	0.3501511	0.0480936	0.5237985	0.0736616	0.2826771	0.0277510	0.7545808	0.3673400	0.4650721	0.2962823	0.6610064	0.5958025	0.7419322	0.6540811	0.4331849	0.2790404	0.7831849	0.0473023	0.7231350	0.6493998	0.6594583	0.2274394	0.0933073	0.4233582	0.4520446	0.6779418	0.5704265	0.5348795	0.0095212	0.2719458	0.0569374	0.2305521	0.1519843	0.6334514	0.6305971	0.1076963	0.5956121	0.0338130	0.5080630	0.0358318	0.4402695	0.3651855	0.3616815	0.1966582	0.1621769	0.7799416	0.4340868	0.3947223	0.4612506	0.5401536	0.7101675	0.2560797	0.6655449	0.3394097	0.6120403	0.4892760	0.4565021	0.0669383	0.6732328	0.0521412	0.2160071	0.5662538	0.0305731	0.2274677	0.0803349	0.6737601	0.5403032	0.3895766	0.5761670	0.4736185	0.5503769	0.0366359	0.3758616	0.3140614	0.2458944	0.5770232	0.5112648
900	0.6599968	0.0185677	0.3388711	0.3629007	0.0141007	0.5232159	0.0902548	0.2952873	0.0343143	0.7336596	0.4239484	0.5073010	0.1757876	0.8260196	0.6250712	0.6727797	0.6146234	0.4226676	0.3518125	0.7642718	0.0937484	0.8745279	0.6294509	0.6836274	0.1809907	0.1295860	0.3531324	0.4232205	0.6915020	0.5963655	0.4237256	0.0074134	0.2769897	0.0645285	0.4084366	0.1820864	0.7728638	0.5814251	0.2029860	0.5614147	0.0156351	0.6093359	0.0238038	0.5397414	0.3325174	0.4006076	0.1783828	0.1618520	0.6567376	0.3980431	0.4043119	0.4163549	0.4890649	0.5849443	0.2364153	0.5640638	0.5008894	0.6017025	0.6207992	0.3596477	0.0364382	0.6943010	0.0216139	0.2058904	0.5817106	0.0212859	0.1719002	0.0664337	0.6513882	0.5728886	0.5002793	0.5846313	0.5121692	0.5277964	0.0194133	0.3703074	0.4052387	0.2475650	0.7264515	0.6227534
950	0.4790712	0.0363661	0.2885569	0.4350762	0.0270261	0.4515343	0.0759316	0.2336239	0.0324118	0.6874861	0.4497519	0.4666623	0.1946814	0.7196911	0.6475825	0.7862320	0.7179334	0.3773688	0.3025901	0.7161135	0.0885230	0.6861250	0.5373189	0.6271755	0.1965657	0.1846593	0.4351062	0.3222884	0.5769670	0.6259653	0.3368155	0.0037027	0.3300930	0.0185420	0.3088541	0.2497588	0.6439266	0.8076921	0.2620785	0.5837995	0.0204308	0.5460147	0.0180206	0.6682765	0.3674731	0.4223080	0.1864633	0.2025507	0.6749117	0.4505469	0.5163955	0.3586247	0.4815682	0.6206036	0.1778981	0.7725143	0.4135143	0.5162399	0.5758073	0.3657200	0.0574880	0.7200260	0.0365011	0.2191968	0.5571007	0.0159380	0.0982050	0.1365833	0.7053730	0.4145190	0.5351555	0.6502208	0.3831910	0.4525255	0.0334027	0.4000748	0.3678158	0.1982254	0.6896603	0.7587421
1000	0.5872811	0.0526689	0.3439428	0.3413437	0.0363474	0.4812321	0.1026965	0.3291341	0.0267247	0.5541988	0.5843579	0.5410834	0.1024615	0.6477093	0.6959535	0.6285196	0.7082549	0.5046301	0.2786752	0.7810701	0.0456643	0.6613411	0.6068027	0.6480521	0.2072362	0.0914145	0.3452893	0.3648657	0.6800170	0.6500533	0.4498623	0.0076340	0.1986704	0.0732849	0.4047545	0.1869087	0.6306313	0.6605421	0.2374972	0.4312943	0.0407319	0.5527407	0.0358557	0.4646933	0.3719463	0.4558092	0.2244261	0.1973406	0.7069301	0.4270563	0.4903297	0.3924787	0.5647456	0.6654712	0.1711745	0.6511817	0.3054488	0.4559122	0.5362633	0.3354847	0.0656365	0.8491214	0.0525222	0.2645316	0.4701377	0.0251866	0.1911109	0.1676695	0.6107989	0.5755126	0.4681421	0.5822724	0.5106913	0.4414884	0.0388204	0.3496900	0.3195245	0.1824160	0.7015203	0.7549029

0	0.5929927	0.0204971	0.3304773	0.4387645	0.0140215	0.3957553	0.0577633	0.3362021	0.0291732	0.6960223	0.3895856	0.5763496	0.2100962	0.7178004	0.6052220	0.6953403	0.7588515	0.4889483	0.3224391	0.8578283	0.0683343	0.6735061	0.5815873	0.7509322	0.2452614	0.1389299	0.3427987	0.3268054	0.6792231	0.6011726	0.4637963	0.0113248	0.3061991	0.0278379	0.1823608	0.1515069	0.7648072	0.5828710	0.3235966	0.5927336	0.0417477	0.4526188	0.0089968	0.5522088	0.3753487	0.3045045	0.1495968	0.1766042	0.6415696	0.4279707	0.4394563	0.5744045	0.5791842	0.6646769	0.3663606	0.7068014	0.4398608	0.5207337	0.5956706	0.3434219	0.0414251	0.7559928	0.0289003	0.2324698	0.4480180	0.0271008	0.1785794	0.0797790	0.6775371	0.5248900	0.4831655	0.5427861	0.5341582	0.5107255	0.0174340	0.4282240	0.5755455	0.1890126	0.7589497	0.6173297
50	0.5480945	0.0308465	0.3661851	0.5020625	0.0220428	0.4956533	0.2108340	0.5006064	0.0330348	0.6291142	0.3774757	0.5241862	0.0841255	0.4668392	0.7454352	0.6811018	0.6144917	0.3388533	0.3483767	0.6852316	0.4640080	0.7092217	0.6340835	0.7025910	0.2359697	0.0848299	0.4065195	0.3092999	0.6596694	0.5669375	0.3575985	0.0955580	0.2005583	0.0587079	0.2975738	0.1847566	0.7146546	0.4364940	0.1326530	0.3777031	0.0349186	0.3865391	0.0134729	0.6764728	0.5428015	0.4986544	0.1658671	0.1060638	0.5388015	0.3789815	0.5573583	0.3628281	0.5361797	0.7285179	0.3321546	0.7156357	0.3435164	0.4923653	0.5509358	0.5513587	0.0509694	0.7946760	0.1595518	0.2305416	0.4848195	0.0188161	0.2991314	0.0398052	0.6740252	0.5148991	0.3958865	0.6107452	0.5164354	0.5726736	0.0250339	0.3772374	0.4476452	0.1364511	0.8530679	0.6308338
100	0.5989163	0.0263784	0.2916353	0.6134025	0.0027633	0.4727364	0.2908852	0.3657404	0.0338721	0.6974237	0.4664613	0.5107096	0.1694640	0.3507041	0.7181434	0.8062306	0.7047667	0.4249211	0.2617075	0.7358107	0.5356154	0.7595923	0.5962386	0.6753162	0.1372406	0.1125841	0.3467393	0.2528278	0.6844574	0.6678478	0.4441299	0.1175884	0.2061653	0.0324507	0.3829309	0.1838866	0.6781969	0.4196235	0.1462858	0.3752566	0.1014200	0.2708405	0.0197627	0.5212334	0.5638278	0.3640803	0.1602535	0.0332577	0.5780119	0.3102204	0.3779767	0.4439495	0.5995151	0.6782734	0.2739769	0.6888721	0.3533977	0.4383805	0.5451664	0.5739298	0.0444840	0.7786733	0.1872746	0.2356774	0.5914702	0.0297085	0.3296474	0.0274567	0.5891263	0.5673134	0.4108381	0.5870008	0.6054622	0.5948102	0.0412904	0.3772265	0.3232122	0.1742321	0.6908523	0.6000261
150	0.6580495	0.0320190	0.2533375	0.6763764	0.0006007	0.4246110	0.2407612	0.5286430	0.0149088	0.7071224	0.4579878	0.5506667	0.4170572	0.5130436	0.6612018	0.5803599	0.6751437	0.5231346	0.3527255	0.7125941	0.6414277	0.6219808	0.5724536	0.6479636	0.1817978	0.1030420	0.3223630	0.3075086	0.6527118	0.7391209	0.4051425	0.0850760	0.3523812	0.0320429	0.2456823	0.1887273	0.7039470	0.3639681	0.1744980	0.3785637	0.0832768	0.4161196	0.0258129	0.4427632	0.6372952	0.3041594	0.1371159	0.0225560	0.5551757	0.2468551	0.4342911	0.3927303	0.5886788	0.6596133	0.3249138	0.6286649	0.3829931	0.5776553	0.7066345	0.6722884	0.0265305	0.7154598	0.2167088	0.3427255	0.6117147	0.0446408	0.3128016	0.0110368	0.6936015	0.5606223	0.4669179	0.6204099	0.5348766	0.5394719	0.0278821	0.4136691	0.3413421	0.1994968	0.6557837	0.6090965
200	0.4053973	0.0372112	0.4146375	0.6348920	0.0003001	0.4489471	0.2898794	0.5058732	0.0332600	0.7615186	0.4380635	0.4728574	0.4620756	0.4128818	0.6956721	0.6895102	0.7130412	0.4841703	0.2980060	0.9033413	0.6700187	0.6687758	0.6069155	0.7169390	0.1966480	0.1124091	0.3877119	0.3305361	0.7110607	0.7108151	0.3797963	0.1081150	0.3988023	0.0470687	0.3461535	0.1599229	0.6700542	0.3533629	0.1286052	0.4313318	0.0648026	0.2821100	0.0070842	0.4922397	0.6453662	0.2740884	0.1432199	0.0397516	0.5063290	0.2577186	0.5224641	0.5283745	0.5605888	0.6883507	0.3929951	0.7400858	0.4186266	0.6102666	0.7981087	0.7495012	0.0765043	0.7671049	0.1885831	0.1981541	0.6101152	0.0247150	0.3285149	0.0127490	0.5477816	0.5976110	0.6132032	0.6164749	0.5769206	0.4761218	0.0244979	0.3865435	0.2745767	0.1810912	0.7166223	0.6513251
250	0.3978021	0.0400131	0.3330327	0.6598752	0.0001200	0.5712122	0.2967378	0.4770918	0.0411871	0.6818471	0.4774173	0.4942956	0.5371815	0.3550891	0.5705877	0.7524407	0.5448417	0.3876098	0.3954686	0.7391482	0.5425002	0.6126357	0.7225573	0.6927782	0.1053279	0.1223243	0.3581574	0.3723012	0.6196477	0.6713405	0.3917714	0.0612544	0.4343026	0.0257157	0.2150957	0.1298530	0.6024770	0.5055289	0.1329151	0.3020320	0.0894514	0.4482404	0.0009807	0.4871254	0.7135477	0.3379824	0.2371270	0.0167575	0.5177525	0.3077686	0.4438288	0.5550813	0.6352700	0.4850255	0.2434678	0.5188980	0.4866793	0.6165608	0.6640270	0.6394509	0.0640274	0.8256198	0.1657792	0.2240759	0.5568424	0.0105700	0.2683705	0.0310388	0.5874477	0.7180854	0.5132755	0.7341847	0.4806977	0.5956418	0.0356657	0.4072070	0.2951056	0.2081325	0.7015020	0.7433738
300	0.4599170	0.0520722	0.4152056	0.5922615	0.0007882	0.4011970	0.3532229	0.5115325	0.0517823	0.7211991	0.3815691	0.4411495	0.5111910	0.3766251	0.6431416	0.7224439	0.6032009	0.4800074	0.2182465	0.6781755	0.5634042	0.7663128	0.6755387	0.7038568	0.1724940	0.1646830	0.3418426	0.3696937	0.7214384	0.5830551	0.4263050	0.1313765	0.3660016	0.0347981	0.3287593	0.1502950	0.7412351	0.4921357	0.2136511	0.3406482	0.1102911	0.4293464	0.0035890	0.5027729	0.6700830	0.3544099	0.1741751	0.0245798	0.5061196	0.2744259	0.4785532	0.3006331	0.6271101	0.6651407	0.2572026	0.6788292	0.2898014	0.4713078	0.6098142	0.6998089	0.0747191	0.7047914	0.1372675	0.2983454	0.6312681	0.0184089	0.2809158	0.0043593	0.5489608	0.7442590	0.4383091	0.6699528	0.5085700	0.4381782	0.0352574	0.3631400	0.2625624	0.2567816	0.5304002	0.7219415
350	0.6293029	0.0401948	0.3330264	0.5884739	0.0003882	0.5422787	0.3906867	0.4181563	0.0281689	0.6451153	0.4342343	0.4884404	0.5503377	0.3972177	0.6950402	0.7957290	0.5787855	0.3580842	0.3160973	0.7017613	0.6937027	0.8182009	0.6778782	0.6367589	0.1184205	0.1213017	0.2514393	0.3190038	0.6799081	0.6429410	0.4487929	0.1034030	0.3743033	0.0378319	0.3560726	0.1510513	0.7080675	0.4728797	0.1229982	0.2511057	0.1392567	0.4664436	0.0056393	0.4757901	0.5961860	0.3451262	0.2211168	0.0198552	0.5834926	0.2623712	0.3080534	0.3311824	0.5856945	0.6221715	0.2349684	0.7544975	0.3557060	0.6445569	0.6350545	0.7081191	0.0805160	0.7837342	0.1919520	0.2466835	0.5084439	0.0183609	0.2353562	0.0171149	0.6241449	0.6320167	0.5945188	0.5824009	0.5242594	0.4823105	0.0261303	0.4186081	0.2457778	0.1902685	0.6044587	0.5210789
400	0.6983152	0.0105469	0.3858989	0.5280652	0.0013581	0.4515186	0.3095786	0.4019462	0.0289667	0.7310177	0.4119682	0.3949456	0.4234964	0.3953303	0.5525919	0.6041006	0.6985646	0.3842774	0.3026550	0.7375891	0.5894312	0.6280163	0.5750561	0.6332673	0.1685175	0.1535887	0.3259628	0.4513420	0.6239062	0.5517170	0.4727030	0.0851599	0.3605291	0.0361388	0.3986539	0.2176261	0.6712907	0.4260856	0.1632539	0.4125046	0.1412070	0.3013619	0.0085928	0.5832322	0.7376786	0.4396265	0.2606725	0.0078168	0.5593979	0.3338211	0.4737886	0.3099977	0.5154689	0.7088465	0.3383106	0.7052021	0.4318281	0.5968896	0.6080496	0.7201534	0.0505416	0.7533375	0.1721500	0.2543676	0.5508682	0.0148916	0.2739129	0.0166798	0.5924849	0.4155212	0.5518217	0.6112531	0.5580281	0.5418376	0.0434044	0.4692546	0.2982020	0.1623939	0.6474712	0.5867255
450	0.6893878	0.0513071	0.2773507	0.5185193	0.0003065	0.4727426	0.3786424	0.4460082	0.0582869	0.8064084	0.3957124	0.4245250	0.3512738	0.4352099	0.6646908	0.5657410	0.6803711	0.4831785	0.3624748	0.7430139	0.5605395	0.6664041	0.5805892	0.7399363	0.2205905	0.0982931	0.3712080	0.2582122	0.6581957	0.7139699	0.3924115	0.1018854	0.3844832	0.0674791	0.3493508	0.1282882	0.7759803	0.4017194	0.1526341	0.4383289	0.1300188	0.4618113	0.0096554	0.5139151	0.6118962	0.4788858	0.1772568	0.0121214	0.5092156	0.2230155	0.5184178	0.3840927	0.5183498	0.7223852	0.2904087	0.6415515	0.4121653	0.5250976	0.6989281	0.6532082	0.0609825	0.7175226	0.1475426	0.1904596	0.6650388	0.0089932	0.3081749	0.0167851	0.6179143	0.5357179	0.4349237	0.7163148	0.4819193	0.4246963	0.0208898	0.3056123	0.2618802	0.2042940	0.7224892	0.5662320
500	0.7740385	0.0268357	0.2318038	0.5606918	0.0011065	0.3505048	0.2984033	0.4450748	0.0330982	0.8212743	0.3565363	0.5306455	0.3497991	0.4167909	0.6202523	0.7273285	0.7310441	0.4733087	0.2872271	0.7507896	0.6311214	0.8907365	0.6526627	0.6278444	0.1773739	0.1217934	0.3181908	0.3204780	0.7518475	0.7160453	0.4297005	0.1265918	0.5340006	0.0549777	0.3303608	0.1396813	0.6598093	0.3694226	0.1744407	0.4620836	0.1595000	0.4513071	0.0126876	0.4245458	0.6054588	0.4758637	0.1877815	0.0317907	0.5669856	0.2438370	0.4407592	0.3123829	0.5977809	0.6221991	0.3018405	0.6547583	0.3378743	0.5729162	0.7612598	0.6864520	0.0785034	0.6962397	0.1275516	0.1762574	0.6450176	0.0309468	0.2808935	0.0096014	0.7055637	0.4511043	0.4735186	0.7058243	0.5619204	0.4846294	0.0307051	0.3488514	0.2972870	0.2132639	0.7237828	0.5500198
550	0.5143485	0.0567314	0.3303924	0.3904841	0.0095100	0.4237683	0.1681297	0.2628784	0.0456041	0.7913116	0.3575334	0.4145362	0.4317578	0.6447847	0.6949589	0.6140545	0.6344601	0.4355992	0.3637617	0.6625043	0.1874954	0.7599947	0.5225728	0.7088559	0.1413242	0.0929069	0.3470816	0.4240087	0.7316632	0.6266871	0.4094139	0.0190902	0.4725669	0.0388438	0.2253047	0.1515556	0.6569294	0.5665724	0.3128240	0.5063612	0.0766905	0.4176013	0.0130344	0.4031008	0.4942989	0.4858804	0.1568274	0.1412478	0.7548008	0.3006176	0.5017747	0.3900724	0.5439383	0.6098529	0.2996961	0.5750370	0.3024165	0.5671294	0.6078068	0.4389234	0.0583745	0.5461665	0.0788191	0.2095595	0.5797666	0.0432711	0.1806453	0.0410068	0.5566679	0.6171630	0.5110532	0.5648376	0.4358643	0.4543318	0.0198703	0.3991786	0.3472746	0.1326329	0.7400960	0.5255794
600	0.5360305	0.0294846	0.3459183	0.4070590	0.0168931	0.4485730	0.1031535	0.2366671	0.0706246	0.7370329	0.3926043	0.5897732	0.3896381	0.6464318	0.5920317	0.6849358	0.6849876	0.5378832	0.3631967	0.7103082	0.1438550	0.6423929	0.5190107	0.8372263	0.2126452	0.1391545	0.3903481	0.3117739	0.7026242	0.6935275	0.4688037	0.0099560	0.3536149	0.0192583	0.1981705	0.2415376	0.8667452	0.5705735	0.3077632	0.5137535	0.0789786	0.5189614	0.0152944	0.4196731	0.4606666	0.3612238	0.1896280	0.1602664	0.7309930	0.4404890	0.4843749	0.5478059	0.4931868	0.6272904	0.2016066	0.7042047	0.3210957	0.5427203	0.5708061	0.4029069	0.0738184	0.6016488	0.0697395	0.2294201	0.5780274	0.0129085	0.1455224	0.0873698	0.6408680	0.5663197	0.4979514	0.5183408	0.4736498	0.5590248	0.0266401	0.4355272	0.4059743	0.1854454	0.6942754	0.7613943
650	0.5847170	0.0272252	0.3525691	0.4365690	0.0159745	0.4487129	0.0778706	0.2669006	0.0219470	0.6904055	0.4691244	0.4622210	0.2163206	0.8531579	0.5221092	0.7984842	0.6737180	0.4602764	0.3449252	0.6986472	0.0769109	0.5712489	0.6556205	0.6253020	0.1527687	0.0971897	0.3661352	0.3650863	0.7157224	0.7054469	0.4520178	0.0199024	0.3365928	0.0500582	0.2731018	0.1920946	0.6881875	0.6205161	0.3292959	0.5444338	0.0445394	0.5680321	0.0030269	0.4973163	0.4676428	0.2644951	0.1951681	0.1727888	0.6819094	0.3953516	0.4314735	0.3430894	0.5813736	0.6040117	0.2376098	0.8170894	0.4816916	0.6085331	0.5344459	0.4394119	0.0837040	0.7525467	0.0684834	0.2719241	0.5074864	0.0171985	0.1601604	0.1087171	0.6779889	0.5186306	0.4110789	0.6073678	0.5191285	0.4361536	0.0458666	0.4638172	0.5127849	0.1526516	0.6863683	0.6004710
