"Time"	G1	G10	G20	G2	G17	G16	G4	G9	G8	G18	G94	G11	G95	G98	G7	G46	G6	G100	G36	G37	G38	G34	G3	G56	G35	G5	G19	G15	G14	G12	G49	G39	G41	G44	G22	G21	G50	G13	G52	G53	G51	G55	G42	G40	G45	G54	G61	G47	G43	G48	G57	G72	G67	G60	G59	G99	G58	G80	G84	G83	G89	G82	G81	G79	G88	G78	G77	G85	G75	G90	G91	G86	G69	G93	G92	G87	G68	G96	G97	G63	G27	G26	G25	G23	G24
250	0.6210559	0.0644582	0.6785210	0.0716977	0.2527171	0.2640244	0.6151597	0.2274330	0.0002222	0.4349189	0.5852238	0.0858975	0.3834345	0.2049525	0.4980274	0.3010077	0.2607219	0.8162069	0.5008575	0.5794827	0.4911304	0.3363827	0.6575859	0.7483066	0.0269328	0.1059673	0.5069390	0.1989102	0.6892548	0.6740237	0.3446042	0.4152425	0.2877458	0.3475739	0.0243336	0.3593171	0.2374012	0.0002606	0.6036979	0.1946146	0.7903808	0.6024827	0.6233226	0.0012147	0.0031957	0.0661386	0.4477171	0.4357880	0.4554172	0.5367103	0.3322986	0.5312925	0.7419309	0.0615966	0.6313634	0.6894959	0.2325633	0.4338658	0.0410130	0.5458792	0.1402236	0.2341997	0.1268086	0.0133406	0.3704305	0.0029377	0.5443242	0.0757118	0.0111646	0.6770546	0.1524363	0.1933194	0.3239010	0.4321598	0.5970119	0.6096004	0.4225521	0.7057020	0.7375250	0.6882334	0.4681224	0.0871849	0.0131332	0.7214460	0.6931662
300	0.7031935	0.1180450	0.7045736	0.0667226	0.1612189	0.2778662	0.6716268	0.2000896	0.0012036	0.4999591	0.5285322	0.0841339	0.2859382	0.2035787	0.4998816	0.2619709	0.1495634	0.7356515	0.5067660	0.7037718	0.4759658	0.2819341	0.4981431	0.7453849	0.0259115	0.0986766	0.5838467	0.2897171	0.8105853	0.7001244	0.2794927	0.2942847	0.2318151	0.3930237	0.0759105	0.4042206	0.2552037	0.0051640	0.6048998	0.1907840	0.7198772	0.6685717	0.6349971	0.0114839	0.0152746	0.0808437	0.3961146	0.5194387	0.5714367	0.7350332	0.4342448	0.5523015	0.6573885	0.0666645	0.7625013	0.7591498	0.2132339	0.3841629	0.0684398	0.5141303	0.1653951	0.2541264	0.1668926	0.0020506	0.5138339	0.0016672	0.4496076	0.0734087	0.0167902	0.6929536	0.1649810	0.1862328	0.4841816	0.3959135	0.6933142	0.5389875	0.4127676	0.7256601	0.7022687	0.6730910	0.4405270	0.0756404	0.0124878	0.6747195	0.7613220
350	0.6612155	0.1045877	0.5524345	0.1018857	0.1579259	0.2782588	0.5397331	0.2542525	0.0010268	0.4933605	0.5320460	0.0454393	0.3200452	0.2126591	0.4256063	0.2669479	0.2428799	0.6271158	0.4306506	0.8341563	0.5469241	0.3083662	0.5097738	0.6513981	0.0160869	0.0356493	0.5880052	0.2310083	0.7378096	0.7825998	0.2364548	0.2940655	0.2524297	0.4096755	0.0502464	0.3651243	0.2700425	0.0123551	0.8163597	0.1773869	0.8038309	0.6586707	0.6420649	0.0015973	0.0103279	0.0875645	0.3316494	0.4558161	0.4556187	0.7119500	0.3456810	0.4191197	0.8006900	0.0794601	0.6873216	0.7678168	0.3572669	0.4448559	0.0517589	0.4973883	0.1725959	0.2593339	0.2352436	0.0010596	0.3967499	0.0008424	0.4459497	0.0591653	0.0142244	0.6663411	0.1718504	0.2109132	0.4199306	0.4739508	0.6389727	0.5491664	0.4551245	0.7085602	0.6285192	0.5991831	0.4647980	0.0900815	0.0367284	0.7552216	0.8056427
400	0.5801368	0.1166319	0.4553681	0.1169903	0.1482979	0.3313421	0.6124040	0.2148070	0.0066351	0.5132389	0.6297891	0.0489540	0.4032235	0.2323917	0.4086130	0.2610393	0.1526707	0.6657532	0.4562257	0.6902711	0.5372765	0.2393495	0.5533214	0.6445109	0.0136940	0.0688177	0.4938136	0.2283029	0.6072594	0.7773314	0.3421059	0.2777516	0.2215235	0.4052949	0.0639029	0.3997451	0.3501297	0.0066175	0.6000618	0.1914418	0.5891179	0.5142000	0.6496506	0.0013296	0.0028823	0.0841127	0.4025195	0.4191266	0.4884407	0.7233431	0.4292842	0.5067333	0.6133703	0.0892178	0.6729637	0.7339498	0.3350617	0.4489267	0.0767388	0.4441155	0.1401058	0.2898166	0.1739468	0.0079699	0.4473291	0.0042109	0.5212383	0.0513003	0.0102027	0.6786624	0.2423222	0.1545344	0.3462623	0.4312639	0.5723477	0.4941866	0.4449490	0.6699778	0.8594305	0.6779379	0.5476160	0.1303295	0.0067927	0.7452714	0.7215688
450	0.6362576	0.1466536	0.6299563	0.1329333	0.2298242	0.2719682	0.6026948	0.1328246	0.0039165	0.5132980	0.6012045	0.0650625	0.3040748	0.2327318	0.4381425	0.2694006	0.1948767	0.7457470	0.5062705	0.7411707	0.6205806	0.3119323	0.5749974	0.5018862	0.0176822	0.0846406	0.5205561	0.2152136	0.7213904	0.7069933	0.2991865	0.2049243	0.2454118	0.3086307	0.1012449	0.3834262	0.3296118	0.0015554	0.6103235	0.2347562	0.7162565	0.6281670	0.5695965	0.0002597	0.0129360	0.0920592	0.3463478	0.4065056	0.4297529	0.6793255	0.3728650	0.5386890	0.7257036	0.0535816	0.7583060	0.7530217	0.3228485	0.5025539	0.0586398	0.4056662	0.1978721	0.2864986	0.2252474	0.0193162	0.5657498	0.0062287	0.4428901	0.0806972	0.0181739	0.7374751	0.2033000	0.2054166	0.4027208	0.4438644	0.7807395	0.5802900	0.3984690	0.7571322	0.8091050	0.6145392	0.5529045	0.0773846	0.0050005	0.7996276	0.7917990
500	0.6327422	0.1419808	0.5202401	0.1071048	0.2182186	0.3129158	0.5552358	0.2258505	0.0022969	0.4884638	0.5315846	0.0676060	0.3846590	0.2099446	0.5341531	0.2756882	0.1574727	0.6576707	0.4481521	0.6100644	0.4385324	0.3511245	0.6226320	0.6520446	0.0122867	0.0766480	0.5295584	0.2458221	0.6957934	0.7520243	0.4361060	0.2492703	0.2063984	0.3128714	0.0675103	0.2933253	0.3383613	0.0139350	0.5852887	0.1178051	0.6144789	0.5767188	0.4881853	0.0017461	0.0008277	0.0881796	0.4349057	0.4572508	0.4839532	0.8445854	0.3461353	0.4164504	0.5365614	0.0719341	0.5847908	0.7334086	0.2797909	0.4688404	0.0636981	0.5341245	0.1003078	0.2260412	0.1930771	0.0123774	0.5266615	0.0000000	0.4960792	0.0830008	0.0227785	0.8244145	0.1740459	0.1324165	0.4512788	0.3426959	0.6318619	0.4630957	0.4658889	0.7547069	0.8720872	0.7703375	0.4214727	0.1425415	0.0279504	0.7745815	0.8100919
550	0.6447845	0.2042930	0.5918899	0.4398091	0.1752229	0.3327984	0.3682294	0.0814244	0.0045641	0.5848632	0.6907186	0.0427891	0.3881706	0.6187591	0.1980220	0.3898487	0.3589600	0.6630033	0.4249170	0.6315928	0.5799335	0.5091501	0.5362314	0.6235993	0.0060722	0.0990988	0.5023858	0.1889484	0.6562847	0.7377004	0.3396197	0.2231170	0.2329571	0.1886726	0.0668699	0.3153841	0.6158650	0.1399788	0.5513278	0.3104909	0.6918778	0.3207449	0.4842538	0.0029856	0.0016999	0.1644781	0.2248495	0.3585563	0.4373407	0.7224115	0.3539103	0.5732633	0.6544178	0.0486074	0.6582831	0.6874597	0.3222213	0.7769278	0.0434018	0.5519665	0.2451375	0.0627861	0.2333536	0.0067324	0.3720467	0.0068109	0.4343817	0.3924003	0.2666584	0.7921153	0.2227470	0.2407003	0.1977185	0.3846456	0.3779429	0.5618731	0.4830696	0.7418128	0.5544299	0.6594928	0.1452662	0.2752731	0.0200516	0.6758929	0.7120294
600	0.6746782	0.1530412	0.5625936	0.3891512	0.1464716	0.2853235	0.2523491	0.0396216	0.0039005	0.4825623	0.8470466	0.0564082	0.4732742	0.6249282	0.1143051	0.5755805	0.3918489	0.6271333	0.4729265	0.6845941	0.5572057	0.7198644	0.3441433	0.5447090	0.0096487	0.1325141	0.5428178	0.2633876	0.7000016	0.6388440	0.3142896	0.2353712	0.2095185	0.2933734	0.0559708	0.2610160	0.8245883	0.1661456	0.5360621	0.2458892	0.7060213	0.2591597	0.3627583	0.0303777	0.0049196	0.3505443	0.1105029	0.3839571	0.3986834	0.7447956	0.6034679	0.6200922	0.7338682	0.1070273	0.5745778	0.8188863	0.3455226	0.6943227	0.0539948	0.5385963	0.2832381	0.0110478	0.2860622	0.0183304	0.3746501	0.0172065	0.5103015	0.4262918	0.3758524	0.8261868	0.2538406	0.2556302	0.0909653	0.3258097	0.2815755	0.4734184	0.6574993	0.7594963	0.5090266	0.6055900	0.0850931	0.2250337	0.0129790	0.7791269	0.5743614
650	0.6018609	0.2201032	0.5347317	0.4711826	0.2125097	0.3321427	0.2846843	0.0522784	0.0029946	0.4653023	0.7396617	0.0656769	0.4134660	0.7169041	0.0865075	0.5193563	0.3011264	0.6761519	0.3733970	0.7314022	0.6833022	0.6346295	0.4755321	0.5775759	0.0185971	0.1180633	0.4093792	0.2917467	0.6799209	0.7042498	0.3165781	0.2660144	0.1665480	0.3602276	0.0531177	0.2466938	0.6865908	0.1804366	0.6223191	0.2123253	0.5639447	0.1517811	0.4134699	0.0879671	0.0075444	0.3042711	0.0227749	0.3516078	0.4244017	0.7510663	0.4549366	0.6175358	0.6722646	0.1313267	0.7177484	0.6669658	0.4184461	0.8456271	0.0437551	0.4592560	0.3599070	0.0038029	0.3599507	0.0114884	0.4312927	0.0056210	0.4981919	0.4537357	0.3820068	0.7897003	0.1833705	0.1945942	0.0538738	0.3657923	0.3645511	0.5004950	0.6283803	0.6673324	0.4613801	0.4832590	0.0955724	0.3397517	0.0084671	0.6762791	0.6440243
700	0.6869046	0.1978601	0.5475086	0.3283290	0.1703824	0.3049668	0.2554891	0.0088989	0.0053670	0.5152233	0.7890091	0.0867869	0.4606287	0.6227802	0.1305709	0.6243296	0.4488923	0.6299940	0.4942882	0.7051406	0.6286236	0.6167456	0.4815943	0.6170856	0.0111096	0.1061208	0.3558585	0.2021176	0.5801867	0.5689864	0.3279644	0.1450236	0.1694890	0.5991384	0.0770294	0.3731596	0.6586125	0.1791808	0.5117863	0.2577020	0.6837454	0.1174029	0.2259242	0.0847666	0.0088546	0.3830532	0.0348753	0.4053786	0.3698886	0.7879954	0.3612888	0.6075848	0.7434496	0.1102045	0.7819805	0.7005717	0.3644599	0.7605856	0.0301333	0.5724258	0.5707020	0.0107368	0.4024769	0.0388839	0.3901349	0.0169027	0.4752601	0.4067630	0.2780912	0.6892351	0.2534914	0.1824011	0.0326250	0.2895858	0.3783245	0.4736682	0.5597702	0.6910179	0.4547033	0.5932433	0.0589072	0.2959352	0.0068237	0.7132896	0.6004487
750	0.7562378	0.1376963	0.5197225	0.3320214	0.2235950	0.2773138	0.2908864	0.0605269	0.0007439	0.5286323	0.8542855	0.1109227	0.4604821	0.6959145	0.0975658	0.5706146	0.4720747	0.7040792	0.4925287	0.6808407	0.6920097	0.7368169	0.4988653	0.5449304	0.0471278	0.1181667	0.4359932	0.1549591	0.5867663	0.7323572	0.3223822	0.1298745	0.1827174	0.4349885	0.0887682	0.2485420	0.6694411	0.1562204	0.4372817	0.3132152	0.6942008	0.1748039	0.3423524	0.0338052	0.0152641	0.3889381	0.0290743	0.4098967	0.3245183	0.7549195	0.3411963	0.6092205	0.6653719	0.0661124	0.7139962	0.7123260	0.5253478	0.5676207	0.0666556	0.5553755	0.5194082	0.0024545	0.4133465	0.0025004	0.4917181	0.0056641	0.5426353	0.3226957	0.4740387	0.6476781	0.2410328	0.2342943	0.0336670	0.4794273	0.4166352	0.4264591	0.6071924	0.6621456	0.5524195	0.5516226	0.0521283	0.3122075	0.0165785	0.6486681	0.6737709
800	0.6311465	0.1751866	0.7231239	0.3100568	0.1565395	0.2952154	0.3051718	0.0348325	0.0091865	0.5161491	0.7210295	0.0744849	0.4471612	0.6828669	0.1132862	0.4295125	0.4315135	0.5668451	0.4303597	0.6937614	0.6402049	0.6967838	0.4238951	0.5272051	0.0134700	0.1310323	0.4756445	0.1860788	0.6534568	0.7520918	0.3361378	0.2314952	0.1096387	0.4726934	0.0710965	0.2798969	0.6609998	0.1669862	0.4718611	0.3494088	0.6228300	0.1699938	0.3110137	0.0639357	0.0033922	0.3652219	0.0618788	0.4418025	0.3578984	0.6657624	0.4103459	0.6605859	0.6793323	0.0923171	0.6544160	0.6866384	0.3360947	0.6737815	0.0580938	0.5452214	0.4396257	0.0075086	0.3827760	0.0031238	0.3713409	0.0177556	0.5293725	0.3721504	0.3294847	0.6133577	0.3071540	0.1710126	0.0301510	0.3956017	0.2820369	0.4403245	0.6336593	0.6829854	0.4828947	0.6940693	0.0630801	0.3845413	0.0163422	0.6751338	0.6852746
850	0.7180686	0.1046794	0.6865077	0.3628859	0.1745548	0.2140737	0.2936994	0.0295961	0.0008947	0.4052655	0.5716295	0.1195670	0.3616717	0.7302744	0.1010747	0.5122323	0.5117948	0.6272217	0.4924859	0.7260390	0.5905728	0.7123731	0.4898380	0.5093381	0.0140879	0.1169460	0.3765837	0.2636358	0.6349238	0.7644753	0.3397242	0.1287320	0.1812823	0.5578007	0.0763850	0.2982600	0.6628815	0.2203730	0.4035707	0.2720988	0.6188274	0.1930420	0.3376380	0.0630424	0.0047662	0.3958274	0.0464199	0.5118954	0.3670040	0.6406937	0.4834112	0.6899240	0.6587060	0.0773496	0.7400177	0.5781026	0.3125415	0.7250245	0.0539280	0.5039328	0.4107996	0.0075454	0.4429686	0.0112137	0.4970426	0.0040056	0.4994320	0.4310677	0.4266962	0.7125648	0.2640867	0.1983045	0.0152726	0.4121223	0.3417346	0.4617698	0.4609838	0.7873809	0.5044504	0.5951781	0.0765413	0.3116759	0.0111232	0.7353891	0.6213764
900	0.6485078	0.2012923	0.6604973	0.3443380	0.2220107	0.3039823	0.2527067	0.0309554	0.0063333	0.5150675	0.6148956	0.1319679	0.4385134	0.7853216	0.1047847	0.6837463	0.4107161	0.6359471	0.4817799	0.6828613	0.6692469	0.7620228	0.4980869	0.4845408	0.0303253	0.1137514	0.3729191	0.2401688	0.5895349	0.5859874	0.2728981	0.1558580	0.1154478	0.5201321	0.0460391	0.3423398	0.7040137	0.1221534	0.4196878	0.3514357	0.5624231	0.1803004	0.3424586	0.0716819	0.0054116	0.4756846	0.0399970	0.3380806	0.3130297	0.7056841	0.3514805	0.7128957	0.7496811	0.0413558	0.6332128	0.7186290	0.3504854	0.6355973	0.0412072	0.5918242	0.4232225	0.0361639	0.5173134	0.0034689	0.3616782	0.0029218	0.3612277	0.4925923	0.3496475	0.5876828	0.2271313	0.1683129	0.0123986	0.4259259	0.3605853	0.4863014	0.5138254	0.7705848	0.6635328	0.5787078	0.0635454	0.2157150	0.0167693	0.7415684	0.5897446
950	0.6025132	0.1571335	0.7247133	0.3588624	0.2800647	0.2540723	0.2122481	0.0638104	0.0016649	0.4749513	0.6573436	0.0906338	0.4909827	0.6979597	0.0955488	0.6359311	0.4282022	0.6693915	0.3939220	0.6547635	0.5833320	0.6928049	0.5164395	0.5258530	0.0119642	0.1642851	0.4288677	0.2089906	0.7553475	0.5861851	0.2667800	0.1143565	0.1504126	0.5471059	0.0715234	0.3394534	0.6026508	0.1878199	0.3059384	0.2720071	0.5575134	0.1461633	0.3442227	0.0530180	0.0155715	0.3583771	0.0157792	0.4368953	0.3119495	0.6645556	0.3715270	0.6837506	0.7076386	0.1014931	0.7853459	0.7989589	0.3721776	0.6726195	0.0448327	0.4946239	0.4520331	0.0075869	0.3222393	0.0329702	0.4437692	0.0287381	0.3715897	0.3424772	0.4007013	0.7400830	0.2667376	0.2250898	0.0107471	0.3767879	0.3667256	0.5103902	0.6025679	0.7933492	0.5718401	0.7084875	0.0584075	0.2156688	0.0265180	0.5931702	0.6040493
1000	0.6862856	0.1598167	0.5826051	0.5256551	0.1817195	0.2442015	0.2811097	0.0068322	0.0000415	0.3658429	0.7673643	0.0867351	0.3826525	0.6353913	0.0818986	0.5505557	0.3673670	0.7100702	0.4264511	0.6106066	0.6250418	0.7399761	0.4058836	0.4534239	0.0215855	0.1102728	0.4409668	0.2199049	0.7350928	0.6239556	0.2392075	0.1074585	0.1486365	0.4700394	0.1071726	0.3547766	0.6510520	0.2172307	0.3692458	0.3585009	0.5279316	0.2097132	0.3195542	0.0398776	0.0071297	0.4843660	0.0187498	0.3297417	0.2374232	0.7207512	0.4498930	0.7008253	0.8998575	0.0725185	0.6580960	0.5853519	0.3590574	0.7215255	0.0367964	0.4498143	0.3879721	0.0280079	0.3597575	0.0273510	0.4380513	0.0171987	0.3966628	0.4319188	0.4116563	0.6802729	0.2750486	0.1467187	0.0346383	0.4762126	0.2996925	0.3778441	0.6257566	0.6501543	0.4681648	0.5575704	0.0532195	0.2998700	0.0224082	0.7663666	0.6911261

0	0.7140570	0.1817590	0.6502149	0.2979617	0.2836528	0.3026940	0.2959228	0.0118768	0.0006416	0.6069430	0.6581785	0.0371335	0.4165754	0.6955031	0.0769501	0.6273332	0.3789386	0.6324142	0.5056295	0.7265487	0.6804982	0.6565503	0.4578368	0.6410489	0.0187728	0.1198970	0.4710621	0.2737104	0.6538501	0.7059209	0.1075301	0.1172779	0.1494927	0.4775916	0.0783253	0.2801095	0.6521309	0.1753625	0.3386917	0.2772989	0.7456874	0.1694523	0.3586158	0.0468760	0.0071553	0.3394813	0.0264077	0.4271433	0.3392984	0.6914491	0.3192777	0.7119157	0.7289336	0.0859462	0.7324992	0.8067254	0.3470304	0.7473963	0.0483795	0.5499936	0.4881509	0.0082112	0.4036938	0.0052147	0.4681191	0.0309772	0.3729848	0.3502931	0.3904285	0.8438354	0.2145806	0.1576486	0.0300499	0.4124468	0.3990575	0.5119469	0.6283418	0.7110910	0.5488267	0.6633234	0.0981640	0.2526351	0.0248275	0.6163670	0.8032105
50	0.5971694	0.1377263	0.5942492	0.1098843	0.1038370	0.2647278	0.4614130	0.5545910	0.0005164	0.4163907	0.5732759	0.0885339	0.6388479	0.9235198	0.0960530	0.4711299	0.2432556	0.6410426	0.5015486	0.7137479	0.5573977	0.4507999	0.5090068	0.7608689	0.0279438	0.1114194	0.4565115	0.2045669	0.7050139	0.5143464	0.2867906	0.0969937	0.1284831	0.4597775	0.0821855	0.2572972	0.6672244	0.1327948	0.5277795	0.2340090	0.6435082	0.1215774	0.1821969	0.0569640	0.0060523	0.3127526	0.0317586	0.3857152	0.3658922	0.7394935	0.3143504	0.6309120	0.6317346	0.1730555	0.6223324	0.7660294	0.2384147	0.8250826	0.3376479	0.5991710	0.4764519	0.0103915	0.3582001	0.0172005	0.4152925	0.0250534	0.4533689	0.3687771	0.3586465	0.7515748	0.1500785	0.2095541	0.3704180	0.3442707	0.3696908	0.4161356	0.3147320	0.4677198	0.5937446	0.5920631	0.0715872	0.1614971	0.0160253	0.7969224	0.6784741
100	0.7475362	0.1798052	0.4981521	0.0464862	0.1698006	0.2974948	0.3855227	0.5942134	0.0022241	0.4676212	0.6954375	0.1121067	0.3772922	0.5833330	0.0662088	0.6329703	0.2039223	0.7263985	0.5066010	0.7298521	0.6220387	0.3299351	0.4228980	0.5604976	0.0114692	0.1301212	0.4397450	0.2099318	0.6776921	0.6891118	0.1807030	0.1179408	0.1181111	0.5229689	0.0624640	0.3214543	0.5710418	0.1445111	0.6391091	0.2184486	0.6373844	0.1257870	0.0722326	0.0681668	0.0028301	0.3680690	0.0222642	0.4424197	0.3424625	0.8100563	0.3266405	0.7150635	0.7916878	0.2119591	0.6716666	0.6288322	0.5053231	0.8696308	0.5382984	0.5097192	0.6609567	0.0285390	0.4608794	0.0080617	0.4572938	0.0148564	0.5971459	0.3945063	0.4148503	0.7054286	0.1573286	0.1642589	0.3771450	0.3020344	0.3482688	0.4709983	0.2302278	0.3245488	0.6031108	0.5761656	0.0735978	0.1140237	0.0168767	0.6168344	0.7374773
150	0.6582678	0.1454673	0.5931374	0.0274194	0.1186228	0.2855650	0.4063041	0.5229422	0.0053989	0.4772364	0.6820768	0.1690264	0.3930417	0.6773143	0.0682761	0.5910207	0.2790446	0.5781721	0.3934222	0.6582475	0.5662586	0.3520122	0.4625129	0.5376631	0.0115016	0.1766079	0.5073429	0.2339512	0.7518345	0.5489574	0.1517030	0.1760733	0.1399442	0.4198128	0.0775916	0.2543954	0.6322648	0.1216084	0.4765522	0.2625128	0.6446124	0.2108310	0.0360453	0.0768608	0.0046584	0.3593638	0.0117588	0.4498077	0.3530817	0.7226872	0.3163870	0.6335648	0.7219771	0.2428778	0.6834003	0.7028598	0.3703749	0.6556637	0.4801899	0.4673971	0.6755332	0.0088690	0.4527784	0.0041826	0.4580235	0.0120565	0.3900714	0.3718695	0.4528440	0.7808530	0.0933552	0.1940725	0.3592794	0.3646155	0.4789977	0.5607013	0.1804444	0.4749628	0.5762347	0.5268722	0.0738451	0.0901074	0.0337576	0.6351652	0.8704044
200	0.6887220	0.1899653	0.5193816	0.0237741	0.1826453	0.2242270	0.3521438	0.5881380	0.0092078	0.4675836	0.7227129	0.1379782	0.4198950	0.6225672	0.0875207	0.5214084	0.1984046	0.8161680	0.3542379	0.8056590	0.5714989	0.3692472	0.4696932	0.6325184	0.0209282	0.1302195	0.4794958	0.1982375	0.7221812	0.7000863	0.1287942	0.1634100	0.1683060	0.5608291	0.1203437	0.3320664	0.5915282	0.1316848	0.6480528	0.2715475	0.6729780	0.1097029	0.0501924	0.0933718	0.0055793	0.3761070	0.0201695	0.5068015	0.2006417	0.7426473	0.3275766	0.6624272	0.6867698	0.2207776	0.5744282	0.7112122	0.3367120	0.6032197	0.6132541	0.6492933	0.5072637	0.0104424	0.3921687	0.0017610	0.4543809	0.0152705	0.4744368	0.3271808	0.3746019	0.6400170	0.1225335	0.1320240	0.5137036	0.4451109	0.2794296	0.5246699	0.1842583	0.4982930	0.5908317	0.4941474	0.0569284	0.0931673	0.0063571	0.6813789	0.7324650
250	0.7936365	0.1335296	0.6857677	0.0354587	0.1810833	0.2297916	0.3541818	0.5958063	0.0013804	0.3789242	0.6051540	0.1224000	0.4218227	0.6635571	0.0998025	0.5103734	0.1714162	0.6802999	0.5131754	0.6860244	0.6809666	0.3543517	0.4940355	0.6296434	0.0483921	0.1540321	0.5289250	0.2012647	0.7233573	0.7411124	0.1882061	0.1324162	0.1534733	0.6236105	0.1153513	0.3181325	0.6189945	0.1117012	0.4313270	0.3263372	0.5895895	0.1716190	0.0335756	0.0832653	0.0074562	0.4298178	0.0257086	0.4870819	0.3210636	0.6968107	0.4124937	0.7269278	0.6563893	0.2528212	0.6514451	0.6567033	0.3387801	0.6058271	0.6629618	0.5807576	0.4469741	0.0245714	0.4322795	0.0044620	0.4013636	0.0078753	0.4190366	0.3742996	0.2765142	0.7291246	0.1123492	0.2075758	0.6239502	0.4247314	0.3093412	0.5688215	0.1337751	0.3409528	0.6204195	0.5696862	0.0784233	0.1162411	0.0268423	0.7322573	0.7834782
300	0.6824394	0.1109353	0.6553878	0.0122464	0.1346440	0.2327700	0.4752998	0.6058781	0.0008249	0.4825362	0.6477836	0.0998107	0.3825203	0.6621908	0.0765801	0.5491831	0.2672799	0.7713425	0.3963036	0.6199850	0.7348211	0.3644301	0.4049245	0.7036521	0.0232790	0.1320791	0.4936675	0.1748898	0.7454062	0.6320860	0.2685969	0.1585856	0.0819525	0.5784454	0.1205483	0.2736682	0.6985852	0.1090523	0.3771971	0.3184275	0.7207655	0.1486484	0.0071719	0.0540158	0.0190859	0.4641647	0.0162310	0.4605276	0.2656088	0.6017576	0.3609540	0.7691591	0.7175049	0.3299314	0.7700676	0.6682165	0.4231188	0.7506534	0.6376363	0.5477599	0.5257794	0.0377588	0.4508414	0.0102687	0.4288908	0.0268208	0.4415168	0.3511929	0.3327608	0.6660018	0.1000444	0.1951990	0.5158170	0.4054831	0.3413233	0.4644825	0.1508409	0.4097823	0.6364666	0.5678523	0.0717475	0.0676810	0.0119022	0.6964193	0.8314038
350	0.6123074	0.1505510	0.6355548	0.0268307	0.1642306	0.2915531	0.4458464	0.6293737	0.0001340	0.4423374	0.8594593	0.1335439	0.4434222	0.6587659	0.0706246	0.6207386	0.2547477	0.7534952	0.3921762	0.7117923	0.5075362	0.3206959	0.4921937	0.5933098	0.0329545	0.1243578	0.4409386	0.1886177	0.7867299	0.5821344	0.2088053	0.0735611	0.1320870	0.6618705	0.0700053	0.2535750	0.5266352	0.1179455	0.4282657	0.3457736	0.7069685	0.1300453	0.0095099	0.0437516	0.0045217	0.3729556	0.0344038	0.4577439	0.3078918	0.6262593	0.4462385	0.7453139	0.7387403	0.3276729	0.6442237	0.7180237	0.3690153	0.7051592	0.6134694	0.5810697	0.5551379	0.0078934	0.3949495	0.0085368	0.4365054	0.0439297	0.4998097	0.3221008	0.3253509	0.6681645	0.0781609	0.1852670	0.6340804	0.5117807	0.3365740	0.3827662	0.1614377	0.4413984	0.6547622	0.6188570	0.0513902	0.0754289	0.0140333	0.6671369	0.6930918
400	0.6957885	0.1404914	0.4722265	0.0190524	0.1539426	0.2594750	0.4086672	0.5802880	0.0019118	0.5564658	0.6228215	0.1314245	0.4554028	0.7205169	0.0612819	0.6212212	0.1948957	0.7373903	0.4709270	0.5772212	0.4974826	0.3340628	0.4373887	0.6684690	0.0120607	0.1282645	0.5079149	0.2183886	0.6628707	0.7467148	0.1737496	0.1029590	0.1547210	0.5485728	0.1395301	0.3308763	0.5690075	0.1286282	0.3381375	0.3019328	0.6327836	0.1955137	0.0060394	0.0506294	0.0073524	0.3674459	0.0510936	0.4944890	0.1992694	0.6516770	0.3908837	0.6531140	0.7602553	0.2145549	0.6045488	0.6502322	0.3597706	0.6500280	0.6989815	0.5330542	0.6586211	0.0132134	0.5124414	0.0047440	0.4020811	0.0451416	0.4771403	0.4255493	0.3628694	0.7677468	0.1625278	0.1830603	0.4602191	0.3405547	0.3233294	0.4543565	0.1994365	0.3824552	0.6185733	0.5305907	0.0401805	0.1114238	0.0152389	0.7646981	0.6515463
450	0.5615914	0.2012917	0.6196737	0.0167680	0.1584393	0.2563701	0.3805340	0.6093058	0.0001432	0.4418056	0.6134689	0.0973934	0.4838650	0.7367943	0.0461498	0.5180124	0.1933949	0.7109406	0.3876954	0.7813323	0.6419637	0.4253242	0.6515768	0.6027347	0.0067718	0.1223778	0.3975341	0.2131188	0.6299958	0.6110521	0.2338235	0.1223957	0.1846204	0.4659223	0.0845321	0.3557612	0.6222782	0.1546287	0.4352438	0.2938583	0.5491155	0.2036230	0.0198374	0.0517367	0.0080920	0.3657524	0.0121366	0.4656293	0.3454990	0.6285955	0.3450354	0.6645547	0.7151736	0.2152211	0.6768106	0.7508827	0.3027577	0.6162351	0.7001977	0.4694618	0.6106250	0.0175862	0.4728307	0.0019278	0.3508256	0.0136647	0.4996340	0.3777104	0.3714951	0.7646760	0.0934331	0.1211508	0.5799576	0.5310416	0.3341877	0.4966620	0.1504769	0.3435758	0.6215414	0.4817342	0.0429317	0.1083996	0.0183599	0.7275310	0.6238813
