"Time"	G1	G10	G2	G20	G17	G4	G16	G9	G8	G11	G18	G94	G95	G98	G7	G46	G6	G100	G36	G37	G38	G34	G3	G56	G35	G5	G19	G14	G15	G12	G44	G41	G22	G21	G50	G13	G51	G53	G52	G42	G55	G39	G49	G40	G45	G54	G47	G48	G61	G57	G43	G72	G67	G60	G59	G99	G58	G79	G81	G88	G83	G89	G82	G80	G84
650	0.1562193	0.5402768	0.3383364	0.3834548	0.6478736	0.1337604	0.0668961	0.0469784	0.5183327	0.3804078	0.3523279	0.7791984	0.7128169	0.6079005	0.1109744	0.3596886	0.0418211	0.6952204	0.5588359	0.5795540	0.6352241	0.5270943	0.0951331	0.3608202	0.6180927	0.5648203	0.1349748	0.6006739	0.1687576	0.1704094	0.0941574	0.5766298	0.0623487	0.1636400	0.7113206	0.5709276	0.0200976	0.0349890	0.7330471	0.2962022	0.2542304	0.4677439	0.3663388	0.6382326	0.6639579	0.3543559	0.0538934	0.5184524	0.2287172	0.1492302	0.2680058	0.5759399	0.3970028	0.1184456	0.6081873	0.6494741	0.5451358	0.1050942	0.3603222	0.2973861	0.4306864	0.5732208	0.2790619	0.5445672	0.3522163
700	0.2022209	0.5089942	0.4232797	0.2822832	0.6207732	0.1476915	0.0065299	0.0469820	0.6523228	0.4362289	0.3894375	0.6648268	0.7107859	0.6709682	0.0564489	0.2805142	0.0173339	0.7591612	0.5875099	0.5782655	0.5994909	0.8167386	0.0784100	0.3000508	0.6075352	0.5367509	0.0587865	0.7686680	0.0935354	0.1872788	0.1908136	0.6095119	0.0708904	0.2541293	0.4646753	0.5045375	0.0252110	0.1015257	0.6169202	0.4039260	0.2726879	0.5561660	0.2883901	0.4953976	0.5834702	0.4247273	0.0835711	0.6561654	0.1971324	0.1537722	0.3004818	0.6856364	0.4434963	0.1187185	0.7379958	0.5875315	0.5955500	0.0873910	0.3425705	0.4199844	0.3592347	0.6381156	0.2294338	0.6922209	0.3490510
750	0.3483408	0.4863923	0.3477187	0.4711529	0.6165221	0.3370753	0.0240470	0.0910846	0.6057137	0.3346305	0.2806321	0.8051300	0.7145790	0.6956993	0.0236407	0.2789488	0.0064338	0.6159488	0.4891560	0.7339499	0.5040235	0.6037729	0.0889938	0.1148271	0.7565554	0.6133305	0.0499206	0.7283620	0.1230835	0.1037943	0.2580715	0.6401294	0.0795360	0.2727110	0.3709515	0.4401710	0.0446256	0.1897322	0.6407247	0.3585907	0.4480384	0.5235377	0.2721221	0.7016765	0.4836436	0.4655551	0.0578135	0.6374102	0.2228560	0.2530247	0.2696121	0.6054545	0.3453060	0.0341125	0.8078336	0.6079315	0.5228829	0.1090250	0.3681437	0.3823670	0.4574658	0.6027511	0.2663802	0.6617376	0.2786742
800	0.3756653	0.4091567	0.2595358	0.6734992	0.5382189	0.4987904	0.0082664	0.0435094	0.5476718	0.1855469	0.3741204	0.7525604	0.7024316	0.7146146	0.0362159	0.2066632	0.0035697	0.7647461	0.3044725	0.6112162	0.6171156	0.6790643	0.0900148	0.0957301	0.6644472	0.6733863	0.1688545	0.7396048	0.1094514	0.1121671	0.3101172	0.6615168	0.1260444	0.3921830	0.2553580	0.3612126	0.0001577	0.1864735	0.6846137	0.2962450	0.4531590	0.5839616	0.3145667	0.6657565	0.6407799	0.4195849	0.0638233	0.6261401	0.3067060	0.2272260	0.2284911	0.7694607	0.2953420	0.0396954	0.8001439	0.6165385	0.6431713	0.1255897	0.3940192	0.4624288	0.4116312	0.6286192	0.2101465	0.6604214	0.2813920
850	0.4226307	0.3452434	0.2509059	0.7895976	0.4661688	0.5371259	0.0109929	0.0604833	0.4349590	0.2592749	0.2758494	0.6483009	0.6153344	0.6176942	0.0128816	0.1394856	0.0061871	0.7278104	0.3515294	0.6737888	0.5870934	0.6872474	0.1326390	0.1255893	0.6432239	0.5145052	0.1871028	0.6960034	0.1370594	0.1743249	0.2715700	0.5752966	0.1591627	0.3200008	0.2795029	0.2978188	0.0139145	0.1689531	0.7957259	0.3532306	0.6521230	0.4814847	0.3073750	0.7179283	0.6440568	0.4413005	0.0400890	0.6844926	0.3861386	0.3537678	0.3061889	0.8458651	0.4613424	0.0352013	0.7453757	0.7445129	0.6512407	0.1524885	0.2586630	0.3670246	0.4522394	0.4941491	0.3021070	0.7429423	0.3009305
900	0.3229885	0.3441029	0.2804189	0.7247814	0.5035703	0.4288013	0.0170591	0.0473677	0.4152661	0.3374269	0.3733659	0.6568214	0.7086715	0.6593003	0.0177761	0.1020395	0.0121137	0.6375549	0.2921160	0.6411337	0.5328522	0.7178463	0.1785011	0.1156060	0.6453608	0.5325861	0.2486286	0.7181431	0.0799990	0.1776093	0.1698266	0.7370361	0.1073837	0.3069153	0.4067824	0.4930872	0.0040501	0.1390465	0.5841675	0.3923529	0.3412332	0.5613924	0.2331781	0.6245748	0.6721081	0.3984328	0.0655917	0.5671705	0.2511830	0.1994657	0.2668381	0.6945604	0.3665154	0.0651998	0.6799480	0.7880571	0.5475356	0.1073105	0.2396735	0.3958297	0.3732447	0.5295396	0.2703163	0.6512578	0.3570447
950	0.2450337	0.3773605	0.2890882	0.6703553	0.4846378	0.3769798	0.0139881	0.0742170	0.4057768	0.4832204	0.2524666	0.6209857	0.8426564	0.7351547	0.0222955	0.0963024	0.0018431	0.6249038	0.2776607	0.6602266	0.6129582	0.6700757	0.1286079	0.1639961	0.6573548	0.4952753	0.1865390	0.6486225	0.0746131	0.1451629	0.2066735	0.5577495	0.0736692	0.3264715	0.3049379	0.4587550	0.0067867	0.1383984	0.6394388	0.3490229	0.3556049	0.5088155	0.2684806	0.7142596	0.5744483	0.3379180	0.0696342	0.5882637	0.3913161	0.1361840	0.2174273	0.5985160	0.3436941	0.0586404	0.6544088	0.7665856	0.6742884	0.1740795	0.3159816	0.3881204	0.4251196	0.5944168	0.1936775	0.6985476	0.3302392
1000	0.2650673	0.4864331	0.3712754	0.6212783	0.5799318	0.3160847	0.0344483	0.0520256	0.6229288	0.5013734	0.3128820	0.6942551	0.7277052	0.7327226	0.0253095	0.1074272	0.0091924	0.7439940	0.3368194	0.5965399	0.6683789	0.6526930	0.1139279	0.1886773	0.6019298	0.5697351	0.1191461	0.6763281	0.0747952	0.1393502	0.1400424	0.6419488	0.1176286	0.2785052	0.3894544	0.3849621	0.0131284	0.0932059	0.7594298	0.3376933	0.3665995	0.5167902	0.3100419	0.6394980	0.7011326	0.4125164	0.0482535	0.5546956	0.3305441	0.2055215	0.3377085	0.7498307	0.3865367	0.0534923	0.6237985	0.6803593	0.5638815	0.1896030	0.3633998	0.3482523	0.3997262	0.5631965	0.2505035	0.8222036	0.3763099

0	0.2708006	0.3509922	0.2065865	0.7407711	0.6112051	0.4702971	0.0294455	0.0575668	0.5135162	0.4321202	0.3002484	0.6861202	0.8012844	0.8063535	0.0378198	0.1453471	0.0086886	0.6864346	0.3476316	0.6777208	0.6428933	0.6478920	0.1175339	0.1338174	0.5285705	0.5722461	0.1978658	0.7882113	0.0714928	0.2206749	0.1860009	0.6747185	0.0583461	0.4721509	0.4041154	0.4313675	0.0071672	0.1353590	0.7531877	0.3885433	0.5416490	0.5112178	0.3220030	0.6919953	0.7399275	0.3151503	0.0701593	0.6365779	0.2171305	0.2541765	0.2897729	0.7762366	0.3969690	0.0937240	0.6395957	0.7546317	0.7069250	0.1697129	0.2988659	0.3539927	0.3608922	0.5320562	0.2387927	0.6994997	0.2966547
50	0.2531421	0.3705847	0.4215899	0.6201741	0.5623168	0.3497032	0.0196532	0.0530434	0.6003383	0.4491506	0.3340158	0.7551998	0.5693776	0.5880424	0.0204840	0.0929682	0.0134960	0.2921431	0.3446789	0.5566138	0.6770690	0.4055761	0.0507090	0.1651896	0.6111940	0.5661575	0.0942992	0.5737296	0.0883514	0.1270824	0.3997414	0.6880516	0.0518493	0.2664158	0.1016727	0.1953306	0.0088620	0.1454824	0.7410008	0.4135842	0.4870614	0.5420488	0.3461985	0.2877166	0.7056463	0.3039874	0.1883344	0.2780783	0.4881788	0.4707819	0.3310250	0.4196524	0.2863526	0.3404112	0.7027722	0.7032540	0.6238114	0.1584296	0.2586145	0.6732418	0.4821539	0.6521558	0.2498131	0.7841795	0.3154045
100	0.2335256	0.4059446	0.2647766	0.5082619	0.5564088	0.2601963	0.0329737	0.0377747	0.5268579	0.3834569	0.3278900	0.6767990	0.7561452	0.6360049	0.0222737	0.1213018	0.0079372	0.1872344	0.2374558	0.5828569	0.6106403	0.2813042	0.0251346	0.1992304	0.6137900	0.6050776	0.0424144	0.7133098	0.1036778	0.1429744	0.3497693	0.5683952	0.0438256	0.2417056	0.0519960	0.1686647	0.0070801	0.1004103	0.6827836	0.5150495	0.4034586	0.5405043	0.4764330	0.2013193	0.7113111	0.3101731	0.1900077	0.2741583	0.6424322	0.4978195	0.3284989	0.2752272	0.1973632	0.5402572	0.7241400	0.6840944	0.5907640	0.1481539	0.3113721	0.6244162	0.5127065	0.6873546	0.2650238	0.6540646	0.3217560
150	0.2683548	0.5866102	0.4128648	0.5348779	0.5883869	0.4687864	0.0272745	0.1133119	0.5613638	0.4351423	0.2677116	0.8462765	0.8239226	0.5496692	0.0074495	0.0893171	0.0080273	0.1520611	0.1573509	0.5704556	0.4049889	0.2089040	0.0094489	0.1648994	0.6791110	0.6451798	0.0161597	0.4928305	0.0749144	0.1445633	0.4918556	0.7381707	0.0679870	0.3616219	0.0448756	0.1037508	0.0048751	0.2188507	0.6212431	0.3845114	0.4399385	0.6588502	0.4462166	0.1144833	0.7041603	0.2823661	0.2120830	0.3028057	0.6870580	0.4689381	0.3648013	0.3029322	0.1783709	0.4484243	0.6887332	0.6729896	0.6508851	0.1033447	0.3041306	0.6230988	0.3536945	0.5962213	0.2436652	0.7688119	0.2828440
200	0.3330333	0.4707154	0.3430512	0.5670005	0.6130503	0.4158572	0.0201369	0.0660949	0.5339357	0.3393627	0.3127884	0.7356961	0.7026363	0.6709113	0.0117089	0.0653737	0.0227364	0.1229547	0.0593782	0.5212818	0.3970315	0.1988240	0.0212782	0.0908806	0.5847823	0.6005657	0.0151270	0.3548103	0.1232639	0.2236826	0.3857776	0.8380751	0.0634170	0.4443001	0.0401971	0.1254878	0.0039135	0.3145011	0.6375553	0.4477817	0.4109995	0.5984465	0.5824213	0.0979295	0.5220089	0.3432283	0.2554139	0.3067192	0.5979734	0.5956542	0.2296001	0.3476128	0.1186576	0.4752343	0.6278823	0.6031981	0.7058659	0.1422415	0.2865003	0.5996895	0.3984474	0.6510527	0.2020715	0.7985960	0.3494599
250	0.2837873	0.3576637	0.2262892	0.7651415	0.5689031	0.3891478	0.0064715	0.0400536	0.5178802	0.4075525	0.3311654	0.6777708	0.6199719	0.6558080	0.0015607	0.0741754	0.0435146	0.0662111	0.0763211	0.5696404	0.4805731	0.2240177	0.0184050	0.0860153	0.5002127	0.5532876	0.0100263	0.3551583	0.0849138	0.1366691	0.4722270	0.6781565	0.0865674	0.4916632	0.0599222	0.0909405	0.0330026	0.2673019	0.6554988	0.5086244	0.5158897	0.7012466	0.4450595	0.1642469	0.5195548	0.2425993	0.2562786	0.2578334	0.5621894	0.4976124	0.2719679	0.2458568	0.0965926	0.4578846	0.7724608	0.6843213	0.6099041	0.0973713	0.4222328	0.7133974	0.4824091	0.7125871	0.2892307	0.7422434	0.3994492
300	0.3296487	0.3901034	0.2654783	0.5791810	0.5818629	0.5621948	0.0096738	0.0615093	0.4067046	0.3804334	0.3434267	0.6931451	0.6472829	0.7536368	0.0024625	0.0659558	0.0265150	0.1430479	0.0348062	0.5236300	0.4810749	0.1836073	0.0074552	0.1095219	0.5801224	0.6022542	0.0410051	0.3338873	0.1023042	0.1033502	0.5585500	0.8160345	0.0684885	0.3634078	0.0240330	0.0936563	0.0264628	0.2477640	0.5517866	0.4149075	0.4894560	0.7590213	0.4101974	0.1686954	0.5711746	0.3322410	0.2303858	0.3569242	0.5616494	0.4395470	0.2797137	0.3056984	0.0676151	0.3968387	0.7071095	0.7948716	0.6940453	0.1055043	0.3461911	0.5563190	0.4491805	0.8450968	0.3399414	0.6826626	0.3119567
350	0.2873770	0.3529779	0.2965165	0.6957314	0.6066442	0.5046517	0.0113960	0.0469399	0.3744420	0.3769077	0.3915305	0.6597630	0.6139869	0.6287799	0.0008907	0.0881291	0.0228712	0.1634372	0.0489447	0.5198523	0.3196677	0.2296159	0.0159460	0.1387472	0.5983330	0.4947776	0.0416857	0.3200915	0.0832786	0.1783737	0.3504651	0.6792472	0.1265857	0.5162523	0.0815003	0.1250046	0.0142440	0.2235208	0.5557666	0.4372571	0.5148361	0.7674926	0.4741396	0.1433079	0.7348242	0.2154534	0.2110022	0.2726726	0.5509303	0.5130011	0.2592389	0.3707935	0.0242773	0.3542805	0.6710510	0.6637704	0.7046900	0.1492095	0.3809711	0.5973378	0.3699736	0.7111942	0.2094775	0.8172777	0.2739707
400	0.2270526	0.3734483	0.2778698	0.6307981	0.6190276	0.3653178	0.0322395	0.1178458	0.5491063	0.6005508	0.3644918	0.6785926	0.6933589	0.6500949	0.0021393	0.0358901	0.0654686	0.1321819	0.0320115	0.4927039	0.3311920	0.1704623	0.0171397	0.1796452	0.4873429	0.5186726	0.0168353	0.3690411	0.0947294	0.1313933	0.2684700	0.8423201	0.1462981	0.4239424	0.1189482	0.1891108	0.0385856	0.1246016	0.6589890	0.5241822	0.3253722	0.6193053	0.4803094	0.0856089	0.6920742	0.3040757	0.2549397	0.2953011	0.7314443	0.6568995	0.3025372	0.2246966	0.0763359	0.4782718	0.7076150	0.6884196	0.6805937	0.1010936	0.2862842	0.4947135	0.4637627	0.7542641	0.2488395	0.7445321	0.3236331
450	0.2657653	0.4973675	0.3130267	0.6244754	0.6849123	0.2663849	0.0587748	0.0926568	0.6121652	0.4998421	0.2709426	0.8699329	0.6882838	0.6899182	0.0086691	0.0632687	0.0343605	0.0899327	0.0484714	0.4874561	0.4114595	0.2133414	0.0082655	0.1088108	0.6016234	0.6497825	0.0164226	0.2851178	0.0945768	0.1310965	0.3375100	0.6994994	0.1856534	0.5049236	0.0362174	0.1486145	0.0254604	0.2002030	0.8161523	0.4747942	0.4039568	0.5589678	0.4849228	0.1014645	0.5446752	0.1889039	0.2397292	0.3647298	0.6391176	0.5110429	0.3240406	0.1980080	0.0685769	0.3824924	0.6551577	0.6519954	0.6850967	0.1160976	0.3332962	0.6505290	0.4122843	0.6539595	0.3454093	0.6090259	0.3382041
500	0.2875169	0.4873200	0.3330764	0.5940323	0.5950001	0.2799379	0.0156286	0.0867504	0.6775776	0.4369598	0.3288873	0.8552438	0.5821287	0.7852616	0.0009352	0.0458783	0.0299269	0.1342698	0.0373079	0.4742947	0.3282074	0.2154794	0.0137372	0.0971476	0.4852281	0.6084544	0.0031676	0.3135206	0.1129723	0.1221846	0.5724690	0.7549727	0.1563264	0.4059117	0.0373732	0.1146670	0.0327181	0.2212920	0.8989003	0.4522543	0.4885148	0.6434008	0.5131366	0.1443300	0.5855487	0.2211663	0.2180041	0.3071383	0.5691886	0.5124138	0.2083599	0.3189396	0.0646388	0.3311374	0.7431449	0.7570714	0.6117288	0.1242899	0.3130937	0.6453666	0.5146599	0.6507964	0.3947580	0.6012975	0.3095672
550	0.3287028	0.3307949	0.3133948	0.6251804	0.5183477	0.3473958	0.0210543	0.0777007	0.4435749	0.4266753	0.3114028	0.6172012	0.6639113	0.7432901	0.0025509	0.0496945	0.0348344	0.4905094	0.1844085	0.4569103	0.2633849	0.6282701	0.0399418	0.0971585	0.4639658	0.6175214	0.0676881	0.3498375	0.0845198	0.1322273	0.2954502	0.7127353	0.1805708	0.4530249	0.2914475	0.4561841	0.0125086	0.2289858	0.7065398	0.4306764	0.5952927	0.4969073	0.4078534	0.6011624	0.6166374	0.2284358	0.1127587	0.5786093	0.3859567	0.2987310	0.2758932	0.5137221	0.1106063	0.1366640	0.7266736	0.7036742	0.5847198	0.1387535	0.3034245	0.4364458	0.3292032	0.6669580	0.2161644	0.6961873	0.3121037
600	0.3329960	0.4022225	0.3729928	0.5456754	0.5768290	0.4937867	0.0168421	0.0543181	0.4612403	0.4420806	0.2808790	0.5175612	0.6821147	0.6383649	0.0016254	0.0464657	0.0055830	0.5954128	0.2353957	0.5426813	0.3572605	0.6964537	0.1277383	0.0920110	0.5354338	0.6879338	0.1194480	0.5234504	0.0760939	0.1105585	0.3186087	0.6262481	0.1149149	0.3627421	0.3677681	0.4052921	0.0049395	0.2216452	0.6560255	0.3770801	0.5195359	0.6428622	0.3052421	0.5899242	0.8117783	0.2753228	0.1133408	0.5826400	0.2569893	0.3252095	0.2598658	0.6584477	0.1972316	0.1081295	0.6449431	0.8320408	0.5759889	0.1609197	0.4033768	0.4358308	0.4956611	0.5816972	0.2913775	0.6416233	0.3114495
650	0.3055296	0.2932741	0.2886299	0.7144991	0.5345492	0.5902378	0.0245076	0.0310496	0.5015806	0.3062162	0.2769096	0.7761494	0.6761785	0.7282241	0.0091890	0.0702864	0.0093431	0.6951849	0.3927892	0.6848536	0.5304129	0.6279646	0.1541762	0.0359162	0.5337778	0.5161812	0.1288542	0.6034591	0.0918409	0.1384097	0.2694260	0.6615462	0.1198371	0.3677900	0.2903914	0.3521086	0.0020864	0.2977141	0.7372422	0.4535322	0.6115459	0.5382038	0.3209945	0.7401382	0.6599498	0.2242395	0.1033967	0.6067572	0.2773904	0.2498829	0.2892320	0.6386299	0.3132267	0.0687149	0.6446714	0.6769547	0.4959253	0.1309131	0.3192160	0.3650660	0.3093947	0.5585811	0.2552839	0.7933246	0.3245519
700	0.4124829	0.3915833	0.2466665	0.6685457	0.4814869	0.5811759	0.0311577	0.0680928	0.4241788	0.4768846	0.3035919	0.7095054	0.7230456	0.7328321	0.0370765	0.1296992	0.0089525	0.6671820	0.4014163	0.6473553	0.5214619	0.7954840	0.1708843	0.0822185	0.7494652	0.6636381	0.1928389	0.7235648	0.1139407	0.1766391	0.3013797	0.6288431	0.0707442	0.3500167	0.2250985	0.4087264	0.0018703	0.2069922	0.6963697	0.3672944	0.4850276	0.5629429	0.2506007	0.7356761	0.6622073	0.2928571	0.0638070	0.6232923	0.3172540	0.2315662	0.3817593	0.7474424	0.3829595	0.0844578	0.6832873	0.6164934	0.6622984	0.0678787	0.3256693	0.3697519	0.4830514	0.4467496	0.2728287	0.7782098	0.3850101
750	0.4323336	0.3563040	0.2708551	0.7744291	0.6457622	0.6242563	0.0237261	0.0357713	0.3524585	0.4975660	0.2842205	0.7203850	0.7484792	0.7451731	0.0083474	0.1319567	0.0042939	0.6657533	0.3447040	0.5770564	0.5170490	0.7151054	0.2681227	0.0745938	0.6726867	0.4870093	0.2452377	0.5322905	0.1079713	0.1000511	0.2100955	0.7063578	0.1084879	0.4336205	0.2899083	0.3960075	0.0036470	0.2437638	0.6446893	0.4124362	0.6000265	0.4117254	0.2718324	0.6707896	0.6900216	0.2598329	0.0745112	0.6217319	0.3177632	0.2009475	0.2858475	0.6851021	0.5173740	0.0422075	0.5779089	0.6398467	0.5978390	0.1026428	0.3209552	0.4096154	0.4217974	0.5387142	0.2868923	0.7024922	0.3322588
800	0.3619350	0.3330945	0.2549184	0.6435940	0.6971329	0.4028319	0.0072421	0.0394139	0.4876094	0.4937956	0.3455050	0.7143329	0.8108096	0.6879515	0.0143166	0.1196571	0.0121716	0.6685309	0.3578638	0.6146404	0.5838999	0.7143369	0.2142514	0.0622348	0.5520316	0.5042744	0.2070661	0.6244247	0.1112047	0.1349655	0.2097913	0.6746761	0.0864885	0.2611661	0.3522859	0.4271093	0.0110905	0.1402294	0.7164487	0.3282394	0.4292841	0.5972674	0.3531920	0.6920047	0.5993691	0.3796689	0.0759107	0.6095775	0.3603136	0.2139731	0.2954529	0.6656651	0.3831887	0.0659822	0.6501116	0.7702935	0.6020988	0.1234600	0.2544735	0.3308111	0.3442030	0.5479142	0.2908876	0.6070495	0.3802899
850	0.2374467	0.2691717	0.2754502	0.5436205	0.5232545	0.4810445	0.0340105	0.0970934	0.4488230	0.4439328	0.3269094	0.5907039	0.7439914	0.7048866	0.0166282	0.1373668	0.0085769	0.7059868	0.3146307	0.7792177	0.6322672	0.7923125	0.1900856	0.1382441	0.6626338	0.5236642	0.2254004	0.5598595	0.0673820	0.1232978	0.1288535	0.5399902	0.0600462	0.2564616	0.3665328	0.3578036	0.0343006	0.0857600	0.8368031	0.3698078	0.3488710	0.4721028	0.3118581	0.6983945	0.7361740	0.3606947	0.0770710	0.4845738	0.2815521	0.1527027	0.3114579	0.7749322	0.4521424	0.0592114	0.6154524	0.7344727	0.7146950	0.1327974	0.2700381	0.3475909	0.5140075	0.5651007	0.2826977	0.5151675	0.3883500
900	0.1467249	0.4859519	0.3248273	0.4854978	0.5749196	0.2603943	0.0240551	0.0437600	0.5925586	0.5824355	0.3404204	0.6439349	0.7383481	0.7148222	0.0470651	0.1238122	0.0132655	0.6098081	0.3423523	0.7587855	0.5686062	0.7764601	0.2448564	0.1174626	0.6332304	0.5435707	0.1724708	0.6958520	0.0922646	0.1409357	0.1389863	0.5074878	0.0529883	0.2358681	0.4714710	0.3806523	0.0084434	0.0529591	0.7859144	0.3531032	0.2979568	0.4491682	0.4011941	0.7921763	0.5965752	0.3098117	0.0443734	0.5351007	0.3160591	0.1492785	0.2232903	0.8784027	0.4559382	0.1116771	0.6668106	0.6929200	0.6013156	0.1480782	0.2239157	0.3835356	0.3832466	0.5324593	0.1976923	0.6949566	0.3462679
950	0.2743922	0.3964505	0.2977907	0.4937998	0.6294091	0.2524947	0.0095383	0.0487677	0.6006017	0.4693906	0.3464271	0.8723482	0.6403200	0.6332446	0.0713868	0.1281460	0.0018742	0.6457744	0.2886865	0.6825346	0.6487131	0.6694746	0.1729215	0.1599965	0.6584029	0.7605978	0.1026413	0.6627908	0.0998989	0.1505938	0.2142355	0.5644685	0.0560857	0.2310687	0.3414437	0.5775327	0.0116577	0.1237225	0.8022179	0.4053781	0.2799019	0.4030223	0.2681834	0.6372003	0.6361806	0.3589698	0.0986124	0.5886048	0.2849965	0.1690180	0.3162301	0.5391842	0.4332403	0.0672433	0.6239002	0.6250429	0.6660931	0.1170456	0.2809605	0.4187309	0.4775114	0.4915042	0.2610058	0.5820364	0.3554910
1000	0.3297723	0.4066068	0.2823010	0.5984963	0.6061534	0.4308314	0.0233014	0.0773583	0.5315496	0.5243888	0.3676341	0.5871025	0.7719629	0.5856945	0.0436478	0.1915898	0.0108896	0.6918093	0.3527914	0.6249633	0.5252213	0.7396937	0.1350088	0.1016212	0.7379447	0.7183706	0.0759328	0.7760969	0.1430450	0.1919811	0.2114603	0.5554726	0.0586041	0.3642885	0.3778098	0.4611146	0.0078242	0.1258982	0.6711860	0.3987626	0.4002039	0.5234384	0.3302279	0.6675978	0.5569980	0.3622998	0.0621638	0.7163963	0.3175981	0.2238134	0.2903641	0.5933139	0.3256591	0.0707056	0.7094866	0.6549837	0.5858640	0.0826350	0.3310614	0.5160318	0.4388606	0.5481051	0.3858956	0.6276146	0.2915024

0	0.3171281	0.3439954	0.2798319	0.6956036	0.5301808	0.4172965	0.0369895	0.0535570	0.4933028	0.3941020	0.3078867	0.6372262	0.7114183	0.6741701	0.0300122	0.0972244	0.0140926	0.6959663	0.3493138	0.7244423	0.6893502	0.7883502	0.1553945	0.1186694	0.6411870	0.4565430	0.1497718	0.6139437	0.0708349	0.1655415	0.2023111	0.5896695	0.0689711	0.3780754	0.3267410	0.4249350	0.0072540	0.1911532	0.7639434	0.5113824	0.4771150	0.6079836	0.3068981	0.6617162	0.6915730	0.3383455	0.0976007	0.6049765	0.2796184	0.2785907	0.2364590	0.7337695	0.3805821	0.0805580	0.7570328	0.7458378	0.6375645	0.1883485	0.2422751	0.3207715	0.4639288	0.5196551	0.2659883	0.5934420	0.2599770
50	0.2654412	0.2430992	0.2833013	0.6882613	0.5276854	0.4883787	0.0000000	0.0602646	0.5734501	0.3728242	0.5266015	0.4955999	0.7489199	0.7672944	0.1428241	0.0856294	0.0293921	0.7012241	0.3117944	0.5759899	0.5583448	0.5276397	0.3649872	0.1037642	0.7231663	0.3903174	0.0906446	0.7756239	0.1078515	0.1290082	0.2041450	0.5776014	0.0963036	0.3731385	0.3264656	0.2347937	0.0037191	0.1201501	0.6930262	0.5507244	0.3582970	0.5922799	0.2982577	0.5005819	0.6532741	0.4563149	0.1928123	0.4158522	0.2529579	0.4633022	0.3985181	0.7283990	0.7259907	0.0860563	0.5527086	0.7303112	0.5128494	0.0104508	0.2604022	0.3683100	0.4861082	0.5075792	0.1589056	0.7061520	0.2894705
100	0.1744647	0.2232208	0.3598883	0.5948174	0.4824235	0.3075271	0.0003627	0.0480757	0.4949533	0.4709551	0.6743565	0.4503616	0.6408217	0.7157164	0.2389096	0.0719416	0.0304534	0.7954843	0.3781542	0.5920450	0.5300741	0.4894327	0.3408373	0.1611834	0.6704401	0.3686862	0.1085574	0.7072342	0.1359850	0.1628066	0.1047068	0.6018866	0.0463251	0.2724949	0.5075770	0.1779502	0.0028570	0.0799052	0.6995961	0.5219594	0.2152372	0.6250092	0.2958860	0.3486724	0.7874986	0.5024046	0.2022739	0.4404678	0.3071061	0.5905134	0.3315186	0.6934823	0.7086495	0.1406489	0.5489243	0.6474986	0.5574790	0.0004010	0.3620209	0.2824651	0.6316542	0.4959368	0.1080916	0.6259911	0.3204876
150	0.1401714	0.2808142	0.3811999	0.6102661	0.4344101	0.1447418	0.0004764	0.0739386	0.3406695	0.4942022	0.6056893	0.4583282	0.7035864	0.7306746	0.2210640	0.1229497	0.0139743	0.6686668	0.6064528	0.5994283	0.4320708	0.4067142	0.4203276	0.3114870	0.7793727	0.3018005	0.1667001	0.7636609	0.1128467	0.1771807	0.0594982	0.4696337	0.0364083	0.1885565	0.5692574	0.1605478	0.0016853	0.0438632	0.6812494	0.5922157	0.0733033	0.6889726	0.3793599	0.3145398	0.7121770	0.4509338	0.1522403	0.3883711	0.2961345	0.5566590	0.2967413	0.7808093	0.7291470	0.1622169	0.5871085	0.7611653	0.5051938	0.0002941	0.3781966	0.3017408	0.5718478	0.4597930	0.0587522	0.8148858	0.4049889
200	0.1056627	0.2936402	0.3416248	0.4020785	0.5889205	0.0941423	0.0002745	0.0418444	0.2949605	0.5593461	0.7522452	0.4359421	0.6996701	0.7286498	0.3133809	0.1815373	0.0631541	0.6481251	0.6053239	0.7399246	0.3616015	0.3656451	0.4557926	0.3706391	0.5350926	0.3812676	0.2755660	0.6603493	0.1968629	0.2271610	0.0518960	0.5028919	0.0523574	0.2405891	0.5964196	0.1599243	0.0054407	0.0380671	0.7087410	0.6772108	0.0725648	0.5618719	0.3408988	0.3953857	0.6926273	0.5955004	0.1745034	0.4095643	0.2808310	0.6854275	0.4940230	0.6625067	0.5635984	0.1321138	0.5991976	0.7027009	0.4783015	0.0001291	0.3899194	0.4779996	0.4933217	0.4313718	0.0393664	0.7188100	0.3939946
250	0.1454333	0.2822469	0.3264176	0.2821781	0.5938880	0.0827195	0.0001204	0.0599874	0.1832314	0.5349767	0.6787054	0.5046115	0.6767433	0.6383381	0.3116032	0.2349758	0.0556454	0.7949537	0.6509212	0.6299614	0.3583803	0.3126552	0.4029669	0.3437793	0.4894274	0.3455177	0.3287003	0.7743636	0.1406257	0.1862998	0.0411419	0.5684769	0.0347735	0.2565374	0.4881788	0.1758623	0.0044392	0.0152480	0.6640032	0.6006334	0.0712932	0.6338024	0.3733683	0.3477238	0.6933611	0.5397162	0.1482482	0.4658999	0.2253398	0.6215478	0.4047519	0.6845733	0.7593919	0.1817281	0.6292781	0.7197093	0.5613098	0.0010728	0.3296611	0.3570343	0.7582638	0.4462110	0.0679012	0.7486535	0.2920999
