"Time"	G1	G2	G10	G20	G4	G17	G16	G9	G11	G18	G94	G56	G3	G5	G19	G13	G12	G14	G15	G50	G41	G51	G53	G52	G42	G55	G21	G22	G54	G40	G49	G44	G35	G39	G45	G48	G95	G61	G47	G98	G43	G8	G72	G67	G57	G79	G60	G82	G88	G80	G84	G81	G83	G89	G85	G77	G78	G91	G90	G75	G86	G59	G58	G99	G92	G69	G93	G87	G68	G34
550	0.2320595	0.0079646	0.5030165	0.0083379	0.6859046	0.5591824	0.7321882	0.4329028	0.4991285	0.4304048	0.7569599	0.4396174	0.1091160	0.3731216	0.4367871	0.5509465	0.4346143	0.5980548	0.5080525	0.4924652	0.0561097	0.2887756	0.1166487	0.5132742	0.2674813	0.0259821	0.1313135	0.4302296	0.1276556	0.5456024	0.6817068	0.5331454	0.5836250	0.1210390	0.4072744	0.7265144	0.6454128	0.4657650	0.1746772	0.6388246	0.0056305	0.2690133	0.7099896	0.7638929	0.5226198	0.5554716	0.2846525	0.1450164	0.0037926	0.0073884	0.7095771	0.0489283	0.2745674	0.1607946	0.4583966	0.0434525	0.5495776	0.0793313	0.5380441	0.5510177	0.0980834	0.0632615	0.0222202	0.6331745	0.0167656	0.0871514	0.0711359	0.6159517	0.3084174	0.6916364
600	0.3256186	0.0017233	0.5293180	0.0311120	0.4902927	0.5666161	0.6844704	0.2931172	0.5019247	0.3834744	0.7311081	0.5855891	0.0439597	0.4260330	0.3245270	0.5905965	0.6951294	0.6360382	0.3314539	0.4201054	0.1207244	0.2694261	0.1220693	0.4477431	0.2315925	0.0185834	0.1668366	0.5303089	0.0697863	0.5272337	0.5763208	0.6030860	0.6080418	0.2175750	0.4274354	0.5302386	0.6823651	0.4368362	0.2414427	0.7294914	0.0059041	0.3012802	0.6904975	0.8033491	0.6329453	0.6660437	0.1769096	0.0437985	0.0033471	0.0152904	0.6133174	0.1312708	0.4359276	0.2144030	0.4262509	0.0424679	0.6459715	0.2306064	0.5024212	0.5188201	0.3664498	0.1465326	0.0203390	0.6645389	0.0349498	0.2340678	0.2463049	0.7069775	0.3172868	0.8122015
650	0.4312514	0.0013283	0.4870133	0.0440349	0.6553000	0.7150631	0.7692246	0.2986582	0.4148960	0.3534133	0.7007944	0.5303075	0.0063961	0.4236366	0.2126243	0.5322245	0.6227768	0.7017275	0.2725072	0.2459460	0.1348755	0.4304672	0.0938097	0.4615440	0.4568228	0.0091681	0.1616918	0.6638179	0.0662531	0.4689749	0.5556497	0.6796374	0.5530787	0.2659556	0.4759065	0.4142105	0.6576139	0.4407153	0.3358064	0.8173213	0.0077596	0.3207891	0.7354236	0.6156178	0.5240202	0.7668706	0.3209869	0.0214059	0.0022681	0.0057284	0.7107663	0.2597352	0.4852834	0.3344133	0.3358042	0.0403918	0.6052118	0.2996257	0.4395805	0.4273207	0.5521603	0.2411562	0.0115497	0.6901672	0.0380679	0.2017749	0.3028833	0.7016864	0.2405924	0.7448450
700	0.4237278	0.0016361	0.4464513	0.0723666	0.8084297	0.6279046	0.8625514	0.2273551	0.3848033	0.3888531	0.6826896	0.3624956	0.0046385	0.3963368	0.2379750	0.3640210	0.4917370	0.4753286	0.2580071	0.2666829	0.1465531	0.4818940	0.1416673	0.4424690	0.5630087	0.0153981	0.2194268	0.5862410	0.0332194	0.5885248	0.6308353	0.7376301	0.6504534	0.2301708	0.3569324	0.3646409	0.7676311	0.4066141	0.2676129	0.7076955	0.0032630	0.3613640	0.8215277	0.7620754	0.6225038	0.7313740	0.2319020	0.0093838	0.0025746	0.0090442	0.6640459	0.3121454	0.5113787	0.3801325	0.2464912	0.0420589	0.6098603	0.3125444	0.4872342	0.4102382	0.6631524	0.2429943	0.0119506	0.7585876	0.0120887	0.3064052	0.2986296	0.6585457	0.2508694	0.7023157
750	0.4233823	0.0024705	0.3861795	0.1035135	0.6752706	0.6374586	0.5855495	0.1220680	0.4374171	0.3847829	0.6013185	0.4640449	0.0067270	0.2952200	0.1810693	0.4408741	0.7221149	0.5276704	0.2040245	0.1912020	0.2090956	0.3135422	0.3137384	0.4667792	0.5439164	0.0347822	0.2060797	0.4786153	0.0107013	0.3882542	0.5668523	0.7297215	0.6786833	0.2340891	0.4065189	0.4083937	0.6408067	0.4671427	0.2991725	0.6382531	0.0051634	0.4146092	0.5421015	0.7311479	0.6799569	0.6811013	0.2173227	0.0069939	0.0010459	0.0063944	0.6205621	0.3382723	0.5044224	0.3461548	0.2162471	0.0465297	0.5977655	0.3160645	0.5087463	0.3626627	0.5587007	0.3383661	0.0126332	0.8069907	0.0089089	0.3368454	0.2260196	0.6781346	0.2062614	0.9317097
800	0.4036460	0.0036114	0.4093053	0.1214039	0.6946967	0.4945703	0.5723668	0.1300197	0.3786864	0.2811304	0.7075243	0.6014861	0.0042717	0.3658420	0.2250895	0.4290536	0.7967067	0.3845961	0.2948349	0.2614194	0.2184110	0.2834412	0.2755392	0.4208115	0.5229442	0.0169380	0.2580314	0.5743220	0.0057758	0.3167379	0.5486755	0.6299749	0.7047518	0.2308083	0.4404985	0.3173880	0.8183360	0.4518137	0.2416487	0.7048003	0.0038278	0.3839671	0.5573028	0.6509630	0.5863151	0.5915273	0.1532884	0.0053106	0.0073077	0.0056874	0.6266762	0.3908337	0.4249835	0.3635602	0.2351115	0.0218879	0.6823475	0.3059722	0.5450352	0.3047143	0.6518503	0.3355419	0.0166100	0.6870892	0.0168298	0.2893506	0.2871445	0.6147215	0.2817080	0.6803889
850	0.4329493	0.0027363	0.3593665	0.1083595	0.6416961	0.5811648	0.6024842	0.1423835	0.3743198	0.3627041	0.6984761	0.4158844	0.0019798	0.4621493	0.2198199	0.3668181	0.7789470	0.3979264	0.2646365	0.3496381	0.2864078	0.2998414	0.2968032	0.4347011	0.5775305	0.0315586	0.2197912	0.5821956	0.0195223	0.3025977	0.4833548	0.5890167	0.6654621	0.1933777	0.3859756	0.4008218	0.7842365	0.4530873	0.3288420	0.7088112	0.0000210	0.3242824	0.7068423	0.6747217	0.5990411	0.6052184	0.1823230	0.0009430	0.0115792	0.0149078	0.7622403	0.3647893	0.4757668	0.4658339	0.2959738	0.0364951	0.6210810	0.2983755	0.5412116	0.3923694	0.7299930	0.2796650	0.0231987	0.6113010	0.0076655	0.2893433	0.2633988	0.7226822	0.1848568	0.8581743
900	0.3508609	0.0041725	0.3446722	0.1357841	0.5886554	0.6508058	0.5751773	0.1363552	0.3148971	0.4423322	0.6178966	0.3735665	0.0022696	0.3856851	0.2597318	0.4450869	0.7526897	0.4473611	0.2694750	0.2172495	0.1576769	0.3405446	0.3590109	0.3416271	0.6345625	0.0188694	0.1948236	0.4734069	0.0069415	0.4686043	0.5518078	0.6239963	0.7323337	0.2533686	0.3119645	0.4582444	0.5534544	0.5195540	0.2879949	0.6809089	0.0017632	0.3813857	0.7983287	0.7357826	0.5932867	0.7170170	0.2451672	0.0070118	0.0018178	0.0030616	0.7184828	0.3183506	0.6196512	0.4101715	0.2527990	0.0816075	0.7022523	0.2971071	0.6873198	0.4067965	0.7501318	0.2105651	0.0200870	0.6664799	0.0160100	0.3541801	0.3110877	0.6717538	0.2063465	0.7434176
950	0.3810062	0.0203835	0.3872205	0.0860005	0.7081337	0.6844384	0.5172851	0.1788155	0.4536197	0.3658605	0.6931972	0.4497202	0.0016399	0.3998729	0.2552742	0.4006514	0.6780397	0.4088154	0.2899162	0.2630112	0.1836083	0.3438130	0.2472434	0.2996836	0.6428007	0.0527719	0.1909824	0.5679373	0.0168490	0.4203049	0.5487409	0.6112084	0.7292147	0.2439136	0.3677768	0.4658839	0.6991622	0.5346856	0.3489339	0.7075967	0.0082365	0.4347442	0.6432716	0.6517508	0.4332759	0.6764483	0.2079829	0.0126442	0.0040848	0.0010522	0.6503241	0.4129232	0.5931562	0.2887966	0.2814941	0.0107517	0.7290414	0.3339870	0.7104340	0.3535228	0.7518004	0.3079826	0.0209210	0.6878816	0.0217058	0.3461829	0.2911301	0.6878959	0.2834126	0.8112672
1000	0.4716196	0.0054823	0.4345029	0.1449631	0.7175210	0.5743709	0.5894378	0.1198934	0.4481280	0.3768089	0.7604655	0.4991872	0.0051062	0.4531424	0.2659219	0.3585324	0.6878685	0.4782936	0.3168321	0.1895624	0.2258092	0.2441436	0.2798850	0.4100871	0.4886663	0.0228094	0.1914378	0.5841926	0.0271919	0.3384634	0.5298168	0.6461428	0.7719082	0.1942940	0.4444457	0.4086017	0.6539366	0.4522488	0.2505975	0.7990717	0.0004649	0.3023629	0.6805179	0.6088581	0.5488610	0.6978460	0.2245293	0.0016604	0.0000000	0.0103382	0.7502655	0.3531662	0.5949393	0.4113068	0.2037642	0.0278016	0.5598943	0.4201161	0.6937583	0.3328051	0.8217603	0.2606673	0.0121856	0.7705147	0.0273129	0.4288912	0.3160439	0.7559202	0.2310531	0.6631541

0	0.4245184	0.0070344	0.4127605	0.1235386	0.6658293	0.5152448	0.5333912	0.0920856	0.3590547	0.5258658	0.8127662	0.3475989	0.0057699	0.4096370	0.3789532	0.4532969	0.6880216	0.5414779	0.2910574	0.3254872	0.1853083	0.3125191	0.2350707	0.3105285	0.5173810	0.0061472	0.2201810	0.6226156	0.0193771	0.3576916	0.6090796	0.7281071	0.7445476	0.2955306	0.4681198	0.4075446	0.6032551	0.4708103	0.2462305	0.7442756	0.0030248	0.4009709	0.7810420	0.8511106	0.6168072	0.7575544	0.1765163	0.0085260	0.0011095	0.0028275	0.6094437	0.3501191	0.4737715	0.3544666	0.2564413	0.0510475	0.7744233	0.3335521	0.7204929	0.3814721	0.7432871	0.3337769	0.0423185	0.5704732	0.0392860	0.3958399	0.2938283	0.6608127	0.2631240	0.6705732
50	0.4132371	0.0014195	0.4626995	0.1005798	0.7000402	0.4876651	0.5422929	0.1099953	0.3166634	0.5374519	0.4737792	0.4258089	0.0011322	0.4273737	0.2170993	0.3184194	0.6785738	0.3862214	0.3044599	0.1831354	0.2763957	0.2532080	0.1969725	0.3158696	0.5577058	0.0118072	0.1650465	0.5017278	0.1752467	0.4508082	0.3556894	0.6619166	0.6808462	0.2910772	0.4311258	0.1054532	0.5749354	0.6342030	0.6260312	0.1845200	0.2598378	0.4931979	0.7894582	0.6776753	0.4784265	0.6336801	0.2161762	0.0131307	0.2984781	0.0000000	0.7896074	0.5346459	0.5482570	0.5779777	0.2480431	0.0401096	0.5380608	0.2754318	0.5903967	0.4574481	0.7253509	0.3823965	0.0040870	0.6493506	0.0484359	0.2902536	0.2650245	0.2432757	0.4479528	0.7002690
100	0.4736813	0.0031403	0.3262793	0.1415854	0.6645247	0.6720660	0.5389965	0.1301517	0.4351189	0.5802328	0.3692653	0.5117071	0.0015336	0.4165499	0.3415387	0.3131317	0.6244421	0.3719764	0.2586882	0.2183624	0.1891069	0.2260235	0.2356307	0.4145909	0.5438633	0.0117675	0.1566188	0.5730952	0.2420556	0.3478286	0.2775226	0.6237154	0.6411932	0.2606291	0.4410769	0.0551545	0.6598075	0.5378407	0.5167449	0.1936197	0.3473774	0.5205426	0.7282967	0.7195605	0.6194878	0.6107065	0.2350250	0.0087878	0.4559749	0.0000717	0.6794978	0.4595753	0.5480581	0.5953287	0.2546641	0.0281665	0.5997391	0.3037410	0.6633158	0.3840366	0.7809544	0.4341069	0.0197340	0.6311914	0.0115445	0.3682732	0.2306593	0.0866531	0.5451654	0.8233618
150	0.4611100	0.0050738	0.3299509	0.1725996	0.5829142	0.5811852	0.5363463	0.1667313	0.3743076	0.5904641	0.3781213	0.3951282	0.0007060	0.4916793	0.2756226	0.3082936	0.7092332	0.4990807	0.3422061	0.2904064	0.2096161	0.3498379	0.3013870	0.2947483	0.6832567	0.0315340	0.2254041	0.5349809	0.3753548	0.3281549	0.2068387	0.6390287	0.6471662	0.2059519	0.3775284	0.0233913	0.5983960	0.5059294	0.6543776	0.1487951	0.4116060	0.5169635	0.6662568	0.7951530	0.6322993	0.8225793	0.2074219	0.0052083	0.6550461	0.0000000	0.5281454	0.5286767	0.6669486	0.6040082	0.2472608	0.0263544	0.5216870	0.3271716	0.8606270	0.3333549	0.5907213	0.5300600	0.0280046	0.6796400	0.0263526	0.3776789	0.2148442	0.1067286	0.6097304	0.7062343
200	0.4467557	0.0007537	0.2893951	0.1447532	0.7341644	0.5660689	0.4778862	0.0704529	0.4121293	0.5915084	0.3038291	0.3846210	0.0020963	0.3468950	0.2709940	0.2264475	0.6261636	0.3943630	0.2917633	0.2320516	0.2301665	0.2553084	0.2253742	0.3135159	0.5760181	0.0288056	0.2962587	0.5485924	0.3178192	0.3454100	0.3026630	0.6997048	0.5801950	0.2937980	0.2860892	0.0193780	0.6163037	0.5065091	0.6571235	0.1126841	0.3786644	0.4837461	0.6212955	0.6898357	0.5016112	0.7413373	0.2799524	0.0027213	0.6569484	0.0000000	0.5557316	0.5918854	0.6492980	0.6251631	0.2504937	0.0213740	0.8349732	0.5217691	0.7178887	0.3249878	0.7336766	0.5519444	0.0194197	0.6666235	0.0232584	0.3669775	0.3025611	0.1662588	0.7191111	0.6357114
250	0.4670318	0.0003899	0.3141552	0.1998673	0.6722644	0.5237932	0.4402824	0.1009724	0.3997720	0.5303538	0.3703329	0.4972442	0.0071033	0.3466835	0.1729445	0.2339796	0.6649129	0.3369604	0.2165237	0.2482152	0.2570532	0.3306577	0.3155818	0.3434156	0.7056357	0.0085934	0.2671119	0.5902685	0.2099969	0.4458681	0.2647173	0.5895839	0.6832848	0.3683837	0.3027398	0.0269992	0.5430578	0.4117971	0.4597951	0.1200806	0.4084093	0.4637841	0.8181356	0.6850147	0.4965627	0.6357350	0.2553841	0.0200864	0.5096579	0.0030367	0.3801304	0.5624291	0.6950077	0.7844844	0.3120871	0.0276646	0.5888344	0.3370901	0.6773213	0.3705529	0.8612425	0.4634338	0.0332796	0.8302421	0.0455133	0.2972790	0.2800036	0.0555630	0.6581801	0.5792354
300	0.4545320	0.0062606	0.3019327	0.1399378	0.5550276	0.5425718	0.4400604	0.0784981	0.4373787	0.5411898	0.3128955	0.3463799	0.0007442	0.3480513	0.2551048	0.2798964	0.6366840	0.2610157	0.3608943	0.2864024	0.2431191	0.3344954	0.2807036	0.4242950	0.6486218	0.0156287	0.2362963	0.7170198	0.2750041	0.3816023	0.2336858	0.6976648	0.6162358	0.2469932	0.3175590	0.0272141	0.5827438	0.4688174	0.6381409	0.1403920	0.4068913	0.4135668	0.6499530	0.6606061	0.4954017	0.6712180	0.2638269	0.0083123	0.6121360	0.0015373	0.6189987	0.6632536	0.5556436	0.7328038	0.2460307	0.0355558	0.5686431	0.3129907	0.7132599	0.4284679	0.7244403	0.4584955	0.0219560	0.6628133	0.0090798	0.3277100	0.2265900	0.0813702	0.6562639	0.6074206
350	0.4896394	0.0043234	0.4041381	0.1367460	0.6719568	0.6454195	0.5395890	0.1152441	0.3924797	0.6195059	0.3342504	0.4872620	0.0001574	0.3009251	0.2948355	0.3791809	0.7983604	0.3893553	0.3157876	0.2022362	0.2445360	0.2275363	0.2748116	0.2924981	0.5681900	0.0355791	0.1879050	0.7028891	0.3128229	0.4413127	0.2030003	0.6085513	0.6882009	0.2882939	0.3729183	0.0219141	0.6484783	0.4161853	0.7095952	0.1348763	0.4806981	0.5535734	0.7035866	0.7589909	0.6202400	0.7590424	0.2459351	0.0083585	0.5488622	0.0001453	0.5824730	0.4456440	0.6319562	0.6460029	0.2541140	0.0317764	0.5641018	0.3532805	0.7079800	0.3767845	0.8467277	0.4849007	0.0131038	0.6497319	0.0115921	0.4412687	0.3124093	0.0883970	0.6244532	0.7308788
400	0.3815802	0.0004882	0.3437425	0.1418448	0.7555181	0.4991659	0.6171062	0.1343618	0.3290811	0.6386305	0.3514973	0.4303590	0.0015014	0.4056496	0.3120797	0.2731815	0.7234089	0.4542351	0.3230815	0.2205959	0.2355131	0.2434642	0.3002106	0.3706074	0.5216690	0.0217784	0.2782367	0.5549426	0.3361493	0.3931147	0.2637324	0.6902747	0.6123521	0.2585730	0.2908870	0.0510089	0.4567065	0.3892701	0.6435771	0.1423790	0.4039266	0.6265624	0.6821608	0.6610544	0.6687490	0.6210270	0.2589265	0.0060143	0.6842554	0.0000045	0.5679918	0.4146064	0.5830510	0.6352416	0.2684243	0.0320450	0.6111195	0.3093787	0.8342266	0.4690852	0.5692612	0.4853410	0.0192886	0.7030780	0.0123797	0.2913538	0.3323185	0.1277546	0.5711233	0.7274788
450	0.4799340	0.0046449	0.4404439	0.1100826	0.6032757	0.6270539	0.4745677	0.1669672	0.3271157	0.6292220	0.4126608	0.3884214	0.0039999	0.3093967	0.2684204	0.2752591	0.7420892	0.3183044	0.3110990	0.2797538	0.2214055	0.3139469	0.2378984	0.3425264	0.6305566	0.0147159	0.2377113	0.5977894	0.3035007	0.4551534	0.1724869	0.6519509	0.5823967	0.2259269	0.3146990	0.0178731	0.4748729	0.4544144	0.6467225	0.1430553	0.4176654	0.3866720	0.7598815	0.6249254	0.4869717	0.8766079	0.2492167	0.0133041	0.6491630	0.0011879	0.2393547	0.4997708	0.6177230	0.7843867	0.1847116	0.0133500	0.7062748	0.3577071	0.7076617	0.3690968	0.6466314	0.4984248	0.0100251	0.7754923	0.0457766	0.3180191	0.2659457	0.1361923	0.7070642	0.6455308
500	0.4427350	0.0034653	0.3777187	0.1157180	0.6499671	0.5365554	0.5154207	0.1276817	0.4461622	0.5988588	0.4431926	0.5265868	0.0050840	0.3482754	0.2422910	0.2613540	0.8480484	0.3432889	0.2110610	0.2319559	0.2418152	0.2854303	0.2770165	0.2855017	0.6345561	0.0155149	0.1887300	0.5602938	0.3006927	0.3666320	0.2318822	0.6666420	0.6491130	0.3097374	0.3147233	0.0289106	0.6111854	0.4645406	0.4572837	0.1377331	0.4307828	0.5162352	0.7208859	0.7087556	0.4311121	0.7848128	0.1793504	0.0120289	0.5167485	0.0023150	0.3040848	0.5394618	0.6079915	0.7187680	0.1929137	0.0408599	0.6431354	0.3836077	0.7806018	0.3747909	0.6844675	0.4895843	0.0401330	0.7822669	0.0197145	0.2529486	0.2135970	0.0961564	0.6797388	0.7079322
550	0.4633158	0.0022799	0.2988676	0.2478092	0.6988801	0.6143202	0.5657929	0.0726773	0.3710504	0.6197401	0.5765750	0.4619138	0.0084659	0.3229509	0.2360872	0.3201030	0.6574755	0.4296131	0.2562281	0.1761068	0.2789426	0.2824837	0.2967288	0.3128384	0.6270507	0.0218123	0.2560672	0.4863209	0.0736874	0.3526331	0.3143619	0.6050609	0.6997945	0.2656033	0.3684602	0.3426415	0.6434145	0.4330001	0.3672221	0.6197104	0.1023932	0.3316530	0.7197917	0.7926604	0.6002840	0.7059179	0.1491294	0.0076488	0.1513981	0.0040954	0.6133018	0.4190839	0.5340933	0.6206532	0.2316596	0.0320689	0.7493989	0.3111086	0.7208351	0.3540153	0.7845997	0.4369622	0.0484092	0.8281011	0.0255124	0.3995326	0.2859604	0.5310434	0.6187055	0.6905377
600	0.5016899	0.0009783	0.3885168	0.2422893	0.6814503	0.5016955	0.5395557	0.1009250	0.2213487	0.5497570	0.6162557	0.4264143	0.0017567	0.3237497	0.2419524	0.3380272	0.7279040	0.4794878	0.3177993	0.2992329	0.2503433	0.2423671	0.2995069	0.3003428	0.6675765	0.0130233	0.2706767	0.5093805	0.0187481	0.4133706	0.5085080	0.6932217	0.6525783	0.3075627	0.2891931	0.2841594	0.6424765	0.4427238	0.2890784	0.6783496	0.0633931	0.2814793	0.6257420	0.6884097	0.5226977	0.5595589	0.2076880	0.0201045	0.0871388	0.0050813	0.5875008	0.3121287	0.5438685	0.3717743	0.2259108	0.0516603	0.6111797	0.3209989	0.6132830	0.4054759	0.7587733	0.3049120	0.0517621	0.7545176	0.0271652	0.2896502	0.2440960	0.5687169	0.3655038	0.6061772
650	0.3840192	0.0018280	0.3388978	0.1994585	0.6666149	0.5168648	0.6390232	0.1097696	0.3256663	0.5620560	0.6385271	0.4557016	0.0021980	0.3585918	0.2338029	0.4284851	0.6866696	0.3751764	0.2756765	0.2648185	0.2824273	0.2231022	0.2770652	0.2675556	0.6972574	0.0174926	0.2911024	0.5736123	0.0081676	0.3306685	0.4389405	0.7209456	0.6510806	0.3324352	0.3487356	0.3462281	0.8333762	0.3824230	0.3048808	0.6852546	0.0071774	0.3574483	0.7311786	0.7762044	0.6164839	0.6870349	0.1864866	0.0058665	0.0184455	0.0138175	0.6844472	0.3128624	0.5376298	0.4419954	0.2360259	0.0160690	0.5186405	0.3052499	0.5187243	0.4041323	0.6460154	0.3076287	0.0312350	0.5718892	0.0218906	0.2446056	0.2423074	0.5789317	0.2659509	0.7388797
700	0.4856082	0.0027529	0.3469481	0.1815905	0.6266541	0.6314284	0.5524159	0.0837501	0.3533949	0.4735408	0.7217997	0.4467629	0.0004909	0.4011071	0.2680143	0.4124082	0.6533325	0.4008046	0.2683379	0.3940796	0.2617212	0.2617924	0.3146574	0.3692214	0.5762871	0.0162151	0.1898897	0.5173475	0.0146521	0.3919059	0.4778602	0.6878366	0.7183022	0.2536610	0.3833343	0.4900725	0.6510493	0.5457569	0.2748581	0.8332842	0.0062938	0.3278002	0.7629832	0.6439686	0.4591561	0.7232919	0.1791921	0.0069022	0.0050907	0.0127457	0.7667022	0.2701297	0.4855072	0.4086223	0.2515221	0.0344450	0.5922384	0.3660425	0.6021354	0.3503001	0.6460858	0.3079326	0.0321743	0.6826181	0.0502238	0.2848719	0.1727858	0.7279535	0.2805775	0.6539939
750	0.4272407	0.0006205	0.3179188	0.1767651	0.7428553	0.6221881	0.5668222	0.0984798	0.3172188	0.4512202	0.7497045	0.4159751	0.0004732	0.3098296	0.2548435	0.3316187	0.6245416	0.5065574	0.2751996	0.2839909	0.2795572	0.2623976	0.2800885	0.3071872	0.5483800	0.0206722	0.1780097	0.5973385	0.0235991	0.3534776	0.4752761	0.6821826	0.8337433	0.2615136	0.4179126	0.3973543	0.6690668	0.4362211	0.2430250	0.7490107	0.0076215	0.3647121	0.6784272	0.5997264	0.4780583	0.7029871	0.2185597	0.0049669	0.0079902	0.0075857	0.7496358	0.3352036	0.3961277	0.5025922	0.2845521	0.0606011	0.6261948	0.3250611	0.6920316	0.3999718	0.7557865	0.2695163	0.0355643	0.6919287	0.0256991	0.3319077	0.3279631	0.7720747	0.3085790	0.6623867
800	0.4202205	0.0025116	0.3123943	0.2546355	0.6971834	0.5004126	0.4652046	0.0872871	0.3574431	0.4834336	0.6482541	0.4461701	0.0040269	0.3240605	0.2408185	0.3470491	0.6770358	0.4267076	0.3885215	0.1954261	0.2400677	0.3792111	0.3170511	0.3872578	0.6049641	0.0594179	0.2029035	0.5235518	0.0122047	0.4358980	0.4828453	0.7906936	0.7114439	0.2618064	0.3917971	0.3329267	0.7773642	0.5063665	0.2603957	0.6608920	0.0013992	0.2380813	0.6893679	0.7163079	0.5819396	0.7712858	0.2371970	0.0135000	0.0029796	0.0152958	0.6733026	0.3782572	0.4838606	0.3827348	0.2133972	0.0603458	0.6665071	0.3173563	0.7380151	0.4872043	0.7991602	0.2085177	0.0138242	0.7662892	0.0677049	0.3084117	0.2531812	0.7549865	0.2183226	0.7600754
850	0.3870002	0.0034862	0.3211760	0.1983444	0.6063600	0.6112664	0.5077806	0.0482019	0.4023444	0.5278841	0.7575271	0.3525183	0.0056104	0.3080556	0.2463844	0.3519297	0.6902706	0.5090664	0.3351270	0.2741343	0.2291779	0.2433926	0.3159635	0.3532079	0.5070734	0.0255174	0.1937098	0.6653629	0.0045505	0.4410264	0.5038355	0.5921757	0.7617899	0.2429013	0.4042200	0.4611563	0.7111452	0.5344439	0.2559814	0.7717502	0.0022623	0.3452341	0.7294733	0.5630284	0.7372466	0.8053467	0.1768378	0.0066629	0.0158635	0.0084716	0.6718261	0.3002721	0.6123928	0.4215326	0.2307869	0.0400224	0.6717890	0.4180194	0.5727070	0.3385605	0.8673801	0.2375946	0.0117249	0.7044040	0.0231265	0.3003138	0.2756126	0.6439961	0.2267773	0.7216256
900	0.3872153	0.0018057	0.3315352	0.1502244	0.6786052	0.5731184	0.6027802	0.0973013	0.3322863	0.4754745	0.7011857	0.4050557	0.0027871	0.3674004	0.1975864	0.4697743	0.7386361	0.4320205	0.2995064	0.2965568	0.2178385	0.2347084	0.3055617	0.2954758	0.4419004	0.0208102	0.1205424	0.5159520	0.0128807	0.4397923	0.5203198	0.6838758	0.7579700	0.3243699	0.5431146	0.4860085	0.7281221	0.3967123	0.2752664	0.6453538	0.0101468	0.3779227	0.7796944	0.6396217	0.6089114	0.6389823	0.2307071	0.0056659	0.0316064	0.0060162	0.7721492	0.3972699	0.5503887	0.4408261	0.1636851	0.0194900	0.6340468	0.3845006	0.3117199	0.3896588	0.6521081	0.1965780	0.0457111	0.5873637	0.0497152	0.2916830	0.3510684	0.7439724	0.1889035	0.6995562
950	0.4886815	0.0005261	0.3143726	0.1452489	0.7434261	0.5115960	0.6427522	0.1098337	0.4138808	0.4236045	0.5816329	0.5080357	0.0018619	0.2825404	0.1810962	0.3532565	0.6959442	0.4697396	0.3320538	0.2810341	0.1934251	0.2821330	0.3584611	0.2454043	0.4590686	0.0216122	0.2619413	0.5712030	0.0081295	0.3398206	0.5467482	0.6492112	0.6692130	0.3841455	0.4413820	0.3284794	0.6490731	0.4473562	0.1996360	0.7918733	0.0033616	0.3437863	0.6892637	0.5680654	0.4466101	0.7356848	0.2125202	0.0024350	0.0157830	0.0093923	0.6728924	0.3478327	0.5088101	0.3343686	0.2733625	0.0353174	0.6415432	0.2869759	0.3320118	0.3445211	0.6167055	0.2560565	0.0227477	0.7677380	0.0328475	0.3652132	0.2792615	0.6492199	0.2960609	0.6366031
1000	0.4376387	0.0014745	0.3099441	0.2446983	0.6080222	0.5627622	0.4501305	0.0586739	0.3556380	0.4275228	0.7362723	0.5943171	0.0015013	0.3956516	0.2321837	0.3742807	0.6973068	0.4959333	0.3342700	0.2935639	0.2718245	0.2535497	0.2501659	0.1940649	0.5116008	0.0522620	0.2368189	0.5157835	0.0147446	0.3308930	0.5303202	0.6742428	0.6983640	0.3432717	0.3870536	0.5298322	0.7875862	0.4233868	0.2436742	0.6311700	0.0069878	0.3034864	0.7284802	0.6313460	0.5688341	0.5613413	0.2167297	0.0074607	0.0041360	0.0205785	0.7042143	0.3538335	0.4812334	0.3576887	0.2483626	0.0330178	0.6918920	0.2903534	0.6052392	0.4062948	0.6661925	0.2626863	0.0573164	0.6023765	0.0287992	0.3478378	0.2897504	0.7422884	0.2606993	0.6798302

0	0.3969275	0.0034554	0.3387835	0.1863379	0.6522780	0.4982215	0.6073476	0.1216645	0.3724500	0.4860954	0.7917653	0.5653719	0.0064068	0.3932976	0.2914071	0.4300007	0.7389931	0.5438829	0.3466875	0.2688587	0.2369746	0.2246249	0.2372032	0.3834413	0.5855076	0.0149992	0.1950926	0.5454871	0.0371440	0.3972277	0.5297362	0.6192016	0.7012935	0.3436590	0.3503240	0.3966856	0.5863235	0.5558143	0.2865638	0.5899586	0.0038566	0.3364166	0.8105532	0.5593316	0.4895606	0.7705049	0.2516206	0.0058427	0.0044778	0.0007454	0.6426410	0.3854190	0.4915278	0.3261099	0.1945845	0.0423546	0.6252032	0.3431023	0.6681702	0.4520724	0.7474403	0.2985230	0.0143658	0.6644822	0.0377384	0.3342538	0.2282272	0.6726860	0.2593964	0.7074407
