"Time"	G1	G2	G20	G10	G4	G17	G16	G9	G18	G94	G11	G98	G7	G6	G46	G100	G36	G37	G38	G34	G3	G56	G35	G5	G19	G14	G13	G12	G15	G39	G41	G50	G51	G53	G52	G55	G21	G22	G42	G44	G49	G40	G45	G54	G47	G72	G67	G57	G43	G48	G61	G8	G95	G60	G58	G99	G59	G79	G81	G83	G82	G84	G89	G80	G88	G90	G91	G86	G85	G78	G77	G75	G93	G92	G69
400	0.3681215	0.1158039	0.6290069	0.1321967	0.4633148	0.5239393	0.2858196	0.5422472	0.1839317	0.1193618	0.1514040	0.6288778	0.0057562	0.3425858	0.0970200	0.5762540	0.0026370	0.0114978	0.7582515	0.6116065	0.0793707	0.6295823	0.2754163	0.5541706	0.4406057	0.0000456	0.3235702	0.2671716	0.2003724	0.4389081	0.4630070	0.1789882	0.0458453	0.5414635	0.0936279	0.5367328	0.2672128	0.6562524	0.3823297	0.3234444	0.6816562	0.3687869	0.3472171	0.3432930	0.5937815	0.5545667	0.3862745	0.5019524	0.0123057	0.4993725	0.6046955	0.0087794	0.0970800	0.2431176	0.6273444	0.6233716	0.5427429	0.6142110	0.4848395	0.1400762	0.0319503	0.8022572	0.0124394	0.0049645	0.0458083	0.1060968	0.2269466	0.6381272	0.1432602	0.0267854	0.5442697	0.0186071	0.0481862	0.4398073	0.5692009
450	0.2725522	0.0925236	0.6414705	0.0933849	0.4550421	0.3673094	0.3473551	0.5587010	0.2386087	0.1397660	0.1814626	0.6253456	0.0045048	0.3173045	0.1628881	0.6196548	0.0061443	0.0169968	0.6388101	0.7127775	0.0589726	0.6225003	0.3623750	0.5175901	0.4050486	0.0001354	0.4487680	0.2728370	0.1893759	0.3479840	0.4481782	0.1744614	0.0336913	0.5828105	0.1200770	0.5757122	0.2930838	0.6733531	0.3195366	0.3358826	0.6378160	0.3501118	0.4705718	0.3045681	0.5821453	0.7132917	0.3516733	0.4331395	0.0093062	0.4582348	0.5337385	0.0140189	0.0955900	0.2340805	0.6632486	0.6778848	0.6174763	0.5898826	0.6451488	0.1343091	0.0729810	0.5667588	0.1066360	0.0205483	0.0672135	0.0736233	0.2531815	0.6370673	0.2058043	0.0465938	0.4684015	0.0210164	0.0848869	0.4700165	0.6440203
500	0.3313977	0.0945455	0.6693814	0.1912399	0.4140321	0.4305742	0.3341461	0.6151286	0.2329546	0.1297934	0.1813536	0.7518788	0.0028520	0.2319876	0.1619382	0.6412953	0.0028137	0.0162357	0.8447443	0.6613829	0.0621020	0.6598252	0.2793170	0.4126338	0.4234946	0.0003042	0.3574617	0.1952789	0.1830549	0.4360771	0.6581734	0.1184454	0.0278670	0.4782298	0.0722042	0.5530781	0.3556073	0.6866212	0.4313634	0.3004006	0.6176007	0.3553949	0.5165008	0.2894510	0.3673935	0.5170169	0.3307946	0.5035915	0.0094448	0.5537943	0.5654309	0.0211709	0.1434772	0.2323479	0.6242639	0.6257958	0.6002006	0.5630796	0.4478692	0.1339959	0.0277844	0.6792917	0.0946697	0.0128875	0.0745737	0.0864845	0.1607114	0.6739007	0.1365705	0.0215316	0.5891735	0.0295607	0.0382373	0.4070621	0.7146340
550	0.4024279	0.0897321	0.7764505	0.2251975	0.4425665	0.4633662	0.3456981	0.6256990	0.2982973	0.5688449	0.2032265	0.7019671	0.0010012	0.2882570	0.0819443	0.6518622	0.0045552	0.0324664	0.6260246	0.7572355	0.0552784	0.5073556	0.3169397	0.6124270	0.4890121	0.2130957	0.5485726	0.2475913	0.2017878	0.3316097	0.4531736	0.2392148	0.0596885	0.5205027	0.0933159	0.3807874	0.3669748	0.4966361	0.4098375	0.2974460	0.6935459	0.2935726	0.3991923	0.1375222	0.7026916	0.6433672	0.4135775	0.5667860	0.0072072	0.4709866	0.6123307	0.0056910	0.1967500	0.0666139	0.6591200	0.5786876	0.6212018	0.6063688	0.3956589	0.1356125	0.0363071	0.1328936	0.0151660	0.0033410	0.0608689	0.5180760	0.2440900	0.7017561	0.1206259	0.0347006	0.4590234	0.1737731	0.0399262	0.3608270	0.5132780
600	0.3827821	0.1769787	0.6435566	0.1485307	0.4457335	0.4540346	0.3982713	0.5101026	0.1434310	0.5360863	0.1526671	0.6657149	0.0081966	0.4056581	0.0300186	0.6624531	0.0025927	0.0115673	0.6070726	0.6822054	0.0612676	0.6393724	0.2953114	0.5176202	0.4794189	0.2388013	0.6875238	0.1972215	0.2297768	0.4084493	0.6265505	0.1245813	0.0482274	0.4363783	0.1221769	0.4357958	0.5266179	0.4369310	0.3896990	0.3718066	0.6883596	0.3050916	0.4754530	0.1375731	0.5331602	0.7010411	0.3706115	0.4400514	0.0120051	0.5759230	0.6147145	0.0013060	0.3697655	0.0119050	0.7129278	0.6539986	0.6032339	0.7596076	0.3202254	0.0886375	0.0535245	0.0465571	0.0129789	0.0043071	0.0505105	0.5667092	0.1711592	0.7553185	0.1891113	0.0233754	0.3240007	0.4241826	0.0394653	0.3100329	0.4609360
650	0.3829441	0.1036151	0.6397599	0.1471345	0.4323849	0.4857896	0.3507379	0.6671464	0.1805642	0.7002693	0.1585556	0.6781929	0.0152372	0.4045070	0.0278247	0.7853224	0.0042485	0.0114178	0.6764881	0.6339333	0.0339224	0.5959484	0.2789434	0.4465401	0.4768769	0.1926510	0.6225504	0.2355322	0.1812478	0.4213671	0.5640171	0.0975214	0.0807767	0.4066699	0.1503506	0.3658406	0.4786150	0.5069751	0.4311984	0.3766764	0.5972120	0.2690497	0.4446226	0.0840159	0.7052682	0.6483283	0.3896544	0.3793737	0.0070563	0.6630465	0.5993489	0.0120902	0.4068648	0.0047228	0.5733488	0.7401692	0.8115585	0.6669265	0.3781477	0.0929802	0.0438747	0.0369817	0.0129878	0.0111524	0.0365726	0.7739171	0.1867617	0.5543356	0.1295089	0.0382444	0.4640339	0.3118280	0.0525292	0.4470507	0.4013768
700	0.3325728	0.1096236	0.7836029	0.0926061	0.4832412	0.3765432	0.3016612	0.5945336	0.3067528	0.8500045	0.1856416	0.6250511	0.0198201	0.3844858	0.0194753	0.6091528	0.0000000	0.0188791	0.6583775	0.7807958	0.0367341	0.6194143	0.3894659	0.5548702	0.4625984	0.1889853	0.6586781	0.2140867	0.1974254	0.3788828	0.5221650	0.1714751	0.0855814	0.4151629	0.1699974	0.4138155	0.4291324	0.5043381	0.3863607	0.4613081	0.5505922	0.1955264	0.5309077	0.0556713	0.5905976	0.7657851	0.3864406	0.4418659	0.0105438	0.4884512	0.5623689	0.0078182	0.4431769	0.0166282	0.7430628	0.6644097	0.6964487	0.7160981	0.6073393	0.0608275	0.0169354	0.0610931	0.0531173	0.0136306	0.0468423	0.6959606	0.2019329	0.6604953	0.1191992	0.0430236	0.3554930	0.2847861	0.0231546	0.4262355	0.3858926
750	0.3778620	0.1560260	0.6086704	0.0772608	0.4464835	0.4716986	0.3362662	0.5253464	0.2155950	0.6893582	0.1677151	0.6504543	0.0032422	0.3964829	0.0171921	0.7130632	0.0013583	0.0026789	0.6785821	0.5978460	0.0631164	0.5236032	0.2911741	0.5486804	0.4298248	0.2287719	0.6966603	0.1977615	0.1830077	0.4871427	0.6542723	0.1012369	0.1199149	0.4293959	0.1852202	0.3765716	0.5157572	0.5361357	0.4291883	0.3746075	0.7254981	0.2027052	0.5771193	0.0825269	0.7437711	0.5601860	0.3666587	0.3528580	0.0049040	0.5587507	0.6826914	0.0018826	0.4602688	0.0194910	0.6447898	0.6295990	0.6316440	0.6048894	0.5949289	0.0819330	0.0639080	0.0289870	0.0594937	0.0235153	0.0620892	0.8022727	0.1539092	0.6730115	0.1509010	0.0149043	0.3521711	0.3172500	0.0322869	0.3294860	0.3895638
800	0.5111914	0.1372872	0.6814737	0.0859179	0.4516387	0.4739544	0.3963281	0.5465700	0.2824795	0.8242711	0.1076809	0.5729738	0.0054826	0.4023567	0.0074226	0.5990338	0.0016456	0.0046529	0.5900785	0.6110566	0.0775629	0.4810384	0.2763419	0.6114514	0.3901325	0.2391682	0.6811248	0.1633860	0.2323348	0.4349497	0.5392602	0.1331735	0.1810787	0.5550880	0.2287366	0.4026520	0.5633955	0.6962688	0.4210426	0.5133760	0.5670815	0.2910731	0.4148784	0.0650343	0.7249235	0.6303847	0.4257338	0.4333923	0.0029988	0.6713845	0.5715069	0.0229739	0.4104559	0.0309655	0.7111280	0.8084811	0.5825863	0.6370577	0.6313915	0.0823278	0.0280545	0.1004140	0.1081973	0.0113336	0.0326469	0.5332493	0.1840085	0.6324408	0.1733029	0.0347516	0.4631701	0.3942030	0.0461561	0.3685367	0.4053643
850	0.3878909	0.0848689	0.7346167	0.0996579	0.3474957	0.3291629	0.2801335	0.6684009	0.2457986	0.7280969	0.2157716	0.7839629	0.0028928	0.3311155	0.0024334	0.7863593	0.0022773	0.0123249	0.6692059	0.6747505	0.0835023	0.5998863	0.3179485	0.4803613	0.5846555	0.1683175	0.7484559	0.2428992	0.1720067	0.4168748	0.6657917	0.1158705	0.0625979	0.4576931	0.1824476	0.5766469	0.4681504	0.5743503	0.4132077	0.4123286	0.6606513	0.2748235	0.4343168	0.0440792	0.6134724	0.8148448	0.4531338	0.4218764	0.0138964	0.6203258	0.5460452	0.0097309	0.4384221	0.0194489	0.6737700	0.6222145	0.6535099	0.6453070	0.5780924	0.1467310	0.0333322	0.0620286	0.0474521	0.0138407	0.0618930	0.6765966	0.2283495	0.6975201	0.1624928	0.0414941	0.3936680	0.2927291	0.0493558	0.5055073	0.3930571
900	0.5217637	0.1451922	0.7029972	0.0905004	0.4904520	0.4060263	0.3789884	0.5556275	0.2983975	0.7135131	0.1680258	0.6902337	0.0020052	0.3823148	0.0071334	0.6372475	0.0052116	0.0067500	0.8104906	0.7383441	0.0495205	0.5794568	0.2916066	0.4595468	0.4548010	0.2714894	0.7453580	0.2236390	0.1972047	0.4440713	0.7698027	0.1328569	0.0997158	0.3788818	0.2548119	0.4485138	0.5481640	0.4744799	0.3257930	0.4156576	0.7262550	0.2987615	0.5379825	0.0743463	0.6967922	0.6478250	0.3365925	0.3852904	0.0168766	0.5570165	0.5998160	0.0136630	0.3516308	0.0182952	0.7423286	0.5897744	0.7350463	0.7719137	0.6341125	0.1202431	0.0206288	0.0503432	0.0471670	0.0025783	0.0850888	0.5644609	0.1303358	0.6134599	0.1463707	0.0378476	0.4961046	0.3158177	0.1074895	0.4370539	0.3486925
950	0.4932436	0.1435539	0.5574471	0.1316818	0.4316320	0.4325797	0.2913303	0.4550677	0.1982899	0.8271408	0.1105175	0.6067360	0.0041238	0.3911701	0.0059818	0.5417977	0.0039118	0.0068692	0.6406142	0.7242806	0.0475945	0.5743216	0.3163681	0.5402386	0.4738711	0.1538739	0.6652408	0.1475762	0.1941318	0.4547609	0.6124734	0.1876287	0.0960038	0.5055644	0.2007997	0.4227543	0.4220416	0.5177709	0.4168984	0.4052000	0.6884419	0.3098538	0.5554988	0.0681084	0.7374734	0.6604071	0.4570333	0.4576678	0.0187670	0.4808542	0.5987790	0.0030345	0.4400616	0.0090480	0.7529926	0.6219266	0.6102694	0.5776887	0.5519827	0.1126871	0.0218104	0.0310423	0.0239083	0.0106005	0.0509750	0.6985972	0.2175614	0.8693450	0.1469463	0.0248736	0.4581215	0.3426384	0.0523097	0.3948909	0.3271835
1000	0.4002850	0.1849011	0.5747191	0.1372929	0.4382165	0.3641215	0.2870763	0.4867187	0.2978869	0.7056884	0.1793001	0.7108205	0.0020022	0.3868352	0.0120383	0.6020345	0.0055197	0.0067149	0.7446924	0.6731096	0.0487377	0.5397271	0.2930932	0.4430093	0.5019557	0.2152632	0.6585500	0.1530586	0.2288927	0.4592893	0.5933571	0.0907885	0.0981101	0.4147114	0.1781040	0.3520316	0.3789158	0.5901757	0.3301581	0.3625915	0.6447853	0.2641136	0.4731453	0.0591114	0.7663186	0.7531349	0.3520650	0.5334210	0.0069113	0.5354047	0.6799325	0.0090986	0.5752771	0.0123806	0.6614073	0.6147391	0.5898419	0.6744571	0.4980076	0.1348466	0.0207883	0.0398428	0.0303975	0.0311719	0.0556364	0.6715022	0.1957113	0.6882699	0.1306762	0.0305786	0.3970766	0.3113028	0.0246203	0.3365368	0.3645262

0	0.4221922	0.1061983	0.6992025	0.1257374	0.4726539	0.3593328	0.2710802	0.6017961	0.3094797	0.6518424	0.1679900	0.6482106	0.0036740	0.3200898	0.0087176	0.7500032	0.0021451	0.0034465	0.7417756	0.7376864	0.0665847	0.6009313	0.3701227	0.3657526	0.5032450	0.1704356	0.6059827	0.2077699	0.1794514	0.4128367	0.5743693	0.1719219	0.1279278	0.3982884	0.2214066	0.3689135	0.4182651	0.4889979	0.3812641	0.5215809	0.7142875	0.2871395	0.4802079	0.0706589	0.6728898	0.4792070	0.4356376	0.4330985	0.0085950	0.5791486	0.5834219	0.0143995	0.4405288	0.0200873	0.7666347	0.6235864	0.8480359	0.6965693	0.5164988	0.1084566	0.0171696	0.0461179	0.0121692	0.0204612	0.0338635	0.6273447	0.2441259	0.6223297	0.1314126	0.0343500	0.3397652	0.3818429	0.0663259	0.3792261	0.3177594
50	0.3493233	0.1587573	0.7344644	0.0611410	0.5098143	0.4394723	0.0457651	0.4255709	0.1859701	0.3762980	0.1022969	0.7125507	0.0065223	0.2174002	0.0057957	0.7061812	0.0094815	0.3237963	0.7345337	0.6263962	0.0940224	0.3202796	0.4203723	0.3195732	0.1660905	0.2648856	0.5668028	0.0531112	0.1835100	0.5347110	0.3255868	0.2295912	0.3059708	0.2893900	0.1698845	0.5501114	0.3137237	0.4400349	0.5049977	0.5554931	0.7117209	0.1987698	0.5167794	0.0975099	0.6191635	0.4370732	0.2903941	0.6344358	0.0079881	0.6101553	0.5432087	0.0023005	0.4774604	0.2826310	0.6345197	0.7341157	0.5194142	0.6803182	0.5939876	0.1391944	0.0540406	0.0270879	0.4081357	0.0092336	0.0557931	0.3248547	0.3796396	0.5764382	0.1073861	0.0247250	0.4498604	0.3606930	0.0748091	0.4551606	0.2942250
100	0.3050356	0.1568905	0.6107533	0.0924098	0.4803231	0.4012113	0.0450631	0.5711034	0.2702543	0.3254914	0.1158573	0.6085239	0.0194923	0.0975501	0.0011244	0.7297425	0.0114319	0.4541582	0.8304028	0.5985828	0.1010400	0.1914777	0.4620328	0.4348849	0.1508490	0.2180765	0.6118793	0.0093684	0.1613084	0.4823078	0.3283887	0.2192491	0.2293640	0.2659003	0.0655759	0.3207486	0.3055052	0.4039682	0.4565754	0.6427293	0.7810677	0.1351583	0.4151194	0.0759770	0.6333405	0.3599693	0.1488464	0.6839933	0.0174097	0.5168982	0.6826831	0.0081403	0.3136604	0.2899528	0.7241754	0.7341160	0.7579605	0.6885719	0.6046613	0.1068839	0.0342976	0.0553165	0.3843480	0.0083178	0.0422513	0.4366121	0.3591118	0.6109403	0.1364662	0.0453463	0.3888672	0.3087737	0.0669974	0.3792896	0.3558924
150	0.3284370	0.2068951	0.6624126	0.0908630	0.5439616	0.4364369	0.0109757	0.6010722	0.1936404	0.2874368	0.1880360	0.5563778	0.0130057	0.1030432	0.0052130	0.6369763	0.0069104	0.4889601	0.6541814	0.6664001	0.3257906	0.1941682	0.4812614	0.3523789	0.1403506	0.1864360	0.6860545	0.0110206	0.1600584	0.6654770	0.4299010	0.2941679	0.3106892	0.2467544	0.0376809	0.4814318	0.3399774	0.2682862	0.4059860	0.6960836	0.7165849	0.1456935	0.4812134	0.0494487	0.6925695	0.3292355	0.1423424	0.7097065	0.0236194	0.5037923	0.6232124	0.0124165	0.3636872	0.3725574	0.7413083	0.8341912	0.6171832	0.7571858	0.6230641	0.0794530	0.0426704	0.0165383	0.5044166	0.0090327	0.0276460	0.2741022	0.2062373	0.7219830	0.1279104	0.0159770	0.4155784	0.3720049	0.0631109	0.2850413	0.3994748
200	0.2631221	0.1564372	0.7151866	0.0617919	0.4103361	0.4529070	0.0156511	0.5431265	0.1156005	0.3259857	0.2409431	0.7081408	0.0210294	0.1004682	0.0065872	0.7213531	0.0079326	0.5722274	0.7657145	0.6782808	0.4808451	0.2251838	0.4582648	0.3715159	0.1703047	0.2644998	0.6464489	0.0092958	0.1949037	0.4451798	0.2843640	0.2243420	0.2866306	0.3508733	0.0297731	0.4929085	0.3080634	0.3368135	0.4062185	0.7352488	0.6577738	0.1606222	0.4938841	0.0568549	0.5054808	0.3763671	0.1165276	0.7076083	0.0076912	0.5882815	0.6091558	0.0018015	0.2473415	0.3592006	0.6877193	0.7440428	0.7438536	0.7869707	0.6399318	0.0673800	0.0279494	0.0432734	0.5718768	0.0065207	0.0447375	0.3390683	0.3239416	0.6063337	0.1287384	0.0321622	0.3944774	0.2417418	0.0524989	0.4245618	0.3226170
250	0.3369411	0.2456828	0.6568685	0.0831515	0.5584387	0.5746525	0.0158893	0.6515573	0.1742938	0.2836116	0.1844809	0.7752336	0.0166626	0.1027792	0.0018489	0.5877072	0.0013651	0.6020658	0.6295379	0.6245047	0.4339796	0.1898156	0.5401951	0.3679984	0.0977738	0.2349315	0.5247755	0.0105075	0.1481696	0.5709570	0.3579186	0.1187079	0.2795515	0.3356896	0.1157328	0.4878082	0.3904826	0.3308194	0.4540395	0.6089383	0.7300999	0.1761037	0.4866894	0.0558164	0.5001988	0.3793797	0.1478701	0.7288815	0.0215076	0.6358988	0.5885472	0.0037918	0.3183571	0.2880378	0.6809719	0.6796466	0.5833552	0.6254322	0.4876665	0.0670708	0.0450707	0.0232775	0.3433898	0.0141708	0.0634154	0.2584364	0.3635634	0.6426058	0.1780315	0.0374517	0.3936406	0.3027043	0.0565701	0.3629646	0.3555124
300	0.3299669	0.1381925	0.6643051	0.0608834	0.5039840	0.3843756	0.0213588	0.6200260	0.1579332	0.2712843	0.2057050	0.6421476	0.0020850	0.1101971	0.0052997	0.7006864	0.0054784	0.4653904	0.6737238	0.6401692	0.4691867	0.2516927	0.5030509	0.4045769	0.1558773	0.1910859	0.6305847	0.0050796	0.1863910	0.5840783	0.3512776	0.1883157	0.2493801	0.3219881	0.0885814	0.4473174	0.3251595	0.2812547	0.3865122	0.7398006	0.6873169	0.1210984	0.4240171	0.0474108	0.6337026	0.3204677	0.1399236	0.5961880	0.0110444	0.6094870	0.6155981	0.0082710	0.2733218	0.3693552	0.7229073	0.7126635	0.7469998	0.6356638	0.5311056	0.0565235	0.0311129	0.0155622	0.5101207	0.0106511	0.0857669	0.3147244	0.2919981	0.6235370	0.1318743	0.0604822	0.3602942	0.3798201	0.0481169	0.4386561	0.4076795
350	0.2992942	0.2387194	0.6604626	0.0785707	0.4999143	0.4104045	0.0526541	0.5644985	0.1908247	0.3191970	0.1577942	0.6727053	0.0125157	0.1242431	0.0186103	0.6186861	0.0050559	0.5322172	0.4983046	0.7310061	0.4617625	0.2109423	0.4528901	0.3937547	0.1591872	0.1880401	0.5595674	0.0204134	0.1879880	0.4701582	0.3587078	0.2538070	0.2992625	0.2412477	0.0513179	0.4116287	0.2424992	0.2851516	0.4939983	0.7644894	0.6702190	0.1883244	0.4247565	0.0498842	0.6790423	0.2131191	0.0882419	0.6995904	0.0220272	0.5248758	0.5927318	0.0089113	0.2511786	0.3800276	0.7727575	0.7077498	0.7586291	0.6650622	0.5028403	0.0752812	0.0204808	0.0395334	0.5651582	0.0152439	0.0455219	0.2902042	0.2961821	0.6566938	0.1440157	0.0419131	0.3541369	0.2712239	0.0356578	0.3871845	0.4278348
400	0.4175572	0.2300421	0.6546166	0.0783986	0.4651841	0.3645952	0.0101111	0.6110069	0.1698839	0.2274229	0.2002108	0.6700048	0.0121515	0.0697055	0.0114000	0.6586594	0.0010017	0.5269214	0.6429182	0.5243705	0.4190327	0.2711961	0.5197067	0.3384317	0.2169029	0.1623567	0.6554064	0.0185259	0.1628967	0.5710258	0.4249943	0.2827574	0.2556501	0.2196796	0.0618361	0.4656546	0.2092752	0.3312189	0.4178063	0.6468471	0.7069620	0.1629634	0.4561145	0.0731478	0.6577956	0.3855739	0.1413244	0.7054744	0.0173807	0.4667313	0.5774320	0.0188369	0.3297886	0.4121018	0.7154135	0.6581660	0.7358534	0.6002651	0.5740367	0.0880373	0.0365764	0.0451237	0.4702457	0.0145017	0.0933025	0.3625527	0.2812066	0.5683483	0.2284801	0.0468673	0.4409172	0.2654143	0.0661039	0.3391395	0.4660665
450	0.3078724	0.1263527	0.6597286	0.0464738	0.5349409	0.3526887	0.0145291	0.5068164	0.1776667	0.1920696	0.2334858	0.8032024	0.0201291	0.1576528	0.0122314	0.5752040	0.0037275	0.4632392	0.6500668	0.6894414	0.4694372	0.2123865	0.5251319	0.3006912	0.1176042	0.1646854	0.6079238	0.0071375	0.1667154	0.5770836	0.2601977	0.2441600	0.2566915	0.2520039	0.0548367	0.3495554	0.2357325	0.3039925	0.3600397	0.4936519	0.5768782	0.1771626	0.4070725	0.0628534	0.5813078	0.3141375	0.1462581	0.6260401	0.0454107	0.5486246	0.6393541	0.0137406	0.3014438	0.3222343	0.5322515	0.6037011	0.6928970	0.7362327	0.5846085	0.1185283	0.0729794	0.0843579	0.4590003	0.0215502	0.0653817	0.3203603	0.2717393	0.5976196	0.1508877	0.0264627	0.4660530	0.3138814	0.0911670	0.3948479	0.4187605
500	0.3324162	0.1650255	0.7096618	0.0645658	0.4404532	0.3279605	0.0067777	0.5837236	0.2289465	0.2850273	0.2072831	0.7568312	0.0358792	0.1608809	0.0145413	0.6175013	0.0054419	0.5556915	0.6519602	0.6158789	0.4545445	0.2147577	0.5454707	0.4588248	0.1353911	0.1936993	0.5305284	0.0083619	0.3108788	0.5936231	0.3159166	0.3141072	0.2241567	0.2837244	0.0704110	0.4240325	0.2308478	0.2235817	0.4205898	0.7127200	0.7591295	0.1864414	0.4093000	0.1172521	0.5447804	0.4173100	0.0885590	0.6068296	0.0211547	0.5464691	0.6788134	0.0046581	0.3527028	0.3659350	0.5912886	0.7056893	0.6966519	0.7047175	0.5088040	0.0903377	0.0317041	0.0373896	0.4911111	0.0137207	0.0595009	0.2991915	0.3027019	0.6349167	0.1325165	0.0334595	0.3486291	0.3130656	0.0224696	0.3303972	0.4635372
550	0.4406587	0.2249571	0.5822700	0.0895967	0.5043216	0.5032895	0.2843113	0.5576070	0.1829127	0.6533867	0.2923422	0.6479924	0.0162067	0.3519124	0.0155681	0.7583014	0.0072451	0.1225662	0.6675874	0.6363008	0.2581269	0.4524318	0.4380171	0.5569905	0.3800379	0.1928686	0.6864587	0.1795417	0.2474854	0.3827385	0.4101738	0.1163859	0.0894982	0.3248665	0.1020931	0.4153011	0.3061001	0.2645668	0.4232692	0.4878921	0.7209246	0.2822370	0.5287005	0.0811728	0.7152221	0.5436271	0.1863773	0.5687826	0.0373937	0.5498077	0.6346343	0.0160038	0.3352454	0.0604048	0.7019320	0.7131158	0.5912220	0.7495556	0.4932235	0.0892843	0.0226911	0.0369691	0.0700789	0.0121211	0.0778826	0.5891030	0.2140373	0.6608746	0.1495910	0.0188553	0.4428913	0.3526606	0.0740088	0.4555446	0.3905438
600	0.4843148	0.1761577	0.7366962	0.1607036	0.3760141	0.5039822	0.2968402	0.5564488	0.2135412	0.9402872	0.2764470	0.6522412	0.0038565	0.3083734	0.0149306	0.7772349	0.0051728	0.0633420	0.6837676	0.5698135	0.1701416	0.4828565	0.3867091	0.6254301	0.3752206	0.1922845	0.7090731	0.1668013	0.1597800	0.4411507	0.5753297	0.0891303	0.0810867	0.4353883	0.0853738	0.4268604	0.4960932	0.3923682	0.4068332	0.4364431	0.5934776	0.2460485	0.5382229	0.0649840	0.6396239	0.6718267	0.2409639	0.5184381	0.0070707	0.6783509	0.6469788	0.0126181	0.4736046	0.0359634	0.7729717	0.7184013	0.6217343	0.6836027	0.5954972	0.0941449	0.0487965	0.0288679	0.0329067	0.0057087	0.0495054	0.5856573	0.1908795	0.7043219	0.1280894	0.0256485	0.4666656	0.3059682	0.0579031	0.3677066	0.3787031
650	0.4749557	0.1572139	0.5662778	0.1173721	0.3797409	0.4441058	0.3950817	0.5288296	0.2177816	0.7007660	0.2627624	0.6960744	0.0049253	0.3760152	0.0166200	0.6851502	0.0000000	0.0116626	0.7868269	0.6351342	0.1115004	0.4355252	0.3161099	0.5255969	0.4755894	0.1902522	0.6489540	0.1764761	0.1912545	0.4214531	0.6741776	0.1256995	0.1821137	0.4379668	0.2183538	0.4695993	0.4238957	0.5236401	0.4268960	0.5199511	0.5722150	0.2223238	0.5167211	0.0682497	0.6875292	0.6574325	0.3312468	0.5703917	0.0074358	0.5894219	0.6798522	0.0106206	0.4644382	0.0131652	0.6956689	0.8104379	0.5717253	0.5767485	0.5957241	0.0767448	0.0178921	0.0176679	0.0636779	0.0142539	0.0659119	0.6451284	0.1556388	0.5929177	0.1332813	0.0261472	0.4428963	0.3605012	0.0737930	0.4079138	0.2958854
700	0.4313251	0.0996635	0.6081015	0.1538621	0.4314684	0.4028719	0.3849282	0.5277810	0.2322677	0.8019261	0.1707985	0.8489995	0.0028346	0.3647140	0.0097454	0.7482393	0.0034874	0.0065544	0.7302453	0.6350950	0.0412024	0.4981223	0.3071263	0.5545676	0.4042734	0.2908178	0.8501156	0.1501388	0.1787598	0.4399291	0.5696796	0.1015222	0.1449074	0.4211453	0.2268604	0.5231927	0.5320917	0.5459154	0.2996752	0.4847322	0.6154441	0.2866416	0.4861005	0.0791124	0.5973013	0.6374484	0.2909178	0.4656004	0.0075087	0.5576934	0.6455114	0.0116167	0.4220879	0.0112986	0.6786412	0.7004161	0.6292991	0.6670225	0.5164132	0.1261661	0.0291488	0.0430487	0.0557927	0.0430846	0.0700102	0.7377820	0.1791399	0.8120892	0.1496931	0.0602560	0.4025530	0.3393801	0.0491032	0.4265726	0.4793506
750	0.3474352	0.1492758	0.6839467	0.1584873	0.3724143	0.4220326	0.3964752	0.5227739	0.2659115	0.6176512	0.1849033	0.7452775	0.0120388	0.2905157	0.0044958	0.6817292	0.0011870	0.0034265	0.7431510	0.7474201	0.0767059	0.5846258	0.2298044	0.4748941	0.4058438	0.2492577	0.6690355	0.1963595	0.1596743	0.3624213	0.6139213	0.1494572	0.1516155	0.4183674	0.2435127	0.4749181	0.4841698	0.7488232	0.3919809	0.3576742	0.7452661	0.1976576	0.4655560	0.0530148	0.6506789	0.6843301	0.2977316	0.4822445	0.0067291	0.6324765	0.6291762	0.0035007	0.4836138	0.0079107	0.6927155	0.7660517	0.6536832	0.7515664	0.6239541	0.1015147	0.0348412	0.0242637	0.1063773	0.0063070	0.0798290	0.7277961	0.2688604	0.6329185	0.1665226	0.0240915	0.4040198	0.3613568	0.0320101	0.4047494	0.3202485
800	0.4784676	0.1388185	0.6883998	0.1548639	0.4785489	0.4367029	0.3363847	0.6346918	0.3615475	0.8056715	0.1400274	0.7140834	0.0191641	0.3478344	0.0142460	0.6315909	0.0029660	0.0073886	0.7737494	0.6326419	0.0783081	0.6398279	0.3013872	0.5155514	0.5301164	0.2416584	0.5853149	0.2407090	0.1531611	0.4756888	0.5483558	0.1196435	0.1136565	0.4628421	0.1678779	0.5244101	0.5177769	0.5084769	0.3295610	0.3775851	0.5897721	0.2726692	0.4030452	0.0841253	0.6047671	0.7474161	0.4079424	0.4749957	0.0059350	0.5080700	0.5969629	0.0008942	0.3933849	0.0330464	0.7627623	0.5675795	0.5084086	0.6780074	0.5355130	0.0846098	0.0216131	0.0449993	0.1103631	0.0035209	0.0700055	0.6804808	0.2654721	0.6540742	0.1484715	0.0385587	0.4412966	0.2823480	0.0494610	0.4717291	0.3202499
