"Time"	G1	G2	G20	G10	G16	G4	G17	G8	G11	G56	G3	G5	G19	G12	G13	G14	G15	G50	G41	G52	G53	G51	G21	G22	G55	G42	G54	G40	G44	G39	G35	G49	G45	G48	G61	G9	G47	G43	G79	G57	G60	G89	G80	G84	G81	G82	G83	G88	G86	G78	G77	G75	G91	G90	G85	G58	G59	G99	G92	G93
800	0.8045786	0.0115822	0.5105528	0.3370672	0.0451739	0.6621642	0.0812525	0.0728634	0.1545178	0.4610664	0.0421231	0.2888795	0.5405049	0.0146961	0.2942722	0.0359789	0.7134926	0.5877978	0.3657345	0.6810088	0.0248800	0.2605590	0.3626758	0.2222769	0.1809794	0.5598681	0.4426740	0.4612242	0.2034447	0.2995108	0.5883355	0.0273935	0.2663885	0.5331333	0.2731580	0.0984660	0.3616614	0.0339756	0.7117358	0.0239909	0.3055474	0.0600726	0.0054952	0.3267179	0.3309042	0.4873217	0.0393195	0.2182848	0.7164721	0.4874777	0.0526818	0.7534709	0.0190568	0.4467601	0.7067272	0.6365018	0.6161954	0.5986393	0.4157916	0.0003846
850	0.5717009	0.0098020	0.5087553	0.3949676	0.0579762	0.6119576	0.1663727	0.0549190	0.1535534	0.6302508	0.0358701	0.2730261	0.7050674	0.0140740	0.2854826	0.0487196	0.4698858	0.6047753	0.3636564	0.7612059	0.0270233	0.2329923	0.3307005	0.2750029	0.1889464	0.4874163	0.5499189	0.4484448	0.1890975	0.3215231	0.8328607	0.0685288	0.1817417	0.5840605	0.2495838	0.0966308	0.5008713	0.0228027	0.7035903	0.0230664	0.3620643	0.0711773	0.0169684	0.4362570	0.3555403	0.4752356	0.0171917	0.1413979	0.7631922	0.4106712	0.0830578	0.6101582	0.0185646	0.3867110	0.6379477	0.5679524	0.5050956	0.7696863	0.4535711	0.0068759
900	0.6726468	0.0068010	0.6444386	0.2762475	0.0974736	0.6591196	0.1448477	0.0669225	0.0976094	0.5319082	0.0464548	0.2204951	0.6619820	0.0186070	0.3101648	0.0469827	0.4978788	0.6862518	0.3936988	0.7015567	0.0639082	0.1851422	0.3831222	0.2554458	0.1325982	0.4468389	0.4242271	0.5206177	0.0933913	0.2820873	0.5414963	0.0659869	0.2004682	0.5860590	0.2198057	0.1387580	0.3264396	0.0349788	0.6064235	0.0327518	0.3114472	0.0670935	0.0044544	0.4481644	0.3692819	0.5223503	0.0446491	0.1558668	0.7239285	0.3010451	0.0978202	0.7067561	0.0414075	0.4502285	0.6287846	0.6355812	0.5726803	0.7151989	0.5245159	0.0155207
950	0.7036247	0.0039631	0.4958113	0.3509070	0.0490848	0.6536970	0.1716386	0.0832841	0.1541529	0.5770125	0.0361584	0.3260706	0.6454045	0.0036280	0.2605377	0.0253620	0.4731708	0.6852930	0.4240963	0.8166033	0.0190396	0.2681182	0.3859650	0.1502098	0.1560526	0.3958516	0.5957947	0.4111728	0.1817064	0.3551264	0.6086666	0.0479043	0.2242879	0.5884722	0.3205896	0.1335984	0.4280902	0.0377244	0.6779915	0.0186624	0.2669216	0.0862791	0.0109174	0.4063216	0.3551650	0.6098865	0.0479260	0.1838481	0.6976609	0.3365277	0.1214347	0.7261277	0.0288066	0.4386597	0.7634355	0.8970895	0.5399798	0.6729094	0.5448662	0.0036938
1000	0.7131208	0.0028678	0.5361111	0.3820948	0.0660195	0.6845885	0.1247410	0.0435664	0.1473905	0.5045725	0.0527077	0.2903855	0.7182444	0.0158331	0.3116910	0.0430415	0.5355783	0.6396276	0.3544761	0.6963006	0.0139122	0.2043659	0.3382632	0.1268533	0.1425710	0.5498196	0.6087809	0.4754748	0.2618112	0.4169506	0.6763610	0.0532309	0.2352166	0.5621997	0.3433314	0.0679973	0.3734039	0.0226970	0.7490981	0.0310082	0.3047539	0.0881314	0.0055241	0.4123128	0.4307294	0.5173940	0.0618087	0.1531656	0.8032281	0.3222540	0.0914569	0.8090141	0.0227544	0.4566477	0.7055433	0.7556603	0.6379997	0.6169071	0.4641593	0.0122922

0	0.7006361	0.0027382	0.4635808	0.2780249	0.0782231	0.6294048	0.2250526	0.0446532	0.1761830	0.5270947	0.0335644	0.3209841	0.7777033	0.0207232	0.3199498	0.0353767	0.5655289	0.7367224	0.4638872	0.6945496	0.0107824	0.2347836	0.3260601	0.1855584	0.1671678	0.5108636	0.5196980	0.4056844	0.2386992	0.3200624	0.7316615	0.0700612	0.2769694	0.7221755	0.3060656	0.0750405	0.3864450	0.0363324	0.6748246	0.0450897	0.3518593	0.0890089	0.0015966	0.3285786	0.3922142	0.5949636	0.0414835	0.2275059	0.6240227	0.3680665	0.0405237	0.8868939	0.0281711	0.3835005	0.6940205	0.5684131	0.5511630	0.7423977	0.5532337	0.0030967
50	0.8180591	0.0003499	0.5164100	0.3903843	0.0971131	0.5767891	0.2202540	0.4829875	0.1652266	0.5266884	0.0211159	0.2602141	0.6059910	0.0608315	0.0532416	0.0362076	0.3973976	0.3818931	0.2196973	0.7465504	0.1546812	0.3029031	0.4465698	0.2019648	0.1820042	0.3419968	0.3456412	0.4861327	0.4869550	0.3137538	0.6127604	0.0406976	0.2894244	0.6896311	0.3104188	0.1002868	0.3751671	0.0525236	0.8404087	0.0429047	0.3712886	0.0659337	0.0025561	0.3244703	0.4105872	0.4107850	0.0578295	0.3421199	0.5426291	0.3318191	0.1319034	0.7449144	0.2333718	0.5054299	0.6740212	0.7436080	0.5009976	0.7295432	0.4759857	0.0082013
100	0.7293201	0.0025376	0.4271930	0.3337171	0.0919419	0.7308330	0.1347196	0.5952673	0.1168438	0.5880157	0.0656514	0.2420321	0.6103367	0.0137581	0.0339246	0.0460271	0.4142408	0.2748559	0.2391724	0.5308646	0.2481874	0.3140315	0.4589974	0.2471689	0.2660580	0.4751791	0.3032774	0.5050389	0.4384241	0.3668775	0.6509830	0.0855203	0.2004433	0.6921652	0.2776011	0.0546636	0.4346858	0.0263873	0.7009780	0.0397528	0.2642183	0.0472838	0.0019502	0.3750258	0.3934374	0.5056926	0.0430639	0.4907844	0.5155108	0.3609996	0.1481392	0.7365456	0.4662877	0.4124028	0.6074557	0.7619981	0.4037002	0.8800558	0.4725016	0.0049758
150	0.7014865	0.0034313	0.4579534	0.4257298	0.1511873	0.6654789	0.1273768	0.7615425	0.1089786	0.6286980	0.0505807	0.2724171	0.6170760	0.0148394	0.0342391	0.0431202	0.3141571	0.2622442	0.2149198	0.4922212	0.2099561	0.2038872	0.4792828	0.2251712	0.2505100	0.3283145	0.2982422	0.5178169	0.4408562	0.2651365	0.5394292	0.0464272	0.1917219	0.6335303	0.3239431	0.1087746	0.4246279	0.0334335	0.6842992	0.0135852	0.4665945	0.0686816	0.0006145	0.3787796	0.3783055	0.4832798	0.0309827	0.5106092	0.4568937	0.3407882	0.1130724	0.6617057	0.4186151	0.3950608	0.7412844	0.7513896	0.4974155	0.8647802	0.4053759	0.0033837
200	0.6441198	0.0033236	0.4030726	0.3163684	0.0795429	0.6915167	0.1227934	0.5127542	0.1213233	0.5608118	0.0274149	0.2477735	0.6827599	0.0166802	0.0235632	0.0849843	0.2430283	0.3500139	0.2610780	0.5071054	0.3005161	0.2117403	0.4602871	0.4716250	0.3055790	0.4002456	0.2314372	0.3891999	0.4345939	0.2602858	0.6375406	0.0573035	0.2248643	0.6390421	0.3464666	0.0902819	0.3067696	0.0336450	0.7641433	0.0218755	0.3903083	0.0656656	0.0000000	0.4332979	0.3880143	0.5513012	0.0536273	0.4729111	0.4811929	0.4090441	0.0587903	0.6657935	0.4317541	0.3774911	0.6500385	0.7012934	0.5099246	0.6643688	0.4078838	0.0090279
250	0.7100580	0.0016434	0.5984768	0.3307108	0.1109455	0.7355128	0.0780860	0.5138420	0.1278671	0.5683235	0.0689685	0.1299118	0.6937697	0.0047570	0.0204920	0.0879507	0.3713417	0.2984892	0.1893522	0.4144853	0.2644193	0.1676629	0.5356259	0.2896397	0.3344438	0.3075131	0.2111795	0.4138598	0.4738128	0.2559103	0.6007933	0.0865289	0.1576949	0.5958784	0.3448699	0.0903227	0.3077550	0.0196416	0.8026539	0.0260580	0.3949445	0.0588189	0.0000000	0.4273288	0.3690092	0.5749589	0.0226437	0.5797262	0.6896730	0.3813962	0.0589531	0.5989761	0.5638885	0.4373413	0.7112732	0.6537795	0.4817540	0.6354913	0.4550007	0.0031241
300	0.7690462	0.0011389	0.5588103	0.3294621	0.1005518	0.7043705	0.0378822	0.5651057	0.1368657	0.5798600	0.0915786	0.1448801	0.7022116	0.0255169	0.0156948	0.0545025	0.3876622	0.3101171	0.1503076	0.4592837	0.2329731	0.1664268	0.3351224	0.1785005	0.2693217	0.3598702	0.1681469	0.5300117	0.4284063	0.2526441	0.6348828	0.0882493	0.1522583	0.7256519	0.3307638	0.0431964	0.3259609	0.0442533	0.7545377	0.0055034	0.4416998	0.0512867	0.0089353	0.4278879	0.4917038	0.5598537	0.0355157	0.5159413	0.6056398	0.3941663	0.0738393	0.7304579	0.4078403	0.4261914	0.6392809	0.6074509	0.4809106	0.5447060	0.3709128	0.0015017
350	0.6013183	0.0005754	0.5552386	0.3974052	0.0838670	0.6890034	0.0509938	0.5281194	0.1730025	0.7396636	0.1027315	0.1722620	0.7574714	0.0126926	0.0255656	0.0717242	0.4041168	0.2642923	0.1952086	0.4365758	0.2016580	0.2106436	0.4057208	0.2079353	0.2685254	0.4207694	0.1810797	0.4226262	0.4316893	0.2612962	0.5477466	0.0344068	0.1238730	0.6157664	0.3030671	0.0733261	0.2585969	0.0430552	0.7322620	0.0059120	0.3548766	0.0463339	0.0025471	0.4118075	0.4738430	0.5437104	0.0293540	0.5454134	0.4589692	0.4308089	0.0865724	0.7486835	0.3930852	0.3303834	0.7042110	0.6077747	0.4528691	0.6954907	0.4066630	0.0027679
400	0.6936422	0.0008866	0.6264082	0.2431981	0.0991869	0.6795491	0.0625573	0.6733691	0.1432960	0.5991539	0.1322557	0.1930049	0.5122788	0.0268896	0.0165291	0.0537765	0.3384604	0.3511734	0.1636815	0.3359286	0.2241878	0.2088886	0.4187990	0.1622772	0.2087884	0.3829447	0.1326182	0.4815852	0.3855920	0.2124422	0.5985994	0.0354190	0.0830565	0.8045984	0.3269465	0.0654216	0.2960750	0.0347297	0.6945084	0.0153098	0.3992315	0.0861145	0.0012351	0.5007346	0.4376086	0.6255419	0.0371233	0.5011220	0.5185808	0.4263621	0.0846377	0.9345883	0.3370836	0.4489069	0.6692282	0.7542336	0.4842099	0.7332769	0.3921909	0.0150396
450	0.6343862	0.0007634	0.4406873	0.3644921	0.1367680	0.7677127	0.0383949	0.5974923	0.1303284	0.5175121	0.0318714	0.1823721	0.7341534	0.0210388	0.0614044	0.0591309	0.3773940	0.2657981	0.1638421	0.4559369	0.2324109	0.1200108	0.3630844	0.1660636	0.2248489	0.4652479	0.1299632	0.4431003	0.4593369	0.2989118	0.5880975	0.0524883	0.0853505	0.6476257	0.2896700	0.0496530	0.3835860	0.0134639	0.7054923	0.0125738	0.4961138	0.0496748	0.0000000	0.3636142	0.4464453	0.4512997	0.0698123	0.5013432	0.4755271	0.4129127	0.0692986	0.6441388	0.4069582	0.3701032	0.6184751	0.6831323	0.5427202	0.7498526	0.4358637	0.0072479
500	0.7610553	0.0018284	0.4935806	0.3434027	0.1085508	0.6984079	0.0451052	0.5839375	0.1480810	0.5838671	0.0350174	0.1461749	0.7228791	0.0118442	0.0419641	0.0880386	0.2745995	0.3081858	0.1446808	0.3615758	0.2320510	0.2027293	0.3451147	0.1366372	0.2253360	0.4525712	0.1697714	0.3552918	0.4202043	0.2762759	0.6495681	0.0517182	0.0661045	0.7435945	0.1975886	0.0617317	0.3994473	0.0285383	0.7058535	0.0083812	0.4087872	0.0645819	0.0034584	0.3682395	0.2928836	0.4958924	0.0284940	0.4745905	0.5274871	0.3288199	0.1073134	0.7765155	0.4352874	0.4818942	0.6881161	0.8629071	0.4529801	0.6786081	0.4192872	0.0043966
550	0.7336426	0.0057254	0.5391797	0.2696354	0.0747360	0.5494837	0.1112041	0.1707926	0.0995619	0.6078358	0.0189147	0.1733343	0.7477166	0.0122812	0.2281313	0.0862681	0.3759196	0.6304440	0.2609976	0.4687564	0.0943845	0.1189289	0.4498479	0.1879117	0.3301358	0.3553021	0.3315983	0.4341078	0.0704175	0.2578215	0.5635350	0.0620216	0.0912605	0.5995412	0.2835705	0.0979037	0.2611091	0.0240751	0.7160519	0.0027835	0.3903264	0.1159646	0.0121211	0.3473335	0.4589440	0.4424601	0.0455044	0.2642638	0.5685788	0.3889773	0.0456038	0.6732757	0.1409796	0.3564277	0.6144904	0.5821319	0.4247998	0.7287175	0.3434529	0.0051427
600	0.7313643	0.0207847	0.4251136	0.3494477	0.0712027	0.6161348	0.1120778	0.0823927	0.1321401	0.5925734	0.0236803	0.2933618	0.7899243	0.0202089	0.2871323	0.0833793	0.6774227	0.6472145	0.3077726	0.6696335	0.0363348	0.0970389	0.3939910	0.1853449	0.2914375	0.4369145	0.4530289	0.4809082	0.0711297	0.3855234	0.5747984	0.0869361	0.1833284	0.6312930	0.2766847	0.0740854	0.3510008	0.0247044	0.7203642	0.0051290	0.4059916	0.0621216	0.0076906	0.3682394	0.3625126	0.4376167	0.0233392	0.1338592	0.6112555	0.3642438	0.0586883	0.7506212	0.0597817	0.4117456	0.6532696	0.5269075	0.4682785	0.5808109	0.3888689	0.0029785
650	0.7612117	0.0091037	0.5147233	0.3590681	0.0589600	0.6220635	0.1788779	0.0967812	0.0982465	0.5967226	0.0394493	0.2652119	0.7086323	0.0352626	0.2343630	0.0456224	0.4831950	0.7022550	0.3396029	0.5793594	0.0257238	0.2201891	0.3881965	0.1760608	0.1764220	0.5033585	0.4924706	0.4624349	0.1451246	0.2601284	0.6723666	0.0619473	0.2574212	0.6608098	0.3000207	0.0935231	0.2855857	0.0441448	0.7407939	0.0248427	0.3335157	0.0708396	0.0091071	0.5020480	0.4575071	0.5145764	0.0255533	0.1728217	0.7494875	0.3038510	0.0603470	0.7758703	0.0437651	0.4604349	0.7102580	0.6075294	0.4888263	0.8801062	0.5099971	0.0125153
700	0.8051123	0.0142959	0.5176189	0.3881310	0.0749038	0.6859417	0.1419587	0.0306506	0.1363695	0.5973096	0.0345117	0.2650757	0.7396774	0.0567203	0.2219845	0.0221680	0.5517133	0.6507755	0.2929333	0.7957774	0.0169227	0.1354865	0.3884158	0.1841510	0.1865549	0.3255644	0.4938305	0.4221814	0.1209369	0.3374653	0.6230885	0.0783554	0.1483754	0.6064736	0.2926551	0.1008800	0.3428954	0.0235907	0.6839833	0.0172181	0.2626770	0.1132662	0.0057572	0.3316563	0.3967274	0.5277293	0.0358380	0.1314655	0.5872232	0.4353892	0.0571661	0.7126752	0.0164233	0.3944709	0.6986019	0.6278698	0.4692824	0.6540476	0.4885165	0.0173328
750	0.5954536	0.0028728	0.4764308	0.4122354	0.0937051	0.5385525	0.1245452	0.0538660	0.1183663	0.5798603	0.0613371	0.2806960	0.7772113	0.0227782	0.4047090	0.0656440	0.4560005	0.7253090	0.2522893	0.6625723	0.0381450	0.0949810	0.4373692	0.1871712	0.1598705	0.3815927	0.4692414	0.3957379	0.0782838	0.3642030	0.5166886	0.0460359	0.2723021	0.6506607	0.2982849	0.1199968	0.3687131	0.0483581	0.7238733	0.0059847	0.3302370	0.0495254	0.0042995	0.4600684	0.5525275	0.5219463	0.0389752	0.1696322	0.7925661	0.3331916	0.0615348	0.7604299	0.0126018	0.5229933	0.7282594	0.6004685	0.4684374	0.7427074	0.4804072	0.0099922
800	0.6563055	0.0174006	0.5884046	0.4308085	0.0391270	0.7728499	0.1218053	0.0558020	0.0991333	0.7002467	0.0480728	0.2951338	0.6093807	0.0164689	0.2018134	0.0714176	0.5351520	0.7411770	0.3355909	0.6876123	0.0147509	0.2104949	0.3087429	0.1595697	0.1419617	0.4324809	0.5184234	0.3698466	0.1331250	0.3490987	0.6068650	0.0488457	0.2020287	0.6722810	0.2543346	0.0856942	0.4157914	0.0487605	0.6090177	0.0243877	0.3155856	0.0928269	0.0015585	0.3650539	0.3703242	0.6007098	0.0312154	0.1778078	0.7785229	0.3794736	0.0698095	0.7530392	0.0182395	0.3995880	0.7003000	0.6933511	0.4288861	0.6839569	0.4770483	0.0177099
850	0.7830612	0.0092873	0.5327786	0.3455053	0.0631590	0.6502004	0.1931302	0.0729092	0.1055650	0.5570536	0.0289391	0.3972770	0.8919210	0.0214962	0.2237204	0.0362082	0.4991888	0.7761097	0.4883866	0.6784984	0.0101172	0.1400381	0.2914658	0.1322070	0.1559751	0.4982689	0.5089109	0.3938582	0.1525923	0.3927584	0.7389975	0.0472404	0.2175199	0.7157598	0.3417037	0.1129168	0.3540458	0.0438436	0.6504665	0.0108559	0.2627834	0.0776121	0.0001885	0.4366166	0.3489569	0.4447017	0.0570605	0.1593886	0.7452236	0.3299268	0.0758143	0.7043356	0.0203650	0.5248817	0.6357409	0.6292203	0.4106865	0.5423883	0.4248871	0.0113406
900	0.7133976	0.0058179	0.5074674	0.2616934	0.0804819	0.7241943	0.1585187	0.0540515	0.1167751	0.5382302	0.0530096	0.2658973	0.6692326	0.0130476	0.2916716	0.0579846	0.4284739	0.7511884	0.3815712	0.6390426	0.0139900	0.1440308	0.3716830	0.2069458	0.1797562	0.4758183	0.5783082	0.5379912	0.2426642	0.3636976	0.5882918	0.0397198	0.2536569	0.7129239	0.2593382	0.0789078	0.3372298	0.0201812	0.8415824	0.0131344	0.2151684	0.0616818	0.0002333	0.3685233	0.3961159	0.5213307	0.0366138	0.1885412	0.6877166	0.3756580	0.0381070	0.7260830	0.0335877	0.4752905	0.7573620	0.5894575	0.5212534	0.5833062	0.4179075	0.0079073
950	0.6591742	0.0053842	0.5300813	0.3575583	0.1032299	0.6346388	0.1300170	0.0400260	0.1705330	0.5894453	0.0447538	0.2621041	0.7679506	0.0087055	0.2374436	0.0161911	0.5084867	0.5370476	0.4231615	0.7384561	0.0271020	0.2626353	0.3619132	0.2186017	0.1614141	0.4043704	0.5587660	0.4898531	0.2870414	0.3325075	0.5868354	0.0534526	0.2244734	0.6460282	0.3041970	0.1142327	0.3997487	0.0539195	0.7364723	0.0558911	0.3095356	0.0588967	0.0009461	0.3507851	0.3331933	0.5402241	0.0440876	0.2813669	0.6443092	0.4434646	0.0513672	0.7934663	0.0223685	0.4527741	0.5659535	0.6043662	0.5427373	0.7178493	0.4413876	0.0102296
1000	0.7454382	0.0026774	0.4610726	0.3249661	0.0849296	0.5024372	0.1440030	0.0545242	0.1260723	0.6984580	0.0626136	0.3627797	0.5915218	0.0241045	0.1998491	0.0212646	0.4947566	0.5766935	0.4238531	0.6081530	0.0220158	0.2099857	0.3700760	0.2054046	0.1896475	0.4828167	0.6056416	0.3131425	0.2840824	0.4179891	0.6480709	0.0645233	0.3229155	0.7025838	0.2816594	0.1392562	0.3740166	0.0598778	0.7703554	0.0203570	0.2196492	0.0672792	0.0083067	0.3945956	0.3827925	0.5270761	0.0406988	0.2260826	0.5662654	0.4328979	0.0981981	0.7193998	0.0279750	0.4374183	0.7038901	0.6853515	0.5861320	0.6796580	0.4529473	0.0022713

0	0.6550494	0.0019776	0.5613060	0.2624436	0.0921796	0.6500995	0.2057066	0.0537943	0.1499693	0.5416923	0.0473166	0.2813059	0.6602567	0.0459211	0.2646351	0.0149057	0.6059204	0.6713431	0.3986051	0.7084761	0.0078626	0.2375971	0.3984812	0.2522596	0.1477452	0.4286432	0.4395568	0.4631286	0.2485299	0.3027730	0.7179234	0.0540315	0.2933223	0.4107505	0.3331323	0.0948278	0.2883169	0.0269452	0.6929796	0.0122412	0.3594494	0.0398919	0.0008464	0.4137565	0.3465308	0.4751905	0.0187222	0.2084384	0.6706380	0.3873623	0.0451697	0.7539074	0.0184282	0.3795414	0.7842429	0.5641664	0.4888154	0.8284168	0.4256505	0.0055257
50	0.6495867	0.0041178	0.5122666	0.3231052	0.0878689	0.5233447	0.2034151	0.0898029	0.0691870	0.5836777	0.0712954	0.3520636	0.4786959	0.0330407	0.2674839	0.0143497	0.6419288	0.7100520	0.4628532	0.7444964	0.0357641	0.2396046	0.2685820	0.2062594	0.1364748	0.5708745	0.3239297	0.4225673	0.2761096	0.3872923	0.7967914	0.0493663	0.2887990	0.6371967	0.2984227	0.1070518	0.3980866	0.5094841	0.6801324	0.0399740	0.2959614	0.0900859	0.0035428	0.4348886	0.4263655	0.4310139	0.1400077	0.2313304	0.7074337	0.2581245	0.4001897	0.2730559	0.0142543	0.5805406	0.1677185	0.5511880	0.5573648	0.6481783	0.4014158	0.5184084
100	0.6678552	0.0062696	0.5273198	0.3650504	0.0901804	0.6304504	0.1362993	0.0538721	0.0289483	0.5579581	0.1090826	0.3562974	0.3581390	0.0426092	0.2138465	0.0171847	0.5388817	0.6780971	0.3772526	0.6902933	0.0276758	0.3128946	0.3397140	0.1527095	0.1775473	0.6867512	0.3481687	0.4110933	0.2564987	0.3566904	0.8258871	0.0373259	0.3839238	0.6052827	0.3253687	0.1663739	0.3886140	0.5604156	0.6898403	0.0540182	0.2125876	0.0677740	0.0024327	0.4555189	0.3470622	0.5327207	0.1181438	0.1471102	0.7429978	0.2612838	0.4336038	0.1291940	0.0240768	0.5834950	0.2194808	0.6561195	0.6115061	0.6564242	0.3807734	0.5594686
150	0.5731152	0.0010850	0.5002714	0.3950386	0.0789835	0.6515290	0.1744353	0.0832841	0.0435998	0.5446874	0.0232256	0.3300147	0.3640588	0.0146179	0.2487573	0.0371538	0.4011233	0.8072972	0.4469059	0.6061051	0.0095846	0.3576721	0.2945938	0.1292824	0.1667850	0.5727221	0.3094552	0.4418741	0.2682093	0.3901554	0.6311382	0.0304862	0.3368296	0.5782385	0.3105872	0.0658071	0.4216351	0.5868355	0.8416379	0.0415607	0.3929443	0.0791323	0.0069405	0.3457331	0.3678412	0.5349132	0.0971365	0.1680282	0.6024570	0.2248072	0.5431909	0.1606828	0.0125451	0.5104048	0.1173394	0.7302171	0.6665465	0.6977965	0.4319840	0.6634191
200	0.7056426	0.0026352	0.5514877	0.3618846	0.1472266	0.5911986	0.1872396	0.0425710	0.0120246	0.6111713	0.0622755	0.3173653	0.4194274	0.0098212	0.1957154	0.0179369	0.5463789	0.6512807	0.4086652	0.8233243	0.0209978	0.3034589	0.3001586	0.1160352	0.1404916	0.6294435	0.2634501	0.5413330	0.3613686	0.3585348	0.6882836	0.0234796	0.3987560	0.7153966	0.3345312	0.1051467	0.3353416	0.7293217	0.6463734	0.0277312	0.2083016	0.0681228	0.0036728	0.5333287	0.4005105	0.5540111	0.1440539	0.2076838	0.5887096	0.1309288	0.5649613	0.0950234	0.0427212	0.4802095	0.1968182	0.6496394	0.5778364	0.7164799	0.3003369	0.5437260
250	0.6827200	0.0007078	0.4834619	0.4557394	0.1691038	0.5462708	0.1955231	0.0609908	0.0343457	0.5766688	0.0686321	0.2595711	0.4207575	0.0263548	0.2709780	0.0279289	0.6251533	0.5613088	0.3965188	0.6417022	0.0345375	0.2086858	0.2363083	0.1202954	0.1501296	0.6282087	0.2155136	0.4412895	0.2433622	0.3810089	0.6350510	0.0506916	0.3403603	0.7472902	0.2935884	0.1084148	0.2908876	0.5239598	0.7456455	0.0302148	0.1690974	0.0793000	0.0009132	0.4348497	0.4501663	0.5220931	0.1108471	0.1579856	0.7031139	0.1620819	0.5222048	0.1337748	0.0303693	0.4456932	0.1295697	0.7113614	0.4824489	0.7723348	0.5128277	0.6974972
300	0.6151838	0.0009353	0.5642563	0.4119282	0.1278331	0.6787722	0.1789699	0.0314691	0.0207563	0.4662787	0.0545580	0.4058306	0.4212815	0.0273854	0.2552873	0.0162127	0.5620474	0.6881847	0.4443444	0.6980445	0.0157726	0.1849933	0.2622054	0.1483157	0.2071081	0.5811358	0.1974027	0.4982455	0.2556273	0.4006932	0.6940848	0.0458144	0.2730940	0.6381448	0.3125890	0.0767503	0.4449814	0.5742695	0.6361560	0.0259565	0.2645952	0.0555937	0.0064307	0.3687237	0.4416153	0.4690736	0.0676276	0.1486746	0.7144509	0.0776946	0.4936496	0.1060098	0.0198412	0.4067473	0.0896517	0.6243727	0.5851337	0.5875608	0.5080753	0.6481332
350	0.7396044	0.0009483	0.4962076	0.3933910	0.0892230	0.6120674	0.1056286	0.0534197	0.0284345	0.5047284	0.0427150	0.2447726	0.3299680	0.0322410	0.2417189	0.0360718	0.4731872	0.7034581	0.3791125	0.7331974	0.0041402	0.2218923	0.1941418	0.0595322	0.2106712	0.6215569	0.3086110	0.4648369	0.2472284	0.3424931	0.6175300	0.0381565	0.2761355	0.6423186	0.3547562	0.0574678	0.4126571	0.6678509	0.8059538	0.0183349	0.2307793	0.0717181	0.0014707	0.3393410	0.3609956	0.5619047	0.0838543	0.2398394	0.7717564	0.0817334	0.5710461	0.1092876	0.0240804	0.4283127	0.1226374	0.6778614	0.4889337	0.8316547	0.4341788	0.5245199
400	0.8089233	0.0005784	0.4889193	0.3774588	0.0818137	0.5372910	0.1791019	0.0365664	0.0113044	0.5324906	0.0289382	0.3470067	0.3400946	0.0147934	0.3022046	0.0140127	0.4915475	0.7038193	0.3887550	0.6607776	0.0012754	0.3158594	0.2163175	0.0995659	0.2532557	0.7360410	0.2264226	0.4596265	0.2474395	0.4369100	0.5922533	0.0670678	0.2580584	0.6409920	0.2570452	0.0892673	0.3188506	0.6770958	0.6980692	0.0256395	0.2923815	0.0850624	0.0028837	0.3952479	0.4336302	0.4791744	0.0749580	0.1664815	0.7175868	0.0679850	0.4890585	0.1222773	0.0390480	0.3772952	0.1994955	0.4168792	0.5053287	0.7257202	0.4298145	0.7302008
450	0.7433331	0.0013310	0.6200079	0.3384155	0.0776997	0.5264030	0.1884301	0.0312238	0.0219329	0.5366244	0.0718003	0.2793478	0.4044959	0.0333976	0.2459793	0.0328830	0.5280400	0.6506052	0.3797433	0.7154133	0.0072665	0.2964277	0.3111599	0.1112405	0.1467274	0.7038276	0.2550527	0.3909713	0.1586307	0.2678706	0.5681845	0.0501596	0.2422536	0.5590542	0.3086188	0.0682574	0.2920155	0.5729372	0.6796392	0.0497724	0.3304539	0.0692863	0.0138819	0.4089954	0.4283144	0.4245550	0.1218220	0.1798007	0.7021513	0.1020714	0.5152524	0.2208407	0.0276869	0.4394854	0.1074085	0.5036779	0.5767805	0.6643050	0.4096841	0.7047321
500	0.6504277	0.0022757	0.5521416	0.2966140	0.0783964	0.5228563	0.1357901	0.0783841	0.0152264	0.6031091	0.0703168	0.2329022	0.5202847	0.0098853	0.3166223	0.0388246	0.5509230	0.7399963	0.3412326	0.8277819	0.0197592	0.2710219	0.2350224	0.1162240	0.2073273	0.6408649	0.2797150	0.4752441	0.1680519	0.2978991	0.7903283	0.0842271	0.2018686	0.6005594	0.3270639	0.1217513	0.5297018	0.6190922	0.6441168	0.0272984	0.3241955	0.0610533	0.0132775	0.2953905	0.3413711	0.5886114	0.1133821	0.2404571	0.6092052	0.0628483	0.4718751	0.1176401	0.0108341	0.3473936	0.1654848	0.5922209	0.5137799	0.5886711	0.3999487	0.6264637
550	0.6807129	0.0264871	0.5712074	0.3899197	0.0594340	0.5245461	0.1038426	0.0380331	0.0961628	0.5012324	0.0432466	0.3505705	0.6094891	0.0177966	0.3652297	0.0331366	0.4705151	0.6831294	0.3640870	0.8823769	0.0123970	0.2468877	0.3187435	0.0953462	0.1450297	0.5465073	0.4327258	0.5839358	0.3525942	0.2942792	0.7499532	0.0553588	0.3583244	0.5657363	0.2398385	0.1159338	0.3458617	0.0946598	0.6680733	0.0345593	0.2291122	0.0670698	0.0068753	0.3511014	0.3501358	0.5452247	0.0725483	0.2408744	0.6529200	0.1112067	0.2319342	0.6228740	0.0288427	0.5521334	0.6154673	0.6539868	0.5724018	0.6258213	0.3353935	0.0736376
