"Time"	G1	G10	G2	G20	G17	G16	G4	G8	G18	G94	G9	G95	G11	G56	G3	G98	G7	G46	G6	G36	G37	G100	G38	G34	G35	G5	G19	G14	G13	G12	G41	G44	G49	G39	G22	G21	G50	G15	G51	G53	G52	G55	G42	G54	G45	G40	G47	G48	G72	G67	G61	G43	G57	G60	G59	G99	G58	G80	G81	G83	G88	G82	G89	G79	G84	G75	G86	G78	G77	G85	G90	G91	G93	G69	G92	G87	G68	G27	G96	G97
350	0.4686727	0.0294307	0.3243271	0.5590316	0.0038096	0.5436317	0.0707487	0.2442530	0.0532781	0.5823198	0.3283922	0.5040400	0.4067710	0.7875228	0.2808581	0.7887937	0.5580014	0.0414200	0.1745610	0.7706488	0.0486246	0.8139150	0.5002465	0.5673214	0.3521319	0.0715290	0.5609620	0.3333787	0.5503118	0.7369832	0.3711374	0.0054101	0.3199188	0.0336971	0.1862834	0.1347023	0.6836555	0.5790989	0.2529224	0.4572611	0.0767729	0.5160296	0.0110491	0.5329433	0.4405369	0.6975861	0.2465752	0.2102930	0.5547241	0.2439814	0.4708613	0.5961401	0.5944316	0.5256684	0.6880771	0.6038330	0.3204544	0.5600491	0.6074272	0.7120606	0.0692179	0.7055891	0.0215472	0.1469487	0.5020914	0.0000930	0.1167987	0.0185797	0.6170804	0.5942447	0.3232637	0.6541141	0.5534013	0.4315872	0.5839282	0.1744204	0.7341852	0.2090421	0.6976998	0.7178460
400	0.4140737	0.0278589	0.3881711	0.6484595	0.0072527	0.4918025	0.0804581	0.3917988	0.0382107	0.5049881	0.4248288	0.3589258	0.5859301	0.8004134	0.3442515	0.6694626	0.5975401	0.0305198	0.1532669	0.6785564	0.0278934	0.7107959	0.5068507	0.7225200	0.4738741	0.1319219	0.7356636	0.2695695	0.5466915	0.6522192	0.3924107	0.0062822	0.4149859	0.0183945	0.1884282	0.1265505	0.7972831	0.7417269	0.2242065	0.4627666	0.0365227	0.4654136	0.0043552	0.4753002	0.4460741	0.7203961	0.2146449	0.1941540	0.6711249	0.2052513	0.4321895	0.5674768	0.5765474	0.6203233	0.7098640	0.4457545	0.2928468	0.6492082	0.5760193	0.6176781	0.0478681	0.6215648	0.0461993	0.1235632	0.4764283	0.0000030	0.0843017	0.0042134	0.5777597	0.4287653	0.2508533	0.6208220	0.5104943	0.4673568	0.5340120	0.2180529	0.6602714	0.1828413	0.8621953	0.7595300
450	0.4587114	0.0322566	0.4358257	0.5858834	0.0079844	0.5868254	0.0772166	0.3748188	0.0159764	0.6642079	0.4290647	0.5031106	0.5445198	0.8131825	0.3128636	0.6003117	0.6843919	0.0351039	0.1715904	0.7499757	0.0234719	0.7104951	0.6441831	0.6556209	0.4148970	0.1299472	0.5471647	0.3587597	0.3961455	0.7158934	0.3548603	0.0058245	0.3750892	0.0309030	0.1577671	0.1683534	0.6414666	0.5209154	0.1992196	0.5989910	0.0322935	0.4988263	0.0147309	0.5825125	0.3724159	0.5293407	0.1496840	0.2751412	0.5176128	0.2879918	0.5618506	0.6458845	0.4535087	0.6007104	0.6720712	0.5339615	0.3013395	0.5776232	0.6108667	0.6997246	0.0534029	0.7364501	0.0096522	0.1323018	0.5259847	0.0005827	0.1642785	0.0140144	0.6632585	0.7174188	0.2042344	0.7060063	0.5487318	0.4866901	0.6307067	0.1609141	0.7933083	0.1582707	0.6735703	0.5662774
500	0.5222066	0.0450453	0.4406670	0.4081020	0.0100684	0.6419508	0.0530913	0.3615381	0.0237783	0.6408374	0.4367820	0.4677445	0.3408685	0.5999947	0.3593846	0.7453741	0.5480156	0.0346052	0.1756239	0.7188311	0.0646983	0.6816043	0.5003309	0.7351965	0.3380665	0.1343525	0.4164667	0.3181248	0.4877491	0.5709686	0.4274966	0.0079485	0.2712385	0.0271377	0.2100819	0.1777440	0.6777724	0.7612004	0.2668322	0.4209298	0.0107460	0.5286110	0.0291565	0.5326213	0.3863530	0.6093038	0.2047582	0.1997404	0.4972261	0.2715252	0.5086130	0.4850477	0.4277850	0.6467276	0.6265660	0.5894813	0.2239117	0.6780692	0.6978959	0.6611660	0.0554004	0.6772114	0.0446543	0.1576209	0.4847275	0.0039708	0.0993514	0.0021632	0.6126634	0.5305599	0.3076949	0.6705636	0.5758484	0.5627209	0.5976619	0.2232500	0.6116432	0.2010291	0.7194739	0.5362672
550	0.4973665	0.0784341	0.3711624	0.3694955	0.0081925	0.6495752	0.1175649	0.2847469	0.0614980	0.8294915	0.4489947	0.4086176	0.1199793	0.6764147	0.5866138	0.6283808	0.6351673	0.4273067	0.2605541	0.6155431	0.0417065	0.6810649	0.4609551	0.7457920	0.2579996	0.1862025	0.4075583	0.3686567	0.6312802	0.9339354	0.3951894	0.0094059	0.2351909	0.0275713	0.3474196	0.1615811	0.6947524	0.6757501	0.3647576	0.5041387	0.0457505	0.5479647	0.0073882	0.5041618	0.4432819	0.6143443	0.2344210	0.2396096	0.7452819	0.3471198	0.4281290	0.3288428	0.4992792	0.5880882	0.3215204	0.5982524	0.2243196	0.6091439	0.5137141	0.4906858	0.0320250	0.6306051	0.0438012	0.1854482	0.4908181	0.0083366	0.1098992	0.0622407	0.7325603	0.6551612	0.4268610	0.7872458	0.4346279	0.4834271	0.1632841	0.3023491	0.6858770	0.2077983	0.6908867	0.6048280
600	0.5535142	0.0260243	0.3613872	0.3752762	0.0147148	0.4526115	0.1121667	0.3856444	0.0454779	0.7011371	0.4987742	0.4213488	0.0508115	0.6881245	0.6267995	0.6275254	0.6280336	0.3491256	0.2869173	0.6599961	0.0601084	0.7854046	0.8431162	0.8582670	0.2478834	0.1532193	0.3047038	0.3592625	0.6813475	0.7415790	0.4251610	0.0099421	0.1662708	0.0769149	0.5871039	0.2727979	0.6100514	0.7755280	0.3310553	0.5647906	0.0832009	0.5017649	0.0172713	0.4404356	0.4619275	0.6920142	0.2174419	0.2397721	0.7296542	0.4901822	0.3526183	0.1662978	0.5172959	0.7169009	0.2152547	0.6969951	0.3352206	0.6828431	0.5726265	0.3389074	0.0519575	0.7467803	0.0370107	0.1952477	0.5498618	0.0368341	0.1046327	0.0491282	0.6602357	0.5124727	0.4527889	0.5993982	0.5788272	0.4027893	0.0404224	0.4231900	0.4469747	0.1727439	0.7286787	0.6438623
650	0.5484615	0.0498913	0.2795778	0.3142893	0.0362617	0.5586446	0.1172309	0.2311460	0.0385802	0.7429925	0.4607219	0.4410386	0.0717719	0.6232245	0.7554449	0.7657452	0.6549762	0.3206250	0.3408841	0.6605977	0.0717824	0.7531246	0.6410426	0.7091614	0.2397114	0.1243272	0.2748995	0.3978475	0.7128304	0.6846056	0.5066073	0.0086982	0.1738569	0.0910478	0.5432621	0.2862908	0.7919365	0.7198575	0.3431522	0.5466472	0.0364923	0.6201316	0.0340870	0.6237021	0.3810793	0.6057704	0.1886712	0.2804051	0.6557326	0.3982264	0.4877814	0.2920093	0.4670634	0.4935520	0.2202854	0.6060271	0.4007923	0.6426939	0.6115430	0.3610283	0.0413531	0.7588411	0.0393778	0.2110046	0.4516106	0.0608749	0.1102687	0.0807461	0.6733625	0.5143327	0.3935356	0.5738468	0.5588854	0.4375148	0.0245454	0.4000743	0.4346648	0.2055201	0.7647546	0.6792618
700	0.6298398	0.0258727	0.2518771	0.3279497	0.0083869	0.4011375	0.1339152	0.4418590	0.0703720	0.7221876	0.3921024	0.5875185	0.0619062	0.6650901	0.7231682	0.7151592	0.8283518	0.4262792	0.2216559	0.5829743	0.0448244	0.6049086	0.6290530	0.6667864	0.2112065	0.0887444	0.2101669	0.3877129	0.7574021	0.7286860	0.5151619	0.0069586	0.2132163	0.0659540	0.5274973	0.1620667	0.6133798	0.6934868	0.3385303	0.7713265	0.0303157	0.5922046	0.0216186	0.5350234	0.4565242	0.4929722	0.1152216	0.1732892	0.7067238	0.4087015	0.5280284	0.3500208	0.4512313	0.6984302	0.2550390	0.7209014	0.3923176	0.5844550	0.4731672	0.3809125	0.0538947	0.5272564	0.0334978	0.2266101	0.5863639	0.0172779	0.1628147	0.1114484	0.5610621	0.5195231	0.4455519	0.9072256	0.5070565	0.5047617	0.0257135	0.3988263	0.3921925	0.2184811	0.7474168	0.6876476
750	0.6371909	0.0353230	0.2199651	0.3646154	0.0263204	0.3379215	0.1043979	0.2885165	0.0865575	0.8053533	0.5162187	0.4632779	0.1340298	0.6292279	0.5969792	0.7654303	0.5867721	0.4852811	0.3308781	0.6610102	0.0438796	0.6449065	0.5752524	0.6949744	0.1864128	0.1079619	0.3792094	0.4054778	0.6875188	0.6312608	0.3777890	0.0081339	0.2954093	0.0454567	0.3366270	0.1713962	0.7255364	0.6340197	0.2423781	0.6403016	0.0330000	0.6087583	0.0148497	0.5673604	0.3549670	0.4686441	0.2090044	0.1824009	0.7152587	0.4383987	0.4981118	0.4450713	0.6400011	0.5164504	0.3282950	0.6963236	0.5058173	0.5468405	0.5018725	0.3767478	0.0554578	0.7154261	0.0414211	0.2471860	0.4864385	0.0206208	0.1607534	0.0991985	0.7469658	0.5074571	0.3945922	0.6171992	0.6854872	0.4165833	0.0633899	0.2561925	0.3692378	0.2198776	0.6880723	0.6389962
800	0.5688452	0.0310232	0.3308729	0.4500140	0.0167452	0.4735505	0.0860989	0.3504585	0.0581181	0.8164250	0.4411648	0.4644732	0.1854965	0.8145623	0.5239819	0.6381772	0.7303538	0.4397585	0.3428877	0.7127552	0.0407554	0.6977305	0.6123720	0.5850824	0.1303793	0.1019510	0.3433268	0.3921963	0.6614517	0.6268049	0.3927347	0.0080546	0.2301181	0.0268646	0.1637735	0.1548193	0.6764334	0.6055012	0.2748757	0.4620616	0.0150260	0.5616115	0.0094257	0.5089337	0.4439390	0.4087389	0.2195354	0.2075403	0.7356692	0.4022555	0.4761218	0.6058317	0.4946939	0.6975705	0.3995179	0.6791591	0.3314310	0.4218585	0.4815651	0.4075808	0.0914092	0.7856561	0.0835885	0.2458878	0.6495109	0.0041962	0.1977938	0.1275621	0.6803891	0.4748994	0.4387127	0.5033587	0.5805945	0.4921593	0.0275324	0.3161467	0.4303940	0.1593809	0.6410246	0.5385531
850	0.5902925	0.0344099	0.3661996	0.4191779	0.0225413	0.4513110	0.0718919	0.3578327	0.0463280	0.7761677	0.4874502	0.4943346	0.1697707	0.5659827	0.6307047	0.6866374	0.7341855	0.4541275	0.3347442	0.6887130	0.0484340	0.5974750	0.5243926	0.6859291	0.1791708	0.0753110	0.4241956	0.3600450	0.8019652	0.5819151	0.3897183	0.0070345	0.2691760	0.0367907	0.2321393	0.1731018	0.7025891	0.6495706	0.2142557	0.6031146	0.0562476	0.7084063	0.0116372	0.5500562	0.3940116	0.2716069	0.2369396	0.1746264	0.5888135	0.3917070	0.3959101	0.3975300	0.6424799	0.7853159	0.3671864	0.5818558	0.4294368	0.4535601	0.5200314	0.4048496	0.0672886	0.7449255	0.0506039	0.2661565	0.4782282	0.0193790	0.2430005	0.0943296	0.5504343	0.5853472	0.4512186	0.6721916	0.5184757	0.4749315	0.0459033	0.3280694	0.4807146	0.1810393	0.7059240	0.6394026
900	0.6327888	0.0285191	0.3177928	0.3814850	0.0075590	0.3902795	0.0531347	0.3070670	0.0222414	0.6719363	0.3572204	0.4721408	0.2152858	0.7548351	0.6830579	0.7395647	0.6160002	0.4822645	0.2793991	0.7414585	0.0659412	0.5893587	0.5454986	0.6810628	0.1390196	0.0883740	0.3174260	0.3817943	0.7633882	0.7423372	0.4372478	0.0033030	0.1790776	0.0478967	0.2792787	0.2279342	0.6903559	0.7121716	0.2023211	0.6111026	0.0300210	0.5626836	0.0314194	0.4403937	0.3803039	0.2807459	0.2124636	0.2540159	0.7925521	0.4001012	0.5219047	0.3441694	0.6190965	0.5191407	0.3214611	0.6142683	0.4227092	0.4995276	0.5367731	0.3077577	0.0953083	0.7069397	0.0947238	0.2819215	0.4743741	0.0219494	0.2474943	0.2105783	0.5546043	0.4770986	0.4523506	0.5910040	0.4683117	0.5610611	0.0342539	0.3503535	0.5461224	0.1735643	0.8112445	0.6286614
950	0.5196031	0.0228744	0.3435023	0.3924289	0.0396154	0.5026954	0.0932111	0.3086188	0.0314908	0.7887801	0.3629586	0.5629477	0.1630614	0.7438552	0.7721289	0.6346704	0.7149901	0.5217459	0.3796426	0.6985784	0.0401115	0.6271120	0.5761486	0.6455114	0.1402344	0.0800643	0.4024578	0.3205684	0.7623872	0.7139551	0.4938260	0.0150917	0.2603989	0.0399162	0.3205657	0.1582916	0.6213409	0.6185080	0.3304676	0.5074238	0.0554000	0.5928223	0.0204931	0.4467803	0.3901054	0.3302122	0.1557114	0.1799844	0.7188725	0.3565161	0.4333122	0.4642604	0.5576325	0.5973113	0.4163938	0.7848371	0.3968564	0.6910110	0.6765962	0.3816636	0.0524277	0.6489286	0.1017263	0.2626078	0.5606642	0.0108060	0.2554520	0.1329289	0.8871317	0.5973175	0.5798410	0.6700225	0.4833824	0.5558320	0.0261182	0.3588809	0.5106761	0.2406456	0.7677657	0.6806865
1000	0.5043902	0.0270458	0.4048482	0.5246843	0.0109702	0.4420121	0.0507548	0.2916913	0.0247199	0.6495107	0.4006982	0.5351386	0.2494830	0.8910727	0.7670938	0.6657102	0.6156588	0.5374374	0.2936983	0.6322463	0.0503133	0.7511184	0.5877379	0.6601506	0.1485287	0.0971224	0.4715760	0.2937497	0.7587736	0.6467414	0.4449572	0.0077296	0.3845095	0.0369168	0.2289807	0.2015881	0.8337812	0.6152771	0.3039875	0.4694815	0.0832065	0.5414431	0.0118017	0.4888214	0.3949117	0.2085108	0.1375410	0.2260758	0.8682550	0.4207976	0.4876486	0.6338539	0.4723969	0.6652358	0.2950595	0.6861742	0.3998291	0.6119311	0.5728498	0.3555028	0.0801459	0.6772458	0.0982175	0.2533366	0.6252723	0.0114421	0.1736312	0.1581133	0.5523991	0.4914870	0.4699098	0.7478803	0.3892880	0.4998870	0.0336390	0.3676439	0.4838380	0.3224772	0.6474157	0.6312303

0	0.7007002	0.0382534	0.2104901	0.4486662	0.0216159	0.4739022	0.0679944	0.3050700	0.0605320	0.6310323	0.4881680	0.4113335	0.2019125	0.7865278	0.7472076	0.7270654	0.6750364	0.3968725	0.2889789	0.6820341	0.0801080	0.6315777	0.5877679	0.8688593	0.2151987	0.0842319	0.3211695	0.3508799	0.8144628	0.7128721	0.4198900	0.0062240	0.3122774	0.0633606	0.2036811	0.1293073	0.7383428	0.7375581	0.3156718	0.4977687	0.0210894	0.6604851	0.0014291	0.5546199	0.5539750	0.2584763	0.2157071	0.2381327	0.7920055	0.3477180	0.3810553	0.5487495	0.5070903	0.5736248	0.3014307	0.7622333	0.4187319	0.6877852	0.4980388	0.3577945	0.1138033	0.7184627	0.0509260	0.2755019	0.5474626	0.0096841	0.1510967	0.1468763	0.7562147	0.5966433	0.5398926	0.5873033	0.5793219	0.4700586	0.0622239	0.3310655	0.3423872	0.2362161	0.6336978	0.6265154
50	0.6017592	0.0269313	0.1494736	0.3659271	0.0098824	0.4392618	0.4730790	0.1890031	0.2608949	0.4959602	0.3939584	0.5182950	0.0359898	0.8717876	0.7385695	0.3728404	0.6996871	0.5286876	0.3627538	0.6882012	0.5345907	0.6912126	0.6247039	0.6388656	0.3161319	0.1307010	0.2840532	0.3601471	0.6489014	0.7361958	0.5359138	0.1283339	0.2401020	0.0696422	0.2739737	0.1425422	0.7163762	0.5314882	0.1475696	0.5078078	0.1420613	0.6625748	0.1909904	0.4003252	0.4814157	0.3900420	0.1909062	0.4058020	0.7691888	0.7036131	0.5568735	0.3569029	0.5642621	0.6392884	0.3374682	0.6890657	0.3312383	0.4641579	0.5606144	0.4305253	0.0594051	0.5874242	0.0633960	0.2338170	0.5066854	0.0264601	0.1669071	0.1983020	0.5831625	0.2689069	0.5817074	0.6128061	0.5392406	0.4235304	0.0596111	0.4258278	0.4138961	0.2362268	0.1133965	0.5948408
100	0.7464209	0.0400811	0.0821202	0.4435322	0.0246516	0.4523619	0.7157181	0.1777163	0.3805501	0.3598857	0.3425782	0.5844336	0.0560383	0.7894692	0.6519935	0.3346562	0.6930654	0.3647150	0.3129640	0.7664261	0.5874916	0.5858456	0.7259356	0.7219819	0.3496024	0.1097031	0.3417219	0.4008048	0.6985831	0.6425206	0.3402627	0.2002856	0.2691405	0.0367469	0.2665476	0.1511434	0.5817675	0.5509655	0.2010574	0.6159820	0.2159605	0.6017512	0.2452190	0.4906070	0.3913147	0.4465516	0.2820537	0.3831138	0.6804892	0.6078094	0.3747308	0.2024266	0.5248316	0.7007361	0.3286831	0.7163753	0.3842364	0.4892874	0.4767042	0.4996389	0.0609964	0.8153197	0.0769326	0.2382435	0.5446735	0.0351084	0.2327143	0.1544570	0.7317381	0.1320647	0.3799145	0.6625724	0.4341845	0.5765691	0.0195580	0.3228592	0.3607381	0.2748578	0.0215549	0.2705360
150	0.5294621	0.0331712	0.0924975	0.4218994	0.0192374	0.4368366	0.6995045	0.1972325	0.3876668	0.3637795	0.3678568	0.5415134	0.1272363	0.6673373	0.6913766	0.2639684	0.7493047	0.6071861	0.3837187	0.7459471	0.5746900	0.7197165	0.6266667	0.7691765	0.4654805	0.1095297	0.4137019	0.4508011	0.6199801	0.6677758	0.4527511	0.1480573	0.3875559	0.0180162	0.2290954	0.1669936	0.6532153	0.7201562	0.1462975	0.6120286	0.1833103	0.5348852	0.2994036	0.5173042	0.4389573	0.3270198	0.2412539	0.3411941	0.6646557	0.6855107	0.4678683	0.3628878	0.6261177	0.8057788	0.3991581	0.6463897	0.3184211	0.6871142	0.5038594	0.5056671	0.0454626	0.6583551	0.0263509	0.2272367	0.5213143	0.0422365	0.1575323	0.0815147	0.7197788	0.0890431	0.4568666	0.5905897	0.4570064	0.4650594	0.0320668	0.4564953	0.5217639	0.3518579	0.0076919	0.1246392
200	0.6089700	0.0157570	0.1164234	0.3435563	0.0124254	0.3837750	0.8431018	0.1964829	0.4864328	0.4008153	0.3050378	0.4647157	0.1071067	0.6728040	0.6236898	0.2826547	0.8321041	0.4895591	0.4109717	0.7585322	0.6663219	0.7112914	0.6380960	0.7253322	0.4114677	0.1621346	0.4227005	0.4015625	0.6908445	0.6249686	0.5163648	0.1368946	0.4161501	0.0301063	0.2410659	0.2320671	0.6108670	0.5755263	0.1523804	0.4406322	0.1298978	0.5585415	0.2918628	0.4510647	0.4517503	0.2783628	0.1948654	0.3726989	0.7810883	0.5787526	0.4539145	0.4938240	0.6119816	0.6977778	0.3139357	0.8179255	0.3676955	0.6221534	0.4714767	0.5991574	0.0443004	0.7474564	0.0344350	0.1970823	0.5575176	0.0240721	0.2255075	0.1612300	0.7191330	0.1234646	0.4608997	0.4861439	0.4551885	0.4390264	0.0530376	0.4228962	0.6616290	0.4109105	0.0047955	0.1071927
250	0.5396882	0.0239479	0.0902147	0.3162460	0.0145989	0.4289594	0.7318089	0.2293995	0.3536101	0.5330584	0.3009064	0.5240075	0.0925637	0.7783094	0.6247923	0.2435555	0.8027350	0.6483780	0.3494025	0.8283888	0.7728117	0.8081712	0.4913325	0.6781511	0.4718930	0.0859080	0.3729220	0.3504875	0.6346562	0.5438660	0.5090310	0.1538217	0.4396668	0.0494104	0.3130434	0.1869371	0.6898321	0.7364887	0.1809032	0.5778411	0.1545030	0.6477353	0.2395175	0.4894879	0.4918158	0.3718847	0.2457463	0.3113759	0.6553008	0.6342473	0.4774614	0.4809703	0.5193329	0.8569856	0.3161169	0.6502821	0.2967593	0.4690057	0.6718488	0.5627339	0.0644427	0.6811944	0.0481590	0.2541085	0.4744100	0.0550705	0.3011398	0.2048680	0.5788227	0.0634795	0.5132959	0.6459956	0.3733704	0.6359217	0.0305759	0.3115712	0.4225119	0.2858616	0.0124294	0.0413502
300	0.6520273	0.0508988	0.1222221	0.3117555	0.0217205	0.4167886	0.7892727	0.2079395	0.5372030	0.4349854	0.3656295	0.5594366	0.1378451	0.7342242	0.7257996	0.3297877	0.6963246	0.6793326	0.4248275	0.7301448	0.6375143	0.5749811	0.5778997	0.7904447	0.4542721	0.1610106	0.4059921	0.3909897	0.5437422	0.6076763	0.3880389	0.1410437	0.3180750	0.0691309	0.2631212	0.1619284	0.6393708	0.6698838	0.1740889	0.5606629	0.1645514	0.6608997	0.2686120	0.5118313	0.4638718	0.3102076	0.1684974	0.3984537	0.6597669	0.5725669	0.4463676	0.3811623	0.5837234	0.6916927	0.3484588	0.7596319	0.3352504	0.4780758	0.5012391	0.4699650	0.0771719	0.6379086	0.0691359	0.2733924	0.6117144	0.0180369	0.2382320	0.1163694	0.6621812	0.1192660	0.3504704	0.6766504	0.4250952	0.4783823	0.0184854	0.3457434	0.4299047	0.3427334	0.0103787	0.0310052
350	0.5811061	0.0408572	0.0957052	0.4389398	0.0268627	0.2740268	0.7603911	0.1998929	0.4572380	0.4194381	0.2671200	0.6084668	0.0799060	0.6197397	0.7817462	0.3890057	0.6424279	0.5189535	0.4179227	0.7291362	0.6878698	0.6859400	0.6230710	0.6536257	0.4127801	0.0980183	0.4739758	0.3218366	0.6722960	0.5908474	0.4582668	0.1510175	0.5082684	0.0611826	0.2486963	0.1349721	0.7664551	0.7736464	0.1194938	0.5428286	0.2029933	0.6993261	0.2634102	0.4454862	0.3340075	0.3043056	0.2763404	0.4123960	0.7113234	0.5302001	0.4707114	0.3815860	0.6530385	0.6827115	0.3306221	0.8713627	0.3181587	0.5062382	0.5360354	0.5845705	0.0551060	0.7738824	0.0728570	0.2286176	0.5655280	0.0279832	0.2051187	0.1223513	0.6369016	0.1225110	0.4966684	0.6879662	0.5432275	0.3756950	0.0323201	0.4242785	0.3947895	0.4535222	0.0118870	0.1343229
400	0.5140028	0.0364304	0.1171261	0.2954217	0.0100988	0.5898551	0.6993156	0.2258225	0.4328357	0.4869591	0.2733412	0.5621705	0.1575860	0.7554643	0.5858830	0.3204715	0.6720842	0.4980649	0.4228679	0.7252964	0.6533874	0.5761811	0.7138834	0.8129358	0.3566164	0.0716896	0.3433049	0.3340634	0.7550890	0.5678587	0.4307225	0.1478737	0.4463559	0.0455308	0.1797905	0.1620164	0.7586116	0.6195509	0.1394625	0.5443322	0.1970256	0.5796647	0.2368868	0.4273149	0.4028504	0.3259060	0.2296749	0.3346879	0.6052617	0.5544272	0.5032060	0.5155166	0.4626143	0.5846237	0.3384615	0.8666600	0.3432748	0.5852404	0.4976005	0.4614392	0.0416276	0.6621219	0.0766147	0.2542531	0.6264536	0.0134117	0.1773834	0.1524700	0.6994232	0.0592356	0.5555969	0.6242551	0.4109521	0.6036190	0.0184496	0.3627182	0.4475575	0.3190185	0.0111043	0.0620199
450	0.6380689	0.0278857	0.1124872	0.3380823	0.0144202	0.6154381	0.6899332	0.2414834	0.3802178	0.3890529	0.3620401	0.5832038	0.1860843	0.6787786	0.7301470	0.2811402	0.6809554	0.6562663	0.3579901	0.7662717	0.6653229	0.5555424	0.5376919	0.7070461	0.3727309	0.0971570	0.4143958	0.3074085	0.7272404	0.7871697	0.4337176	0.1752026	0.5091699	0.0688701	0.2353072	0.1531278	0.7316245	0.6310296	0.1672765	0.6179765	0.2016948	0.5447216	0.3363973	0.5112599	0.3544233	0.3046604	0.2275734	0.2762765	0.7865931	0.6536873	0.4586247	0.5905193	0.6804130	0.6385718	0.2400127	0.6723986	0.3253560	0.5003859	0.4731008	0.4450351	0.0718187	0.6731766	0.0661492	0.1455905	0.4724060	0.0299486	0.1799668	0.1554640	0.6073825	0.1004038	0.4933012	0.6370834	0.4099070	0.5264720	0.0318702	0.3243867	0.3308474	0.3998473	0.0168733	0.0584733
500	0.5203188	0.0742516	0.1012011	0.3289076	0.0121074	0.5473762	0.6981667	0.2147767	0.4155663	0.4867669	0.3005950	0.5847575	0.1033566	0.7008448	0.6997605	0.3084680	0.6403864	0.5822553	0.3480183	0.5765732	0.6433492	0.6129254	0.5470164	0.8143882	0.2906344	0.1499600	0.4300508	0.3848677	0.6587011	0.6462692	0.4799125	0.1369654	0.3142089	0.0365606	0.2168883	0.1117301	0.8000756	0.6648484	0.1163648	0.5110478	0.1655323	0.7046037	0.2161654	0.6006781	0.4662350	0.4456346	0.2174902	0.4160338	0.7961863	0.6796176	0.3287219	0.5806926	0.5585424	0.7046318	0.2217861	0.6729129	0.3282962	0.5537034	0.4563830	0.5962810	0.0621647	0.8351576	0.0505725	0.1876244	0.5351272	0.0472571	0.1450719	0.1568760	0.5948841	0.1115170	0.3747522	0.6121657	0.4060433	0.4816078	0.0194097	0.4059737	0.3433665	0.3949205	0.0111991	0.0408545
550	0.5060475	0.0385143	0.3324363	0.3407446	0.0092460	0.5641838	0.2640558	0.3400013	0.1931993	0.5996812	0.3403732	0.4200764	0.1692611	0.6214940	0.6849084	0.6420818	0.6780386	0.6265782	0.3618809	0.7003895	0.2308733	0.6737908	0.6329182	0.8010291	0.2357220	0.1472770	0.3654505	0.3445930	0.6888059	0.6422543	0.4195712	0.0319320	0.4171405	0.0723017	0.1972552	0.1563886	0.7398670	0.7374294	0.2717821	0.4361681	0.0725632	0.5424158	0.1040174	0.4773944	0.3724537	0.4529980	0.2509635	0.3077410	0.5857842	0.5208293	0.3778051	0.5154654	0.5485850	0.6274909	0.2003020	0.7361790	0.3743332	0.4424811	0.6554518	0.4142671	0.0709212	0.6163183	0.0288675	0.2137041	0.5056465	0.0515453	0.0836881	0.1633409	0.7246251	0.7406045	0.4364705	0.5374738	0.2095970	0.5457157	0.0303903	0.4962878	0.3563659	0.2938310	0.5176264	0.0980510
600	0.5171467	0.0443863	0.3383885	0.3282335	0.0187882	0.4576869	0.1599284	0.3863517	0.1495843	0.7063593	0.4513785	0.5329813	0.1153744	0.6463898	0.6570667	0.6702955	0.6298850	0.6530316	0.3972348	0.7148920	0.1746845	0.5996239	0.5611328	0.6785098	0.2887331	0.0911275	0.4280621	0.4318980	0.5944234	0.6733627	0.5284178	0.0123767	0.2909542	0.0897567	0.2553143	0.1671181	0.7407710	0.7895724	0.2246808	0.4783383	0.0181038	0.6366656	0.0482563	0.5332974	0.4576559	0.4263748	0.1804820	0.2321936	0.6808849	0.4409625	0.4200250	0.3577471	0.6448376	0.5591932	0.2783354	0.8095967	0.3435301	0.6048597	0.5938710	0.3411787	0.0573587	0.7051756	0.0556290	0.1926443	0.5587570	0.0135174	0.1449655	0.2729429	0.6853019	0.6115311	0.5060398	0.5887014	0.2938813	0.4755762	0.0182213	0.4661090	0.2753734	0.2223895	0.6632894	0.4325629
650	0.6615487	0.0388171	0.4064442	0.3458054	0.0030118	0.4155327	0.0877478	0.3313801	0.0793219	0.7199419	0.4484011	0.3607806	0.1326530	0.6248158	0.7201028	0.6480500	0.6391344	0.4519283	0.2788009	0.6608975	0.0533812	0.7133275	0.4824288	0.7231414	0.2078200	0.0968780	0.3368634	0.3329982	0.6401316	0.7260100	0.5505490	0.0074298	0.3242091	0.0555062	0.2521899	0.2180535	0.7439439	0.6045392	0.2647079	0.5872423	0.0571257	0.4940548	0.0428393	0.4298310	0.4651597	0.4179092	0.1644374	0.2436273	0.5976199	0.4137708	0.4538296	0.3518004	0.4992939	0.5982957	0.3014833	0.8109368	0.4077708	0.5440845	0.4923814	0.3798619	0.0719806	0.8231830	0.0440991	0.2495699	0.5843046	0.0238933	0.1854195	0.1918580	0.6200224	0.5430014	0.4142626	0.6740230	0.5254691	0.5494838	0.0170275	0.3858357	0.1973221	0.2311136	0.8875056	0.5427382
