"Time"	G1	G2	G10	G20	G4	G17	G16	G8	G9	G11	G56	G3	G5	G19	G13	G15	G14	G12	G50	G41	G52	G53	G51	G21	G22	G55	G42	G54	G40	G49	G39	G35	G44	G45	G47	G18	G94	G98	G95	G43	G48	G61	G57	G79	G60	G84	G81	G80	G83	G88	G82	G89	G85	G90	G91
1000	0.3438113	0.5097595	0.5335320	0.1467902	0.3846504	0.4376828	0.0061490	0.2760163	0.0449582	0.3549514	0.4908360	0.0351547	0.4139798	0.0055388	0.5927506	0.0686732	0.2265414	0.1872029	0.0639553	0.6724957	0.3546009	0.7909571	0.2263285	0.4979628	0.6931546	0.4633908	0.5782431	0.4134231	0.0370401	0.2085643	0.1958530	0.5245787	0.2236898	0.3204806	0.3995380	0.5702999	0.6670753	0.8160519	0.5975685	0.2575727	0.2786643	0.0115531	0.6998492	0.3851288	0.3347939	0.7569657	0.6750301	0.6149697	0.0863842	0.0719775	0.6632336	0.3735123	0.0209428	0.1332744	0.6327473

0	0.4613052	0.4477458	0.5583664	0.2782777	0.4842717	0.4380825	0.0028210	0.2187809	0.0490429	0.2757998	0.3926063	0.0111988	0.2894829	0.0493622	0.4496324	0.0976800	0.2795566	0.1044524	0.0410833	0.7431944	0.3702518	0.8802185	0.1984545	0.4230912	0.6834179	0.6233636	0.5200551	0.4352551	0.0286885	0.3011515	0.2466091	0.5712870	0.3680955	0.3273649	0.4696549	0.5422215	0.8082865	0.7665881	0.4183035	0.2264596	0.3033390	0.0445868	0.6319939	0.3454388	0.2966108	0.6490319	0.7484470	0.6169141	0.1107564	0.0540238	0.9074035	0.4457585	0.0244629	0.2127781	0.7129822
50	0.7648782	0.1770996	0.3335167	0.5309845	0.2801327	0.3324989	0.0004088	0.4884043	0.0661736	0.2096500	0.4878745	0.0202832	0.3347633	0.0881999	0.4965178	0.1442001	0.2665991	0.1903543	0.0809676	0.5661298	0.1641972	0.6679523	0.2416938	0.2276541	0.6909035	0.6253498	0.5258568	0.4693359	0.0780271	0.1396462	0.1984110	0.4809141	0.2606816	0.2344531	0.3833800	0.5531025	0.6489712	0.4403739	0.4842257	0.2841770	0.2280492	0.0272971	0.6553345	0.4178701	0.2850211	0.7082388	0.6114490	0.5247558	0.0600236	0.0820864	0.7030729	0.6506550	0.0377150	0.1008532	0.5550307
100	0.7004016	0.0532664	0.1749837	0.7930919	0.3881177	0.2326417	0.0003204	0.5566960	0.0433689	0.1863602	0.5018931	0.0334278	0.1916943	0.1438947	0.6427816	0.1652711	0.4066915	0.1986683	0.0650799	0.6615208	0.0939236	0.7659473	0.1793388	0.2137943	0.7561325	0.5185652	0.5825737	0.4194128	0.0196149	0.0615848	0.1679189	0.3905895	0.2047450	0.1842621	0.3464055	0.5282138	0.7766641	0.3635531	0.5009749	0.1892459	0.2315327	0.0221003	0.5482717	0.3066122	0.2592889	0.6662378	0.6269298	0.4092807	0.0515100	0.0705069	0.6437775	0.5256748	0.0476435	0.1820854	0.5543017
150	0.6332859	0.0380114	0.1115162	0.6403537	0.3886154	0.2123733	0.0004073	0.7290076	0.0345823	0.1798879	0.5181935	0.0136497	0.1909568	0.2695493	0.4902713	0.1956816	0.3397837	0.2351818	0.1599300	0.6738632	0.0569084	0.6490424	0.1620696	0.2774087	0.7353017	0.4969210	0.6081869	0.4178919	0.0341295	0.0677599	0.0921051	0.3122276	0.0884601	0.1329477	0.3503977	0.7798555	0.6988153	0.3655918	0.4751930	0.1240916	0.2746879	0.0259440	0.4294860	0.3303799	0.3101314	0.5483268	0.6995922	0.3704536	0.0285687	0.0634461	0.6501913	0.4186278	0.0582557	0.1717016	0.4221484
200	0.6153149	0.0155804	0.1135649	0.7125063	0.4426041	0.1936050	0.0009097	0.5776730	0.0343677	0.1542361	0.6271868	0.0574084	0.1823846	0.2001272	0.6734643	0.2239521	0.2266620	0.2909924	0.1246162	0.5640590	0.0666287	0.6305004	0.1226924	0.1984811	0.6472500	0.5725359	0.6983493	0.4118312	0.0154988	0.0318153	0.0932967	0.3253579	0.0692897	0.1030573	0.3223843	0.6134601	0.7450008	0.3394700	0.4149728	0.1000636	0.2050297	0.0360499	0.3783814	0.3368499	0.3279883	0.5339081	0.7218127	0.3748794	0.0515297	0.0399655	0.7684382	0.4596527	0.0648429	0.1565431	0.4128382
250	0.6812588	0.0381918	0.1020796	0.7297291	0.4212733	0.2263310	0.0016227	0.6329443	0.0399003	0.1113682	0.5911393	0.0350330	0.2126701	0.2805817	0.6488627	0.2718627	0.2761111	0.2580192	0.1271284	0.5481979	0.0805908	0.6279553	0.1531662	0.1866041	0.7550709	0.4644742	0.5857882	0.3462377	0.0279792	0.0325075	0.1211535	0.3627567	0.0851749	0.0859634	0.3314266	0.6165282	0.7106812	0.3682974	0.4446276	0.1282308	0.1843295	0.0223405	0.3572800	0.4141366	0.4574825	0.6382764	0.6948576	0.3522646	0.0390744	0.0382711	0.6673926	0.4723764	0.0552192	0.1670374	0.3781659
300	0.8094086	0.0099670	0.1248475	0.6214047	0.5603811	0.1589958	0.0000000	0.6212026	0.0422672	0.0976407	0.5372388	0.0305814	0.1856020	0.3094526	0.6597025	0.1598230	0.2550223	0.2953082	0.0718521	0.6649317	0.0302081	0.6690833	0.2012542	0.1576097	0.6987984	0.4885700	0.5078699	0.3473596	0.0388883	0.0178347	0.1796132	0.2284862	0.0647975	0.0533386	0.3581802	0.6435141	0.7592668	0.3165267	0.3992212	0.1548870	0.1979671	0.0091033	0.3092237	0.4688720	0.2855183	0.6156956	0.7543907	0.3733578	0.0904524	0.0838836	0.8367214	0.5866712	0.0504545	0.1837151	0.4518336
350	0.7774680	0.0062034	0.1077291	0.6653105	0.5146659	0.1391974	0.0001317	0.6515399	0.0296688	0.1129810	0.6161738	0.0105708	0.2092039	0.2865070	0.5844869	0.1667556	0.2260085	0.2914031	0.1140567	0.6314272	0.0506549	0.6588241	0.1927239	0.2028889	0.5533908	0.4281262	0.5920681	0.4076429	0.0309379	0.0044009	0.1638647	0.2038141	0.0755855	0.0663707	0.3277990	0.6466184	0.7747215	0.3974342	0.3250395	0.1423211	0.1658212	0.0054943	0.3223396	0.3184516	0.2550250	0.6256110	0.7222256	0.3754534	0.0369445	0.0502670	0.7677210	0.4324608	0.0511858	0.1278147	0.4605024
400	0.6961527	0.0096842	0.1010713	0.6381340	0.4349244	0.2386750	0.0007766	0.5368112	0.0427435	0.1612946	0.5597768	0.0151748	0.1768245	0.2666462	0.6049246	0.2101666	0.3275633	0.3312490	0.1463252	0.5374196	0.0182864	0.7212570	0.2065136	0.1435411	0.6401495	0.4316927	0.6057173	0.3507665	0.0178967	0.0066199	0.0624862	0.2030314	0.0631361	0.0755548	0.3245056	0.7388436	0.7646013	0.3931807	0.4170045	0.1943561	0.1778211	0.0076193	0.3928644	0.2840649	0.2312957	0.6597700	0.6977860	0.4494143	0.1182649	0.0467853	0.7670076	0.4203494	0.0520828	0.1833872	0.6712818
450	0.7472398	0.0105787	0.0655623	0.7538865	0.3780214	0.2379497	0.0000395	0.7290264	0.0397170	0.1319566	0.5806937	0.0232037	0.2345269	0.2438706	0.6878416	0.2776815	0.2268074	0.2588655	0.1524905	0.5215330	0.0311110	0.5638606	0.1993161	0.1256771	0.5988319	0.4125706	0.6588981	0.2772201	0.0214444	0.0034458	0.0699101	0.2407126	0.0659989	0.0753889	0.3494754	0.6712533	0.9019739	0.3456521	0.5418089	0.1296300	0.1803220	0.0188140	0.4189758	0.3887942	0.3345861	0.7117225	0.7001588	0.4071051	0.0881646	0.0582717	0.6765653	0.4752978	0.0599779	0.1612439	0.5083633
500	0.7097824	0.0222138	0.0855225	0.6556747	0.4799116	0.1595138	0.0019815	0.8690399	0.0470198	0.1188535	0.7553562	0.0054423	0.2216474	0.2818117	0.5619600	0.2362663	0.2630416	0.2614015	0.1516495	0.4720292	0.0476743	0.5680143	0.1641046	0.1365931	0.7317814	0.4956720	0.5869330	0.3681842	0.0283521	0.0073424	0.0969635	0.2657930	0.0505205	0.1194025	0.3512394	0.6621718	0.8337707	0.3843985	0.4048861	0.1464109	0.1412637	0.0204714	0.3086415	0.4604285	0.2562581	0.5936438	0.7104476	0.3695092	0.0526544	0.0503919	0.8121808	0.4905559	0.0589268	0.1437143	0.5007609
550	0.2509339	0.1984787	0.4004872	0.5226426	0.2798169	0.2244663	0.0196935	0.2694491	0.0371987	0.2118347	0.5549358	0.0279704	0.2375938	0.1966073	0.6113982	0.2129131	0.2971054	0.2182880	0.1803573	0.6640695	0.1410019	0.6499774	0.1722993	0.1912724	0.6598357	0.5079327	0.5357551	0.2908415	0.0183885	0.0160840	0.1416699	0.3331498	0.0659740	0.0503032	0.3726806	0.8192915	0.7393542	0.6632886	0.5168767	0.1622916	0.1981835	0.0249013	0.3690716	0.3837701	0.4275845	0.5972209	0.6857028	0.4754078	0.0988118	0.0821179	0.7814526	0.4218352	0.1087517	0.1441036	0.4224854
600	0.2280214	0.2694983	0.5618509	0.1572518	0.2477415	0.2775564	0.0098644	0.2501808	0.0736612	0.2814482	0.5625648	0.0136538	0.4622407	0.0215062	0.5723288	0.1448480	0.5887971	0.2364054	0.1056885	0.7274109	0.2080460	0.5630828	0.1701448	0.2005917	0.7160000	0.5703253	0.5745244	0.3682960	0.0320220	0.0057242	0.1407785	0.3357580	0.1111462	0.1133559	0.3391955	0.6116183	0.7034895	0.6433506	0.5657176	0.2140166	0.2584167	0.0327062	0.4837225	0.4059282	0.2920443	0.6068239	0.6469532	0.5852817	0.0904824	0.0612476	0.7977175	0.3678745	0.0860853	0.0858312	0.5275109
650	0.4850721	0.4791639	0.6158664	0.1473346	0.3214888	0.3193233	0.0073656	0.3400581	0.0533507	0.3337685	0.3010297	0.0162050	0.5241911	0.0063842	0.5839525	0.1650387	0.4071082	0.2471108	0.0318411	0.6603591	0.2142007	0.6998986	0.2092242	0.4125953	0.5919585	0.7081497	0.4394474	0.4642855	0.1634013	0.0740306	0.2375287	0.4962780	0.2544660	0.3056698	0.3639227	0.5520672	0.7481993	0.6903539	0.5574836	0.2200270	0.2892603	0.0191383	0.6115406	0.2310054	0.2607755	0.7497912	0.7470353	0.5309710	0.0702754	0.0842276	0.7459767	0.4504187	0.0762177	0.1358539	0.6270998
700	0.6171132	0.4463216	0.4604266	0.3784255	0.3869882	0.3700021	0.0174404	0.2185773	0.0329297	0.2308970	0.3427906	0.0178378	0.3651866	0.1125844	0.6486659	0.0663153	0.2844191	0.2107618	0.0726554	0.6154258	0.3569703	0.5960689	0.2055126	0.4187159	0.7237152	0.5663429	0.5813804	0.3470086	0.1148456	0.1479000	0.2712857	0.4485585	0.4368171	0.3287564	0.4214161	0.5822068	0.7448783	0.6877926	0.3996155	0.2550988	0.3517853	0.0244011	0.6347022	0.3098940	0.1886058	0.6620746	0.6922525	0.6035634	0.0602326	0.0525546	0.7441365	0.4146483	0.0496074	0.1368995	0.6230212
750	0.3595821	0.4539625	0.5901143	0.5237929	0.3116851	0.3477811	0.0050349	0.1537919	0.0206089	0.2194461	0.4906298	0.0311181	0.2609986	0.1363865	0.6881095	0.0957928	0.2181415	0.1267188	0.0674317	0.7841024	0.2910541	0.7174955	0.1799642	0.4193097	0.6219391	0.5357018	0.5036824	0.4605875	0.0610103	0.3212130	0.2019239	0.4713394	0.3939103	0.3338679	0.4634356	0.5323455	0.5824114	0.6447625	0.4672552	0.2408049	0.3722944	0.0308268	0.6791650	0.3207201	0.3229180	0.6397629	0.7052348	0.5859401	0.0878827	0.0591519	0.6257403	0.3298684	0.0507019	0.1128848	0.6334378
800	0.3834501	0.3736374	0.6055508	0.3199581	0.3197484	0.4794882	0.0068727	0.2244043	0.0253963	0.4183015	0.3866604	0.0169439	0.3166872	0.0290754	0.5845193	0.1088507	0.2784819	0.2124250	0.0958991	0.7054343	0.2673603	0.7515229	0.2225326	0.3346115	0.7740092	0.5389804	0.4205895	0.4221067	0.0696861	0.2076842	0.1928375	0.5520795	0.3039314	0.2074254	0.5143542	0.5756739	0.8481773	0.6971978	0.5675754	0.2026432	0.2966105	0.0465421	0.4257901	0.3253224	0.3537936	0.6967554	0.6088251	0.5864794	0.0919396	0.0488370	0.6925418	0.5274178	0.0715356	0.1735377	0.5407084
850	0.3802513	0.4289347	0.5054613	0.2654623	0.3380300	0.4579688	0.0149682	0.2603133	0.0262557	0.3432148	0.3708089	0.0163575	0.3985821	0.0420888	0.5267931	0.0731940	0.3124179	0.1930709	0.0611181	0.7154243	0.2804429	0.7667802	0.2106687	0.3949054	0.8138790	0.5477164	0.5271779	0.5919397	0.0224698	0.2644188	0.2129637	0.6443163	0.3258272	0.3788852	0.4448441	0.5995216	0.7608139	0.6916619	0.5376034	0.2777287	0.2948162	0.0299259	0.6699150	0.3601126	0.3068347	0.6129807	0.5735329	0.5462491	0.0771800	0.0732811	0.7195680	0.3991325	0.0837704	0.1797151	0.6068129
900	0.4413167	0.4146219	0.6786954	0.2974916	0.4075867	0.4343276	0.0118348	0.1847113	0.0551273	0.2419574	0.4246853	0.0368859	0.3906979	0.0384718	0.5803380	0.0892578	0.3354439	0.2052207	0.0520131	0.6852931	0.2614250	0.8408294	0.2332712	0.4235595	0.6686818	0.5171911	0.5030092	0.4532289	0.0647335	0.3441350	0.2420188	0.5613757	0.4006807	0.3125884	0.4133211	0.6660336	0.5716912	0.8158782	0.5675033	0.2304916	0.2723479	0.0775239	0.5341052	0.3796538	0.2372880	0.6191172	0.7002601	0.5955053	0.1305000	0.1049149	0.5891649	0.3769011	0.0657005	0.1246773	0.6450675
950	0.3992056	0.4176201	0.4854160	0.4293662	0.3845502	0.3666497	0.0056801	0.1875118	0.0432967	0.3544279	0.4414322	0.0167717	0.3405468	0.1495745	0.6619526	0.1016605	0.2360374	0.1304635	0.0518592	0.7402157	0.3139550	0.8612821	0.2158876	0.5489309	0.6881111	0.5490654	0.5423705	0.5017959	0.0306319	0.3678880	0.2346207	0.5358964	0.4204722	0.3119383	0.4597580	0.6538835	0.8240304	0.6356011	0.6673358	0.2554488	0.2523863	0.0752172	0.7358679	0.3292039	0.3150959	0.7121227	0.6459358	0.6207509	0.1313427	0.1005098	0.7366741	0.4302175	0.0328412	0.1407789	0.6486599
1000	0.3865622	0.4273902	0.5565953	0.4025141	0.5361203	0.3504739	0.0079330	0.1941290	0.0756338	0.3845566	0.4213710	0.0054962	0.3363426	0.0635508	0.5671051	0.0978558	0.3347774	0.1658654	0.0605617	0.7385103	0.3042251	0.7146374	0.2430060	0.5121980	0.5425391	0.5521643	0.5201592	0.4253936	0.0879840	0.3073158	0.1888738	0.5977643	0.3923439	0.2563537	0.4924094	0.5608552	0.7473375	0.5743854	0.5395242	0.1841913	0.2362791	0.0771566	0.6649716	0.3548149	0.3027616	0.6105973	0.7485968	0.6101919	0.0662709	0.1075324	0.6780163	0.4128741	0.0575432	0.1520066	0.5846384

0	0.3845144	0.4375753	0.5886370	0.2847131	0.3716384	0.3748377	0.0079339	0.2258663	0.0678086	0.3476598	0.4043084	0.0131467	0.3930015	0.0200322	0.4802945	0.0881491	0.2206703	0.1108106	0.0322120	0.7854570	0.3260782	0.8456591	0.1923926	0.3912738	0.7016622	0.6165325	0.5262549	0.4063090	0.0173869	0.4006263	0.1904258	0.5240385	0.3293343	0.3128595	0.4454869	0.5882858	0.9180374	0.7126595	0.4585257	0.2167855	0.3045443	0.0461389	0.5307022	0.4043133	0.2628856	0.6129133	0.7046015	0.7413892	0.0641352	0.0800020	0.7367621	0.5237897	0.0309481	0.1974829	0.6282920
50	0.5706266	0.3467399	0.6086221	0.3543911	0.5517460	0.3790158	0.0109317	0.2566531	0.0705539	0.3512368	0.2403040	0.0005798	0.4704835	0.0479170	0.4415493	0.1724151	0.1688769	0.2273658	0.0707353	0.6816887	0.2419171	0.7920476	0.2128431	0.4000826	0.6313077	0.6830038	0.4075197	0.2160225	0.0360307	0.2341264	0.3407741	0.4876690	0.2355307	0.3880869	0.0798802	0.5170884	0.7938436	0.6262833	0.4520626	0.2572955	0.3373413	0.0259048	0.7456795	0.3846117	0.1844456	0.5872135	0.6469438	0.6483828	0.1088268	0.5751664	0.6776562	0.5029471	0.0678447	0.1571415	0.5098599
100	0.4604254	0.3805658	0.5068685	0.5608775	0.5895607	0.3952541	0.0109993	0.2465170	0.0478791	0.3142737	0.3027210	0.0046885	0.2644603	0.0910266	0.5298281	0.0889951	0.0558677	0.1719189	0.0854139	0.7089955	0.1972393	0.6836433	0.1858233	0.4052171	0.6479217	0.6886499	0.5698479	0.1874901	0.0774804	0.3753847	0.3036344	0.5142157	0.2622493	0.4751376	0.0205985	0.6405924	0.8068022	0.7411339	0.5172766	0.2497102	0.2463412	0.0850061	0.5911807	0.3109693	0.2077732	0.6857008	0.6596735	0.5270339	0.1084656	0.5533934	0.7199882	0.6434396	0.0231191	0.1982173	0.5839559
150	0.6018892	0.3748835	0.5731255	0.5078635	0.6088211	0.3329454	0.0102506	0.1807403	0.0389587	0.3669681	0.2363298	0.0000450	0.2845429	0.0963130	0.5800684	0.0861558	0.0610507	0.1477354	0.0452893	0.7213046	0.1699667	0.6137503	0.2164410	0.5216964	0.6750401	0.7193129	0.4452578	0.1500383	0.0522692	0.4153025	0.3809772	0.4755904	0.1859557	0.4750869	0.0213994	0.7657865	0.7735034	0.8010544	0.5623904	0.2459334	0.4835638	0.1136546	0.6145865	0.2390140	0.1360854	0.5680311	0.6775819	0.5805069	0.0593851	0.7200845	0.7272685	0.6013165	0.0643293	0.1320562	0.5905098
200	0.5900239	0.3495940	0.3353478	0.5598310	0.5378774	0.2742170	0.0046681	0.1769074	0.0313828	0.2635295	0.2915983	0.0000771	0.2150610	0.1928928	0.4976823	0.1031355	0.0201675	0.2396925	0.0627390	0.6949324	0.1874525	0.6917942	0.2389981	0.5130829	0.8703144	0.6515846	0.5343148	0.1516656	0.0398344	0.4852540	0.2279613	0.4110172	0.1233610	0.5788716	0.0139065	0.6104224	0.7178597	0.6745939	0.4746487	0.1803486	0.2684750	0.1891392	0.5260431	0.3056009	0.2383099	0.6886969	0.6868782	0.6021947	0.0980512	0.6696024	0.6892616	0.5847170	0.0536213	0.1995440	0.6061844
250	0.4059491	0.3493769	0.3971245	0.6162866	0.7265043	0.2824863	0.0202566	0.2440207	0.0285894	0.3869912	0.2740984	0.0009153	0.3064632	0.1597376	0.5364267	0.0704628	0.0164002	0.2131556	0.1056381	0.8116339	0.1980613	0.6337989	0.1606396	0.4425838	0.6502841	0.6444407	0.5740804	0.1170511	0.0272853	0.4704840	0.2942243	0.4207555	0.1217184	0.5967704	0.0323085	0.6210026	0.7391192	0.6810589	0.4640823	0.2735908	0.2058912	0.2812317	0.5931096	0.2773278	0.2273684	0.7044230	0.7215739	0.6402331	0.0948947	0.6128579	0.6079043	0.6086467	0.0331481	0.1498246	0.6842289
300	0.3574511	0.4404779	0.4996574	0.6082282	0.6233251	0.2117630	0.0011272	0.1947889	0.0233107	0.4229223	0.3009218	0.0025281	0.2496070	0.0865119	0.6380389	0.1001543	0.0154065	0.1989420	0.1353209	0.7869690	0.1540863	0.6455861	0.2400780	0.2852055	0.8093545	0.7287066	0.6667908	0.0815714	0.0427473	0.5450718	0.3451368	0.3757355	0.0998983	0.4632884	0.0082359	0.6699944	0.7022204	0.6257126	0.4279544	0.2005241	0.3325406	0.3126160	0.4739376	0.2624906	0.1970260	0.6390878	0.8567804	0.6996991	0.0566630	0.6269302	0.6699948	0.6323203	0.0614897	0.1279459	0.6441120
350	0.3676748	0.3753909	0.5815114	0.4784517	0.6190172	0.2565054	0.0122400	0.1461635	0.0261892	0.4361518	0.3607387	0.0015349	0.3073889	0.1271285	0.4958083	0.1641793	0.0507111	0.2572549	0.0935922	0.6384845	0.1581353	0.7927792	0.1791115	0.3649433	0.8211320	0.7158314	0.6277657	0.0632503	0.0189379	0.6524505	0.2718525	0.3364623	0.0617833	0.4648746	0.0070569	0.7024417	0.6745357	0.7731912	0.4338789	0.2261584	0.3651735	0.2898044	0.5013955	0.3387383	0.1849184	0.5238394	0.5909321	0.6611020	0.0235416	0.5814079	0.6980380	0.5181238	0.0298530	0.1496340	0.6114663
400	0.5438091	0.3570916	0.5685522	0.5719480	0.5996720	0.3225471	0.0149265	0.1322188	0.0438989	0.3363615	0.2926841	0.0012210	0.2276603	0.1189665	0.4701685	0.1334290	0.0704703	0.2184578	0.1267663	0.6424449	0.1994654	0.7442266	0.2362534	0.3342476	0.7112021	0.7944638	0.6027039	0.0996904	0.0309399	0.6221784	0.3532789	0.4472082	0.1584712	0.6468579	0.0143660	0.7352065	0.8760072	0.7078076	0.4082235	0.2607871	0.3392179	0.2458432	0.5014606	0.2559962	0.2428258	0.6426293	0.8759909	0.5828688	0.0421339	0.7338362	0.5996933	0.5332383	0.0446394	0.1670295	0.4876338
450	0.4089466	0.3532652	0.6393479	0.5237972	0.5993941	0.3627795	0.0123422	0.1281543	0.0381295	0.4188238	0.2910836	0.0001595	0.2697924	0.0806439	0.4969748	0.1231151	0.0645477	0.2070980	0.0669532	0.6853892	0.1532323	0.6404360	0.1713998	0.4427871	0.7481734	0.6434084	0.5790246	0.1159833	0.0084135	0.4150669	0.3393154	0.5101357	0.1169445	0.6205839	0.0199365	0.7019539	0.7294810	0.7148201	0.4122837	0.2338646	0.2812610	0.2730708	0.5753188	0.3177797	0.2158271	0.6177802	0.7589365	0.6366292	0.1271278	0.6031144	0.6715624	0.5855102	0.0315517	0.1746748	0.5493704
500	0.4085332	0.3834663	0.5025165	0.3648970	0.6380900	0.3077253	0.0146542	0.1110695	0.0504415	0.4787403	0.2512587	0.0008717	0.3363858	0.0757978	0.4993903	0.0700562	0.0281942	0.2019405	0.0708188	0.7038179	0.1820532	0.7232187	0.2024581	0.3960281	0.6158062	0.6200970	0.6330048	0.0892904	0.0372341	0.5422917	0.3711714	0.4841457	0.1081076	0.6213959	0.0019167	0.6097485	0.6636784	0.7452462	0.5184845	0.2453348	0.2762702	0.3613552	0.5034279	0.2594318	0.2499488	0.5450294	0.6345909	0.6888419	0.0543948	0.6387991	0.6965872	0.5085969	0.0175840	0.2683527	0.5193935
550	0.3988887	0.4820803	0.6227161	0.2506535	0.3875436	0.4410343	0.0009328	0.1818511	0.0624014	0.4045661	0.4634654	0.0237098	0.3617952	0.0235136	0.6520316	0.0718643	0.2631998	0.2153069	0.1228885	0.6825511	0.2926862	0.7229204	0.1914699	0.4311489	0.7856178	0.6090561	0.6522012	0.3486303	0.0417077	0.4416916	0.2717410	0.4942920	0.1798119	0.3962456	0.3754587	0.5553881	0.7751512	0.8053125	0.4735287	0.2609735	0.2472673	0.2530556	0.5697879	0.2878114	0.3144696	0.6083009	0.8237248	0.7158918	0.0832142	0.2062909	0.7206115	0.3822964	0.0440919	0.2131340	0.5263077
600	0.3809447	0.3841312	0.5449258	0.3524673	0.3427790	0.3981972	0.0106978	0.3443671	0.0544589	0.3724800	0.4426670	0.0138824	0.4035928	0.0334318	0.6280479	0.0806864	0.1530162	0.1735920	0.1066921	0.6132224	0.2766494	0.6117314	0.1762331	0.5402744	0.7116000	0.6517114	0.6126112	0.4585708	0.0922518	0.2989735	0.2520814	0.5373289	0.2399527	0.2484143	0.3090562	0.6905671	0.7142931	0.6785395	0.4412304	0.2688357	0.3547784	0.0905063	0.5343845	0.2619707	0.3687901	0.6399809	0.6163169	0.7067483	0.0574161	0.0789634	0.7741958	0.4860728	0.0225991	0.2170823	0.7037568
650	0.4399640	0.5039749	0.5586735	0.2466068	0.4509880	0.4015974	0.0345554	0.2383147	0.0266306	0.2578442	0.5126959	0.0077726	0.4118071	0.0229713	0.6420038	0.0497449	0.2229140	0.1712221	0.0519000	0.6422849	0.2780054	0.6077514	0.2082220	0.5178583	0.7116366	0.6152823	0.6449301	0.4640330	0.0846608	0.3190676	0.2573992	0.5170926	0.2440850	0.2839076	0.3225708	0.5259821	0.7202374	0.6778201	0.4271195	0.3305439	0.3125478	0.0255757	0.5952984	0.3363214	0.3107629	0.7393194	0.5749968	0.7877131	0.0919078	0.0750248	0.7324680	0.4151622	0.0413772	0.1621318	0.7127165
700	0.4777800	0.4914334	0.5241758	0.3698533	0.4695033	0.3454570	0.0167514	0.1990977	0.0724463	0.4394251	0.3867375	0.0167312	0.3025197	0.0391899	0.5720421	0.0312507	0.2377280	0.2077121	0.0714365	0.7267682	0.3399728	0.7902149	0.2152897	0.4972583	0.7669427	0.6239884	0.4792637	0.4362037	0.0540919	0.2443577	0.2692075	0.6475483	0.3082100	0.3439465	0.3835853	0.5743524	0.7242709	0.6840314	0.4298698	0.2323878	0.2418294	0.0495886	0.5870557	0.3140747	0.2784778	0.6588898	0.6239777	0.6011681	0.0758644	0.0951716	0.7557697	0.5127891	0.0268628	0.1768881	0.6992583
750	0.2989481	0.4847189	0.5360537	0.3110997	0.4050505	0.4306281	0.0056027	0.2089949	0.0338241	0.3621743	0.4903100	0.0172796	0.2648644	0.0443225	0.6645122	0.1171555	0.2135012	0.1825597	0.1099418	0.6821450	0.3441170	0.6197317	0.1883218	0.4263431	0.7455934	0.5268351	0.5201388	0.3985843	0.0587388	0.2784407	0.2316275	0.4586358	0.3163859	0.2082485	0.4375651	0.4728529	0.7834801	0.7446201	0.5600689	0.3359862	0.3505174	0.0295555	0.6215764	0.3358410	0.2649937	0.5908078	0.6500613	0.6888435	0.0689115	0.0672206	0.7738454	0.3811430	0.0467957	0.1131784	0.5871900
800	0.4254857	0.2947683	0.5838668	0.4352867	0.3669308	0.3782083	0.0146106	0.1798891	0.0644583	0.3323770	0.4661846	0.0102497	0.4234196	0.0177399	0.4823230	0.0657852	0.3246262	0.1738162	0.0599799	0.6602760	0.3291912	0.6214979	0.1850450	0.4543797	0.6324281	0.5226077	0.5505071	0.3535250	0.0266495	0.2112803	0.2427879	0.4885839	0.4011116	0.3168047	0.4623075	0.5326029	0.5430162	0.7185274	0.5320851	0.1788267	0.2814911	0.0121778	0.5923169	0.4245256	0.2903169	0.6451083	0.6074485	0.5309064	0.1099138	0.0593140	0.8310010	0.4506533	0.0408139	0.1486482	0.6877475
850	0.4233494	0.3889515	0.5626529	0.2935451	0.3318117	0.3565087	0.0039641	0.2873487	0.0701917	0.3286111	0.4084274	0.0146126	0.4677349	0.0123142	0.5381573	0.0814698	0.3029596	0.2377111	0.0601534	0.6621710	0.2973989	0.7790013	0.1537420	0.4366751	0.8259277	0.5436446	0.4442268	0.3794940	0.0326484	0.2724717	0.1786167	0.6542705	0.3248774	0.2859355	0.4534855	0.6180378	0.6344954	0.7023696	0.4386925	0.2147588	0.3086574	0.0390429	0.7749971	0.3846568	0.3305536	0.5463498	0.7986835	0.6235157	0.1077541	0.0824726	0.7875736	0.4471641	0.0330629	0.1594052	0.6718856
900	0.4375852	0.3898942	0.5417241	0.3478071	0.3713033	0.4947149	0.0198729	0.2200261	0.0365744	0.3436024	0.5328798	0.0166583	0.3824835	0.0634116	0.5882915	0.1026277	0.3360209	0.1853473	0.0958429	0.7700966	0.2642757	0.7147579	0.2030568	0.4374663	0.7599870	0.5785586	0.4606054	0.3838201	0.0551373	0.2713374	0.2929058	0.4883392	0.3153735	0.2674429	0.3318455	0.5608280	0.6691008	0.6773738	0.4994093	0.2956008	0.3361310	0.0294516	0.5560882	0.4340276	0.2497332	0.5625007	0.7475216	0.6717060	0.0682889	0.0647115	0.7532930	0.4510268	0.0541593	0.1592043	0.6291914
