"Time"	G1	G2	G10	G20	G4	G17	G16	G8	G9	G11	G56	G3	G5	G19	G13	G15	G14	G12	G50	G41	G52	G53	G51	G21	G22	G55	G42	G54	G40	G49	G39	G35	G44	G45	G47	G18	G94	G98	G95	G43	G48	G61	G57	G79	G60	G84	G81	G80	G83	G88	G82	G89	G85	G90	G91
1000	0.4814215	0.3682021	0.4721454	0.3860618	0.5087679	0.4052771	0.0135275	0.1709961	0.0283895	0.3284054	0.3890748	0.0117626	0.3400043	0.0516951	0.5895850	0.0901885	0.1679743	0.1194991	0.0847726	0.7542529	0.2952756	0.7549818	0.2454098	0.4903010	0.7959472	0.5827151	0.6429039	0.4465484	0.0418806	0.2207663	0.2101476	0.5867096	0.4013474	0.2975588	0.5130736	0.6820821	0.8282707	0.7286386	0.4350070	0.2107586	0.4867217	0.0232020	0.5573843	0.3578634	0.2118327	0.7988508	0.7188056	0.8279007	0.0806220	0.0530956	0.7056624	0.4212508	0.0379205	0.1594915	0.4440569

0	0.4190953	0.4368312	0.5708911	0.4411455	0.3787252	0.3871762	0.0080493	0.2245523	0.0740701	0.3666251	0.4574512	0.0182122	0.3211308	0.0711144	0.5988443	0.0933025	0.2363195	0.1950476	0.0659315	0.6630292	0.2622423	0.8868730	0.2017486	0.4832198	0.8073920	0.6078359	0.4941212	0.4842369	0.0616685	0.1914579	0.1316194	0.5612734	0.3568311	0.2724043	0.4889164	0.6864346	0.8040809	0.6585691	0.6668153	0.2561690	0.3412608	0.0435672	0.6025917	0.3767598	0.3362747	0.6626293	0.5756230	0.5491499	0.0979874	0.1032951	0.6346163	0.5205512	0.0646365	0.1600975	0.5955097
50	0.3422924	0.3694755	0.5913108	0.3876281	0.3938375	0.5415470	0.0097457	0.4350726	0.0469853	0.3683753	0.1613592	0.0035356	0.4324832	0.0081933	0.5462107	0.1281610	0.3404686	0.1304057	0.0223991	0.7658432	0.4386294	0.3361072	0.0533822	0.5579105	0.7381653	0.6893279	0.5812127	0.5612954	0.0418156	0.1066293	0.2044057	0.4527669	0.3459998	0.2848801	0.4209156	0.5768559	0.1513194	0.7551639	0.3744285	0.1899776	0.4327933	0.2137427	0.6428388	0.3501563	0.2533132	0.6294054	0.6737370	0.5259633	0.4864752	0.0423355	0.6166781	0.4338046	0.0486528	0.1652716	0.6509257
100	0.5600181	0.2970240	0.6506385	0.4836944	0.4297429	0.4555823	0.0181529	0.3466306	0.0284446	0.4719262	0.0908772	0.0024069	0.2713937	0.0498197	0.5920234	0.1231214	0.4195744	0.1612939	0.0279318	0.7163050	0.4011709	0.2894169	0.0455982	0.4767494	0.7640182	0.7323974	0.5613547	0.6276924	0.0290667	0.0887673	0.2376356	0.4773806	0.4246482	0.3667392	0.4694408	0.6041256	0.0332364	0.7229386	0.1115090	0.2027316	0.5587963	0.2709110	0.6151210	0.4346249	0.1598783	0.7846080	0.7179553	0.6342246	0.6124017	0.0607242	0.8200119	0.4537944	0.0535451	0.1480547	0.7867910
150	0.3515330	0.3189377	0.5204643	0.5777145	0.3799001	0.4374726	0.0075145	0.4027667	0.0600373	0.4657671	0.1733238	0.0000731	0.2504260	0.0875093	0.6364027	0.1534076	0.4162195	0.1902425	0.0174171	0.6707118	0.5067364	0.2949427	0.0645986	0.4117934	0.7180052	0.6197387	0.5890271	0.6537620	0.0272215	0.0769249	0.2421253	0.4749714	0.2847561	0.2869883	0.4747239	0.5154381	0.0052419	0.7443949	0.0410633	0.1886945	0.7216783	0.3692217	0.5832743	0.4142999	0.2349273	0.6059354	0.7273119	0.5381847	0.4390346	0.0687381	0.7900942	0.4265575	0.0610834	0.1511943	0.6250617
200	0.3879084	0.2809274	0.5761109	0.3177941	0.3176276	0.2745697	0.0133443	0.3868698	0.0354100	0.6205853	0.1292877	0.0003255	0.4604908	0.0266410	0.6132037	0.1127524	0.4978756	0.1459292	0.0171862	0.6453609	0.6284548	0.3076666	0.0744399	0.5146799	0.7197358	0.4962132	0.5605974	0.6775211	0.0019062	0.0684208	0.1115085	0.4989554	0.1899706	0.1990904	0.4175643	0.4156500	0.0083762	0.7128702	0.0038797	0.2111850	0.6955162	0.2421354	0.5069500	0.5183921	0.2966000	0.6833634	0.7534640	0.4882113	0.4946361	0.0939895	0.7703623	0.4347966	0.0702122	0.1208241	0.5701908
250	0.5108371	0.2920657	0.6015063	0.4381325	0.3845386	0.3998554	0.0271311	0.4155595	0.0484728	0.6098437	0.1223292	0.0000013	0.5873197	0.0120309	0.7254305	0.1370924	0.4281804	0.1285933	0.0382504	0.6943068	0.6582436	0.2866448	0.1206716	0.4620875	0.6294675	0.6199269	0.5762140	0.5882667	0.0056027	0.0761352	0.1561283	0.4925514	0.2443507	0.3022594	0.3944223	0.3221512	0.0119393	0.6858162	0.0031026	0.1812356	0.5778646	0.3270880	0.4894095	0.4566397	0.3146168	0.5734312	0.6563737	0.4435029	0.5429755	0.0674834	0.7050490	0.4531680	0.0398159	0.1553548	0.5853125
300	0.5320157	0.2968508	0.6111658	0.3367200	0.3482049	0.5353512	0.0121151	0.4314496	0.0621668	0.7073240	0.0887069	0.0000630	0.4643940	0.0127621	0.6210146	0.1969757	0.3848727	0.1371976	0.0499313	0.8381153	0.6395682	0.1628074	0.1080269	0.5488985	0.6456201	0.7350851	0.5913838	0.6225915	0.0072137	0.0648195	0.2119642	0.5203665	0.3971993	0.2907250	0.4517645	0.2669091	0.0051499	0.7973834	0.0040238	0.2177910	0.6823371	0.3056707	0.6257890	0.3326754	0.2515599	0.7411619	0.7450963	0.5250250	0.4556390	0.1477684	0.7901697	0.4934958	0.0524744	0.1632839	0.6710469
350	0.4390412	0.2308699	0.6404549	0.5379868	0.4087381	0.4414833	0.0061990	0.4508943	0.0530608	0.5677807	0.1413359	0.0040588	0.3954753	0.0671046	0.7045649	0.1908411	0.4201209	0.1655640	0.0216622	0.7466446	0.8889542	0.2427558	0.1230037	0.5619813	0.6374048	0.5757246	0.6566214	0.8748531	0.0183268	0.0745532	0.2355600	0.5575396	0.4259100	0.2572058	0.4377506	0.2861017	0.0017555	0.8416046	0.0021226	0.2004983	0.5889385	0.2239067	0.5587151	0.4440653	0.2309456	0.7637530	0.6598659	0.3671841	0.5125347	0.1048526	0.8185140	0.4460132	0.0439826	0.1270541	0.5164514
400	0.4755747	0.3181137	0.4778953	0.5925594	0.4382107	0.3024122	0.0056635	0.4251805	0.0224932	0.4387017	0.1088303	0.0000385	0.3363936	0.0903684	0.6941361	0.1377685	0.4358097	0.1310586	0.0140979	0.7200815	0.5942289	0.2084916	0.1363133	0.4843910	0.7188456	0.7241657	0.5243002	0.6214342	0.0080380	0.1762405	0.1932253	0.6750911	0.3648286	0.2854955	0.5531724	0.3287404	0.0072906	0.7315805	0.0059701	0.2289908	0.6584842	0.3387510	0.7181587	0.4020172	0.2325915	0.6334738	0.7767389	0.5458235	0.4217841	0.0898190	0.7524700	0.5100194	0.0776856	0.1249134	0.5864565
450	0.3690686	0.2891777	0.5448784	0.4648524	0.3199879	0.2855038	0.0076157	0.4781961	0.0318057	0.4599339	0.1513410	0.0001510	0.3685956	0.0851729	0.7039076	0.1973989	0.4148833	0.1330952	0.0219750	0.7538069	0.5700157	0.2123719	0.1331886	0.5094021	0.7857145	0.6649228	0.5533344	0.5743060	0.0140323	0.0928255	0.1931210	0.4628463	0.2316627	0.2429060	0.4700034	0.3081515	0.0042044	0.7742727	0.0049173	0.1835262	0.6917618	0.2810452	0.7050744	0.4732209	0.3063552	0.6596182	0.6666387	0.4437145	0.5017570	0.1152558	0.6982893	0.4824893	0.0651624	0.1016691	0.5401404
500	0.2900992	0.2702701	0.6224775	0.3563666	0.3057521	0.4070401	0.0056889	0.4881054	0.0559125	0.6551181	0.1006792	0.0004733	0.5019629	0.0032073	0.5701797	0.1794847	0.4657687	0.2132912	0.0312335	0.6272071	0.6378790	0.2783711	0.2013910	0.4153079	0.7113236	0.5176791	0.4826121	0.5719490	0.0245725	0.0866636	0.2638068	0.5206102	0.2406117	0.2068702	0.3756819	0.2938779	0.0032580	0.6372062	0.0010905	0.2063827	0.6010098	0.2895526	0.6820769	0.4659578	0.2108052	0.7128667	0.7196511	0.6174324	0.5142153	0.1339474	0.7226320	0.4248763	0.0612998	0.1629004	0.6080763
550	0.4967490	0.3116428	0.5466003	0.3598410	0.3574858	0.5400031	0.0198473	0.3265257	0.0304724	0.4685236	0.4967355	0.0109781	0.3287791	0.0155969	0.5301558	0.1250068	0.5400480	0.1619253	0.0366966	0.7833538	0.6280278	0.6722576	0.3008878	0.5279187	0.7812665	0.6131492	0.5730461	0.4830665	0.0508757	0.1633614	0.1928616	0.4921265	0.3017205	0.2497410	0.4894674	0.3466065	0.5692894	0.6052303	0.0324787	0.1471320	0.4551104	0.1100874	0.6280189	0.4404902	0.2650524	0.6465114	0.7697710	0.5827874	0.1613877	0.1100406	0.7808980	0.4410343	0.0506098	0.1491831	0.6938599
600	0.4568317	0.4282478	0.5959352	0.3060854	0.4798589	0.4356146	0.0093462	0.2702116	0.1181338	0.4458036	0.3258154	0.0121324	0.4052606	0.0288731	0.5418675	0.1121848	0.4735813	0.1555185	0.0277331	0.9049095	0.4352304	0.6640296	0.2075240	0.4599405	0.6811000	0.6980966	0.5892194	0.4465842	0.0385473	0.2302099	0.2040052	0.5887782	0.3899506	0.3802029	0.3836685	0.6590838	0.6869493	0.7396904	0.1530462	0.1929530	0.3972687	0.0574387	0.6054693	0.3570258	0.2756866	0.7517532	0.6992773	0.5492414	0.0716181	0.0793682	0.7366208	0.3575488	0.0706308	0.1465404	0.8324905
650	0.5463762	0.2927464	0.6006481	0.5644761	0.4670645	0.4408881	0.0046985	0.2735424	0.0497740	0.2896715	0.3391844	0.0245070	0.3435151	0.0803296	0.6083460	0.0988390	0.3017809	0.1449073	0.0461701	0.8284391	0.3429885	0.7676096	0.2951841	0.3515644	0.7964879	0.5361234	0.4992559	0.4245537	0.0451729	0.3030855	0.2760706	0.6097791	0.3600438	0.3391870	0.4619711	0.6183186	0.7473858	0.8781393	0.3187959	0.1723502	0.3220055	0.0869144	0.5945975	0.3501765	0.1909317	0.7036772	0.7061865	0.6650063	0.0693070	0.0829360	0.7848705	0.3734481	0.0169556	0.1440200	0.6414246
700	0.3341586	0.3610009	0.5178663	0.4050971	0.5305910	0.3961810	0.0038740	0.2236272	0.0487901	0.2640862	0.4796872	0.0482044	0.4422523	0.0589465	0.5095036	0.1020214	0.2823704	0.1614388	0.0690601	0.7401017	0.3457542	0.9491123	0.2076812	0.4499409	0.7409024	0.4595690	0.6349589	0.4368062	0.0661418	0.3167402	0.1440440	0.6895407	0.3271634	0.2462958	0.4852800	0.6502122	0.8696707	0.6467906	0.4297227	0.2351311	0.3586583	0.0497180	0.5935860	0.3483900	0.2971571	0.6697912	0.7495811	0.7423213	0.0880741	0.0660223	0.7997341	0.5398746	0.0147414	0.1529304	0.6655454
750	0.3707287	0.4078569	0.6768833	0.2948793	0.4451976	0.3740624	0.0102463	0.2757585	0.0347503	0.3437553	0.4991384	0.0307980	0.3646856	0.0544231	0.6506322	0.1396736	0.3552392	0.1659310	0.0721798	0.8963806	0.2726949	0.7838995	0.1992237	0.4681067	0.7664974	0.5455471	0.5503628	0.4109475	0.0382906	0.2593548	0.1448685	0.4967437	0.1876561	0.3275008	0.4080780	0.5812888	0.8422104	0.8264466	0.4116454	0.2083428	0.2290569	0.0282226	0.4779874	0.2712306	0.3748201	0.6311087	0.7873182	0.6478972	0.0540511	0.0877496	0.7216539	0.3991014	0.0196835	0.1478842	0.5620616
800	0.5173034	0.4181120	0.6877413	0.2438391	0.4548340	0.4524600	0.0242820	0.2116382	0.0711425	0.3368140	0.2753681	0.0254840	0.4437812	0.0074420	0.6499440	0.0874694	0.2501341	0.1629871	0.0474683	0.6711757	0.2743743	0.7433452	0.2142287	0.4172059	0.7765879	0.7510016	0.7613032	0.5806661	0.0669781	0.1174611	0.2611654	0.4950375	0.3278458	0.3795743	0.3658563	0.4826363	0.6455209	0.7508272	0.5520117	0.2136569	0.2540732	0.0432849	0.6281085	0.3642123	0.2264889	0.7288799	0.6942815	0.7077835	0.0605686	0.0361966	0.7738422	0.4724147	0.0375252	0.2084187	0.6166807
850	0.6532622	0.4220999	0.5725917	0.4272792	0.4877029	0.3985807	0.0066603	0.1692773	0.0419540	0.2607887	0.3894918	0.0107855	0.4187773	0.0751642	0.6669038	0.0733299	0.2339076	0.1322227	0.1208671	0.6182940	0.2779535	0.8485716	0.2073746	0.4054423	0.8993312	0.7369260	0.5843882	0.4420442	0.0784611	0.2930707	0.2892702	0.5612266	0.4059325	0.3980605	0.4015247	0.7152170	0.7928602	0.7931269	0.5196196	0.2186911	0.3385590	0.0662075	0.6395004	0.2641505	0.2603945	0.7061998	0.6916800	0.5945329	0.0604585	0.0263544	0.7210544	0.3230180	0.0199887	0.1490772	0.6649099
900	0.3479126	0.3276882	0.4780484	0.4188778	0.3895352	0.2791121	0.0198800	0.1479777	0.0850652	0.2716696	0.6436357	0.0190549	0.3658800	0.1016732	0.5755668	0.1321218	0.2281710	0.1314117	0.0587751	0.8006201	0.2444448	0.7789360	0.1630246	0.3864094	0.7114452	0.5278514	0.5374870	0.3937852	0.0402687	0.3490685	0.2153298	0.4676628	0.2166692	0.2681790	0.4278267	0.6631148	0.7893017	0.7868487	0.4271552	0.2773893	0.2334893	0.0718315	0.5368275	0.4080910	0.2438396	0.6369320	0.7440092	0.7142969	0.1166770	0.0454592	0.7765574	0.4036410	0.0242499	0.0991328	0.6951378
950	0.3207076	0.4916462	0.6551265	0.1635409	0.3349503	0.4083846	0.0029456	0.2332930	0.0551372	0.4549376	0.4534358	0.0095207	0.3893998	0.0090501	0.4953057	0.1636752	0.2685442	0.2236448	0.0484120	0.9192028	0.2738578	0.6634688	0.1347734	0.4567668	0.7388786	0.7212110	0.5899750	0.3973438	0.0177667	0.1995314	0.1601679	0.3849096	0.2145030	0.1375846	0.3193082	0.5597612	0.6374239	0.7167743	0.4901601	0.2717519	0.3833679	0.0241256	0.5548511	0.3255209	0.2847439	0.6882759	0.8009115	0.6912107	0.0408592	0.0685892	0.6994997	0.4708793	0.0747118	0.1483171	0.6722123
1000	0.5250449	0.5437301	0.6366325	0.1427938	0.4579898	0.5425713	0.0032124	0.2577118	0.1258868	0.3612917	0.3300377	0.0173769	0.5460043	0.0160611	0.6589502	0.1035780	0.2470111	0.2277950	0.0620272	0.7871148	0.3048547	0.6431214	0.1901468	0.4029754	0.8061907	0.5460630	0.4778996	0.4529151	0.0408869	0.1462671	0.2285998	0.6460835	0.4086064	0.3848000	0.5031199	0.4745913	0.8191122	0.6485643	0.3615631	0.1509277	0.3827332	0.0387351	0.6240722	0.4262812	0.2006679	0.6166263	0.7901918	0.5841866	0.0535491	0.0756001	0.7803827	0.4420361	0.0254298	0.1575212	0.6082572

0	0.3834665	0.5387540	0.6716418	0.4804822	0.3994178	0.4334030	0.0076907	0.1872381	0.0828011	0.3221162	0.3302339	0.0268805	0.2722866	0.0411770	0.6109564	0.1409710	0.2493073	0.1818407	0.0975071	0.7237063	0.2390398	0.6884905	0.1491951	0.4914870	0.6832534	0.6347036	0.5430937	0.4195385	0.0287065	0.1495180	0.1703507	0.5502296	0.2912641	0.3033489	0.4969208	0.6035442	0.6324585	0.8767373	0.6804894	0.2344677	0.2548763	0.0325142	0.6464848	0.4000256	0.3225563	0.6348724	0.7325638	0.5485082	0.0947003	0.0718653	0.6716531	0.4943118	0.1144231	0.1933162	0.6282477
50	0.3587251	0.4152077	0.6784610	0.3822758	0.5496766	0.3829583	0.0008821	0.3308297	0.0737752	0.4001420	0.4061529	0.0311810	0.2903741	0.0186403	0.8118933	0.0720822	0.0437993	0.1841215	0.0560472	0.6562112	0.3212556	0.7631744	0.1765491	0.4297034	0.7082612	0.6024944	0.2795414	0.3461014	0.0535065	0.3777536	0.1679816	0.5769182	0.2682650	0.5677627	0.5240189	0.3777131	0.7066793	0.6563105	0.5580639	0.2102650	0.3250721	0.4604290	0.5767391	0.3189672	0.2024673	0.8359197	0.7050263	0.6204246	0.0914684	0.0819930	0.7755833	0.4392187	0.0370609	0.0434148	0.7158513
100	0.2692420	0.4184383	0.5847843	0.5571884	0.5603721	0.3586384	0.0015133	0.2646594	0.0608100	0.4031250	0.6327167	0.0341550	0.2550735	0.0138651	0.5580601	0.0798529	0.0186197	0.1972553	0.0954909	0.6902360	0.4097556	0.9239106	0.2119764	0.2998910	0.7689275	0.6484962	0.3475510	0.2263337	0.0098246	0.6195851	0.1257831	0.6729582	0.1853931	0.7104703	0.3786991	0.3116593	0.8127178	0.7465601	0.5074537	0.2634057	0.3112100	0.7297285	0.4970709	0.4850032	0.3108038	0.7839623	0.9452549	0.5811514	0.0735213	0.0948944	0.6802743	0.4627899	0.0586741	0.0062654	0.6892103
150	0.1637039	0.5329093	0.7273189	0.4046204	0.5583442	0.4463434	0.0001333	0.3941647	0.0771706	0.3933538	0.5408240	0.0213477	0.1911403	0.0094721	0.5655912	0.1167595	0.0439365	0.1725514	0.1122545	0.7858922	0.3873459	0.7958245	0.2252888	0.5990380	0.7337494	0.6761786	0.2633612	0.2467481	0.0239921	0.5586849	0.1179925	0.7421461	0.1378616	0.7042234	0.4924722	0.2148662	0.7194760	0.7833249	0.4596766	0.3620773	0.4049692	0.6291422	0.5158615	0.3118232	0.2742142	0.7308434	0.7264141	0.5101669	0.0669220	0.0992334	0.7650003	0.4927181	0.0607362	0.0074064	0.8328401
200	0.1877631	0.5049581	0.5940254	0.3808640	0.4906460	0.4647004	0.0033620	0.3360828	0.1779537	0.4245473	0.5975199	0.0208856	0.2166504	0.0020569	0.6546494	0.1419966	0.0177286	0.2183952	0.0617860	0.8109954	0.2703238	0.7747894	0.1708096	0.3538610	0.7115672	0.5879286	0.2550117	0.1405636	0.0407525	0.5498592	0.0940972	0.6899527	0.1347001	0.8610575	0.4073283	0.2701920	0.7370577	0.7604170	0.3606503	0.1890725	0.2677592	0.8077339	0.4773705	0.3029873	0.2761936	0.7283894	0.6894923	0.5452468	0.0916132	0.0550886	0.7631610	0.4231968	0.0335576	0.0063886	0.7991512
250	0.1779819	0.5558483	0.7275297	0.5071039	0.5140059	0.4138236	0.0003130	0.5201509	0.1036931	0.4199461	0.5859502	0.0321290	0.3796753	0.0009632	0.5885504	0.2082099	0.0078784	0.2677294	0.1037688	0.7240769	0.2847858	0.7858935	0.1615734	0.4010476	0.7888606	0.6694133	0.2521617	0.2071201	0.0232217	0.5716790	0.1821009	0.7097087	0.0753610	0.5685861	0.3066813	0.3624111	0.6810239	0.8055390	0.4233019	0.2512098	0.2796729	0.6962455	0.5276675	0.3167290	0.3380723	0.7710748	0.6813803	0.5944765	0.0939354	0.0782693	0.7269772	0.4019876	0.0604965	0.0014779	0.7595671
300	0.1019571	0.6532912	0.7490369	0.3327669	0.4517424	0.3851987	0.0012447	0.5189343	0.2747332	0.4568079	0.5719238	0.0444175	0.2724302	0.0135835	0.5938361	0.2174740	0.0281641	0.3353541	0.1218027	0.9590845	0.2828115	0.6406702	0.2331528	0.4085736	0.6698183	0.5776986	0.2592234	0.2891863	0.0368166	0.6548852	0.1217232	0.7443487	0.0583097	0.8212569	0.4438507	0.3466852	0.7941570	0.6581916	0.4486549	0.2150705	0.2976318	0.7534256	0.4967178	0.3436245	0.2646897	0.7179096	0.7114246	0.6106572	0.0555347	0.1101965	0.8306928	0.3812880	0.0914925	0.0004195	0.7741596
350	0.2668301	0.5304367	0.8479914	0.3912643	0.5541930	0.4092928	0.0003942	0.4198111	0.2657872	0.3769263	0.5857221	0.0520803	0.3131342	0.0320394	0.4976187	0.1238278	0.0258715	0.3041651	0.0961608	0.6693638	0.2763628	0.6975636	0.2444621	0.3369663	0.6177768	0.5249160	0.2300630	0.2955935	0.0534997	0.6628101	0.1360899	0.4437820	0.0863888	0.9899963	0.4921659	0.1982736	0.6850407	0.8380207	0.5309786	0.2424451	0.2618563	0.7647818	0.4819354	0.3333019	0.3580299	0.8248081	0.7329431	0.6436421	0.0865852	0.0989390	0.7070868	0.3773846	0.0594049	0.0066319	0.8245943
400	0.1938123	0.5532497	0.7550336	0.3082464	0.4263947	0.4504806	0.0006659	0.3029626	0.1268515	0.3986844	0.5647547	0.0269090	0.2056799	0.0019596	0.5279438	0.1142118	0.0112879	0.3548453	0.0917244	0.6751467	0.3229746	0.6264713	0.2051627	0.3342588	0.6211082	0.7557528	0.2485304	0.2088814	0.0164134	0.6192214	0.0893437	0.6630072	0.1559998	0.7471555	0.4100498	0.2285718	0.7506803	0.8268256	0.5197726	0.2149270	0.2917745	0.6117849	0.5967078	0.3301104	0.3443280	0.8799595	0.6162738	0.6230728	0.1043151	0.0585578	0.7899735	0.3333418	0.0245806	0.0023314	0.8624554
450	0.2382565	0.5906749	0.6386616	0.3294435	0.5747630	0.4336692	0.0012539	0.3322028	0.1289549	0.4404472	0.5123042	0.0126998	0.2198880	0.0040121	0.5854858	0.1169014	0.0205957	0.2343853	0.1232972	0.7670815	0.4224115	0.5743434	0.1823259	0.3956266	0.7556543	0.6529641	0.2901870	0.2735165	0.0209483	0.6206573	0.1506663	0.5791774	0.0405035	0.7190906	0.4055166	0.2714686	0.7397038	0.7106219	0.5542315	0.2209890	0.2736549	0.6224955	0.4900847	0.2926654	0.3004533	0.8895953	0.6690290	0.7439734	0.0674931	0.0355677	0.6874865	0.4510824	0.0318939	0.0001934	0.7518221
500	0.1894625	0.5356994	0.7099508	0.2584227	0.4875137	0.4602505	0.0005816	0.3501654	0.1668740	0.3427468	0.5441586	0.0151523	0.3561000	0.0003901	0.4969576	0.0891043	0.0106839	0.2590931	0.0465674	0.7283454	0.3531993	0.6453371	0.2824284	0.3187096	0.5643628	0.7775835	0.2665628	0.1705854	0.0230333	0.6680023	0.1156560	0.5741735	0.0927441	0.6272778	0.4200599	0.2087082	0.7899891	0.7214966	0.4659282	0.2206822	0.3395762	0.6936908	0.5540786	0.3613597	0.3297140	0.6914162	0.7228407	0.6152688	0.0528421	0.0557893	0.7494226	0.4712951	0.0621214	0.0006108	0.6774952
550	0.3539491	0.5809314	0.8101277	0.0726852	0.2667324	0.4104877	0.0110925	0.3823358	0.1909716	0.4456362	0.4645167	0.0304219	0.6459227	0.0007917	0.5121558	0.0969634	0.3097204	0.2630225	0.0818500	0.7884255	0.3149093	0.6724583	0.2035446	0.4389536	0.7290867	0.5697908	0.4804768	0.3783609	0.0275629	0.4917681	0.1745010	0.5368185	0.1406846	0.2591734	0.4282045	0.4741910	0.7565765	0.7871822	0.4990465	0.2623322	0.2283476	0.4607534	0.6302719	0.3682234	0.2991031	0.6367720	0.7153089	0.7721809	0.0982578	0.1246449	0.9367862	0.6830554	0.0309473	0.1255852	0.7130581
600	0.5445100	0.4353649	0.7835602	0.1564286	0.3995183	0.4879246	0.0326124	0.4634935	0.1006359	0.3284901	0.3247859	0.0329121	0.7533198	0.0160720	0.5380314	0.0928505	0.3298176	0.3029870	0.0538209	0.7287932	0.2506651	0.7157225	0.1589089	0.4369491	0.7508652	0.6209036	0.4571659	0.4271762	0.0824470	0.4581303	0.2777582	0.5832908	0.3550887	0.3603136	0.4224770	0.5226716	0.6691695	0.7873726	0.4505183	0.2202349	0.3327273	0.1772747	0.7297242	0.3334287	0.2790831	0.6665944	0.7414042	0.5604642	0.0708070	0.0745371	0.6359631	0.4868591	0.0429777	0.1725857	0.7166516
650	0.5554366	0.5419526	0.5560642	0.3751971	0.3398759	0.4068983	0.0061209	0.2989044	0.0667519	0.2858141	0.3288358	0.0075475	0.4440257	0.0294344	0.5838925	0.0789852	0.2830635	0.1740545	0.0325039	0.6489463	0.3424116	0.6118167	0.2426473	0.4084223	0.7038923	0.6931614	0.5026132	0.4702068	0.0675845	0.4545293	0.2372802	0.5167156	0.4303365	0.3629195	0.4526738	0.5898595	0.7954070	0.6233779	0.5723052	0.2360788	0.3109001	0.1986603	0.5962814	0.2942877	0.2693675	0.6458903	0.7772314	0.6894807	0.0856385	0.0614691	0.7549886	0.5117102	0.0434726	0.1622610	0.6191231
700	0.6069768	0.4496787	0.5511998	0.4943545	0.4235823	0.4581508	0.0251562	0.1539151	0.0483971	0.2226493	0.3948310	0.0182596	0.4090792	0.0307564	0.5750425	0.0672768	0.1735238	0.2027152	0.0349624	0.6103245	0.3393900	0.7241796	0.2711849	0.4667990	0.7363101	0.5794465	0.5015957	0.3362803	0.0618865	0.4145395	0.2705230	0.6105662	0.5332199	0.4643078	0.4142849	0.6709479	0.7360442	0.7003712	0.4717373	0.2117113	0.3169422	0.1485301	0.6603029	0.3659276	0.2305117	0.5831547	0.6213698	0.5430401	0.0531987	0.0888123	0.4788343	0.3611407	0.0305516	0.1561427	0.5313992
750	0.3769127	0.3098506	0.4338586	0.5460702	0.4233735	0.2682082	0.0093547	0.1720646	0.0353979	0.3052163	0.4194275	0.0178925	0.2876215	0.1271485	0.5043059	0.0694551	0.2355785	0.1872961	0.0408101	0.7539154	0.3115013	0.5458304	0.2232938	0.4646172	0.6194819	0.6286792	0.5606804	0.4446597	0.0286932	0.3754433	0.2015164	0.5259907	0.3476965	0.2750279	0.4225662	0.6387700	0.6202309	0.7634031	0.4610395	0.1998680	0.3334884	0.1178839	0.6389116	0.3906250	0.2644521	0.7710924	0.7527437	0.6021575	0.0958132	0.0466516	0.8448836	0.4946296	0.0309837	0.1641918	0.6227977
800	0.3921408	0.3889054	0.4935793	0.3543607	0.4686601	0.3928857	0.0086765	0.1906240	0.0474558	0.3505008	0.4701518	0.0107153	0.2975412	0.0610671	0.5038703	0.0972073	0.2612370	0.1781971	0.0552059	0.7877604	0.3037337	0.8647547	0.2164313	0.4784393	0.7069016	0.5743783	0.5949365	0.4292174	0.0457483	0.2944814	0.1557305	0.4808589	0.3116987	0.2524282	0.5277526	0.5593971	0.8864921	0.7627723	0.4713709	0.2267337	0.2549135	0.0513253	0.5886437	0.4440355	0.3522375	0.7229117	0.7543165	0.5938834	0.0374724	0.0449869	0.6896146	0.4097168	0.0595302	0.1089006	0.6948535
850	0.3595499	0.4033513	0.6731556	0.2506657	0.3296208	0.3763198	0.0104654	0.2320653	0.0552172	0.4468199	0.4499861	0.0261021	0.3482370	0.0219917	0.5724732	0.1438636	0.3778098	0.1549578	0.1054282	0.7328377	0.2783561	0.8185704	0.2260630	0.4913945	0.6343825	0.5833295	0.5429523	0.4853996	0.0506948	0.2074091	0.1748524	0.6039578	0.3344323	0.2366287	0.4426778	0.5169896	0.6961040	0.7058773	0.4709394	0.1843198	0.3509609	0.0655934	0.5388748	0.3376926	0.3349834	0.6776342	0.8443654	0.5513514	0.0744138	0.1025727	0.7517690	0.3399879	0.0408673	0.1992756	0.5665258
900	0.3972760	0.4684585	0.6162365	0.2283506	0.3375720	0.3995876	0.0099392	0.3002231	0.0737467	0.3851466	0.4260888	0.0242557	0.3990095	0.0044825	0.6263256	0.0650213	0.2838523	0.1968482	0.0523668	0.6629643	0.2887874	0.7052332	0.2066211	0.3893863	0.8450122	0.6561563	0.4953806	0.4956395	0.0324482	0.1541905	0.2032767	0.4318605	0.3704744	0.3042486	0.3791681	0.5184461	0.7829486	0.8350871	0.6316247	0.2209331	0.3799105	0.0185388	0.5919047	0.4054376	0.3284578	0.5797305	0.6840058	0.6702165	0.1029227	0.0460102	0.6928322	0.3526845	0.0677473	0.1932108	0.7991315
