"Time"	G1	G10	G2	G20	G17	G16	G4	G9	G11	G18	G94	G98	G7	G46	G6	G100	G36	G37	G38	G34	G3	G56	G35	G5	G19	G15	G12	G13	G14	G41	G50	G52	G53	G51	G21	G22	G55	G42	G44	G39	G49	G40	G54	G45	G47	G43	G61	G72	G67	G57	G48	G95	G8	G60	G59	G99	G58	G79	G82	G83	G81	G89	G84	G80	G88	G91	G90	G75	G78	G77	G86	G85	G69	G93	G92	G87	G68	G27	G96	G97	G63	G26	G25	G23	G24	G62	G76	G71	G74	G31
450	0.6148578	0.0726184	0.0207751	0.4497053	0.3698100	0.2325095	0.6656389	0.0060091	0.5867387	0.5859830	0.7241817	0.0634972	0.4503351	0.6192247	0.1045506	0.7650111	0.6753556	0.5821554	0.6786924	0.5679553	0.0405556	0.2800445	0.5847301	0.2043052	0.7046783	0.6999626	0.4078090	0.4191216	0.7335727	0.3154178	0.3960079	0.6137633	0.0797999	0.5650241	0.3053802	0.5071563	0.3335912	0.2669473	0.5093455	0.3393276	0.4848508	0.6293394	0.5642362	0.2222445	0.2875061	0.2776194	0.7311243	0.6160833	0.7322196	0.0105183	0.1678317	0.7067306	0.0446331	0.4041270	0.0291069	0.1098606	0.2952795	0.0547710	0.6060270	0.0968875	0.6578156	0.4992935	0.0450299	0.4769723	0.3194539	0.2569366	0.6466938	0.1979476	0.1545547	0.5836601	0.2934018	0.2100463	0.3777941	0.0317850	0.4386829	0.4107539	0.2466891	0.0003196	0.5558495	0.2773233	0.5483586	0.1647937	0.0948665	0.6440025	0.3980215	0.7061930	0.3657653	0.4143882	0.0380469	0.7113976
500	0.7241548	0.0893694	0.0231407	0.5446885	0.3343909	0.1856238	0.5644473	0.0033806	0.6726434	0.6261664	0.6641577	0.0810064	0.5197686	0.5397538	0.1136957	0.7306442	0.6322793	0.5936554	0.7387158	0.7024048	0.0610332	0.2986372	0.6141109	0.1971569	0.6802935	0.5647055	0.3272717	0.5446259	0.7293290	0.2770919	0.4167523	0.6500302	0.0754858	0.5785517	0.3038758	0.4780782	0.3880944	0.3500986	0.5566093	0.3273486	0.4524719	0.5380311	0.5111219	0.2491056	0.3189099	0.2558187	0.5718651	0.5581563	0.5374237	0.0158774	0.1697253	0.9139084	0.0151737	0.3978421	0.0188174	0.1304730	0.2831750	0.0810483	0.6140617	0.1338024	0.7397105	0.6503009	0.0163271	0.4080049	0.5210842	0.2495574	0.6277032	0.1483283	0.1365014	0.5062118	0.2494114	0.2482853	0.4591403	0.0266389	0.4937618	0.4731974	0.3310671	0.0000004	0.6105994	0.2730951	0.4565828	0.1356537	0.0708194	0.6723998	0.5668180	0.7126668	0.5428685	0.3970332	0.0544515	0.7962585
550	0.4261099	0.0814381	0.0271864	0.3615584	0.3129019	0.2395924	0.7278961	0.0734334	0.6322469	0.7660071	0.7270051	0.5208773	0.4706896	0.2955692	0.1275110	0.6657374	0.6216648	0.5224252	0.7903436	0.8043040	0.2456603	0.4093384	0.5726428	0.2291940	0.5549946	0.7396984	0.4406394	0.4967224	0.7316921	0.1746543	0.5141241	0.7020454	0.0749380	0.6983620	0.2878371	0.2045229	0.3294550	0.2620007	0.4044685	0.6656801	0.5659441	0.5342308	0.6585319	0.2896939	0.1999015	0.3345412	0.1300552	0.6583586	0.5810614	0.0122941	0.5848108	0.6772211	0.0173581	0.3702017	0.0120036	0.7263758	0.1007623	0.1100255	0.7521469	0.1331086	0.6363750	0.6905141	0.0088650	0.7260263	0.4000046	0.2625038	0.6014518	0.1633748	0.2270359	0.4939530	0.1412111	0.1199117	0.3885572	0.0487542	0.5101749	0.4514869	0.3177091	0.0007700	0.6357826	0.1792223	0.4595398	0.1758726	0.0859630	0.7325419	0.3952768	0.7053425	0.3826318	0.3525447	0.0671217	0.8163391
600	0.3427321	0.0789060	0.0434467	0.2378996	0.2831072	0.3086155	0.6415625	0.1444159	0.7465440	0.5050968	0.6141179	0.6539373	0.5700873	0.2113894	0.1552292	0.7070348	0.5522697	0.7474482	0.6787317	0.7930994	0.4975843	0.3147628	0.5193641	0.2554398	0.6304754	0.6292320	0.3717267	0.3912056	0.6797284	0.0837174	0.4047723	0.6781931	0.0691694	0.6030305	0.3148103	0.0925292	0.2616033	0.1933006	0.4956434	0.5525991	0.4455437	0.5263644	0.6427004	0.3187860	0.3841143	0.3303342	0.0445673	0.7132143	0.4588572	0.0217112	0.5670709	0.5823479	0.0343776	0.4258441	0.0089618	0.6828787	0.0549334	0.0751496	0.6896927	0.1548314	0.4227929	0.7187383	0.0419991	0.6479021	0.2758824	0.2766054	0.4675314	0.1159218	0.2337811	0.4958874	0.1534352	0.1724637	0.4051388	0.0597644	0.5535816	0.3989302	0.4397691	0.0000000	0.7817459	0.1808022	0.4781645	0.1929666	0.0756710	0.6568097	0.5188834	0.6254817	0.4091527	0.4919295	0.0730455	0.7626254
650	0.3193608	0.1169354	0.0521251	0.1354198	0.4669163	0.2460487	0.5831015	0.1126292	0.6517744	0.3339845	0.7372215	0.5867763	0.4105037	0.3422602	0.1547187	0.7553861	0.5908047	0.5918450	0.6790104	0.8015611	0.5125517	0.3312978	0.5976567	0.3585204	0.5928559	0.6781711	0.3805248	0.4461820	0.6621724	0.1075047	0.4380157	0.6887469	0.0540392	0.6050506	0.3693002	0.0553521	0.2190871	0.2435767	0.4602391	0.7547303	0.5556677	0.6296484	0.6690648	0.2710292	0.2811132	0.2830668	0.0343249	0.6668439	0.4549215	0.0166120	0.4510683	0.5688973	0.0097866	0.4839696	0.0035233	0.7216109	0.0591711	0.0439262	0.6087372	0.1438658	0.4847107	0.6466872	0.0226358	0.7061591	0.3974330	0.2883629	0.5219462	0.1705948	0.4155479	0.4883811	0.0996822	0.1281945	0.3501378	0.0590670	0.4591292	0.4370431	0.3490441	0.0003296	0.7265981	0.3197554	0.5247726	0.1523680	0.0460544	0.8896940	0.5376459	0.7030543	0.3297245	0.3966943	0.1506840	0.6716393
700	0.4061907	0.1080031	0.0915140	0.1004204	0.5539640	0.2672719	0.7022385	0.1117216	0.7124682	0.2990153	0.5609605	0.8048503	0.3295274	0.2554165	0.1382458	0.7314329	0.6739988	0.6624869	0.7183140	0.7066747	0.5257045	0.2741218	0.6467059	0.2545173	0.6628777	0.6736457	0.3755382	0.4098872	0.6522038	0.1918639	0.4724459	0.4982827	0.1069053	0.5828970	0.3548393	0.0546958	0.2544433	0.2614843	0.6729702	0.6025954	0.5532099	0.4856865	0.5961875	0.3775518	0.2647595	0.3313692	0.0469637	0.6826154	0.4686563	0.0168986	0.7884478	0.7117088	0.0260745	0.5252049	0.0067538	0.6821555	0.0091815	0.0875857	0.6616589	0.1472795	0.4769611	0.4701677	0.0156173	0.5394454	0.3727542	0.2199897	0.6088932	0.2073621	0.3713588	0.5128752	0.0738709	0.1720302	0.3564976	0.0549968	0.4703114	0.4865731	0.3769007	0.0000000	0.7690239	0.2025063	0.4580858	0.1420481	0.0959085	0.6757887	0.4919344	0.6119335	0.4495985	0.3539353	0.1351357	0.6018288
750	0.2202107	0.1170153	0.0853654	0.0757311	0.3824578	0.2989857	0.7253146	0.1391453	0.8637230	0.2635692	0.6368075	0.6480055	0.2691942	0.1939087	0.1725737	0.6025407	0.6630138	0.6009246	0.6974506	0.5771841	0.7016548	0.1293191	0.5943293	0.3114508	0.6057405	0.6805974	0.3469513	0.4665875	0.6641169	0.1088743	0.2965153	0.6981674	0.1009492	0.5456504	0.3744477	0.0583374	0.2626151	0.2422505	0.7215770	0.7049643	0.5932698	0.5325493	0.5915221	0.5102137	0.2698410	0.2628078	0.0463110	0.8011783	0.4905979	0.0570904	0.7086526	0.7391710	0.0119611	0.4752573	0.0016157	0.8131923	0.0162103	0.0753814	0.6100090	0.1926895	0.4874487	0.6553123	0.0353202	0.5947537	0.4340720	0.1874370	0.4904418	0.1556769	0.4147206	0.4487950	0.0538678	0.0770775	0.4163639	0.0801238	0.5603032	0.3639307	0.4578940	0.0003149	0.8599144	0.2957571	0.4230686	0.1243611	0.0707440	0.7204059	0.5672378	0.7507795	0.3452188	0.4242562	0.1187125	0.5827713
800	0.3304179	0.1038602	0.0553780	0.0655094	0.4418728	0.3227444	0.7341492	0.1249979	0.5871511	0.2671421	0.7330858	0.6806392	0.3283767	0.1716197	0.1414689	0.7272181	0.7629982	0.6806847	0.5972524	0.6172532	0.6541029	0.0594242	0.6261679	0.3796725	0.5372301	0.5507980	0.3484001	0.3483303	0.6109307	0.1282515	0.3499624	0.6458154	0.1201918	0.6004824	0.3860100	0.1215393	0.3780231	0.2231918	0.5983388	0.6217818	0.6340507	0.5038122	0.6487494	0.4523237	0.2540181	0.2984450	0.1359338	0.5955886	0.3899085	0.0132472	0.6777858	0.6912894	0.0190202	0.4843895	0.0023075	0.7488781	0.0517085	0.0628039	0.6752351	0.1774484	0.4994851	0.7931016	0.0302598	0.5451560	0.4820615	0.3102677	0.4530825	0.1406494	0.5009547	0.5158120	0.0924083	0.0625664	0.3100645	0.0579684	0.4403987	0.4512912	0.4104529	0.0001353	0.7486007	0.2985194	0.5166816	0.1187869	0.0648530	0.7594434	0.4487584	0.6613034	0.3012868	0.3458307	0.1362139	0.6521756
850	0.3114313	0.0810251	0.0302009	0.0622464	0.4089533	0.3249848	0.6831941	0.2049791	0.6526119	0.1541389	0.7458188	0.6829075	0.2551218	0.1628731	0.1145244	0.8049970	0.7078522	0.6074274	0.5577388	0.8346544	0.5389460	0.0536666	0.6950575	0.2164589	0.6268741	0.7177031	0.3765414	0.4436038	0.6654508	0.1405002	0.2639349	0.6379437	0.1760964	0.6381291	0.5432673	0.1066927	0.3380822	0.2895282	0.6694217	0.6722664	0.5557548	0.5258258	0.5864544	0.5516881	0.2673041	0.2741910	0.1624866	0.5863043	0.4649073	0.0093740	0.6239616	0.6409101	0.0085704	0.5362663	0.0058607	0.5720688	0.0285260	0.0677913	0.7410098	0.2240737	0.4959930	0.5747221	0.0203808	0.6872189	0.3464922	0.2650994	0.4441699	0.2265552	0.4300627	0.3408390	0.0474089	0.1025115	0.3383702	0.0747772	0.5499312	0.4944326	0.3489407	0.0006849	0.7300735	0.2463773	0.4492605	0.1564612	0.0387331	0.7422780	0.4070371	0.5732543	0.3005331	0.2658472	0.1178375	0.7133486
900	0.3422508	0.0607144	0.0416728	0.0471849	0.4465888	0.2706427	0.6655205	0.1492364	0.6862868	0.3082272	0.7078435	0.7601852	0.3095172	0.1985981	0.2949817	0.6759881	0.7185360	0.6879068	0.6529447	0.7128152	0.5588006	0.0675097	0.7357600	0.2758743	0.6215925	0.7705188	0.3269937	0.3919973	0.8020116	0.1136031	0.2981744	0.5999933	0.1469878	0.6550827	0.5363763	0.1292311	0.3611662	0.2175280	0.6727790	0.6867371	0.6978351	0.5551404	0.6122716	0.5010546	0.2375748	0.1919993	0.1004738	0.7322795	0.4285941	0.0378661	0.7642193	0.6181937	0.0068701	0.5015997	0.0018061	0.6738795	0.0096732	0.0957236	0.7718433	0.1504127	0.4294762	0.5970371	0.0251045	0.7813276	0.3611879	0.1775201	0.5049638	0.1669534	0.4405131	0.3955144	0.0517963	0.1317492	0.3420825	0.0688478	0.6096967	0.4960122	0.4176665	0.0002869	0.7133132	0.2062263	0.4205831	0.1225394	0.0394893	0.6373701	0.3900419	0.6325140	0.3707018	0.4221406	0.1218144	0.6929316
950	0.2889722	0.1720529	0.0770487	0.0717289	0.3149427	0.2781028	0.7765833	0.1109299	0.6832708	0.3062132	0.6361253	0.7243014	0.2729333	0.2179989	0.1052730	0.6936410	0.7314366	0.6982067	0.6024071	0.6587334	0.4656980	0.1502384	0.7279354	0.2220172	0.6463909	0.7048471	0.3248844	0.3543589	0.6943409	0.1568000	0.2650805	0.7629364	0.0988352	0.5934427	0.5437311	0.1033025	0.3262543	0.2380925	0.6094902	0.7380608	0.5601358	0.5479320	0.6000969	0.5543549	0.3150006	0.2956861	0.1267530	0.7058677	0.4515482	0.0346998	0.6298693	0.6534898	0.0117157	0.5549011	0.0037584	0.5443143	0.0194246	0.0668258	0.6649974	0.1762212	0.4260052	0.5072232	0.0173756	0.6360572	0.3635941	0.2881563	0.5275952	0.1639365	0.4380731	0.4713320	0.0498264	0.1453007	0.4158831	0.0363487	0.5112624	0.3995971	0.3907463	0.0000652	0.5520992	0.2203774	0.4257390	0.1160578	0.0322118	0.7092800	0.5354223	0.6874518	0.3865406	0.4667360	0.1061798	0.7493558
1000	0.2806384	0.1093344	0.0483447	0.0907386	0.3983458	0.2772906	0.7307554	0.1138312	0.6743043	0.2937814	0.6062504	0.6489011	0.3164811	0.2607060	0.1031066	0.7066392	0.6624863	0.6830908	0.7366596	0.7032961	0.4853030	0.1279272	0.6681522	0.4113605	0.5688032	0.6302040	0.4802525	0.4006483	0.6238882	0.1274747	0.3945252	0.7362467	0.1009180	0.6124224	0.4726056	0.1765002	0.3283100	0.2134744	0.6691902	0.7540543	0.6983005	0.5694959	0.7100064	0.4619397	0.3213678	0.3687942	0.1716566	0.6222739	0.4561472	0.0172852	0.6715861	0.6737012	0.0129448	0.5207958	0.0032380	0.7384628	0.0096056	0.0555615	0.5838585	0.1212475	0.4664907	0.5946027	0.0165204	0.6722693	0.3251739	0.2534622	0.5704623	0.1527195	0.4420858	0.5015555	0.0329606	0.0936270	0.4185506	0.0565976	0.3834021	0.3332859	0.3907971	0.0001267	0.8197635	0.1745715	0.4831176	0.1300966	0.0649146	0.6212125	0.3949423	0.7640663	0.4118469	0.4270323	0.1655116	0.6579317

0	0.3798498	0.1282952	0.0434299	0.0955968	0.3948453	0.2643617	0.5707876	0.1738724	0.6565773	0.2734002	0.7906860	0.8012969	0.3433692	0.2107656	0.1600524	0.6477440	0.6690160	0.6346476	0.6820321	0.6676578	0.5861017	0.1305147	0.6119279	0.2657077	0.5954925	0.6052328	0.4730093	0.4535907	0.5598746	0.1533225	0.3611593	0.6673926	0.1479875	0.6259660	0.6513006	0.1555809	0.3032961	0.2693546	0.7151403	0.6648515	0.7545920	0.5384916	0.7204130	0.5046668	0.2849760	0.2077313	0.1107687	0.6962162	0.4645763	0.0259251	0.6862618	0.6783121	0.0212227	0.4594821	0.0006084	0.7501486	0.0245872	0.0824519	0.6632615	0.1968509	0.4153102	0.7177278	0.0390718	0.6778577	0.4002903	0.2344270	0.5668708	0.2059731	0.3727164	0.5321286	0.0978505	0.1814398	0.3743855	0.0628962	0.5998055	0.4025538	0.3861445	0.0000023	0.6867152	0.2146100	0.4192320	0.0762011	0.0404056	0.6932686	0.4460590	0.6518695	0.4838161	0.3805128	0.1423221	0.6670130
50	0.3528820	0.2145800	0.0375767	0.0671777	0.5716528	0.0709993	0.7945646	0.2446525	0.6869717	0.2202183	0.1407523	0.7589292	0.3139629	0.1950406	0.2868100	0.5905111	0.5691607	0.7104108	0.6708261	0.5791368	0.5350573	0.0331811	0.6750821	0.1988119	0.5201741	0.6539043	0.2829573	0.4015627	0.8343097	0.1546021	0.1165926	0.7762231	0.1515814	0.2334830	0.6886477	0.1117311	0.3832740	0.1760429	0.6973849	0.6814643	0.5865441	0.2712492	0.5020798	0.6087282	0.2879330	0.4453719	0.2830679	0.2544925	0.5205388	0.0271431	0.7194976	0.7294719	0.4785795	0.5222374	0.0956269	0.5955565	0.0076874	0.0627607	0.7317897	0.3586713	0.6108974	0.6154774	0.5678053	0.7442594	0.4484158	0.2862739	0.2542864	0.0203414	0.4026683	0.3602747	0.0757411	0.0649212	0.5202166	0.1149931	0.5635099	0.2241004	0.4468295	0.0009405	0.6717802	0.4006820	0.4250560	0.0547351	0.0137274	0.6436630	0.3968502	0.7017510	0.4042346	0.3736634	0.0555572	0.6037063
100	0.3361842	0.1013890	0.0374749	0.0792077	0.4396595	0.0290478	0.7330869	0.2080829	0.6460923	0.1184069	0.0443620	0.7544581	0.3662914	0.3645932	0.2897804	0.6672434	0.7132378	0.6402546	0.5643124	0.7053294	0.4814948	0.0973460	0.5975336	0.1025180	0.6634275	0.7433549	0.2974332	0.2374147	0.7561355	0.1229487	0.0920748	0.7509073	0.2492985	0.0807486	0.6301848	0.0623734	0.3697208	0.1766162	0.5786628	0.6009242	0.6574315	0.2665504	0.3105813	0.6864650	0.3575872	0.5369063	0.4169551	0.1657459	0.4517709	0.0407729	0.6369837	0.5485730	0.5908987	0.5546875	0.1888028	0.5908779	0.0416911	0.0696100	0.7271142	0.3486508	0.6166811	0.4815519	0.5677786	0.7777980	0.4800736	0.2848287	0.1568940	0.0028166	0.3852361	0.4982256	0.0793999	0.0526100	0.5688590	0.1135686	0.5223658	0.1887102	0.5268223	0.0003391	0.6528728	0.4383888	0.3463492	0.1095757	0.0269148	0.6290075	0.4213616	0.7092899	0.4260033	0.3714388	0.0340683	0.6309442
150	0.2050565	0.1014475	0.0484167	0.0745712	0.6718539	0.0028679	0.7166374	0.4019392	0.7363277	0.1784406	0.0277780	0.7232705	0.2559969	0.2656778	0.2573700	0.6470897	0.7842988	0.6238943	0.5972396	0.6932350	0.6154374	0.1939951	0.4807404	0.1340503	0.6766977	0.7161864	0.2777018	0.2390881	0.6581108	0.1415041	0.1178260	0.7208605	0.3624932	0.0791899	0.7236698	0.0504453	0.3295433	0.2095634	0.4320347	0.6831525	0.6019804	0.1796491	0.4642352	0.6888732	0.3362949	0.4315550	0.4057692	0.0989235	0.6466650	0.0176608	0.5837477	0.2407595	0.8048375	0.4956452	0.1088478	0.4275470	0.0275131	0.0661626	0.6994603	0.5485757	0.5728948	0.5177307	0.5457785	0.6201111	0.4780620	0.2735176	0.1795425	0.0023270	0.4398913	0.4413150	0.0534576	0.0090711	0.6694689	0.1122734	0.6526733	0.1113171	0.6024629	0.0006896	0.6153945	0.5287520	0.4262115	0.1959216	0.0230049	0.6183779	0.4857902	0.6548250	0.3704983	0.3976005	0.0218517	0.7484671
200	0.1611260	0.1245928	0.0994367	0.0251515	0.5278555	0.0003672	0.6019544	0.4223564	0.5933665	0.1806799	0.0295749	0.6592499	0.2535836	0.2686803	0.2575189	0.7178955	0.6150804	0.6644022	0.8457552	0.5369956	0.6571951	0.2304945	0.4679127	0.1472878	0.5146206	0.6169011	0.3573786	0.2331853	0.7211857	0.1135355	0.1650295	0.8363700	0.2575552	0.0254206	0.7473400	0.0753684	0.3322960	0.1930342	0.3430164	0.6498039	0.6371770	0.2598963	0.4332274	0.5598596	0.3370421	0.4211920	0.3838048	0.1016079	0.4103782	0.0164642	0.7093630	0.0691432	0.6362571	0.4518179	0.1265854	0.4038934	0.0222209	0.0694983	0.6371821	0.4286723	0.6576506	0.5874250	0.6612101	0.6285205	0.4139673	0.2681600	0.1219992	0.0025489	0.3848071	0.4629624	0.0748726	0.0258268	0.6158715	0.1520308	0.4828430	0.1561967	0.6236667	0.0000233	0.7121487	0.6448563	0.4799393	0.1470852	0.0385368	0.6615273	0.5004577	0.6082482	0.2932442	0.4231211	0.0352234	0.7326681
250	0.1965747	0.1459241	0.1489279	0.0146177	0.6691848	0.0017715	0.6883105	0.3883321	0.8161232	0.1701382	0.0158498	0.6673946	0.1916772	0.3468887	0.2694082	0.7054018	0.7640926	0.5473288	0.6548563	0.5638722	0.7599980	0.2717960	0.4787344	0.1954020	0.5223373	0.4743221	0.3986734	0.2872447	0.7941019	0.1405231	0.0815807	0.6745614	0.3261110	0.0079253	0.7388468	0.0747507	0.3663975	0.1820556	0.4421281	0.6972596	0.7670342	0.2491335	0.3990388	0.5959395	0.2688671	0.3295889	0.3780311	0.0881404	0.4194014	0.0250567	0.7282937	0.0602337	0.6312842	0.4833464	0.1775777	0.6057029	0.0452536	0.0622970	0.6722279	0.4891172	0.5686037	0.7239628	0.6278895	0.6788500	0.3137450	0.3675968	0.1052986	0.0000806	0.4040200	0.4279980	0.0680541	0.0389504	0.7488657	0.1215440	0.5258460	0.1324673	0.6212403	0.0018768	0.7414244	0.5583172	0.4713076	0.1138627	0.0765131	0.5581738	0.4025263	0.6069862	0.3911586	0.4483500	0.0338213	0.7218186
300	0.1952779	0.1193431	0.1766845	0.0087194	0.6454155	0.0110498	0.7189130	0.4217819	0.7416555	0.0981396	0.0370117	0.7153711	0.2763471	0.2388403	0.3187732	0.5936769	0.7955036	0.7698217	0.8423185	0.7620335	0.7439495	0.2619737	0.6304109	0.1671660	0.6708783	0.7560024	0.3922165	0.2825230	0.5946554	0.0891799	0.1119668	0.7531507	0.3045381	0.0214308	0.8234025	0.0740911	0.2983860	0.1839363	0.3444866	0.7560167	0.6598811	0.1957321	0.3523414	0.6279985	0.2602095	0.4066815	0.3636995	0.1245034	0.4276282	0.0172552	0.6020464	0.0260607	0.6547308	0.5274712	0.1255215	0.4674035	0.0164092	0.0857420	0.6807440	0.4101323	0.6530055	0.5610600	0.6106526	0.5650061	0.4291417	0.3519032	0.0758475	0.0011179	0.4585202	0.3237993	0.0532487	0.0294878	0.5963164	0.0871169	0.6335246	0.1203240	0.6944196	0.0030417	0.7206328	0.5547828	0.4995973	0.0723041	0.0489498	0.6524123	0.4897676	0.5337865	0.4432935	0.3592359	0.0539884	0.6753011
350	0.2306985	0.1760225	0.1894122	0.0164825	0.6386740	0.0054355	0.7420594	0.4764616	0.5910624	0.1524776	0.0216892	0.7902329	0.2572140	0.3325704	0.2045020	0.8143716	0.7456916	0.6810653	0.6791659	0.7915567	0.6391525	0.1490178	0.4612511	0.1583423	0.5282859	0.7045546	0.3274046	0.2587182	0.5674745	0.0977813	0.0653915	0.6225060	0.4099143	0.0113090	0.8186883	0.1055683	0.3434326	0.1968836	0.5169933	0.8321773	0.6456157	0.2197650	0.3989530	0.5598165	0.2121590	0.3933914	0.4175791	0.0966796	0.4228898	0.0057252	0.5617695	0.0320000	0.6531378	0.4790039	0.1257171	0.6307516	0.0133521	0.0497188	0.7734511	0.4262482	0.6475774	0.5072632	0.5118058	0.6157363	0.3545633	0.3885390	0.1239709	0.0000133	0.5087037	0.4207507	0.0458711	0.0130477	0.5957739	0.1352988	0.4710264	0.1100177	0.6634967	0.0027609	0.7568381	0.6430206	0.4814973	0.0998862	0.0272128	0.7397439	0.5077602	0.6740301	0.3769729	0.4144453	0.0309984	0.7167904
400	0.2788725	0.1245756	0.1635627	0.0337636	0.5566604	0.0080258	0.7428331	0.3292397	0.7295739	0.1425632	0.0179086	0.6291431	0.2107514	0.2368447	0.2252482	0.6495081	0.6226039	0.7150035	0.6427822	0.7699372	0.6820328	0.0813036	0.5521502	0.2270985	0.5819013	0.7157821	0.2854466	0.2266524	0.6140840	0.1463515	0.1035679	0.6683819	0.5074102	0.0121328	0.7917741	0.1509049	0.2817349	0.2898679	0.6502751	0.7017443	0.6601913	0.2417304	0.4778130	0.5820187	0.2602404	0.4507315	0.3820844	0.0776352	0.3556966	0.0159390	0.6486892	0.0220808	0.6693656	0.5481857	0.1492691	0.4952637	0.0166103	0.0710483	0.6508565	0.3808110	0.7567515	0.5704414	0.5871737	0.7013170	0.4158948	0.2750918	0.1473607	0.0000919	0.4596068	0.4040199	0.0439600	0.0640073	0.6434919	0.1282216	0.4764119	0.0978308	0.5812347	0.0016626	0.7244606	0.4611923	0.4450463	0.1297014	0.0239868	0.7716311	0.5236279	0.6196442	0.3182958	0.3530356	0.0451634	0.6342675
450	0.2775011	0.1219922	0.1222842	0.0190540	0.6575005	0.0015218	0.5689831	0.4306290	0.6708288	0.1279051	0.0343238	0.6677753	0.2052763	0.3227297	0.2354350	0.6663566	0.7275956	0.6605298	0.7148150	0.6519135	0.6744453	0.1077312	0.6841502	0.2113259	0.5796905	0.5117933	0.3196096	0.2943873	0.7174963	0.1605945	0.0634596	0.6875365	0.4071039	0.0094462	0.7111500	0.1314762	0.2556808	0.2029127	0.5021633	0.7033656	0.5886595	0.2743283	0.4288435	0.7094044	0.3027624	0.3738874	0.4755257	0.1364118	0.4720432	0.0099451	0.6232931	0.0498997	0.6995088	0.4067212	0.1838504	0.5313803	0.0587077	0.0896938	0.7455248	0.4174946	0.5643739	0.5219133	0.6829468	0.5903153	0.4962379	0.2938328	0.1165477	0.0004752	0.4982073	0.3632880	0.0456482	0.0279641	0.5865316	0.1126873	0.5497755	0.1227986	0.6814095	0.0002275	0.7000625	0.5542441	0.4479327	0.0585550	0.0105995	0.7775072	0.4483644	0.5995278	0.3532320	0.3645715	0.0937204	0.6856919
500	0.2952378	0.1295745	0.1653970	0.0113080	0.5990536	0.0000347	0.7616647	0.3655049	0.6783600	0.1689828	0.0443840	0.6955846	0.2393548	0.2249677	0.2942262	0.6460665	0.7438071	0.7636813	0.8327285	0.7487617	0.5970685	0.1514658	0.5289633	0.1673109	0.6656573	0.5265441	0.3672112	0.3810367	0.6365498	0.1447000	0.0894150	0.5988174	0.4944037	0.0067403	0.8930557	0.1133419	0.2712068	0.1750157	0.5158921	0.7076341	0.7045259	0.2272687	0.3655276	0.6716378	0.2807341	0.4840442	0.3840680	0.0693812	0.4767992	0.0160707	0.5536051	0.0327891	0.6996409	0.4885062	0.1666025	0.5740833	0.0130757	0.0837258	0.6543044	0.5267053	0.6733788	0.5861416	0.5241671	0.8534958	0.4130660	0.2748541	0.0863940	0.0001335	0.5518227	0.4175234	0.0613617	0.0224968	0.5478733	0.1611169	0.5155352	0.1101227	0.6120480	0.0045859	0.7907065	0.6645756	0.4058167	0.1365492	0.0702632	0.6266751	0.5301541	0.6344796	0.3434173	0.3156722	0.0899309	0.6947807
550	0.2629243	0.1374915	0.0956206	0.0060286	0.4888063	0.1676885	0.6481085	0.2605459	0.6395123	0.1275714	0.6553946	0.8266272	0.2222674	0.2288328	0.1623838	0.7512759	0.8476074	0.6981664	0.7384346	0.5893587	0.7172836	0.1385580	0.5183910	0.3772596	0.6040476	0.6988733	0.2879073	0.3436444	0.6745535	0.1365984	0.3028487	0.7342029	0.3746768	0.4541091	0.7243343	0.1583717	0.3508471	0.2327654	0.6864648	0.6181942	0.5765514	0.4696810	0.5971602	0.6411988	0.3042143	0.2938181	0.2110731	0.4978473	0.1768553	0.0443809	0.6319540	0.3691520	0.1696626	0.4233783	0.0564554	0.7277330	0.0104892	0.1082180	0.5652637	0.3295392	0.4722692	0.6396795	0.0937486	0.6857758	0.4288596	0.3385596	0.2863610	0.0580945	0.4330504	0.5184400	0.0391136	0.0807028	0.3914629	0.1322604	0.5974813	0.2425864	0.8048523	0.0001250	0.6156756	0.2584845	0.4508941	0.2217939	0.0325828	0.6465028	0.4296537	0.8394468	0.4187966	0.3704705	0.1183875	0.7414957
600	0.3935250	0.1124435	0.0837982	0.0202176	0.4769583	0.3447268	0.6866282	0.1660771	0.6011761	0.1811043	0.5992684	0.6432242	0.2583840	0.1400443	0.0952989	0.6644527	0.8020899	0.6132013	0.6591031	0.5887218	0.5585659	0.0806716	0.5668259	0.2705275	0.7298824	0.7929951	0.3435777	0.2612955	0.8107838	0.1528349	0.3410441	0.5840003	0.2260439	0.6717798	0.6506260	0.2568557	0.4083110	0.3111705	0.6350074	0.6828829	0.5576438	0.5241509	0.6972822	0.6500841	0.2748094	0.2174833	0.1838879	0.6181727	0.2178162	0.0171311	0.7003808	0.5516153	0.0449950	0.5338333	0.0200221	0.6508400	0.0358548	0.1358084	0.8846439	0.2432469	0.5345935	0.4420375	0.0399232	0.8040794	0.4557066	0.2421393	0.4443865	0.1336257	0.4037547	0.4800735	0.1084232	0.0844959	0.3637377	0.0798111	0.4488493	0.4502243	0.6245912	0.0015396	0.5660314	0.2472699	0.5587570	0.1181778	0.0371967	0.5409306	0.4379326	0.6192985	0.3968380	0.4363581	0.1318032	0.8259697
