"Time"	G1	G3	G5	G7	G8	G4	G83	G22	G6	G87	G85	G86	G54	G89	G88	G30	G29	G35	G99	G100	G32	G19	G18	G20	G81	G23	G80	G82	G51	G50	G58	G31	G78	G94	G93	G95	G91	G90	G17	G65	G16	G57	G52	G34	G55	G56	G33	G36	G37	G72
150	0.1312686	0.0899638	0.2233691	0.6140845	0.7023027	0.2832403	0.4951025	0.6384693	0.0526311	0.0006585	0.0945562	0.7836863	0.1372095	0.1015888	0.6240193	0.3857825	0.1603042	0.4005028	0.0639252	0.4965698	0.5522158	0.6269370	0.6423537	0.4287483	0.3685619	0.3643046	0.5818958	0.5594303	0.5414343	0.0363933	0.7642578	0.1068932	0.6326274	0.6475410	0.3324364	0.3726731	0.0297149	0.5988290	0.4009118	0.8310078	0.3233674	0.1802929	0.7173379	0.4714371	0.4491828	0.2665592	0.6095057	0.6237684	0.2622307	0.0646301
200	0.0897306	0.2191483	0.1175850	0.6889097	0.6674974	0.3461038	0.5133191	0.5855080	0.0491664	0.0031447	0.1019000	0.6983957	0.1089887	0.1637450	0.6441213	0.3872748	0.1988323	0.3306176	0.0611172	0.5331306	0.7858096	0.6220328	0.6600934	0.3065338	0.3838579	0.3780902	0.4324596	0.5787117	0.5803649	0.0342556	0.8044093	0.1232704	0.6234634	0.4787905	0.4035914	0.2698431	0.0284997	0.7610437	0.3323214	0.6496503	0.2529472	0.1803482	0.6020800	0.4254781	0.4611575	0.2119972	0.4907946	0.6368889	0.2452341	0.0336074
250	0.1782066	0.1111706	0.2160073	0.7022402	0.7030763	0.3036454	0.4682307	0.5962406	0.0214323	0.0081256	0.1410723	0.6142185	0.1157654	0.1398584	0.6780738	0.3828265	0.1838828	0.3760197	0.0364883	0.6074456	0.5776020	0.5415643	0.7451182	0.4203939	0.4210791	0.4485468	0.6153502	0.5662553	0.4622927	0.0146960	0.7421759	0.1190045	0.6750308	0.6759988	0.3720015	0.2985244	0.0320588	0.7355949	0.3341943	0.6588663	0.1689346	0.1885656	0.5512192	0.4567970	0.5138035	0.2468362	0.4443069	0.6706537	0.2419078	0.0226091
300	0.0990111	0.1824385	0.1336550	0.7375677	0.8202291	0.4198217	0.3727103	0.6660181	0.0131158	0.0029719	0.1228000	0.6917066	0.0789636	0.0966520	0.7700036	0.4348666	0.1636230	0.2789088	0.0479930	0.6510412	0.7059459	0.6140510	0.7196423	0.4366454	0.3543613	0.4558721	0.6386706	0.4704912	0.6033574	0.0116125	0.7233217	0.1441491	0.5271302	0.5516943	0.3384086	0.3621925	0.0281729	0.7746469	0.4146110	0.6011902	0.2865342	0.2780792	0.4748360	0.5695185	0.5046486	0.3174553	0.4615730	0.7314454	0.1877160	0.0196898
350	0.1109577	0.2120915	0.1051079	0.7933633	0.7494058	0.3819481	0.5269027	0.6053213	0.0349139	0.0018124	0.1276200	0.7697777	0.0776461	0.0851022	0.7804201	0.3252156	0.1734211	0.2870429	0.1031297	0.5940644	0.6384794	0.7019062	0.6869617	0.4656790	0.3898855	0.4653511	0.5275219	0.5943429	0.5406739	0.0412579	0.7534352	0.0963881	0.5924716	0.6377729	0.3306021	0.2426038	0.0399024	0.8323545	0.3897182	0.6982693	0.3444845	0.1815068	0.4785904	0.4159859	0.3673083	0.2750687	0.4411307	0.6285615	0.1244316	0.0236779
400	0.1146710	0.2149234	0.2101855	0.6966642	0.6815711	0.4306025	0.5962715	0.6074047	0.0507558	0.0017277	0.1398716	0.7383308	0.1224764	0.0798316	0.7448470	0.4349359	0.2143437	0.2793378	0.0495386	0.6024883	0.7190672	0.6630208	0.8525347	0.5050752	0.2516847	0.3511914	0.4990673	0.5199833	0.6868003	0.0216557	0.7955412	0.1599482	0.4647486	0.6072986	0.3290763	0.2558536	0.0303791	0.7143047	0.4392367	0.7571531	0.4375808	0.2041963	0.5834025	0.4199660	0.4084763	0.2367421	0.5352928	0.6299234	0.1213585	0.0094908
450	0.1195794	0.1625868	0.1965636	0.6965179	0.7349281	0.4473461	0.3806834	0.6639352	0.0451947	0.0001121	0.0967628	0.5455104	0.1203808	0.0936177	0.6914462	0.3799303	0.2435045	0.3769176	0.0684775	0.6532765	0.7275684	0.5337797	0.8181175	0.4576095	0.2795165	0.4049367	0.5391198	0.6692807	0.5689988	0.0252596	0.6645847	0.1186874	0.5203169	0.7048838	0.3282462	0.3253767	0.0418180	0.6703326	0.4063143	0.7587276	0.3802899	0.2050509	0.4309459	0.4345775	0.3860076	0.2556350	0.4548662	0.7157408	0.1954085	0.0157726
500	0.1280439	0.1907378	0.1864678	0.7186104	0.7482093	0.4389500	0.4746346	0.7019049	0.0793241	0.0011000	0.1347640	0.7344009	0.1306327	0.0999361	0.7262086	0.3310372	0.2099453	0.3145425	0.0736553	0.6168725	0.8028484	0.4798488	0.8411305	0.3327942	0.3478255	0.5367866	0.5965646	0.6713023	0.5334364	0.0210020	0.6012951	0.1593068	0.5829831	0.5895023	0.3643934	0.2939325	0.0447857	0.8271324	0.3619824	0.7350869	0.3566729	0.2343144	0.3958074	0.4135328	0.4352913	0.3008056	0.4888872	0.6500772	0.1122865	0.0253833
550	0.0899932	0.1312356	0.1167836	0.6733768	0.5754758	0.4382861	0.5570187	0.7815803	0.0244111	0.0019762	0.6729812	0.6073261	0.0750609	0.1334237	0.7208648	0.3515575	0.3591827	0.2489205	0.0555326	0.6547080	0.6318149	0.6256534	0.7114717	0.4118349	0.2919993	0.4741939	0.6332248	0.7443831	0.3660884	0.0295179	0.6810888	0.1766314	0.6776403	0.6996690	0.2949501	0.2586647	0.0260498	0.7184248	0.3499785	0.7904637	0.3326773	0.0984617	0.5306054	0.4580092	0.3676921	0.3642466	0.5057558	0.7889385	0.1514214	0.4100816
600	0.1490837	0.1962958	0.1110076	0.7065293	0.7257836	0.5059545	0.4726096	0.6586371	0.0217425	0.0028423	0.6256683	0.6394092	0.0723663	0.0771445	0.8122637	0.4136692	0.3686017	0.3482382	0.0315060	0.5408597	0.6314561	0.6463077	0.7599671	0.3171595	0.2202856	0.4597182	0.6944548	0.6782046	0.2911425	0.0394445	0.6766751	0.1590879	0.7492399	0.7150573	0.2851742	0.3549138	0.0154417	0.6626417	0.4750716	0.7035118	0.3076687	0.0625612	0.4650028	0.4165127	0.4748577	0.2344242	0.3957745	0.6606916	0.2259738	0.4879896
650	0.1264336	0.1879434	0.0788581	0.7250277	0.7204953	0.5233402	0.3987087	0.7080293	0.0120819	0.0000000	0.6291633	0.6337540	0.1365444	0.0562860	0.7725275	0.4317841	0.3523026	0.4385462	0.0513572	0.5475285	0.6344628	0.6883904	0.7174016	0.4854952	0.2579102	0.3687789	0.5826569	0.6142750	0.2113781	0.0340633	0.8351552	0.1042797	0.8147116	0.7950383	0.4181554	0.4605066	0.0141461	0.6720827	0.4609177	0.7566080	0.3024036	0.0629971	0.6926435	0.4635858	0.4305869	0.2651266	0.4641390	0.7217733	0.1008638	0.5262003
700	0.1421546	0.1891044	0.0796863	0.6418169	0.7365675	0.4676412	0.4393361	0.6442470	0.0135648	0.0017721	0.6241914	0.7889892	0.0768494	0.0493994	0.8137641	0.3434080	0.3355752	0.2846871	0.0563035	0.5350921	0.4972213	0.7592200	0.6716242	0.4098288	0.2514054	0.3746430	0.6825925	0.6511751	0.1812454	0.0266953	0.7384696	0.1089541	0.7425130	0.6198754	0.4536886	0.3930960	0.0141541	0.6497695	0.3956305	0.6297932	0.2825137	0.0979361	0.5072021	0.4810587	0.4033513	0.2925678	0.3792990	0.7188281	0.0841632	0.7073008
750	0.1302157	0.1158542	0.1166571	0.8291729	0.6951452	0.3195400	0.4891514	0.7309007	0.0249787	0.0007235	0.6598895	0.6906745	0.1151132	0.0525335	0.6590511	0.3809744	0.3526660	0.3859929	0.0584051	0.5935206	0.6164965	0.6834763	0.7335377	0.3737109	0.2575966	0.3478400	0.8113299	0.6294123	0.2027148	0.0369677	0.6935059	0.1265744	0.5889503	0.6643070	0.3996400	0.4292087	0.0121214	0.7744440	0.3744577	0.5868789	0.3972752	0.1608340	0.5048193	0.4980794	0.3032199	0.2657260	0.3742687	0.8513356	0.0738677	0.6594559
800	0.1171707	0.0903454	0.1503136	0.7428899	0.7734800	0.2950494	0.4944350	0.7680948	0.0195858	0.0024322	0.6565517	0.5666399	0.1207617	0.0830215	0.7959170	0.4243319	0.3621576	0.3911406	0.0592172	0.5443023	0.5726424	0.5997118	0.7445977	0.4189503	0.2700638	0.3223884	0.7538090	0.5926221	0.1162757	0.0280139	0.6903082	0.1399254	0.6781469	0.8136079	0.3355186	0.3949866	0.0128519	0.7153913	0.5260057	0.6511006	0.3636057	0.1242319	0.4761015	0.3724206	0.3916875	0.1963587	0.4610398	0.6449253	0.1404364	0.6312413
850	0.0630552	0.1569642	0.1503402	0.7696825	0.8946365	0.2682616	0.6059347	0.7783140	0.0447755	0.0036364	0.5395518	0.8821123	0.1293641	0.0653814	0.7480546	0.4008079	0.3885424	0.2797356	0.0472522	0.5792899	0.6232209	0.6759621	0.7246112	0.4842475	0.2762512	0.4364052	0.7009434	0.5866031	0.1579870	0.0367081	0.7382809	0.1245723	0.6729133	0.6384489	0.3184201	0.4780676	0.0029254	0.7138659	0.4411672	0.7808302	0.3678636	0.0891908	0.4170102	0.4511485	0.4466055	0.2474721	0.4950023	0.6744336	0.1664735	0.7162334
900	0.1053761	0.1228220	0.2047745	0.7536526	0.7455207	0.1648415	0.5390887	0.6634016	0.0547982	0.0042330	0.5601930	0.6493445	0.1379250	0.0651437	0.7148984	0.4157101	0.2985575	0.2672945	0.1030091	0.5948005	0.5042562	0.5936054	0.6580068	0.3898786	0.3136247	0.4025723	0.6976520	0.5891619	0.1710397	0.0678320	0.6827076	0.1584446	0.6918301	0.7502335	0.4313019	0.4510513	0.0052370	0.6555875	0.5209915	0.7879728	0.3386366	0.0522486	0.5135493	0.4624307	0.4260468	0.3674090	0.4891139	0.7566464	0.1835525	0.7098882
950	0.0844284	0.1176609	0.1924440	0.8584938	0.5861206	0.2529299	0.5047836	0.7123550	0.1159624	0.0076235	0.5741849	0.6014669	0.1490001	0.2016516	0.7165490	0.4335844	0.3301292	0.2649556	0.0590165	0.6533584	0.6824581	0.6766499	0.6263583	0.3663440	0.2751275	0.3369634	0.6269007	0.6868857	0.2244940	0.0386033	0.7349980	0.1258343	0.8420167	0.6954898	0.3912794	0.4217156	0.0074240	0.7443283	0.3984172	0.7100536	0.2607858	0.0667614	0.4883356	0.3530956	0.3852582	0.3321667	0.4479247	0.6251008	0.1043415	0.7939947
1000	0.0953060	0.1119163	0.2563175	0.7290262	0.7267060	0.1875769	0.5804406	0.6574630	0.0896418	0.0117746	0.5571417	0.6188437	0.1388736	0.1480938	0.6535074	0.3534367	0.4437149	0.3038761	0.0695029	0.5943069	0.6647026	0.6766221	0.7900927	0.4315097	0.2388401	0.4019975	0.7473799	0.5471368	0.1599348	0.0543436	0.6657134	0.1647416	0.8882531	0.8000258	0.3876582	0.3706803	0.0159435	0.6129095	0.3616819	0.8046197	0.2083304	0.0749634	0.4802449	0.5281810	0.4544026	0.2669873	0.4402443	0.6371267	0.0861355	0.6996512

0	0.1031710	0.1714880	0.0925369	0.7005790	0.7144818	0.3855340	0.5501684	0.8432357	0.0198268	0.0024121	0.5753202	0.6958824	0.0637673	0.0548041	0.6033269	0.3685885	0.3805491	0.3472745	0.0442965	0.5629366	0.7919065	0.5833229	0.6985399	0.5519856	0.3263410	0.4927830	0.6338556	0.4995612	0.2567971	0.0552621	0.6523033	0.1078277	0.6599512	0.7299631	0.4194776	0.4176866	0.0136310	0.8529664	0.3829840	0.6564871	0.3182652	0.1012812	0.5856942	0.5140491	0.4121858	0.2738842	0.4893851	0.7294972	0.1514262	0.7127315
50	0.0896935	0.2600669	0.2146424	0.7211008	0.6518960	0.2379296	0.3178075	0.6777442	0.0519451	0.3153116	0.3100009	0.5216486	0.0698096	0.1389012	0.4214883	0.4983099	0.3199156	0.3746881	0.0480019	0.7130924	0.5512659	0.3046980	0.5084378	0.4372427	0.3195237	0.3162243	0.7089511	0.3599491	0.1829766	0.0344063	0.5164277	0.1035690	0.5825790	0.5127075	0.3943667	0.5032280	0.0269015	0.5196553	0.4070137	0.7899585	0.3109147	0.0597574	0.4389309	0.5281132	0.4442896	0.2426779	0.4933993	0.5982165	0.3499505	0.6863260
100	0.1686328	0.3040082	0.1081083	0.6382246	0.6923952	0.3000957	0.2243935	0.6588678	0.0421614	0.4801183	0.2755082	0.6301228	0.0492270	0.1016009	0.2603694	0.3916188	0.3608564	0.2700574	0.1058230	0.7545287	0.4370553	0.1727566	0.5356123	0.5144942	0.2850121	0.2618508	0.5529359	0.2761152	0.1362105	0.0183997	0.5730847	0.1396195	0.7052137	0.5854890	0.3758911	0.5387839	0.0434291	0.3882095	0.3615218	0.7894796	0.3064937	0.0839386	0.5638801	0.5239666	0.4543833	0.3120850	0.5112818	0.5720781	0.4603376	0.6029397
150	0.1164752	0.3307500	0.1545101	0.7983517	0.7027759	0.3297755	0.1439680	0.8596146	0.0320913	0.5838698	0.2518440	0.4538247	0.0458716	0.1235720	0.2531882	0.3912041	0.4689775	0.3511216	0.0903639	0.8010887	0.3757496	0.1502012	0.5629633	0.4620625	0.3107411	0.4148495	0.7064530	0.2688168	0.1868314	0.0271246	0.5114590	0.1367103	0.7030322	0.7927847	0.3762671	0.6827846	0.0116715	0.4287982	0.4054755	0.7713194	0.2730670	0.0814114	0.4059304	0.5160053	0.4996992	0.2419661	0.4126470	0.5196953	0.5551258	0.6634585
200	0.1510382	0.3731010	0.1254881	0.7298395	0.6939313	0.4437491	0.1517744	0.6791125	0.0234572	0.5780592	0.2362962	0.5101797	0.0310906	0.0470595	0.2719717	0.4234715	0.3320339	0.2609915	0.0542455	0.7589732	0.6711287	0.1130922	0.4690003	0.3541397	0.2696829	0.3545041	0.5516497	0.2921174	0.1071861	0.0393115	0.4665611	0.1612060	0.6862476	0.5734867	0.3680195	0.5910990	0.0117955	0.4160500	0.3869721	0.7327219	0.4005650	0.1003396	0.4986693	0.4671097	0.5284471	0.2094139	0.4621484	0.5998659	0.5729400	0.5848882
250	0.2029935	0.4327644	0.1001864	0.7914336	0.6926326	0.5208711	0.1026801	0.6969464	0.0218774	0.5815951	0.3223822	0.5852743	0.0231752	0.0797821	0.3113763	0.4048649	0.3551385	0.2865120	0.1014713	0.7386988	0.5701312	0.1144346	0.4245239	0.3290531	0.1925433	0.2847434	0.5809662	0.3821198	0.1269212	0.0092285	0.6024856	0.1837059	0.7220904	0.7231016	0.3792690	0.5728394	0.0033596	0.5501936	0.4404257	0.7478023	0.3903132	0.0580338	0.4455592	0.4903458	0.5159110	0.2151824	0.5854770	0.4753701	0.4441980	0.4439452
300	0.1823925	0.3843415	0.0839521	0.7150411	0.7301394	0.6430490	0.1141308	0.7289636	0.0189156	0.4690091	0.3060437	0.5382005	0.0539757	0.0387298	0.3119023	0.4117256	0.3715130	0.2953146	0.0517892	0.7080281	0.4209435	0.0716352	0.5250191	0.3573920	0.2709356	0.3996266	0.5684241	0.3181027	0.1199329	0.0099976	0.4882059	0.2163630	0.7025534	0.6809549	0.4947284	0.5637014	0.0397328	0.4456656	0.4387295	0.8684879	0.3802611	0.0801142	0.3700043	0.5243905	0.6627824	0.2001296	0.4476251	0.5444560	0.4363361	0.4782883
350	0.1877419	0.4493722	0.0568577	0.6578229	0.7807480	0.7330882	0.1237480	0.6677008	0.0022305	0.5794635	0.2486297	0.4670221	0.0551422	0.0794813	0.3247049	0.4036035	0.4412386	0.3020905	0.0693197	0.5685702	0.4244800	0.0839955	0.4706276	0.3410170	0.2125920	0.3347183	0.7896779	0.3114770	0.0988466	0.0144797	0.4962440	0.2646629	0.7969753	0.5698538	0.3882946	0.5698616	0.0087671	0.4018866	0.5473182	0.8850216	0.3825018	0.1144619	0.4531617	0.4989822	0.3776030	0.2043310	0.4680899	0.5218295	0.5336409	0.4316606
400	0.1753111	0.4421492	0.0468380	0.7069335	0.7038411	0.7848197	0.0781101	0.7471820	0.0189072	0.5048652	0.2497756	0.5083043	0.0522554	0.0477619	0.2665078	0.4061161	0.3753477	0.2397470	0.0254743	0.6108741	0.5229155	0.0828136	0.4934154	0.3623154	0.3363465	0.2840502	0.6130956	0.2400980	0.1042999	0.0381227	0.3188495	0.2141732	0.7145839	0.7776122	0.3378835	0.5600570	0.0125192	0.4255628	0.5467608	0.6997359	0.3823536	0.1047536	0.5637077	0.5422230	0.4672766	0.2556593	0.5743949	0.5209147	0.5401551	0.5528488
450	0.1890356	0.4573013	0.0296620	0.7463904	0.6452712	0.5762891	0.1011102	0.7864041	0.0263260	0.5583587	0.3227006	0.4105774	0.0357336	0.0898320	0.3068337	0.3967739	0.3496124	0.2722546	0.0800650	0.8104305	0.5618221	0.1078532	0.4783746	0.3327856	0.2034980	0.3385972	0.6355629	0.3106280	0.1385501	0.0159516	0.4852148	0.2261669	0.7391836	0.6688402	0.4267644	0.5361610	0.0091865	0.4655467	0.3693858	0.7098347	0.4213554	0.1378837	0.4521060	0.4161760	0.4407198	0.2725029	0.4147497	0.6086974	0.5404264	0.3637903
500	0.2052129	0.3961793	0.0402411	0.7170083	0.5968856	0.6334755	0.1216322	0.8430060	0.0095545	0.6271280	0.3377876	0.5169458	0.0421940	0.0412280	0.3288730	0.3550736	0.3350714	0.3708974	0.0700812	0.7870238	0.5847047	0.0901896	0.4803077	0.3983359	0.2809535	0.4157829	0.6483773	0.3626392	0.1197356	0.0323967	0.4367174	0.1915720	0.7370130	0.7238801	0.3326416	0.5428581	0.0096998	0.3653323	0.5270127	0.6176828	0.3681515	0.0885224	0.4864233	0.5639064	0.4653780	0.2374163	0.4516983	0.5328000	0.5851197	0.4903672
550	0.1378222	0.4235282	0.0277027	0.6348363	0.6275652	0.6165151	0.3135831	0.7313225	0.0088004	0.0976297	0.6479837	0.6569924	0.1052950	0.0829448	0.6511925	0.4519179	0.4351651	0.4086754	0.0704246	0.8436209	0.5014890	0.2347813	0.8049195	0.3121626	0.2346659	0.3730278	0.6375448	0.5233754	0.0780322	0.0221156	0.6371245	0.1765982	0.8152393	0.6773726	0.3640004	0.3618290	0.0252712	0.6071580	0.6530094	0.7732142	0.4284318	0.1180744	0.2374394	0.5357261	0.4565610	0.2094212	0.4731678	0.4908651	0.2454679	0.4746844
600	0.1960336	0.2967071	0.0406910	0.6584613	0.8259532	0.6063718	0.4447909	0.7235832	0.0039649	0.0156701	0.6331122	0.7727335	0.1550334	0.0273795	0.5983985	0.3991606	0.3460457	0.4059075	0.0754093	0.7175700	0.5513813	0.3981339	0.6344228	0.2906745	0.2748329	0.3891760	0.7276926	0.6134444	0.1176105	0.0192978	0.6388768	0.1721319	0.7406349	0.7207312	0.3422978	0.3981925	0.0169970	0.6267371	0.5252888	0.9224177	0.4035943	0.1955748	0.2285042	0.5339161	0.3820630	0.2395655	0.4273197	0.6009998	0.2015281	0.6585389
650	0.1342550	0.2167899	0.0505302	0.7454775	0.7388177	0.5278135	0.3892114	0.7819985	0.0198335	0.0058951	0.6358050	0.6807145	0.1166196	0.0481737	0.7635397	0.3686796	0.3322675	0.3665818	0.0800677	0.5111071	0.4799310	0.4681626	0.7889231	0.3732055	0.3111968	0.3586981	0.7106957	0.6296020	0.2015099	0.0218821	0.6320051	0.1972331	0.6890082	0.8028608	0.4014228	0.3573602	0.0148315	0.6170829	0.5426314	0.6789915	0.4684121	0.2148174	0.4864851	0.4977887	0.4567305	0.2536246	0.4476757	0.5059537	0.1680316	0.7394703
700	0.1932487	0.1832465	0.0760636	0.6719322	0.7786006	0.5045884	0.3935586	0.8782728	0.0086759	0.0019058	0.5372094	0.6808796	0.1775761	0.0458412	0.6776384	0.2939122	0.2697397	0.3784548	0.1067163	0.5530625	0.6476406	0.5607064	0.8551335	0.2851634	0.2643879	0.3916373	0.5996344	0.5642314	0.2343889	0.0120979	0.6986986	0.1099567	0.6533624	0.7595885	0.4870068	0.3012832	0.0077518	0.6917714	0.4053161	0.6751631	0.3126342	0.1740407	0.4522811	0.4365328	0.4582980	0.2052365	0.4935168	0.6411121	0.1307888	0.7399243
750	0.1220729	0.1937843	0.1130252	0.8744450	0.7385828	0.3923648	0.4145802	0.8241521	0.0147289	0.0084583	0.5594060	0.7431829	0.1316473	0.0722973	0.6542006	0.4382894	0.2780085	0.3738831	0.0354871	0.5859854	0.5966956	0.4787271	0.6057672	0.3095648	0.3683389	0.4520577	0.5327036	0.6784194	0.2062122	0.0373814	0.5832301	0.1121035	0.6169335	0.8111021	0.4275812	0.4668527	0.0075056	0.6996036	0.3793575	0.7371584	0.3008393	0.1029635	0.5723314	0.5671868	0.5195750	0.3072009	0.4680342	0.7110744	0.0766602	0.7128327
800	0.1100194	0.1305975	0.1248289	0.6605636	0.8079074	0.3217663	0.3687652	0.7403531	0.0289338	0.0012623	0.5864577	0.6731783	0.1049355	0.1137449	0.6485140	0.4705821	0.3857054	0.3170190	0.0786315	0.5022975	0.6432905	0.6763782	0.7544042	0.3967396	0.3853483	0.4181186	0.7454474	0.7645481	0.2004868	0.0311620	0.5983472	0.1148942	0.8115366	0.6030297	0.4421171	0.4744478	0.0263071	0.7726982	0.3621234	0.7316725	0.3131367	0.0832472	0.5112309	0.4721535	0.5221310	0.2962398	0.4879989	0.7909471	0.1997445	0.6831955
850	0.1009032	0.1997951	0.1594687	0.5279940	0.7426926	0.4277702	0.4945418	0.6118141	0.0588218	0.0002133	0.5856536	0.6401513	0.1333582	0.0992436	0.7888361	0.4159882	0.2567923	0.3772708	0.0581917	0.4548228	0.5533537	0.6037234	0.8237890	0.4301079	0.3836745	0.2976111	0.6760905	0.6358999	0.2802513	0.0217974	0.7432518	0.1584678	0.6979175	0.6759963	0.3661030	0.4447106	0.0199295	0.7825875	0.4355058	0.6421273	0.3113704	0.0913686	0.6051326	0.5044010	0.4295912	0.2845814	0.5050028	0.6031919	0.1805392	0.7738562
900	0.1413649	0.1373347	0.1783972	0.5848224	0.6606084	0.2561276	0.4075412	0.7180193	0.0340430	0.0035136	0.4796586	0.8254976	0.1221208	0.1141738	0.6141322	0.4128857	0.3275926	0.2935269	0.0658318	0.7352839	0.6227252	0.6831273	0.7407038	0.4087458	0.3932363	0.3237171	0.7415003	0.6292438	0.1941803	0.0161228	0.6815500	0.1734699	0.6806123	0.6345042	0.4667644	0.3208277	0.0118721	0.6867482	0.4682199	0.6881904	0.3096632	0.0869062	0.5300991	0.4854911	0.4703206	0.2336104	0.5939250	0.6099901	0.1613509	0.6866400
950	0.0773381	0.1416683	0.1762910	0.7088056	0.7229205	0.2791356	0.6560296	0.7498482	0.0347220	0.0004013	0.5555773	0.7569264	0.0855607	0.0459883	0.6851168	0.3156543	0.3898949	0.3138141	0.0434649	0.6545323	0.7123515	0.6568218	0.9255741	0.3915136	0.3289958	0.4421430	0.7734687	0.7638260	0.2474777	0.0341396	0.7230920	0.1344207	0.6568453	0.6609571	0.4807616	0.4998824	0.0149115	0.7440597	0.5126411	0.6938578	0.2947949	0.0566413	0.4583668	0.4620966	0.4846195	0.2843549	0.5134096	0.7389489	0.1288137	0.6486579
1000	0.0943575	0.1416352	0.1806836	0.7668921	0.6720489	0.1357642	0.5034892	0.7121496	0.0524279	0.0029876	0.6485020	0.6896386	0.0855102	0.1094008	0.7331841	0.4048316	0.4184518	0.3698506	0.0376603	0.6588539	0.6434291	0.7080209	0.6119441	0.4432308	0.2593664	0.4426493	0.5041347	0.5499314	0.1787492	0.0660289	0.7922392	0.1350601	0.7367488	0.6202259	0.3611884	0.4379249	0.0173483	0.7451206	0.4679416	0.5706723	0.3201365	0.0567667	0.5628852	0.5108182	0.3680204	0.2353835	0.4422106	0.7121168	0.1577147	0.8482201

0	0.1293325	0.1516687	0.1177093	0.7220669	0.7477013	0.3281870	0.5232487	0.7939035	0.0334035	0.0015857	0.5324407	0.8399134	0.1100464	0.0575120	0.6579180	0.3853241	0.3382371	0.4095412	0.0729472	0.6356163	0.7875378	0.5632820	0.7943278	0.4559630	0.3164492	0.3371410	0.6696626	0.5837465	0.1916999	0.0294201	0.7482155	0.1267225	0.6884880	0.7764916	0.2977221	0.3531475	0.0046539	0.6448573	0.3838073	0.6665878	0.3299487	0.0966849	0.5705182	0.3505243	0.3882257	0.2410804	0.5334950	0.7202248	0.2141436	0.7906180
50	0.1059307	0.1325316	0.2629744	0.7530895	0.5074117	0.1275908	0.3178110	0.6329760	0.0248477	0.5141271	0.5093924	0.8115609	0.1482758	0.3270999	0.6182701	0.3111911	0.3907375	0.1769817	0.0281112	0.5858573	0.6938483	0.4565152	0.5304819	0.5033453	0.5137527	0.4205859	0.7052553	0.6269795	0.1687689	0.0508131	0.2757345	0.1197861	0.2894692	0.7588183	0.3484000	0.4470947	0.0288794	0.7890425	0.4499056	0.3332033	0.3182743	0.0585870	0.6098552	0.4086988	0.4783839	0.4669009	0.4190955	0.7187269	0.1528498	0.6475312
100	0.1461648	0.1020055	0.2655192	0.6049957	0.3272441	0.1791858	0.3186569	0.4858839	0.0324093	0.5793077	0.4202059	0.7014512	0.1191908	0.3825330	0.7357088	0.3879470	0.3346147	0.1092562	0.0671434	0.7374554	0.5913461	0.4131533	0.3911178	0.5787829	0.6250124	0.2630347	0.6750407	0.6288284	0.2486674	0.0615397	0.1415561	0.2020619	0.0413186	0.5841683	0.2831027	0.1460113	0.0138381	0.8141182	0.3714191	0.1325677	0.1853432	0.0741203	0.6575794	0.4415073	0.4031982	0.3169580	0.5457308	0.6158408	0.1288497	0.6730432
150	0.1401443	0.1690362	0.2916638	0.6578907	0.4014460	0.3436531	0.3367146	0.5799114	0.0221743	0.6107691	0.5468063	0.7137050	0.1328333	0.3221455	0.5995005	0.3764786	0.2822288	0.0875609	0.0388635	0.5931966	0.6474148	0.2919378	0.3420252	0.6514370	0.4540439	0.2021326	0.5866743	0.5433377	0.3309677	0.0486528	0.1388634	0.2298613	0.0265521	0.4342907	0.2168238	0.0417517	0.0133323	0.6719438	0.4108780	0.0565830	0.2198897	0.0873815	0.5542652	0.3949366	0.4250782	0.3192362	0.4370815	0.6095596	0.1080456	0.7721173
200	0.2001530	0.2159784	0.1312121	0.7709233	0.3803176	0.6627077	0.2173144	0.6701232	0.0095479	0.5500664	0.6775854	0.7160637	0.0590464	0.2779978	0.7180575	0.4091522	0.3313691	0.1345527	0.0571103	0.5862967	0.6500493	0.1955165	0.3513848	0.5131184	0.5473556	0.2423186	0.7086841	0.5339541	0.2641959	0.0906143	0.1860663	0.0780627	0.0035753	0.3770976	0.1322309	0.0686204	0.0345467	0.8673522	0.4161388	0.0681793	0.2604886	0.0897830	0.5504911	0.4666012	0.4741881	0.3401374	0.4773153	0.6913307	0.1018284	0.6805676
250	0.2840373	0.2079665	0.0982333	0.6842183	0.2414372	0.6549548	0.2098509	0.6832699	0.0106493	0.5797478	0.5459031	0.6449526	0.1192222	0.4236179	0.7289824	0.4740984	0.2909865	0.0998757	0.0573137	0.5550953	0.5407430	0.1792886	0.3379655	0.5696287	0.4661757	0.1717362	0.7122842	0.6296414	0.1746572	0.0596084	0.1229831	0.1115799	0.0079354	0.3769938	0.1538786	0.0437428	0.0004015	0.7160415	0.4699282	0.0567028	0.3194214	0.1031116	0.6123213	0.4607078	0.4645206	0.2664838	0.4359828	0.7647428	0.1308087	0.6814997
