"Time"	G1	G3	G5	G7	G8	G4	G83	G22	G6	G87	G85	G86	G54	G89	G88	G30	G29	G35	G99	G100	G32	G19	G18	G20	G81	G23	G80	G82	G51	G50	G58	G31	G78	G94	G93	G95	G91	G90	G17	G65	G16	G57	G52	G34	G55	G56	G33	G36	G37	G72
150	0.1008520	0.4611439	0.1311241	0.8709944	0.3449152	0.3985907	0.4355161	0.7307015	0.0317693	0.0000206	0.5296880	0.7567320	0.0932686	0.0466709	0.7539637	0.3249973	0.5915457	0.4154899	0.0599660	0.4953853	0.5312575	0.5491792	0.6878396	0.3684026	0.5061266	0.5813161	0.2490462	0.4463494	0.2869386	0.0304092	0.6074774	0.0182363	0.6888626	0.8058874	0.3231228	0.6575011	0.0132157	0.6853432	0.3194936	0.6930661	0.2475314	0.0584555	0.6495856	0.3110653	0.3438974	0.3773415	0.3656427	0.6505174	0.1075515	0.6509221
200	0.0941582	0.4738715	0.2863473	0.6843082	0.2759318	0.2940437	0.6124051	0.7988354	0.0412309	0.0004029	0.5441712	0.7125615	0.1130878	0.0775585	0.6466882	0.3244294	0.4583066	0.3837341	0.0695042	0.4549567	0.3723410	0.4060448	0.6880801	0.4364789	0.5458109	0.4880698	0.2858408	0.4025399	0.2623949	0.0302282	0.6954247	0.0394788	0.7939560	0.7320755	0.3443037	0.7167063	0.0103453	0.8257144	0.4154594	0.7254939	0.2843070	0.0409137	0.5901185	0.3381192	0.3172196	0.3941381	0.4919992	0.7273304	0.0886847	0.7285312
250	0.0583702	0.5321924	0.1839455	0.5966231	0.2843533	0.3061613	0.4740078	0.7373078	0.0492175	0.0013930	0.5759698	0.8416653	0.1085653	0.0753386	0.6876920	0.3561928	0.4896553	0.3137284	0.0655475	0.5474895	0.4295978	0.5037565	0.6740554	0.5154049	0.4808049	0.5854597	0.2113758	0.4700387	0.3075120	0.0354078	0.6076439	0.0205552	0.7142034	0.6543559	0.3320232	0.6223657	0.0278970	0.6245190	0.4229218	0.6913521	0.2686300	0.0742112	0.5977608	0.4412842	0.3794453	0.4263253	0.4593222	0.6548560	0.1029696	0.6235255
300	0.1113672	0.5175840	0.1479238	0.7149125	0.2731939	0.3597324	0.4281231	0.6121992	0.0096967	0.0108086	0.5243563	0.6998175	0.1393685	0.0966931	0.7838462	0.4205095	0.4516997	0.3364509	0.0581178	0.5900153	0.3928329	0.5283499	0.6293034	0.3679586	0.4607199	0.5363577	0.2257109	0.3728949	0.2373692	0.0258515	0.7830807	0.0089821	0.6288658	0.7581860	0.3886685	0.6220837	0.0174601	0.7054050	0.4693560	0.7611803	0.2356202	0.0514333	0.6132279	0.3760304	0.4753260	0.4141561	0.3382718	0.7358506	0.0909612	0.6675569
350	0.1190746	0.5770159	0.1708975	0.7279280	0.2956409	0.3621682	0.4725721	0.6925961	0.0303990	0.0040507	0.4884718	0.7802678	0.1515178	0.1007200	0.7697598	0.4250659	0.5339662	0.3738911	0.0671864	0.4784802	0.3917946	0.5155366	0.7042086	0.4152467	0.5182261	0.5471845	0.1734626	0.3948395	0.2531435	0.0210973	0.7486313	0.0115176	0.7631980	0.6874295	0.3086403	0.6358684	0.0022560	0.7641850	0.2948067	0.8713299	0.1615333	0.0632495	0.7238668	0.5010746	0.3858666	0.4417785	0.4825498	0.7294564	0.0668396	0.7834869
400	0.1131074	0.4473212	0.2425053	0.6627534	0.3339404	0.1767947	0.4798358	0.6814665	0.0493334	0.0086645	0.5009300	0.9441379	0.1273532	0.1225382	0.7328784	0.3968594	0.5360258	0.4006644	0.0742666	0.5325597	0.3730603	0.5045149	0.7758590	0.4015229	0.5395359	0.7012567	0.1497042	0.5318685	0.2891487	0.0360198	0.7483484	0.0292907	0.7560439	0.6226595	0.3806493	0.7387787	0.0264027	0.7347748	0.4446765	0.6736607	0.2013027	0.0384383	0.8292325	0.4515443	0.3919586	0.3035659	0.5185296	0.7141464	0.0854529	0.7361509
450	0.1013627	0.5241859	0.1751312	0.6075903	0.3130203	0.2872677	0.6107571	0.8780246	0.0454317	0.0038939	0.5254101	0.6925121	0.1195111	0.1532664	0.7975280	0.3511864	0.4299846	0.3217614	0.0458873	0.4472840	0.3146492	0.5150231	0.6700666	0.3452382	0.5274182	0.5977972	0.1721146	0.4057215	0.3535698	0.0417621	0.7300553	0.0390283	0.7330985	0.7347383	0.3230616	0.7232561	0.0079354	0.6100251	0.3324195	0.6977351	0.1614005	0.0712755	0.6432293	0.4006611	0.5155846	0.3398362	0.4980996	0.7804819	0.1448888	0.6860344
500	0.1079290	0.5127428	0.1855790	0.7637422	0.3208307	0.3518620	0.5221431	0.7889457	0.0493239	0.0056339	0.3985427	0.7152830	0.1567982	0.1264502	0.6714126	0.4583655	0.4938893	0.3554141	0.0614097	0.3939598	0.3460585	0.4710573	0.8239835	0.4469311	0.3951892	0.6380686	0.2086030	0.5056841	0.3153985	0.0432495	0.7274194	0.0166533	0.7164226	0.8327046	0.3990849	0.5814456	0.0025653	0.7245549	0.4289552	0.6041888	0.1966641	0.0577797	0.6515879	0.4316267	0.5102021	0.3065804	0.3745377	0.7148946	0.1633102	0.8279034
550	0.1346893	0.2829066	0.2177391	0.6173402	0.6367541	0.2939663	0.5919820	0.6472717	0.0088083	0.0021768	0.5288401	0.6787980	0.1623193	0.0687554	0.7969295	0.4244547	0.3909030	0.3336745	0.0603745	0.5166308	0.5163209	0.5311326	0.7495987	0.5595327	0.4127325	0.4661349	0.4218681	0.3745348	0.2695710	0.0373447	0.7787920	0.0689817	0.6380592	0.5885121	0.3878081	0.4519019	0.0144540	0.6268676	0.4846217	0.7186447	0.2275160	0.0663110	0.5340729	0.4202779	0.5135263	0.2662021	0.4231126	0.7151553	0.1483544	0.7456518
600	0.0842738	0.1699584	0.1283562	0.7529759	0.6610822	0.2905290	0.5356758	0.5986427	0.0058196	0.0002233	0.4026279	0.8172965	0.1647891	0.0581391	0.7082463	0.4603040	0.2597626	0.3447088	0.0711152	0.4740630	0.5341058	0.6474978	0.6830363	0.4868036	0.4140596	0.4198350	0.6359037	0.5832869	0.2966326	0.0620767	0.7188417	0.1155745	0.7182512	0.6534459	0.3620115	0.3164197	0.0219777	0.6058492	0.4037518	0.6562725	0.2448995	0.0292460	0.5314344	0.4742559	0.4168567	0.3698117	0.4380051	0.6338223	0.1492526	0.6388381
650	0.1222172	0.1158537	0.1802134	0.7271058	0.6129462	0.2329708	0.4980714	0.6842474	0.0215085	0.0000000	0.4434383	0.8146980	0.1187972	0.0580993	0.6975499	0.4622247	0.2602649	0.2714902	0.0743722	0.5854712	0.6066337	0.7294011	0.7693594	0.4682696	0.3509930	0.4389614	0.5967238	0.5751219	0.2889517	0.1024406	0.7068444	0.0893995	0.7762821	0.6914700	0.2937429	0.3366339	0.0071647	0.8018887	0.4177018	0.7868599	0.4202461	0.0499481	0.6289328	0.4419169	0.3981604	0.2714660	0.3188204	0.6772514	0.1513908	0.6742709
700	0.1076060	0.1362364	0.1612058	0.6840328	0.6905600	0.3280871	0.4897090	0.7715580	0.0164823	0.0075718	0.5017903	0.6892100	0.1148513	0.0926091	0.6787047	0.5797159	0.3472224	0.4565710	0.0470562	0.6839520	0.6038890	0.5767017	0.6911715	0.4358375	0.2798899	0.4452894	0.6282914	0.6698699	0.2471739	0.0373589	0.7681162	0.1585687	0.7436591	0.6493210	0.3070979	0.3570441	0.0045565	0.7846878	0.4490495	0.6723357	0.3173888	0.0804227	0.5507704	0.5147006	0.5341626	0.3673428	0.4075280	0.7028428	0.1234032	0.7122514
750	0.1162261	0.1095919	0.1711335	0.7387223	0.7771689	0.1802898	0.5417229	0.7782765	0.0325299	0.0011236	0.4581583	0.8394183	0.1211464	0.1799287	0.7377192	0.5097662	0.3574119	0.3894257	0.0508427	0.5471301	0.6869627	0.6710087	0.8347021	0.4310756	0.3525021	0.4448835	0.6640743	0.5093364	0.3713850	0.0304011	0.8072022	0.1118902	0.7152030	0.5959854	0.3989737	0.3629327	0.0126099	0.8366396	0.5203939	0.5419127	0.3009325	0.0749388	0.6861280	0.4902792	0.3868901	0.2882014	0.4034786	0.6488497	0.0956691	0.6394974
800	0.1222709	0.1213550	0.2056215	0.7217508	0.5463951	0.1622998	0.5052903	0.7184158	0.0414461	0.0041023	0.6684266	0.7047340	0.0998325	0.0886494	0.7502271	0.4101911	0.3162991	0.3355977	0.0354943	0.5928770	0.6548769	0.6196670	0.6468913	0.3827380	0.4209320	0.4675914	0.5068123	0.5668150	0.2302841	0.0165164	0.6524072	0.1306548	0.7344243	0.6595884	0.3058804	0.4671575	0.0137301	0.6398547	0.4564596	0.6126688	0.3403054	0.0663581	0.4336596	0.3623060	0.3608272	0.3021345	0.4578985	0.5733355	0.1706312	0.7300478
850	0.1223835	0.1320987	0.2111279	0.6350231	0.7271897	0.1820081	0.5464544	0.6212078	0.0375820	0.0039701	0.5941237	0.8568383	0.1239323	0.1303891	0.7659463	0.4553612	0.3873969	0.3110796	0.0573694	0.6833796	0.5141131	0.6135037	0.6366981	0.3848406	0.4073312	0.3907134	0.4752064	0.5968499	0.2615885	0.0312718	0.8794841	0.1089469	0.8078656	0.6145933	0.3654170	0.3440667	0.0057619	0.7041113	0.4946645	0.6632782	0.2520336	0.1174338	0.4405134	0.4499619	0.3842786	0.3206865	0.3748671	0.5874206	0.1593867	0.8331531
900	0.0700685	0.1306098	0.1607058	0.6882004	0.7137091	0.3152452	0.5272501	0.6760236	0.0220266	0.0012624	0.7095349	0.7092605	0.1114758	0.1131939	0.8192997	0.4164341	0.3666383	0.3136834	0.0396246	0.5217701	0.4490720	0.6535759	0.7476608	0.3294842	0.3609582	0.4321691	0.5477347	0.5024479	0.2449051	0.0284872	0.7347050	0.1113047	0.7924869	0.6629045	0.3606549	0.3054978	0.0076636	0.6498250	0.3691815	0.5837665	0.2448594	0.1215770	0.5973851	0.4230540	0.3387220	0.3601511	0.4674753	0.6205197	0.1528333	0.6843114
950	0.1288021	0.1416163	0.2231548	0.7711831	0.6900268	0.1826670	0.6100520	0.8030704	0.0372484	0.0014640	0.4750200	0.8473263	0.1228935	0.0745745	0.8054536	0.3980091	0.3886199	0.2833303	0.0499947	0.4214962	0.5289603	0.5680466	0.5835449	0.4025716	0.3257247	0.4800937	0.6290627	0.5362981	0.2329778	0.0565808	0.8120600	0.1010500	0.7030642	0.7169269	0.3827010	0.4376660	0.0056828	0.6139988	0.3553022	0.6372351	0.2522146	0.0878262	0.5288801	0.4656365	0.3810414	0.3646627	0.3542197	0.5757652	0.1900728	0.7521397
1000	0.0813390	0.1748957	0.1522225	0.8282295	0.7735603	0.2778620	0.5060133	0.6563909	0.0403917	0.0026716	0.5856470	0.7256629	0.1204180	0.0936374	0.7666729	0.4525249	0.3232995	0.3306605	0.0818757	0.5651091	0.6584104	0.7301344	0.6037049	0.4307459	0.2930651	0.5386788	0.5890238	0.5666785	0.2015567	0.0276997	0.7112663	0.0713916	0.7002247	0.5843526	0.4493019	0.2936934	0.0087427	0.7562549	0.3788042	0.7533960	0.2982622	0.0618011	0.6269337	0.3665136	0.3428248	0.4533959	0.4578024	0.7716064	0.1545032	0.6666178

0	0.1730961	0.1342947	0.1568970	0.7511947	0.7044357	0.3356081	0.4250178	0.7568366	0.0313231	0.0105703	0.5416707	0.7955904	0.1162588	0.0822516	0.7389635	0.4290452	0.3249700	0.3321779	0.0474797	0.4649419	0.6351477	0.6377377	0.6152664	0.3694478	0.2813111	0.4111509	0.7226153	0.5787920	0.1980624	0.0455898	0.6455976	0.0884556	0.7067834	0.6542204	0.3453814	0.4016869	0.0368686	0.5424572	0.4384386	0.5933073	0.2774013	0.0694532	0.5712081	0.3433267	0.3653080	0.2665545	0.3506191	0.6453264	0.1575145	0.6695335
50	0.1421496	0.1311755	0.0938747	0.8218179	0.7151305	0.2566299	0.4566545	0.6967578	0.0281066	0.0006011	0.4705270	0.7392599	0.0365273	0.4413240	0.7154677	0.4056350	0.3136734	0.3140169	0.0856459	0.3573348	0.6779917	0.6643662	0.8189149	0.4215230	0.4592540	0.4304854	0.5306187	0.5341650	0.3036384	0.0258016	0.6431499	0.1155982	0.5990237	0.6998443	0.5668404	0.3901253	0.0054343	0.6761939	0.4151914	0.4966471	0.3053968	0.2743410	0.6926071	0.3652929	0.5406416	0.2831140	0.2050110	0.5791502	0.5495862	0.7255209
100	0.0822563	0.1264295	0.1279378	0.6100731	0.6767984	0.3699443	0.6132570	0.7043832	0.0178883	0.0019439	0.5341278	0.6894572	0.0039628	0.4385722	0.7067791	0.3934969	0.3670367	0.4851409	0.0461605	0.5134885	0.5362542	0.5548032	0.5529879	0.3989649	0.5001570	0.5291739	0.4554500	0.5411898	0.2892285	0.0180128	0.6723116	0.0735152	0.7228252	0.6053757	0.6529377	0.3649201	0.0098866	0.7931651	0.3860469	0.2762603	0.2462073	0.3902123	0.2886592	0.4535873	0.6678963	0.2425543	0.2211366	0.6208127	0.6103099	0.5408122
150	0.1244683	0.2077495	0.1128862	0.6627482	0.7023673	0.3391348	0.4961232	0.7023639	0.0437099	0.0009595	0.5922648	0.6691928	0.0015345	0.4394984	0.7110848	0.2931223	0.3438410	0.5691415	0.0381363	0.5574798	0.5968962	0.6695454	0.8016062	0.4686395	0.6414943	0.4172477	0.3765789	0.5657415	0.2842132	0.0153896	0.6698088	0.1424155	0.7715014	0.6771588	0.7271378	0.3623918	0.0066497	0.6766549	0.4026482	0.3214809	0.3508175	0.4317654	0.1232501	0.4156400	0.7404574	0.2041570	0.2639201	0.6132837	0.6564974	0.5596836
200	0.1405404	0.1364514	0.1020460	0.7665473	0.7999355	0.3387500	0.4903746	0.8094500	0.0374732	0.0018743	0.5246456	0.5471289	0.0001378	0.3657096	0.8615951	0.3759133	0.3847413	0.5133593	0.0365265	0.5262577	0.6026290	0.6923558	0.6790327	0.3755721	0.6046531	0.4661173	0.4971142	0.4547326	0.2635240	0.0142190	0.6908586	0.1414944	0.7812424	0.7982129	0.6353587	0.3437603	0.0186017	0.6340334	0.4268750	0.3281800	0.5190670	0.3861473	0.0743390	0.5569504	0.6274188	0.2609910	0.2326469	0.4329560	0.6608755	0.3871851
250	0.1508939	0.1102019	0.1545127	0.7127659	0.6136212	0.3254799	0.6047127	0.7513492	0.0142344	0.0007183	0.5611449	0.9626143	0.0006894	0.3760712	0.6549877	0.3294699	0.3446534	0.6819387	0.0391881	0.4845350	0.6663503	0.6312661	0.5692223	0.4613710	0.5284440	0.4336552	0.5461789	0.5253131	0.1881474	0.0269614	0.6976385	0.1195043	0.7275497	0.6836839	0.6021467	0.3111862	0.0164167	0.6825501	0.3834116	0.3573012	0.3321756	0.4114961	0.0297181	0.4141328	0.7404250	0.1843219	0.2431561	0.6295380	0.6945705	0.2307120
300	0.1482977	0.2012152	0.1110701	0.5833404	0.7663736	0.3238095	0.4819620	0.6074870	0.0114488	0.0050394	0.6221626	0.8344476	0.0023312	0.3754199	0.7710807	0.3182756	0.3323902	0.4913812	0.0422885	0.5027546	0.4798789	0.5579881	0.6692967	0.3704380	0.6279408	0.3961903	0.5382810	0.6123941	0.2416227	0.0447821	0.7494282	0.0449387	0.7173089	0.6390379	0.5864170	0.3094904	0.0162203	0.7665098	0.4965205	0.3875514	0.4775132	0.3990045	0.0070237	0.4440063	0.8015388	0.2137905	0.2640527	0.7219614	0.6659261	0.3196048
350	0.1483390	0.1231265	0.1106873	0.6789555	0.6569604	0.3074361	0.6527137	0.7841712	0.0309367	0.0012786	0.6118745	0.8036782	0.0010779	0.5244746	0.8103894	0.4343425	0.4548390	0.4349134	0.0502761	0.4345638	0.5697581	0.4981562	0.7218622	0.3363207	0.5977247	0.5154480	0.7005444	0.5397900	0.1474464	0.0173996	0.7152160	0.0682157	0.6947164	0.6471370	0.6905210	0.3402046	0.0172233	0.6474175	0.4244424	0.3696168	0.4475061	0.4269880	0.0241936	0.5033090	0.6466562	0.1690868	0.2145553	0.5416460	0.5930467	0.3675661
400	0.1060672	0.0934500	0.0885226	0.6205241	0.6283422	0.2969866	0.5401581	0.8104195	0.0227419	0.0012627	0.5519974	0.7420887	0.0015193	0.4610448	0.8421659	0.3924150	0.3840755	0.4891805	0.1063941	0.4078032	0.7055871	0.7149855	0.7239172	0.3661515	0.6029002	0.4335207	0.5881827	0.6061159	0.1711245	0.0046861	0.6487578	0.0589962	0.7852756	0.6345673	0.6876928	0.3211896	0.0177975	0.7592284	0.4223188	0.3200240	0.3983159	0.4677418	0.0224678	0.4572738	0.6036481	0.1952171	0.2536018	0.5196182	0.6972861	0.3108111
450	0.0924074	0.1308341	0.1086858	0.6895546	0.6779197	0.3496913	0.5445962	0.6732283	0.0237057	0.0034590	0.5889974	0.6804420	0.0058059	0.4536431	0.7216372	0.3064449	0.4075130	0.5334039	0.0440166	0.4929415	0.5028878	0.7185451	0.7442781	0.3981555	0.6339903	0.5000162	0.4592983	0.5636216	0.1736666	0.0148770	0.6052929	0.0678392	0.8007144	0.6644130	0.6856677	0.3485537	0.0268815	0.7153931	0.4207333	0.3517216	0.4043244	0.4944169	0.0120900	0.4227380	0.6062314	0.2967757	0.2382774	0.5428524	0.6522701	0.4137348
500	0.0931348	0.1226542	0.1691332	0.6255631	0.5758970	0.2617286	0.4883664	0.8073796	0.0254383	0.0012665	0.5399290	0.6784920	0.0000000	0.4055297	0.7658118	0.3352466	0.3525569	0.6235696	0.0689709	0.5310384	0.4944892	0.5797765	0.8075666	0.5475515	0.6107033	0.3216977	0.4251895	0.5894410	0.1572146	0.0073314	0.7682505	0.0792235	0.6416889	0.5628945	0.7024705	0.3837894	0.0275344	0.6199082	0.4241399	0.3132388	0.4294315	0.3843365	0.0076958	0.6099712	0.7090601	0.2038846	0.1942727	0.5883994	0.5855123	0.3873548
550	0.1164906	0.0996877	0.1826780	0.6735593	0.8056524	0.2325362	0.5647700	0.7579087	0.0196487	0.0043559	0.6443605	0.7336085	0.0706723	0.1152311	0.8079471	0.4141078	0.4147069	0.4425855	0.0596731	0.7806214	0.5785989	0.7434820	0.7108478	0.5204215	0.4664449	0.3923667	0.6029749	0.6408461	0.0996553	0.0204635	0.6652684	0.1103279	0.6426206	0.6901327	0.4479536	0.3002368	0.0150537	0.7026585	0.3858178	0.4822502	0.3277418	0.3187816	0.0588240	0.4694634	0.4727902	0.2042208	0.4926476	0.6340091	0.1603692	0.4263566
600	0.0889384	0.1084639	0.1279923	0.7348334	0.7942876	0.2361305	0.6046746	0.8288945	0.0282197	0.0009866	0.6005654	0.6918901	0.0957044	0.1010448	0.8261417	0.3460067	0.4379474	0.4334228	0.0632397	0.6939151	0.5428487	0.7118267	0.7602448	0.4434517	0.3525046	0.3700889	0.5212593	0.6251685	0.1203123	0.0111903	0.7327188	0.1076961	0.8577868	0.6901473	0.4414120	0.3703092	0.0244464	0.8670052	0.4098683	0.5910981	0.3524523	0.4144282	0.2260290	0.5683317	0.4017092	0.2074192	0.3962555	0.8217404	0.1317730	0.6448470
650	0.1185310	0.1040255	0.1222914	0.7163123	0.7788873	0.4085053	0.4745809	0.7885154	0.0306703	0.0009876	0.5397971	0.7515747	0.1505015	0.0920669	0.6994583	0.3944390	0.4038545	0.3956748	0.0771488	0.6915840	0.5425482	0.6604199	0.6647073	0.5597225	0.3950924	0.4630749	0.5649976	0.5611405	0.1843867	0.0127915	0.7514267	0.1585802	0.8145955	0.6550455	0.4748306	0.5232322	0.0204027	0.7523985	0.4689977	0.7945677	0.3296012	0.3276104	0.3211798	0.4076286	0.3482161	0.1972607	0.5012921	0.6064115	0.1282483	0.5131915
700	0.0773703	0.1112130	0.1630593	0.8300883	0.7408031	0.2629767	0.6309509	0.7087238	0.0279794	0.0002298	0.5841887	0.7249378	0.1202314	0.0722866	0.8670198	0.3760320	0.2841612	0.3133049	0.0508891	0.6465642	0.5782849	0.5212947	0.6132104	0.4278011	0.4219397	0.4200850	0.5167496	0.6040015	0.1963224	0.0159850	0.6825581	0.1328387	0.6760071	0.7355766	0.4213439	0.4270514	0.0065012	0.6171048	0.3565764	0.7256105	0.3275349	0.2053741	0.4563549	0.5126739	0.4188613	0.2437129	0.5436975	0.5803411	0.1463168	0.6312484
750	0.1528483	0.1476655	0.1542810	0.7480951	0.6839399	0.2600313	0.6241072	0.6638085	0.0292104	0.0035950	0.5789040	0.6510748	0.0979444	0.0797456	0.7797955	0.5526054	0.4131045	0.2696049	0.0347549	0.5347187	0.5778614	0.5746818	0.7255050	0.3776581	0.4030969	0.4343115	0.6035098	0.4904113	0.1818640	0.0150194	0.7919932	0.1596077	0.6314857	0.6102848	0.3446234	0.4400668	0.0254666	0.7367933	0.3785627	0.6692328	0.2650920	0.1108343	0.5535978	0.4521102	0.3784254	0.3064197	0.4057819	0.6930801	0.1543349	0.6784265
800	0.1119393	0.1164286	0.1413768	0.7045618	0.7200420	0.3698852	0.7186769	0.6108468	0.0391614	0.0028466	0.5714008	0.6346782	0.1649496	0.0612999	0.7612947	0.4288550	0.3840582	0.3798122	0.0178440	0.6031461	0.6159515	0.6136239	0.7850335	0.3959246	0.2555451	0.3216899	0.6105725	0.5863562	0.2224173	0.0194741	0.7486833	0.1496174	0.7227732	0.6716602	0.4220885	0.4400245	0.0173345	0.6181550	0.4184970	0.7487716	0.3921840	0.0820700	0.4683612	0.4157109	0.3877540	0.2993064	0.4831291	0.6220451	0.1441695	0.6414681
850	0.0904329	0.1944092	0.0853997	0.7416694	0.7693266	0.4364873	0.4643332	0.7682065	0.0175456	0.0019984	0.6256789	0.7399625	0.0957420	0.0639179	0.5813736	0.3959900	0.3177786	0.3754669	0.0614438	0.6408332	0.4975185	0.7877171	0.6657590	0.3392239	0.3069470	0.4050112	0.6611528	0.6669433	0.1792992	0.0362321	0.7819219	0.1463630	0.5948222	0.7369539	0.4084496	0.2750792	0.0051624	0.7231711	0.3548514	0.7374854	0.3557371	0.1496519	0.4720391	0.4455250	0.3503207	0.3770417	0.4552873	0.7784172	0.0979802	0.6222098
900	0.1048157	0.1897805	0.1337475	0.7061671	0.6366299	0.5905614	0.5020546	0.7776625	0.0210838	0.0031567	0.5016281	0.6993827	0.1120890	0.0566503	0.6964536	0.4552096	0.3468033	0.3442180	0.0503293	0.4818352	0.5904395	0.5551645	0.8719410	0.4602864	0.3042938	0.4985135	0.7519179	0.7009723	0.2065665	0.0342714	0.7390020	0.1438789	0.6461368	0.6451194	0.3586539	0.2936385	0.0130684	0.7664342	0.4069969	0.7343764	0.3710605	0.1334075	0.6384376	0.5086154	0.3046249	0.3896995	0.4336766	0.8494732	0.1771827	0.7448053
950	0.0934848	0.1167307	0.0555552	0.6775818	0.6887679	0.3033089	0.4065533	0.5898863	0.0279131	0.0001236	0.5820468	0.7138693	0.1866977	0.0787133	0.6469371	0.3768646	0.3713572	0.2530693	0.0631735	0.5818081	0.6268244	0.6011634	0.7538515	0.4172643	0.3890958	0.4334320	0.7868930	0.5594484	0.1645376	0.0770595	0.7863969	0.1628593	0.6689437	0.6035307	0.3881720	0.2832283	0.0310095	0.8806414	0.4960022	0.7018722	0.2431933	0.0735561	0.5556563	0.4620416	0.4212205	0.2566192	0.4307456	0.7245992	0.1534961	0.6313765
1000	0.0911311	0.1232199	0.1546376	0.6528769	0.6498997	0.2803540	0.6726246	0.7442352	0.0544660	0.0014731	0.5616824	0.7041397	0.1418145	0.0607131	0.7131251	0.3213588	0.3088601	0.2995611	0.0630626	0.8004129	0.6855252	0.5566798	0.6973096	0.4416309	0.4446142	0.4714757	0.6439772	0.5613763	0.2744787	0.0263640	0.5997080	0.1418707	0.7066017	0.7449380	0.3043157	0.3053985	0.0259406	0.7278924	0.4197462	0.6659093	0.4379919	0.0548952	0.5014855	0.4478630	0.4615400	0.4009333	0.4859557	0.6141102	0.1668539	0.5601734

0	0.1558455	0.1317339	0.0841996	0.7464046	0.7794930	0.5045803	0.5364736	0.6692617	0.0330669	0.0034472	0.6824940	0.7502831	0.1108133	0.0739650	0.7123920	0.4050207	0.3321255	0.4536357	0.0714640	0.4773940	0.6107430	0.5970492	0.7339563	0.4259435	0.2614880	0.3867139	0.6864940	0.5773731	0.1576137	0.0962636	0.6147564	0.1127211	0.8215289	0.8374850	0.3797826	0.4076219	0.0146308	0.9018950	0.4212475	0.6122669	0.3135597	0.1309607	0.4335963	0.3967566	0.3259733	0.2230571	0.4734097	0.7415712	0.1414702	0.7976536
50	0.0697318	0.1951906	0.2676293	0.6355109	0.1704565	0.4569885	0.5738302	0.3850778	0.0308942	0.0026031	0.6007775	0.6782699	0.0420173	0.4367860	0.4386992	0.3318828	0.4098548	0.1136215	0.0518468	0.2772127	0.5890625	0.6757573	0.7878340	0.6226671	0.3775808	0.3580183	0.4180008	0.6065415	0.4390945	0.2401128	0.7120991	0.1312554	0.7906443	0.8819778	0.3567809	0.3618131	0.2437898	0.2640271	0.3764690	0.6983037	0.1577265	0.0446484	0.5475480	0.6354589	0.4274746	0.2953018	0.4518761	0.9244465	0.1346416	0.6666595
100	0.0658091	0.1730993	0.3979863	0.7653387	0.1233671	0.5515843	0.4939599	0.2731201	0.0328947	0.0013779	0.6377763	0.7125036	0.0164210	0.5989750	0.3968842	0.3895979	0.3414685	0.0832700	0.0547756	0.2715204	0.4357702	0.6218676	0.6385706	0.5557569	0.2804140	0.1646097	0.2190353	0.6417265	0.5917626	0.4177817	0.6093378	0.1759917	0.6631163	0.6925173	0.4342039	0.4033381	0.1693831	0.1183792	0.4127219	0.6833543	0.2005743	0.0430545	0.3399503	0.6369190	0.3828073	0.3154388	0.5179944	0.7262148	0.1657667	0.7147911
150	0.1163953	0.1214440	0.3774257	0.6252090	0.0182848	0.6385312	0.4382227	0.2531440	0.0164728	0.0047126	0.6803224	0.7747612	0.0088241	0.5842816	0.4690474	0.4346169	0.4391292	0.0771209	0.0743919	0.3221964	0.5074623	0.7628836	0.6769167	0.5276663	0.0882798	0.1477912	0.3353552	0.6177006	0.6865767	0.4318635	0.6828691	0.1181916	0.5780362	0.8055180	0.3643982	0.3511317	0.2561999	0.0722875	0.4970698	0.6637700	0.1482384	0.0913630	0.3436251	0.6879935	0.5953788	0.1828939	0.4498839	0.7124382	0.2719765	0.7901697
200	0.1491660	0.1196303	0.4689643	0.6095941	0.0072157	0.5527398	0.4084133	0.3084501	0.0145730	0.0005232	0.7031328	0.7718032	0.0170892	0.5335383	0.3181299	0.3960544	0.3260349	0.0391871	0.0380383	0.2877718	0.5690492	0.5473255	0.6729829	0.5553795	0.0917847	0.0435067	0.2185205	0.7210808	0.6002125	0.5139340	0.5741640	0.2289977	0.7657662	0.7490165	0.3637720	0.6500384	0.3827550	0.0606559	0.3874888	0.6666804	0.1622686	0.2198115	0.3095688	0.7079017	0.5896527	0.1431627	0.5106791	0.6580664	0.2097866	0.7143944
250	0.0621518	0.1389054	0.3691639	0.7542742	0.0054676	0.6164305	0.4079624	0.2982082	0.0071775	0.0000000	0.6698547	0.7178907	0.0133033	0.4692838	0.4697110	0.4356847	0.3139059	0.0579584	0.0662068	0.4395712	0.5836806	0.6798728	0.8766005	0.6025851	0.0480002	0.0601746	0.3003258	0.8193849	0.5800291	0.5230911	0.7879573	0.1778340	0.7806267	0.7665147	0.3049600	0.4185590	0.5033703	0.1268925	0.3919230	0.6560413	0.1762996	0.2607643	0.2530745	0.7918266	0.6609358	0.1299934	0.5656044	0.5613727	0.3250075	0.6741897
